Sexo;Grupo de edad (4);Sector económico ( 5);Periodo;Total
ambos sexos;de 25 a 54;construcción;1982TII;66,44
ambos sexos;de 25 a 54;construcción;1982TI;67,19
ambos sexos;de 25 a 54;construcción;1981TIV;69,62
ambos sexos;de 25 a 54;construcción;1981TIII;68,55
ambos sexos;de 25 a 54;construcción;1981TII;68,97
ambos sexos;de 25 a 54;construcción;1981TI;69,12
ambos sexos;de 25 a 54;construcción;1980TIV;70,04
ambos sexos;de 25 a 54;construcción;1980TIII;68,64
ambos sexos;de 25 a 54;construcción;1980TII;66,68
ambos sexos;de 25 a 54;construcción;1980TI;68,28
ambos sexos;de 25 a 54;construcción;1979TIV;68,66
ambos sexos;de 25 a 54;construcción;1979TIII;66,44
ambos sexos;de 25 a 54;construcción;1979TII;65,22
ambos sexos;de 25 a 54;construcción;1979TI;65,90
ambos sexos;de 25 a 54;construcción;1978TIV;66,94
ambos sexos;de 25 a 54;construcción;1978TIII;64,37
ambos sexos;de 25 a 54;construcción;1978TII;64,65
ambos sexos;de 25 a 54;construcción;1978TI;65,88
ambos sexos;de 25 a 54;construcción;1977TIV;68,08
ambos sexos;de 25 a 54;construcción;1977TIII;64,01
ambos sexos;de 25 a 54;construcción;1977TII;66,52
ambos sexos;de 25 a 54;construcción;1977TI;67,33
ambos sexos;de 25 a 54;construcción;1976TIV;68,45
ambos sexos;de 25 a 54;construcción;1976TIII;67,03
ambos sexos;de 25 a 54;servicios;1995TIV;69,90
ambos sexos;de 25 a 54;servicios;1995TIII;69,46
ambos sexos;de 25 a 54;servicios;1995TII;69,59
ambos sexos;de 25 a 54;servicios;1995TI;67,90
ambos sexos;de 25 a 54;servicios;1994TIV;66,90
ambos sexos;de 25 a 54;servicios;1994TIII;66,92
ambos sexos;de 25 a 54;servicios;1994TII;66,15
ambos sexos;de 25 a 54;servicios;1994TI;64,68
ambos sexos;de 25 a 54;servicios;1993TIV;63,85
ambos sexos;de 25 a 54;servicios;1993TIII;62,31
ambos sexos;de 25 a 54;servicios;1993TII;63,20
ambos sexos;de 25 a 54;servicios;1993TI;63,23
ambos sexos;de 25 a 54;servicios;1992TIV;62,44
ambos sexos;de 25 a 54;servicios;1992TIII;62,68
ambos sexos;de 25 a 54;servicios;1992TII;61,63
ambos sexos;de 25 a 54;servicios;1992TI;62,76
ambos sexos;de 25 a 54;servicios;1991TIV;61,22
ambos sexos;de 25 a 54;servicios;1991TIII;61,29
ambos sexos;de 25 a 54;servicios;1991TII;60,97
ambos sexos;de 25 a 54;servicios;1991TI;60,40
ambos sexos;de 25 a 54;servicios;1990TIV;60,70
ambos sexos;de 25 a 54;servicios;1990TIII;59,53
ambos sexos;de 25 a 54;servicios;1990TII;60,69
ambos sexos;de 25 a 54;servicios;1990TI;59,67
ambos sexos;de 25 a 54;servicios;1989TIV;59,62
ambos sexos;de 25 a 54;servicios;1989TIII;59,17
ambos sexos;de 25 a 54;servicios;1989TII;59,65
ambos sexos;de 25 a 54;servicios;1989TI;57,97
ambos sexos;de 25 a 54;servicios;1988TIV;57,03
ambos sexos;de 25 a 54;servicios;1988TIII;57,35
ambos sexos;de 25 a 54;servicios;1988TII;56,94
ambos sexos;de 25 a 54;servicios;1988TI;56,42
ambos sexos;de 25 a 54;servicios;1987TIV;56,65
ambos sexos;de 25 a 54;servicios;1987TIII;56,46
ambos sexos;de 25 a 54;servicios;1987TII;56,32
ambos sexos;de 25 a 54;servicios;1987TI;63,24
ambos sexos;de 25 a 54;servicios;1986TIV;62,32
ambos sexos;de 25 a 54;servicios;1986TIII;61,87
ambos sexos;de 25 a 54;servicios;1986TII;62,07
ambos sexos;de 25 a 54;servicios;1986TI;62,87
ambos sexos;de 25 a 54;servicios;1985TIV;62,00
ambos sexos;de 25 a 54;servicios;1985TIII;62,35
ambos sexos;de 25 a 54;servicios;1985TII;61,65
ambos sexos;de 25 a 54;servicios;1985TI;60,15
ambos sexos;de 25 a 54;servicios;1984TIV;58,40
ambos sexos;de 25 a 54;servicios;1984TIII;57,89
ambos sexos;de 25 a 54;servicios;1984TII;56,21
ambos sexos;de 25 a 54;servicios;1984TI;55,72
ambos sexos;de 25 a 54;servicios;1983TIV;56,29
ambos sexos;de 25 a 54;servicios;1983TIII;55,36
ambos sexos;de 25 a 54;servicios;1983TII;56,29
ambos sexos;de 25 a 54;servicios;1983TI;55,04
ambos sexos;de 25 a 54;servicios;1982TIV;53,88
ambos sexos;de 25 a 54;servicios;1982TIII;53,09
ambos sexos;de 25 a 54;servicios;1982TII;53,30
ambos sexos;de 25 a 54;servicios;1982TI;51,90
ambos sexos;de 25 a 54;servicios;1981TIV;50,05
ambos sexos;de 25 a 54;servicios;1981TIII;48,58
ambos sexos;de 25 a 54;servicios;1981TII;49,47
ambos sexos;de 25 a 54;servicios;1981TI;48,53
ambos sexos;de 25 a 54;servicios;1980TIV;47,31
ambos sexos;de 25 a 54;servicios;1980TIII;49,19
ambos sexos;de 25 a 54;servicios;1980TII;48,60
ambos sexos;de 25 a 54;servicios;1980TI;48,32
ambos sexos;de 25 a 54;servicios;1979TIV;49,02
ambos sexos;de 25 a 54;servicios;1979TIII;43,35
ambos sexos;de 25 a 54;servicios;1979TII;45,91
ambos sexos;de 25 a 54;servicios;1979TI;43,50
ambos sexos;de 25 a 54;servicios;1978TIV;43,62
ambos sexos;de 25 a 54;servicios;1978TIII;41,85
ambos sexos;de 25 a 54;servicios;1978TII;43,03
ambos sexos;de 25 a 54;servicios;1978TI;42,60
ambos sexos;de 25 a 54;servicios;1977TIV;40,17
ambos sexos;de 25 a 54;servicios;1977TIII;41,17
ambos sexos;de 25 a 54;servicios;1977TII;44,83
ambos sexos;de 25 a 54;servicios;1977TI;46,37
ambos sexos;de 25 a 54;servicios;1976TIV;44,42
ambos sexos;de 25 a 54;servicios;1976TIII;45,30
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1995TIV;58,70
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1995TIII;57,30
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1995TII;58,07
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1995TI;57,04
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1994TIV;56,27
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1994TIII;54,88
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1994TII;55,29
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1994TI;55,30
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1993TIV;55,24
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1993TIII;53,83
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1993TII;55,89
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1993TI;56,04
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1992TIV;54,30
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1992TIII;52,25
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1992TII;54,82
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1992TI;55,00
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1991TIV;53,39
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1991TIII;52,71
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1991TII;53,52
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1991TI;53,13
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1990TIV;50,42
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1990TIII;49,41
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1990TII;49,93
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1990TI;48,85
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1989TIV;49,06
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1989TIII;48,12
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1989TII;47,37
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1989TI;45,59
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1988TIV;44,51
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1988TIII;44,04
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1988TII;43,41
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1988TI;43,02
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1987TIV;41,40
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1987TIII;41,30
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1987TII;40,88
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1987TI;24,60
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1986TIV;23,25
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1986TIII;23,86
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1986TII;23,39
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1986TI;22,36
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1985TIV;22,13
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1985TIII;22,31
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1985TII;21,12
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1985TI;19,57
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1984TIV;19,37
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1984TIII;18,09
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1984TII;18,18
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1984TI;18,87
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1983TIV;18,49
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1983TIII;17,89
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1983TII;19,27
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1983TI;19,00
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1982TIV;17,42
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1982TIII;17,07
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1982TII;17,36
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1982TI;18,11
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1981TIV;16,91
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1981TIII;16,28
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1981TII;16,90
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1981TI;15,45
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1980TIV;16,03
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1980TIII;15,24
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1980TII;17,22
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1980TI;18,12
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1979TIV;18,39
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1979TIII;18,15
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1979TII;19,60
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1979TI;18,38
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1978TIV;16,84
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1978TIII;17,59
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1978TII;19,72
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1978TI;20,62
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1977TIV;20,18
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1977TIII;20,68
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1977TII;22,26
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1977TI;23,48
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1976TIV;22,64
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1976TIII;22,81
ambos sexos;de 55 y más;Total;1995TIV;4,91
ambos sexos;de 55 y más;Total;1995TIII;4,93
ambos sexos;de 55 y más;Total;1995TII;5,10
ambos sexos;de 55 y más;Total;1995TI;5,21
ambos sexos;de 55 y más;Total;1994TIV;5,14
ambos sexos;de 55 y más;Total;1994TIII;5,01
ambos sexos;de 55 y más;Total;1994TII;5,21
ambos sexos;de 55 y más;Total;1994TI;4,73
ambos sexos;de 55 y más;Total;1993TIV;5,14
ambos sexos;de 55 y más;Total;1993TIII;5,45
ambos sexos;de 55 y más;Total;1993TII;5,18
ambos sexos;de 55 y más;Total;1993TI;5,27
ambos sexos;de 55 y más;Total;1992TIV;5,39
ambos sexos;de 55 y más;Total;1992TIII;5,89
ambos sexos;de 55 y más;Total;1992TII;5,79
ambos sexos;de 55 y más;Total;1992TI;5,51
ambos sexos;de 55 y más;Total;1991TIV;5,97
ambos sexos;de 55 y más;Total;1991TIII;5,78
ambos sexos;de 55 y más;Total;1991TII;5,69
ambos sexos;de 55 y más;Total;1991TI;5,53
ambos sexos;de 55 y más;Total;1990TIV;5,51
ambos sexos;de 55 y más;Total;1990TIII;5,62
ambos sexos;de 55 y más;Total;1990TII;5,69
ambos sexos;de 55 y más;Total;1990TI;5,60
ambos sexos;de 55 y más;Total;1989TIV;5,95
ambos sexos;de 55 y más;Total;1989TIII;5,76
ambos sexos;de 55 y más;Total;1989TII;6,12
ambos sexos;de 55 y más;Total;1989TI;5,58
ambos sexos;de 55 y más;Total;1988TIV;5,49
ambos sexos;de 55 y más;Total;1988TIII;5,36
ambos sexos;de 55 y más;Total;1988TII;5,27
ambos sexos;de 55 y más;Total;1988TI;5,09
ambos sexos;de 55 y más;Total;1987TIV;5,37
ambos sexos;de 55 y más;Total;1987TIII;5,60
ambos sexos;de 55 y más;Total;1987TII;5,50
ambos sexos;de 55 y más;Total;1987TI;6,63
ambos sexos;de 55 y más;Total;1986TIV;6,53
ambos sexos;de 55 y más;Total;1986TIII;7,04
ambos sexos;de 55 y más;Total;1986TII;6,72
ambos sexos;de 55 y más;Total;1986TI;6,35
ambos sexos;de 55 y más;Total;1985TIV;5,90
ambos sexos;de 55 y más;Total;1985TIII;5,99
ambos sexos;de 55 y más;Total;1985TII;6,28
ambos sexos;de 55 y más;Total;1985TI;6,14
ambos sexos;de 55 y más;Total;1984TIV;6,30
ambos sexos;de 55 y más;Total;1984TIII;6,22
ambos sexos;de 55 y más;Total;1984TII;5,95
ambos sexos;de 55 y más;Total;1984TI;5,79
ambos sexos;de 55 y más;Total;1983TIV;5,53
ambos sexos;de 55 y más;Total;1983TIII;5,17
ambos sexos;de 55 y más;Total;1983TII;5,00
ambos sexos;de 55 y más;Total;1983TI;5,42
ambos sexos;de 55 y más;Total;1982TIV;5,58
ambos sexos;de 55 y más;Total;1982TIII;5,41
ambos sexos;de 55 y más;Total;1982TII;5,75
ambos sexos;de 55 y más;Total;1982TI;5,48
ambos sexos;de 55 y más;Total;1981TIV;5,56
ambos sexos;de 55 y más;Total;1981TIII;5,48
ambos sexos;de 55 y más;Total;1981TII;6,03
ambos sexos;de 55 y más;Total;1981TI;5,52
ambos sexos;de 55 y más;Total;1980TIV;5,33
ambos sexos;de 55 y más;Total;1980TIII;5,50
ambos sexos;de 55 y más;Total;1980TII;5,91
ambos sexos;de 55 y más;Total;1980TI;5,77
ambos sexos;de 55 y más;Total;1979TIV;5,77
ambos sexos;de 55 y más;Total;1979TIII;5,71
ambos sexos;de 55 y más;Total;1979TII;6,29
ambos sexos;de 55 y más;Total;1979TI;5,84
ambos sexos;de 55 y más;Total;1978TIV;5,47
ambos sexos;de 55 y más;Total;1978TIII;6,03
ambos sexos;de 55 y más;Total;1978TII;6,58
ambos sexos;de 55 y más;Total;1978TI;6,45
ambos sexos;de 55 y más;Total;1977TIV;6,72
ambos sexos;de 55 y más;Total;1977TIII;6,86
ambos sexos;de 55 y más;Total;1977TII;7,31
ambos sexos;de 55 y más;Total;1977TI;6,60
ambos sexos;de 55 y más;Total;1976TIV;6,41
ambos sexos;de 55 y más;Total;1976TIII;7,45
ambos sexos;de 55 y más;agricultura;1995TIV;11,12
ambos sexos;de 55 y más;agricultura;1995TIII;10,15
ambos sexos;de 55 y más;agricultura;1995TII;10,38
ambos sexos;de 55 y más;agricultura;1995TI;9,91
ambos sexos;de 55 y más;agricultura;1994TIV;9,95
ambos sexos;de 55 y más;agricultura;1994TIII;10,25
ambos sexos;de 55 y más;agricultura;1994TII;10,76
ambos sexos;de 55 y más;agricultura;1994TI;9,28
ambos sexos;de 55 y más;agricultura;1993TIV;10,94
ambos sexos;de 55 y más;agricultura;1993TIII;11,78
ambos sexos;de 55 y más;agricultura;1993TII;11,88
ambos sexos;de 55 y más;agricultura;1993TI;11,46
ambos sexos;de 55 y más;agricultura;1992TIV;13,21
ambos sexos;de 55 y más;agricultura;1992TIII;13,76
ambos sexos;de 55 y más;agricultura;1992TII;12,41
ambos sexos;de 55 y más;agricultura;1992TI;10,21
ambos sexos;de 55 y más;agricultura;1991TIV;10,88
ambos sexos;de 55 y más;agricultura;1991TIII;11,70
ambos sexos;de 55 y más;agricultura;1991TII;12,60
ambos sexos;de 55 y más;agricultura;1991TI;11,16
ambos sexos;de 55 y más;agricultura;1990TIV;11,08
ambos sexos;de 55 y más;agricultura;1990TIII;13,32
ambos sexos;de 55 y más;agricultura;1990TII;12,13
ambos sexos;de 55 y más;agricultura;1990TI;11,20
ambos sexos;de 55 y más;agricultura;1989TIV;11,51
ambos sexos;de 55 y más;agricultura;1989TIII;12,33
ambos sexos;de 55 y más;agricultura;1989TII;11,73
ambos sexos;de 55 y más;agricultura;1989TI;11,66
ambos sexos;de 55 y más;agricultura;1988TIV;11,50
ambos sexos;de 55 y más;agricultura;1988TIII;11,52
ambos sexos;de 55 y más;agricultura;1988TII;12,47
ambos sexos;de 55 y más;agricultura;1988TI;11,63
ambos sexos;de 55 y más;agricultura;1987TIV;12,31
ambos sexos;de 55 y más;agricultura;1987TIII;13,43
ambos sexos;de 55 y más;agricultura;1987TII;12,97
ambos sexos;de 55 y más;agricultura;1987TI;15,99
ambos sexos;de 55 y más;agricultura;1986TIV;15,82
ambos sexos;de 55 y más;agricultura;1986TIII;16,95
ambos sexos;de 55 y más;agricultura;1986TII;16,09
ambos sexos;de 55 y más;agricultura;1986TI;15,79
ambos sexos;de 55 y más;agricultura;1985TIV;14,45
ambos sexos;de 55 y más;agricultura;1985TIII;15,29
ambos sexos;de 55 y más;agricultura;1985TII;14,30
ambos sexos;de 55 y más;agricultura;1985TI;12,26
ambos sexos;de 55 y más;agricultura;1984TIV;15,67
ambos sexos;de 55 y más;agricultura;1984TIII;14,48
ambos sexos;de 55 y más;agricultura;1984TII;11,41
ambos sexos;de 55 y más;agricultura;1984TI;10,70
ambos sexos;de 55 y más;agricultura;1983TIV;11,65
ambos sexos;de 55 y más;agricultura;1983TIII;10,88
ambos sexos;de 55 y más;agricultura;1983TII;8,75
ambos sexos;de 55 y más;agricultura;1983TI;14,24
ambos sexos;de 55 y más;agricultura;1982TIV;13,05
ambos sexos;de 55 y más;agricultura;1982TIII;12,54
ambos sexos;de 55 y más;agricultura;1982TII;13,04
ambos sexos;de 55 y más;agricultura;1982TI;11,79
ambos sexos;de 55 y más;agricultura;1981TIV;13,21
ambos sexos;de 55 y más;agricultura;1981TIII;12,57
ambos sexos;de 55 y más;agricultura;1981TII;13,09
ambos sexos;de 55 y más;agricultura;1981TI;13,25
ambos sexos;de 55 y más;agricultura;1980TIV;10,84
ambos sexos;de 55 y más;agricultura;1980TIII;12,54
ambos sexos;de 55 y más;agricultura;1980TII;11,84
ambos sexos;de 55 y más;agricultura;1980TI;12,36
ambos sexos;de 55 y más;agricultura;1979TIV;11,71
ambos sexos;de 55 y más;agricultura;1979TIII;9,27
ambos sexos;de 55 y más;agricultura;1979TII;12,09
ambos sexos;de 55 y más;agricultura;1979TI;11,22
ambos sexos;de 55 y más;agricultura;1978TIV;9,67
ambos sexos;de 55 y más;agricultura;1978TIII;11,25
ambos sexos;de 55 y más;agricultura;1978TII;13,89
ambos sexos;de 55 y más;agricultura;1978TI;13,97
ambos sexos;de 55 y más;agricultura;1977TIV;11,89
ambos sexos;de 55 y más;agricultura;1977TIII;13,61
ambos sexos;de 55 y más;agricultura;1977TII;11,24
ambos sexos;de 55 y más;agricultura;1977TI;10,38
ambos sexos;de 55 y más;agricultura;1976TIV;10,29
ambos sexos;de 55 y más;agricultura;1976TIII;12,79
ambos sexos;de 55 y más;industria;1995TIV;5,75
ambos sexos;de 55 y más;industria;1995TIII;5,86
ambos sexos;de 55 y más;industria;1995TII;6,44
ambos sexos;de 55 y más;industria;1995TI;6,97
ambos sexos;de 55 y más;industria;1994TIV;6,56
ambos sexos;de 55 y más;industria;1994TIII;5,61
ambos sexos;de 55 y más;industria;1994TII;6,19
ambos sexos;de 55 y más;industria;1994TI;5,12
ambos sexos;de 55 y más;industria;1993TIV;6,43
ambos sexos;de 55 y más;industria;1993TIII;6,63
ambos sexos;de 55 y más;industria;1993TII;6,28
ambos sexos;de 55 y más;industria;1993TI;5,72
ambos sexos;de 55 y más;industria;1992TIV;4,98
ambos sexos;de 55 y más;industria;1992TIII;4,86
ambos sexos;de 55 y más;industria;1992TII;5,29
ambos sexos;de 55 y más;industria;1992TI;5,90
ambos sexos;de 55 y más;industria;1991TIV;6,44
ambos sexos;de 55 y más;industria;1991TIII;6,08
ambos sexos;de 55 y más;industria;1991TII;6,85
ambos sexos;de 55 y más;industria;1991TI;5,98
ambos sexos;de 55 y más;industria;1990TIV;7,12
ambos sexos;de 55 y más;industria;1990TIII;6,54
ambos sexos;de 55 y más;industria;1990TII;7,54
ambos sexos;de 55 y más;industria;1990TI;7,95
ambos sexos;de 55 y más;industria;1989TIV;8,68
ambos sexos;de 55 y más;industria;1989TIII;9,22
ambos sexos;de 55 y más;industria;1989TII;8,77
ambos sexos;de 55 y más;industria;1989TI;6,90
ambos sexos;de 55 y más;industria;1988TIV;6,70
ambos sexos;de 55 y más;industria;1988TIII;6,34
ambos sexos;de 55 y más;industria;1988TII;6,96
ambos sexos;de 55 y más;industria;1988TI;7,50
ambos sexos;de 55 y más;industria;1987TIV;8,43
ambos sexos;de 55 y más;industria;1987TIII;8,63
ambos sexos;de 55 y más;industria;1987TII;10,62
ambos sexos;de 55 y más;industria;1987TI;12,62
ambos sexos;de 55 y más;industria;1986TIV;13,22
ambos sexos;de 55 y más;industria;1986TIII;12,76
ambos sexos;de 55 y más;industria;1986TII;12,62
ambos sexos;de 55 y más;industria;1986TI;11,74
ambos sexos;de 55 y más;industria;1985TIV;11,58
ambos sexos;de 55 y más;industria;1985TIII;9,93
ambos sexos;de 55 y más;industria;1985TII;9,84
ambos sexos;de 55 y más;industria;1985TI;10,57
ambos sexos;de 55 y más;industria;1984TIV;9,82
ambos sexos;de 55 y más;industria;1984TIII;10,03
ambos sexos;de 55 y más;industria;1984TII;9,73
ambos sexos;de 55 y más;industria;1984TI;9,76
ambos sexos;de 55 y más;industria;1983TIV;9,94
ambos sexos;de 55 y más;industria;1983TIII;9,15
ambos sexos;de 55 y más;industria;1983TII;8,12
ambos sexos;de 55 y más;industria;1983TI;8,41
ambos sexos;de 55 y más;industria;1982TIV;8,85
ambos sexos;de 55 y más;industria;1982TIII;8,71
ambos sexos;de 55 y más;industria;1982TII;8,62
ambos sexos;de 55 y más;industria;1982TI;8,46
ambos sexos;de 55 y más;industria;1981TIV;8,96
ambos sexos;de 55 y más;industria;1981TIII;7,82
ambos sexos;de 55 y más;industria;1981TII;7,30
ambos sexos;de 55 y más;industria;1981TI;8,89
ambos sexos;de 55 y más;industria;1980TIV;9,58
ambos sexos;de 55 y más;industria;1980TIII;7,80
ambos sexos;de 55 y más;industria;1980TII;7,17
ambos sexos;de 55 y más;industria;1980TI;8,25
ambos sexos;de 55 y más;industria;1979TIV;9,76
ambos sexos;de 55 y más;industria;1979TIII;7,33
ambos sexos;de 55 y más;industria;1979TII;6,42
ambos sexos;de 55 y más;industria;1979TI;6,11
ambos sexos;de 55 y más;industria;1978TIV;6,26
ambos sexos;de 55 y más;industria;1978TIII;6,22
ambos sexos;de 55 y más;industria;1978TII;6,36
ambos sexos;de 55 y más;industria;1978TI;6,22
ambos sexos;de 55 y más;industria;1977TIV;7,81
ambos sexos;de 55 y más;industria;1977TIII;7,54
ambos sexos;de 55 y más;industria;1977TII;6,88
ambos sexos;de 55 y más;industria;1977TI;5,51
ambos sexos;de 55 y más;industria;1976TIV;7,03
ambos sexos;de 55 y más;industria;1976TIII;8,54
ambos sexos;de 55 y más;construcción;1995TIV;8,13
ambos sexos;de 55 y más;construcción;1995TIII;8,49
ambos sexos;de 55 y más;construcción;1995TII;7,86
ambos sexos;de 55 y más;construcción;1995TI;7,82
ambos sexos;de 55 y más;construcción;1994TIV;7,81
ambos sexos;de 55 y más;construcción;1994TIII;8,48
ambos sexos;de 55 y más;construcción;1994TII;8,45
ambos sexos;de 55 y más;construcción;1994TI;7,76
ambos sexos;de 55 y más;construcción;1993TIV;7,42
ambos sexos;de 55 y más;construcción;1993TIII;8,61
ambos sexos;de 55 y más;construcción;1993TII;6,95
ambos sexos;de 55 y más;construcción;1993TI;7,09
ambos sexos;de 55 y más;construcción;1992TIV;8,49
ambos sexos;de 55 y más;construcción;1992TIII;9,23
ambos sexos;de 55 y más;construcción;1992TII;9,19
ambos sexos;de 55 y más;construcción;1992TI;8,57
