Sexo;Edad;Tiempo de búsqueda de empleo;Periodo;Total
Hombres;De 55 a 59 años;Total;2010T1;144,7
Hombres;De 55 a 59 años;Total;2009T4;124,6
Hombres;De 55 a 59 años;Total;2009T3;116,2
Hombres;De 55 a 59 años;Total;2009T2;114,6
Hombres;De 55 a 59 años;Total;2009T1;101,2
Hombres;De 55 a 59 años;Total;2008T4;77,9
Hombres;De 55 a 59 años;Total;2008T3;61,2
Hombres;De 55 a 59 años;Total;2008T2;65,6
Hombres;De 55 a 59 años;Total;2008T1;55,3
Hombres;De 55 a 59 años;Total;2007T4;52,2
Hombres;De 55 a 59 años;Total;2007T3;48,7
Hombres;De 55 a 59 años;Total;2007T2;45,9
Hombres;De 55 a 59 años;Total;2007T1;43,5
Hombres;De 55 a 59 años;Total;2006T4;42
Hombres;De 55 a 59 años;Total;2006T3;45,6
Hombres;De 55 a 59 años;Total;2006T2;45,5
Hombres;De 55 a 59 años;Total;2006T1;54,8
Hombres;De 55 a 59 años;Total;2005T4;50,1
Hombres;De 55 a 59 años;Total;2005T3;45
Hombres;De 55 a 59 años;Total;2005T2;58,4
Hombres;De 55 a 59 años;Total;2005T1;52,8
Hombres;De 55 a 59 años;Total;2004T4;56,3
Hombres;De 55 a 59 años;Total;2004T3;50,4
Hombres;De 55 a 59 años;Total;2004T2;52,7
Hombres;De 55 a 59 años;Total;2004T1;50,3
Hombres;De 55 a 59 años;Total;2003T4;46,9
Hombres;De 55 a 59 años;Total;2003T3;57,1
Hombres;De 55 a 59 años;Total;2003T2;49,9
Hombres;De 55 a 59 años;Total;2003T1;53,6
Hombres;De 55 a 59 años;Total;2002T4;55,4
Hombres;De 55 a 59 años;Total;2002T3;52,6
Hombres;De 55 a 59 años;Total;2002T2;51
Hombres;De 55 a 59 años;Total;2002T1;51,4
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2025T4;9,4
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2025T3;10,9
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2025T2;3,3
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2025T1;9
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2024T4;7,9
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2024T3;6,1
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2024T2;5,7
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2024T1;10
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2023T4;7,9
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2023T3;7,7
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2023T2;10,9
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2023T1;10,2
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2022T4;11,4
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2022T3;8,1
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2022T2;3,6
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2022T1;5,1
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2021T4;5,9
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2021T3;9
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2021T2;2,9
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2021T1;7,1
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2020T4;11,5
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2020T3;13
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2020T2;11,9
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2020T1;12,7
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2019T4;13,4
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2019T3;9,4
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2019T2;8,6
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2019T1;13,3
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2018T4;8,5
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2018T3;13,8
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2018T2;12,9
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2018T1;10,4
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2017T4;11,3
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2017T3;10,4
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2017T2;6,8
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2017T1;8,7
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2016T4;8,7
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2016T3;8,9
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2016T2;6,6
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2016T1;8,8
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2015T4;8,8
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2015T3;8
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2015T2;6,4
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2015T1;8,1
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2014T4;5,9
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2014T3;6,7
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2014T2;6,4
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2014T1;5,6
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2013T4;5
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2013T3;6,3
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2013T2;4,9
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2013T1;7
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2012T4;5
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2012T3;7,8
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2012T2;5,5
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2012T1;4,8
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2011T4;8,8
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2011T3;4,8
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2011T2;3,2
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2011T1;10,3
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2010T4;5,8
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2010T3;6,8
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2010T2;5,8
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2010T1;5,8
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2009T4;6,2
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2009T3;4,3
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2009T2;5,1
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2009T1;4,1
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2008T4;5,1
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2008T3;5,5
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2008T2;3,7
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2008T1;3,1
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2007T4;4,6
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2007T3;4,6
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2007T2;4,2
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2007T1;4,9
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2006T4;4,2
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2006T3;5,2
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2006T2;4,2
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2006T1;4
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2005T4;2,8
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2005T3;4,1
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2005T2;3,1
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2005T1;2
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2004T4;4,1
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2004T3;3
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2004T2;1,6
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2004T1;2,5
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2003T4;3,4
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2003T3;3,5
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2003T2;1,8
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2003T1;4,1
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2002T4;2,2
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2002T3;3,1
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2002T2;3,3
Hombres;De 55 a 59 años;Ya ha encontrado empleo;2002T1;3
Hombres;De 55 a 59 años;Menos de 1 mes;2025T4;6,8
Hombres;De 55 a 59 años;Menos de 1 mes;2025T3;4,6
Hombres;De 55 a 59 años;Menos de 1 mes;2025T2;6,4
Hombres;De 55 a 59 años;Menos de 1 mes;2025T1;11,2
Hombres;De 55 a 59 años;Menos de 1 mes;2024T4;5,8
Hombres;De 55 a 59 años;Menos de 1 mes;2024T3;10,2
Hombres;De 55 a 59 años;Menos de 1 mes;2024T2;6,5
Hombres;De 55 a 59 años;Menos de 1 mes;2024T1;6
Hombres;De 55 a 59 años;Menos de 1 mes;2023T4;7,5
Hombres;De 55 a 59 años;Menos de 1 mes;2023T3;8,8
Hombres;De 55 a 59 años;Menos de 1 mes;2023T2;4,4
Hombres;De 55 a 59 años;Menos de 1 mes;2023T1;10,4
Hombres;De 55 a 59 años;Menos de 1 mes;2022T4;6,3
Hombres;De 55 a 59 años;Menos de 1 mes;2022T3;4
Hombres;De 55 a 59 años;Menos de 1 mes;2022T2;4,7
Hombres;De 55 a 59 años;Menos de 1 mes;2022T1;7,5
Hombres;De 55 a 59 años;Menos de 1 mes;2021T4;6,3
Hombres;De 55 a 59 años;Menos de 1 mes;2021T3;5,6
Hombres;De 55 a 59 años;Menos de 1 mes;2021T2;5,3
Hombres;De 55 a 59 años;Menos de 1 mes;2021T1;7,5
Hombres;De 55 a 59 años;Menos de 1 mes;2020T4;6
Hombres;De 55 a 59 años;Menos de 1 mes;2020T3;3,9
Hombres;De 55 a 59 años;Menos de 1 mes;2020T2;6,4
Hombres;De 55 a 59 años;Menos de 1 mes;2020T1;4,8
Hombres;De 55 a 59 años;Menos de 1 mes;2019T4;6,1
Hombres;De 55 a 59 años;Menos de 1 mes;2019T3;4,7
Hombres;De 55 a 59 años;Menos de 1 mes;2019T2;5,2
Hombres;De 55 a 59 años;Menos de 1 mes;2019T1;7,5
Hombres;De 55 a 59 años;Menos de 1 mes;2018T4;8,1
Hombres;De 55 a 59 años;Menos de 1 mes;2018T3;4,1
Hombres;De 55 a 59 años;Menos de 1 mes;2018T2;5,2
Hombres;De 55 a 59 años;Menos de 1 mes;2018T1;5,7
Hombres;De 55 a 59 años;Menos de 1 mes;2017T4;7,3
Hombres;De 55 a 59 años;Menos de 1 mes;2017T3;6,9
Hombres;De 55 a 59 años;Menos de 1 mes;2017T2;3
Hombres;De 55 a 59 años;Menos de 1 mes;2017T1;3,4
Hombres;De 55 a 59 años;Menos de 1 mes;2016T4;4,1
Hombres;De 55 a 59 años;Menos de 1 mes;2016T3;5,2
Hombres;De 55 a 59 años;Menos de 1 mes;2016T2;5,1
Hombres;De 55 a 59 años;Menos de 1 mes;2016T1;3,3
Hombres;De 55 a 59 años;Menos de 1 mes;2015T4;5,5
Hombres;De 55 a 59 años;Menos de 1 mes;2015T3;5,2
Hombres;De 55 a 59 años;Menos de 1 mes;2015T2;2,6
Hombres;De 55 a 59 años;Menos de 1 mes;2015T1;4,5
Hombres;De 55 a 59 años;Menos de 1 mes;2014T4;5,9
Hombres;De 55 a 59 años;Menos de 1 mes;2014T3;6,5
Hombres;De 55 a 59 años;Menos de 1 mes;2014T2;4,8
Hombres;De 55 a 59 años;Menos de 1 mes;2014T1;4,7
Hombres;De 55 a 59 años;Menos de 1 mes;2013T4;5,3
Hombres;De 55 a 59 años;Menos de 1 mes;2013T3;4,5
Hombres;De 55 a 59 años;Menos de 1 mes;2013T2;4,5
Hombres;De 55 a 59 años;Menos de 1 mes;2013T1;3,9
Hombres;De 55 a 59 años;Menos de 1 mes;2012T4;3,5
Hombres;De 55 a 59 años;Menos de 1 mes;2012T3;5,5
Hombres;De 55 a 59 años;Menos de 1 mes;2012T2;6,4
Hombres;De 55 a 59 años;Menos de 1 mes;2012T1;3,9
Hombres;De 55 a 59 años;Menos de 1 mes;2011T4;4,4
Hombres;De 55 a 59 años;Menos de 1 mes;2011T3;4,7
Hombres;De 55 a 59 años;Menos de 1 mes;2011T2;6,8
Hombres;De 55 a 59 años;Menos de 1 mes;2011T1;3,5
Hombres;De 55 a 59 años;Menos de 1 mes;2010T4;4,2
Hombres;De 55 a 59 años;Menos de 1 mes;2010T3;6,1
Hombres;De 55 a 59 años;Menos de 1 mes;2010T2;4
Hombres;De 55 a 59 años;Menos de 1 mes;2010T1;6,1
Hombres;De 55 a 59 años;Menos de 1 mes;2009T4;7,5
Hombres;De 55 a 59 años;Menos de 1 mes;2009T3;5,2
Hombres;De 55 a 59 años;Menos de 1 mes;2009T2;5,2
Hombres;De 55 a 59 años;Menos de 1 mes;2009T1;3,5
Hombres;De 55 a 59 años;Menos de 1 mes;2008T4;6,3
Hombres;De 55 a 59 años;Menos de 1 mes;2008T3;6
Hombres;De 55 a 59 años;Menos de 1 mes;2008T2;5,3
Hombres;De 55 a 59 años;Menos de 1 mes;2008T1;4,3
Hombres;De 55 a 59 años;Menos de 1 mes;2007T4;5,9
Hombres;De 55 a 59 años;Menos de 1 mes;2007T3;4,1
Hombres;De 55 a 59 años;Menos de 1 mes;2007T2;3
Hombres;De 55 a 59 años;Menos de 1 mes;2007T1;3,4
Hombres;De 55 a 59 años;Menos de 1 mes;2006T4;2,2
Hombres;De 55 a 59 años;Menos de 1 mes;2006T3;3,1
Hombres;De 55 a 59 años;Menos de 1 mes;2006T2;2,7
Hombres;De 55 a 59 años;Menos de 1 mes;2006T1;3,9
Hombres;De 55 a 59 años;Menos de 1 mes;2005T4;1,3
Hombres;De 55 a 59 años;Menos de 1 mes;2005T3;2,6
Hombres;De 55 a 59 años;Menos de 1 mes;2005T2;1,1
Hombres;De 55 a 59 años;Menos de 1 mes;2005T1;2,8
Hombres;De 55 a 59 años;Menos de 1 mes;2004T4;1,8
Hombres;De 55 a 59 años;Menos de 1 mes;2004T3;1,3
Hombres;De 55 a 59 años;Menos de 1 mes;2004T2;2,1
Hombres;De 55 a 59 años;Menos de 1 mes;2004T1;1,5
Hombres;De 55 a 59 años;Menos de 1 mes;2003T4;1
Hombres;De 55 a 59 años;Menos de 1 mes;2003T3;2,3
Hombres;De 55 a 59 años;Menos de 1 mes;2003T2;0,7
Hombres;De 55 a 59 años;Menos de 1 mes;2003T1;2,8
Hombres;De 55 a 59 años;Menos de 1 mes;2002T4;1,1
Hombres;De 55 a 59 años;Menos de 1 mes;2002T3;2,3
Hombres;De 55 a 59 años;Menos de 1 mes;2002T2;1,3
Hombres;De 55 a 59 años;Menos de 1 mes;2002T1;1,9
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2025T4;9,7
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2025T3;12,3
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2025T2;16
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2025T1;17,2
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2024T4;20,3
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2024T3;13
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2024T2;12,9
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2024T1;18,5
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2023T4;20,9
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2023T3;12,8
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2023T2;16,1
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2023T1;12,3
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2022T4;17,3
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2022T3;11,1
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2022T2;13,3
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2022T1;24,3
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2021T4;10,7
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2021T3;14,8
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2021T2;15,6
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2021T1;17
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2020T4;16,4
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2020T3;16,1
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2020T2;24,7
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2020T1;13,8
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2019T4;16,8
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2019T3;13,4
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2019T2;15,7
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2019T1;14,2
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2018T4;16,4
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2018T3;12,2
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2018T2;15,8
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2018T1;17,9
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2017T4;19,1
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2017T3;12,1
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2017T2;13,1
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2017T1;16,8
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2016T4;16,4
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2016T3;8,3
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2016T2;10,5
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2016T1;15,1
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2015T4;15,2
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2015T3;14,5
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2015T2;9,8
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2015T1;12,3
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2014T4;16,1
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2014T3;9,1
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2014T2;8,8
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2014T1;13,2
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2013T4;14,5
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2013T3;10,9
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2013T2;14,2
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2013T1;15
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2012T4;12,5
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2012T3;14,1
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2012T2;14,7
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2012T1;14
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2011T4;14,3
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2011T3;16,9
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2011T2;15,1
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2011T1;13,7
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2010T4;10,8
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2010T3;12,7
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2010T2;11,3
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2010T1;14,9
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2009T4;14,1
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2009T3;13,7
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2009T2;17,4
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2009T1;16,8
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2008T4;16,5
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2008T3;8,8
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2008T2;14,2
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2008T1;13,1
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2007T4;8,6
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2007T3;8
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2007T2;5,3
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2007T1;4,7
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2006T4;4,3
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2006T3;5
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2006T2;4,8
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2006T1;8,2
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2005T4;6
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2005T3;3,4
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2005T2;6,4
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2005T1;9,2
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2004T4;4,8
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2004T3;5,6
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2004T2;7
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2004T1;7,1
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2003T4;6,4
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2003T3;6
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2003T2;5,2
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2003T1;3,8
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2002T4;9,3
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2002T3;6,4
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2002T2;4,1
Hombres;De 55 a 59 años;De 1 mes a menos de 3 meses;2002T1;5,6
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2025T4;11,5
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2025T3;10
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2025T2;18,5
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2025T1;12,1
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2024T4;11
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2024T3;8,6
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2024T2;14,6
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2024T1;13,2
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2023T4;15,8
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2023T3;16,1
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2023T2;13,9
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2023T1;15,8
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2022T4;10,6
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2022T3;12,6
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2022T2;15,5
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2022T1;6,9
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2021T4;15,7
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2021T3;9
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2021T2;19,3
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2021T1;14,9
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2020T4;15,5
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2020T3;19
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2020T2;13,6
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2020T1;15,3
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2019T4;11,6
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2019T3;11,3
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2019T2;14,5
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2019T1;15,3
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2018T4;10,4
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2018T3;12,7
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2018T2;12,1
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2018T1;14,3
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2017T4;13,1
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2017T3;9
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2017T2;12
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2017T1;17
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2016T4;12,7
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2016T3;12,2
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2016T2;15
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2016T1;13,2
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2015T4;11
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2015T3;10,6
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2015T2;18
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2015T1;14,1
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2014T4;17
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2014T3;11,8
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2014T2;14,6
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2014T1;17,7
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2013T4;13,8
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2013T3;17,7
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2013T2;13,7
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2013T1;18,1
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2012T4;16,5
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2012T3;17,7
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2012T2;14
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2012T1;15,9
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2011T4;11,1
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2011T3;11
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2011T2;16,1
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2011T1;11,8
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2010T4;12
Hombres;De 55 a 59 años;De 3 meses a menos de 6 meses;2010T3;9,8
