Sexo;Edad;Tiempo de búsqueda de empleo;Periodo;Total
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2025T3;20,7
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2025T2;21,5
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2025T1;29,8
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2024T4;19
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2024T3;26,5
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2024T2;25,4
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2024T1;27,4
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2023T4;23,6
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2023T3;32,3
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2023T2;14,3
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2023T1;26,6
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2022T4;20,2
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2022T3;36,2
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2022T2;22,3
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2022T1;21,7
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2021T4;22,8
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2021T3;44,3
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2021T2;18,4
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2021T1;15,1
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2020T4;32,9
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2020T3;34,7
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2020T2;43,1
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2020T1;38,9
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2019T4;38,9
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2019T3;44,4
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2019T2;36,5
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2019T1;40
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2018T4;25,8
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2018T3;41,5
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2018T2;34
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2018T1;34
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2017T4;32,4
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2017T3;45,6
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2017T2;37,4
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2017T1;38
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2016T4;36,7
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2016T3;38
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2016T2;29,2
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2016T1;26,9
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2015T4;24,8
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2015T3;32,3
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2015T2;24,7
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2015T1;28,9
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2014T4;22,8
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2014T3;39,5
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2014T2;32,2
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2014T1;28,8
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2013T4;31,1
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2013T3;33,1
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2013T2;24,1
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2013T1;25,6
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2012T4;19,7
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2012T3;41
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2012T2;20,7
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2012T1;18,5
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2011T4;25,2
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2011T3;30,2
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2011T2;25,7
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2011T1;30,3
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2010T4;29
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2010T3;29
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2010T2;25,7
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2010T1;23,4
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2009T4;18,2
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2009T3;26,8
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2009T2;25,2
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2009T1;18,5
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2008T4;22,6
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2008T3;19,9
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2008T2;18,2
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2008T1;21,7
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2007T4;22,4
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2007T3;28,7
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2007T2;14,5
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2007T1;19,3
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2006T4;17,4
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2006T3;16,3
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2006T2;13
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2006T1;11
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2005T4;17,9
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2005T3;16,5
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2005T2;15,7
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2005T1;13,8
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2004T4;10,2
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2004T3;15,1
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2004T2;12,7
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2004T1;15,3
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2003T4;11,2
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2003T3;14,5
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2003T2;8,6
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2003T1;12
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2002T4;10,5
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2002T3;15,1
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2002T2;8,3
Ambos sexos;De 45 a 49 años;Ya ha encontrado empleo;2002T1;8,2
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2025T4;18,4
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2025T3;24,6
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2025T2;20
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2025T1;16,6
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2024T4;26,1
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2024T3;24,8
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2024T2;18,7
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2024T1;34,2
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2023T4;21,5
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2023T3;26,2
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2023T2;16,2
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2023T1;27,1
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2022T4;25,3
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2022T3;23
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2022T2;15,9
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2022T1;31,1
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2021T4;23
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2021T3;27,4
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2021T2;25,5
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2021T1;19,5
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2020T4;24,3
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2020T3;15,4
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2020T2;28,5
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2020T1;27,8
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2019T4;25
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2019T3;23,1
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2019T2;16,3
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2019T1;20,7
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2018T4;21,5
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2018T3;19,8
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2018T2;20,3
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2018T1;27,1
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2017T4;21,7
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2017T3;22,6
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2017T2;18,7
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2017T1;23
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2016T4;25
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2016T3;17,5
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2016T2;17,9
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2016T1;20,9
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2015T4;22,4
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2015T3;19,4
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2015T2;19,6
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2015T1;23,9
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2014T4;19,5
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2014T3;17,9
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2014T2;16
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2014T1;28,6
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2013T4;24,5
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2013T3;23,8
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2013T2;21,7
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2013T1;24,9
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2012T4;17,9
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2012T3;22,8
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2012T2;19,7
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2012T1;19,9
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2011T4;24,9
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2011T3;17,5
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2011T2;17
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2011T1;17,1
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2010T4;21
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2010T3;20,9
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2010T2;17,2
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2010T1;21
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2009T4;29,1
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2009T3;19,9
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2009T2;16,7
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2009T1;24,5
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2008T4;23,3
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2008T3;19
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2008T2;17,5
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2008T1;17,4
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2007T4;17
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2007T3;17,6
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2007T2;14,7
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2007T1;14,7
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2006T4;15,3
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2006T3;19,2
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2006T2;11
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2006T1;21,3
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2005T4;14,1
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2005T3;10,8
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2005T2;7,3
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2005T1;9,4
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2004T4;7,8
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2004T3;6
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2004T2;5,4
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2004T1;5,5
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2003T4;9,7
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2003T3;3,6
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2003T2;5,5
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2003T1;8,1
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2002T4;7,3
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2002T3;6,7
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2002T2;5,2
Ambos sexos;De 45 a 49 años;Menos de 1 mes;2002T1;7,8
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2025T4;46,9
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2025T3;44,2
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2025T2;47,5
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2025T1;54,7
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2024T4;47,3
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2024T3;31,7
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2024T2;45,9
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2024T1;61,8
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2023T4;55,4
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2023T3;56,4
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2023T2;42,9
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2023T1;52,4
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2022T4;67,5
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2022T3;38,5
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2022T2;43,3
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2022T1;48,6
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2021T4;56,9
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2021T3;42,3
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2021T2;45,5
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2021T1;58,7
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2020T4;59,6
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2020T3;62,4
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2020T2;60,5
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2020T1;59,2
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2019T4;46,6
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2019T3;40,4
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2019T2;43,4
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2019T1;51,6
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2018T4;45,2
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2018T3;31,7
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2018T2;47,1
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2018T1;52,5
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2017T4;60
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2017T3;38,3
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2017T2;38,1
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2017T1;62,4
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2016T4;53,1
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2016T3;41
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2016T2;43,5
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2016T1;47,1
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2015T4;44,4
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2015T3;46
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2015T2;45,8
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2015T1;61,1
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2014T4;54,2
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2014T3;43,6
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2014T2;48,6
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2014T1;51,4
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2013T4;52
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2013T3;52,6
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2013T2;56,7
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2013T1;58,1
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2012T4;60,6
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2012T3;47
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2012T2;57,7
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2012T1;79,4
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2011T4;66,8
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2011T3;62,2
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2011T2;47,7
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2011T1;56,1
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2010T4;52,4
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2010T3;37,5
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2010T2;48,7
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2010T1;66,5
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2009T4;58,2
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2009T3;52,5
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2009T2;57,5
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2009T1;85,1
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2008T4;70,4
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2008T3;49,5
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2008T2;43,4
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2008T1;39,2
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2007T4;42,7
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2007T3;32
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2007T2;28,5
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2007T1;22,7
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2006T4;31,1
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2006T3;21,3
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2006T2;18,4
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2006T1;33,1
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2005T4;28,1
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2005T3;23,8
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2005T2;24,8
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2005T1;28,8
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2004T4;25,6
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2004T3;20,4
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2004T2;19,4
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2004T1;23,1
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2003T4;30,4
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2003T3;19,8
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2003T2;19,3
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2003T1;21,5
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2002T4;21,7
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2002T3;20,4
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2002T2;21,7
Ambos sexos;De 45 a 49 años;De 1 mes a menos de 3 meses;2002T1;18,4
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2025T4;42,4
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2025T3;21,5
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2025T2;48,6
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2025T1;35,3
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2024T4;35,4
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2024T3;33,7
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2024T2;56,7
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2024T1;49,4
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2023T4;41,4
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2023T3;31,5
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2023T2;35
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2023T1;48,5
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2022T4;41,4
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2022T3;35,9
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2022T2;38,4
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2022T1;35,4
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2021T4;36,4
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2021T3;41,2
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2021T2;35,9
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2021T1;48,5
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2020T4;49,2
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2020T3;81,3
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2020T2;59,4
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2020T1;41,4
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2019T4;46,3
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2019T3;34,6
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2019T2;41
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2019T1;41
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2018T4;37,2
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2018T3;39,3
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2018T2;46,4
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2018T1;47,6
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2017T4;45,5
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2017T3;39
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2017T2;47,7
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2017T1;51,2
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2016T4;39,7
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2016T3;40,6
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2016T2;42,6
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2016T1;55,9
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2015T4;51,6
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2015T3;50,4
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2015T2;54,3
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2015T1;52,3
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2014T4;50,5
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2014T3;39,5
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2014T2;51,2
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2014T1;56,8
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2013T4;57
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2013T3;52,7
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2013T2;68,6
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2013T1;73,3
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2012T4;65,9
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2012T3;64,9
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2012T2;80,4
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2012T1;82,5
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2011T4;58,2
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2011T3;44,6
Ambos sexos;De 45 a 49 años;De 3 meses a menos de 6 meses;2011T2;52,1
