Número de perceptores de ingresos en el hogar;Número de parados en el hogar;Periodo;Total
Dos perceptores;1;2004T4;66,1
Dos perceptores;1;2004T3;66,4
Dos perceptores;1;2004T2;75,3
Dos perceptores;1;2004T1;73,3
Dos perceptores;1;2003T4;64,8
Dos perceptores;1;2003T3;73,8
Dos perceptores;1;2003T2;68,6
Dos perceptores;1;2003T1;68,5
Dos perceptores;1;2002T4;65,1
Dos perceptores;1;2002T3;63,3
Dos perceptores;1;2002T2;60,6
Dos perceptores;1;2002T1;65,9
Dos perceptores;2;2025T4;33,8
Dos perceptores;2;2025T3;35,6
Dos perceptores;2;2025T2;37,4
Dos perceptores;2;2025T1;46,5
Dos perceptores;2;2024T4;33,6
Dos perceptores;2;2024T3;31
Dos perceptores;2;2024T2;38,6
Dos perceptores;2;2024T1;44,5
Dos perceptores;2;2023T4;31,7
Dos perceptores;2;2023T3;37,4
Dos perceptores;2;2023T2;42,9
Dos perceptores;2;2023T1;48,9
Dos perceptores;2;2022T4;43
Dos perceptores;2;2022T3;44,9
Dos perceptores;2;2022T2;42,7
Dos perceptores;2;2022T1;45,4
Dos perceptores;2;2021T4;42,8
Dos perceptores;2;2021T3;52,1
Dos perceptores;2;2021T2;55,2
Dos perceptores;2;2021T1;59,7
Dos perceptores;2;2020T4;56
Dos perceptores;2;2020T3;57,6
Dos perceptores;2;2020T2;53,3
Dos perceptores;2;2020T1;52,5
Dos perceptores;2;2019T4;50,2
Dos perceptores;2;2019T3;50,4
Dos perceptores;2;2019T2;47,5
Dos perceptores;2;2019T1;53,1
Dos perceptores;2;2018T4;41,2
Dos perceptores;2;2018T3;46,7
Dos perceptores;2;2018T2;48,9
Dos perceptores;2;2018T1;62,4
Dos perceptores;2;2017T4;60,6
Dos perceptores;2;2017T3;55,1
Dos perceptores;2;2017T2;55,5
Dos perceptores;2;2017T1;67,7
Dos perceptores;2;2016T4;73,7
Dos perceptores;2;2016T3;59,3
Dos perceptores;2;2016T2;75,5
Dos perceptores;2;2016T1;79,2
Dos perceptores;2;2015T4;72,2
Dos perceptores;2;2015T3;73,5
Dos perceptores;2;2015T2;81,1
Dos perceptores;2;2015T1;85,8
Dos perceptores;2;2014T4;93,8
Dos perceptores;2;2014T3;103,6
Dos perceptores;2;2014T2;109
Dos perceptores;2;2014T1;116,2
Dos perceptores;2;2013T4;123,1
Dos perceptores;2;2013T3;132,9
Dos perceptores;2;2013T2;134,4
Dos perceptores;2;2013T1;142,5
Dos perceptores;2;2012T4;137
Dos perceptores;2;2012T3;133,5
Dos perceptores;2;2012T2;130,6
Dos perceptores;2;2012T1;125,1
Dos perceptores;2;2011T4;121,2
Dos perceptores;2;2011T3;109,6
Dos perceptores;2;2011T2;109,1
Dos perceptores;2;2011T1;121,8
Dos perceptores;2;2010T4;119
Dos perceptores;2;2010T3;106,8
Dos perceptores;2;2010T2;116
Dos perceptores;2;2010T1;120,1
Dos perceptores;2;2009T4;94,6
Dos perceptores;2;2009T3;78,6
Dos perceptores;2;2009T2;78,2
Dos perceptores;2;2009T1;66,9
Dos perceptores;2;2008T4;42,7
Dos perceptores;2;2008T3;25,7
Dos perceptores;2;2008T2;25,7
Dos perceptores;2;2008T1;20
Dos perceptores;2;2007T4;16
Dos perceptores;2;2007T3;13,6
Dos perceptores;2;2007T2;13,1
Dos perceptores;2;2007T1;12,4
Dos perceptores;2;2006T4;11,5
Dos perceptores;2;2006T3;13,8
Dos perceptores;2;2006T2;10,6
Dos perceptores;2;2006T1;12,4
Dos perceptores;2;2005T4;16,6
Dos perceptores;2;2005T3;14,9
Dos perceptores;2;2005T2;16,4
Dos perceptores;2;2005T1;17,3
Dos perceptores;2;2004T4;18,6
Dos perceptores;2;2004T3;17,7
Dos perceptores;2;2004T2;16,7
Dos perceptores;2;2004T1;15,8
Dos perceptores;2;2003T4;15,5
Dos perceptores;2;2003T3;15,8
Dos perceptores;2;2003T2;21,9
Dos perceptores;2;2003T1;18,1
Dos perceptores;2;2002T4;18,2
Dos perceptores;2;2002T3;18,3
Dos perceptores;2;2002T2;15,7
Dos perceptores;2;2002T1;20
Dos perceptores;3;2025T4;5
Dos perceptores;3;2025T3;4,5
Dos perceptores;3;2025T2;4,1
Dos perceptores;3;2025T1;5,7
Dos perceptores;3;2024T4;6,9
Dos perceptores;3;2024T3;4,8
Dos perceptores;3;2024T2;6,6
Dos perceptores;3;2024T1;7,1
Dos perceptores;3;2023T4;4,6
Dos perceptores;3;2023T3;3,3
Dos perceptores;3;2023T2;4,1
Dos perceptores;3;2023T1;5,9
Dos perceptores;3;2022T4;6,8
Dos perceptores;3;2022T3;10
Dos perceptores;3;2022T2;5,1
Dos perceptores;3;2022T1;8,4
Dos perceptores;3;2021T4;6,1
Dos perceptores;3;2021T3;8,5
Dos perceptores;3;2021T2;5,3
Dos perceptores;3;2021T1;6,3
Dos perceptores;3;2020T4;9,1
Dos perceptores;3;2020T3;11,5
Dos perceptores;3;2020T2;11,2
Dos perceptores;3;2020T1;8,7
Dos perceptores;3;2019T4;6,8
Dos perceptores;3;2019T3;8,1
Dos perceptores;3;2019T2;7,7
Dos perceptores;3;2019T1;8,7
Dos perceptores;3;2018T4;8,8
Dos perceptores;3;2018T3;9,1
Dos perceptores;3;2018T2;7,9
Dos perceptores;3;2018T1;12,3
Dos perceptores;3;2017T4;9
Dos perceptores;3;2017T3;7,9
Dos perceptores;3;2017T2;9,2
Dos perceptores;3;2017T1;12,2
Dos perceptores;3;2016T4;9
Dos perceptores;3;2016T3;10,7
Dos perceptores;3;2016T2;12
Dos perceptores;3;2016T1;12,2
Dos perceptores;3;2015T4;20,2
Dos perceptores;3;2015T3;14
Dos perceptores;3;2015T2;15,3
Dos perceptores;3;2015T1;17,3
Dos perceptores;3;2014T4;21
Dos perceptores;3;2014T3;21,6
Dos perceptores;3;2014T2;23,5
Dos perceptores;3;2014T1;26
Dos perceptores;3;2013T4;25,3
Dos perceptores;3;2013T3;28,6
Dos perceptores;3;2013T2;30,3
Dos perceptores;3;2013T1;28,7
Dos perceptores;3;2012T4;29,8
Dos perceptores;3;2012T3;24,3
Dos perceptores;3;2012T2;27,1
Dos perceptores;3;2012T1;30,4
Dos perceptores;3;2011T4;22
Dos perceptores;3;2011T3;24,6
Dos perceptores;3;2011T2;20,4
Dos perceptores;3;2011T1;21,9
Dos perceptores;3;2010T4;17,3
Dos perceptores;3;2010T3;21,5
Dos perceptores;3;2010T2;18,5
Dos perceptores;3;2010T1;18,9
Dos perceptores;3;2009T4;19,3
Dos perceptores;3;2009T3;11,5
Dos perceptores;3;2009T2;10,5
Dos perceptores;3;2009T1;12,2
Dos perceptores;3;2008T4;8,5
Dos perceptores;3;2008T3;4,1
Dos perceptores;3;2008T2;3,5
Dos perceptores;3;2008T1;3
Dos perceptores;3;2007T4;2,8
Dos perceptores;3;2007T3;1,8
Dos perceptores;3;2007T2;0,9
Dos perceptores;3;2007T1;0,8
Dos perceptores;3;2006T4;2,2
Dos perceptores;3;2006T3;1,6
Dos perceptores;3;2006T2;1,7
Dos perceptores;3;2006T1;1,8
Dos perceptores;3;2005T4;0,7
Dos perceptores;3;2005T3;1,2
Dos perceptores;3;2005T2;1,4
Dos perceptores;3;2005T1;2,7
Dos perceptores;3;2004T4;3,7
Dos perceptores;3;2004T3;3,5
Dos perceptores;3;2004T2;1,6
Dos perceptores;3;2004T1;2,2
Dos perceptores;3;2003T4;3,8
Dos perceptores;3;2003T3;1,3
Dos perceptores;3;2003T2;1,8
Dos perceptores;3;2003T1;1,9
Dos perceptores;3;2002T4;2
Dos perceptores;3;2002T3;2,1
Dos perceptores;3;2002T2;1,1
Dos perceptores;3;2002T1;2
Dos perceptores;4;2025T4;0,7
Dos perceptores;4;2025T3;1,1
Dos perceptores;4;2025T2;1
Dos perceptores;4;2025T1;1,8
Dos perceptores;4;2024T4;..
Dos perceptores;4;2024T3;1,6
Dos perceptores;4;2024T2;1,9
Dos perceptores;4;2024T1;0,8
Dos perceptores;4;2023T4;..
Dos perceptores;4;2023T3;..
Dos perceptores;4;2023T2;2,9
Dos perceptores;4;2023T1;2,7
Dos perceptores;4;2022T4;3,9
Dos perceptores;4;2022T3;..
Dos perceptores;4;2022T2;2,6
Dos perceptores;4;2022T1;0,4
Dos perceptores;4;2021T4;..
Dos perceptores;4;2021T3;1
Dos perceptores;4;2021T2;1,8
Dos perceptores;4;2021T1;1
Dos perceptores;4;2020T4;..
Dos perceptores;4;2020T3;1
Dos perceptores;4;2020T2;0,5
Dos perceptores;4;2020T1;1,9
Dos perceptores;4;2019T4;0,8
Dos perceptores;4;2019T3;0,7
Dos perceptores;4;2019T2;0,7
Dos perceptores;4;2019T1;0,2
Dos perceptores;4;2018T4;0,3
Dos perceptores;4;2018T3;1,4
Dos perceptores;4;2018T2;0,5
Dos perceptores;4;2018T1;1,4
Dos perceptores;4;2017T4;1,7
Dos perceptores;4;2017T3;1,5
Dos perceptores;4;2017T2;0,6
Dos perceptores;4;2017T1;2,2
Dos perceptores;4;2016T4;1,6
Dos perceptores;4;2016T3;2,4
Dos perceptores;4;2016T2;2,9
Dos perceptores;4;2016T1;3,4
Dos perceptores;4;2015T4;3,6
Dos perceptores;4;2015T3;6,2
Dos perceptores;4;2015T2;6,5
Dos perceptores;4;2015T1;6,2
Dos perceptores;4;2014T4;4,1
Dos perceptores;4;2014T3;3,5
Dos perceptores;4;2014T2;5,9
Dos perceptores;4;2014T1;4,6
Dos perceptores;4;2013T4;3,6
Dos perceptores;4;2013T3;10,9
Dos perceptores;4;2013T2;7,8
Dos perceptores;4;2013T1;4,9
Dos perceptores;4;2012T4;7,5
Dos perceptores;4;2012T3;7,2
Dos perceptores;4;2012T2;5
Dos perceptores;4;2012T1;3,6
Dos perceptores;4;2011T4;4,8
Dos perceptores;4;2011T3;3,9
Dos perceptores;4;2011T2;2,1
Dos perceptores;4;2011T1;5,5
Dos perceptores;4;2010T4;5,4
Dos perceptores;4;2010T3;3,7
Dos perceptores;4;2010T2;1,6
Dos perceptores;4;2010T1;0,8
Dos perceptores;4;2009T4;4,5
Dos perceptores;4;2009T3;2,3
Dos perceptores;4;2009T2;2,2
Dos perceptores;4;2009T1;3
Dos perceptores;4;2008T4;0,4
Dos perceptores;4;2008T3;0,5
Dos perceptores;4;2008T2;0,1
Dos perceptores;4;2008T1;..
Dos perceptores;4;2007T4;0,7
Dos perceptores;4;2007T3;..
Dos perceptores;4;2007T2;..
Dos perceptores;4;2007T1;2
Dos perceptores;4;2006T4;0,2
Dos perceptores;4;2006T3;0,2
Dos perceptores;4;2006T2;0,4
Dos perceptores;4;2006T1;..
Dos perceptores;4;2005T4;0,2
Dos perceptores;4;2005T3;0,4
Dos perceptores;4;2005T2;..
Dos perceptores;4;2005T1;0,3
Dos perceptores;4;2004T4;..
Dos perceptores;4;2004T3;0,2
Dos perceptores;4;2004T2;0,3
Dos perceptores;4;2004T1;0,3
Dos perceptores;4;2003T4;..
Dos perceptores;4;2003T3;0,7
Dos perceptores;4;2003T2;0,7
Dos perceptores;4;2003T1;0,4
Dos perceptores;4;2002T4;0,5
Dos perceptores;4;2002T3;0,1
Dos perceptores;4;2002T2;0,6
Dos perceptores;4;2002T1;0,5
Dos perceptores;5 y más;2025T4;..
Dos perceptores;5 y más;2025T3;..
Dos perceptores;5 y más;2025T2;..
Dos perceptores;5 y más;2025T1;..
Dos perceptores;5 y más;2024T4;..
Dos perceptores;5 y más;2024T3;..
Dos perceptores;5 y más;2024T2;..
Dos perceptores;5 y más;2024T1;..
Dos perceptores;5 y más;2023T4;..
Dos perceptores;5 y más;2023T3;..
Dos perceptores;5 y más;2023T2;..
Dos perceptores;5 y más;2023T1;..
Dos perceptores;5 y más;2022T4;..
Dos perceptores;5 y más;2022T3;..
Dos perceptores;5 y más;2022T2;..
Dos perceptores;5 y más;2022T1;1,1
Dos perceptores;5 y más;2021T4;..
Dos perceptores;5 y más;2021T3;0,3
Dos perceptores;5 y más;2021T2;0,4
Dos perceptores;5 y más;2021T1;0,3
Dos perceptores;5 y más;2020T4;..
Dos perceptores;5 y más;2020T3;..
Dos perceptores;5 y más;2020T2;..
Dos perceptores;5 y más;2020T1;..
Dos perceptores;5 y más;2019T4;0,9
Dos perceptores;5 y más;2019T3;..
Dos perceptores;5 y más;2019T2;..
Dos perceptores;5 y más;2019T1;..
Dos perceptores;5 y más;2018T4;..
Dos perceptores;5 y más;2018T3;..
Dos perceptores;5 y más;2018T2;..
Dos perceptores;5 y más;2018T1;..
Dos perceptores;5 y más;2017T4;..
Dos perceptores;5 y más;2017T3;0,1
Dos perceptores;5 y más;2017T2;0,1
Dos perceptores;5 y más;2017T1;..
Dos perceptores;5 y más;2016T4;..
Dos perceptores;5 y más;2016T3;..
Dos perceptores;5 y más;2016T2;..
Dos perceptores;5 y más;2016T1;0,2
Dos perceptores;5 y más;2015T4;0,7
Dos perceptores;5 y más;2015T3;0,6
Dos perceptores;5 y más;2015T2;3,2
Dos perceptores;5 y más;2015T1;2
Dos perceptores;5 y más;2014T4;0,6
Dos perceptores;5 y más;2014T3;0,9
Dos perceptores;5 y más;2014T2;0,5
Dos perceptores;5 y más;2014T1;0,4
Dos perceptores;5 y más;2013T4;1,3
Dos perceptores;5 y más;2013T3;1
Dos perceptores;5 y más;2013T2;1,6
Dos perceptores;5 y más;2013T1;0,8
Dos perceptores;5 y más;2012T4;0,8
Dos perceptores;5 y más;2012T3;0,6
Dos perceptores;5 y más;2012T2;1,7
Dos perceptores;5 y más;2012T1;1,8
Dos perceptores;5 y más;2011T4;1,3
Dos perceptores;5 y más;2011T3;2
Dos perceptores;5 y más;2011T2;1,9
Dos perceptores;5 y más;2011T1;1,4
Dos perceptores;5 y más;2010T4;1,2
Dos perceptores;5 y más;2010T3;0,9
Dos perceptores;5 y más;2010T2;1,1
Dos perceptores;5 y más;2010T1;1,2
Dos perceptores;5 y más;2009T4;1,5
Dos perceptores;5 y más;2009T3;1,4
Dos perceptores;5 y más;2009T2;..
Dos perceptores;5 y más;2009T1;0,2
Dos perceptores;5 y más;2008T4;0,2
Dos perceptores;5 y más;2008T3;0,2
Dos perceptores;5 y más;2008T2;..
Dos perceptores;5 y más;2008T1;0,7
Dos perceptores;5 y más;2007T4;0,3
Dos perceptores;5 y más;2007T3;..
Dos perceptores;5 y más;2007T2;..
Dos perceptores;5 y más;2007T1;..
Dos perceptores;5 y más;2006T4;..
Dos perceptores;5 y más;2006T3;..
Dos perceptores;5 y más;2006T2;..
Dos perceptores;5 y más;2006T1;..
Dos perceptores;5 y más;2005T4;..
Dos perceptores;5 y más;2005T3;..
Dos perceptores;5 y más;2005T2;..
Dos perceptores;5 y más;2005T1;..
Dos perceptores;5 y más;2004T4;0,3
Dos perceptores;5 y más;2004T3;0,3
Dos perceptores;5 y más;2004T2;..
Dos perceptores;5 y más;2004T1;0,2
Dos perceptores;5 y más;2003T4;..
Dos perceptores;5 y más;2003T3;..
Dos perceptores;5 y más;2003T2;0,2
Dos perceptores;5 y más;2003T1;..
Dos perceptores;5 y más;2002T4;..
Dos perceptores;5 y más;2002T3;..
Dos perceptores;5 y más;2002T2;..
Dos perceptores;5 y más;2002T1;..
Tres perceptores;Total;2025T4;91,2
Tres perceptores;Total;2025T3;96
Tres perceptores;Total;2025T2;103,8
Tres perceptores;Total;2025T1;106,9
Tres perceptores;Total;2024T4;107,3
Tres perceptores;Total;2024T3;103,7
Tres perceptores;Total;2024T2;103,4
Tres perceptores;Total;2024T1;114,7
Tres perceptores;Total;2023T4;99,3
Tres perceptores;Total;2023T3;94,2
Tres perceptores;Total;2023T2;95,7
Tres perceptores;Total;2023T1;98,7
Tres perceptores;Total;2022T4;97
Tres perceptores;Total;2022T3;86,7
Tres perceptores;Total;2022T2;100,1
Tres perceptores;Total;2022T1;101,8
Tres perceptores;Total;2021T4;95,7
Tres perceptores;Total;2021T3;103,2
Tres perceptores;Total;2021T2;116,6
Tres perceptores;Total;2021T1;124,6
Tres perceptores;Total;2020T4;105,8
Tres perceptores;Total;2020T3;101
Tres perceptores;Total;2020T2;105,9
Tres perceptores;Total;2020T1;99,4
Tres perceptores;Total;2019T4;86,4
Tres perceptores;Total;2019T3;85,4
Tres perceptores;Total;2019T2;84,2
Tres perceptores;Total;2019T1;89,2
Tres perceptores;Total;2018T4;84,4
Tres perceptores;Total;2018T3;84,8
Tres perceptores;Total;2018T2;85,9
Tres perceptores;Total;2018T1;91,4
Tres perceptores;Total;2017T4;83,3
Tres perceptores;Total;2017T3;91,9
Tres perceptores;Total;2017T2;84,9
Tres perceptores;Total;2017T1;98,9
Tres perceptores;Total;2016T4;92,4
Tres perceptores;Total;2016T3;102,7
Tres perceptores;Total;2016T2;93,6
Tres perceptores;Total;2016T1;101,8
Tres perceptores;Total;2015T4;98,3
Tres perceptores;Total;2015T3;97
Tres perceptores;Total;2015T2;95,2
Tres perceptores;Total;2015T1;102
Tres perceptores;Total;2014T4;100,1
Tres perceptores;Total;2014T3;94,9
Tres perceptores;Total;2014T2;106,9
Tres perceptores;Total;2014T1;115,2
Tres perceptores;Total;2013T4;107,2
Tres perceptores;Total;2013T3;109,1
Tres perceptores;Total;2013T2;110,3
Tres perceptores;Total;2013T1;122,1
Tres perceptores;Total;2012T4;115,3
Tres perceptores;Total;2012T3;116,4
Tres perceptores;Total;2012T2;109,8
Tres perceptores;Total;2012T1;115,1
Tres perceptores;Total;2011T4;119,9
Tres perceptores;Total;2011T3;117,5
Tres perceptores;Total;2011T2;120,2
Tres perceptores;Total;2011T1;119,5
Tres perceptores;Total;2010T4;121
Tres perceptores;Total;2010T3;107,2
Tres perceptores;Total;2010T2;121,2
Tres perceptores;Total;2010T1;128,8
Tres perceptores;Total;2009T4;113,8
Tres perceptores;Total;2009T3;114,5
Tres perceptores;Total;2009T2;108,1
Tres perceptores;Total;2009T1;103,6
Tres perceptores;Total;2008T4;86,9
Tres perceptores;Total;2008T3;76,5
Tres perceptores;Total;2008T2;78
Tres perceptores;Total;2008T1;74,1
Tres perceptores;Total;2007T4;84,1
Tres perceptores;Total;2007T3;75
Tres perceptores;Total;2007T2;79,6
Tres perceptores;Total;2007T1;75,7
Tres perceptores;Total;2006T4;79,9
Tres perceptores;Total;2006T3;70,7
Tres perceptores;Total;2006T2;73,4
Tres perceptores;Total;2006T1;75,2
Tres perceptores;Total;2005T4;69,6
Tres perceptores;Total;2005T3;73,8
Tres perceptores;Total;2005T2;73,9
Tres perceptores;Total;2005T1;70
Tres perceptores;Total;2004T4;62,5
Tres perceptores;Total;2004T3;62,6
Tres perceptores;Total;2004T2;67,9
Tres perceptores;Total;2004T1;62,6
Tres perceptores;Total;2003T4;62,4
Tres perceptores;Total;2003T3;58,5
Tres perceptores;Total;2003T2;61,3
Tres perceptores;Total;2003T1;64,5
Tres perceptores;Total;2002T4;63,7
Tres perceptores;Total;2002T3;63,6
Tres perceptores;Total;2002T2;58,9
Tres perceptores;Total;2002T1;67,3
Tres perceptores;0;2025T4;71,2
Tres perceptores;0;2025T3;68,7
Tres perceptores;0;2025T2;75,8
Tres perceptores;0;2025T1;76,9
Tres perceptores;0;2024T4;80,3
Tres perceptores;0;2024T3;77
Tres perceptores;0;2024T2;73,1
Tres perceptores;0;2024T1;76,3
Tres perceptores;0;2023T4;69,9
Tres perceptores;0;2023T3;65,5
Tres perceptores;0;2023T2;65,9
Tres perceptores;0;2023T1;61,8
Tres perceptores;0;2022T4;62,8
Tres perceptores;0;2022T3;59,2
Tres perceptores;0;2022T2;61,7
Tres perceptores;0;2022T1;60,7
Tres perceptores;0;2021T4;68,7
Tres perceptores;0;2021T3;66,6
Tres perceptores;0;2021T2;76,4
Tres perceptores;0;2021T1;76,6
Tres perceptores;0;2020T4;71,2
Tres perceptores;0;2020T3;70,1
Tres perceptores;0;2020T2;75,6
Tres perceptores;0;2020T1;70,4
Tres perceptores;0;2019T4;61,9
Tres perceptores;0;2019T3;63,6
Tres perceptores;0;2019T2;61,1
Tres perceptores;0;2019T1;63
Tres perceptores;0;2018T4;58,3
Tres perceptores;0;2018T3;56,6
Tres perceptores;0;2018T2;61,4
Tres perceptores;0;2018T1;66,7
Tres perceptores;0;2017T4;60,1
Tres perceptores;0;2017T3;64,8
Tres perceptores;0;2017T2;61
Tres perceptores;0;2017T1;64,5
Tres perceptores;0;2016T4;58,5
Tres perceptores;0;2016T3;66,2
Tres perceptores;0;2016T2;59,7
Tres perceptores;0;2016T1;61,2
Tres perceptores;0;2015T4;61,7
Tres perceptores;0;2015T3;58
Tres perceptores;0;2015T2;61,2
Tres perceptores;0;2015T1;55,9
Tres perceptores;0;2014T4;60,2
Tres perceptores;0;2014T3;58,5
Tres perceptores;0;2014T2;65,5
Tres perceptores;0;2014T1;67,2
Tres perceptores;0;2013T4;59,6
Tres perceptores;0;2013T3;62,1
Tres perceptores;0;2013T2;62,4
Tres perceptores;0;2013T1;66,6
Tres perceptores;0;2012T4;56,9
Tres perceptores;0;2012T3;60,9
Tres perceptores;0;2012T2;59
Tres perceptores;0;2012T1;57,7
Tres perceptores;0;2011T4;63,1
Tres perceptores;0;2011T3;65,6
Tres perceptores;0;2011T2;65
Tres perceptores;0;2011T1;64,1
Tres perceptores;0;2010T4;64,3
Tres perceptores;0;2010T3;56,4
Tres perceptores;0;2010T2;57
Tres perceptores;0;2010T1;65,6
Tres perceptores;0;2009T4;66,2
Tres perceptores;0;2009T3;72,9
Tres perceptores;0;2009T2;67,9
Tres perceptores;0;2009T1;65,6
Tres perceptores;0;2008T4;64,3
Tres perceptores;0;2008T3;62,2
Tres perceptores;0;2008T2;61,2
Tres perceptores;0;2008T1;60,9
Tres perceptores;0;2007T4;71
Tres perceptores;0;2007T3;64,6
Tres perceptores;0;2007T2;65,2
Tres perceptores;0;2007T1;62,9
Tres perceptores;0;2006T4;67,9
Tres perceptores;0;2006T3;60,8
Tres perceptores;0;2006T2;61,2
Tres perceptores;0;2006T1;57
Tres perceptores;0;2005T4;56,6
Tres perceptores;0;2005T3;58,2
Tres perceptores;0;2005T2;54,3
Tres perceptores;0;2005T1;50,4
Tres perceptores;0;2004T4;48,6
Tres perceptores;0;2004T3;48,7
Tres perceptores;0;2004T2;50,9
Tres perceptores;0;2004T1;50,2
Tres perceptores;0;2003T4;48,6
Tres perceptores;0;2003T3;47
Tres perceptores;0;2003T2;48,2
Tres perceptores;0;2003T1;48,5
Tres perceptores;0;2002T4;46,7
Tres perceptores;0;2002T3;48,3
Tres perceptores;0;2002T2;44,6
Tres perceptores;0;2002T1;50,3
Tres perceptores;1;2025T4;14,4
Tres perceptores;1;2025T3;19,1
Tres perceptores;1;2025T2;18,9
Tres perceptores;1;2025T1;19,3
Tres perceptores;1;2024T4;21
Tres perceptores;1;2024T3;17,5
