Sexo;Edad;Nacionalidad;Periodo;Total
Ambos sexos;De 45 a 54 años;Extranjera: Unión Europea;2003T4;41,6
Ambos sexos;De 45 a 54 años;Extranjera: Unión Europea;2003T3;46
Ambos sexos;De 45 a 54 años;Extranjera: Unión Europea;2003T2;50,8
Ambos sexos;De 45 a 54 años;Extranjera: Unión Europea;2003T1;49,8
Ambos sexos;De 45 a 54 años;Extranjera: Unión Europea;2002T4;50,5
Ambos sexos;De 45 a 54 años;Extranjera: Unión Europea;2002T3;49,5
Ambos sexos;De 45 a 54 años;Extranjera: Unión Europea;2002T2;46,8
Ambos sexos;De 45 a 54 años;Extranjera: Unión Europea;2002T1;39,5
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2025T4;81,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2025T3;84,9
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2025T2;74,9
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2025T1;76,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2024T4;70,9
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2024T3;56,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2024T2;55,1
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2024T1;73,4
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2023T4;68,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2023T3;78,9
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2023T2;69,9
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2023T1;81,6
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2022T4;79,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2022T3;78,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2022T2;66,4
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2022T1;57,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2021T4;65
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2021T3;72,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2021T2;64,3
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2021T1;65,3
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2020T4;68
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2020T3;69,6
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2020T2;66,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2020T1;63,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2019T4;54,5
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2019T3;49,6
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2019T2;43,3
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2019T1;39,5
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2018T4;36,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2018T3;37,3
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2018T2;34,4
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2018T1;37,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2017T4;34,9
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2017T3;26,4
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2017T2;28,5
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2017T1;31,9
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2016T4;29,5
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2016T3;24,9
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2016T2;27,4
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2016T1;28,9
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2015T4;30,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2015T3;39,5
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2015T2;37,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2015T1;35,1
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2014T4;26
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2014T3;25,1
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2014T2;23
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2014T1;22,3
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2013T4;27,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2013T3;27,6
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2013T2;25,5
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2013T1;36
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2012T4;40
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2012T3;36,1
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2012T2;34,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2012T1;38,5
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2011T4;39,1
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2011T3;40,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2011T2;36,3
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2011T1;25,4
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2010T4;27,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2010T3;34
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2010T2;25,8
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2010T1;22,5
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2009T4;23,8
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2009T3;23,4
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2009T2;26,1
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2009T1;29
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2008T4;25,6
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2008T3;27
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2008T2;24,4
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2008T1;26,5
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2007T4;21,1
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2007T3;17,4
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2007T2;15,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2007T1;14,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2006T4;58,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2006T3;67,8
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2006T2;68
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2006T1;68
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2005T4;74,5
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2005T3;68,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2005T2;86,1
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2005T1;51,6
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2004T4;55,3
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2004T3;32,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2004T2;32,5
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2004T1;30,3
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2003T4;28,8
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2003T3;30
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2003T2;29,6
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2003T1;29,8
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2002T4;26
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2002T3;20,8
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2002T2;19,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto de Europa;2002T1;16,1
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2025T4;344,2
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2025T3;365,6
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2025T2;351,1
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2025T1;352,2
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2024T4;330,1
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2024T3;358,9
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2024T2;332,8
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2024T1;328,2
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2023T4;298,9
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2023T3;308,9
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2023T2;294,6
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2023T1;278,4
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2022T4;283,7
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2022T3;258,8
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2022T2;250,4
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2022T1;251,9
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2021T4;240,7
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2021T3;230,9
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2021T2;233,8
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2021T1;235,4
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2020T4;221,8
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2020T3;210,2
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2020T2;200,4
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2020T1;198,5
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2019T4;203,4
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2019T3;176,5
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2019T2;193,8
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2019T1;175,6
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2018T4;171,3
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2018T3;169,1
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2018T2;159,7
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2018T1;166,3
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2017T4;168,4
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2017T3;155,4
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2017T2;145,4
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2017T1;149,7
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2016T4;147,4
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2016T3;139,1
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2016T2;130,7
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2016T1;135,1
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2015T4;136,6
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2015T3;131,6
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2015T2;131,1
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2015T1;137,1
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2014T4;153,6
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2014T3;157
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2014T2;163,6
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2014T1;175,9
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2013T4;169,3
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2013T3;193,3
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2013T2;192,9
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2013T1;201,9
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2012T4;200
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2012T3;197,7
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2012T2;198,7
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2012T1;208
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2011T4;215
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2011T3;200,2
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2011T2;204,6
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2011T1;210,8
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2010T4;212,5
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2010T3;220,4
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2010T2;205,4
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2010T1;226,7
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2009T4;217
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2009T3;223,3
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2009T2;208,7
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2009T1;193
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2008T4;195,8
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2008T3;192,3
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2008T2;181,1
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2008T1;178,4
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2007T4;187,3
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2007T3;177,4
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2007T2;160,9
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2007T1;157,7
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2006T4;155,9
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2006T3;154,3
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2006T2;164,9
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2006T1;164,5
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2005T4;152,9
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2005T3;148,3
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2005T2;142,1
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2005T1;136,7
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2004T4;118,5
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2004T3;122,9
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2004T2;122,5
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2004T1;101,9
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2003T4;101
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2003T3;82,6
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2003T2;84,5
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2003T1;76,5
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2002T4;61,6
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2002T3;57,6
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2002T2;59
Ambos sexos;De 45 a 54 años;Extranjera: América Latina;2002T1;42
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2025T4;292
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2025T3;277,6
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2025T2;296,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2025T1;286,6
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2024T4;281,3
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2024T3;270,8
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2024T2;268
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2024T1;256,4
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2023T4;266,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2023T3;256,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2023T2;256,3
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2023T1;251
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2022T4;214,6
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2022T3;212,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2022T2;235,3
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2022T1;236,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2021T4;253,4
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2021T3;250,8
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2021T2;213,3
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2021T1;191,1
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2020T4;176,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2020T3;170,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2020T2;154,6
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2020T1;177
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2019T4;178,8
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2019T3;181,8
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2019T2;174,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2019T1;162,3
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2018T4;171,6
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2018T3;164,1
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2018T2;165,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2018T1;150,8
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2017T4;151,3
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2017T3;145,5
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2017T2;151
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2017T1;166,6
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2016T4;162,6
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2016T3;149,8
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2016T2;157,5
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2016T1;149,9
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2015T4;156,8
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2015T3;141,5
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2015T2;141,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2015T1;132,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2014T4;129,6
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2014T3;127,4
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2014T2;138,9
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2014T1;153,1
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2013T4;144,9
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2013T3;132,5
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2013T2;127,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2013T1;128,1
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2012T4;131,5
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2012T3;129,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2012T2;115,3
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2012T1;120,5
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2011T4;121,8
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2011T3;115,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2011T2;95
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2011T1;94,1
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2010T4;92,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2010T3;82,9
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2010T2;89
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2010T1;96,8
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2009T4;93,9
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2009T3;86,9
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2009T2;90,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2009T1;96,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2008T4;93,8
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2008T3;83,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2008T2;86,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2008T1;85
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2007T4;72,5
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2007T3;73,9
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2007T2;71
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2007T1;59,8
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2006T4;59,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2006T3;64,4
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2006T2;62,5
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2006T1;57,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2005T4;49,9
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2005T3;44,9
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2005T2;45,9
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2005T1;50,8
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2004T4;45,2
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2004T3;40
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2004T2;38,9
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2004T1;41,7
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2003T4;53,3
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2003T3;47,8
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2003T2;47,4
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2003T1;36
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2002T4;24,5
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2002T3;24
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2002T2;25,8
Ambos sexos;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2002T1;28,8
Ambos sexos;De 55 y más años;Total;2025T4;5.427,9
Ambos sexos;De 55 y más años;Total;2025T3;5.336,4
Ambos sexos;De 55 y más años;Total;2025T2;5.318,6
Ambos sexos;De 55 y más años;Total;2025T1;5.231,9
Ambos sexos;De 55 y más años;Total;2024T4;5.151,5
Ambos sexos;De 55 y más años;Total;2024T3;5.092,6
Ambos sexos;De 55 y más años;Total;2024T2;5.089,5
Ambos sexos;De 55 y más años;Total;2024T1;5.038,1
Ambos sexos;De 55 y más años;Total;2023T4;4.995,1
Ambos sexos;De 55 y más años;Total;2023T3;4.950,6
Ambos sexos;De 55 y más años;Total;2023T2;4.865,8
Ambos sexos;De 55 y más años;Total;2023T1;4.803,6
Ambos sexos;De 55 y más años;Total;2022T4;4.722,3
Ambos sexos;De 55 y más años;Total;2022T3;4.697
Ambos sexos;De 55 y más años;Total;2022T2;4.651,1
Ambos sexos;De 55 y más años;Total;2022T1;4.597
Ambos sexos;De 55 y más años;Total;2021T4;4.597,4
Ambos sexos;De 55 y más años;Total;2021T3;4.530,4
Ambos sexos;De 55 y más años;Total;2021T2;4.425
Ambos sexos;De 55 y más años;Total;2021T1;4.344
Ambos sexos;De 55 y más años;Total;2020T4;4.332,3
Ambos sexos;De 55 y más años;Total;2020T3;4.238
Ambos sexos;De 55 y más años;Total;2020T2;4.098,4
Ambos sexos;De 55 y más años;Total;2020T1;4.206,5
Ambos sexos;De 55 y más años;Total;2019T4;4.135
Ambos sexos;De 55 y más años;Total;2019T3;4.008,4
Ambos sexos;De 55 y más años;Total;2019T2;4.010,9
Ambos sexos;De 55 y más años;Total;2019T1;3.919,5
Ambos sexos;De 55 y más años;Total;2018T4;3.894,6
Ambos sexos;De 55 y más años;Total;2018T3;3.817
Ambos sexos;De 55 y más años;Total;2018T2;3.795,4
Ambos sexos;De 55 y más años;Total;2018T1;3.743,4
Ambos sexos;De 55 y más años;Total;2017T4;3.707,9
Ambos sexos;De 55 y más años;Total;2017T3;3.672,6
Ambos sexos;De 55 y más años;Total;2017T2;3.650,9
Ambos sexos;De 55 y más años;Total;2017T1;3.599,2
Ambos sexos;De 55 y más años;Total;2016T4;3.574,5
Ambos sexos;De 55 y más años;Total;2016T3;3.553,6
Ambos sexos;De 55 y más años;Total;2016T2;3.504
Ambos sexos;De 55 y más años;Total;2016T1;3.489
Ambos sexos;De 55 y más años;Total;2015T4;3.456,9
Ambos sexos;De 55 y más años;Total;2015T3;3.351,1
Ambos sexos;De 55 y más años;Total;2015T2;3.308,7
Ambos sexos;De 55 y más años;Total;2015T1;3.252,7
Ambos sexos;De 55 y más años;Total;2014T4;3.220
Ambos sexos;De 55 y más años;Total;2014T3;3.150,7
Ambos sexos;De 55 y más años;Total;2014T2;3.114,3
Ambos sexos;De 55 y más años;Total;2014T1;3.050,4
Ambos sexos;De 55 y más años;Total;2013T4;3.049,7
Ambos sexos;De 55 y más años;Total;2013T3;3.032,4
Ambos sexos;De 55 y más años;Total;2013T2;3.002,3
Ambos sexos;De 55 y más años;Total;2013T1;2.979,4
Ambos sexos;De 55 y más años;Total;2012T4;2.976,8
Ambos sexos;De 55 y más años;Total;2012T3;2.985,6
Ambos sexos;De 55 y más años;Total;2012T2;2.965,6
Ambos sexos;De 55 y más años;Total;2012T1;2.889,3
Ambos sexos;De 55 y más años;Total;2011T4;2.892,7
Ambos sexos;De 55 y más años;Total;2011T3;2.842,9
