Sexo;Edad;Nacionalidad;Periodo;Total
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2023T4;207,8
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2023T3;232,3
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2023T2;218,6
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2023T1;225,4
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2022T4;222,9
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2022T3;213
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2022T2;208,4
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2022T1;218,9
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2021T4;200,1
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2021T3;205,6
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2021T2;205,1
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2021T1;203,4
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2020T4;135,6
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2020T3;134,8
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2020T2;127,6
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2020T1;149
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2019T4;180,3
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2019T3;168,4
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2019T2;152,4
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2019T1;161,3
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2018T4;165,1
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2018T3;146,9
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2018T2;153
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2018T1;152,7
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2017T4;155,7
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2017T3;154,1
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2017T2;156,6
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2017T1;153,8
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2016T4;149,7
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2016T3;161,4
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2016T2;164,3
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2016T1;161,3
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2015T4;144,5
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2015T3;130,2
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2015T2;130,6
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2015T1;144,7
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2014T4;134,1
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2014T3;139,6
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2014T2;151,6
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2014T1;153,4
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2013T4;143,7
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2013T3;136
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2013T2;129,3
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2013T1;136,9
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2012T4;138,2
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2012T3;154,6
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2012T2;148,3
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2012T1;146,5
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2011T4;143,2
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2011T3;136,1
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2011T2;137,3
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2011T1;144,7
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2010T4;151,5
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2010T3;152,5
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2010T2;155,1
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2010T1;149,3
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2009T4;148,4
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2009T3;160,1
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2009T2;154,4
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2009T1;156,8
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2008T4;149,8
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2008T3;150,6
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2008T2;154,1
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2008T1;130,2
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2007T4;128,4
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2007T3;131,3
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2007T2;113,4
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2007T1;100,4
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2006T4;41,7
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2006T3;39,6
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2006T2;42,3
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2006T1;26,1
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2005T4;26,1
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2005T3;30,2
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2005T2;31,3
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2005T1;30,5
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2004T4;26
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2004T3;27,6
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2004T2;30,9
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2004T1;27,8
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2003T4;23,3
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2003T3;16,4
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2003T2;13,5
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2003T1;17,6
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2002T4;16,4
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2002T3;17,2
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2002T2;17,2
Ambos sexos;De 0 a 15 años;Extranjera: Unión Europea;2002T1;18,4
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2025T4;52,5
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2025T3;66,9
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2025T2;53,8
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2025T1;59,6
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2024T4;81,3
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2024T3;79,5
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2024T2;68,7
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2024T1;64,2
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2023T4;80,9
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2023T3;72,5
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2023T2;77,6
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2023T1;66,4
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2022T4;53,3
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2022T3;54,2
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2022T2;59,1
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2022T1;46
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2021T4;43,6
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2021T3;52,1
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2021T2;46,7
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2021T1;46
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2020T4;33,2
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2020T3;33,4
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2020T2;37,5
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2020T1;35,3
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2019T4;26,1
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2019T3;28,4
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2019T2;26,9
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2019T1;30,6
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2018T4;27,2
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2018T3;27
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2018T2;25,4
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2018T1;26,1
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2017T4;23
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2017T3;21,6
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2017T2;20,7
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2017T1;22,6
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2016T4;19,2
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2016T3;20,1
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2016T2;23,1
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2016T1;22,5
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2015T4;27,4
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2015T3;32,2
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2015T2;30,4
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2015T1;27,5
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2014T4;24,6
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2014T3;21,9
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2014T2;17,7
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2014T1;20,8
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2013T4;20,3
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2013T3;19,3
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2013T2;15
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2013T1;15
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2012T4;18,5
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2012T3;17,5
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2012T2;17,7
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2012T1;16,8
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2011T4;15,9
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2011T3;15
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2011T2;14
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2011T1;16,1
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2010T4;20,5
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2010T3;21,2
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2010T2;19,6
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2010T1;16,9
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2009T4;16,6
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2009T3;13
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2009T2;14,9
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2009T1;15,7
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2008T4;17,9
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2008T3;17,4
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2008T2;17,9
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2008T1;17,2
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2007T4;17,9
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2007T3;22,9
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2007T2;20,3
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2007T1;19,6
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2006T4;70,6
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2006T3;73,8
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2006T2;63,9
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2006T1;54,7
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2005T4;46,9
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2005T3;45,7
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2005T2;43,7
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2005T1;34,9
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2004T4;41,6
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2004T3;38,1
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2004T2;32,2
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2004T1;38,4
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2003T4;35,6
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2003T3;28,8
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2003T2;23,1
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2003T1;18,7
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2002T4;16,9
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2002T3;17,3
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2002T2;18,7
Ambos sexos;De 0 a 15 años;Extranjera: Resto de Europa;2002T1;17,2
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2025T4;360
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2025T3;354,2
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2025T2;329,9
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2025T1;343,9
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2024T4;313,8
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2024T3;288,5
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2024T2;317,5
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2024T1;280
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2023T4;273,5
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2023T3;283,5
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2023T2;241,9
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2023T1;228,9
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2022T4;221,7
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2022T3;216,4
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2022T2;178
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2022T1;191,6
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2021T4;159,5
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2021T3;137,7
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2021T2;156,7
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2021T1;165,3
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2020T4;111,2
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2020T3;101,8
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2020T2;108,6
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2020T1;108,1
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2019T4;107,3
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2019T3;96,6
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2019T2;92,1
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2019T1;94,7
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2018T4;87,7
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2018T3;98,1
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2018T2;94,8
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2018T1;94,7
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2017T4;101,4
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2017T3;92,8
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2017T2;88,8
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2017T1;83,7
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2016T4;75,3
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2016T3;84,3
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2016T2;70,4
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2016T1;74
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2015T4;78,9
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2015T3;87,6
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2015T2;87,2
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2015T1;94,4
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2014T4;86
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2014T3;111,3
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2014T2;112,9
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2014T1;126,2
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2013T4;136,4
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2013T3;144,8
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2013T2;163,6
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2013T1;159,7
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2012T4;167,2
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2012T3;162,8
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2012T2;159,4
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2012T1;167,6
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2011T4;168,4
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2011T3;181,3
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2011T2;177,3
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2011T1;178,3
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2010T4;192,8
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2010T3;205,6
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2010T2;206,9
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2010T1;207,8
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2009T4;217,2
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2009T3;229,9
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2009T2;239,3
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2009T1;241,4
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2008T4;247,5
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2008T3;244,1
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2008T2;216,2
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2008T1;224,1
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2007T4;219,1
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2007T3;213,1
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2007T2;195
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2007T1;197,1
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2006T4;199,5
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2006T3;183,2
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2006T2;178,5
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2006T1;180,3
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2005T4;171
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2005T3;189,3
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2005T2;168,4
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2005T1;148,2
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2004T4;148,5
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2004T3;138,2
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2004T2;120,2
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2004T1;117,7
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2003T4;117,3
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2003T3;117,8
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2003T2;101,1
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2003T1;98,4
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2002T4;82,4
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2002T3;75,2
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2002T2;71,7
Ambos sexos;De 0 a 15 años;Extranjera: América Latina;2002T1;61,7
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2025T4;364,6
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2025T3;334,7
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2025T2;352,1
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2025T1;340,1
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2024T4;376,3
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2024T3;355,2
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2024T2;317,9
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2024T1;374,4
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2023T4;379,5
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2023T3;358,6
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2023T2;389,1
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2023T1;398,7
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2022T4;412
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2022T3;373
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2022T2;407,2
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2022T1;380,6
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2021T4;369,7
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2021T3;362
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2021T2;325,1
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2021T1;310,9
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2020T4;199,6
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2020T3;213,7
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2020T2;230,2
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2020T1;259,5
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2019T4;268,4
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2019T3;270,9
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2019T2;275,1
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2019T1;249,1
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2018T4;262,3
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2018T3;264,4
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2018T2;254
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2018T1;241,3
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2017T4;257,7
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2017T3;265,4
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2017T2;272,2
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2017T1;275,5
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2016T4;251
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2016T3;271,1
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2016T2;255,2
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2016T1;261,4
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2015T4;266,4
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2015T3;271,2
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2015T2;265,1
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2015T1;249,9
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2014T4;251,6
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2014T3;232
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2014T2;241,9
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2014T1;233,4
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2013T4;254,4
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2013T3;265,8
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2013T2;262
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2013T1;250,1
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2012T4;242,7
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2012T3;245,6
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2012T2;238
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2012T1;236
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2011T4;233,6
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2011T3;235,2
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2011T2;225,4
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2011T1;206,3
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2010T4;197,9
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2010T3;196,2
Ambos sexos;De 0 a 15 años;Extranjera: Resto del mundo y apátrida;2010T2;192,5
