Ocupación CNO-11;Sexo;Unidad;Periodo;Total
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2025T1;137,1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2024T4;139
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2024T3;116,6
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2024T2;124
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2024T1;127,3
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2023T4;117,2
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2023T3;126,4
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2023T2;116,9
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2023T1;117,9
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2022T4;124
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2022T3;122,6
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2022T2;119,1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2022T1;119,3
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2021T4;118,8
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2021T3;103,9
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2021T2;127
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2021T1;168
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2020T4;147,2
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2020T3;166,5
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2020T2;204,3
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2020T1;142,4
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2019T4;113,1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2019T3;109,1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2019T2;106,1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2019T1;115,5
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2018T4;99,6
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2018T3;96,9
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2018T2;97,6
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2018T1;109,9
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2017T4;102,6
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2017T3;86,4
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2017T2;103,1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2017T1;101,1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2016T4;101,3
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2016T3;94,8
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2016T2;86,8
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2016T1;93
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2015T4;84,6
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2015T3;82,5
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2015T2;82,8
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2015T1;95
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2014T4;97,9
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2014T3;90,6
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2014T2;89,8
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2014T1;102,6
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2013T4;96,2
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2013T3;92,2
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2013T2;103
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2013T1;107,7
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2012T4;112,2
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2012T3;101,6
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2012T2;100,4
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2012T1;119,3
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2011T4;105,8
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2011T3;90,8
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2011T2;105
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Valor absoluto;2011T1;116,6
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2025T4;1,1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2025T3;1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2025T2;1,1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2025T1;1,1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2024T4;1,1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2024T3;0,9
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2024T2;1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2024T1;1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2023T4;1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2023T3;1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2023T2;1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2023T1;1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2022T4;1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2022T3;1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2022T2;1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2022T1;1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2021T4;1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2021T3;0,9
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2021T2;1,1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2021T1;1,4
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2020T4;1,2
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2020T3;1,3
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2020T2;1,5
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2020T1;1,2
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2019T4;0,9
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2019T3;0,9
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2019T2;0,9
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2019T1;1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2018T4;0,8
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2018T3;0,8
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2018T2;0,8
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2018T1;0,9
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2017T4;0,9
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2017T3;0,7
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2017T2;0,9
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2017T1;0,9
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2016T4;0,9
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2016T3;0,8
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2016T2;0,8
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2016T1;0,8
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2015T4;0,8
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2015T3;0,7
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2015T2;0,7
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2015T1;0,8
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2014T4;0,9
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2014T3;0,8
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2014T2;0,8
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2014T1;0,9
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2013T4;0,9
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2013T3;0,8
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2013T2;0,9
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2013T1;1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2012T4;1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2012T3;0,9
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2012T2;0,9
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2012T1;1,1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2011T4;1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2011T3;0,8
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2011T2;1
4 Empleados contables, administrativos y otros empleados de oficina;Ambos sexos;Porcentaje;2011T1;1,1
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2025T4;38
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2025T3;42,2
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2025T2;46,4
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2025T1;46,2
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2024T4;45,2
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2024T3;33,2
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2024T2;40,1
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2024T1;48
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2023T4;40,4
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2023T3;50,4
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2023T2;44
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2023T1;40,3
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2022T4;46,3
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2022T3;40,6
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2022T2;36,3
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2022T1;39,1
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2021T4;38,3
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2021T3;31,8
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2021T2;46,1
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2021T1;54,7
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2020T4;57,1
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2020T3;58,9
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2020T2;61,2
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2020T1;49,5
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2019T4;39,2
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2019T3;36,4
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2019T2;41,9
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2019T1;44,1
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2018T4;37,3
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2018T3;35,1
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2018T2;39,1
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2018T1;41,1
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2017T4;41,9
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2017T3;33,5
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2017T2;33,2
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2017T1;34,5
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2016T4;34,6
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2016T3;33,3
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2016T2;34,1
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2016T1;31,6
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2015T4;30,9
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2015T3;27,2
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2015T2;33,6
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2015T1;38,1
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2014T4;41,5
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2014T3;35,5
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2014T2;33,2
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2014T1;37,2
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2013T4;32,6
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2013T3;31,1
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2013T2;32,5
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2013T1;31,2
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2012T4;30,8
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2012T3;23,1
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2012T2;36,8
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2012T1;41,8
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2011T4;33,9
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2011T3;30,8
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2011T2;37,2
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Valor absoluto;2011T1;39,1
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2025T4;0,6
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2025T3;0,7
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2025T2;0,8
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2025T1;0,8
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2024T4;0,8
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2024T3;0,6
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2024T2;0,7
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2024T1;0,8
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2023T4;0,7
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2023T3;0,9
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2023T2;0,8
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2023T1;0,7
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2022T4;0,8
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2022T3;0,7
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2022T2;0,7
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2022T1;0,7
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2021T4;0,7
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2021T3;0,6
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2021T2;0,8
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2021T1;1
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2020T4;1
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2020T3;1
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2020T2;1
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2020T1;0,9
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2019T4;0,7
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2019T3;0,7
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2019T2;0,8
4 Empleados contables, administrativos y otros empleados de oficina;Hombres;Porcentaje;2019T1;0,8
