Sexo;Edad;Relación con la actividad económica;Periodo;Total
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2010T3;5,0
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2010T2;5,7
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2010T1;9,8
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2009T4;6,4
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2009T3;5,0
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2009T2;4,6
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2009T1;4,7
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2008T4;4,6
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2008T3;3,2
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2008T2;4,4
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2008T1;1,9
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2007T4;2,3
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2007T3;2,0
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2007T2;3,6
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2007T1;3,4
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2006T4;2,0
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2006T3;5,7
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2006T2;1,7
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2006T1;3,3
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2005T4;3,4
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2005T3;3,1
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2005T2;3,8
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2005T1;4,8
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2004T4;4,8
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2004T3;5,1
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2004T2;5,6
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2004T1;4,1
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2003T4;3,9
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2003T3;4,3
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2003T2;3,9
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2003T1;3,1
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2002T4;4,5
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2002T3;5,7
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2002T2;4,8
Mujeres;De 50 a 54 años;Parados que buscan primer empleo;2002T1;4,6
Mujeres;De 50 a 54 años;Inactivos;2025T4;348,0
Mujeres;De 50 a 54 años;Inactivos;2025T3;345,6
Mujeres;De 50 a 54 años;Inactivos;2025T2;341,0
Mujeres;De 50 a 54 años;Inactivos;2025T1;343,5
Mujeres;De 50 a 54 años;Inactivos;2024T4;335,5
Mujeres;De 50 a 54 años;Inactivos;2024T3;366,9
Mujeres;De 50 a 54 años;Inactivos;2024T2;353,8
Mujeres;De 50 a 54 años;Inactivos;2024T1;379,8
Mujeres;De 50 a 54 años;Inactivos;2023T4;394,6
Mujeres;De 50 a 54 años;Inactivos;2023T3;382,8
Mujeres;De 50 a 54 años;Inactivos;2023T2;391,9
Mujeres;De 50 a 54 años;Inactivos;2023T1;384,7
Mujeres;De 50 a 54 años;Inactivos;2022T4;397,0
Mujeres;De 50 a 54 años;Inactivos;2022T3;421,5
Mujeres;De 50 a 54 años;Inactivos;2022T2;400,9
Mujeres;De 50 a 54 años;Inactivos;2022T1;404,3
Mujeres;De 50 a 54 años;Inactivos;2021T4;404,3
Mujeres;De 50 a 54 años;Inactivos;2021T3;410,9
Mujeres;De 50 a 54 años;Inactivos;2021T2;443,8
Mujeres;De 50 a 54 años;Inactivos;2021T1;451,8
Mujeres;De 50 a 54 años;Inactivos;2020T4;435,5
Mujeres;De 50 a 54 años;Inactivos;2020T3;475,3
Mujeres;De 50 a 54 años;Inactivos;2020T2;491,3
Mujeres;De 50 a 54 años;Inactivos;2020T1;432,3
Mujeres;De 50 a 54 años;Inactivos;2019T4;399,7
Mujeres;De 50 a 54 años;Inactivos;2019T3;425,3
Mujeres;De 50 a 54 años;Inactivos;2019T2;421,6
Mujeres;De 50 a 54 años;Inactivos;2019T1;434,7
Mujeres;De 50 a 54 años;Inactivos;2018T4;451,6
Mujeres;De 50 a 54 años;Inactivos;2018T3;462,5
Mujeres;De 50 a 54 años;Inactivos;2018T2;451,8
Mujeres;De 50 a 54 años;Inactivos;2018T1;456,7
Mujeres;De 50 a 54 años;Inactivos;2017T4;449,5
Mujeres;De 50 a 54 años;Inactivos;2017T3;472,5
Mujeres;De 50 a 54 años;Inactivos;2017T2;462,9
Mujeres;De 50 a 54 años;Inactivos;2017T1;452,0
Mujeres;De 50 a 54 años;Inactivos;2016T4;454,4
Mujeres;De 50 a 54 años;Inactivos;2016T3;477,0
Mujeres;De 50 a 54 años;Inactivos;2016T2;447,3
Mujeres;De 50 a 54 años;Inactivos;2016T1;456,4
Mujeres;De 50 a 54 años;Inactivos;2015T4;455,8
Mujeres;De 50 a 54 años;Inactivos;2015T3;472,6
Mujeres;De 50 a 54 años;Inactivos;2015T2;435,4
Mujeres;De 50 a 54 años;Inactivos;2015T1;455,0
Mujeres;De 50 a 54 años;Inactivos;2014T4;438,7
Mujeres;De 50 a 54 años;Inactivos;2014T3;480,0
Mujeres;De 50 a 54 años;Inactivos;2014T2;461,3
Mujeres;De 50 a 54 años;Inactivos;2014T1;462,1
Mujeres;De 50 a 54 años;Inactivos;2013T4;463,4
Mujeres;De 50 a 54 años;Inactivos;2013T3;473,8
Mujeres;De 50 a 54 años;Inactivos;2013T2;473,8
Mujeres;De 50 a 54 años;Inactivos;2013T1;467,4
Mujeres;De 50 a 54 años;Inactivos;2012T4;476,9
Mujeres;De 50 a 54 años;Inactivos;2012T3;488,3
Mujeres;De 50 a 54 años;Inactivos;2012T2;493,0
Mujeres;De 50 a 54 años;Inactivos;2012T1;474,5
Mujeres;De 50 a 54 años;Inactivos;2011T4;507,7
Mujeres;De 50 a 54 años;Inactivos;2011T3;509,7
Mujeres;De 50 a 54 años;Inactivos;2011T2;501,0
Mujeres;De 50 a 54 años;Inactivos;2011T1;514,5
Mujeres;De 50 a 54 años;Inactivos;2010T4;509,6
Mujeres;De 50 a 54 años;Inactivos;2010T3;525,3
Mujeres;De 50 a 54 años;Inactivos;2010T2;517,3
Mujeres;De 50 a 54 años;Inactivos;2010T1;526,1
Mujeres;De 50 a 54 años;Inactivos;2009T4;541,4
Mujeres;De 50 a 54 años;Inactivos;2009T3;567,8
Mujeres;De 50 a 54 años;Inactivos;2009T2;564,2
Mujeres;De 50 a 54 años;Inactivos;2009T1;561,9
Mujeres;De 50 a 54 años;Inactivos;2008T4;557,8
Mujeres;De 50 a 54 años;Inactivos;2008T3;585,6
Mujeres;De 50 a 54 años;Inactivos;2008T2;570,3
Mujeres;De 50 a 54 años;Inactivos;2008T1;572,3
Mujeres;De 50 a 54 años;Inactivos;2007T4;573,5
Mujeres;De 50 a 54 años;Inactivos;2007T3;571,8
Mujeres;De 50 a 54 años;Inactivos;2007T2;589,7
Mujeres;De 50 a 54 años;Inactivos;2007T1;595,0
Mujeres;De 50 a 54 años;Inactivos;2006T4;599,1
Mujeres;De 50 a 54 años;Inactivos;2006T3;612,4
Mujeres;De 50 a 54 años;Inactivos;2006T2;602,6
Mujeres;De 50 a 54 años;Inactivos;2006T1;614,3
Mujeres;De 50 a 54 años;Inactivos;2005T4;623,0
Mujeres;De 50 a 54 años;Inactivos;2005T3;630,2
Mujeres;De 50 a 54 años;Inactivos;2005T2;624,3
Mujeres;De 50 a 54 años;Inactivos;2005T1;610,3
Mujeres;De 50 a 54 años;Inactivos;2004T4;620,9
Mujeres;De 50 a 54 años;Inactivos;2004T3;644,7
Mujeres;De 50 a 54 años;Inactivos;2004T2;635,8
Mujeres;De 50 a 54 años;Inactivos;2004T1;648,0
Mujeres;De 50 a 54 años;Inactivos;2003T4;659,8
Mujeres;De 50 a 54 años;Inactivos;2003T3;679,1
Mujeres;De 50 a 54 años;Inactivos;2003T2;686,7
Mujeres;De 50 a 54 años;Inactivos;2003T1;682,0
Mujeres;De 50 a 54 años;Inactivos;2002T4;690,8
Mujeres;De 50 a 54 años;Inactivos;2002T3;696,7
Mujeres;De 50 a 54 años;Inactivos;2002T2;699,5
Mujeres;De 50 a 54 años;Inactivos;2002T1;701,3
Mujeres;De 55 a 59 años;Total;2025T4;1.873,4
Mujeres;De 55 a 59 años;Total;2025T3;1.869,1
Mujeres;De 55 a 59 años;Total;2025T2;1.863,2
Mujeres;De 55 a 59 años;Total;2025T1;1.857,7
Mujeres;De 55 a 59 años;Total;2024T4;1.853,3
Mujeres;De 55 a 59 años;Total;2024T3;1.849,0
Mujeres;De 55 a 59 años;Total;2024T2;1.845,1
Mujeres;De 55 a 59 años;Total;2024T1;1.841,8
Mujeres;De 55 a 59 años;Total;2023T4;1.838,0
Mujeres;De 55 a 59 años;Total;2023T3;1.832,4
Mujeres;De 55 a 59 años;Total;2023T2;1.824,9
Mujeres;De 55 a 59 años;Total;2023T1;1.816,5
Mujeres;De 55 a 59 años;Total;2022T4;1.806,9
Mujeres;De 55 a 59 años;Total;2022T3;1.795,9
Mujeres;De 55 a 59 años;Total;2022T2;1.782,7
Mujeres;De 55 a 59 años;Total;2022T1;1.771,1
Mujeres;De 55 a 59 años;Total;2021T4;1.761,3
Mujeres;De 55 a 59 años;Total;2021T3;1.752,7
Mujeres;De 55 a 59 años;Total;2021T2;1.744,6
Mujeres;De 55 a 59 años;Total;2021T1;1.736,1
Mujeres;De 55 a 59 años;Total;2020T4;1.731,8
Mujeres;De 55 a 59 años;Total;2020T3;1.724,0
Mujeres;De 55 a 59 años;Total;2020T2;1.716,5
Mujeres;De 55 a 59 años;Total;2020T1;1.709,0
Mujeres;De 55 a 59 años;Total;2019T4;1.698,7
Mujeres;De 55 a 59 años;Total;2019T3;1.687,4
Mujeres;De 55 a 59 años;Total;2019T2;1.675,5
Mujeres;De 55 a 59 años;Total;2019T1;1.663,5
Mujeres;De 55 a 59 años;Total;2018T4;1.652,9
Mujeres;De 55 a 59 años;Total;2018T3;1.643,5
Mujeres;De 55 a 59 años;Total;2018T2;1.634,9
Mujeres;De 55 a 59 años;Total;2018T1;1.627,0
Mujeres;De 55 a 59 años;Total;2017T4;1.618,9
Mujeres;De 55 a 59 años;Total;2017T3;1.611,7
Mujeres;De 55 a 59 años;Total;2017T2;1.603,5
Mujeres;De 55 a 59 años;Total;2017T1;1.596,9
Mujeres;De 55 a 59 años;Total;2016T4;1.588,9
Mujeres;De 55 a 59 años;Total;2016T3;1.579,0
Mujeres;De 55 a 59 años;Total;2016T2;1.569,3
Mujeres;De 55 a 59 años;Total;2016T1;1.559,9
Mujeres;De 55 a 59 años;Total;2015T4;1.549,0
Mujeres;De 55 a 59 años;Total;2015T3;1.532,3
Mujeres;De 55 a 59 años;Total;2015T2;1.520,3
Mujeres;De 55 a 59 años;Total;2015T1;1.512,5
Mujeres;De 55 a 59 años;Total;2014T4;1.501,6
Mujeres;De 55 a 59 años;Total;2014T3;1.488,9
Mujeres;De 55 a 59 años;Total;2014T2;1.476,4
Mujeres;De 55 a 59 años;Total;2014T1;1.462,1
Mujeres;De 55 a 59 años;Total;2013T4;1.451,6
Mujeres;De 55 a 59 años;Total;2013T3;1.441,4
Mujeres;De 55 a 59 años;Total;2013T2;1.431,3
Mujeres;De 55 a 59 años;Total;2013T1;1.420,5
Mujeres;De 55 a 59 años;Total;2012T4;1.410,7
Mujeres;De 55 a 59 años;Total;2012T3;1.401,4
Mujeres;De 55 a 59 años;Total;2012T2;1.391,0
Mujeres;De 55 a 59 años;Total;2012T1;1.381,0
Mujeres;De 55 a 59 años;Total;2011T4;1.371,9
Mujeres;De 55 a 59 años;Total;2011T3;1.362,6
Mujeres;De 55 a 59 años;Total;2011T2;1.352,1
Mujeres;De 55 a 59 años;Total;2011T1;1.343,1
Mujeres;De 55 a 59 años;Total;2010T4;1.334,2
Mujeres;De 55 a 59 años;Total;2010T3;1.326,4
Mujeres;De 55 a 59 años;Total;2010T2;1.317,5
Mujeres;De 55 a 59 años;Total;2010T1;1.309,1
Mujeres;De 55 a 59 años;Total;2009T4;1.303,3
Mujeres;De 55 a 59 años;Total;2009T3;1.299,8
Mujeres;De 55 a 59 años;Total;2009T2;1.296,7
Mujeres;De 55 a 59 años;Total;2009T1;1.293,6
Mujeres;De 55 a 59 años;Total;2008T4;1.291,9
Mujeres;De 55 a 59 años;Total;2008T3;1.291,7
Mujeres;De 55 a 59 años;Total;2008T2;1.291,3
Mujeres;De 55 a 59 años;Total;2008T1;1.290,9
Mujeres;De 55 a 59 años;Total;2007T4;1.287,9
Mujeres;De 55 a 59 años;Total;2007T3;1.281,6
Mujeres;De 55 a 59 años;Total;2007T2;1.275,3
Mujeres;De 55 a 59 años;Total;2007T1;1.269,3
Mujeres;De 55 a 59 años;Total;2006T4;1.263,7
Mujeres;De 55 a 59 años;Total;2006T3;1.258,8
Mujeres;De 55 a 59 años;Total;2006T2;1.253,8
Mujeres;De 55 a 59 años;Total;2006T1;1.249,4
Mujeres;De 55 a 59 años;Total;2005T4;1.247,4
Mujeres;De 55 a 59 años;Total;2005T3;1.246,9
Mujeres;De 55 a 59 años;Total;2005T2;1.246,7
Mujeres;De 55 a 59 años;Total;2005T1;1.246,3
Mujeres;De 55 a 59 años;Total;2004T4;1.243,5
Mujeres;De 55 a 59 años;Total;2004T3;1.236,9
Mujeres;De 55 a 59 años;Total;2004T2;1.230,4
Mujeres;De 55 a 59 años;Total;2004T1;1.224,1
Mujeres;De 55 a 59 años;Total;2003T4;1.216,4
Mujeres;De 55 a 59 años;Total;2003T3;1.206,9
Mujeres;De 55 a 59 años;Total;2003T2;1.196,9
Mujeres;De 55 a 59 años;Total;2003T1;1.187,2
Mujeres;De 55 a 59 años;Total;2002T4;1.176,4
Mujeres;De 55 a 59 años;Total;2002T3;1.164,8
Mujeres;De 55 a 59 años;Total;2002T2;1.153,0
Mujeres;De 55 a 59 años;Total;2002T1;1.141,9
Mujeres;De 55 a 59 años;Activos;2025T4;1.362,4
Mujeres;De 55 a 59 años;Activos;2025T3;1.355,9
Mujeres;De 55 a 59 años;Activos;2025T2;1.348,5
Mujeres;De 55 a 59 años;Activos;2025T1;1.339,8
Mujeres;De 55 a 59 años;Activos;2024T4;1.320,9
Mujeres;De 55 a 59 años;Activos;2024T3;1.328,6
Mujeres;De 55 a 59 años;Activos;2024T2;1.315,7
Mujeres;De 55 a 59 años;Activos;2024T1;1.299,6
Mujeres;De 55 a 59 años;Activos;2023T4;1.304,1
Mujeres;De 55 a 59 años;Activos;2023T3;1.282,6
Mujeres;De 55 a 59 años;Activos;2023T2;1.271,4
Mujeres;De 55 a 59 años;Activos;2023T1;1.272,8
Mujeres;De 55 a 59 años;Activos;2022T4;1.236,3
Mujeres;De 55 a 59 años;Activos;2022T3;1.222,2
Mujeres;De 55 a 59 años;Activos;2022T2;1.219,0
Mujeres;De 55 a 59 años;Activos;2022T1;1.203,6
Mujeres;De 55 a 59 años;Activos;2021T4;1.219,8
Mujeres;De 55 a 59 años;Activos;2021T3;1.200,8
Mujeres;De 55 a 59 años;Activos;2021T2;1.185,7
Mujeres;De 55 a 59 años;Activos;2021T1;1.179,1
Mujeres;De 55 a 59 años;Activos;2020T4;1.183,9
Mujeres;De 55 a 59 años;Activos;2020T3;1.141,2
Mujeres;De 55 a 59 años;Activos;2020T2;1.111,3
Mujeres;De 55 a 59 años;Activos;2020T1;1.160,9
Mujeres;De 55 a 59 años;Activos;2019T4;1.142,1
Mujeres;De 55 a 59 años;Activos;2019T3;1.095,8
Mujeres;De 55 a 59 años;Activos;2019T2;1.102,5
Mujeres;De 55 a 59 años;Activos;2019T1;1.090,9
Mujeres;De 55 a 59 años;Activos;2018T4;1.080,5
Mujeres;De 55 a 59 años;Activos;2018T3;1.057,4
Mujeres;De 55 a 59 años;Activos;2018T2;1.055,9
Mujeres;De 55 a 59 años;Activos;2018T1;1.051,1
Mujeres;De 55 a 59 años;Activos;2017T4;1.030,2
Mujeres;De 55 a 59 años;Activos;2017T3;1.005,1
Mujeres;De 55 a 59 años;Activos;2017T2;1.014,4
Mujeres;De 55 a 59 años;Activos;2017T1;1.007,0
Mujeres;De 55 a 59 años;Activos;2016T4;1.006,7
Mujeres;De 55 a 59 años;Activos;2016T3;1.003,5
Mujeres;De 55 a 59 años;Activos;2016T2;978,4
Mujeres;De 55 a 59 años;Activos;2016T1;981,9
Mujeres;De 55 a 59 años;Activos;2015T4;968,5
Mujeres;De 55 a 59 años;Activos;2015T3;932,7
Mujeres;De 55 a 59 años;Activos;2015T2;920,0
Mujeres;De 55 a 59 años;Activos;2015T1;912,8
Mujeres;De 55 a 59 años;Activos;2014T4;893,8
Mujeres;De 55 a 59 años;Activos;2014T3;869,7
Mujeres;De 55 a 59 años;Activos;2014T2;863,5
Mujeres;De 55 a 59 años;Activos;2014T1;850,7
Mujeres;De 55 a 59 años;Activos;2013T4;850,9
Mujeres;De 55 a 59 años;Activos;2013T3;824,7
Mujeres;De 55 a 59 años;Activos;2013T2;834,6
Mujeres;De 55 a 59 años;Activos;2013T1;809,4
Mujeres;De 55 a 59 años;Activos;2012T4;795,2
Mujeres;De 55 a 59 años;Activos;2012T3;795,7
Mujeres;De 55 a 59 años;Activos;2012T2;778,5
Mujeres;De 55 a 59 años;Activos;2012T1;756,4
Mujeres;De 55 a 59 años;Activos;2011T4;741,9
Mujeres;De 55 a 59 años;Activos;2011T3;730,2
Mujeres;De 55 a 59 años;Activos;2011T2;719,9
Mujeres;De 55 a 59 años;Activos;2011T1;693,1
Mujeres;De 55 a 59 años;Activos;2010T4;665,9
Mujeres;De 55 a 59 años;Activos;2010T3;651,3
Mujeres;De 55 a 59 años;Activos;2010T2;628,7
Mujeres;De 55 a 59 años;Activos;2010T1;638,4
Mujeres;De 55 a 59 años;Activos;2009T4;630,8
Mujeres;De 55 a 59 años;Activos;2009T3;620,9
Mujeres;De 55 a 59 años;Activos;2009T2;624,8
Mujeres;De 55 a 59 años;Activos;2009T1;609,2
Mujeres;De 55 a 59 años;Activos;2008T4;591,8
Mujeres;De 55 a 59 años;Activos;2008T3;566,6
Mujeres;De 55 a 59 años;Activos;2008T2;568,3
Mujeres;De 55 a 59 años;Activos;2008T1;557,6
Mujeres;De 55 a 59 años;Activos;2007T4;553,0
Mujeres;De 55 a 59 años;Activos;2007T3;524,9
Mujeres;De 55 a 59 años;Activos;2007T2;528,4
Mujeres;De 55 a 59 años;Activos;2007T1;528,8
Mujeres;De 55 a 59 años;Activos;2006T4;516,1
Mujeres;De 55 a 59 años;Activos;2006T3;487,7
Mujeres;De 55 a 59 años;Activos;2006T2;495,4
Mujeres;De 55 a 59 años;Activos;2006T1;501,2
Mujeres;De 55 a 59 años;Activos;2005T4;490,1
Mujeres;De 55 a 59 años;Activos;2005T3;458,7
Mujeres;De 55 a 59 años;Activos;2005T2;479,8
Mujeres;De 55 a 59 años;Activos;2005T1;467,2
Mujeres;De 55 a 59 años;Activos;2004T4;434,2
Mujeres;De 55 a 59 años;Activos;2004T3;421,1
Mujeres;De 55 a 59 años;Activos;2004T2;420,6
Mujeres;De 55 a 59 años;Activos;2004T1;411,8
Mujeres;De 55 a 59 años;Activos;2003T4;404,1
Mujeres;De 55 a 59 años;Activos;2003T3;394,8
Mujeres;De 55 a 59 años;Activos;2003T2;385,9
Mujeres;De 55 a 59 años;Activos;2003T1;373,0
Mujeres;De 55 a 59 años;Activos;2002T4;372,2
Mujeres;De 55 a 59 años;Activos;2002T3;358,8
Mujeres;De 55 a 59 años;Activos;2002T2;360,0
Mujeres;De 55 a 59 años;Activos;2002T1;352,8
Mujeres;De 55 a 59 años;Ocupados;2025T4;1.217,1
Mujeres;De 55 a 59 años;Ocupados;2025T3;1.198,6
Mujeres;De 55 a 59 años;Ocupados;2025T2;1.184,2
Mujeres;De 55 a 59 años;Ocupados;2025T1;1.185,5
Mujeres;De 55 a 59 años;Ocupados;2024T4;1.175,2
Mujeres;De 55 a 59 años;Ocupados;2024T3;1.167,5
Mujeres;De 55 a 59 años;Ocupados;2024T2;1.164,3
Mujeres;De 55 a 59 años;Ocupados;2024T1;1.135,7
Mujeres;De 55 a 59 años;Ocupados;2023T4;1.135,4
Mujeres;De 55 a 59 años;Ocupados;2023T3;1.108,0
Mujeres;De 55 a 59 años;Ocupados;2023T2;1.095,7
Mujeres;De 55 a 59 años;Ocupados;2023T1;1.095,9
Mujeres;De 55 a 59 años;Ocupados;2022T4;1.079,9
Mujeres;De 55 a 59 años;Ocupados;2022T3;1.069,1
Mujeres;De 55 a 59 años;Ocupados;2022T2;1.055,8
Mujeres;De 55 a 59 años;Ocupados;2022T1;1.036,7
Mujeres;De 55 a 59 años;Ocupados;2021T4;1.031,3
Mujeres;De 55 a 59 años;Ocupados;2021T3;992,6
Mujeres;De 55 a 59 años;Ocupados;2021T2;1.002,4
Mujeres;De 55 a 59 años;Ocupados;2021T1;992,8
Mujeres;De 55 a 59 años;Ocupados;2020T4;1.003,6
Mujeres;De 55 a 59 años;Ocupados;2020T3;978,6
Mujeres;De 55 a 59 años;Ocupados;2020T2;967,8
Mujeres;De 55 a 59 años;Ocupados;2020T1;991,8
Mujeres;De 55 a 59 años;Ocupados;2019T4;978,2
Mujeres;De 55 a 59 años;Ocupados;2019T3;946,7
Mujeres;De 55 a 59 años;Ocupados;2019T2;958,6
Mujeres;De 55 a 59 años;Ocupados;2019T1;935,4
Mujeres;De 55 a 59 años;Ocupados;2018T4;924,3
Mujeres;De 55 a 59 años;Ocupados;2018T3;908,4
Mujeres;De 55 a 59 años;Ocupados;2018T2;894,1
Mujeres;De 55 a 59 años;Ocupados;2018T1;875,5
Mujeres;De 55 a 59 años;Ocupados;2017T4;868,7
Mujeres;De 55 a 59 años;Ocupados;2017T3;838,0
Mujeres;De 55 a 59 años;Ocupados;2017T2;839,7
Mujeres;De 55 a 59 años;Ocupados;2017T1;838,2
Mujeres;De 55 a 59 años;Ocupados;2016T4;832,8
Mujeres;De 55 a 59 años;Ocupados;2016T3;830,3
Mujeres;De 55 a 59 años;Ocupados;2016T2;802,3
Mujeres;De 55 a 59 años;Ocupados;2016T1;800,7
Mujeres;De 55 a 59 años;Ocupados;2015T4;785,0
Mujeres;De 55 a 59 años;Ocupados;2015T3;743,8
Mujeres;De 55 a 59 años;Ocupados;2015T2;739,8
Mujeres;De 55 a 59 años;Ocupados;2015T1;739,1
Mujeres;De 55 a 59 años;Ocupados;2014T4;716,5
Mujeres;De 55 a 59 años;Ocupados;2014T3;690,0
Mujeres;De 55 a 59 años;Ocupados;2014T2;675,8
Mujeres;De 55 a 59 años;Ocupados;2014T1;672,8
Mujeres;De 55 a 59 años;Ocupados;2013T4;677,0
Mujeres;De 55 a 59 años;Ocupados;2013T3;669,1
Mujeres;De 55 a 59 años;Ocupados;2013T2;665,7
Mujeres;De 55 a 59 años;Ocupados;2013T1;640,6
Mujeres;De 55 a 59 años;Ocupados;2012T4;637,0
Mujeres;De 55 a 59 años;Ocupados;2012T3;645,8
Mujeres;De 55 a 59 años;Ocupados;2012T2;632,1
Mujeres;De 55 a 59 años;Ocupados;2012T1;617,6
Mujeres;De 55 a 59 años;Ocupados;2011T4;612,9
Mujeres;De 55 a 59 años;Ocupados;2011T3;615,6
Mujeres;De 55 a 59 años;Ocupados;2011T2;610,8
Mujeres;De 55 a 59 años;Ocupados;2011T1;578,5
Mujeres;De 55 a 59 años;Ocupados;2010T4;565,2
Mujeres;De 55 a 59 años;Ocupados;2010T3;552,3
Mujeres;De 55 a 59 años;Ocupados;2010T2;537,9
Mujeres;De 55 a 59 años;Ocupados;2010T1;538,5
Mujeres;De 55 a 59 años;Ocupados;2009T4;537,7
Mujeres;De 55 a 59 años;Ocupados;2009T3;535,5
Mujeres;De 55 a 59 años;Ocupados;2009T2;530,5
Mujeres;De 55 a 59 años;Ocupados;2009T1;524,6
Mujeres;De 55 a 59 años;Ocupados;2008T4;523,6
Mujeres;De 55 a 59 años;Ocupados;2008T3;514,7
Mujeres;De 55 a 59 años;Ocupados;2008T2;522,6
Mujeres;De 55 a 59 años;Ocupados;2008T1;509,7
Mujeres;De 55 a 59 años;Ocupados;2007T4;507,8
Mujeres;De 55 a 59 años;Ocupados;2007T3;484,1
Mujeres;De 55 a 59 años;Ocupados;2007T2;485,8
Mujeres;De 55 a 59 años;Ocupados;2007T1;483,0
Mujeres;De 55 a 59 años;Ocupados;2006T4;474,8
Mujeres;De 55 a 59 años;Ocupados;2006T3;447,7
Mujeres;De 55 a 59 años;Ocupados;2006T2;455,5
Mujeres;De 55 a 59 años;Ocupados;2006T1;458,6
Mujeres;De 55 a 59 años;Ocupados;2005T4;453,1
Mujeres;De 55 a 59 años;Ocupados;2005T3;429,0
Mujeres;De 55 a 59 años;Ocupados;2005T2;438,3
Mujeres;De 55 a 59 años;Ocupados;2005T1;422,1
Mujeres;De 55 a 59 años;Ocupados;2004T4;395,4
Mujeres;De 55 a 59 años;Ocupados;2004T3;377,9
Mujeres;De 55 a 59 años;Ocupados;2004T2;377,9
Mujeres;De 55 a 59 años;Ocupados;2004T1;371,7
Mujeres;De 55 a 59 años;Ocupados;2003T4;364,4
Mujeres;De 55 a 59 años;Ocupados;2003T3;352,5
Mujeres;De 55 a 59 años;Ocupados;2003T2;344,7
Mujeres;De 55 a 59 años;Ocupados;2003T1;335,5
Mujeres;De 55 a 59 años;Ocupados;2002T4;332,2
Mujeres;De 55 a 59 años;Ocupados;2002T3;317,0
Mujeres;De 55 a 59 años;Ocupados;2002T2;324,2
Mujeres;De 55 a 59 años;Ocupados;2002T1;315,9
Mujeres;De 55 a 59 años;Parados;2025T4;145,2
Mujeres;De 55 a 59 años;Parados;2025T3;157,3
Mujeres;De 55 a 59 años;Parados;2025T2;164,3
Mujeres;De 55 a 59 años;Parados;2025T1;154,3
Mujeres;De 55 a 59 años;Parados;2024T4;145,6
Mujeres;De 55 a 59 años;Parados;2024T3;161,1
Mujeres;De 55 a 59 años;Parados;2024T2;151,4
Mujeres;De 55 a 59 años;Parados;2024T1;163,9
Mujeres;De 55 a 59 años;Parados;2023T4;168,7
Mujeres;De 55 a 59 años;Parados;2023T3;174,7
Mujeres;De 55 a 59 años;Parados;2023T2;175,6
Mujeres;De 55 a 59 años;Parados;2023T1;176,9
Mujeres;De 55 a 59 años;Parados;2022T4;156,3
Mujeres;De 55 a 59 años;Parados;2022T3;153,0
Mujeres;De 55 a 59 años;Parados;2022T2;163,1
Mujeres;De 55 a 59 años;Parados;2022T1;166,9
Mujeres;De 55 a 59 años;Parados;2021T4;188,5
Mujeres;De 55 a 59 años;Parados;2021T3;208,2
Mujeres;De 55 a 59 años;Parados;2021T2;183,3
Mujeres;De 55 a 59 años;Parados;2021T1;186,4
Mujeres;De 55 a 59 años;Parados;2020T4;180,3
Mujeres;De 55 a 59 años;Parados;2020T3;162,6
Mujeres;De 55 a 59 años;Parados;2020T2;143,5
Mujeres;De 55 a 59 años;Parados;2020T1;169,0
Mujeres;De 55 a 59 años;Parados;2019T4;163,9
Mujeres;De 55 a 59 años;Parados;2019T3;149,1
Mujeres;De 55 a 59 años;Parados;2019T2;143,8
Mujeres;De 55 a 59 años;Parados;2019T1;155,6
Mujeres;De 55 a 59 años;Parados;2018T4;156,2
Mujeres;De 55 a 59 años;Parados;2018T3;149,0
Mujeres;De 55 a 59 años;Parados;2018T2;161,8
