Sexo;Grupo de edad (4);Sector económico ( 5);Periodo;Total
mujeres;de 25 a 54;servicios;1997TIV;70,77
mujeres;de 25 a 54;servicios;1997TIII;70,67
mujeres;de 25 a 54;servicios;1997TII;70,14
mujeres;de 25 a 54;servicios;1997TI;70,54
mujeres;de 25 a 54;servicios;1996TIV;70,84
mujeres;de 25 a 54;servicios;1996TIII;69,42
mujeres;de 25 a 54;servicios;1996TII;70,27
mujeres;de 25 a 54;servicios;1996TI;70,08
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2001TIV;64,81
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2001TIII;63,58
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2001TII;66,52
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2001TI;68,16
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2000TIV;67,23
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2000TIII;68,23
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2000TII;69,12
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2000TI;68,22
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1999TIV;66,81
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1999TIII;65,19
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1999TII;66,87
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1999TI;68,40
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1998TIV;66,55
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1998TIII;66,65
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1998TII;67,38
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1998TI;66,82
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1997TIV;65,39
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1997TIII;65,17
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1997TII;66,16
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1997TI;65,03
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1996TIV;63,85
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1996TIII;63,23
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1996TII;64,69
mujeres;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1996TI;63,71
mujeres;de 55 y más;Total;2001TIV;4,10
mujeres;de 55 y más;Total;2001TIII;4,37
mujeres;de 55 y más;Total;2001TII;3,83
mujeres;de 55 y más;Total;2001TI;3,40
mujeres;de 55 y más;Total;2000TIV;4,13
mujeres;de 55 y más;Total;2000TIII;3,71
mujeres;de 55 y más;Total;2000TII;3,73
mujeres;de 55 y más;Total;2000TI;3,33
mujeres;de 55 y más;Total;1999TIV;3,31
mujeres;de 55 y más;Total;1999TIII;3,26
mujeres;de 55 y más;Total;1999TII;3,19
mujeres;de 55 y más;Total;1999TI;2,64
mujeres;de 55 y más;Total;1998TIV;2,95
mujeres;de 55 y más;Total;1998TIII;3,04
mujeres;de 55 y más;Total;1998TII;3,08
mujeres;de 55 y más;Total;1998TI;3,16
mujeres;de 55 y más;Total;1997TIV;3,08
mujeres;de 55 y más;Total;1997TIII;3,25
mujeres;de 55 y más;Total;1997TII;3,18
mujeres;de 55 y más;Total;1997TI;2,86
mujeres;de 55 y más;Total;1996TIV;2,82
mujeres;de 55 y más;Total;1996TIII;2,90
mujeres;de 55 y más;Total;1996TII;2,88
mujeres;de 55 y más;Total;1996TI;2,51
mujeres;de 55 y más;agricultura;2001TIV;10,67
mujeres;de 55 y más;agricultura;2001TIII;9,48
mujeres;de 55 y más;agricultura;2001TII;8,48
mujeres;de 55 y más;agricultura;2001TI;7,89
mujeres;de 55 y más;agricultura;2000TIV;9,42
mujeres;de 55 y más;agricultura;2000TIII;9,01
mujeres;de 55 y más;agricultura;2000TII;8,03
mujeres;de 55 y más;agricultura;2000TI;7,55
mujeres;de 55 y más;agricultura;1999TIV;9,98
mujeres;de 55 y más;agricultura;1999TIII;8,34
mujeres;de 55 y más;agricultura;1999TII;9,75
mujeres;de 55 y más;agricultura;1999TI;5,91
mujeres;de 55 y más;agricultura;1998TIV;6,73
mujeres;de 55 y más;agricultura;1998TIII;7,34
mujeres;de 55 y más;agricultura;1998TII;9,35
mujeres;de 55 y más;agricultura;1998TI;9,99
mujeres;de 55 y más;agricultura;1997TIV;8,94
mujeres;de 55 y más;agricultura;1997TIII;8,83
mujeres;de 55 y más;agricultura;1997TII;6,98
mujeres;de 55 y más;agricultura;1997TI;6,11
mujeres;de 55 y más;agricultura;1996TIV;7,71
mujeres;de 55 y más;agricultura;1996TIII;7,38
mujeres;de 55 y más;agricultura;1996TII;9,74
mujeres;de 55 y más;agricultura;1996TI;6,91
mujeres;de 55 y más;industria;2001TIV;4,37
mujeres;de 55 y más;industria;2001TIII;5,08
mujeres;de 55 y más;industria;2001TII;1,29
mujeres;de 55 y más;industria;2001TI;1,85
mujeres;de 55 y más;industria;2000TIV;2,78
mujeres;de 55 y más;industria;2000TIII;2,74
mujeres;de 55 y más;industria;2000TII;4,25
mujeres;de 55 y más;industria;2000TI;4,49
mujeres;de 55 y más;industria;1999TIV;3,70
mujeres;de 55 y más;industria;1999TIII;2,34
mujeres;de 55 y más;industria;1999TII;1,26
mujeres;de 55 y más;industria;1999TI;1,29
mujeres;de 55 y más;industria;1998TIV;1,75
mujeres;de 55 y más;industria;1998TIII;0,82
mujeres;de 55 y más;industria;1998TII;2,18
mujeres;de 55 y más;industria;1998TI;2,21
mujeres;de 55 y más;industria;1997TIV;1,90
mujeres;de 55 y más;industria;1997TIII;3,64
mujeres;de 55 y más;industria;1997TII;3,28
mujeres;de 55 y más;industria;1997TI;3,39
mujeres;de 55 y más;industria;1996TIV;2,69
mujeres;de 55 y más;industria;1996TIII;2,04
mujeres;de 55 y más;industria;1996TII;1,77
mujeres;de 55 y más;industria;1996TI;2,66
mujeres;de 55 y más;construcción;2001TIV;2,34
mujeres;de 55 y más;construcción;2001TIII;0,00
mujeres;de 55 y más;construcción;2001TII;4,30
mujeres;de 55 y más;construcción;2001TI;3,26
mujeres;de 55 y más;construcción;2000TIV;12,06
mujeres;de 55 y más;construcción;2000TIII;8,34
mujeres;de 55 y más;construcción;2000TII;3,19
mujeres;de 55 y más;construcción;2000TI;5,56
mujeres;de 55 y más;construcción;1999TIV;3,00
mujeres;de 55 y más;construcción;1999TIII;3,70
mujeres;de 55 y más;construcción;1999TII;9,15
mujeres;de 55 y más;construcción;1999TI;7,95
mujeres;de 55 y más;construcción;1998TIV;8,41
mujeres;de 55 y más;construcción;1998TIII;6,87
mujeres;de 55 y más;construcción;1998TII;3,31
mujeres;de 55 y más;construcción;1998TI;4,94
mujeres;de 55 y más;construcción;1997TIV;7,14
mujeres;de 55 y más;construcción;1997TIII;11,86
mujeres;de 55 y más;construcción;1997TII;6,96
mujeres;de 55 y más;construcción;1997TI;7,33
mujeres;de 55 y más;construcción;1996TIV;5,59
mujeres;de 55 y más;construcción;1996TIII;5,81
mujeres;de 55 y más;construcción;1996TII;2,68
mujeres;de 55 y más;construcción;1996TI;6,06
mujeres;de 55 y más;servicios;2001TIV;2,96
mujeres;de 55 y más;servicios;2001TIII;3,46
mujeres;de 55 y más;servicios;2001TII;3,18
mujeres;de 55 y más;servicios;2001TI;2,65
mujeres;de 55 y más;servicios;2000TIV;3,22
mujeres;de 55 y más;servicios;2000TIII;2,71
mujeres;de 55 y más;servicios;2000TII;2,46
mujeres;de 55 y más;servicios;2000TI;2,18
mujeres;de 55 y más;servicios;1999TIV;2,03
mujeres;de 55 y más;servicios;1999TIII;2,28
mujeres;de 55 y más;servicios;1999TII;2,33
mujeres;de 55 y más;servicios;1999TI;1,97
mujeres;de 55 y más;servicios;1998TIV;2,26
mujeres;de 55 y más;servicios;1998TIII;2,55
mujeres;de 55 y más;servicios;1998TII;2,53
mujeres;de 55 y más;servicios;1998TI;2,73
mujeres;de 55 y más;servicios;1997TIV;2,79
mujeres;de 55 y más;servicios;1997TIII;2,87
mujeres;de 55 y más;servicios;1997TII;2,71
mujeres;de 55 y más;servicios;1997TI;2,12
mujeres;de 55 y más;servicios;1996TIV;2,17
mujeres;de 55 y más;servicios;1996TIII;2,37
mujeres;de 55 y más;servicios;1996TII;2,12
mujeres;de 55 y más;servicios;1996TI;1,89
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2001TIV;4,22
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2001TIII;4,40
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2001TII;4,22
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2001TI;3,89
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2000TIV;4,22
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2000TIII;3,69
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2000TII;4,09
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2000TI;3,54
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1999TIV;3,34
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1999TIII;3,45
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1999TII;3,24
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1999TI;2,86
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1998TIV;3,05
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1998TIII;3,05
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1998TII;2,87
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1998TI;2,89
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1997TIV;2,60
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1997TIII;2,62
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1997TII;2,96
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1997TI;2,93
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1996TIV;2,72
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1996TIII;2,86
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1996TII;2,88
mujeres;de 55 y más;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1996TI;2,49
