fecha,tasa_paro_total,ipi_constantes_2025_total_industria,ipi_constantes_2025_bienes_equipo,ipi_constantes_2025_bienes_intermedios,dummy_2020Q2
1995-01-01,21.367218543757417,8.533041049393631,9.620948518659421,12.310078065800823,0
1995-04-01,20.580429046966405,10.320526591979263,19.327964860907755,15.06542765029395,0
1995-07-01,20.51172455315163,5.777874608255562,12.649337269431161,8.601021385253716,0
1995-10-01,20.597456499645645,2.7286831023744407,7.341601870347958,6.171275746150839,0
1996-01-01,20.61841981500606,0.08013969064772919,4.367426726690371,-0.9442577268148677,0
1996-04-01,19.96068289336109,-2.5548855042251684,0.23834063385723692,-3.293008537429565,0
1996-07-01,19.537076639740764,-2.848062157974307,1.9349543449266537,-4.036773285289785,0
1996-10-01,19.378132327929897,0.8103176547593405,6.790403068119155,0.04548173908174302,0
1997-01-01,19.082693263481712,2.084242049412466,6.356004587939612,3.5640289684274906,0
1997-04-01,18.51370897129391,0.80690604114797,0.6729277405969292,-0.2432464256719391,0
1997-07-01,18.09919803974216,9.156705099561325,8.485216221034886,9.374846866271348,0
1997-10-01,17.862506795017826,9.066375517340152,12.76285139639528,9.469539339555698,0
1998-01-01,17.186884124741443,8.520054972211,10.764601952663376,9.683882730098103,0
1998-04-01,16.49615323010078,10.124048189325396,15.499726427138437,11.580670512187341,0
1998-07-01,16.134076309935455,3.605353349130036,6.483712521835483,5.018453077659735,0
1998-10-01,15.782080508469882,5.20047624748905,4.219250565805899,5.891936442221057,0
1999-01-01,14.64653992068178,2.9665063335027497,3.5187980827742438,2.444493405585124,0
1999-04-01,13.385196834676789,1.3442327839341406,2.2478031218171823,1.0197235638823354,0
1999-07-01,13.190383695837308,2.3793386880470724,0.4189558216936229,3.5577158946683562,0
1999-10-01,13.157624845342117,3.5426038739129195,4.943544457611737,4.104596931356763,0
2000-01-01,12.75883658645816,3.4081083471972917,2.427883893819449,3.66785906796685,0
2000-04-01,11.790626584315286,8.390262368597302,11.292572687587498,8.255391619221886,0
2000-07-01,11.60959265249797,5.02950828908264,10.972096897341554,3.6710806489403724,0
2000-10-01,11.478550097478172,1.8419855462297852,3.2271932590066,0.9472946031157115,0
2001-01-01,10.943533902110463,0.7139072555274684,4.614411519055994,-0.27468559528779357,0
2001-04-01,10.352538365453247,-0.92632642260152,1.257212900540039,-1.9315997810785634,0
2001-07-01,10.29936361834717,-1.2879553909328156,-1.6188733785018283,-2.59881533360653,0
2001-10-01,10.634808704636022,-0.4059239716992624,-0.5389121803592523,-0.6381384614059682,0
2002-01-01,11.552393064700489,-2.0246109836995374,-8.54979188697702,-2.9627152385892974,0
2002-04-01,11.146145774819557,-4.9078706528370875,-13.6861868206413,-3.701002214163873,0
2002-07-01,11.488179625744822,0.8029084032312062,-6.024386367248702,1.600791471284957,0
2002-10-01,11.612386406787245,1.0376091942951193,-3.684793805079989,1.5493999433745298,0
2003-01-01,11.98947541861471,2.961378191682762,1.3546974075170803,5.431720859045552,0
2003-04-01,11.283555338302984,3.7918192291459762,1.3699391373379166,6.488062988390442,0
2003-07-01,11.297660039711465,-0.6304718161038614,-3.0955982197652387,0.6239035885749811,0
2003-10-01,11.373718602002276,1.1741292346560295,-1.613197731205207,1.0048449915646351,0
2004-01-01,11.502988047808763,1.7394658286229658,4.204455302162158,1.5487055940779815,0
2004-04-01,11.090222781437346,2.16527050083386,3.175601771967518,1.026175837026888,0
2004-07-01,10.73654515371738,3.272996557738561,4.420718784439437,3.686789958722514,0
2004-10-01,10.532860453751509,3.009181552088669,5.299252053979342,3.0214433187147893,0
2005-01-01,10.170491048740498,-0.49310796848595073,-3.5345100531964824,-0.2653756954389186,0
2005-04-01,9.319110067819231,-2.4504240911755737,-5.435404132151945,-3.0808317443931865,0
2005-07-01,8.410514203795225,2.3607962828227746,3.584561457129487,1.447344050302246,0
2005-10-01,8.705397880156298,-0.17552235051300213,-3.113704777144899,0.07163245442318722,0
2006-01-01,9.027377655521066,0.8255615535688987,0.06489195114309787,0.4655796364819276,0
2006-04-01,8.443339777225445,7.977019479409608,12.430469901728113,7.1015493114314765,0
2006-07-01,8.083576189844404,0.7582619763052634,1.7604562387047107,1.4888178610721114,0
2006-10-01,8.264440285626033,2.3267535130398587,6.352758415578541,2.858875792993798,0
2007-01-01,8.41907395608815,3.7680318686085457,10.725767682230636,3.143529292724878,0
2007-04-01,7.932325613645819,3.458197805340113,6.59084905727727,4.136745782513085,0
2007-07-01,8.006347630277132,2.696976025181974,5.481996624721086,1.2835758826044597,0
2007-10-01,8.570205517235292,1.7922109905855965,5.551648960287614,0.6257935306336115,0
2008-01-01,9.603033690624931,1.610706931348127,2.3705341899186383,0.19252134289156064,0
2008-04-01,10.35792745934024,-4.4669231509563705,-4.883069332350997,-7.762415251781851,0
2008-07-01,11.23068087109353,-3.08417565194965,-3.2518334782935643,-5.340736349439612,0
2008-10-01,13.785513775626452,-5.4166849953811935,-6.790629959539163,-8.632977684392829,0
2009-01-01,17.243569387107016,-15.444156735666281,-19.69697639075424,-22.670439524933194,0
2009-04-01,17.771252436270597,-20.96083405231427,-28.250200097173284,-28.862430139519933,0
2009-07-01,17.74950688636422,-21.896549518314302,-28.612240096070384,-28.211782709984302,0
2009-10-01,18.6649099692578,-13.85069733101566,-19.571930424896035,-18.631855385068754,0
2010-01-01,19.84349350682836,-6.505212825969531,-11.21405091669303,-5.9629775003482095,0
2010-04-01,19.889004716658697,0.08072475798914791,-2.5823969118537016,2.1255325312100393,0
2010-07-01,19.592042521918955,3.7917704101690264,-0.6843820350493246,7.50459107989665,0
2010-10-01,20.11455655320805,-0.416025589116531,-6.527064862342524,0.6504711655221929,0
2011-01-01,21.07815002955361,0.07885226851911398,-3.488573836315856,0.528480735699044,0
2011-04-01,20.643308247607195,2.1474406073965335,3.133741449540106,6.361142722735114,0
2011-07-01,21.283934845097413,-2.4730599026557942,0.24483176426022268,-3.4625719527251353,0
2011-10-01,22.55645192254365,-1.0242492622220323,2.2365788749197035,-4.78985727086082,0
2012-01-01,24.187684035334783,-6.366051975973786,-4.852523851714896,-8.84653505129782,0
2012-04-01,24.398135337065497,-5.642245389241096,-9.307345916782527,-8.514776138333414,0
2012-07-01,24.79237524423312,-6.644464510533088,-12.504645751674815,-9.415997514187103,0
2012-10-01,25.774387424872856,-7.0690127344926745,-13.123388793542933,-9.24170791712362,0
2013-01-01,26.9353537780371,-6.09844174780434,-8.997543793354746,-8.3988421470238,0
2013-04-01,26.057075392431027,-7.641147612077825,-6.756708240886333,-9.429911093573907,0
2013-07-01,25.647509644678813,-0.7422455962752816,3.469963983194546,-1.3767977266408438,0
2013-10-01,25.72775976559113,0.3042693483626291,2.9016353469688116,-0.19636420047929315,0
2014-01-01,25.92783572730173,1.5876183185612458,5.586080586080588,1.2243146564860696,0
2014-04-01,24.47303478862634,3.5216563523710276,6.908647071053964,4.3162728628620695,0
2014-07-01,23.66898223856059,0.4149377593361425,-0.2608083679467965,0.8969956138745072,0
2014-10-01,23.70151301961193,1.0011164321179544,-1.443041431715586,3.72394384633008,0
2015-01-01,23.776168807916363,1.1703195254438414,0.6776899550898774,3.8559209561955132,0
2015-04-01,22.371879820121222,1.3476305727518678,2.303168251933152,2.2962859841144656,0
2015-07-01,21.182995261905283,3.7280518685477215,6.463239159910361,5.200592196934517,0
2015-10-01,20.8951765564819,4.972693093643454,11.862507386051035,4.427469476606594,0
2016-01-01,20.99557425178564,3.025211270588768,8.844137680881413,4.029753957657833,0
2016-04-01,19.99807656159156,2.8178124628499113,7.5302053116286904,2.1954538767103626,0
2016-07-01,18.9108161219872,3.370733768367673,10.333725365336965,3.4437561224630597,0
2016-10-01,18.63104999142703,-1.1260902396275752,-0.4743083003952431,0.40973856036377043,0
2017-01-01,18.75002754116854,1.1721533907132153,-3.0777463398690807,1.2492941323144269,0
2017-04-01,17.222671993523296,4.929249373429312,5.504082554690504,7.3046870782331075,0
2017-07-01,16.380827798726123,-0.12294576761627818,-2.5049690081123233,1.3571190396798993,0
2017-10-01,16.545940935906277,1.7898243807081604,4.274111192043972,4.5383770610181395,0
2018-01-01,16.744815904509423,4.918432522682092,8.30352360864075,6.371844227711776,0
2018-04-01,15.284529346331382,0.6138269876456492,0.46298307567227415,1.4204497811467487,0
2018-07-01,14.553251072022402,2.993630780123868,6.1670562794096995,5.305786755271891,0
2018-10-01,14.448880357166283,0.5331158193257357,3.0328559393428822,0.919573312226829,0
2019-01-01,14.695097107157409,-1.154615881213672,1.0671876430904614,-1.0510188447985236,0
2019-04-01,14.024440537431357,0.6774037687228507,4.238764478764501,1.1075467954229978,0
2019-07-01,13.921961825481729,-0.7376128967152562,-0.5035318348757034,-3.10498659785442,0
2019-10-01,13.782665768519957,2.0259838071925884,2.4669528481875425,-0.6627191090545659,0
2020-01-01,14.407918484146071,0.8036626902616861,4.209178279963477,-0.18855719338808363,0
2020-04-01,15.32636790563908,-5.676477269455116,-10.566474947625437,-4.607021250846377,1
2020-07-01,16.25734722573996,-24.069067399488496,-36.79402539550017,-25.008140985752448,1
2020-10-01,16.1280951782207,-4.181220912479899,-7.694814154760776,-2.476924622827037,0
2021-01-01,16.14137707090211,-2.315312747016385,-5.393279269148065,1.9529095421952247,0
2021-04-01,15.39062332367772,1.7923347500602205,2.4554858290205095,3.259110422295697,0
2021-07-01,14.710636510583056,27.019213067563697,40.55260765128179,36.79200667257108,0
2021-10-01,13.44248297649796,1.3356118811326256,-3.304540771851938,5.4995400183992516,0
2022-01-01,13.731344558633824,1.7948046176754051,-4.53105565325016,-0.5947691423354717,0
2022-04-01,12.688385257119128,2.189973175161186,1.6023930794728525,0.3453439991499385,0
2022-07-01,12.7288483543111,4.523998537457885,7.746848316903043,-1.568658264449807,0
2022-10-01,12.99030869688015,3.331651553687931,9.928327695906747,-5.133329845305978,0
2023-01-01,13.376293528683275,-0.9359861084414556,8.933522450132237,-6.5938514078901385,0
2023-04-01,11.668453375217103,1.5935852243639248,8.980520720606023,-2.861454255449425,0
2023-07-01,11.89145885542911,-2.808880765170252,4.106315547364359,-5.8924768263517,0
2023-10-01,11.79687016762541,-3.881719099582981,2.353810285466418,-4.3235114604857845,0
2024-01-01,12.291201466078364,-1.1987134795248489,1.7925370364369586,-1.8492285170119693,0
2024-04-01,11.273731587561375,-1.8481547340108206,-1.7707618393960067,-2.8271933828889817,0
2024-07-01,11.205960019693128,1.998690021465488,1.4845462579334612,2.3404868945626767,0
2024-10-01,10.61406593766102,0.5497373090706859,-2.4377404466928154,2.0498118892163797,0
2025-01-01,11.359175062921,2.2131537690850855,1.537557734381334,3.538473525450536,0
2025-04-01,10.28571658783811,1.4418108804562513,-1.0287454063246493,2.2773564995460127,0
2025-07-01,10.452674567905184,-0.7537368946421541,-1.0525928899795756,-2.1480457392174523,0
2025-10-01,9.932078074128723,2.545070763694257,2.1844108334831747,1.546207348438955,0
