Sexo;Grupos de edad (4);Relación con la actividad económica;Periodo;Total
Ambos sexos;De 20 a 24 años;Inactivos;1987TII;976,9
Ambos sexos;De 20 a 24 años;Inactivos;1987TI;1.009,2
Ambos sexos;De 20 a 24 años;Inactivos;1986TIV;1.021,6
Ambos sexos;De 20 a 24 años;Inactivos;1986TIII;1.022,4
Ambos sexos;De 20 a 24 años;Inactivos;1986TII;1.045,2
Ambos sexos;De 20 a 24 años;Inactivos;1986TI;1.038,9
Ambos sexos;De 20 a 24 años;Inactivos;1985TIV;1.037,9
Ambos sexos;De 20 a 24 años;Inactivos;1985TIII;1.049,3
Ambos sexos;De 20 a 24 años;Inactivos;1985TII;1.051,3
Ambos sexos;De 20 a 24 años;Inactivos;1985TI;1.015,5
Ambos sexos;De 20 a 24 años;Inactivos;1984TIV;977,1
Ambos sexos;De 20 a 24 años;Inactivos;1984TIII;986,9
Ambos sexos;De 20 a 24 años;Inactivos;1984TII;986,9
Ambos sexos;De 20 a 24 años;Inactivos;1984TI;947,9
Ambos sexos;De 20 a 24 años;Inactivos;1983TIV;942,9
Ambos sexos;De 20 a 24 años;Inactivos;1983TIII;927,8
Ambos sexos;De 20 a 24 años;Inactivos;1983TII;952,0
Ambos sexos;De 20 a 24 años;Inactivos;1983TI;924,3
Ambos sexos;De 20 a 24 años;Inactivos;1982TIV;918,8
Ambos sexos;De 20 a 24 años;Inactivos;1982TIII;922,9
Ambos sexos;De 20 a 24 años;Inactivos;1982TII;955,4
Ambos sexos;De 20 a 24 años;Inactivos;1982TI;936,7
Ambos sexos;De 20 a 24 años;Inactivos;1981TIV;918,1
Ambos sexos;De 20 a 24 años;Inactivos;1981TIII;916,6
Ambos sexos;De 20 a 24 años;Inactivos;1981TII;914,8
Ambos sexos;De 20 a 24 años;Inactivos;1981TI;907,3
Ambos sexos;De 20 a 24 años;Inactivos;1980TIV;891,6
Ambos sexos;De 20 a 24 años;Inactivos;1980TIII;886,6
Ambos sexos;De 20 a 24 años;Inactivos;1980TII;900,4
Ambos sexos;De 20 a 24 años;Inactivos;1980TI;871,5
Ambos sexos;De 20 a 24 años;Inactivos;1979TIV;853,7
Ambos sexos;De 20 a 24 años;Inactivos;1979TIII;844,4
Ambos sexos;De 20 a 24 años;Inactivos;1979TII;875,4
Ambos sexos;De 20 a 24 años;Inactivos;1979TI;854,3
Ambos sexos;De 20 a 24 años;Inactivos;1978TIV;837,1
Ambos sexos;De 20 a 24 años;Inactivos;1978TIII;819,2
Ambos sexos;De 20 a 24 años;Inactivos;1978TII;835,6
Ambos sexos;De 20 a 24 años;Inactivos;1978TI;820,7
Ambos sexos;De 20 a 24 años;Inactivos;1977TIV;807,6
Ambos sexos;De 20 a 24 años;Inactivos;1977TIII;805,7
Ambos sexos;De 20 a 24 años;Inactivos;1977TII;818,8
Ambos sexos;De 20 a 24 años;Inactivos;1977TI;801,0
Ambos sexos;De 20 a 24 años;Inactivos;1976TIV;784,8
Ambos sexos;De 20 a 24 años;Inactivos;1976TIII;787,3
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1995TIV;16.163,7
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1995TIII;16.093,8
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1995TII;16.023,8
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1995TI;15.953,9
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1994TIV;15.886,4
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1994TIII;15.821,3
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1994TII;15.756,1
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1994TI;15.691,0
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1993TIV;15.630,0
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1993TIII;15.577,1
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1993TII;15.524,4
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1993TI;15.471,3
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1992TIV;15.418,5
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1992TIII;15.365,5
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1992TII;15.312,5
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1992TI;15.259,4
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1991TIV;15.209,5
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1991TIII;15.162,4
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1991TII;15.115,9
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1991TI;15.068,9
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1990TIV;15.000,9
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1990TIII;14.982,2
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1990TII;14.963,9
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1990TI;14.945,1
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1989TIV;14.929,0
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1989TIII;14.888,9
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1989TII;14.848,8
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1989TI;14.809,1
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1988TIV;14.770,3
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1988TIII;14.732,3
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1988TII;14.694,4
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1988TI;14.606,6
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1987TIV;14.570,3
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1987TIII;14.535,5
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1987TII;14.500,7
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1987TI;14.454,0
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1986TIV;14.418,9
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1986TIII;14.379,5
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1986TII;14.348,4
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1986TI;14.323,5
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1985TIV;14.312,0
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1985TIII;14.279,0
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1985TII;14.253,0
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1985TI;14.208,7
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1984TIV;14.179,4
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1984TIII;14.146,5
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1984TII;14.115,6
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1984TI;14.095,4
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1983TIV;14.059,2
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1983TIII;14.031,9
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1983TII;14.003,8
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1983TI;13.982,3
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1982TIV;13.966,3
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1982TIII;13.929,0
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1982TII;13.906,9
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1982TI;13.886,5
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1981TIV;13.852,0
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1981TIII;13.844,2
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1981TII;13.822,1
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1981TI;13.813,9
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1980TIV;13.766,1
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1980TIII;13.736,0
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1980TII;13.704,0
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1980TI;13.677,5
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1979TIV;13.654,2
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1979TIII;13.643,9
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1979TII;13.619,4
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1979TI;13.601,8
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1978TIV;13.581,8
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1978TIII;13.569,6
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1978TII;13.557,7
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1978TI;13.528,8
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1977TIV;13.517,3
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1977TIII;13.506,0
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1977TII;13.488,6
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1977TI;13.462,8
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1976TIV;13.445,9
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1976TIII;13.451,3
Ambos sexos;De 25 a 54 años;Activos;1995TIV;12.047,7
Ambos sexos;De 25 a 54 años;Activos;1995TIII;11.973,3
Ambos sexos;De 25 a 54 años;Activos;1995TII;11.896,4
Ambos sexos;De 25 a 54 años;Activos;1995TI;11.816,2
Ambos sexos;De 25 a 54 años;Activos;1994TIV;11.774,6
Ambos sexos;De 25 a 54 años;Activos;1994TIII;11.668,7
Ambos sexos;De 25 a 54 años;Activos;1994TII;11.623,9
Ambos sexos;De 25 a 54 años;Activos;1994TI;11.529,8
Ambos sexos;De 25 a 54 años;Activos;1993TIV;11.464,8
Ambos sexos;De 25 a 54 años;Activos;1993TIII;11.358,8
Ambos sexos;De 25 a 54 años;Activos;1993TII;11.271,9
Ambos sexos;De 25 a 54 años;Activos;1993TI;11.156,3
Ambos sexos;De 25 a 54 años;Activos;1992TIV;11.114,9
Ambos sexos;De 25 a 54 años;Activos;1992TIII;11.019,0
Ambos sexos;De 25 a 54 años;Activos;1992TII;10.971,1
Ambos sexos;De 25 a 54 años;Activos;1992TI;10.914,1
Ambos sexos;De 25 a 54 años;Activos;1991TIV;10.892,4
Ambos sexos;De 25 a 54 años;Activos;1991TIII;10.867,4
Ambos sexos;De 25 a 54 años;Activos;1991TII;10.779,6
Ambos sexos;De 25 a 54 años;Activos;1991TI;10.733,0
Ambos sexos;De 25 a 54 años;Activos;1990TIV;10.672,3
Ambos sexos;De 25 a 54 años;Activos;1990TIII;10.584,3
Ambos sexos;De 25 a 54 años;Activos;1990TII;10.529,2
Ambos sexos;De 25 a 54 años;Activos;1990TI;10.493,4
Ambos sexos;De 25 a 54 años;Activos;1989TIV;10.426,8
Ambos sexos;De 25 a 54 años;Activos;1989TIII;10.338,2
Ambos sexos;De 25 a 54 años;Activos;1989TII;10.271,7
Ambos sexos;De 25 a 54 años;Activos;1989TI;10.210,2
Ambos sexos;De 25 a 54 años;Activos;1988TIV;10.135,3
Ambos sexos;De 25 a 54 años;Activos;1988TIII;10.115,0
Ambos sexos;De 25 a 54 años;Activos;1988TII;10.079,6
Ambos sexos;De 25 a 54 años;Activos;1988TI;10.038,9
Ambos sexos;De 25 a 54 años;Activos;1987TIV;9.962,6
Ambos sexos;De 25 a 54 años;Activos;1987TIII;9.860,4
Ambos sexos;De 25 a 54 años;Activos;1987TII;9.720,2
Ambos sexos;De 25 a 54 años;Activos;1987TI;9.559,5
Ambos sexos;De 25 a 54 años;Activos;1986TIV;9.497,8
Ambos sexos;De 25 a 54 años;Activos;1986TIII;9.404,7
Ambos sexos;De 25 a 54 años;Activos;1986TII;9.363,2
Ambos sexos;De 25 a 54 años;Activos;1986TI;9.325,8
Ambos sexos;De 25 a 54 años;Activos;1985TIV;9.284,3
Ambos sexos;De 25 a 54 años;Activos;1985TIII;9.225,1
Ambos sexos;De 25 a 54 años;Activos;1985TII;9.199,0
Ambos sexos;De 25 a 54 años;Activos;1985TI;9.178,3
Ambos sexos;De 25 a 54 años;Activos;1984TIV;9.124,6
Ambos sexos;De 25 a 54 años;Activos;1984TIII;9.079,3
Ambos sexos;De 25 a 54 años;Activos;1984TII;9.047,4
Ambos sexos;De 25 a 54 años;Activos;1984TI;9.042,5
Ambos sexos;De 25 a 54 años;Activos;1983TIV;9.029,2
Ambos sexos;De 25 a 54 años;Activos;1983TIII;8.979,1
Ambos sexos;De 25 a 54 años;Activos;1983TII;8.925,8
Ambos sexos;De 25 a 54 años;Activos;1983TI;8.902,1
Ambos sexos;De 25 a 54 años;Activos;1982TIV;8.866,8
Ambos sexos;De 25 a 54 años;Activos;1982TIII;8.824,2
Ambos sexos;De 25 a 54 años;Activos;1982TII;8.765,1
Ambos sexos;De 25 a 54 años;Activos;1982TI;8.738,1
Ambos sexos;De 25 a 54 años;Activos;1981TIV;8.696,8
Ambos sexos;De 25 a 54 años;Activos;1981TIII;8.644,9
Ambos sexos;De 25 a 54 años;Activos;1981TII;8.614,5
Ambos sexos;De 25 a 54 años;Activos;1981TI;8.622,4
Ambos sexos;De 25 a 54 años;Activos;1980TIV;8.614,5
Ambos sexos;De 25 a 54 años;Activos;1980TIII;8.587,8
Ambos sexos;De 25 a 54 años;Activos;1980TII;8.582,7
Ambos sexos;De 25 a 54 años;Activos;1980TI;8.600,8
Ambos sexos;De 25 a 54 años;Activos;1979TIV;8.577,7
Ambos sexos;De 25 a 54 años;Activos;1979TIII;8.546,0
Ambos sexos;De 25 a 54 años;Activos;1979TII;8.500,3
Ambos sexos;De 25 a 54 años;Activos;1979TI;8.518,2
Ambos sexos;De 25 a 54 años;Activos;1978TIV;8.458,2
Ambos sexos;De 25 a 54 años;Activos;1978TIII;8.442,3
Ambos sexos;De 25 a 54 años;Activos;1978TII;8.444,7
Ambos sexos;De 25 a 54 años;Activos;1978TI;8.466,0
Ambos sexos;De 25 a 54 años;Activos;1977TIV;8.459,3
Ambos sexos;De 25 a 54 años;Activos;1977TIII;8.411,5
Ambos sexos;De 25 a 54 años;Activos;1977TII;8.398,1
Ambos sexos;De 25 a 54 años;Activos;1977TI;8.401,9
Ambos sexos;De 25 a 54 años;Activos;1976TIV;8.382,6
Ambos sexos;De 25 a 54 años;Activos;1976TIII;8.411,2
Ambos sexos;De 25 a 54 años;Ocupados;1995TIV;9.631,9
Ambos sexos;De 25 a 54 años;Ocupados;1995TIII;9.611,0
Ambos sexos;De 25 a 54 años;Ocupados;1995TII;9.522,9
Ambos sexos;De 25 a 54 años;Ocupados;1995TI;9.398,0
Ambos sexos;De 25 a 54 años;Ocupados;1994TIV;9.330,9
Ambos sexos;De 25 a 54 años;Ocupados;1994TIII;9.268,0
Ambos sexos;De 25 a 54 años;Ocupados;1994TII;9.176,2
Ambos sexos;De 25 a 54 años;Ocupados;1994TI;9.076,9
Ambos sexos;De 25 a 54 años;Ocupados;1993TIV;9.105,3
Ambos sexos;De 25 a 54 años;Ocupados;1993TIII;9.165,9
Ambos sexos;De 25 a 54 años;Ocupados;1993TII;9.116,5
Ambos sexos;De 25 a 54 años;Ocupados;1993TI;9.073,0
Ambos sexos;De 25 a 54 años;Ocupados;1992TIV;9.206,3
Ambos sexos;De 25 a 54 años;Ocupados;1992TIII;9.300,6
Ambos sexos;De 25 a 54 años;Ocupados;1992TII;9.302,9
Ambos sexos;De 25 a 54 años;Ocupados;1992TI;9.272,4
Ambos sexos;De 25 a 54 años;Ocupados;1991TIV;9.325,7
Ambos sexos;De 25 a 54 años;Ocupados;1991TIII;9.372,1
Ambos sexos;De 25 a 54 años;Ocupados;1991TII;9.341,5
Ambos sexos;De 25 a 54 años;Ocupados;1991TI;9.291,9
Ambos sexos;De 25 a 54 años;Ocupados;1990TIV;9.265,9
Ambos sexos;De 25 a 54 años;Ocupados;1990TIII;9.247,6
Ambos sexos;De 25 a 54 años;Ocupados;1990TII;9.128,3
Ambos sexos;De 25 a 54 años;Ocupados;1990TI;9.073,3
Ambos sexos;De 25 a 54 años;Ocupados;1989TIV;9.011,9
Ambos sexos;De 25 a 54 años;Ocupados;1989TIII;8.967,0
Ambos sexos;De 25 a 54 años;Ocupados;1989TII;8.851,8
Ambos sexos;De 25 a 54 años;Ocupados;1989TI;8.746,6
Ambos sexos;De 25 a 54 años;Ocupados;1988TIV;8.702,5
Ambos sexos;De 25 a 54 años;Ocupados;1988TIII;8.634,1
Ambos sexos;De 25 a 54 años;Ocupados;1988TII;8.571,5
Ambos sexos;De 25 a 54 años;Ocupados;1988TI;8.509,1
Ambos sexos;De 25 a 54 años;Ocupados;1987TIV;8.487,0
Ambos sexos;De 25 a 54 años;Ocupados;1987TIII;8.388,2
Ambos sexos;De 25 a 54 años;Ocupados;1987TII;8.257,3
Ambos sexos;De 25 a 54 años;Ocupados;1987TI;8.096,4
Ambos sexos;De 25 a 54 años;Ocupados;1986TIV;8.087,6
Ambos sexos;De 25 a 54 años;Ocupados;1986TIII;8.002,2
Ambos sexos;De 25 a 54 años;Ocupados;1986TII;7.924,6
Ambos sexos;De 25 a 54 años;Ocupados;1986TI;7.844,1
Ambos sexos;De 25 a 54 años;Ocupados;1985TIV;7.828,3
Ambos sexos;De 25 a 54 años;Ocupados;1985TIII;7.788,3
Ambos sexos;De 25 a 54 años;Ocupados;1985TII;7.738,3
Ambos sexos;De 25 a 54 años;Ocupados;1985TI;7.766,1
Ambos sexos;De 25 a 54 años;Ocupados;1984TIV;7.777,9
Ambos sexos;De 25 a 54 años;Ocupados;1984TIII;7.822,4
Ambos sexos;De 25 a 54 años;Ocupados;1984TII;7.799,7
Ambos sexos;De 25 a 54 años;Ocupados;1984TI;7.809,4
Ambos sexos;De 25 a 54 años;Ocupados;1983TIV;7.916,9
Ambos sexos;De 25 a 54 años;Ocupados;1983TIII;7.948,7
Ambos sexos;De 25 a 54 años;Ocupados;1983TII;7.898,0
Ambos sexos;De 25 a 54 años;Ocupados;1983TI;7.872,6
Ambos sexos;De 25 a 54 años;Ocupados;1982TIV;7.901,2
Ambos sexos;De 25 a 54 años;Ocupados;1982TIII;7.902,1
Ambos sexos;De 25 a 54 años;Ocupados;1982TII;7.881,5
Ambos sexos;De 25 a 54 años;Ocupados;1982TI;7.826,1
Ambos sexos;De 25 a 54 años;Ocupados;1981TIV;7.843,8
Ambos sexos;De 25 a 54 años;Ocupados;1981TIII;7.856,4
Ambos sexos;De 25 a 54 años;Ocupados;1981TII;7.832,6
Ambos sexos;De 25 a 54 años;Ocupados;1981TI;7.865,4
Ambos sexos;De 25 a 54 años;Ocupados;1980TIV;7.926,8
Ambos sexos;De 25 a 54 años;Ocupados;1980TIII;7.956,1
Ambos sexos;De 25 a 54 años;Ocupados;1980TII;7.951,8
Ambos sexos;De 25 a 54 años;Ocupados;1980TI;7.982,5
Ambos sexos;De 25 a 54 años;Ocupados;1979TIV;8.040,1
Ambos sexos;De 25 a 54 años;Ocupados;1979TIII;8.072,5
Ambos sexos;De 25 a 54 años;Ocupados;1979TII;8.045,7
Ambos sexos;De 25 a 54 años;Ocupados;1979TI;8.062,6
Ambos sexos;De 25 a 54 años;Ocupados;1978TIV;8.047,4
Ambos sexos;De 25 a 54 años;Ocupados;1978TIII;8.073,1
Ambos sexos;De 25 a 54 años;Ocupados;1978TII;8.074,9
Ambos sexos;De 25 a 54 años;Ocupados;1978TI;8.108,1
Ambos sexos;De 25 a 54 años;Ocupados;1977TIV;8.145,1
Ambos sexos;De 25 a 54 años;Ocupados;1977TIII;8.125,0
Ambos sexos;De 25 a 54 años;Ocupados;1977TII;8.121,1
Ambos sexos;De 25 a 54 años;Ocupados;1977TI;8.105,1
Ambos sexos;De 25 a 54 años;Ocupados;1976TIV;8.098,9
Ambos sexos;De 25 a 54 años;Ocupados;1976TIII;8.146,1
Ambos sexos;De 25 a 54 años;Parados;1995TIV;2.415,7
Ambos sexos;De 25 a 54 años;Parados;1995TIII;2.362,2
Ambos sexos;De 25 a 54 años;Parados;1995TII;2.373,6
Ambos sexos;De 25 a 54 años;Parados;1995TI;2.418,2
Ambos sexos;De 25 a 54 años;Parados;1994TIV;2.443,8
Ambos sexos;De 25 a 54 años;Parados;1994TIII;2.400,8
Ambos sexos;De 25 a 54 años;Parados;1994TII;2.447,7
Ambos sexos;De 25 a 54 años;Parados;1994TI;2.452,9
Ambos sexos;De 25 a 54 años;Parados;1993TIV;2.359,5
Ambos sexos;De 25 a 54 años;Parados;1993TIII;2.192,9
Ambos sexos;De 25 a 54 años;Parados;1993TII;2.155,5
Ambos sexos;De 25 a 54 años;Parados;1993TI;2.083,3
Ambos sexos;De 25 a 54 años;Parados;1992TIV;1.908,5
Ambos sexos;De 25 a 54 años;Parados;1992TIII;1.718,5
Ambos sexos;De 25 a 54 años;Parados;1992TII;1.668,3
Ambos sexos;De 25 a 54 años;Parados;1992TI;1.641,7
Ambos sexos;De 25 a 54 años;Parados;1991TIV;1.566,7
Ambos sexos;De 25 a 54 años;Parados;1991TIII;1.495,3
Ambos sexos;De 25 a 54 años;Parados;1991TII;1.438,2
Ambos sexos;De 25 a 54 años;Parados;1991TI;1.441,1
Ambos sexos;De 25 a 54 años;Parados;1990TIV;1.406,5
Ambos sexos;De 25 a 54 años;Parados;1990TIII;1.336,7
Ambos sexos;De 25 a 54 años;Parados;1990TII;1.400,9
Ambos sexos;De 25 a 54 años;Parados;1990TI;1.420,0
Ambos sexos;De 25 a 54 años;Parados;1989TIV;1.414,9
Ambos sexos;De 25 a 54 años;Parados;1989TIII;1.371,2
Ambos sexos;De 25 a 54 años;Parados;1989TII;1.419,9
Ambos sexos;De 25 a 54 años;Parados;1989TI;1.463,6
Ambos sexos;De 25 a 54 años;Parados;1988TIV;1.432,8
Ambos sexos;De 25 a 54 años;Parados;1988TIII;1.480,8
Ambos sexos;De 25 a 54 años;Parados;1988TII;1.508,1
Ambos sexos;De 25 a 54 años;Parados;1988TI;1.529,7
Ambos sexos;De 25 a 54 años;Parados;1987TIV;1.475,6
Ambos sexos;De 25 a 54 años;Parados;1987TIII;1.472,2
Ambos sexos;De 25 a 54 años;Parados;1987TII;1.462,9
Ambos sexos;De 25 a 54 años;Parados;1987TI;1.463,0
Ambos sexos;De 25 a 54 años;Parados;1986TIV;1.410,2
Ambos sexos;De 25 a 54 años;Parados;1986TIII;1.402,5
Ambos sexos;De 25 a 54 años;Parados;1986TII;1.438,6
Ambos sexos;De 25 a 54 años;Parados;1986TI;1.481,6
Ambos sexos;De 25 a 54 años;Parados;1985TIV;1.456,0
Ambos sexos;De 25 a 54 años;Parados;1985TIII;1.436,8
Ambos sexos;De 25 a 54 años;Parados;1985TII;1.460,8
Ambos sexos;De 25 a 54 años;Parados;1985TI;1.412,2
Ambos sexos;De 25 a 54 años;Parados;1984TIV;1.346,7
Ambos sexos;De 25 a 54 años;Parados;1984TIII;1.256,9
Ambos sexos;De 25 a 54 años;Parados;1984TII;1.247,7
Ambos sexos;De 25 a 54 años;Parados;1984TI;1.233,2
Ambos sexos;De 25 a 54 años;Parados;1983TIV;1.112,3
Ambos sexos;De 25 a 54 años;Parados;1983TIII;1.030,4
Ambos sexos;De 25 a 54 años;Parados;1983TII;1.027,8
Ambos sexos;De 25 a 54 años;Parados;1983TI;1.029,5
Ambos sexos;De 25 a 54 años;Parados;1982TIV;965,5
Ambos sexos;De 25 a 54 años;Parados;1982TIII;922,2
Ambos sexos;De 25 a 54 años;Parados;1982TII;883,6
Ambos sexos;De 25 a 54 años;Parados;1982TI;912,0
Ambos sexos;De 25 a 54 años;Parados;1981TIV;853,0
Ambos sexos;De 25 a 54 años;Parados;1981TIII;788,4
Ambos sexos;De 25 a 54 años;Parados;1981TII;781,8
Ambos sexos;De 25 a 54 años;Parados;1981TI;757,0
Ambos sexos;De 25 a 54 años;Parados;1980TIV;687,7
Ambos sexos;De 25 a 54 años;Parados;1980TIII;631,7
Ambos sexos;De 25 a 54 años;Parados;1980TII;631,0
Ambos sexos;De 25 a 54 años;Parados;1980TI;618,3
Ambos sexos;De 25 a 54 años;Parados;1979TIV;537,6
Ambos sexos;De 25 a 54 años;Parados;1979TIII;473,4
Ambos sexos;De 25 a 54 años;Parados;1979TII;454,6
Ambos sexos;De 25 a 54 años;Parados;1979TI;455,6
Ambos sexos;De 25 a 54 años;Parados;1978TIV;410,8
Ambos sexos;De 25 a 54 años;Parados;1978TIII;369,2
Ambos sexos;De 25 a 54 años;Parados;1978TII;369,7
Ambos sexos;De 25 a 54 años;Parados;1978TI;357,9
Ambos sexos;De 25 a 54 años;Parados;1977TIV;314,2
Ambos sexos;De 25 a 54 años;Parados;1977TIII;286,6
Ambos sexos;De 25 a 54 años;Parados;1977TII;277,0
Ambos sexos;De 25 a 54 años;Parados;1977TI;296,8
Ambos sexos;De 25 a 54 años;Parados;1976TIV;283,7
Ambos sexos;De 25 a 54 años;Parados;1976TIII;265,1
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1995TIV;307,4
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1995TIII;306,5
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1995TII;300,6
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1995TI;307,9
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1994TIV;307,8
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1994TIII;296,1
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1994TII;277,0
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1994TI;276,1
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1993TIV;274,9
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1993TIII;259,0
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1993TII;248,5
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1993TI;244,0
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1992TIV;243,3
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1992TIII;218,6
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1992TII;231,8
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1992TI;250,8
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1991TIV;243,3
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1991TIII;235,1
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1991TII;229,3
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1991TI;226,8
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1990TIV;217,3
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1990TIII;235,4
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1990TII;231,3
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1990TI;244,4
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1989TIV;241,2
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1989TIII;253,1
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1989TII;251,6
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1989TI;247,7
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1988TIV;244,8
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1988TIII;256,9
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1988TII;262,1
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1988TI;254,9
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1987TIV;242,9
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1987TIII;247,9
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1987TII;248,0
