Sexo;Grupos de edad (4);Relación con la actividad económica;Periodo;Total
Varones;De 25 a 54 años;Activos;1991TIV;7.132,4
Varones;De 25 a 54 años;Activos;1991TIII;7.149,1
Varones;De 25 a 54 años;Activos;1991TII;7.122,4
Varones;De 25 a 54 años;Activos;1991TI;7.097,9
Varones;De 25 a 54 años;Activos;1990TIV;7.083,8
Varones;De 25 a 54 años;Activos;1990TIII;7.067,9
Varones;De 25 a 54 años;Activos;1990TII;7.044,9
Varones;De 25 a 54 años;Activos;1990TI;7.037,4
Varones;De 25 a 54 años;Activos;1989TIV;7.012,0
Varones;De 25 a 54 años;Activos;1989TIII;6.985,4
Varones;De 25 a 54 años;Activos;1989TII;6.959,3
Varones;De 25 a 54 años;Activos;1989TI;6.950,9
Varones;De 25 a 54 años;Activos;1988TIV;6.944,1
Varones;De 25 a 54 años;Activos;1988TIII;6.922,0
Varones;De 25 a 54 años;Activos;1988TII;6.907,0
Varones;De 25 a 54 años;Activos;1988TI;6.863,9
Varones;De 25 a 54 años;Activos;1987TIV;6.848,6
Varones;De 25 a 54 años;Activos;1987TIII;6.815,1
Varones;De 25 a 54 años;Activos;1987TII;6.795,2
Varones;De 25 a 54 años;Activos;1987TI;6.801,1
Varones;De 25 a 54 años;Activos;1986TIV;6.791,9
Varones;De 25 a 54 años;Activos;1986TIII;6.771,3
Varones;De 25 a 54 años;Activos;1986TII;6.768,5
Varones;De 25 a 54 años;Activos;1986TI;6.748,2
Varones;De 25 a 54 años;Activos;1985TIV;6.730,6
Varones;De 25 a 54 años;Activos;1985TIII;6.717,7
Varones;De 25 a 54 años;Activos;1985TII;6.713,8
Varones;De 25 a 54 años;Activos;1985TI;6.693,6
Varones;De 25 a 54 años;Activos;1984TIV;6.675,6
Varones;De 25 a 54 años;Activos;1984TIII;6.663,9
Varones;De 25 a 54 años;Activos;1984TII;6.653,9
Varones;De 25 a 54 años;Activos;1984TI;6.645,4
Varones;De 25 a 54 años;Activos;1983TIV;6.633,0
Varones;De 25 a 54 años;Activos;1983TIII;6.625,3
Varones;De 25 a 54 años;Activos;1983TII;6.608,6
Varones;De 25 a 54 años;Activos;1983TI;6.600,5
Varones;De 25 a 54 años;Activos;1982TIV;6.587,8
Varones;De 25 a 54 años;Activos;1982TIII;6.584,2
Varones;De 25 a 54 años;Activos;1982TII;6.581,9
Varones;De 25 a 54 años;Activos;1982TI;6.570,9
Varones;De 25 a 54 años;Activos;1981TIV;6.554,9
Varones;De 25 a 54 años;Activos;1981TIII;6.549,3
Varones;De 25 a 54 años;Activos;1981TII;6.536,7
Varones;De 25 a 54 años;Activos;1981TI;6.531,0
Varones;De 25 a 54 años;Activos;1980TIV;6.517,5
Varones;De 25 a 54 años;Activos;1980TIII;6.509,1
Varones;De 25 a 54 años;Activos;1980TII;6.503,1
Varones;De 25 a 54 años;Activos;1980TI;6.506,1
Varones;De 25 a 54 años;Activos;1979TIV;6.507,4
Varones;De 25 a 54 años;Activos;1979TIII;6.503,9
Varones;De 25 a 54 años;Activos;1979TII;6.483,0
Varones;De 25 a 54 años;Activos;1979TI;6.480,6
Varones;De 25 a 54 años;Activos;1978TIV;6.467,6
Varones;De 25 a 54 años;Activos;1978TIII;6.477,8
Varones;De 25 a 54 años;Activos;1978TII;6.462,9
Varones;De 25 a 54 años;Activos;1978TI;6.455,6
Varones;De 25 a 54 años;Activos;1977TIV;6.458,7
Varones;De 25 a 54 años;Activos;1977TIII;6.463,6
Varones;De 25 a 54 años;Activos;1977TII;6.450,0
Varones;De 25 a 54 años;Activos;1977TI;6.429,8
Varones;De 25 a 54 años;Activos;1976TIV;6.417,3
Varones;De 25 a 54 años;Activos;1976TIII;6.428,1
Varones;De 25 a 54 años;Ocupados;1995TIV;6.328,9
Varones;De 25 a 54 años;Ocupados;1995TIII;6.352,6
Varones;De 25 a 54 años;Ocupados;1995TII;6.311,3
Varones;De 25 a 54 años;Ocupados;1995TI;6.245,3
Varones;De 25 a 54 años;Ocupados;1994TIV;6.210,0
Varones;De 25 a 54 años;Ocupados;1994TIII;6.178,0
Varones;De 25 a 54 años;Ocupados;1994TII;6.126,7
Varones;De 25 a 54 años;Ocupados;1994TI;6.061,9
Varones;De 25 a 54 años;Ocupados;1993TIV;6.097,3
Varones;De 25 a 54 años;Ocupados;1993TIII;6.147,0
Varones;De 25 a 54 años;Ocupados;1993TII;6.129,0
Varones;De 25 a 54 años;Ocupados;1993TI;6.126,7
Varones;De 25 a 54 años;Ocupados;1992TIV;6.232,9
Varones;De 25 a 54 años;Ocupados;1992TIII;6.320,2
Varones;De 25 a 54 años;Ocupados;1992TII;6.318,2
Varones;De 25 a 54 años;Ocupados;1992TI;6.319,5
Varones;De 25 a 54 años;Ocupados;1991TIV;6.396,2
Varones;De 25 a 54 años;Ocupados;1991TIII;6.454,0
Varones;De 25 a 54 años;Ocupados;1991TII;6.445,3
Varones;De 25 a 54 años;Ocupados;1991TI;6.425,9
Varones;De 25 a 54 años;Ocupados;1990TIV;6.426,9
Varones;De 25 a 54 años;Ocupados;1990TIII;6.455,8
Varones;De 25 a 54 años;Ocupados;1990TII;6.378,9
Varones;De 25 a 54 años;Ocupados;1990TI;6.352,5
Varones;De 25 a 54 años;Ocupados;1989TIV;6.329,6
Varones;De 25 a 54 años;Ocupados;1989TIII;6.332,6
Varones;De 25 a 54 años;Ocupados;1989TII;6.246,4
Varones;De 25 a 54 años;Ocupados;1989TI;6.198,8
Varones;De 25 a 54 años;Ocupados;1988TIV;6.204,3
Varones;De 25 a 54 años;Ocupados;1988TIII;6.145,6
Varones;De 25 a 54 años;Ocupados;1988TII;6.105,6
Varones;De 25 a 54 años;Ocupados;1988TI;6.031,6
Varones;De 25 a 54 años;Ocupados;1987TIV;6.031,6
Varones;De 25 a 54 años;Ocupados;1987TIII;5.990,5
Varones;De 25 a 54 años;Ocupados;1987TII;5.943,9
Varones;De 25 a 54 años;Ocupados;1987TI;5.848,7
Varones;De 25 a 54 años;Ocupados;1986TIV;5.855,6
Varones;De 25 a 54 años;Ocupados;1986TIII;5.818,6
Varones;De 25 a 54 años;Ocupados;1986TII;5.771,7
Varones;De 25 a 54 años;Ocupados;1986TI;5.712,4
Varones;De 25 a 54 años;Ocupados;1985TIV;5.704,9
Varones;De 25 a 54 años;Ocupados;1985TIII;5.697,1
Varones;De 25 a 54 años;Ocupados;1985TII;5.657,5
Varones;De 25 a 54 años;Ocupados;1985TI;5.663,3
Varones;De 25 a 54 años;Ocupados;1984TIV;5.693,6
Varones;De 25 a 54 años;Ocupados;1984TIII;5.749,2
Varones;De 25 a 54 años;Ocupados;1984TII;5.732,8
Varones;De 25 a 54 años;Ocupados;1984TI;5.731,5
Varones;De 25 a 54 años;Ocupados;1983TIV;5.822,9
Varones;De 25 a 54 años;Ocupados;1983TIII;5.864,7
Varones;De 25 a 54 años;Ocupados;1983TII;5.846,6
Varones;De 25 a 54 años;Ocupados;1983TI;5.848,9
Varones;De 25 a 54 años;Ocupados;1982TIV;5.874,2
Varones;De 25 a 54 años;Ocupados;1982TIII;5.895,5
Varones;De 25 a 54 años;Ocupados;1982TII;5.916,5
Varones;De 25 a 54 años;Ocupados;1982TI;5.880,3
Varones;De 25 a 54 años;Ocupados;1981TIV;5.899,1
Varones;De 25 a 54 años;Ocupados;1981TIII;5.925,6
Varones;De 25 a 54 años;Ocupados;1981TII;5.907,1
Varones;De 25 a 54 años;Ocupados;1981TI;5.921,3
Varones;De 25 a 54 años;Ocupados;1980TIV;5.969,1
Varones;De 25 a 54 años;Ocupados;1980TIII;6.006,8
Varones;De 25 a 54 años;Ocupados;1980TII;6.000,7
Varones;De 25 a 54 años;Ocupados;1980TI;6.014,7
Varones;De 25 a 54 años;Ocupados;1979TIV;6.084,3
Varones;De 25 a 54 años;Ocupados;1979TIII;6.128,7
Varones;De 25 a 54 años;Ocupados;1979TII;6.119,3
Varones;De 25 a 54 años;Ocupados;1979TI;6.115,9
Varones;De 25 a 54 años;Ocupados;1978TIV;6.136,0
Varones;De 25 a 54 años;Ocupados;1978TIII;6.185,4
Varones;De 25 a 54 años;Ocupados;1978TII;6.166,8
Varones;De 25 a 54 años;Ocupados;1978TI;6.168,2
Varones;De 25 a 54 años;Ocupados;1977TIV;6.201,6
Varones;De 25 a 54 años;Ocupados;1977TIII;6.227,3
Varones;De 25 a 54 años;Ocupados;1977TII;6.217,5
Varones;De 25 a 54 años;Ocupados;1977TI;6.180,2
Varones;De 25 a 54 años;Ocupados;1976TIV;6.180,1
Varones;De 25 a 54 años;Ocupados;1976TIII;6.210,7
Varones;De 25 a 54 años;Parados;1995TIV;1.165,8
Varones;De 25 a 54 años;Parados;1995TIII;1.129,3
Varones;De 25 a 54 años;Parados;1995TII;1.134,2
Varones;De 25 a 54 años;Parados;1995TI;1.154,0
Varones;De 25 a 54 años;Parados;1994TIV;1.178,2
Varones;De 25 a 54 años;Parados;1994TIII;1.175,4
Varones;De 25 a 54 años;Parados;1994TII;1.210,8
Varones;De 25 a 54 años;Parados;1994TI;1.254,1
Varones;De 25 a 54 años;Parados;1993TIV;1.197,3
Varones;De 25 a 54 años;Parados;1993TIII;1.122,7
Varones;De 25 a 54 años;Parados;1993TII;1.107,8
Varones;De 25 a 54 años;Parados;1993TI;1.055,5
Varones;De 25 a 54 años;Parados;1992TIV;939,9
Varones;De 25 a 54 años;Parados;1992TIII;829,7
Varones;De 25 a 54 años;Parados;1992TII;791,5
Varones;De 25 a 54 años;Parados;1992TI;778,2
Varones;De 25 a 54 años;Parados;1991TIV;736,2
Varones;De 25 a 54 años;Parados;1991TIII;695,0
Varones;De 25 a 54 años;Parados;1991TII;677,1
Varones;De 25 a 54 años;Parados;1991TI;672,0
Varones;De 25 a 54 años;Parados;1990TIV;656,9
Varones;De 25 a 54 años;Parados;1990TIII;612,1
Varones;De 25 a 54 años;Parados;1990TII;666,0
Varones;De 25 a 54 años;Parados;1990TI;684,9
Varones;De 25 a 54 años;Parados;1989TIV;682,4
Varones;De 25 a 54 años;Parados;1989TIII;652,8
Varones;De 25 a 54 años;Parados;1989TII;712,9
Varones;De 25 a 54 años;Parados;1989TI;752,1
Varones;De 25 a 54 años;Parados;1988TIV;739,7
Varones;De 25 a 54 años;Parados;1988TIII;776,4
Varones;De 25 a 54 años;Parados;1988TII;801,5
Varones;De 25 a 54 años;Parados;1988TI;832,3
Varones;De 25 a 54 años;Parados;1987TIV;817,0
Varones;De 25 a 54 años;Parados;1987TIII;824,6
Varones;De 25 a 54 años;Parados;1987TII;851,3
Varones;De 25 a 54 años;Parados;1987TI;952,3
Varones;De 25 a 54 años;Parados;1986TIV;936,3
Varones;De 25 a 54 años;Parados;1986TIII;952,8
Varones;De 25 a 54 años;Parados;1986TII;996,9
Varones;De 25 a 54 años;Parados;1986TI;1.035,9
Varones;De 25 a 54 años;Parados;1985TIV;1.025,8
Varones;De 25 a 54 años;Parados;1985TIII;1.020,6
Varones;De 25 a 54 años;Parados;1985TII;1.056,4
Varones;De 25 a 54 años;Parados;1985TI;1.030,3
Varones;De 25 a 54 años;Parados;1984TIV;982,0
Varones;De 25 a 54 años;Parados;1984TIII;914,6
Varones;De 25 a 54 años;Parados;1984TII;921,1
Varones;De 25 a 54 años;Parados;1984TI;913,9
Varones;De 25 a 54 años;Parados;1983TIV;810,1
Varones;De 25 a 54 años;Parados;1983TIII;760,7
Varones;De 25 a 54 años;Parados;1983TII;762,1
Varones;De 25 a 54 años;Parados;1983TI;751,6
Varones;De 25 a 54 años;Parados;1982TIV;713,6
Varones;De 25 a 54 años;Parados;1982TIII;688,7
Varones;De 25 a 54 años;Parados;1982TII;665,4
Varones;De 25 a 54 años;Parados;1982TI;690,6
Varones;De 25 a 54 años;Parados;1981TIV;655,8
Varones;De 25 a 54 años;Parados;1981TIII;623,7
Varones;De 25 a 54 años;Parados;1981TII;629,6
Varones;De 25 a 54 años;Parados;1981TI;609,7
Varones;De 25 a 54 años;Parados;1980TIV;548,4
Varones;De 25 a 54 años;Parados;1980TIII;502,2
Varones;De 25 a 54 años;Parados;1980TII;502,4
Varones;De 25 a 54 años;Parados;1980TI;491,4
Varones;De 25 a 54 años;Parados;1979TIV;423,1
Varones;De 25 a 54 años;Parados;1979TIII;375,2
Varones;De 25 a 54 años;Parados;1979TII;363,6
Varones;De 25 a 54 años;Parados;1979TI;364,7
Varones;De 25 a 54 años;Parados;1978TIV;331,6
Varones;De 25 a 54 años;Parados;1978TIII;292,4
Varones;De 25 a 54 años;Parados;1978TII;296,1
Varones;De 25 a 54 años;Parados;1978TI;287,3
Varones;De 25 a 54 años;Parados;1977TIV;257,1
Varones;De 25 a 54 años;Parados;1977TIII;236,3
Varones;De 25 a 54 años;Parados;1977TII;232,5
Varones;De 25 a 54 años;Parados;1977TI;249,6
Varones;De 25 a 54 años;Parados;1976TIV;237,2
Varones;De 25 a 54 años;Parados;1976TIII;217,4
Varones;De 25 a 54 años;Parados que buscan primer empleo;1995TIV;90,7
Varones;De 25 a 54 años;Parados que buscan primer empleo;1995TIII;92,3
Varones;De 25 a 54 años;Parados que buscan primer empleo;1995TII;87,6
Varones;De 25 a 54 años;Parados que buscan primer empleo;1995TI;82,9
Varones;De 25 a 54 años;Parados que buscan primer empleo;1994TIV;84,6
Varones;De 25 a 54 años;Parados que buscan primer empleo;1994TIII;79,6
Varones;De 25 a 54 años;Parados que buscan primer empleo;1994TII;70,5
Varones;De 25 a 54 años;Parados que buscan primer empleo;1994TI;74,6
Varones;De 25 a 54 años;Parados que buscan primer empleo;1993TIV;73,0
Varones;De 25 a 54 años;Parados que buscan primer empleo;1993TIII;64,2
Varones;De 25 a 54 años;Parados que buscan primer empleo;1993TII;58,7
Varones;De 25 a 54 años;Parados que buscan primer empleo;1993TI;58,0
Varones;De 25 a 54 años;Parados que buscan primer empleo;1992TIV;54,2
Varones;De 25 a 54 años;Parados que buscan primer empleo;1992TIII;49,5
Varones;De 25 a 54 años;Parados que buscan primer empleo;1992TII;48,4
Varones;De 25 a 54 años;Parados que buscan primer empleo;1992TI;52,8
Varones;De 25 a 54 años;Parados que buscan primer empleo;1991TIV;53,8
Varones;De 25 a 54 años;Parados que buscan primer empleo;1991TIII;52,1
Varones;De 25 a 54 años;Parados que buscan primer empleo;1991TII;53,1
Varones;De 25 a 54 años;Parados que buscan primer empleo;1991TI;54,2
Varones;De 25 a 54 años;Parados que buscan primer empleo;1990TIV;50,8
Varones;De 25 a 54 años;Parados que buscan primer empleo;1990TIII;59,5
Varones;De 25 a 54 años;Parados que buscan primer empleo;1990TII;56,4
Varones;De 25 a 54 años;Parados que buscan primer empleo;1990TI;62,0
Varones;De 25 a 54 años;Parados que buscan primer empleo;1989TIV;59,1
Varones;De 25 a 54 años;Parados que buscan primer empleo;1989TIII;64,3
Varones;De 25 a 54 años;Parados que buscan primer empleo;1989TII;70,5
Varones;De 25 a 54 años;Parados que buscan primer empleo;1989TI;68,8
Varones;De 25 a 54 años;Parados que buscan primer empleo;1988TIV;64,4
Varones;De 25 a 54 años;Parados que buscan primer empleo;1988TIII;75,6
Varones;De 25 a 54 años;Parados que buscan primer empleo;1988TII;72,9
Varones;De 25 a 54 años;Parados que buscan primer empleo;1988TI;78,1
Varones;De 25 a 54 años;Parados que buscan primer empleo;1987TIV;73,5
Varones;De 25 a 54 años;Parados que buscan primer empleo;1987TIII;82,9
Varones;De 25 a 54 años;Parados que buscan primer empleo;1987TII;81,9
Varones;De 25 a 54 años;Parados que buscan primer empleo;1987TI;118,9
Varones;De 25 a 54 años;Parados que buscan primer empleo;1986TIV;108,3
Varones;De 25 a 54 años;Parados que buscan primer empleo;1986TIII;116,4
Varones;De 25 a 54 años;Parados que buscan primer empleo;1986TII;112,9
Varones;De 25 a 54 años;Parados que buscan primer empleo;1986TI;110,3
Varones;De 25 a 54 años;Parados que buscan primer empleo;1985TIV;106,2
Varones;De 25 a 54 años;Parados que buscan primer empleo;1985TIII;117,0
Varones;De 25 a 54 años;Parados que buscan primer empleo;1985TII;98,5
Varones;De 25 a 54 años;Parados que buscan primer empleo;1985TI;98,8
Varones;De 25 a 54 años;Parados que buscan primer empleo;1984TIV;103,9
Varones;De 25 a 54 años;Parados que buscan primer empleo;1984TIII;83,4
Varones;De 25 a 54 años;Parados que buscan primer empleo;1984TII;83,7
Varones;De 25 a 54 años;Parados que buscan primer empleo;1984TI;88,0
Varones;De 25 a 54 años;Parados que buscan primer empleo;1983TIV;85,8
Varones;De 25 a 54 años;Parados que buscan primer empleo;1983TIII;81,1
Varones;De 25 a 54 años;Parados que buscan primer empleo;1983TII;81,8
Varones;De 25 a 54 años;Parados que buscan primer empleo;1983TI;78,1
Varones;De 25 a 54 años;Parados que buscan primer empleo;1982TIV;67,7
Varones;De 25 a 54 años;Parados que buscan primer empleo;1982TIII;68,4
Varones;De 25 a 54 años;Parados que buscan primer empleo;1982TII;68,5
Varones;De 25 a 54 años;Parados que buscan primer empleo;1982TI;69,2
Varones;De 25 a 54 años;Parados que buscan primer empleo;1981TIV;65,8
Varones;De 25 a 54 años;Parados que buscan primer empleo;1981TIII;63,0
Varones;De 25 a 54 años;Parados que buscan primer empleo;1981TII;58,9
Varones;De 25 a 54 años;Parados que buscan primer empleo;1981TI;53,0
Varones;De 25 a 54 años;Parados que buscan primer empleo;1980TIV;51,5
Varones;De 25 a 54 años;Parados que buscan primer empleo;1980TIII;40,8
Varones;De 25 a 54 años;Parados que buscan primer empleo;1980TII;46,9
Varones;De 25 a 54 años;Parados que buscan primer empleo;1980TI;39,9
Varones;De 25 a 54 años;Parados que buscan primer empleo;1979TIV;42,8
Varones;De 25 a 54 años;Parados que buscan primer empleo;1979TIII;36,4
Varones;De 25 a 54 años;Parados que buscan primer empleo;1979TII;36,3
Varones;De 25 a 54 años;Parados que buscan primer empleo;1979TI;36,7
Varones;De 25 a 54 años;Parados que buscan primer empleo;1978TIV;30,6
Varones;De 25 a 54 años;Parados que buscan primer empleo;1978TIII;32,2
Varones;De 25 a 54 años;Parados que buscan primer empleo;1978TII;25,9
Varones;De 25 a 54 años;Parados que buscan primer empleo;1978TI;25,7
Varones;De 25 a 54 años;Parados que buscan primer empleo;1977TIV;27,6
Varones;De 25 a 54 años;Parados que buscan primer empleo;1977TIII;26,8
Varones;De 25 a 54 años;Parados que buscan primer empleo;1977TII;25,5
Varones;De 25 a 54 años;Parados que buscan primer empleo;1977TI;24,9
Varones;De 25 a 54 años;Parados que buscan primer empleo;1976TIV;22,7
Varones;De 25 a 54 años;Parados que buscan primer empleo;1976TIII;19,9
Varones;De 25 a 54 años;Inactivos;1995TIV;590,6
Varones;De 25 a 54 años;Inactivos;1995TIII;566,9
Varones;De 25 a 54 años;Inactivos;1995TII;568,1
Varones;De 25 a 54 años;Inactivos;1995TI;580,6
Varones;De 25 a 54 años;Inactivos;1994TIV;560,1
Varones;De 25 a 54 años;Inactivos;1994TIII;560,8
Varones;De 25 a 54 años;Inactivos;1994TII;545,4
Varones;De 25 a 54 años;Inactivos;1994TI;528,3
Varones;De 25 a 54 años;Inactivos;1993TIV;519,4
Varones;De 25 a 54 años;Inactivos;1993TIII;519,8
Varones;De 25 a 54 años;Inactivos;1993TII;526,4
Varones;De 25 a 54 años;Inactivos;1993TI;553,5
Varones;De 25 a 54 años;Inactivos;1992TIV;533,8
Varones;De 25 a 54 años;Inactivos;1992TIII;526,8
Varones;De 25 a 54 años;Inactivos;1992TII;539,4
Varones;De 25 a 54 años;Inactivos;1992TI;523,4
Varones;De 25 a 54 años;Inactivos;1991TIV;462,9
Varones;De 25 a 54 años;Inactivos;1991TIII;421,8
Varones;De 25 a 54 años;Inactivos;1991TII;425,5
Varones;De 25 a 54 años;Inactivos;1991TI;426,4
Varones;De 25 a 54 años;Inactivos;1990TIV;409,9
Varones;De 25 a 54 años;Inactivos;1990TIII;414,0
Varones;De 25 a 54 años;Inactivos;1990TII;427,6
Varones;De 25 a 54 años;Inactivos;1990TI;420,9
Varones;De 25 a 54 años;Inactivos;1989TIV;437,5
Varones;De 25 a 54 años;Inactivos;1989TIII;441,5
Varones;De 25 a 54 años;Inactivos;1989TII;443,8
Varones;De 25 a 54 años;Inactivos;1989TI;435,5
Varones;De 25 a 54 años;Inactivos;1988TIV;423,6
Varones;De 25 a 54 años;Inactivos;1988TIII;428,2
Varones;De 25 a 54 años;Inactivos;1988TII;421,9
Varones;De 25 a 54 años;Inactivos;1988TI;422,4
Varones;De 25 a 54 años;Inactivos;1987TIV;420,1
Varones;De 25 a 54 años;Inactivos;1987TIII;434,8
Varones;De 25 a 54 años;Inactivos;1987TII;439,0
Varones;De 25 a 54 años;Inactivos;1987TI;407,9
Varones;De 25 a 54 años;Inactivos;1986TIV;396,0
Varones;De 25 a 54 años;Inactivos;1986TIII;396,0
Varones;De 25 a 54 años;Inactivos;1986TII;385,1
Varones;De 25 a 54 años;Inactivos;1986TI;391,4
Varones;De 25 a 54 años;Inactivos;1985TIV;401,1
Varones;De 25 a 54 años;Inactivos;1985TIII;399,4
Varones;De 25 a 54 años;Inactivos;1985TII;386,6
Varones;De 25 a 54 años;Inactivos;1985TI;384,8
Varones;De 25 a 54 años;Inactivos;1984TIV;387,8
Varones;De 25 a 54 años;Inactivos;1984TIII;386,8
Varones;De 25 a 54 años;Inactivos;1984TII;381,5
Varones;De 25 a 54 años;Inactivos;1984TI;376,4
Varones;De 25 a 54 años;Inactivos;1983TIV;370,0
Varones;De 25 a 54 años;Inactivos;1983TIII;364,6
Varones;De 25 a 54 años;Inactivos;1983TII;366,8
Varones;De 25 a 54 años;Inactivos;1983TI;364,4
Varones;De 25 a 54 años;Inactivos;1982TIV;365,7
Varones;De 25 a 54 años;Inactivos;1982TIII;351,6
Varones;De 25 a 54 años;Inactivos;1982TII;344,7
Varones;De 25 a 54 años;Inactivos;1982TI;346,3
Varones;De 25 a 54 años;Inactivos;1981TIV;339,3
Varones;De 25 a 54 años;Inactivos;1981TIII;342,6
Varones;De 25 a 54 años;Inactivos;1981TII;341,5
Varones;De 25 a 54 años;Inactivos;1981TI;342,6
Varones;De 25 a 54 años;Inactivos;1980TIV;342,4
Varones;De 25 a 54 años;Inactivos;1980TIII;332,9
Varones;De 25 a 54 años;Inactivos;1980TII;323,8
Varones;De 25 a 54 años;Inactivos;1980TI;304,8
Varones;De 25 a 54 años;Inactivos;1979TIV;288,9
Varones;De 25 a 54 años;Inactivos;1979TIII;288,1
Varones;De 25 a 54 años;Inactivos;1979TII;293,5
Varones;De 25 a 54 años;Inactivos;1979TI;281,6
Varones;De 25 a 54 años;Inactivos;1978TIV;284,9
Varones;De 25 a 54 años;Inactivos;1978TIII;268,1
Varones;De 25 a 54 años;Inactivos;1978TII;278,4
Varones;De 25 a 54 años;Inactivos;1978TI;264,6
Varones;De 25 a 54 años;Inactivos;1977TIV;261,3
Varones;De 25 a 54 años;Inactivos;1977TIII;248,2
Varones;De 25 a 54 años;Inactivos;1977TII;252,1
Varones;De 25 a 54 años;Inactivos;1977TI;254,3
Varones;De 25 a 54 años;Inactivos;1976TIV;257,8
Varones;De 25 a 54 años;Inactivos;1976TIII;247,8
Varones;De 55 y más años;Población de 16 y más años;1995TIV;4.419,7
Varones;De 55 y más años;Población de 16 y más años;1995TIII;4.413,4
Varones;De 55 y más años;Población de 16 y más años;1995TII;4.407,1
Varones;De 55 y más años;Población de 16 y más años;1995TI;4.400,9
Varones;De 55 y más años;Población de 16 y más años;1994TIV;4.394,9
Varones;De 55 y más años;Población de 16 y más años;1994TIII;4.389,0
Varones;De 55 y más años;Población de 16 y más años;1994TII;4.383,2
Varones;De 55 y más años;Población de 16 y más años;1994TI;4.377,4
Varones;De 55 y más años;Población de 16 y más años;1993TIV;4.370,8
Varones;De 55 y más años;Población de 16 y más años;1993TIII;4.362,7
Varones;De 55 y más años;Población de 16 y más años;1993TII;4.354,6
Varones;De 55 y más años;Población de 16 y más años;1993TI;4.346,4
Varones;De 55 y más años;Población de 16 y más años;1992TIV;4.338,3
Varones;De 55 y más años;Población de 16 y más años;1992TIII;4.330,2
Varones;De 55 y más años;Población de 16 y más años;1992TII;4.322,0
Varones;De 55 y más años;Población de 16 y más años;1992TI;4.313,8
Varones;De 55 y más años;Población de 16 y más años;1991TIV;4.303,5
Varones;De 55 y más años;Población de 16 y más años;1991TIII;4.290,8
Varones;De 55 y más años;Población de 16 y más años;1991TII;4.278,4
Varones;De 55 y más años;Población de 16 y más años;1991TI;4.265,8
Varones;De 55 y más años;Población de 16 y más años;1990TIV;4.264,8
Varones;De 55 y más años;Población de 16 y más años;1990TIII;4.251,2
Varones;De 55 y más años;Población de 16 y más años;1990TII;4.237,8
Varones;De 55 y más años;Población de 16 y más años;1990TI;4.224,1
Varones;De 55 y más años;Población de 16 y más años;1989TIV;4.209,4
Varones;De 55 y más años;Población de 16 y más años;1989TIII;4.186,5
Varones;De 55 y más años;Población de 16 y más años;1989TII;4.163,6
Varones;De 55 y más años;Población de 16 y más años;1989TI;4.140,8
Varones;De 55 y más años;Población de 16 y más años;1988TIV;4.117,8
Varones;De 55 y más años;Población de 16 y más años;1988TIII;4.094,2
Varones;De 55 y más años;Población de 16 y más años;1988TII;4.070,6
Varones;De 55 y más años;Población de 16 y más años;1988TI;4.036,4
Varones;De 55 y más años;Población de 16 y más años;1987TIV;4.012,5
Varones;De 55 y más años;Población de 16 y más años;1987TIII;3.988,2
Varones;De 55 y más años;Población de 16 y más años;1987TII;3.963,8
Varones;De 55 y más años;Población de 16 y más años;1987TI;3.937,4
Varones;De 55 y más años;Población de 16 y más años;1986TIV;3.912,4
Varones;De 55 y más años;Población de 16 y más años;1986TIII;3.885,8
Varones;De 55 y más años;Población de 16 y más años;1986TII;3.862,0
Varones;De 55 y más años;Población de 16 y más años;1986TI;3.839,4
Varones;De 55 y más años;Población de 16 y más años;1985TIV;3.820,1
Varones;De 55 y más años;Población de 16 y más años;1985TIII;3.795,5
Varones;De 55 y más años;Población de 16 y más años;1985TII;3.772,7
Varones;De 55 y más años;Población de 16 y más años;1985TI;3.744,9
Varones;De 55 y más años;Población de 16 y más años;1984TIV;3.721,0
Varones;De 55 y más años;Población de 16 y más años;1984TIII;3.697,0
Varones;De 55 y más años;Población de 16 y más años;1984TII;3.673,1
Varones;De 55 y más años;Población de 16 y más años;1984TI;3.651,6
Varones;De 55 y más años;Población de 16 y más años;1983TIV;3.626,5
Varones;De 55 y más años;Población de 16 y más años;1983TIII;3.602,8
Varones;De 55 y más años;Población de 16 y más años;1983TII;3.579,8
Varones;De 55 y más años;Población de 16 y más años;1983TI;3.557,9
Varones;De 55 y más años;Población de 16 y más años;1982TIV;3.537,2
Varones;De 55 y más años;Población de 16 y más años;1982TIII;3.511,9
Varones;De 55 y más años;Población de 16 y más años;1982TII;3.490,2
Varones;De 55 y más años;Población de 16 y más años;1982TI;3.469,3
Varones;De 55 y más años;Población de 16 y más años;1981TIV;3.444,0
Varones;De 55 y más años;Población de 16 y más años;1981TIII;3.424,7
Varones;De 55 y más años;Población de 16 y más años;1981TII;3.402,2
Varones;De 55 y más años;Población de 16 y más años;1981TI;3.382,7
Varones;De 55 y más años;Población de 16 y más años;1980TIV;3.375,0
Varones;De 55 y más años;Población de 16 y más años;1980TIII;3.354,7
Varones;De 55 y más años;Población de 16 y más años;1980TII;3.334,3
Varones;De 55 y más años;Población de 16 y más años;1980TI;3.314,6
Varones;De 55 y más años;Población de 16 y más años;1979TIV;3.295,0
Varones;De 55 y más años;Población de 16 y más años;1979TIII;3.278,3
Varones;De 55 y más años;Población de 16 y más años;1979TII;3.258,6
Varones;De 55 y más años;Población de 16 y más años;1979TI;3.240,0
Varones;De 55 y más años;Población de 16 y más años;1978TIV;3.221,5
Varones;De 55 y más años;Población de 16 y más años;1978TIII;3.204,0
