Sexo;Edad;Estado civil;Periodo;Total
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2011T4;231,6
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2011T3;225,8
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2011T2;228,6
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2011T1;234,2
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2010T4;231
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2010T3;227,2
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2010T2;233,7
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2010T1;227,7
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2009T4;234,8
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2009T3;234,7
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2009T2;224,3
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2009T1;222,4
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2008T4;217,4
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2008T3;213,7
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2008T2;212,4
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2008T1;211,5
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2007T4;209,2
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2007T3;199,4
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2007T2;199,3
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2007T1;197,4
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2006T4;192,3
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2006T3;194,1
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2006T2;184,6
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2006T1;176,8
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2005T4;183,6
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2005T3;185,4
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2005T2;180,7
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2005T1;174,7
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2004T4;173,7
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2004T3;170,4
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2004T2;175,6
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2004T1;184,3
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2003T4;181,4
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2003T3;175,3
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2003T2;172
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2003T1;173,5
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2002T4;169,7
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2002T3;174,4
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2002T2;163,3
Ambos sexos;De 55 a 59 años;Solteros/Solteras;2002T1;168,6
Ambos sexos;De 55 a 59 años;Casados/Casadas;2025T4;2.530,5
Ambos sexos;De 55 a 59 años;Casados/Casadas;2025T3;2.524,1
Ambos sexos;De 55 a 59 años;Casados/Casadas;2025T2;2.523,5
Ambos sexos;De 55 a 59 años;Casados/Casadas;2025T1;2.521,4
Ambos sexos;De 55 a 59 años;Casados/Casadas;2024T4;2.519,2
Ambos sexos;De 55 a 59 años;Casados/Casadas;2024T3;2.504,5
Ambos sexos;De 55 a 59 años;Casados/Casadas;2024T2;2.527,5
Ambos sexos;De 55 a 59 años;Casados/Casadas;2024T1;2.535,2
Ambos sexos;De 55 a 59 años;Casados/Casadas;2023T4;2.533,5
Ambos sexos;De 55 a 59 años;Casados/Casadas;2023T3;2.541,1
Ambos sexos;De 55 a 59 años;Casados/Casadas;2023T2;2.542,7
Ambos sexos;De 55 a 59 años;Casados/Casadas;2023T1;2.543,2
Ambos sexos;De 55 a 59 años;Casados/Casadas;2022T4;2.540,4
Ambos sexos;De 55 a 59 años;Casados/Casadas;2022T3;2.490,9
Ambos sexos;De 55 a 59 años;Casados/Casadas;2022T2;2.480,7
Ambos sexos;De 55 a 59 años;Casados/Casadas;2022T1;2.453,2
Ambos sexos;De 55 a 59 años;Casados/Casadas;2021T4;2.437,8
Ambos sexos;De 55 a 59 años;Casados/Casadas;2021T3;2.443,1
Ambos sexos;De 55 a 59 años;Casados/Casadas;2021T2;2.446
Ambos sexos;De 55 a 59 años;Casados/Casadas;2021T1;2.434,9
Ambos sexos;De 55 a 59 años;Casados/Casadas;2020T4;2.412,6
Ambos sexos;De 55 a 59 años;Casados/Casadas;2020T3;2.399,1
Ambos sexos;De 55 a 59 años;Casados/Casadas;2020T2;2.398,5
Ambos sexos;De 55 a 59 años;Casados/Casadas;2020T1;2.392,8
Ambos sexos;De 55 a 59 años;Casados/Casadas;2019T4;2.372,9
Ambos sexos;De 55 a 59 años;Casados/Casadas;2019T3;2.373,2
Ambos sexos;De 55 a 59 años;Casados/Casadas;2019T2;2.380,4
Ambos sexos;De 55 a 59 años;Casados/Casadas;2019T1;2.370,5
Ambos sexos;De 55 a 59 años;Casados/Casadas;2018T4;2.351,3
Ambos sexos;De 55 a 59 años;Casados/Casadas;2018T3;2.326,5
Ambos sexos;De 55 a 59 años;Casados/Casadas;2018T2;2.327,7
Ambos sexos;De 55 a 59 años;Casados/Casadas;2018T1;2.321,4
Ambos sexos;De 55 a 59 años;Casados/Casadas;2017T4;2.314,7
Ambos sexos;De 55 a 59 años;Casados/Casadas;2017T3;2.298,3
Ambos sexos;De 55 a 59 años;Casados/Casadas;2017T2;2.297
Ambos sexos;De 55 a 59 años;Casados/Casadas;2017T1;2.299,4
Ambos sexos;De 55 a 59 años;Casados/Casadas;2016T4;2.289,1
Ambos sexos;De 55 a 59 años;Casados/Casadas;2016T3;2.274,8
Ambos sexos;De 55 a 59 años;Casados/Casadas;2016T2;2.280,9
Ambos sexos;De 55 a 59 años;Casados/Casadas;2016T1;2.274,3
Ambos sexos;De 55 a 59 años;Casados/Casadas;2015T4;2.260,6
Ambos sexos;De 55 a 59 años;Casados/Casadas;2015T3;2.230,2
Ambos sexos;De 55 a 59 años;Casados/Casadas;2015T2;2.225,4
Ambos sexos;De 55 a 59 años;Casados/Casadas;2015T1;2.217
Ambos sexos;De 55 a 59 años;Casados/Casadas;2014T4;2.190,6
Ambos sexos;De 55 a 59 años;Casados/Casadas;2014T3;2.171
Ambos sexos;De 55 a 59 años;Casados/Casadas;2014T2;2.165,9
Ambos sexos;De 55 a 59 años;Casados/Casadas;2014T1;2.165,1
Ambos sexos;De 55 a 59 años;Casados/Casadas;2013T4;2.156,5
Ambos sexos;De 55 a 59 años;Casados/Casadas;2013T3;2.126,9
Ambos sexos;De 55 a 59 años;Casados/Casadas;2013T2;2.114,9
Ambos sexos;De 55 a 59 años;Casados/Casadas;2013T1;2.107,7
Ambos sexos;De 55 a 59 años;Casados/Casadas;2012T4;2.094
Ambos sexos;De 55 a 59 años;Casados/Casadas;2012T3;2.090,3
Ambos sexos;De 55 a 59 años;Casados/Casadas;2012T2;2.099,3
Ambos sexos;De 55 a 59 años;Casados/Casadas;2012T1;2.075,6
Ambos sexos;De 55 a 59 años;Casados/Casadas;2011T4;2.057,6
Ambos sexos;De 55 a 59 años;Casados/Casadas;2011T3;2.051,3
Ambos sexos;De 55 a 59 años;Casados/Casadas;2011T2;2.061,3
Ambos sexos;De 55 a 59 años;Casados/Casadas;2011T1;2.040,2
Ambos sexos;De 55 a 59 años;Casados/Casadas;2010T4;2.034,8
Ambos sexos;De 55 a 59 años;Casados/Casadas;2010T3;2.024,8
Ambos sexos;De 55 a 59 años;Casados/Casadas;2010T2;2.007,3
Ambos sexos;De 55 a 59 años;Casados/Casadas;2010T1;1.996,4
Ambos sexos;De 55 a 59 años;Casados/Casadas;2009T4;1.991,8
Ambos sexos;De 55 a 59 años;Casados/Casadas;2009T3;1.980,4
Ambos sexos;De 55 a 59 años;Casados/Casadas;2009T2;1.980,9
Ambos sexos;De 55 a 59 años;Casados/Casadas;2009T1;1.992,4
Ambos sexos;De 55 a 59 años;Casados/Casadas;2008T4;2.001,3
Ambos sexos;De 55 a 59 años;Casados/Casadas;2008T3;1.993,2
Ambos sexos;De 55 a 59 años;Casados/Casadas;2008T2;1.998,5
Ambos sexos;De 55 a 59 años;Casados/Casadas;2008T1;2.005
Ambos sexos;De 55 a 59 años;Casados/Casadas;2007T4;2.018,3
Ambos sexos;De 55 a 59 años;Casados/Casadas;2007T3;2.013,4
Ambos sexos;De 55 a 59 años;Casados/Casadas;2007T2;2.007,8
Ambos sexos;De 55 a 59 años;Casados/Casadas;2007T1;2.008,2
Ambos sexos;De 55 a 59 años;Casados/Casadas;2006T4;1.991,5
Ambos sexos;De 55 a 59 años;Casados/Casadas;2006T3;1.974,7
Ambos sexos;De 55 a 59 años;Casados/Casadas;2006T2;1.970,9
Ambos sexos;De 55 a 59 años;Casados/Casadas;2006T1;1.972,2
Ambos sexos;De 55 a 59 años;Casados/Casadas;2005T4;1.952,1
Ambos sexos;De 55 a 59 años;Casados/Casadas;2005T3;1.960,2
Ambos sexos;De 55 a 59 años;Casados/Casadas;2005T2;1.959,5
Ambos sexos;De 55 a 59 años;Casados/Casadas;2005T1;1.971
Ambos sexos;De 55 a 59 años;Casados/Casadas;2004T4;1.976,9
Ambos sexos;De 55 a 59 años;Casados/Casadas;2004T3;1.978,2
Ambos sexos;De 55 a 59 años;Casados/Casadas;2004T2;1.961
Ambos sexos;De 55 a 59 años;Casados/Casadas;2004T1;1.938,1
Ambos sexos;De 55 a 59 años;Casados/Casadas;2003T4;1.932,3
Ambos sexos;De 55 a 59 años;Casados/Casadas;2003T3;1.925,4
Ambos sexos;De 55 a 59 años;Casados/Casadas;2003T2;1.901
Ambos sexos;De 55 a 59 años;Casados/Casadas;2003T1;1.884,8
Ambos sexos;De 55 a 59 años;Casados/Casadas;2002T4;1.873,9
Ambos sexos;De 55 a 59 años;Casados/Casadas;2002T3;1.843,5
Ambos sexos;De 55 a 59 años;Casados/Casadas;2002T2;1.841,1
Ambos sexos;De 55 a 59 años;Casados/Casadas;2002T1;1.825,5
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2025T4;87,6
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2025T3;89,7
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2025T2;90,9
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2025T1;99,3
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2024T4;106,6
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2024T3;105,5
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2024T2;113,5
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2024T1;109,3
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2023T4;97,1
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2023T3;104,3
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2023T2;113,2
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2023T1;112,3
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2022T4;119,5
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2022T3;124,6
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2022T2;119,3
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2022T1;119,7
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2021T4;120,4
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2021T3;121,3
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2021T2;121,1
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2021T1;110,6
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2020T4;125,7
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2020T3;121,8
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2020T2;130,5
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2020T1;129,6
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2019T4;137,4
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2019T3;134,5
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2019T2;132,3
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2019T1;128,6
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2018T4;129,4
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2018T3;132,4
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2018T2;132,5
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2018T1;132,2
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2017T4;131,8
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2017T3;132,1
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2017T2;134,1
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2017T1;129,3
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2016T4;137,2
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2016T3;136,4
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2016T2;137
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2016T1;141,8
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2015T4;154,6
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2015T3;149,5
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2015T2;143,7
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2015T1;138
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2014T4;137,6
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2014T3;137,3
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2014T2;138,9
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2014T1;142,5
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2013T4;141
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2013T3;148,2
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2013T2;144
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2013T1;145,4
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2012T4;144,4
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2012T3;144,8
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2012T2;139,1
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2012T1;151,1
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2011T4;154,8
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2011T3;151,3
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2011T2;143,6
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2011T1;148
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2010T4;154
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2010T3;148,1
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2010T2;138,3
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2010T1;129,1
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2009T4;125,4
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2009T3;127,1
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2009T2;134,4
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2009T1;129,7
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2008T4;129,6
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2008T3;140,6
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2008T2;142,1
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2008T1;145,1
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2007T4;137,6
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2007T3;140,1
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2007T2;133,2
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2007T1;133,8
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2006T4;140
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2006T3;144,1
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2006T2;138,8
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2006T1;138,8
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2005T4;153,1
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2005T3;152,1
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2005T2;156,3
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2005T1;149,4
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2004T4;153,5
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2004T3;154,1
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2004T2;150,7
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2004T1;149,9
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2003T4;150,2
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2003T3;151,7
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2003T2;151,7
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2003T1;146,7
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2002T4;146,6
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2002T3;146,8
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2002T2;148,1
Ambos sexos;De 55 a 59 años;Viudos/Viudas;2002T1;141,9
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2025T4;474,7
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2025T3;473,2
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2025T2;476,8
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2025T1;490,7
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2024T4;481,3
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2024T3;497,8
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2024T2;494,5
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2024T1;482,5
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2023T4;484,2
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2023T3;466,7
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2023T2;449,8
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2023T1;424,1
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2022T4;421,2
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2022T3;431,4
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2022T2;415,3
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2022T1;429,5
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2021T4;421,4
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2021T3;425,6
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2021T2;420,1
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2021T1;419,1
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2020T4;423,2
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2020T3;430
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2020T2;411
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2020T1;414,8
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2019T4;411,5
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2019T3;401,4
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2019T2;384,2
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2019T1;381,5
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2018T4;385,3
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2018T3;393,4
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2018T2;377
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2018T1;368,8
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2017T4;368,8
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2017T3;369,7
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2017T2;364,2
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2017T1;365,8
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2016T4;351,7
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2016T3;356,9
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2016T2;355,6
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2016T1;343,4
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2015T4;325,5
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2015T3;323,1
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2015T2;311,4
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2015T1;303,1
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2014T4;294,2
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2014T3;300,2
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2014T2;300,6
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2014T1;291,5
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2013T4;283,9
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2013T3;287,2
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2013T2;284
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2013T1;265,3
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2012T4;273
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2012T3;269,7
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2012T2;257,3
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2012T1;255
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2011T4;257,7
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2011T3;254,9
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2011T2;229,8
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2011T1;222,1
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2010T4;207,5
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2010T3;210,6
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2010T2;213,2
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2010T1;222,9
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2009T4;213,1
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2009T3;216
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2009T2;212,7
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2009T1;202,1
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2008T4;194,9
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2008T3;194,6
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2008T2;187
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2008T1;176,9
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2007T4;166,7
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2007T3;165,5
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2007T2;164,4
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2007T1;152,2
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2006T4;155,6
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2006T3;155,7
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2006T2;164
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2006T1;160,8
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2005T4;154,8
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2005T3;144,6
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2005T2;144,7
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2005T1;144,1
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2004T4;128,9
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2004T3;117
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2004T2;120,2
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2004T1;123
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2003T4;116,6
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2003T3;108,8
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2003T2;117,6
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2003T1;118,6
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2002T4;112,5
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2002T3;114,7
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2002T2;104,1
Ambos sexos;De 55 a 59 años;Separados/Separadas o Divorciados/Divorciadas;2002T1;98
Ambos sexos;De 60 a 64 años;Total;2025T4;3.373,8
Ambos sexos;De 60 a 64 años;Total;2025T3;3.355,1
Ambos sexos;De 60 a 64 años;Total;2025T2;3.337,6
Ambos sexos;De 60 a 64 años;Total;2025T1;3.320
Ambos sexos;De 60 a 64 años;Total;2024T4;3.298,8
Ambos sexos;De 60 a 64 años;Total;2024T3;3.273,8
Ambos sexos;De 60 a 64 años;Total;2024T2;3.250,9
Ambos sexos;De 60 a 64 años;Total;2024T1;3.227,9
Ambos sexos;De 60 a 64 años;Total;2023T4;3.208,3
Ambos sexos;De 60 a 64 años;Total;2023T3;3.189,7
Ambos sexos;De 60 a 64 años;Total;2023T2;3.171,1
Ambos sexos;De 60 a 64 años;Total;2023T1;3.151,6
Ambos sexos;De 60 a 64 años;Total;2022T4;3.132,9
Ambos sexos;De 60 a 64 años;Total;2022T3;3.115,3
Ambos sexos;De 60 a 64 años;Total;2022T2;3.099,1
Ambos sexos;De 60 a 64 años;Total;2022T1;3.081,4
Ambos sexos;De 60 a 64 años;Total;2021T4;3.062,7
Ambos sexos;De 60 a 64 años;Total;2021T3;3.041
Ambos sexos;De 60 a 64 años;Total;2021T2;3.020,3
Ambos sexos;De 60 a 64 años;Total;2021T1;3.002,2
