Sexo;Edad;Estado civil;Periodo;Total
Mujeres;De 20 a 24 años;Total;2012T4;1.203,3
Mujeres;De 20 a 24 años;Total;2012T3;1.208,6
Mujeres;De 20 a 24 años;Total;2012T2;1.216,2
Mujeres;De 20 a 24 años;Total;2012T1;1.224,8
Mujeres;De 20 a 24 años;Total;2011T4;1.232,2
Mujeres;De 20 a 24 años;Total;2011T3;1.238,9
Mujeres;De 20 a 24 años;Total;2011T2;1.247,7
Mujeres;De 20 a 24 años;Total;2011T1;1.256
Mujeres;De 20 a 24 años;Total;2010T4;1.265,6
Mujeres;De 20 a 24 años;Total;2010T3;1.273,6
Mujeres;De 20 a 24 años;Total;2010T2;1.284
Mujeres;De 20 a 24 años;Total;2010T1;1.294,4
Mujeres;De 20 a 24 años;Total;2009T4;1.305,7
Mujeres;De 20 a 24 años;Total;2009T3;1.314,9
Mujeres;De 20 a 24 años;Total;2009T2;1.327,1
Mujeres;De 20 a 24 años;Total;2009T1;1.337,1
Mujeres;De 20 a 24 años;Total;2008T4;1.347,4
Mujeres;De 20 a 24 años;Total;2008T3;1.355
Mujeres;De 20 a 24 años;Total;2008T2;1.362,7
Mujeres;De 20 a 24 años;Total;2008T1;1.368,5
Mujeres;De 20 a 24 años;Total;2007T4;1.374,9
Mujeres;De 20 a 24 años;Total;2007T3;1.377,1
Mujeres;De 20 a 24 años;Total;2007T2;1.382,5
Mujeres;De 20 a 24 años;Total;2007T1;1.386,5
Mujeres;De 20 a 24 años;Total;2006T4;1.388,6
Mujeres;De 20 a 24 años;Total;2006T3;1.392,9
Mujeres;De 20 a 24 años;Total;2006T2;1.399,9
Mujeres;De 20 a 24 años;Total;2006T1;1.408,3
Mujeres;De 20 a 24 años;Total;2005T4;1.418,5
Mujeres;De 20 a 24 años;Total;2005T3;1.429
Mujeres;De 20 a 24 años;Total;2005T2;1.441,7
Mujeres;De 20 a 24 años;Total;2005T1;1.450,3
Mujeres;De 20 a 24 años;Total;2004T4;1.455,7
Mujeres;De 20 a 24 años;Total;2004T3;1.461,8
Mujeres;De 20 a 24 años;Total;2004T2;1.472,5
Mujeres;De 20 a 24 años;Total;2004T1;1.483,2
Mujeres;De 20 a 24 años;Total;2003T4;1.495,1
Mujeres;De 20 a 24 años;Total;2003T3;1.505,4
Mujeres;De 20 a 24 años;Total;2003T2;1.516,6
Mujeres;De 20 a 24 años;Total;2003T1;1.525,8
Mujeres;De 20 a 24 años;Total;2002T4;1.533,5
Mujeres;De 20 a 24 años;Total;2002T3;1.539
Mujeres;De 20 a 24 años;Total;2002T2;1.545,4
Mujeres;De 20 a 24 años;Total;2002T1;1.551,2
Mujeres;De 20 a 24 años;Solteros/Solteras;2025T4;1.294,3
Mujeres;De 20 a 24 años;Solteros/Solteras;2025T3;1.275,3
Mujeres;De 20 a 24 años;Solteros/Solteras;2025T2;1.270,8
Mujeres;De 20 a 24 años;Solteros/Solteras;2025T1;1.271,9
Mujeres;De 20 a 24 años;Solteros/Solteras;2024T4;1.259
Mujeres;De 20 a 24 años;Solteros/Solteras;2024T3;1.241
Mujeres;De 20 a 24 años;Solteros/Solteras;2024T2;1.237,3
Mujeres;De 20 a 24 años;Solteros/Solteras;2024T1;1.222,9
Mujeres;De 20 a 24 años;Solteros/Solteras;2023T4;1.218,6
Mujeres;De 20 a 24 años;Solteros/Solteras;2023T3;1.199,1
Mujeres;De 20 a 24 años;Solteros/Solteras;2023T2;1.185,9
Mujeres;De 20 a 24 años;Solteros/Solteras;2023T1;1.177,6
Mujeres;De 20 a 24 años;Solteros/Solteras;2022T4;1.165,2
Mujeres;De 20 a 24 años;Solteros/Solteras;2022T3;1.159,1
Mujeres;De 20 a 24 años;Solteros/Solteras;2022T2;1.153,2
Mujeres;De 20 a 24 años;Solteros/Solteras;2022T1;1.139,5
Mujeres;De 20 a 24 años;Solteros/Solteras;2021T4;1.139,4
Mujeres;De 20 a 24 años;Solteros/Solteras;2021T3;1.127,5
Mujeres;De 20 a 24 años;Solteros/Solteras;2021T2;1.125,5
Mujeres;De 20 a 24 años;Solteros/Solteras;2021T1;1.126,3
Mujeres;De 20 a 24 años;Solteros/Solteras;2020T4;1.121,7
Mujeres;De 20 a 24 años;Solteros/Solteras;2020T3;1.111,2
Mujeres;De 20 a 24 años;Solteros/Solteras;2020T2;1.110,4
Mujeres;De 20 a 24 años;Solteros/Solteras;2020T1;1.099,8
Mujeres;De 20 a 24 años;Solteros/Solteras;2019T4;1.099,3
Mujeres;De 20 a 24 años;Solteros/Solteras;2019T3;1.082,1
Mujeres;De 20 a 24 años;Solteros/Solteras;2019T2;1.079,7
Mujeres;De 20 a 24 años;Solteros/Solteras;2019T1;1.075,3
Mujeres;De 20 a 24 años;Solteros/Solteras;2018T4;1.069,7
Mujeres;De 20 a 24 años;Solteros/Solteras;2018T3;1.067
Mujeres;De 20 a 24 años;Solteros/Solteras;2018T2;1.066,5
Mujeres;De 20 a 24 años;Solteros/Solteras;2018T1;1.066,6
Mujeres;De 20 a 24 años;Solteros/Solteras;2017T4;1.061,3
Mujeres;De 20 a 24 años;Solteros/Solteras;2017T3;1.058,3
Mujeres;De 20 a 24 años;Solteros/Solteras;2017T2;1.053,9
Mujeres;De 20 a 24 años;Solteros/Solteras;2017T1;1.053,2
Mujeres;De 20 a 24 años;Solteros/Solteras;2016T4;1.049,2
Mujeres;De 20 a 24 años;Solteros/Solteras;2016T3;1.053,6
Mujeres;De 20 a 24 años;Solteros/Solteras;2016T2;1.058,1
Mujeres;De 20 a 24 años;Solteros/Solteras;2016T1;1.055,8
Mujeres;De 20 a 24 años;Solteros/Solteras;2015T4;1.059
Mujeres;De 20 a 24 años;Solteros/Solteras;2015T3;1.077,9
Mujeres;De 20 a 24 años;Solteros/Solteras;2015T2;1.079,3
Mujeres;De 20 a 24 años;Solteros/Solteras;2015T1;1.083,7
Mujeres;De 20 a 24 años;Solteros/Solteras;2014T4;1.085,6
Mujeres;De 20 a 24 años;Solteros/Solteras;2014T3;1.090,4
Mujeres;De 20 a 24 años;Solteros/Solteras;2014T2;1.093
Mujeres;De 20 a 24 años;Solteros/Solteras;2014T1;1.089,2
Mujeres;De 20 a 24 años;Solteros/Solteras;2013T4;1.101
Mujeres;De 20 a 24 años;Solteros/Solteras;2013T3;1.112,7
Mujeres;De 20 a 24 años;Solteros/Solteras;2013T2;1.116,7
Mujeres;De 20 a 24 años;Solteros/Solteras;2013T1;1.115,9
Mujeres;De 20 a 24 años;Solteros/Solteras;2012T4;1.114
Mujeres;De 20 a 24 años;Solteros/Solteras;2012T3;1.119
Mujeres;De 20 a 24 años;Solteros/Solteras;2012T2;1.129,9
Mujeres;De 20 a 24 años;Solteros/Solteras;2012T1;1.139,6
Mujeres;De 20 a 24 años;Solteros/Solteras;2011T4;1.143,5
Mujeres;De 20 a 24 años;Solteros/Solteras;2011T3;1.143,1
Mujeres;De 20 a 24 años;Solteros/Solteras;2011T2;1.149,9
Mujeres;De 20 a 24 años;Solteros/Solteras;2011T1;1.150,2
Mujeres;De 20 a 24 años;Solteros/Solteras;2010T4;1.151,9
