Sexo;Nivel de formación alcanzado;Edad;Periodo;Total
Ambos sexos;Educación primaria;De 20 a 24 años;2018T1;79,9
Ambos sexos;Educación primaria;De 20 a 24 años;2017T4;72,6
Ambos sexos;Educación primaria;De 20 a 24 años;2017T3;73,9
Ambos sexos;Educación primaria;De 20 a 24 años;2017T2;71,2
Ambos sexos;Educación primaria;De 20 a 24 años;2017T1;81,9
Ambos sexos;Educación primaria;De 20 a 24 años;2016T4;83,3
Ambos sexos;Educación primaria;De 20 a 24 años;2016T3;92,7
Ambos sexos;Educación primaria;De 20 a 24 años;2016T2;98,1
Ambos sexos;Educación primaria;De 20 a 24 años;2016T1;106,5
Ambos sexos;Educación primaria;De 20 a 24 años;2015T4;103,7
Ambos sexos;Educación primaria;De 20 a 24 años;2015T3;107,8
Ambos sexos;Educación primaria;De 20 a 24 años;2015T2;121,2
Ambos sexos;Educación primaria;De 20 a 24 años;2015T1;128,7
Ambos sexos;Educación primaria;De 20 a 24 años;2014T4;144,9
Ambos sexos;Educación primaria;De 20 a 24 años;2014T3;146,8
Ambos sexos;Educación primaria;De 20 a 24 años;2014T2;147,5
Ambos sexos;Educación primaria;De 20 a 24 años;2014T1;148,8
Ambos sexos;Educación primaria;De 25 a 29 años;2025T4;82,7
Ambos sexos;Educación primaria;De 25 a 29 años;2025T3;84,8
Ambos sexos;Educación primaria;De 25 a 29 años;2025T2;84,3
Ambos sexos;Educación primaria;De 25 a 29 años;2025T1;73,5
Ambos sexos;Educación primaria;De 25 a 29 años;2024T4;74,4
Ambos sexos;Educación primaria;De 25 a 29 años;2024T3;76,6
Ambos sexos;Educación primaria;De 25 a 29 años;2024T2;83,3
Ambos sexos;Educación primaria;De 25 a 29 años;2024T1;90,8
Ambos sexos;Educación primaria;De 25 a 29 años;2023T4;95,7
Ambos sexos;Educación primaria;De 25 a 29 años;2023T3;78,4
Ambos sexos;Educación primaria;De 25 a 29 años;2023T2;80,9
Ambos sexos;Educación primaria;De 25 a 29 años;2023T1;87,2
Ambos sexos;Educación primaria;De 25 a 29 años;2022T4;107,3
Ambos sexos;Educación primaria;De 25 a 29 años;2022T3;93,9
Ambos sexos;Educación primaria;De 25 a 29 años;2022T2;94,0
Ambos sexos;Educación primaria;De 25 a 29 años;2022T1;89,6
Ambos sexos;Educación primaria;De 25 a 29 años;2021T4;108,5
Ambos sexos;Educación primaria;De 25 a 29 años;2021T3;108,0
Ambos sexos;Educación primaria;De 25 a 29 años;2021T2;101,9
Ambos sexos;Educación primaria;De 25 a 29 años;2021T1;93,7
Ambos sexos;Educación primaria;De 25 a 29 años;2020T4;100,0
Ambos sexos;Educación primaria;De 25 a 29 años;2020T3;94,6
Ambos sexos;Educación primaria;De 25 a 29 años;2020T2;102,5
Ambos sexos;Educación primaria;De 25 a 29 años;2020T1;106,2
Ambos sexos;Educación primaria;De 25 a 29 años;2019T4;107,7
Ambos sexos;Educación primaria;De 25 a 29 años;2019T3;105,8
Ambos sexos;Educación primaria;De 25 a 29 años;2019T2;109,9
Ambos sexos;Educación primaria;De 25 a 29 años;2019T1;115,6
Ambos sexos;Educación primaria;De 25 a 29 años;2018T4;114,9
Ambos sexos;Educación primaria;De 25 a 29 años;2018T3;118,5
Ambos sexos;Educación primaria;De 25 a 29 años;2018T2;124,3
Ambos sexos;Educación primaria;De 25 a 29 años;2018T1;120,5
Ambos sexos;Educación primaria;De 25 a 29 años;2017T4;134,9
Ambos sexos;Educación primaria;De 25 a 29 años;2017T3;144,6
Ambos sexos;Educación primaria;De 25 a 29 años;2017T2;141,4
Ambos sexos;Educación primaria;De 25 a 29 años;2017T1;143,8
Ambos sexos;Educación primaria;De 25 a 29 años;2016T4;159,2
Ambos sexos;Educación primaria;De 25 a 29 años;2016T3;158,1
Ambos sexos;Educación primaria;De 25 a 29 años;2016T2;165,4
Ambos sexos;Educación primaria;De 25 a 29 años;2016T1;165,7
Ambos sexos;Educación primaria;De 25 a 29 años;2015T4;161,5
Ambos sexos;Educación primaria;De 25 a 29 años;2015T3;160,6
Ambos sexos;Educación primaria;De 25 a 29 años;2015T2;179,4
Ambos sexos;Educación primaria;De 25 a 29 años;2015T1;174,9
Ambos sexos;Educación primaria;De 25 a 29 años;2014T4;167,0
Ambos sexos;Educación primaria;De 25 a 29 años;2014T3;168,3
Ambos sexos;Educación primaria;De 25 a 29 años;2014T2;181,3
Ambos sexos;Educación primaria;De 25 a 29 años;2014T1;175,4
Ambos sexos;Educación primaria;De 30 a 34 años;2025T4;113,8
Ambos sexos;Educación primaria;De 30 a 34 años;2025T3;115,7
Ambos sexos;Educación primaria;De 30 a 34 años;2025T2;116,0
Ambos sexos;Educación primaria;De 30 a 34 años;2025T1;120,0
Ambos sexos;Educación primaria;De 30 a 34 años;2024T4;123,4
Ambos sexos;Educación primaria;De 30 a 34 años;2024T3;122,8
Ambos sexos;Educación primaria;De 30 a 34 años;2024T2;134,6
Ambos sexos;Educación primaria;De 30 a 34 años;2024T1;126,8
Ambos sexos;Educación primaria;De 30 a 34 años;2023T4;131,6
Ambos sexos;Educación primaria;De 30 a 34 años;2023T3;143,0
Ambos sexos;Educación primaria;De 30 a 34 años;2023T2;148,6
Ambos sexos;Educación primaria;De 30 a 34 años;2023T1;133,4
Ambos sexos;Educación primaria;De 30 a 34 años;2022T4;130,1
Ambos sexos;Educación primaria;De 30 a 34 años;2022T3;121,9
Ambos sexos;Educación primaria;De 30 a 34 años;2022T2;130,3
Ambos sexos;Educación primaria;De 30 a 34 años;2022T1;124,9
Ambos sexos;Educación primaria;De 30 a 34 años;2021T4;128,4
Ambos sexos;Educación primaria;De 30 a 34 años;2021T3;140,7
Ambos sexos;Educación primaria;De 30 a 34 años;2021T2;126,9
Ambos sexos;Educación primaria;De 30 a 34 años;2021T1;121,3
Ambos sexos;Educación primaria;De 30 a 34 años;2020T4;122,7
Ambos sexos;Educación primaria;De 30 a 34 años;2020T3;122,1
Ambos sexos;Educación primaria;De 30 a 34 años;2020T2;142,9
Ambos sexos;Educación primaria;De 30 a 34 años;2020T1;134,5
Ambos sexos;Educación primaria;De 30 a 34 años;2019T4;129,9
Ambos sexos;Educación primaria;De 30 a 34 años;2019T3;116,8
Ambos sexos;Educación primaria;De 30 a 34 años;2019T2;136,3
Ambos sexos;Educación primaria;De 30 a 34 años;2019T1;137,0
Ambos sexos;Educación primaria;De 30 a 34 años;2018T4;126,6
Ambos sexos;Educación primaria;De 30 a 34 años;2018T3;144,6
Ambos sexos;Educación primaria;De 30 a 34 años;2018T2;143,7
Ambos sexos;Educación primaria;De 30 a 34 años;2018T1;142,3
Ambos sexos;Educación primaria;De 30 a 34 años;2017T4;138,9
Ambos sexos;Educación primaria;De 30 a 34 años;2017T3;152,1
Ambos sexos;Educación primaria;De 30 a 34 años;2017T2;150,8
Ambos sexos;Educación primaria;De 30 a 34 años;2017T1;142,0
Ambos sexos;Educación primaria;De 30 a 34 años;2016T4;153,0
Ambos sexos;Educación primaria;De 30 a 34 años;2016T3;158,8
Ambos sexos;Educación primaria;De 30 a 34 años;2016T2;161,9
Ambos sexos;Educación primaria;De 30 a 34 años;2016T1;156,2
Ambos sexos;Educación primaria;De 30 a 34 años;2015T4;155,6
Ambos sexos;Educación primaria;De 30 a 34 años;2015T3;158,0
Ambos sexos;Educación primaria;De 30 a 34 años;2015T2;147,9
Ambos sexos;Educación primaria;De 30 a 34 años;2015T1;140,0
Ambos sexos;Educación primaria;De 30 a 34 años;2014T4;146,7
Ambos sexos;Educación primaria;De 30 a 34 años;2014T3;142,3
Ambos sexos;Educación primaria;De 30 a 34 años;2014T2;155,5
Ambos sexos;Educación primaria;De 30 a 34 años;2014T1;155,0
Ambos sexos;Educación primaria;De 35 a 39 años;2025T4;135,7
Ambos sexos;Educación primaria;De 35 a 39 años;2025T3;134,4
Ambos sexos;Educación primaria;De 35 a 39 años;2025T2;132,9
Ambos sexos;Educación primaria;De 35 a 39 años;2025T1;124,2
Ambos sexos;Educación primaria;De 35 a 39 años;2024T4;134,4
Ambos sexos;Educación primaria;De 35 a 39 años;2024T3;127,4
Ambos sexos;Educación primaria;De 35 a 39 años;2024T2;153,0
Ambos sexos;Educación primaria;De 35 a 39 años;2024T1;134,3
Ambos sexos;Educación primaria;De 35 a 39 años;2023T4;144,6
Ambos sexos;Educación primaria;De 35 a 39 años;2023T3;144,9
Ambos sexos;Educación primaria;De 35 a 39 años;2023T2;158,4
Ambos sexos;Educación primaria;De 35 a 39 años;2023T1;165,3
Ambos sexos;Educación primaria;De 35 a 39 años;2022T4;151,6
Ambos sexos;Educación primaria;De 35 a 39 años;2022T3;142,6
Ambos sexos;Educación primaria;De 35 a 39 años;2022T2;132,6
Ambos sexos;Educación primaria;De 35 a 39 años;2022T1;116,7
Ambos sexos;Educación primaria;De 35 a 39 años;2021T4;121,3
Ambos sexos;Educación primaria;De 35 a 39 años;2021T3;136,7
Ambos sexos;Educación primaria;De 35 a 39 años;2021T2;132,6
Ambos sexos;Educación primaria;De 35 a 39 años;2021T1;130,2
Ambos sexos;Educación primaria;De 35 a 39 años;2020T4;115,4
Ambos sexos;Educación primaria;De 35 a 39 años;2020T3;108,1
Ambos sexos;Educación primaria;De 35 a 39 años;2020T2;117,8
Ambos sexos;Educación primaria;De 35 a 39 años;2020T1;129,6
Ambos sexos;Educación primaria;De 35 a 39 años;2019T4;126,3
Ambos sexos;Educación primaria;De 35 a 39 años;2019T3;135,0
Ambos sexos;Educación primaria;De 35 a 39 años;2019T2;132,2
Ambos sexos;Educación primaria;De 35 a 39 años;2019T1;136,8
Ambos sexos;Educación primaria;De 35 a 39 años;2018T4;144,1
Ambos sexos;Educación primaria;De 35 a 39 años;2018T3;144,1
Ambos sexos;Educación primaria;De 35 a 39 años;2018T2;148,6
Ambos sexos;Educación primaria;De 35 a 39 años;2018T1;133,0
Ambos sexos;Educación primaria;De 35 a 39 años;2017T4;136,2
Ambos sexos;Educación primaria;De 35 a 39 años;2017T3;131,2
Ambos sexos;Educación primaria;De 35 a 39 años;2017T2;141,1
Ambos sexos;Educación primaria;De 35 a 39 años;2017T1;145,2
Ambos sexos;Educación primaria;De 35 a 39 años;2016T4;143,2
Ambos sexos;Educación primaria;De 35 a 39 años;2016T3;164,1
Ambos sexos;Educación primaria;De 35 a 39 años;2016T2;161,4
Ambos sexos;Educación primaria;De 35 a 39 años;2016T1;164,9
Ambos sexos;Educación primaria;De 35 a 39 años;2015T4;150,6
Ambos sexos;Educación primaria;De 35 a 39 años;2015T3;150,5
Ambos sexos;Educación primaria;De 35 a 39 años;2015T2;148,7
Ambos sexos;Educación primaria;De 35 a 39 años;2015T1;156,3
Ambos sexos;Educación primaria;De 35 a 39 años;2014T4;167,8
Ambos sexos;Educación primaria;De 35 a 39 años;2014T3;167,8
Ambos sexos;Educación primaria;De 35 a 39 años;2014T2;183,2
Ambos sexos;Educación primaria;De 35 a 39 años;2014T1;208,6
Ambos sexos;Educación primaria;De 40 a 44 años;2025T4;154,3
Ambos sexos;Educación primaria;De 40 a 44 años;2025T3;178,4
Ambos sexos;Educación primaria;De 40 a 44 años;2025T2;168,5
Ambos sexos;Educación primaria;De 40 a 44 años;2025T1;154,4
Ambos sexos;Educación primaria;De 40 a 44 años;2024T4;148,3
Ambos sexos;Educación primaria;De 40 a 44 años;2024T3;141,0
Ambos sexos;Educación primaria;De 40 a 44 años;2024T2;156,4
Ambos sexos;Educación primaria;De 40 a 44 años;2024T1;168,7
Ambos sexos;Educación primaria;De 40 a 44 años;2023T4;152,2
Ambos sexos;Educación primaria;De 40 a 44 años;2023T3;160,3
Ambos sexos;Educación primaria;De 40 a 44 años;2023T2;139,9
Ambos sexos;Educación primaria;De 40 a 44 años;2023T1;136,7
Ambos sexos;Educación primaria;De 40 a 44 años;2022T4;134,7
Ambos sexos;Educación primaria;De 40 a 44 años;2022T3;140,8
Ambos sexos;Educación primaria;De 40 a 44 años;2022T2;143,2
Ambos sexos;Educación primaria;De 40 a 44 años;2022T1;123,7
Ambos sexos;Educación primaria;De 40 a 44 años;2021T4;143,3
Ambos sexos;Educación primaria;De 40 a 44 años;2021T3;130,8
Ambos sexos;Educación primaria;De 40 a 44 años;2021T2;126,8
Ambos sexos;Educación primaria;De 40 a 44 años;2021T1;122,2
Ambos sexos;Educación primaria;De 40 a 44 años;2020T4;134,9
Ambos sexos;Educación primaria;De 40 a 44 años;2020T3;131,4
Ambos sexos;Educación primaria;De 40 a 44 años;2020T2;146,9
Ambos sexos;Educación primaria;De 40 a 44 años;2020T1;150,0
Ambos sexos;Educación primaria;De 40 a 44 años;2019T4;150,0
Ambos sexos;Educación primaria;De 40 a 44 años;2019T3;144,3
Ambos sexos;Educación primaria;De 40 a 44 años;2019T2;139,6
Ambos sexos;Educación primaria;De 40 a 44 años;2019T1;159,8
Ambos sexos;Educación primaria;De 40 a 44 años;2018T4;161,9
Ambos sexos;Educación primaria;De 40 a 44 años;2018T3;169,2
Ambos sexos;Educación primaria;De 40 a 44 años;2018T2;166,7
Ambos sexos;Educación primaria;De 40 a 44 años;2018T1;167,3
Ambos sexos;Educación primaria;De 40 a 44 años;2017T4;169,3
Ambos sexos;Educación primaria;De 40 a 44 años;2017T3;173,1
Ambos sexos;Educación primaria;De 40 a 44 años;2017T2;169,7
Ambos sexos;Educación primaria;De 40 a 44 años;2017T1;163,9
Ambos sexos;Educación primaria;De 40 a 44 años;2016T4;162,9
Ambos sexos;Educación primaria;De 40 a 44 años;2016T3;152,0
Ambos sexos;Educación primaria;De 40 a 44 años;2016T2;146,7
Ambos sexos;Educación primaria;De 40 a 44 años;2016T1;154,5
Ambos sexos;Educación primaria;De 40 a 44 años;2015T4;168,6
Ambos sexos;Educación primaria;De 40 a 44 años;2015T3;176,9
Ambos sexos;Educación primaria;De 40 a 44 años;2015T2;172,3
Ambos sexos;Educación primaria;De 40 a 44 años;2015T1;182,3
Ambos sexos;Educación primaria;De 40 a 44 años;2014T4;188,0
Ambos sexos;Educación primaria;De 40 a 44 años;2014T3;195,8
Ambos sexos;Educación primaria;De 40 a 44 años;2014T2;196,5
Ambos sexos;Educación primaria;De 40 a 44 años;2014T1;199,0
Ambos sexos;Educación primaria;De 45 a 49 años;2025T4;157,4
Ambos sexos;Educación primaria;De 45 a 49 años;2025T3;163,3
Ambos sexos;Educación primaria;De 45 a 49 años;2025T2;162,9
Ambos sexos;Educación primaria;De 45 a 49 años;2025T1;173,8
Ambos sexos;Educación primaria;De 45 a 49 años;2024T4;154,7
Ambos sexos;Educación primaria;De 45 a 49 años;2024T3;164,1
Ambos sexos;Educación primaria;De 45 a 49 años;2024T2;171,6
Ambos sexos;Educación primaria;De 45 a 49 años;2024T1;169,9
Ambos sexos;Educación primaria;De 45 a 49 años;2023T4;178,3
Ambos sexos;Educación primaria;De 45 a 49 años;2023T3;187,5
Ambos sexos;Educación primaria;De 45 a 49 años;2023T2;176,0
Ambos sexos;Educación primaria;De 45 a 49 años;2023T1;189,3
Ambos sexos;Educación primaria;De 45 a 49 años;2022T4;168,0
Ambos sexos;Educación primaria;De 45 a 49 años;2022T3;145,9
Ambos sexos;Educación primaria;De 45 a 49 años;2022T2;146,9
Ambos sexos;Educación primaria;De 45 a 49 años;2022T1;137,4
Ambos sexos;Educación primaria;De 45 a 49 años;2021T4;162,5
Ambos sexos;Educación primaria;De 45 a 49 años;2021T3;169,8
Ambos sexos;Educación primaria;De 45 a 49 años;2021T2;166,6
Ambos sexos;Educación primaria;De 45 a 49 años;2021T1;161,4
Ambos sexos;Educación primaria;De 45 a 49 años;2020T4;162,5
Ambos sexos;Educación primaria;De 45 a 49 años;2020T3;176,8
Ambos sexos;Educación primaria;De 45 a 49 años;2020T2;173,8
Ambos sexos;Educación primaria;De 45 a 49 años;2020T1;187,3
Ambos sexos;Educación primaria;De 45 a 49 años;2019T4;179,9
Ambos sexos;Educación primaria;De 45 a 49 años;2019T3;177,2
Ambos sexos;Educación primaria;De 45 a 49 años;2019T2;181,5
Ambos sexos;Educación primaria;De 45 a 49 años;2019T1;179,8
Ambos sexos;Educación primaria;De 45 a 49 años;2018T4;182,8
Ambos sexos;Educación primaria;De 45 a 49 años;2018T3;187,1
Ambos sexos;Educación primaria;De 45 a 49 años;2018T2;185,2
Ambos sexos;Educación primaria;De 45 a 49 años;2018T1;167,7
Ambos sexos;Educación primaria;De 45 a 49 años;2017T4;176,1
Ambos sexos;Educación primaria;De 45 a 49 años;2017T3;188,6
Ambos sexos;Educación primaria;De 45 a 49 años;2017T2;200,9
Ambos sexos;Educación primaria;De 45 a 49 años;2017T1;213,7
Ambos sexos;Educación primaria;De 45 a 49 años;2016T4;206,3
Ambos sexos;Educación primaria;De 45 a 49 años;2016T3;222,9
Ambos sexos;Educación primaria;De 45 a 49 años;2016T2;219,9
Ambos sexos;Educación primaria;De 45 a 49 años;2016T1;216,5
Ambos sexos;Educación primaria;De 45 a 49 años;2015T4;215,4
Ambos sexos;Educación primaria;De 45 a 49 años;2015T3;220,9
Ambos sexos;Educación primaria;De 45 a 49 años;2015T2;235,1
Ambos sexos;Educación primaria;De 45 a 49 años;2015T1;236,7
Ambos sexos;Educación primaria;De 45 a 49 años;2014T4;238,7
Ambos sexos;Educación primaria;De 45 a 49 años;2014T3;252,4
Ambos sexos;Educación primaria;De 45 a 49 años;2014T2;241,6
Ambos sexos;Educación primaria;De 45 a 49 años;2014T1;267,2
Ambos sexos;Educación primaria;De 50 a 54 años;2025T4;208,8
Ambos sexos;Educación primaria;De 50 a 54 años;2025T3;195,4
Ambos sexos;Educación primaria;De 50 a 54 años;2025T2;178,4
Ambos sexos;Educación primaria;De 50 a 54 años;2025T1;179,2
Ambos sexos;Educación primaria;De 50 a 54 años;2024T4;163,3
Ambos sexos;Educación primaria;De 50 a 54 años;2024T3;178,2
Ambos sexos;Educación primaria;De 50 a 54 años;2024T2;174,6
Ambos sexos;Educación primaria;De 50 a 54 años;2024T1;206,7
Ambos sexos;Educación primaria;De 50 a 54 años;2023T4;195,0
Ambos sexos;Educación primaria;De 50 a 54 años;2023T3;178,8
Ambos sexos;Educación primaria;De 50 a 54 años;2023T2;197,5
Ambos sexos;Educación primaria;De 50 a 54 años;2023T1;195,7
Ambos sexos;Educación primaria;De 50 a 54 años;2022T4;200,4
Ambos sexos;Educación primaria;De 50 a 54 años;2022T3;173,6
Ambos sexos;Educación primaria;De 50 a 54 años;2022T2;176,2
Ambos sexos;Educación primaria;De 50 a 54 años;2022T1;185,1
Ambos sexos;Educación primaria;De 50 a 54 años;2021T4;183,0
Ambos sexos;Educación primaria;De 50 a 54 años;2021T3;201,0
Ambos sexos;Educación primaria;De 50 a 54 años;2021T2;209,4
Ambos sexos;Educación primaria;De 50 a 54 años;2021T1;205,8
Ambos sexos;Educación primaria;De 50 a 54 años;2020T4;182,9
Ambos sexos;Educación primaria;De 50 a 54 años;2020T3;184,5
Ambos sexos;Educación primaria;De 50 a 54 años;2020T2;206,3
Ambos sexos;Educación primaria;De 50 a 54 años;2020T1;214,1
Ambos sexos;Educación primaria;De 50 a 54 años;2019T4;221,8
Ambos sexos;Educación primaria;De 50 a 54 años;2019T3;221,7
Ambos sexos;Educación primaria;De 50 a 54 años;2019T2;216,0
Ambos sexos;Educación primaria;De 50 a 54 años;2019T1;230,4
Ambos sexos;Educación primaria;De 50 a 54 años;2018T4;237,4
Ambos sexos;Educación primaria;De 50 a 54 años;2018T3;236,2
Ambos sexos;Educación primaria;De 50 a 54 años;2018T2;241,3
Ambos sexos;Educación primaria;De 50 a 54 años;2018T1;259,0
Ambos sexos;Educación primaria;De 50 a 54 años;2017T4;244,3
Ambos sexos;Educación primaria;De 50 a 54 años;2017T3;257,4
Ambos sexos;Educación primaria;De 50 a 54 años;2017T2;255,6
Ambos sexos;Educación primaria;De 50 a 54 años;2017T1;263,9
Ambos sexos;Educación primaria;De 50 a 54 años;2016T4;274,9
Ambos sexos;Educación primaria;De 50 a 54 años;2016T3;279,1
Ambos sexos;Educación primaria;De 50 a 54 años;2016T2;289,1
Ambos sexos;Educación primaria;De 50 a 54 años;2016T1;285,0
Ambos sexos;Educación primaria;De 50 a 54 años;2015T4;291,3
Ambos sexos;Educación primaria;De 50 a 54 años;2015T3;307,5
Ambos sexos;Educación primaria;De 50 a 54 años;2015T2;308,6
Ambos sexos;Educación primaria;De 50 a 54 años;2015T1;328,0
Ambos sexos;Educación primaria;De 50 a 54 años;2014T4;333,7
Ambos sexos;Educación primaria;De 50 a 54 años;2014T3;332,4
Ambos sexos;Educación primaria;De 50 a 54 años;2014T2;360,7
Ambos sexos;Educación primaria;De 50 a 54 años;2014T1;376,9
Ambos sexos;Educación primaria;De 55 a 59 años;2025T4;184,8
Ambos sexos;Educación primaria;De 55 a 59 años;2025T3;184,1
Ambos sexos;Educación primaria;De 55 a 59 años;2025T2;189,3
Ambos sexos;Educación primaria;De 55 a 59 años;2025T1;193,0
Ambos sexos;Educación primaria;De 55 a 59 años;2024T4;191,0
Ambos sexos;Educación primaria;De 55 a 59 años;2024T3;184,4
Ambos sexos;Educación primaria;De 55 a 59 años;2024T2;205,2
Ambos sexos;Educación primaria;De 55 a 59 años;2024T1;203,9
Ambos sexos;Educación primaria;De 55 a 59 años;2023T4;195,6
Ambos sexos;Educación primaria;De 55 a 59 años;2023T3;213,0
Ambos sexos;Educación primaria;De 55 a 59 años;2023T2;211,3
Ambos sexos;Educación primaria;De 55 a 59 años;2023T1;221,8
Ambos sexos;Educación primaria;De 55 a 59 años;2022T4;229,6
Ambos sexos;Educación primaria;De 55 a 59 años;2022T3;236,2
Ambos sexos;Educación primaria;De 55 a 59 años;2022T2;226,9
Ambos sexos;Educación primaria;De 55 a 59 años;2022T1;225,2
Ambos sexos;Educación primaria;De 55 a 59 años;2021T4;228,1
Ambos sexos;Educación primaria;De 55 a 59 años;2021T3;232,8
Ambos sexos;Educación primaria;De 55 a 59 años;2021T2;231,4
Ambos sexos;Educación primaria;De 55 a 59 años;2021T1;244,2
Ambos sexos;Educación primaria;De 55 a 59 años;2020T4;248,0
Ambos sexos;Educación primaria;De 55 a 59 años;2020T3;264,1
Ambos sexos;Educación primaria;De 55 a 59 años;2020T2;280,2
Ambos sexos;Educación primaria;De 55 a 59 años;2020T1;287,8
Ambos sexos;Educación primaria;De 55 a 59 años;2019T4;302,9
Ambos sexos;Educación primaria;De 55 a 59 años;2019T3;312,6
Ambos sexos;Educación primaria;De 55 a 59 años;2019T2;313,8
Ambos sexos;Educación primaria;De 55 a 59 años;2019T1;319,1
Ambos sexos;Educación primaria;De 55 a 59 años;2018T4;314,6
Ambos sexos;Educación primaria;De 55 a 59 años;2018T3;322,8
Ambos sexos;Educación primaria;De 55 a 59 años;2018T2;340,9
Ambos sexos;Educación primaria;De 55 a 59 años;2018T1;361,9
Ambos sexos;Educación primaria;De 55 a 59 años;2017T4;378,3
Ambos sexos;Educación primaria;De 55 a 59 años;2017T3;386,7
Ambos sexos;Educación primaria;De 55 a 59 años;2017T2;411,2
Ambos sexos;Educación primaria;De 55 a 59 años;2017T1;412,4
Ambos sexos;Educación primaria;De 55 a 59 años;2016T4;421,9
Ambos sexos;Educación primaria;De 55 a 59 años;2016T3;421,2
Ambos sexos;Educación primaria;De 55 a 59 años;2016T2;435,9
Ambos sexos;Educación primaria;De 55 a 59 años;2016T1;426,7
Ambos sexos;Educación primaria;De 55 a 59 años;2015T4;441,8
Ambos sexos;Educación primaria;De 55 a 59 años;2015T3;458,7
Ambos sexos;Educación primaria;De 55 a 59 años;2015T2;455,2
Ambos sexos;Educación primaria;De 55 a 59 años;2015T1;482,1
Ambos sexos;Educación primaria;De 55 a 59 años;2014T4;505,6
Ambos sexos;Educación primaria;De 55 a 59 años;2014T3;508,1
Ambos sexos;Educación primaria;De 55 a 59 años;2014T2;539,8
Ambos sexos;Educación primaria;De 55 a 59 años;2014T1;580,4
Ambos sexos;Educación primaria;De 60 a 64 años;2025T4;264,9
Ambos sexos;Educación primaria;De 60 a 64 años;2025T3;255,5
Ambos sexos;Educación primaria;De 60 a 64 años;2025T2;255,3
Ambos sexos;Educación primaria;De 60 a 64 años;2025T1;256,8
Ambos sexos;Educación primaria;De 60 a 64 años;2024T4;275,2
Ambos sexos;Educación primaria;De 60 a 64 años;2024T3;275,1
Ambos sexos;Educación primaria;De 60 a 64 años;2024T2;284,0
Ambos sexos;Educación primaria;De 60 a 64 años;2024T1;270,9
Ambos sexos;Educación primaria;De 60 a 64 años;2023T4;265,1
Ambos sexos;Educación primaria;De 60 a 64 años;2023T3;292,7
Ambos sexos;Educación primaria;De 60 a 64 años;2023T2;286,4
Ambos sexos;Educación primaria;De 60 a 64 años;2023T1;319,9
Ambos sexos;Educación primaria;De 60 a 64 años;2022T4;330,7
Ambos sexos;Educación primaria;De 60 a 64 años;2022T3;336,3
Ambos sexos;Educación primaria;De 60 a 64 años;2022T2;321,0
Ambos sexos;Educación primaria;De 60 a 64 años;2022T1;319,2
Ambos sexos;Educación primaria;De 60 a 64 años;2021T4;327,3
Ambos sexos;Educación primaria;De 60 a 64 años;2021T3;333,5
Ambos sexos;Educación primaria;De 60 a 64 años;2021T2;344,8
Ambos sexos;Educación primaria;De 60 a 64 años;2021T1;354,3
Ambos sexos;Educación primaria;De 60 a 64 años;2020T4;372,9
Ambos sexos;Educación primaria;De 60 a 64 años;2020T3;389,5
Ambos sexos;Educación primaria;De 60 a 64 años;2020T2;436,3
Ambos sexos;Educación primaria;De 60 a 64 años;2020T1;465,4
Ambos sexos;Educación primaria;De 60 a 64 años;2019T4;481,0
Ambos sexos;Educación primaria;De 60 a 64 años;2019T3;486,1
Ambos sexos;Educación primaria;De 60 a 64 años;2019T2;494,7
Ambos sexos;Educación primaria;De 60 a 64 años;2019T1;504,0
Ambos sexos;Educación primaria;De 60 a 64 años;2018T4;501,4
Ambos sexos;Educación primaria;De 60 a 64 años;2018T3;509,5
Ambos sexos;Educación primaria;De 60 a 64 años;2018T2;515,3
Ambos sexos;Educación primaria;De 60 a 64 años;2018T1;543,1
Ambos sexos;Educación primaria;De 60 a 64 años;2017T4;552,5
Ambos sexos;Educación primaria;De 60 a 64 años;2017T3;556,8
Ambos sexos;Educación primaria;De 60 a 64 años;2017T2;562,6
Ambos sexos;Educación primaria;De 60 a 64 años;2017T1;586,2
Ambos sexos;Educación primaria;De 60 a 64 años;2016T4;578,2
Ambos sexos;Educación primaria;De 60 a 64 años;2016T3;563,7
Ambos sexos;Educación primaria;De 60 a 64 años;2016T2;600,7
Ambos sexos;Educación primaria;De 60 a 64 años;2016T1;591,9
Ambos sexos;Educación primaria;De 60 a 64 años;2015T4;605,2
Ambos sexos;Educación primaria;De 60 a 64 años;2015T3;620,8
Ambos sexos;Educación primaria;De 60 a 64 años;2015T2;623,8
Ambos sexos;Educación primaria;De 60 a 64 años;2015T1;621,1
Ambos sexos;Educación primaria;De 60 a 64 años;2014T4;641,0
Ambos sexos;Educación primaria;De 60 a 64 años;2014T3;681,5
Ambos sexos;Educación primaria;De 60 a 64 años;2014T2;686,0
Ambos sexos;Educación primaria;De 60 a 64 años;2014T1;709,5
Ambos sexos;Educación primaria;De 65 a 69 años;2025T4;444,8
Ambos sexos;Educación primaria;De 65 a 69 años;2025T3;441,7
Ambos sexos;Educación primaria;De 65 a 69 años;2025T2;443,6
Ambos sexos;Educación primaria;De 65 a 69 años;2025T1;423,2
Ambos sexos;Educación primaria;De 65 a 69 años;2024T4;424,3
Ambos sexos;Educación primaria;De 65 a 69 años;2024T3;438,2
Ambos sexos;Educación primaria;De 65 a 69 años;2024T2;436,5
Ambos sexos;Educación primaria;De 65 a 69 años;2024T1;454,4
Ambos sexos;Educación primaria;De 65 a 69 años;2023T4;471,7
