Sexo;Edad;Estudios reglados;Periodo;Total
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2022T3;734,5
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2022T2;780,5
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2022T1;742,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2021T4;761,5
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2021T3;725,1
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2021T2;747,5
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2021T1;761,6
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2020T4;792,1
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2020T3;726,4
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2020T2;784,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2020T1;756,9
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2019T4;750,8
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2019T3;717,8
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2019T2;743,8
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2019T1;723,1
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2018T4;738,5
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2018T3;707,5
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2018T2;717,4
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2018T1;710,9
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2017T4;708,5
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2017T3;663,9
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2017T2;699,2
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2017T1;701,5
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2016T4;707,5
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2016T3;660,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2016T2;705,1
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2016T1;692,5
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2015T4;683,5
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2015T3;643,7
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2015T2;682,5
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2015T1;683,1
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2014T4;680,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2014T3;642,5
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2014T2;677,0
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2014T1;667,4
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2013T4;643,9
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2013T3;607,6
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2013T2;637,9
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2013T1;632,8
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2012T4;651,1
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2012T3;624,9
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2012T2;654,5
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2012T1;661,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2011T4;665,2
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2011T3;611,2
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2011T2;654,2
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2011T1;649,6
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2010T4;647,5
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2010T3;601,2
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2010T2;638,8
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2010T1;619,9
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2009T4;608,1
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2009T3;544,2
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2009T2;592,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2009T1;596,5
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2008T4;576,1
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2008T3;517,0
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2008T2;581,8
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2008T1;569,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2007T4;576,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2007T3;502,2
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2007T2;561,7
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2007T1;554,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2006T4;555,7
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2006T3;500,2
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2006T2;562,5
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2006T1;570,7
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2005T4;567,0
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2005T3;480,1
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2005T2;569,6
Hombres;De 16 a 19 años;Cursa estudios: Sólo reglados;2005T1;549,9
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2025T4;42,9
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2025T3;32,8
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2025T2;31,4
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2025T1;33,1
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2024T4;35,4
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2024T3;27,4
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2024T2;31,2
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2024T1;33,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2023T4;39,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2023T3;34,8
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2023T2;39,0
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2023T1;49,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2022T4;32,4
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2022T3;31,6
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2022T2;34,9
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2022T1;28,9
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2021T4;33,8
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2021T3;22,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2021T2;35,9
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2021T1;27,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2020T4;26,8
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2020T3;24,4
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2020T2;19,2
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2020T1;26,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2019T4;26,4
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2019T3;17,9
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2019T2;23,0
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2019T1;23,6
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2018T4;20,0
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2018T3;17,7
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2018T2;24,5
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2018T1;19,6
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2017T4;24,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2017T3;15,1
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2017T2;26,2
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2017T1;24,2
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2016T4;22,7
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2016T3;17,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2016T2;27,1
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2016T1;25,7
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2015T4;27,1
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2015T3;15,2
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2015T2;23,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2015T1;21,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2014T4;26,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2014T3;16,0
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2014T2;19,6
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2014T1;28,0
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2013T4;27,8
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2013T3;21,0
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2013T2;25,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2013T1;24,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2012T4;22,8
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2012T3;21,8
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2012T2;27,1
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2012T1;28,7
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2011T4;30,4
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2011T3;31,0
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2011T2;37,2
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2011T1;38,6
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2010T4;40,2
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2010T3;25,5
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2010T2;37,4
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2010T1;47,5
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2009T4;49,1
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2009T3;34,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2009T2;54,0
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2009T1;50,9
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2008T4;46,0
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2008T3;46,5
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2008T2;48,8
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2008T1;48,1
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2007T4;43,9
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2007T3;41,8
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2007T2;51,7
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2007T1;53,9
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2006T4;53,2
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2006T3;43,5
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2006T2;55,1
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2006T1;48,0
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2005T4;57,4
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2005T3;51,4
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2005T2;49,3
Hombres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2005T1;48,1
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2025T4;96,2
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2025T3;87,4
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2025T2;105,7
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2025T1;95,9
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2024T4;108,6
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2024T3;104,2
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2024T2;91,4
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2024T1;88,2
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2023T4;89,7
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2023T3;70,8
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2023T2;86,8
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2023T1;83,5
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2022T4;90,5
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2022T3;75,8
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2022T2;84,1
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2022T1;103,3
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2021T4;79,4
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2021T3;73,7
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2021T2;83,9
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2021T1;73,3
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2020T4;62,3
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2020T3;41,6
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2020T2;47,1
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2020T1;62,3
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2019T4;65,0
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2019T3;39,0
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2019T2;60,0
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2019T1;75,9
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2018T4;65,8
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2018T3;41,1
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2018T2;67,6
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2018T1;67,5
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2017T4;60,6
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2017T3;40,9
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2017T2;59,5
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2017T1;70,0
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2016T4;59,0
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2016T3;42,9
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2016T2;51,9
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2016T1;58,8
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2015T4;58,6
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2015T3;33,9
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2015T2;52,6
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2015T1;56,9
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2014T4;53,5
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2014T3;36,7
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2014T2;60,7
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2014T1;65,9
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2013T4;73,9
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2013T3;63,9
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2013T2;77,8
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2013T1;91,6
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2012T4;77,0
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2012T3;48,4
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2012T2;75,6
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2012T1;75,1
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2011T4;70,3
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2011T3;46,6
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2011T2;68,1
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2011T1;69,8
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2010T4;71,3
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2010T3;57,2
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2010T2;73,3
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2010T1;73,2
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2009T4;69,2
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2009T3;49,8
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2009T2;72,9
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2009T1;69,4
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2008T4;67,4
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2008T3;52,8
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2008T2;74,8
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2008T1;85,7
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2007T4;75,0
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2007T3;49,5
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2007T2;73,5
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2007T1;76,4
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2006T4;62,8
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2006T3;57,6
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2006T2;87,0
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2006T1;87,7
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2005T4;80,0
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2005T3;50,4
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2005T2;86,1
Hombres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2005T1;87,2
Hombres;De 20 a 24 años;Total;2025T4;1.412,4
Hombres;De 20 a 24 años;Total;2025T3;1.400,0
Hombres;De 20 a 24 años;Total;2025T2;1.389,9
Hombres;De 20 a 24 años;Total;2025T1;1.380,6
Hombres;De 20 a 24 años;Total;2024T4;1.368,9
Hombres;De 20 a 24 años;Total;2024T3;1.354,2
Hombres;De 20 a 24 años;Total;2024T2;1.344,1
Hombres;De 20 a 24 años;Total;2024T1;1.332,8
Hombres;De 20 a 24 años;Total;2023T4;1.321,9
Hombres;De 20 a 24 años;Total;2023T3;1.310,7
Hombres;De 20 a 24 años;Total;2023T2;1.299,6
Hombres;De 20 a 24 años;Total;2023T1;1.286,5
Hombres;De 20 a 24 años;Total;2022T4;1.273,3
Hombres;De 20 a 24 años;Total;2022T3;1.260,4
Hombres;De 20 a 24 años;Total;2022T2;1.249,0
Hombres;De 20 a 24 años;Total;2022T1;1.237,4
Hombres;De 20 a 24 años;Total;2021T4;1.227,4
Hombres;De 20 a 24 años;Total;2021T3;1.219,1
Hombres;De 20 a 24 años;Total;2021T2;1.214,8
Hombres;De 20 a 24 años;Total;2021T1;1.211,9
Hombres;De 20 a 24 años;Total;2020T4;1.212,9
Hombres;De 20 a 24 años;Total;2020T3;1.208,2
Hombres;De 20 a 24 años;Total;2020T2;1.203,1
Hombres;De 20 a 24 años;Total;2020T1;1.195,8
Hombres;De 20 a 24 años;Total;2019T4;1.185,9
Hombres;De 20 a 24 años;Total;2019T3;1.177,4
Hombres;De 20 a 24 años;Total;2019T2;1.169,5
Hombres;De 20 a 24 años;Total;2019T1;1.161,7
Hombres;De 20 a 24 años;Total;2018T4;1.154,4
Hombres;De 20 a 24 años;Total;2018T3;1.149,4
Hombres;De 20 a 24 años;Total;2018T2;1.146,0
Hombres;De 20 a 24 años;Total;2018T1;1.140,9
Hombres;De 20 a 24 años;Total;2017T4;1.137,9
Hombres;De 20 a 24 años;Total;2017T3;1.136,6
Hombres;De 20 a 24 años;Total;2017T2;1.136,8
Hombres;De 20 a 24 años;Total;2017T1;1.137,7
Hombres;De 20 a 24 años;Total;2016T4;1.139,4
Hombres;De 20 a 24 años;Total;2016T3;1.141,9
Hombres;De 20 a 24 años;Total;2016T2;1.145,8
Hombres;De 20 a 24 años;Total;2016T1;1.149,7
Hombres;De 20 a 24 años;Total;2015T4;1.153,7
Hombres;De 20 a 24 años;Total;2015T3;1.159,2
Hombres;De 20 a 24 años;Total;2015T2;1.164,1
Hombres;De 20 a 24 años;Total;2015T1;1.168,7
Hombres;De 20 a 24 años;Total;2014T4;1.173,2
Hombres;De 20 a 24 años;Total;2014T3;1.178,2
Hombres;De 20 a 24 años;Total;2014T2;1.184,9
Hombres;De 20 a 24 años;Total;2014T1;1.188,8
Hombres;De 20 a 24 años;Total;2013T4;1.197,1
Hombres;De 20 a 24 años;Total;2013T3;1.204,5
Hombres;De 20 a 24 años;Total;2013T2;1.215,3
Hombres;De 20 a 24 años;Total;2013T1;1.224,1
Hombres;De 20 a 24 años;Total;2012T4;1.232,5
Hombres;De 20 a 24 años;Total;2012T3;1.238,6
Hombres;De 20 a 24 años;Total;2012T2;1.247,4
Hombres;De 20 a 24 años;Total;2012T1;1.254,9
Hombres;De 20 a 24 años;Total;2011T4;1.263,5
Hombres;De 20 a 24 años;Total;2011T3;1.270,0
Hombres;De 20 a 24 años;Total;2011T2;1.278,9
Hombres;De 20 a 24 años;Total;2011T1;1.289,6
Hombres;De 20 a 24 años;Total;2010T4;1.298,8
Hombres;De 20 a 24 años;Total;2010T3;1.308,8
Hombres;De 20 a 24 años;Total;2010T2;1.321,2
Hombres;De 20 a 24 años;Total;2010T1;1.333,0
Hombres;De 20 a 24 años;Total;2009T4;1.346,4
Hombres;De 20 a 24 años;Total;2009T3;1.359,3
Hombres;De 20 a 24 años;Total;2009T2;1.373,5
Hombres;De 20 a 24 años;Total;2009T1;1.386,9
Hombres;De 20 a 24 años;Total;2008T4;1.399,3
Hombres;De 20 a 24 años;Total;2008T3;1.409,2
Hombres;De 20 a 24 años;Total;2008T2;1.419,1
Hombres;De 20 a 24 años;Total;2008T1;1.425,2
Hombres;De 20 a 24 años;Total;2007T4;1.430,7
Hombres;De 20 a 24 años;Total;2007T3;1.433,7
Hombres;De 20 a 24 años;Total;2007T2;1.439,6
Hombres;De 20 a 24 años;Total;2007T1;1.443,0
Hombres;De 20 a 24 años;Total;2006T4;1.445,8
Hombres;De 20 a 24 años;Total;2006T3;1.453,4
Hombres;De 20 a 24 años;Total;2006T2;1.463,3
Hombres;De 20 a 24 años;Total;2006T1;1.474,1
Hombres;De 20 a 24 años;Total;2005T4;1.485,3
Hombres;De 20 a 24 años;Total;2005T3;1.498,3
Hombres;De 20 a 24 años;Total;2005T2;1.512,1
Hombres;De 20 a 24 años;Total;2005T1;1.518,7
Hombres;De 20 a 24 años;No cursa estudios;2025T4;611,0
Hombres;De 20 a 24 años;No cursa estudios;2025T3;704,7
Hombres;De 20 a 24 años;No cursa estudios;2025T2;595,1
Hombres;De 20 a 24 años;No cursa estudios;2025T1;588,3
Hombres;De 20 a 24 años;No cursa estudios;2024T4;580,4
Hombres;De 20 a 24 años;No cursa estudios;2024T3;656,8
Hombres;De 20 a 24 años;No cursa estudios;2024T2;578,1
Hombres;De 20 a 24 años;No cursa estudios;2024T1;556,9
Hombres;De 20 a 24 años;No cursa estudios;2023T4;550,5
Hombres;De 20 a 24 años;No cursa estudios;2023T3;618,8
Hombres;De 20 a 24 años;No cursa estudios;2023T2;519,4
Hombres;De 20 a 24 años;No cursa estudios;2023T1;503,5
Hombres;De 20 a 24 años;No cursa estudios;2022T4;515,9
Hombres;De 20 a 24 años;No cursa estudios;2022T3;602,2
Hombres;De 20 a 24 años;No cursa estudios;2022T2;519,5
Hombres;De 20 a 24 años;No cursa estudios;2022T1;506,7
Hombres;De 20 a 24 años;No cursa estudios;2021T4;509,8
Hombres;De 20 a 24 años;No cursa estudios;2021T3;557,1
Hombres;De 20 a 24 años;No cursa estudios;2021T2;513,5
Hombres;De 20 a 24 años;No cursa estudios;2021T1;518,9
Hombres;De 20 a 24 años;No cursa estudios;2020T4;528,7
Hombres;De 20 a 24 años;No cursa estudios;2020T3;617,7
Hombres;De 20 a 24 años;No cursa estudios;2020T2;553,2
Hombres;De 20 a 24 años;No cursa estudios;2020T1;556,8
Hombres;De 20 a 24 años;No cursa estudios;2019T4;545,3
Hombres;De 20 a 24 años;No cursa estudios;2019T3;621,0
Hombres;De 20 a 24 años;No cursa estudios;2019T2;536,6
Hombres;De 20 a 24 años;No cursa estudios;2019T1;526,6
Hombres;De 20 a 24 años;No cursa estudios;2018T4;521,8
Hombres;De 20 a 24 años;No cursa estudios;2018T3;582,7
Hombres;De 20 a 24 años;No cursa estudios;2018T2;514,0
Hombres;De 20 a 24 años;No cursa estudios;2018T1;508,8
Hombres;De 20 a 24 años;No cursa estudios;2017T4;517,3
Hombres;De 20 a 24 años;No cursa estudios;2017T3;578,7
Hombres;De 20 a 24 años;No cursa estudios;2017T2;485,8
Hombres;De 20 a 24 años;No cursa estudios;2017T1;496,8
Hombres;De 20 a 24 años;No cursa estudios;2016T4;514,2
Hombres;De 20 a 24 años;No cursa estudios;2016T3;570,2
Hombres;De 20 a 24 años;No cursa estudios;2016T2;523,5
Hombres;De 20 a 24 años;No cursa estudios;2016T1;531,9
Hombres;De 20 a 24 años;No cursa estudios;2015T4;535,9
Hombres;De 20 a 24 años;No cursa estudios;2015T3;600,7
Hombres;De 20 a 24 años;No cursa estudios;2015T2;524,1
