Sexo;Edad;Estudios reglados;Periodo;Total
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2014T2;87,7
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2014T1;101,9
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2013T4;125,6
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2013T3;86,1
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2013T2;110,9
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2013T1;118,3
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2012T4;117,6
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2012T3;67,2
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2012T2;101,2
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2012T1;101,2
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2011T4;98,2
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2011T3;61,1
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2011T2;81,3
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2011T1;81,6
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2010T4;97,6
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2010T3;50,2
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2010T2;84,1
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2010T1;85,4
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2009T4;94,0
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2009T3;52,4
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2009T2;76,8
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2009T1;88,6
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2008T4;78,5
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2008T3;50,7
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2008T2;90,7
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2008T1;92,1
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2007T4;92,7
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2007T3;65,8
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2007T2;104,9
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2007T1;104,7
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2006T4;107,4
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2006T3;72,5
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2006T2;127,9
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2006T1;128,3
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2005T4;123,9
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2005T3;64,9
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2005T2;137,2
Ambos sexos;De 20 a 24 años;Cursa estudios: Ambos, reglados y no reglados;2005T1;113,8
Ambos sexos;De 25 a 29 años;Total;2025T4;2.751,3
Ambos sexos;De 25 a 29 años;Total;2025T3;2.724,4
Ambos sexos;De 25 a 29 años;Total;2025T2;2.701,9
Ambos sexos;De 25 a 29 años;Total;2025T1;2.681,1
Ambos sexos;De 25 a 29 años;Total;2024T4;2.664,1
Ambos sexos;De 25 a 29 años;Total;2024T3;2.643,5
Ambos sexos;De 25 a 29 años;Total;2024T2;2.631,6
Ambos sexos;De 25 a 29 años;Total;2024T1;2.614,2
Ambos sexos;De 25 a 29 años;Total;2023T4;2.602,3
Ambos sexos;De 25 a 29 años;Total;2023T3;2.594,1
Ambos sexos;De 25 a 29 años;Total;2023T2;2.581,1
Ambos sexos;De 25 a 29 años;Total;2023T1;2.564,8
Ambos sexos;De 25 a 29 años;Total;2022T4;2.549,3
Ambos sexos;De 25 a 29 años;Total;2022T3;2.532,5
Ambos sexos;De 25 a 29 años;Total;2022T2;2.520,6
Ambos sexos;De 25 a 29 años;Total;2022T1;2.508,8
Ambos sexos;De 25 a 29 años;Total;2021T4;2.502,1
Ambos sexos;De 25 a 29 años;Total;2021T3;2.502,1
Ambos sexos;De 25 a 29 años;Total;2021T2;2.508,4
Ambos sexos;De 25 a 29 años;Total;2021T1;2.520,0
Ambos sexos;De 25 a 29 años;Total;2020T4;2.514,4
Ambos sexos;De 25 a 29 años;Total;2020T3;2.519,5
Ambos sexos;De 25 a 29 años;Total;2020T2;2.525,1
Ambos sexos;De 25 a 29 años;Total;2020T1;2.527,3
Ambos sexos;De 25 a 29 años;Total;2019T4;2.521,8
Ambos sexos;De 25 a 29 años;Total;2019T3;2.516,9
Ambos sexos;De 25 a 29 años;Total;2019T2;2.512,4
Ambos sexos;De 25 a 29 años;Total;2019T1;2.509,0
Ambos sexos;De 25 a 29 años;Total;2018T4;2.503,3
Ambos sexos;De 25 a 29 años;Total;2018T3;2.497,9
Ambos sexos;De 25 a 29 años;Total;2018T2;2.495,0
Ambos sexos;De 25 a 29 años;Total;2018T1;2.491,6
Ambos sexos;De 25 a 29 años;Total;2017T4;2.486,8
Ambos sexos;De 25 a 29 años;Total;2017T3;2.485,6
Ambos sexos;De 25 a 29 años;Total;2017T2;2.484,9
Ambos sexos;De 25 a 29 años;Total;2017T1;2.489,3
Ambos sexos;De 25 a 29 años;Total;2016T4;2.497,0
Ambos sexos;De 25 a 29 años;Total;2016T3;2.507,7
Ambos sexos;De 25 a 29 años;Total;2016T2;2.521,8
Ambos sexos;De 25 a 29 años;Total;2016T1;2.537,1
Ambos sexos;De 25 a 29 años;Total;2015T4;2.554,4
Ambos sexos;De 25 a 29 años;Total;2015T3;2.579,6
Ambos sexos;De 25 a 29 años;Total;2015T2;2.599,0
Ambos sexos;De 25 a 29 años;Total;2015T1;2.621,1
Ambos sexos;De 25 a 29 años;Total;2014T4;2.638,3
Ambos sexos;De 25 a 29 años;Total;2014T3;2.658,5
Ambos sexos;De 25 a 29 años;Total;2014T2;2.684,8
Ambos sexos;De 25 a 29 años;Total;2014T1;2.710,6
Ambos sexos;De 25 a 29 años;Total;2013T4;2.746,9
Ambos sexos;De 25 a 29 años;Total;2013T3;2.781,1
Ambos sexos;De 25 a 29 años;Total;2013T2;2.823,1
Ambos sexos;De 25 a 29 años;Total;2013T1;2.861,5
Ambos sexos;De 25 a 29 años;Total;2012T4;2.902,0
Ambos sexos;De 25 a 29 años;Total;2012T3;2.942,9
Ambos sexos;De 25 a 29 años;Total;2012T2;2.985,7
Ambos sexos;De 25 a 29 años;Total;2012T1;3.026,7
Ambos sexos;De 25 a 29 años;Total;2011T4;3.068,4
Ambos sexos;De 25 a 29 años;Total;2011T3;3.107,1
Ambos sexos;De 25 a 29 años;Total;2011T2;3.146,5
Ambos sexos;De 25 a 29 años;Total;2011T1;3.186,4
Ambos sexos;De 25 a 29 años;Total;2010T4;3.228,3
Ambos sexos;De 25 a 29 años;Total;2010T3;3.270,0
Ambos sexos;De 25 a 29 años;Total;2010T2;3.315,0
Ambos sexos;De 25 a 29 años;Total;2010T1;3.358,2
Ambos sexos;De 25 a 29 años;Total;2009T4;3.403,6
Ambos sexos;De 25 a 29 años;Total;2009T3;3.444,8
Ambos sexos;De 25 a 29 años;Total;2009T2;3.486,5
Ambos sexos;De 25 a 29 años;Total;2009T1;3.525,8
Ambos sexos;De 25 a 29 años;Total;2008T4;3.563,9
Ambos sexos;De 25 a 29 años;Total;2008T3;3.595,3
Ambos sexos;De 25 a 29 años;Total;2008T2;3.625,1
Ambos sexos;De 25 a 29 años;Total;2008T1;3.651,8
Ambos sexos;De 25 a 29 años;Total;2007T4;3.671,8
Ambos sexos;De 25 a 29 años;Total;2007T3;3.679,8
Ambos sexos;De 25 a 29 años;Total;2007T2;3.690,3
Ambos sexos;De 25 a 29 años;Total;2007T1;3.698,6
Ambos sexos;De 25 a 29 años;Total;2006T4;3.701,8
Ambos sexos;De 25 a 29 años;Total;2006T3;3.707,0
Ambos sexos;De 25 a 29 años;Total;2006T2;3.718,3
Ambos sexos;De 25 a 29 años;Total;2006T1;3.730,4
Ambos sexos;De 25 a 29 años;Total;2005T4;3.740,2
Ambos sexos;De 25 a 29 años;Total;2005T3;3.744,5
Ambos sexos;De 25 a 29 años;Total;2005T2;3.752,4
Ambos sexos;De 25 a 29 años;Total;2005T1;3.747,1
Ambos sexos;De 25 a 29 años;No cursa estudios;2025T4;1.895,7
Ambos sexos;De 25 a 29 años;No cursa estudios;2025T3;2.024,1
Ambos sexos;De 25 a 29 años;No cursa estudios;2025T2;1.818,3
Ambos sexos;De 25 a 29 años;No cursa estudios;2025T1;1.768,4
Ambos sexos;De 25 a 29 años;No cursa estudios;2024T4;1.748,4
Ambos sexos;De 25 a 29 años;No cursa estudios;2024T3;1.899,7
Ambos sexos;De 25 a 29 años;No cursa estudios;2024T2;1.784,2
Ambos sexos;De 25 a 29 años;No cursa estudios;2024T1;1.740,2
Ambos sexos;De 25 a 29 años;No cursa estudios;2023T4;1.785,6
Ambos sexos;De 25 a 29 años;No cursa estudios;2023T3;1.929,5
Ambos sexos;De 25 a 29 años;No cursa estudios;2023T2;1.761,0
Ambos sexos;De 25 a 29 años;No cursa estudios;2023T1;1.769,0
Ambos sexos;De 25 a 29 años;No cursa estudios;2022T4;1.731,4
Ambos sexos;De 25 a 29 años;No cursa estudios;2022T3;1.853,9
Ambos sexos;De 25 a 29 años;No cursa estudios;2022T2;1.740,1
Ambos sexos;De 25 a 29 años;No cursa estudios;2022T1;1.671,4
Ambos sexos;De 25 a 29 años;No cursa estudios;2021T4;1.711,2
Ambos sexos;De 25 a 29 años;No cursa estudios;2021T3;1.828,5
Ambos sexos;De 25 a 29 años;No cursa estudios;2021T2;1.710,3
Ambos sexos;De 25 a 29 años;No cursa estudios;2021T1;1.719,2
Ambos sexos;De 25 a 29 años;No cursa estudios;2020T4;1.791,4
Ambos sexos;De 25 a 29 años;No cursa estudios;2020T3;1.949,0
Ambos sexos;De 25 a 29 años;No cursa estudios;2020T2;1.888,2
Ambos sexos;De 25 a 29 años;No cursa estudios;2020T1;1.892,4
Ambos sexos;De 25 a 29 años;No cursa estudios;2019T4;1.852,9
Ambos sexos;De 25 a 29 años;No cursa estudios;2019T3;1.964,1
Ambos sexos;De 25 a 29 años;No cursa estudios;2019T2;1.839,3
Ambos sexos;De 25 a 29 años;No cursa estudios;2019T1;1.835,8
Ambos sexos;De 25 a 29 años;No cursa estudios;2018T4;1.845,5
Ambos sexos;De 25 a 29 años;No cursa estudios;2018T3;1.951,0
Ambos sexos;De 25 a 29 años;No cursa estudios;2018T2;1.835,6
Ambos sexos;De 25 a 29 años;No cursa estudios;2018T1;1.837,0
Ambos sexos;De 25 a 29 años;No cursa estudios;2017T4;1.875,6
Ambos sexos;De 25 a 29 años;No cursa estudios;2017T3;1.985,7
Ambos sexos;De 25 a 29 años;No cursa estudios;2017T2;1.826,1
Ambos sexos;De 25 a 29 años;No cursa estudios;2017T1;1.823,4
Ambos sexos;De 25 a 29 años;No cursa estudios;2016T4;1.876,6
Ambos sexos;De 25 a 29 años;No cursa estudios;2016T3;2.020,3
Ambos sexos;De 25 a 29 años;No cursa estudios;2016T2;1.883,9
Ambos sexos;De 25 a 29 años;No cursa estudios;2016T1;1.886,9
Ambos sexos;De 25 a 29 años;No cursa estudios;2015T4;1.889,9
Ambos sexos;De 25 a 29 años;No cursa estudios;2015T3;2.035,6
Ambos sexos;De 25 a 29 años;No cursa estudios;2015T2;1.911,1
Ambos sexos;De 25 a 29 años;No cursa estudios;2015T1;1.936,0
Ambos sexos;De 25 a 29 años;No cursa estudios;2014T4;1.983,9
Ambos sexos;De 25 a 29 años;No cursa estudios;2014T3;2.150,8
Ambos sexos;De 25 a 29 años;No cursa estudios;2014T2;1.984,1
Ambos sexos;De 25 a 29 años;No cursa estudios;2014T1;1.998,9
Ambos sexos;De 25 a 29 años;No cursa estudios;2013T4;2.027,9
Ambos sexos;De 25 a 29 años;No cursa estudios;2013T3;2.212,1
Ambos sexos;De 25 a 29 años;No cursa estudios;2013T2;2.046,5
Ambos sexos;De 25 a 29 años;No cursa estudios;2013T1;2.117,5
Ambos sexos;De 25 a 29 años;No cursa estudios;2012T4;2.161,5
Ambos sexos;De 25 a 29 años;No cursa estudios;2012T3;2.377,9
Ambos sexos;De 25 a 29 años;No cursa estudios;2012T2;2.193,2
Ambos sexos;De 25 a 29 años;No cursa estudios;2012T1;2.238,6
Ambos sexos;De 25 a 29 años;No cursa estudios;2011T4;2.282,2
Ambos sexos;De 25 a 29 años;No cursa estudios;2011T3;2.512,1
Ambos sexos;De 25 a 29 años;No cursa estudios;2011T2;2.372,2
Ambos sexos;De 25 a 29 años;No cursa estudios;2011T1;2.361,4
Ambos sexos;De 25 a 29 años;No cursa estudios;2010T4;2.414,9
Ambos sexos;De 25 a 29 años;No cursa estudios;2010T3;2.637,8
Ambos sexos;De 25 a 29 años;No cursa estudios;2010T2;2.514,3
Ambos sexos;De 25 a 29 años;No cursa estudios;2010T1;2.543,1
Ambos sexos;De 25 a 29 años;No cursa estudios;2009T4;2.604,6
Ambos sexos;De 25 a 29 años;No cursa estudios;2009T3;2.826,0
Ambos sexos;De 25 a 29 años;No cursa estudios;2009T2;2.661,4
Ambos sexos;De 25 a 29 años;No cursa estudios;2009T1;2.728,2
Ambos sexos;De 25 a 29 años;No cursa estudios;2008T4;2.745,6
Ambos sexos;De 25 a 29 años;No cursa estudios;2008T3;2.973,7
Ambos sexos;De 25 a 29 años;No cursa estudios;2008T2;2.779,1
Ambos sexos;De 25 a 29 años;No cursa estudios;2008T1;2.839,4
Ambos sexos;De 25 a 29 años;No cursa estudios;2007T4;2.855,4
Ambos sexos;De 25 a 29 años;No cursa estudios;2007T3;3.029,9
Ambos sexos;De 25 a 29 años;No cursa estudios;2007T2;2.854,7
Ambos sexos;De 25 a 29 años;No cursa estudios;2007T1;2.864,1
Ambos sexos;De 25 a 29 años;No cursa estudios;2006T4;2.894,0
Ambos sexos;De 25 a 29 años;No cursa estudios;2006T3;3.059,9
Ambos sexos;De 25 a 29 años;No cursa estudios;2006T2;2.860,1
Ambos sexos;De 25 a 29 años;No cursa estudios;2006T1;2.840,3
Ambos sexos;De 25 a 29 años;No cursa estudios;2005T4;2.853,3
Ambos sexos;De 25 a 29 años;No cursa estudios;2005T3;3.079,3
Ambos sexos;De 25 a 29 años;No cursa estudios;2005T2;2.814,6
Ambos sexos;De 25 a 29 años;No cursa estudios;2005T1;2.884,4
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2025T4;855,5
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2025T3;700,3
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2025T2;883,7
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2025T1;912,7
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2024T4;915,6
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2024T3;743,8
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2024T2;847,4
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2024T1;874,0
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2023T4;816,7
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2023T3;664,5
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2023T2;820,1
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2023T1;795,9
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2022T4;817,9
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2022T3;678,6
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2022T2;780,5
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2022T1;837,4
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2021T4;790,9
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2021T3;673,6
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2021T2;798,1
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2021T1;800,8
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2020T4;723,0
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2020T3;570,6
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2020T2;636,9
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2020T1;634,9
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2019T4;668,9
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2019T3;552,8
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2019T2;673,1
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2019T1;673,2
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2018T4;657,8
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2018T3;546,9
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2018T2;659,4
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2018T1;654,7
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2017T4;611,2
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2017T3;499,9
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2017T2;658,7
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2017T1;666,0
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2016T4;620,4
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2016T3;487,5
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2016T2;637,9
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2016T1;650,2
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2015T4;664,5
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2015T3;544,1
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2015T2;687,9
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2015T1;685,1
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2014T4;654,4
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2014T3;507,7
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2014T2;700,8
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2014T1;711,8
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2013T4;718,9
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2013T3;569,0
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2013T2;776,6
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2013T1;744,0
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2012T4;740,5
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2012T3;565,0
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2012T2;792,5
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2012T1;788,1
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2011T4;786,2
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2011T3;595,0
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2011T2;774,3
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2011T1;825,1
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2010T4;813,4
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2010T3;632,2
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2010T2;800,7
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2010T1;815,2
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2009T4;799,0
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2009T3;618,8
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2009T2;825,2
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2009T1;797,6
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2008T4;818,3
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2008T3;621,5
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2008T2;846,0
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2008T1;812,4
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2007T4;816,3
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2007T3;649,9
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2007T2;835,6
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2007T1;834,6
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2006T4;807,8
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2006T3;647,1
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2006T2;858,2
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2006T1;890,1
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2005T4;886,8
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2005T3;665,2
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2005T2;937,8
Ambos sexos;De 25 a 29 años;Cursa estudios: Total;2005T1;862,8
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2025T4;397,5
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2025T3;341,4
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2025T2;403,6
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2025T1;411,0
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2024T4;388,2
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2024T3;322,0
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2024T2;398,0
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2024T1;386,8
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2023T4;366,5
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2023T3;309,4
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2023T2;384,2
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2023T1;383,3
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2022T4;389,7
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2022T3;316,2
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2022T2;365,7
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2022T1;375,8
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2021T4;356,2
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2021T3;317,3
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2021T2;390,7
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2021T1;410,0
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2020T4;405,7
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2020T3;315,9
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2020T2;383,6
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2020T1;379,6
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2019T4;364,9
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2019T3;326,1
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2019T2;379,9
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2019T1;378,2
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2018T4;371,9
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2018T3;323,2
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2018T2;382,5
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2018T1;373,2
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2017T4;360,0
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2017T3;313,6
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2017T2;385,8
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2017T1;380,3
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2016T4;352,4
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2016T3;311,7
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2016T2;398,7
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2016T1;397,7
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2015T4;394,2
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2015T3;356,3
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2015T2;404,1
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2015T1;401,3
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2014T4;384,5
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2014T3;344,4
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2014T2;421,0
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2014T1;400,9
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2013T4;349,7
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2013T3;328,2
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2013T2;363,2
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2013T1;348,1
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2012T4;343,1
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2012T3;303,3
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2012T2;368,4
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2012T1;362,8
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2011T4;377,4
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2011T3;320,0
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2011T2;356,2
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2011T1;388,5
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2010T4;364,0
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2010T3;325,1
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2010T2;362,8
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2010T1;347,9
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2009T4;336,7
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2009T3;284,8
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2009T2;320,2
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2009T1;314,8
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2008T4;311,6
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2008T3;290,8
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2008T2;344,2
Ambos sexos;De 25 a 29 años;Cursa estudios: Sólo reglados;2008T1;319,2
