Sexo;Nivel de formación alcanzado;Edad;Periodo;Total
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2022T4;275,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2022T3;276,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2022T2;274,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2022T1;282,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2021T4;285,8
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2021T3;280,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2021T2;288,2
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2021T1;284,2
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2020T4;308,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2020T3;282,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2020T2;261,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2020T1;275,8
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2019T4;288,7
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2019T3;277,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2019T2;276
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2019T1;279,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2018T4;292,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2018T3;283,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2018T2;288,1
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2018T1;281,1
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2017T4;294,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2017T3;291,2
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2017T2;289,8
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2017T1;292,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2016T4;303,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2016T3;313,7
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2016T2;318,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2016T1;326
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2015T4;320,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2015T3;334,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2015T2;324,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2015T1;316,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2014T4;312,8
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2014T3;301,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2014T2;301,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 30 a 34 años;2014T1;310,7
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2025T4;270,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2025T3;296,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2025T2;286
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2025T1;285,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2024T4;301,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2024T3;297,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2024T2;292,1
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2024T1;302,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2023T4;293,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2023T3;317,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2023T2;323,1
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2023T1;319
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2022T4;321,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2022T3;317,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2022T2;324,8
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2022T1;329,8
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2021T4;330,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2021T3;333,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2021T2;324,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2021T1;312
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2020T4;309,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2020T3;297,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2020T2;286,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2020T1;304,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2019T4;295,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2019T3;306,2
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2019T2;306
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2019T1;317,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2018T4;328,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2018T3;310,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2018T2;303,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2018T1;313
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2017T4;316,1
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2017T3;302
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2017T2;302,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2017T1;312,2
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2016T4;319,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2016T3;302,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2016T2;315,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2016T1;322,7
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2015T4;340,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2015T3;337,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2015T2;332,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2015T1;325,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2014T4;331
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2014T3;320,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2014T2;318,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 35 a 39 años;2014T1;318,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2025T4;344,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2025T3;336,2
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2025T2;349
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2025T1;346,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2024T4;348,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2024T3;343,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2024T2;348,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2024T1;334,8
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2023T4;326,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2023T3;336,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2023T2;335,1
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2023T1;328,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2022T4;350
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2022T3;350,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2022T2;354,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2022T1;342,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2021T4;340,7
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2021T3;359,7
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2021T2;347,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2021T1;329,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2020T4;319,8
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2020T3;326,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2020T2;316,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2020T1;325,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2019T4;319
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2019T3;314,7
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2019T2;308,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2019T1;327,2
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2018T4;322,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2018T3;335,7
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2018T2;328,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2018T1;308,1
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2017T4;302,8
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2017T3;302,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2017T2;307,1
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2017T1;295,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2016T4;297,8
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2016T3;305,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2016T2;313,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2016T1;321,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2015T4;320,2
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2015T3;302,8
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2015T2;301,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2015T1;298,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2014T4;303,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2014T3;309,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2014T2;324
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 40 a 44 años;2014T1;306,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2025T4;337,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2025T3;374,8
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2025T2;361,2
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2025T1;357,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2024T4;342,1
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2024T3;345,2
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2024T2;343,7
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2024T1;350,8
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2023T4;348,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2023T3;334,2
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2023T2;325,1
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2023T1;325,2
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2022T4;311,1
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2022T3;299,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2022T2;318,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2022T1;313,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2021T4;310,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2021T3;326,8
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2021T2;342,2
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2021T1;348,8
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2020T4;338,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2020T3;322,7
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2020T2;299,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2020T1;294,1
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2019T4;291,7
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2019T3;290,7
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2019T2;297,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2019T1;300,2
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2018T4;297,2
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2018T3;303,8
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2018T2;310,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2018T1;309,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2017T4;323,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2017T3;318,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2017T2;311,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2017T1;311,7
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2016T4;304,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2016T3;310,2
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2016T2;315,8
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2016T1;301,7
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2015T4;300,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2015T3;308,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2015T2;315,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2015T1;309,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2014T4;297,7
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2014T3;284,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2014T2;294,8
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 45 a 49 años;2014T1;283,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2025T4;344
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2025T3;329,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2025T2;335,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2025T1;331,8
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2024T4;317,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2024T3;341,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2024T2;328,8
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2024T1;320,2
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2023T4;327,7
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2023T3;327,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2023T2;311,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2023T1;310
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2022T4;296,2
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2022T3;309,7
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2022T2;290
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2022T1;293,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2021T4;292,3
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2021T3;298,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2021T2;304,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2021T1;306,1
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2020T4;307,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2020T3;294,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2020T2;289,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2020T1;299
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2019T4;303,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2019T3;300,9
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2019T2;305,7
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2019T1;301,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2018T4;304
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2018T3;299,1
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2018T2;298,4
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2018T1;294,5
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2017T4;291,1
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2017T3;263,1
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2017T2;268,2
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2017T1;270,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2016T4;263,6
Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);De 50 a 54 años;2016T3;259,4
