Sexo;Sector económico;Tiempo desde que dejaron el último empleo;Periodo;Total
Ambos sexos;Total;Total;2025T4;2.240,7
Ambos sexos;Total;Total;2025T3;2.298,3
Ambos sexos;Total;Total;2025T2;2.287,7
Ambos sexos;Total;Total;2025T1;2.527,4
Ambos sexos;Total;Total;2024T4;2.345
Ambos sexos;Total;Total;2024T3;2.426,2
Ambos sexos;Total;Total;2024T2;2.469,2
Ambos sexos;Total;Total;2024T1;2.706,7
Ambos sexos;Total;Total;2023T4;2.554,1
Ambos sexos;Total;Total;2023T3;2.557,2
Ambos sexos;Total;Total;2023T2;2.511,5
Ambos sexos;Total;Total;2023T1;2.866,8
Ambos sexos;Total;Total;2022T4;2.752,1
Ambos sexos;Total;Total;2022T3;2.669,5
Ambos sexos;Total;Total;2022T2;2.666,8
Ambos sexos;Total;Total;2022T1;2.896,3
Ambos sexos;Total;Total;2021T4;2.824,7
Ambos sexos;Total;Total;2021T3;3.105,4
Ambos sexos;Total;Total;2021T2;3.200,5
Ambos sexos;Total;Total;2021T1;3.369,6
Ambos sexos;Total;Total;2020T4;3.400,3
Ambos sexos;Total;Total;2020T3;3.373,6
Ambos sexos;Total;Total;2020T2;3.126
Ambos sexos;Total;Total;2020T1;3.008,5
Ambos sexos;Total;Total;2019T4;2.882,8
Ambos sexos;Total;Total;2019T3;2.847,3
Ambos sexos;Total;Total;2019T2;2.897,4
Ambos sexos;Total;Total;2019T1;3.033
Ambos sexos;Total;Total;2018T4;2.974,3
Ambos sexos;Total;Total;2018T3;2.956,7
Ambos sexos;Total;Total;2018T2;3.129,4
Ambos sexos;Total;Total;2018T1;3.443,7
Ambos sexos;Total;Total;2017T4;3.367,4
Ambos sexos;Total;Total;2017T3;3.306,5
Ambos sexos;Total;Total;2017T2;3.500,5
Ambos sexos;Total;Total;2017T1;3.850,4
Ambos sexos;Total;Total;2016T4;3.808
Ambos sexos;Total;Total;2016T3;3.849,7
Ambos sexos;Total;Total;2016T2;4.102
Ambos sexos;Total;Total;2016T1;4.359,5
Ambos sexos;Total;Total;2015T4;4.310,8
Ambos sexos;Total;Total;2015T3;4.284,1
Ambos sexos;Total;Total;2015T2;4.587,5
Ambos sexos;Total;Total;2015T1;4.905,5
Ambos sexos;Total;Total;2014T4;4.897,4
Ambos sexos;Total;Total;2014T3;4.848,4
Ambos sexos;Total;Total;2014T2;5.083,3
Ambos sexos;Total;Total;2014T1;5.408,3
Ambos sexos;Total;Total;2013T4;5.363,9
Ambos sexos;Total;Total;2013T3;5.351,9
Ambos sexos;Total;Total;2013T2;5.533,2
Ambos sexos;Total;Total;2013T1;5.787,6
Ambos sexos;Total;Total;2012T4;5.533,6
Ambos sexos;Total;Total;2012T3;5.272,4
Ambos sexos;Total;Total;2012T2;5.237,8
Ambos sexos;Total;Total;2012T1;5.214,3
Ambos sexos;Total;Total;2011T4;4.846
Ambos sexos;Total;Total;2011T3;4.539,9
Ambos sexos;Total;Total;2011T2;4.434,3
Ambos sexos;Total;Total;2011T1;4.547,1
Ambos sexos;Total;Total;2010T4;4.344,3
Ambos sexos;Total;Total;2010T3;4.206,4
Ambos sexos;Total;Total;2010T2;4.291,7
Ambos sexos;Total;Total;2010T1;4.293,4
Ambos sexos;Total;Total;2009T4;4.032,7
Ambos sexos;Total;Total;2009T3;3.801,1
Ambos sexos;Total;Total;2009T2;3.849,3
Ambos sexos;Total;Total;2009T1;3.717
Ambos sexos;Total;Total;2008T4;2.954,1
Ambos sexos;Total;Total;2008T3;2.338,2
Ambos sexos;Total;Total;2008T2;2.162
Ambos sexos;Total;Total;2008T1;1.991,8
Ambos sexos;Total;Menos de 3 meses;2025T4;585
Ambos sexos;Total;Menos de 3 meses;2025T3;632,6
Ambos sexos;Total;Menos de 3 meses;2025T2;430,8
Ambos sexos;Total;Menos de 3 meses;2025T1;583,5
Ambos sexos;Total;Menos de 3 meses;2024T4;627,5
Ambos sexos;Total;Menos de 3 meses;2024T3;644
Ambos sexos;Total;Menos de 3 meses;2024T2;473,8
Ambos sexos;Total;Menos de 3 meses;2024T1;638,2
Ambos sexos;Total;Menos de 3 meses;2023T4;686,4
Ambos sexos;Total;Menos de 3 meses;2023T3;651,9
Ambos sexos;Total;Menos de 3 meses;2023T2;507,3
Ambos sexos;Total;Menos de 3 meses;2023T1;619,4
Ambos sexos;Total;Menos de 3 meses;2022T4;700,4
Ambos sexos;Total;Menos de 3 meses;2022T3;669,1
Ambos sexos;Total;Menos de 3 meses;2022T2;504,7
Ambos sexos;Total;Menos de 3 meses;2022T1;618,3
Ambos sexos;Total;Menos de 3 meses;2021T4;649,3
Ambos sexos;Total;Menos de 3 meses;2021T3;699,2
Ambos sexos;Total;Menos de 3 meses;2021T2;467,2
Ambos sexos;Total;Menos de 3 meses;2021T1;618,6
Ambos sexos;Total;Menos de 3 meses;2020T4;647,5
Ambos sexos;Total;Menos de 3 meses;2020T3;528,8
Ambos sexos;Total;Menos de 3 meses;2020T2;688,9
Ambos sexos;Total;Menos de 3 meses;2020T1;703,7
Ambos sexos;Total;Menos de 3 meses;2019T4;703,5
Ambos sexos;Total;Menos de 3 meses;2019T3;673,8
Ambos sexos;Total;Menos de 3 meses;2019T2;561,9
Ambos sexos;Total;Menos de 3 meses;2019T1;657,6
Ambos sexos;Total;Menos de 3 meses;2018T4;724,5
Ambos sexos;Total;Menos de 3 meses;2018T3;679,5
Ambos sexos;Total;Menos de 3 meses;2018T2;531,1
Ambos sexos;Total;Menos de 3 meses;2018T1;719,5
Ambos sexos;Total;Menos de 3 meses;2017T4;727,4
Ambos sexos;Total;Menos de 3 meses;2017T3;702,9
Ambos sexos;Total;Menos de 3 meses;2017T2;575,1
Ambos sexos;Total;Menos de 3 meses;2017T1;722,3
Ambos sexos;Total;Menos de 3 meses;2016T4;783,1
Ambos sexos;Total;Menos de 3 meses;2016T3;698
Ambos sexos;Total;Menos de 3 meses;2016T2;601
Ambos sexos;Total;Menos de 3 meses;2016T1;740,9
Ambos sexos;Total;Menos de 3 meses;2015T4;834,6
Ambos sexos;Total;Menos de 3 meses;2015T3;767,3
Ambos sexos;Total;Menos de 3 meses;2015T2;607,5
Ambos sexos;Total;Menos de 3 meses;2015T1;692,5
Ambos sexos;Total;Menos de 3 meses;2014T4;816
Ambos sexos;Total;Menos de 3 meses;2014T3;776,8
Ambos sexos;Total;Menos de 3 meses;2014T2;621,8
Ambos sexos;Total;Menos de 3 meses;2014T1;739,1
Ambos sexos;Total;Menos de 3 meses;2013T4;867,8
Ambos sexos;Total;Menos de 3 meses;2013T3;782,4
Ambos sexos;Total;Menos de 3 meses;2013T2;625,2
Ambos sexos;Total;Menos de 3 meses;2013T1;825,6
Ambos sexos;Total;Menos de 3 meses;2012T4;942,8
Ambos sexos;Total;Menos de 3 meses;2012T3;873,6
Ambos sexos;Total;Menos de 3 meses;2012T2;702,3
Ambos sexos;Total;Menos de 3 meses;2012T1;849
Ambos sexos;Total;Menos de 3 meses;2011T4;898,7
Ambos sexos;Total;Menos de 3 meses;2011T3;802,7
Ambos sexos;Total;Menos de 3 meses;2011T2;643,6
Ambos sexos;Total;Menos de 3 meses;2011T1;789,2
Ambos sexos;Total;Menos de 3 meses;2010T4;810,2
Ambos sexos;Total;Menos de 3 meses;2010T3;731,1
Ambos sexos;Total;Menos de 3 meses;2010T2;662,7
Ambos sexos;Total;Menos de 3 meses;2010T1;792,6
Ambos sexos;Total;Menos de 3 meses;2009T4;835,3
Ambos sexos;Total;Menos de 3 meses;2009T3;760,1
Ambos sexos;Total;Menos de 3 meses;2009T2;714,9
Ambos sexos;Total;Menos de 3 meses;2009T1;907,8
Ambos sexos;Total;Menos de 3 meses;2008T4;888
Ambos sexos;Total;Menos de 3 meses;2008T3;735,4
Ambos sexos;Total;Menos de 3 meses;2008T2;612,2
Ambos sexos;Total;Menos de 3 meses;2008T1;587,5
Ambos sexos;Total;De 3 a 5 meses;2025T4;368,4
Ambos sexos;Total;De 3 a 5 meses;2025T3;312,2
Ambos sexos;Total;De 3 a 5 meses;2025T2;404,9
Ambos sexos;Total;De 3 a 5 meses;2025T1;523,9
Ambos sexos;Total;De 3 a 5 meses;2024T4;375,4
Ambos sexos;Total;De 3 a 5 meses;2024T3;342,6
Ambos sexos;Total;De 3 a 5 meses;2024T2;411,5
Ambos sexos;Total;De 3 a 5 meses;2024T1;574,8
Ambos sexos;Total;De 3 a 5 meses;2023T4;400,2
Ambos sexos;Total;De 3 a 5 meses;2023T3;362,7
Ambos sexos;Total;De 3 a 5 meses;2023T2;406,9
Ambos sexos;Total;De 3 a 5 meses;2023T1;606,4
Ambos sexos;Total;De 3 a 5 meses;2022T4;433,4
Ambos sexos;Total;De 3 a 5 meses;2022T3;369,4
Ambos sexos;Total;De 3 a 5 meses;2022T2;401,4
Ambos sexos;Total;De 3 a 5 meses;2022T1;510
Ambos sexos;Total;De 3 a 5 meses;2021T4;404,5
Ambos sexos;Total;De 3 a 5 meses;2021T3;368,8
Ambos sexos;Total;De 3 a 5 meses;2021T2;462,9
Ambos sexos;Total;De 3 a 5 meses;2021T1;517,3
Ambos sexos;Total;De 3 a 5 meses;2020T4;445,3
Ambos sexos;Total;De 3 a 5 meses;2020T3;648,4
Ambos sexos;Total;De 3 a 5 meses;2020T2;746,6
Ambos sexos;Total;De 3 a 5 meses;2020T1;567,5
Ambos sexos;Total;De 3 a 5 meses;2019T4;485,8
Ambos sexos;Total;De 3 a 5 meses;2019T3;423,3
Ambos sexos;Total;De 3 a 5 meses;2019T2;476,7
Ambos sexos;Total;De 3 a 5 meses;2019T1;572
Ambos sexos;Total;De 3 a 5 meses;2018T4;480,7
Ambos sexos;Total;De 3 a 5 meses;2018T3;387,8
Ambos sexos;Total;De 3 a 5 meses;2018T2;478,9
Ambos sexos;Total;De 3 a 5 meses;2018T1;601,4
Ambos sexos;Total;De 3 a 5 meses;2017T4;521,3
Ambos sexos;Total;De 3 a 5 meses;2017T3;434,3
Ambos sexos;Total;De 3 a 5 meses;2017T2;512,3
Ambos sexos;Total;De 3 a 5 meses;2017T1;651,4
Ambos sexos;Total;De 3 a 5 meses;2016T4;530
Ambos sexos;Total;De 3 a 5 meses;2016T3;452,4
Ambos sexos;Total;De 3 a 5 meses;2016T2;574
Ambos sexos;Total;De 3 a 5 meses;2016T1;684,3
Ambos sexos;Total;De 3 a 5 meses;2015T4;560,6
Ambos sexos;Total;De 3 a 5 meses;2015T3;469,1
Ambos sexos;Total;De 3 a 5 meses;2015T2;562,8
Ambos sexos;Total;De 3 a 5 meses;2015T1;733,9
Ambos sexos;Total;De 3 a 5 meses;2014T4;633,1
Ambos sexos;Total;De 3 a 5 meses;2014T3;499,7
Ambos sexos;Total;De 3 a 5 meses;2014T2;622
Ambos sexos;Total;De 3 a 5 meses;2014T1;829
Ambos sexos;Total;De 3 a 5 meses;2013T4;687,4
Ambos sexos;Total;De 3 a 5 meses;2013T3;602,7
Ambos sexos;Total;De 3 a 5 meses;2013T2;746,5
Ambos sexos;Total;De 3 a 5 meses;2013T1;934,5
Ambos sexos;Total;De 3 a 5 meses;2012T4;788,9
Ambos sexos;Total;De 3 a 5 meses;2012T3;623,2
Ambos sexos;Total;De 3 a 5 meses;2012T2;791,6
Ambos sexos;Total;De 3 a 5 meses;2012T1;940,7
Ambos sexos;Total;De 3 a 5 meses;2011T4;723,4
Ambos sexos;Total;De 3 a 5 meses;2011T3;608,6
Ambos sexos;Total;De 3 a 5 meses;2011T2;695,6
Ambos sexos;Total;De 3 a 5 meses;2011T1;777,2
Ambos sexos;Total;De 3 a 5 meses;2010T4;636,6
Ambos sexos;Total;De 3 a 5 meses;2010T3;596,1
Ambos sexos;Total;De 3 a 5 meses;2010T2;705,9
Ambos sexos;Total;De 3 a 5 meses;2010T1;791,7
Ambos sexos;Total;De 3 a 5 meses;2009T4;683,3
Ambos sexos;Total;De 3 a 5 meses;2009T3;673,6
Ambos sexos;Total;De 3 a 5 meses;2009T2;859,3
Ambos sexos;Total;De 3 a 5 meses;2009T1;947,6
Ambos sexos;Total;De 3 a 5 meses;2008T4;668,9
Ambos sexos;Total;De 3 a 5 meses;2008T3;461,8
Ambos sexos;Total;De 3 a 5 meses;2008T2;476,7
Ambos sexos;Total;De 3 a 5 meses;2008T1;454,8
Ambos sexos;Total;De 6 a 12 meses;2025T4;373,3
Ambos sexos;Total;De 6 a 12 meses;2025T3;449,1
Ambos sexos;Total;De 6 a 12 meses;2025T2;498,6
Ambos sexos;Total;De 6 a 12 meses;2025T1;424,6
Ambos sexos;Total;De 6 a 12 meses;2024T4;364,9
Ambos sexos;Total;De 6 a 12 meses;2024T3;444,2
Ambos sexos;Total;De 6 a 12 meses;2024T2;547,6
Ambos sexos;Total;De 6 a 12 meses;2024T1;439,9
Ambos sexos;Total;De 6 a 12 meses;2023T4;381,2
Ambos sexos;Total;De 6 a 12 meses;2023T3;477,8
Ambos sexos;Total;De 6 a 12 meses;2023T2;540,1
Ambos sexos;Total;De 6 a 12 meses;2023T1;487,3
Ambos sexos;Total;De 6 a 12 meses;2022T4;410,8
Ambos sexos;Total;De 6 a 12 meses;2022T3;458
Ambos sexos;Total;De 6 a 12 meses;2022T2;508,4
Ambos sexos;Total;De 6 a 12 meses;2022T1;427,6
Ambos sexos;Total;De 6 a 12 meses;2021T4;392,8
Ambos sexos;Total;De 6 a 12 meses;2021T3;511,3
Ambos sexos;Total;De 6 a 12 meses;2021T2;575,7
Ambos sexos;Total;De 6 a 12 meses;2021T1;778,4
Ambos sexos;Total;De 6 a 12 meses;2020T4;886,6
Ambos sexos;Total;De 6 a 12 meses;2020T3;948,1
Ambos sexos;Total;De 6 a 12 meses;2020T2;673
Ambos sexos;Total;De 6 a 12 meses;2020T1;547,1
Ambos sexos;Total;De 6 a 12 meses;2019T4;470,3
Ambos sexos;Total;De 6 a 12 meses;2019T3;539,7
Ambos sexos;Total;De 6 a 12 meses;2019T2;599,6
Ambos sexos;Total;De 6 a 12 meses;2019T1;495
Ambos sexos;Total;De 6 a 12 meses;2018T4;437,9
Ambos sexos;Total;De 6 a 12 meses;2018T3;506,5
Ambos sexos;Total;De 6 a 12 meses;2018T2;607,1
Ambos sexos;Total;De 6 a 12 meses;2018T1;548
Ambos sexos;Total;De 6 a 12 meses;2017T4;506,4
Ambos sexos;Total;De 6 a 12 meses;2017T3;556,2
Ambos sexos;Total;De 6 a 12 meses;2017T2;685,1
Ambos sexos;Total;De 6 a 12 meses;2017T1;605,8
Ambos sexos;Total;De 6 a 12 meses;2016T4;548,2
Ambos sexos;Total;De 6 a 12 meses;2016T3;668,6
Ambos sexos;Total;De 6 a 12 meses;2016T2;772,9
Ambos sexos;Total;De 6 a 12 meses;2016T1;672,3
Ambos sexos;Total;De 6 a 12 meses;2015T4;587
Ambos sexos;Total;De 6 a 12 meses;2015T3;701,5
Ambos sexos;Total;De 6 a 12 meses;2015T2;835,8
Ambos sexos;Total;De 6 a 12 meses;2015T1;750,5
Ambos sexos;Total;De 6 a 12 meses;2014T4;694,2
Ambos sexos;Total;De 6 a 12 meses;2014T3;825,4
Ambos sexos;Total;De 6 a 12 meses;2014T2;970,6
Ambos sexos;Total;De 6 a 12 meses;2014T1;864,4
Ambos sexos;Total;De 6 a 12 meses;2013T4;842,7
Ambos sexos;Total;De 6 a 12 meses;2013T3;1.054,6
Ambos sexos;Total;De 6 a 12 meses;2013T2;1.235,6
Ambos sexos;Total;De 6 a 12 meses;2013T1;1.101
Ambos sexos;Total;De 6 a 12 meses;2012T4;994,6
Ambos sexos;Total;De 6 a 12 meses;2012T3;1.186,7
Ambos sexos;Total;De 6 a 12 meses;2012T2;1.241,9
Ambos sexos;Total;De 6 a 12 meses;2012T1;1.034,9
Ambos sexos;Total;De 6 a 12 meses;2011T4;903,4
Ambos sexos;Total;De 6 a 12 meses;2011T3;1.001,4
Ambos sexos;Total;De 6 a 12 meses;2011T2;1.013,4
Ambos sexos;Total;De 6 a 12 meses;2011T1;869,2
Ambos sexos;Total;De 6 a 12 meses;2010T4;847,2
Ambos sexos;Total;De 6 a 12 meses;2010T3;1.006
Ambos sexos;Total;De 6 a 12 meses;2010T2;1.110
Ambos sexos;Total;De 6 a 12 meses;2010T1;1.030,9
Ambos sexos;Total;De 6 a 12 meses;2009T4;1.037
Ambos sexos;Total;De 6 a 12 meses;2009T3;1.162,8
Ambos sexos;Total;De 6 a 12 meses;2009T2;1.181,2
Ambos sexos;Total;De 6 a 12 meses;2009T1;884,3
Ambos sexos;Total;De 6 a 12 meses;2008T4;613,3
Ambos sexos;Total;De 6 a 12 meses;2008T3;534,5
Ambos sexos;Total;De 6 a 12 meses;2008T2;488
Ambos sexos;Total;De 6 a 12 meses;2008T1;383,8
Ambos sexos;Total;Más de 1 año;2025T4;914
Ambos sexos;Total;Más de 1 año;2025T3;904,4
Ambos sexos;Total;Más de 1 año;2025T2;953,3
Ambos sexos;Total;Más de 1 año;2025T1;995,4
Ambos sexos;Total;Más de 1 año;2024T4;977,2
Ambos sexos;Total;Más de 1 año;2024T3;995,5
Ambos sexos;Total;Más de 1 año;2024T2;1.036,3
Ambos sexos;Total;Más de 1 año;2024T1;1.053,9
Ambos sexos;Total;Más de 1 año;2023T4;1.086,3
Ambos sexos;Total;Más de 1 año;2023T3;1.064,9
Ambos sexos;Total;Más de 1 año;2023T2;1.057,3
Ambos sexos;Total;Más de 1 año;2023T1;1.153,7
Ambos sexos;Total;Más de 1 año;2022T4;1.207,4
Ambos sexos;Total;Más de 1 año;2022T3;1.173,1
Ambos sexos;Total;Más de 1 año;2022T2;1.252,2
Ambos sexos;Total;Más de 1 año;2022T1;1.340,4
Ambos sexos;Total;Más de 1 año;2021T4;1.378,1
Ambos sexos;Total;Más de 1 año;2021T3;1.526
Ambos sexos;Total;Más de 1 año;2021T2;1.694,8
Ambos sexos;Total;Más de 1 año;2021T1;1.455,3
Ambos sexos;Total;Más de 1 año;2020T4;1.420,8
Ambos sexos;Total;Más de 1 año;2020T3;1.248,3
Ambos sexos;Total;Más de 1 año;2020T2;1.017,5
Ambos sexos;Total;Más de 1 año;2020T1;1.190,2
Ambos sexos;Total;Más de 1 año;2019T4;1.223,2
Ambos sexos;Total;Más de 1 año;2019T3;1.210,4
Ambos sexos;Total;Más de 1 año;2019T2;1.259,3
Ambos sexos;Total;Más de 1 año;2019T1;1.308,4
Ambos sexos;Total;Más de 1 año;2018T4;1.331,2
Ambos sexos;Total;Más de 1 año;2018T3;1.383
Ambos sexos;Total;Más de 1 año;2018T2;1.512,3
Ambos sexos;Total;Más de 1 año;2018T1;1.574,8
Ambos sexos;Total;Más de 1 año;2017T4;1.612,3
Ambos sexos;Total;Más de 1 año;2017T3;1.613,1
Ambos sexos;Total;Más de 1 año;2017T2;1.728
Ambos sexos;Total;Más de 1 año;2017T1;1.870,9
Ambos sexos;Total;Más de 1 año;2016T4;1.946,7
Ambos sexos;Total;Más de 1 año;2016T3;2.030,6
Ambos sexos;Total;Más de 1 año;2016T2;2.154,1
Ambos sexos;Total;Más de 1 año;2016T1;2.262
Ambos sexos;Total;Más de 1 año;2015T4;2.328,7
Ambos sexos;Total;Más de 1 año;2015T3;2.346,1
Ambos sexos;Total;Más de 1 año;2015T2;2.581,4
Ambos sexos;Total;Más de 1 año;2015T1;2.728,6
Ambos sexos;Total;Más de 1 año;2014T4;2.754,1
Ambos sexos;Total;Más de 1 año;2014T3;2.746,6
Ambos sexos;Total;Más de 1 año;2014T2;2.868,9
Ambos sexos;Total;Más de 1 año;2014T1;2.975,8
Ambos sexos;Total;Más de 1 año;2013T4;2.965,9
Ambos sexos;Total;Más de 1 año;2013T3;2.912,1
Ambos sexos;Total;Más de 1 año;2013T2;2.925,9
Ambos sexos;Total;Más de 1 año;2013T1;2.926,5
Ambos sexos;Total;Más de 1 año;2012T4;2.807,3
Ambos sexos;Total;Más de 1 año;2012T3;2.588,9
Ambos sexos;Total;Más de 1 año;2012T2;2.502
Ambos sexos;Total;Más de 1 año;2012T1;2.389,8
Ambos sexos;Total;Más de 1 año;2011T4;2.320,6
Ambos sexos;Total;Más de 1 año;2011T3;2.127,2
Ambos sexos;Total;Más de 1 año;2011T2;2.081,7
Ambos sexos;Total;Más de 1 año;2011T1;2.111,6
Ambos sexos;Total;Más de 1 año;2010T4;2.050,4
Ambos sexos;Total;Más de 1 año;2010T3;1.873,2
Ambos sexos;Total;Más de 1 año;2010T2;1.813
Ambos sexos;Total;Más de 1 año;2010T1;1.678,3
Ambos sexos;Total;Más de 1 año;2009T4;1.477,1
Ambos sexos;Total;Más de 1 año;2009T3;1.204,7
Ambos sexos;Total;Más de 1 año;2009T2;1.093,9
Ambos sexos;Total;Más de 1 año;2009T1;977,3
Ambos sexos;Total;Más de 1 año;2008T4;783,9
Ambos sexos;Total;Más de 1 año;2008T3;606,6
Ambos sexos;Total;Más de 1 año;2008T2;585,1
Ambos sexos;Total;Más de 1 año;2008T1;565,8
Ambos sexos;Agricultura;Total;2025T4;121,2
Ambos sexos;Agricultura;Total;2025T3;133,7
Ambos sexos;Agricultura;Total;2025T2;123
Ambos sexos;Agricultura;Total;2025T1;130,4
Ambos sexos;Agricultura;Total;2024T4;125,9
Ambos sexos;Agricultura;Total;2024T3;142,1
Ambos sexos;Agricultura;Total;2024T2;121,4
Ambos sexos;Agricultura;Total;2024T1;128,7
Ambos sexos;Agricultura;Total;2023T4;127,8
Ambos sexos;Agricultura;Total;2023T3;152,7
Ambos sexos;Agricultura;Total;2023T2;133,9
Ambos sexos;Agricultura;Total;2023T1;138,6
Ambos sexos;Agricultura;Total;2022T4;147,7
Ambos sexos;Agricultura;Total;2022T3;165,5
Ambos sexos;Agricultura;Total;2022T2;149,6
Ambos sexos;Agricultura;Total;2022T1;161,4
Ambos sexos;Agricultura;Total;2021T4;164
Ambos sexos;Agricultura;Total;2021T3;200,3
Ambos sexos;Agricultura;Total;2021T2;172,2
Ambos sexos;Agricultura;Total;2021T1;191,1
Ambos sexos;Agricultura;Total;2020T4;184,5
Ambos sexos;Agricultura;Total;2020T3;207,8
Ambos sexos;Agricultura;Total;2020T2;168,2
Ambos sexos;Agricultura;Total;2020T1;164,3
Ambos sexos;Agricultura;Total;2019T4;184
Ambos sexos;Agricultura;Total;2019T3;203,3
Ambos sexos;Agricultura;Total;2019T2;183,3
Ambos sexos;Agricultura;Total;2019T1;173,7
Ambos sexos;Agricultura;Total;2018T4;173,1
Ambos sexos;Agricultura;Total;2018T3;194,3
Ambos sexos;Agricultura;Total;2018T2;186,5
Ambos sexos;Agricultura;Total;2018T1;206,5
Ambos sexos;Agricultura;Total;2017T4;199
Ambos sexos;Agricultura;Total;2017T3;235,1
Ambos sexos;Agricultura;Total;2017T2;206
Ambos sexos;Agricultura;Total;2017T1;217,8
Ambos sexos;Agricultura;Total;2016T4;217,5
Ambos sexos;Agricultura;Total;2016T3;240,4
Ambos sexos;Agricultura;Total;2016T2;251,7
Ambos sexos;Agricultura;Total;2016T1;259,2
Ambos sexos;Agricultura;Total;2015T4;222,6
Ambos sexos;Agricultura;Total;2015T3;258,4
Ambos sexos;Agricultura;Total;2015T2;252,2
Ambos sexos;Agricultura;Total;2015T1;281,1
Ambos sexos;Agricultura;Total;2014T4;271,4
Ambos sexos;Agricultura;Total;2014T3;285,6
Ambos sexos;Agricultura;Total;2014T2;261,4
Ambos sexos;Agricultura;Total;2014T1;241,8
Ambos sexos;Agricultura;Total;2013T4;247,2
Ambos sexos;Agricultura;Total;2013T3;284,9
Ambos sexos;Agricultura;Total;2013T2;269,1
Ambos sexos;Agricultura;Total;2013T1;294,5
Ambos sexos;Agricultura;Total;2012T4;266,9
Ambos sexos;Agricultura;Total;2012T3;296,6
Ambos sexos;Agricultura;Total;2012T2;279,1
Ambos sexos;Agricultura;Total;2012T1;268,1
Ambos sexos;Agricultura;Total;2011T4;206,8
Ambos sexos;Agricultura;Total;2011T3;248,6
Ambos sexos;Agricultura;Total;2011T2;242,2
Ambos sexos;Agricultura;Total;2011T1;224,4
Ambos sexos;Agricultura;Total;2010T4;205,3
Ambos sexos;Agricultura;Total;2010T3;230,2
Ambos sexos;Agricultura;Total;2010T2;231,2
Ambos sexos;Agricultura;Total;2010T1;195,3
Ambos sexos;Agricultura;Total;2009T4;193,7
Ambos sexos;Agricultura;Total;2009T3;214,4
Ambos sexos;Agricultura;Total;2009T2;195,8
Ambos sexos;Agricultura;Total;2009T1;170
Ambos sexos;Agricultura;Total;2008T4;149,6
Ambos sexos;Agricultura;Total;2008T3;144,1
Ambos sexos;Agricultura;Total;2008T2;120,7
Ambos sexos;Agricultura;Total;2008T1;114,8
Ambos sexos;Agricultura;Menos de 3 meses;2025T4;53,2
Ambos sexos;Agricultura;Menos de 3 meses;2025T3;50,9
Ambos sexos;Agricultura;Menos de 3 meses;2025T2;39,3
Ambos sexos;Agricultura;Menos de 3 meses;2025T1;53,9
Ambos sexos;Agricultura;Menos de 3 meses;2024T4;65,3
Ambos sexos;Agricultura;Menos de 3 meses;2024T3;58,1
Ambos sexos;Agricultura;Menos de 3 meses;2024T2;44,6
Ambos sexos;Agricultura;Menos de 3 meses;2024T1;62,8
Ambos sexos;Agricultura;Menos de 3 meses;2023T4;58
Ambos sexos;Agricultura;Menos de 3 meses;2023T3;57,2
Ambos sexos;Agricultura;Menos de 3 meses;2023T2;55,8
Ambos sexos;Agricultura;Menos de 3 meses;2023T1;56,6
Ambos sexos;Agricultura;Menos de 3 meses;2022T4;66,7
Ambos sexos;Agricultura;Menos de 3 meses;2022T3;76
Ambos sexos;Agricultura;Menos de 3 meses;2022T2;55,1
Ambos sexos;Agricultura;Menos de 3 meses;2022T1;69,8
Ambos sexos;Agricultura;Menos de 3 meses;2021T4;71,9
Ambos sexos;Agricultura;Menos de 3 meses;2021T3;98,4
Ambos sexos;Agricultura;Menos de 3 meses;2021T2;69,4
Ambos sexos;Agricultura;Menos de 3 meses;2021T1;78,9
Ambos sexos;Agricultura;Menos de 3 meses;2020T4;79,7
Ambos sexos;Agricultura;Menos de 3 meses;2020T3;79,1
Ambos sexos;Agricultura;Menos de 3 meses;2020T2;51,1
Ambos sexos;Agricultura;Menos de 3 meses;2020T1;76,1
Ambos sexos;Agricultura;Menos de 3 meses;2019T4;75
Ambos sexos;Agricultura;Menos de 3 meses;2019T3;77
Ambos sexos;Agricultura;Menos de 3 meses;2019T2;73,2
Ambos sexos;Agricultura;Menos de 3 meses;2019T1;82,4
Ambos sexos;Agricultura;Menos de 3 meses;2018T4;71,5
Ambos sexos;Agricultura;Menos de 3 meses;2018T3;85,3
Ambos sexos;Agricultura;Menos de 3 meses;2018T2;66,9
Ambos sexos;Agricultura;Menos de 3 meses;2018T1;115,8
Ambos sexos;Agricultura;Menos de 3 meses;2017T4;81,5
Ambos sexos;Agricultura;Menos de 3 meses;2017T3;99,6
Ambos sexos;Agricultura;Menos de 3 meses;2017T2;80,1
Ambos sexos;Agricultura;Menos de 3 meses;2017T1;97,7
Ambos sexos;Agricultura;Menos de 3 meses;2016T4;94,8
Ambos sexos;Agricultura;Menos de 3 meses;2016T3;77,6
Ambos sexos;Agricultura;Menos de 3 meses;2016T2;89,5
Ambos sexos;Agricultura;Menos de 3 meses;2016T1;128,8
Ambos sexos;Agricultura;Menos de 3 meses;2015T4;96,8
Ambos sexos;Agricultura;Menos de 3 meses;2015T3;96,9
Ambos sexos;Agricultura;Menos de 3 meses;2015T2;81,8
Ambos sexos;Agricultura;Menos de 3 meses;2015T1;118,7
Ambos sexos;Agricultura;Menos de 3 meses;2014T4;101,4
Ambos sexos;Agricultura;Menos de 3 meses;2014T3;110,1
Ambos sexos;Agricultura;Menos de 3 meses;2014T2;97,2
Ambos sexos;Agricultura;Menos de 3 meses;2014T1;98,7
