Sexo;Sector económico;Tiempo desde que dejaron el último empleo;Periodo;Total
Ambos sexos;Construcción;Más de 1 año;2016T1;..
Ambos sexos;Construcción;Más de 1 año;2015T4;..
Ambos sexos;Construcción;Más de 1 año;2015T3;..
Ambos sexos;Construcción;Más de 1 año;2015T2;..
Ambos sexos;Construcción;Más de 1 año;2015T1;..
Ambos sexos;Construcción;Más de 1 año;2014T4;..
Ambos sexos;Construcción;Más de 1 año;2014T3;..
Ambos sexos;Construcción;Más de 1 año;2014T2;..
Ambos sexos;Construcción;Más de 1 año;2014T1;..
Ambos sexos;Construcción;Más de 1 año;2013T4;..
Ambos sexos;Construcción;Más de 1 año;2013T3;..
Ambos sexos;Construcción;Más de 1 año;2013T2;..
Ambos sexos;Construcción;Más de 1 año;2013T1;..
Ambos sexos;Construcción;Más de 1 año;2012T4;..
Ambos sexos;Construcción;Más de 1 año;2012T3;..
Ambos sexos;Construcción;Más de 1 año;2012T2;..
Ambos sexos;Construcción;Más de 1 año;2012T1;..
Ambos sexos;Construcción;Más de 1 año;2011T4;..
Ambos sexos;Construcción;Más de 1 año;2011T3;..
Ambos sexos;Construcción;Más de 1 año;2011T2;..
Ambos sexos;Construcción;Más de 1 año;2011T1;..
Ambos sexos;Construcción;Más de 1 año;2010T4;..
Ambos sexos;Construcción;Más de 1 año;2010T3;..
Ambos sexos;Construcción;Más de 1 año;2010T2;..
Ambos sexos;Construcción;Más de 1 año;2010T1;..
Ambos sexos;Construcción;Más de 1 año;2009T4;..
Ambos sexos;Construcción;Más de 1 año;2009T3;..
Ambos sexos;Construcción;Más de 1 año;2009T2;..
Ambos sexos;Construcción;Más de 1 año;2009T1;..
Ambos sexos;Construcción;Más de 1 año;2008T4;..
Ambos sexos;Construcción;Más de 1 año;2008T3;..
Ambos sexos;Construcción;Más de 1 año;2008T2;..
Ambos sexos;Construcción;Más de 1 año;2008T1;..
Ambos sexos;Servicios;Total;2025T4;975
Ambos sexos;Servicios;Total;2025T3;1.040,4
Ambos sexos;Servicios;Total;2025T2;964,7
Ambos sexos;Servicios;Total;2025T1;1.143,2
Ambos sexos;Servicios;Total;2024T4;1.018,3
Ambos sexos;Servicios;Total;2024T3;1.052,7
Ambos sexos;Servicios;Total;2024T2;1.056,3
Ambos sexos;Servicios;Total;2024T1;1.246,8
Ambos sexos;Servicios;Total;2023T4;1.118,2
Ambos sexos;Servicios;Total;2023T3;1.102,2
Ambos sexos;Servicios;Total;2023T2;1.056,6
Ambos sexos;Servicios;Total;2023T1;1.270,4
Ambos sexos;Servicios;Total;2022T4;1.123,6
Ambos sexos;Servicios;Total;2022T3;1.081,5
Ambos sexos;Servicios;Total;2022T2;1.000,5
Ambos sexos;Servicios;Total;2022T1;1.117,1
Ambos sexos;Servicios;Total;2021T4;1.024,2
Ambos sexos;Servicios;Total;2021T3;1.099,1
Ambos sexos;Servicios;Total;2021T2;1.057,7
Ambos sexos;Servicios;Total;2021T1;1.366,4
Ambos sexos;Servicios;Total;2020T4;1.448,2
Ambos sexos;Servicios;Total;2020T3;1.561,7
Ambos sexos;Servicios;Total;2020T2;1.540,5
Ambos sexos;Servicios;Total;2020T1;1.341,5
Ambos sexos;Servicios;Total;2019T4;1.168,7
Ambos sexos;Servicios;Total;2019T3;1.146
Ambos sexos;Servicios;Total;2019T2;1.154,6
Ambos sexos;Servicios;Total;2019T1;1.239,4
Ambos sexos;Servicios;Total;2018T4;1.169,6
Ambos sexos;Servicios;Total;2018T3;1.085,3
Ambos sexos;Servicios;Total;2018T2;1.143,9
Ambos sexos;Servicios;Total;2018T1;1.325
Ambos sexos;Servicios;Total;2017T4;1.233,7
Ambos sexos;Servicios;Total;2017T3;1.161,9
Ambos sexos;Servicios;Total;2017T2;1.258,7
Ambos sexos;Servicios;Total;2017T1;1.402,7
Ambos sexos;Servicios;Total;2016T4;1.297,9
Ambos sexos;Servicios;Total;2016T3;1.234,7
Ambos sexos;Servicios;Total;2016T2;1.336,8
Ambos sexos;Servicios;Total;2016T1;1.446,4
Ambos sexos;Servicios;Total;2015T4;1.377,5
Ambos sexos;Servicios;Total;2015T3;1.312,8
Ambos sexos;Servicios;Total;2015T2;1.372,7
Ambos sexos;Servicios;Total;2015T1;1.466,2
Ambos sexos;Servicios;Total;2014T4;1.430,9
Ambos sexos;Servicios;Total;2014T3;1.395,7
Ambos sexos;Servicios;Total;2014T2;1.481,5
Ambos sexos;Servicios;Total;2014T1;1.631,3
Ambos sexos;Servicios;Total;2013T4;1.603,7
Ambos sexos;Servicios;Total;2013T3;1.579,7
Ambos sexos;Servicios;Total;2013T2;1.698,1
Ambos sexos;Servicios;Total;2013T1;1.857,3
Ambos sexos;Servicios;Total;2012T4;1.764,1
Ambos sexos;Servicios;Total;2012T3;1.660,9
Ambos sexos;Servicios;Total;2012T2;1.685,8
Ambos sexos;Servicios;Total;2012T1;1.771,2
Ambos sexos;Servicios;Total;2011T4;1.619,1
Ambos sexos;Servicios;Total;2011T3;1.493,8
Ambos sexos;Servicios;Total;2011T2;1.444,1
Ambos sexos;Servicios;Total;2011T1;1.517,4
Ambos sexos;Servicios;Total;2010T4;1.418,3
Ambos sexos;Servicios;Total;2010T3;1.398,1
Ambos sexos;Servicios;Total;2010T2;1.454,6
Ambos sexos;Servicios;Total;2010T1;1.516,2
Ambos sexos;Servicios;Total;2009T4;1.420,6
Ambos sexos;Servicios;Total;2009T3;1.408,5
Ambos sexos;Servicios;Total;2009T2;1.471
Ambos sexos;Servicios;Total;2009T1;1.455,8
Ambos sexos;Servicios;Total;2008T4;1.147,3
Ambos sexos;Servicios;Total;2008T3;942,6
Ambos sexos;Servicios;Total;2008T2;896,8
Ambos sexos;Servicios;Total;2008T1;848,1
Ambos sexos;Servicios;Menos de 3 meses;2025T4;438,1
Ambos sexos;Servicios;Menos de 3 meses;2025T3;492,1
Ambos sexos;Servicios;Menos de 3 meses;2025T2;299,4
Ambos sexos;Servicios;Menos de 3 meses;2025T1;416,3
Ambos sexos;Servicios;Menos de 3 meses;2024T4;457,4
Ambos sexos;Servicios;Menos de 3 meses;2024T3;480
Ambos sexos;Servicios;Menos de 3 meses;2024T2;332,2
Ambos sexos;Servicios;Menos de 3 meses;2024T1;457,5
Ambos sexos;Servicios;Menos de 3 meses;2023T4;519
Ambos sexos;Servicios;Menos de 3 meses;2023T3;492,3
Ambos sexos;Servicios;Menos de 3 meses;2023T2;347,1
Ambos sexos;Servicios;Menos de 3 meses;2023T1;443,2
Ambos sexos;Servicios;Menos de 3 meses;2022T4;529,5
Ambos sexos;Servicios;Menos de 3 meses;2022T3;492,6
Ambos sexos;Servicios;Menos de 3 meses;2022T2;352,7
Ambos sexos;Servicios;Menos de 3 meses;2022T1;431,5
Ambos sexos;Servicios;Menos de 3 meses;2021T4;458,6
Ambos sexos;Servicios;Menos de 3 meses;2021T3;490
Ambos sexos;Servicios;Menos de 3 meses;2021T2;300,1
Ambos sexos;Servicios;Menos de 3 meses;2021T1;407,2
Ambos sexos;Servicios;Menos de 3 meses;2020T4;454,9
Ambos sexos;Servicios;Menos de 3 meses;2020T3;353,9
Ambos sexos;Servicios;Menos de 3 meses;2020T2;470,2
Ambos sexos;Servicios;Menos de 3 meses;2020T1;493,7
Ambos sexos;Servicios;Menos de 3 meses;2019T4;490,5
Ambos sexos;Servicios;Menos de 3 meses;2019T3;476
Ambos sexos;Servicios;Menos de 3 meses;2019T2;364,1
Ambos sexos;Servicios;Menos de 3 meses;2019T1;448,2
Ambos sexos;Servicios;Menos de 3 meses;2018T4;517,8
Ambos sexos;Servicios;Menos de 3 meses;2018T3;454,9
Ambos sexos;Servicios;Menos de 3 meses;2018T2;359,8
Ambos sexos;Servicios;Menos de 3 meses;2018T1;469,8
Ambos sexos;Servicios;Menos de 3 meses;2017T4;516,7
Ambos sexos;Servicios;Menos de 3 meses;2017T3;463,5
Ambos sexos;Servicios;Menos de 3 meses;2017T2;393,4
Ambos sexos;Servicios;Menos de 3 meses;2017T1;483,7
Ambos sexos;Servicios;Menos de 3 meses;2016T4;547,9
Ambos sexos;Servicios;Menos de 3 meses;2016T3;482,5
Ambos sexos;Servicios;Menos de 3 meses;2016T2;384,5
Ambos sexos;Servicios;Menos de 3 meses;2016T1;468,5
Ambos sexos;Servicios;Menos de 3 meses;2015T4;577,2
Ambos sexos;Servicios;Menos de 3 meses;2015T3;512,1
Ambos sexos;Servicios;Menos de 3 meses;2015T2;397,3
Ambos sexos;Servicios;Menos de 3 meses;2015T1;427,3
Ambos sexos;Servicios;Menos de 3 meses;2014T4;561,2
Ambos sexos;Servicios;Menos de 3 meses;2014T3;519,3
Ambos sexos;Servicios;Menos de 3 meses;2014T2;404,5
Ambos sexos;Servicios;Menos de 3 meses;2014T1;471,8
Ambos sexos;Servicios;Menos de 3 meses;2013T4;587,2
Ambos sexos;Servicios;Menos de 3 meses;2013T3;515,6
Ambos sexos;Servicios;Menos de 3 meses;2013T2;403,9
Ambos sexos;Servicios;Menos de 3 meses;2013T1;511,5
Ambos sexos;Servicios;Menos de 3 meses;2012T4;644
Ambos sexos;Servicios;Menos de 3 meses;2012T3;545,5
Ambos sexos;Servicios;Menos de 3 meses;2012T2;424
Ambos sexos;Servicios;Menos de 3 meses;2012T1;485,8
Ambos sexos;Servicios;Menos de 3 meses;2011T4;598,5
Ambos sexos;Servicios;Menos de 3 meses;2011T3;506,4
Ambos sexos;Servicios;Menos de 3 meses;2011T2;381,4
Ambos sexos;Servicios;Menos de 3 meses;2011T1;460,4
Ambos sexos;Servicios;Menos de 3 meses;2010T4;513,7
Ambos sexos;Servicios;Menos de 3 meses;2010T3;446
Ambos sexos;Servicios;Menos de 3 meses;2010T2;371,1
Ambos sexos;Servicios;Menos de 3 meses;2010T1;460,1
Ambos sexos;Servicios;Menos de 3 meses;2009T4;494,2
Ambos sexos;Servicios;Menos de 3 meses;2009T3;427,2
Ambos sexos;Servicios;Menos de 3 meses;2009T2;367,9
Ambos sexos;Servicios;Menos de 3 meses;2009T1;484,7
Ambos sexos;Servicios;Menos de 3 meses;2008T4;468,5
Ambos sexos;Servicios;Menos de 3 meses;2008T3;378,1
Ambos sexos;Servicios;Menos de 3 meses;2008T2;321,3
Ambos sexos;Servicios;Menos de 3 meses;2008T1;321,8
Ambos sexos;Servicios;De 3 a 5 meses;2025T4;266
Ambos sexos;Servicios;De 3 a 5 meses;2025T3;223,5
Ambos sexos;Servicios;De 3 a 5 meses;2025T2;290,6
Ambos sexos;Servicios;De 3 a 5 meses;2025T1;400,8
Ambos sexos;Servicios;De 3 a 5 meses;2024T4;286,1
Ambos sexos;Servicios;De 3 a 5 meses;2024T3;244,6
Ambos sexos;Servicios;De 3 a 5 meses;2024T2;294,2
Ambos sexos;Servicios;De 3 a 5 meses;2024T1;451
Ambos sexos;Servicios;De 3 a 5 meses;2023T4;301,3
Ambos sexos;Servicios;De 3 a 5 meses;2023T3;263
Ambos sexos;Servicios;De 3 a 5 meses;2023T2;285,3
Ambos sexos;Servicios;De 3 a 5 meses;2023T1;458,7
Ambos sexos;Servicios;De 3 a 5 meses;2022T4;314,4
Ambos sexos;Servicios;De 3 a 5 meses;2022T3;260,3
Ambos sexos;Servicios;De 3 a 5 meses;2022T2;273,8
Ambos sexos;Servicios;De 3 a 5 meses;2022T1;369,7
Ambos sexos;Servicios;De 3 a 5 meses;2021T4;288,7
Ambos sexos;Servicios;De 3 a 5 meses;2021T3;247,9
Ambos sexos;Servicios;De 3 a 5 meses;2021T2;316,8
Ambos sexos;Servicios;De 3 a 5 meses;2021T1;374,5
Ambos sexos;Servicios;De 3 a 5 meses;2020T4;312,2
Ambos sexos;Servicios;De 3 a 5 meses;2020T3;476,5
Ambos sexos;Servicios;De 3 a 5 meses;2020T2;539,2
Ambos sexos;Servicios;De 3 a 5 meses;2020T1;438,4
Ambos sexos;Servicios;De 3 a 5 meses;2019T4;350,9
Ambos sexos;Servicios;De 3 a 5 meses;2019T3;284,3
Ambos sexos;Servicios;De 3 a 5 meses;2019T2;340,4
Ambos sexos;Servicios;De 3 a 5 meses;2019T1;423,1
Ambos sexos;Servicios;De 3 a 5 meses;2018T4;336,7
Ambos sexos;Servicios;De 3 a 5 meses;2018T3;262,8
Ambos sexos;Servicios;De 3 a 5 meses;2018T2;322,2
Ambos sexos;Servicios;De 3 a 5 meses;2018T1;447
Ambos sexos;Servicios;De 3 a 5 meses;2017T4;365,6
Ambos sexos;Servicios;De 3 a 5 meses;2017T3;302,3
Ambos sexos;Servicios;De 3 a 5 meses;2017T2;346,5
Ambos sexos;Servicios;De 3 a 5 meses;2017T1;486,4
Ambos sexos;Servicios;De 3 a 5 meses;2016T4;372,9
Ambos sexos;Servicios;De 3 a 5 meses;2016T3;295,5
Ambos sexos;Servicios;De 3 a 5 meses;2016T2;365
Ambos sexos;Servicios;De 3 a 5 meses;2016T1;485,3
Ambos sexos;Servicios;De 3 a 5 meses;2015T4;392,4
Ambos sexos;Servicios;De 3 a 5 meses;2015T3;313,6
Ambos sexos;Servicios;De 3 a 5 meses;2015T2;369,4
Ambos sexos;Servicios;De 3 a 5 meses;2015T1;519,8
Ambos sexos;Servicios;De 3 a 5 meses;2014T4;423,6
Ambos sexos;Servicios;De 3 a 5 meses;2014T3;317
Ambos sexos;Servicios;De 3 a 5 meses;2014T2;385,7
Ambos sexos;Servicios;De 3 a 5 meses;2014T1;574,8
Ambos sexos;Servicios;De 3 a 5 meses;2013T4;468,8
Ambos sexos;Servicios;De 3 a 5 meses;2013T3;386,9
Ambos sexos;Servicios;De 3 a 5 meses;2013T2;459,2
Ambos sexos;Servicios;De 3 a 5 meses;2013T1;628,6
Ambos sexos;Servicios;De 3 a 5 meses;2012T4;513,5
Ambos sexos;Servicios;De 3 a 5 meses;2012T3;385
Ambos sexos;Servicios;De 3 a 5 meses;2012T2;452,2
Ambos sexos;Servicios;De 3 a 5 meses;2012T1;609
Ambos sexos;Servicios;De 3 a 5 meses;2011T4;467
Ambos sexos;Servicios;De 3 a 5 meses;2011T3;373,2
Ambos sexos;Servicios;De 3 a 5 meses;2011T2;407,1
Ambos sexos;Servicios;De 3 a 5 meses;2011T1;506,4
Ambos sexos;Servicios;De 3 a 5 meses;2010T4;407,5
Ambos sexos;Servicios;De 3 a 5 meses;2010T3;344,5
Ambos sexos;Servicios;De 3 a 5 meses;2010T2;407,6
Ambos sexos;Servicios;De 3 a 5 meses;2010T1;469,2
Ambos sexos;Servicios;De 3 a 5 meses;2009T4;398,6
Ambos sexos;Servicios;De 3 a 5 meses;2009T3;354,4
Ambos sexos;Servicios;De 3 a 5 meses;2009T2;461,7
Ambos sexos;Servicios;De 3 a 5 meses;2009T1;511,8
Ambos sexos;Servicios;De 3 a 5 meses;2008T4;345,8
Ambos sexos;Servicios;De 3 a 5 meses;2008T3;241,5
Ambos sexos;Servicios;De 3 a 5 meses;2008T2;253,1
Ambos sexos;Servicios;De 3 a 5 meses;2008T1;282,9
Ambos sexos;Servicios;De 6 a 12 meses;2025T4;271
Ambos sexos;Servicios;De 6 a 12 meses;2025T3;324,7
Ambos sexos;Servicios;De 6 a 12 meses;2025T2;374,6
Ambos sexos;Servicios;De 6 a 12 meses;2025T1;326,1
Ambos sexos;Servicios;De 6 a 12 meses;2024T4;274,8
Ambos sexos;Servicios;De 6 a 12 meses;2024T3;328,1
Ambos sexos;Servicios;De 6 a 12 meses;2024T2;430
Ambos sexos;Servicios;De 6 a 12 meses;2024T1;338,3
Ambos sexos;Servicios;De 6 a 12 meses;2023T4;297,9
Ambos sexos;Servicios;De 6 a 12 meses;2023T3;346,9
Ambos sexos;Servicios;De 6 a 12 meses;2023T2;424,2
Ambos sexos;Servicios;De 6 a 12 meses;2023T1;368,6
Ambos sexos;Servicios;De 6 a 12 meses;2022T4;279,8
Ambos sexos;Servicios;De 6 a 12 meses;2022T3;328,6
Ambos sexos;Servicios;De 6 a 12 meses;2022T2;374
Ambos sexos;Servicios;De 6 a 12 meses;2022T1;315,9
Ambos sexos;Servicios;De 6 a 12 meses;2021T4;276,9
Ambos sexos;Servicios;De 6 a 12 meses;2021T3;361,2
Ambos sexos;Servicios;De 6 a 12 meses;2021T2;440,8
Ambos sexos;Servicios;De 6 a 12 meses;2021T1;584,7
Ambos sexos;Servicios;De 6 a 12 meses;2020T4;681,1
Ambos sexos;Servicios;De 6 a 12 meses;2020T3;731,3
Ambos sexos;Servicios;De 6 a 12 meses;2020T2;531,1
Ambos sexos;Servicios;De 6 a 12 meses;2020T1;409,3
Ambos sexos;Servicios;De 6 a 12 meses;2019T4;327,3
Ambos sexos;Servicios;De 6 a 12 meses;2019T3;385,8
Ambos sexos;Servicios;De 6 a 12 meses;2019T2;450,1
Ambos sexos;Servicios;De 6 a 12 meses;2019T1;368,1
Ambos sexos;Servicios;De 6 a 12 meses;2018T4;315,2
Ambos sexos;Servicios;De 6 a 12 meses;2018T3;367,7
Ambos sexos;Servicios;De 6 a 12 meses;2018T2;461,9
Ambos sexos;Servicios;De 6 a 12 meses;2018T1;408,2
Ambos sexos;Servicios;De 6 a 12 meses;2017T4;351,4
Ambos sexos;Servicios;De 6 a 12 meses;2017T3;396,1
Ambos sexos;Servicios;De 6 a 12 meses;2017T2;518,8
Ambos sexos;Servicios;De 6 a 12 meses;2017T1;432,6
Ambos sexos;Servicios;De 6 a 12 meses;2016T4;377,1
Ambos sexos;Servicios;De 6 a 12 meses;2016T3;456,7
Ambos sexos;Servicios;De 6 a 12 meses;2016T2;587,4
Ambos sexos;Servicios;De 6 a 12 meses;2016T1;492,6
Ambos sexos;Servicios;De 6 a 12 meses;2015T4;408
Ambos sexos;Servicios;De 6 a 12 meses;2015T3;487,1
Ambos sexos;Servicios;De 6 a 12 meses;2015T2;606
Ambos sexos;Servicios;De 6 a 12 meses;2015T1;519,1
Ambos sexos;Servicios;De 6 a 12 meses;2014T4;446
Ambos sexos;Servicios;De 6 a 12 meses;2014T3;559,5
Ambos sexos;Servicios;De 6 a 12 meses;2014T2;691,3
Ambos sexos;Servicios;De 6 a 12 meses;2014T1;584,7
Ambos sexos;Servicios;De 6 a 12 meses;2013T4;547,6
Ambos sexos;Servicios;De 6 a 12 meses;2013T3;677,2
Ambos sexos;Servicios;De 6 a 12 meses;2013T2;835
Ambos sexos;Servicios;De 6 a 12 meses;2013T1;717,2
Ambos sexos;Servicios;De 6 a 12 meses;2012T4;606,7
Ambos sexos;Servicios;De 6 a 12 meses;2012T3;730,4
Ambos sexos;Servicios;De 6 a 12 meses;2012T2;809,6
Ambos sexos;Servicios;De 6 a 12 meses;2012T1;676,4
Ambos sexos;Servicios;De 6 a 12 meses;2011T4;553,6
Ambos sexos;Servicios;De 6 a 12 meses;2011T3;614,1
Ambos sexos;Servicios;De 6 a 12 meses;2011T2;655,6
Ambos sexos;Servicios;De 6 a 12 meses;2011T1;550,5
Ambos sexos;Servicios;De 6 a 12 meses;2010T4;497,2
Ambos sexos;Servicios;De 6 a 12 meses;2010T3;607,6
Ambos sexos;Servicios;De 6 a 12 meses;2010T2;675,9
Ambos sexos;Servicios;De 6 a 12 meses;2010T1;586,9
Ambos sexos;Servicios;De 6 a 12 meses;2009T4;527,8
Ambos sexos;Servicios;De 6 a 12 meses;2009T3;626,9
Ambos sexos;Servicios;De 6 a 12 meses;2009T2;641,4
Ambos sexos;Servicios;De 6 a 12 meses;2009T1;459,3
Ambos sexos;Servicios;De 6 a 12 meses;2008T4;333
Ambos sexos;Servicios;De 6 a 12 meses;2008T3;323
Ambos sexos;Servicios;De 6 a 12 meses;2008T2;322,4
Ambos sexos;Servicios;De 6 a 12 meses;2008T1;243,4
Ambos sexos;Servicios;Más de 1 año;2025T4;..
Ambos sexos;Servicios;Más de 1 año;2025T3;..
Ambos sexos;Servicios;Más de 1 año;2025T2;..
Ambos sexos;Servicios;Más de 1 año;2025T1;..
Ambos sexos;Servicios;Más de 1 año;2024T4;..
Ambos sexos;Servicios;Más de 1 año;2024T3;..
Ambos sexos;Servicios;Más de 1 año;2024T2;..
Ambos sexos;Servicios;Más de 1 año;2024T1;..
Ambos sexos;Servicios;Más de 1 año;2023T4;..
Ambos sexos;Servicios;Más de 1 año;2023T3;..
Ambos sexos;Servicios;Más de 1 año;2023T2;..
Ambos sexos;Servicios;Más de 1 año;2023T1;..
Ambos sexos;Servicios;Más de 1 año;2022T4;..
Ambos sexos;Servicios;Más de 1 año;2022T3;..
Ambos sexos;Servicios;Más de 1 año;2022T2;..
Ambos sexos;Servicios;Más de 1 año;2022T1;..
Ambos sexos;Servicios;Más de 1 año;2021T4;..
Ambos sexos;Servicios;Más de 1 año;2021T3;..
Ambos sexos;Servicios;Más de 1 año;2021T2;..
Ambos sexos;Servicios;Más de 1 año;2021T1;..
Ambos sexos;Servicios;Más de 1 año;2020T4;..
Ambos sexos;Servicios;Más de 1 año;2020T3;..
Ambos sexos;Servicios;Más de 1 año;2020T2;..
Ambos sexos;Servicios;Más de 1 año;2020T1;..
Ambos sexos;Servicios;Más de 1 año;2019T4;..
Ambos sexos;Servicios;Más de 1 año;2019T3;..
Ambos sexos;Servicios;Más de 1 año;2019T2;..
Ambos sexos;Servicios;Más de 1 año;2019T1;..
Ambos sexos;Servicios;Más de 1 año;2018T4;..
Ambos sexos;Servicios;Más de 1 año;2018T3;..
Ambos sexos;Servicios;Más de 1 año;2018T2;..
Ambos sexos;Servicios;Más de 1 año;2018T1;..
Ambos sexos;Servicios;Más de 1 año;2017T4;..
Ambos sexos;Servicios;Más de 1 año;2017T3;..
Ambos sexos;Servicios;Más de 1 año;2017T2;..
Ambos sexos;Servicios;Más de 1 año;2017T1;..
Ambos sexos;Servicios;Más de 1 año;2016T4;..
Ambos sexos;Servicios;Más de 1 año;2016T3;..
Ambos sexos;Servicios;Más de 1 año;2016T2;..
Ambos sexos;Servicios;Más de 1 año;2016T1;..
Ambos sexos;Servicios;Más de 1 año;2015T4;..
Ambos sexos;Servicios;Más de 1 año;2015T3;..
Ambos sexos;Servicios;Más de 1 año;2015T2;..
Ambos sexos;Servicios;Más de 1 año;2015T1;..
Ambos sexos;Servicios;Más de 1 año;2014T4;..
Ambos sexos;Servicios;Más de 1 año;2014T3;..
Ambos sexos;Servicios;Más de 1 año;2014T2;..
Ambos sexos;Servicios;Más de 1 año;2014T1;..
Ambos sexos;Servicios;Más de 1 año;2013T4;..
Ambos sexos;Servicios;Más de 1 año;2013T3;..
Ambos sexos;Servicios;Más de 1 año;2013T2;..
Ambos sexos;Servicios;Más de 1 año;2013T1;..
Ambos sexos;Servicios;Más de 1 año;2012T4;..
Ambos sexos;Servicios;Más de 1 año;2012T3;..
Ambos sexos;Servicios;Más de 1 año;2012T2;..
Ambos sexos;Servicios;Más de 1 año;2012T1;..
Ambos sexos;Servicios;Más de 1 año;2011T4;..
Ambos sexos;Servicios;Más de 1 año;2011T3;..
Ambos sexos;Servicios;Más de 1 año;2011T2;..
Ambos sexos;Servicios;Más de 1 año;2011T1;..
Ambos sexos;Servicios;Más de 1 año;2010T4;..
Ambos sexos;Servicios;Más de 1 año;2010T3;..
Ambos sexos;Servicios;Más de 1 año;2010T2;..
Ambos sexos;Servicios;Más de 1 año;2010T1;..
Ambos sexos;Servicios;Más de 1 año;2009T4;..
Ambos sexos;Servicios;Más de 1 año;2009T3;..
Ambos sexos;Servicios;Más de 1 año;2009T2;..
Ambos sexos;Servicios;Más de 1 año;2009T1;..
Ambos sexos;Servicios;Más de 1 año;2008T4;..
Ambos sexos;Servicios;Más de 1 año;2008T3;..
Ambos sexos;Servicios;Más de 1 año;2008T2;..
Ambos sexos;Servicios;Más de 1 año;2008T1;..
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2025T4;914
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2025T3;904,4
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2025T2;953,3
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2025T1;995,4
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2024T4;977,2
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2024T3;995,5
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2024T2;1.036,3
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2024T1;1.053,9
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2023T4;1.086,3
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2023T3;1.064,9
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2023T2;1.057,3
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2023T1;1.153,7
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2022T4;1.207,4
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2022T3;1.173,1
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2022T2;1.252,2
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2022T1;1.340,4
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2021T4;1.378,1
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2021T3;1.526
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2021T2;1.694,8
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2021T1;1.455,3
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2020T4;1.420,8
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2020T3;1.248,3
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2020T2;1.017,5
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2020T1;1.190,2
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2019T4;1.223,2
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2019T3;1.210,4
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2019T2;1.259,3
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2019T1;1.308,4
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2018T4;1.331,2
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2018T3;1.383
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2018T2;1.512,3
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2018T1;1.574,8
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2017T4;1.612,3
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2017T3;1.613,1
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2017T2;1.728
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2017T1;1.870,9
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2016T4;1.946,7
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2016T3;2.030,6
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2016T2;2.154,1
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2016T1;2.262
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2015T4;2.328,7
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2015T3;2.346,1
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2015T2;2.581,4
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2015T1;2.728,6
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2014T4;2.754,1
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2014T3;2.746,6
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2014T2;2.868,9
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2014T1;2.975,8
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2013T4;2.965,9
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2013T3;2.912,1
Ambos sexos;Han dejado su último empleo hace más de 1 año;Total;2013T2;2.925,9
