Nivel de formación alcanzado;Sexo;Unidad;Periodo;Total
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2016T1;9,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2015T4;10,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2015T3;11,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2015T2;7,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2015T1;10
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2014T4;12,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2014T3;10,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2014T2;10
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2014T1;9,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2025T4;11,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2025T3;15,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2025T2;16,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2025T1;14,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2024T4;13,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2024T3;16,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2024T2;16,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2024T1;9,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2023T4;20,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2023T3;12,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2023T2;18,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2023T1;19
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2022T4;14,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2022T3;20
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2022T2;22,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2022T1;19
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2021T4;20
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2021T3;16,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2021T2;17,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2021T1;15,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2020T4;15,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2020T3;17,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2020T2;10,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2020T1;14,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2019T4;12,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2019T3;19
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2019T2;18,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2019T1;14,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2018T4;11,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2018T3;17
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2018T2;15,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2018T1;17
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2017T4;19,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2017T3;17
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2017T2;17,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2017T1;21
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2016T4;16,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2016T3;23,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2016T2;29,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2016T1;28,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2015T4;30
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2015T3;35,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2015T2;31,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2015T1;25,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2014T4;26,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2014T3;23,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2014T2;30,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Valor absoluto;2014T1;28,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2025T4;8,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2025T3;8,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2025T2;11,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2025T1;10,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2024T4;10,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2024T3;9,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2024T2;10,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2024T1;6,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2023T4;12,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2023T3;7,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2023T2;12,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2023T1;11,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2022T4;8,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2022T3;10,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2022T2;12,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2022T1;11,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2021T4;11,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2021T3;8,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2021T2;8,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2021T1;8,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2020T4;8,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2020T3;9,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2020T2;8,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2020T1;8,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2019T4;7,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2019T3;9,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2019T2;10,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2019T1;8,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2018T4;6,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2018T3;9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2018T2;7,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2018T1;8,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2017T4;8,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2017T3;7,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2017T2;8,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2017T1;9,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2016T4;6,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2016T3;9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2016T2;10,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2016T1;11,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2015T4;11,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2015T3;11,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2015T2;10,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2015T1;9,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2014T4;8,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2014T3;7,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2014T2;10,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Mujeres;Porcentaje;2014T1;10,3
Educación superior;Ambos sexos;Valor absoluto;2025T4;61
Educación superior;Ambos sexos;Valor absoluto;2025T3;74
Educación superior;Ambos sexos;Valor absoluto;2025T2;45,8
Educación superior;Ambos sexos;Valor absoluto;2025T1;63,7
Educación superior;Ambos sexos;Valor absoluto;2024T4;61,8
Educación superior;Ambos sexos;Valor absoluto;2024T3;80,2
Educación superior;Ambos sexos;Valor absoluto;2024T2;44,4
Educación superior;Ambos sexos;Valor absoluto;2024T1;62,1
Educación superior;Ambos sexos;Valor absoluto;2023T4;77,9
Educación superior;Ambos sexos;Valor absoluto;2023T3;94,3
Educación superior;Ambos sexos;Valor absoluto;2023T2;61,5
Educación superior;Ambos sexos;Valor absoluto;2023T1;62,8
Educación superior;Ambos sexos;Valor absoluto;2022T4;77,5
Educación superior;Ambos sexos;Valor absoluto;2022T3;91,6
Educación superior;Ambos sexos;Valor absoluto;2022T2;75,6
Educación superior;Ambos sexos;Valor absoluto;2022T1;81,4
Educación superior;Ambos sexos;Valor absoluto;2021T4;83,8
Educación superior;Ambos sexos;Valor absoluto;2021T3;96,5
Educación superior;Ambos sexos;Valor absoluto;2021T2;97,8
Educación superior;Ambos sexos;Valor absoluto;2021T1;87
Educación superior;Ambos sexos;Valor absoluto;2020T4;84,1
Educación superior;Ambos sexos;Valor absoluto;2020T3;86
Educación superior;Ambos sexos;Valor absoluto;2020T2;60,1
Educación superior;Ambos sexos;Valor absoluto;2020T1;73,1
Educación superior;Ambos sexos;Valor absoluto;2019T4;77,3
Educación superior;Ambos sexos;Valor absoluto;2019T3;88,5
Educación superior;Ambos sexos;Valor absoluto;2019T2;72,6
Educación superior;Ambos sexos;Valor absoluto;2019T1;76
Educación superior;Ambos sexos;Valor absoluto;2018T4;78,8
Educación superior;Ambos sexos;Valor absoluto;2018T3;83,4
Educación superior;Ambos sexos;Valor absoluto;2018T2;69,4
Educación superior;Ambos sexos;Valor absoluto;2018T1;69,2
Educación superior;Ambos sexos;Valor absoluto;2017T4;82,8
Educación superior;Ambos sexos;Valor absoluto;2017T3;99
Educación superior;Ambos sexos;Valor absoluto;2017T2;85,7
Educación superior;Ambos sexos;Valor absoluto;2017T1;89,9
Educación superior;Ambos sexos;Valor absoluto;2016T4;110,7
Educación superior;Ambos sexos;Valor absoluto;2016T3;116,3
Educación superior;Ambos sexos;Valor absoluto;2016T2;98,9
Educación superior;Ambos sexos;Valor absoluto;2016T1;88,6
Educación superior;Ambos sexos;Valor absoluto;2015T4;112,1
Educación superior;Ambos sexos;Valor absoluto;2015T3;125,7
Educación superior;Ambos sexos;Valor absoluto;2015T2;114,5
Educación superior;Ambos sexos;Valor absoluto;2015T1;113,2
Educación superior;Ambos sexos;Valor absoluto;2014T4;121,6
Educación superior;Ambos sexos;Valor absoluto;2014T3;138,6
Educación superior;Ambos sexos;Valor absoluto;2014T2;108,4
Educación superior;Ambos sexos;Valor absoluto;2014T1;115,3
Educación superior;Ambos sexos;Porcentaje;2025T4;25,8
Educación superior;Ambos sexos;Porcentaje;2025T3;23,5
Educación superior;Ambos sexos;Porcentaje;2025T2;17,3
Educación superior;Ambos sexos;Porcentaje;2025T1;24,4
Educación superior;Ambos sexos;Porcentaje;2024T4;24,7
Educación superior;Ambos sexos;Porcentaje;2024T3;24,4
Educación superior;Ambos sexos;Porcentaje;2024T2;15,5
Educación superior;Ambos sexos;Porcentaje;2024T1;22,9
Educación superior;Ambos sexos;Porcentaje;2023T4;25,4
Educación superior;Ambos sexos;Porcentaje;2023T3;28
Educación superior;Ambos sexos;Porcentaje;2023T2;20,7
Educación superior;Ambos sexos;Porcentaje;2023T1;19,6
Educación superior;Ambos sexos;Porcentaje;2022T4;23,5
Educación superior;Ambos sexos;Porcentaje;2022T3;25,7
Educación superior;Ambos sexos;Porcentaje;2022T2;23,1
Educación superior;Ambos sexos;Porcentaje;2022T1;25,6
Educación superior;Ambos sexos;Porcentaje;2021T4;25,9
Educación superior;Ambos sexos;Porcentaje;2021T3;26,7
Educación superior;Ambos sexos;Porcentaje;2021T2;25,4
Educación superior;Ambos sexos;Porcentaje;2021T1;26,1
Educación superior;Ambos sexos;Porcentaje;2020T4;26,3
Educación superior;Ambos sexos;Porcentaje;2020T3;24,6
Educación superior;Ambos sexos;Porcentaje;2020T2;24,8
Educación superior;Ambos sexos;Porcentaje;2020T1;24
Educación superior;Ambos sexos;Porcentaje;2019T4;25
Educación superior;Ambos sexos;Porcentaje;2019T3;24,1
Educación superior;Ambos sexos;Porcentaje;2019T2;21,8
Educación superior;Ambos sexos;Porcentaje;2019T1;23,6
Educación superior;Ambos sexos;Porcentaje;2018T4;23,9
Educación superior;Ambos sexos;Porcentaje;2018T3;22,6
Educación superior;Ambos sexos;Porcentaje;2018T2;19,3
Educación superior;Ambos sexos;Porcentaje;2018T1;19,6
Educación superior;Ambos sexos;Porcentaje;2017T4;20,7
Educación superior;Ambos sexos;Porcentaje;2017T3;23,3
Educación superior;Ambos sexos;Porcentaje;2017T2;20,7
Educación superior;Ambos sexos;Porcentaje;2017T1;22,2
Educación superior;Ambos sexos;Porcentaje;2016T4;25,7
Educación superior;Ambos sexos;Porcentaje;2016T3;24,7
Educación superior;Ambos sexos;Porcentaje;2016T2;20,9
Educación superior;Ambos sexos;Porcentaje;2016T1;20,5
Educación superior;Ambos sexos;Porcentaje;2015T4;23,9
Educación superior;Ambos sexos;Porcentaje;2015T3;22,2
Educación superior;Ambos sexos;Porcentaje;2015T2;20,4
Educación superior;Ambos sexos;Porcentaje;2015T1;21
Educación superior;Ambos sexos;Porcentaje;2014T4;21,7
Educación superior;Ambos sexos;Porcentaje;2014T3;23,9
Educación superior;Ambos sexos;Porcentaje;2014T2;20,1
Educación superior;Ambos sexos;Porcentaje;2014T1;22
Educación superior;Hombres;Valor absoluto;2025T4;22,2
Educación superior;Hombres;Valor absoluto;2025T3;32
Educación superior;Hombres;Valor absoluto;2025T2;17,6
Educación superior;Hombres;Valor absoluto;2025T1;23,5
Educación superior;Hombres;Valor absoluto;2024T4;25,7
Educación superior;Hombres;Valor absoluto;2024T3;34
Educación superior;Hombres;Valor absoluto;2024T2;15,4
Educación superior;Hombres;Valor absoluto;2024T1;27,7
Educación superior;Hombres;Valor absoluto;2023T4;31,6
Educación superior;Hombres;Valor absoluto;2023T3;43,2
Educación superior;Hombres;Valor absoluto;2023T2;31
Educación superior;Hombres;Valor absoluto;2023T1;27,4
Educación superior;Hombres;Valor absoluto;2022T4;28,9
Educación superior;Hombres;Valor absoluto;2022T3;37
Educación superior;Hombres;Valor absoluto;2022T2;30,9
Educación superior;Hombres;Valor absoluto;2022T1;35,9
Educación superior;Hombres;Valor absoluto;2021T4;35,7
Educación superior;Hombres;Valor absoluto;2021T3;45,8
Educación superior;Hombres;Valor absoluto;2021T2;50,6
Educación superior;Hombres;Valor absoluto;2021T1;42
Educación superior;Hombres;Valor absoluto;2020T4;36,5
Educación superior;Hombres;Valor absoluto;2020T3;39,9
Educación superior;Hombres;Valor absoluto;2020T2;24,1
Educación superior;Hombres;Valor absoluto;2020T1;27,2
Educación superior;Hombres;Valor absoluto;2019T4;34,1
Educación superior;Hombres;Valor absoluto;2019T3;37,1
Educación superior;Hombres;Valor absoluto;2019T2;29,1
Educación superior;Hombres;Valor absoluto;2019T1;34,3
Educación superior;Hombres;Valor absoluto;2018T4;35,5
Educación superior;Hombres;Valor absoluto;2018T3;39,5
Educación superior;Hombres;Valor absoluto;2018T2;31,6
Educación superior;Hombres;Valor absoluto;2018T1;31,8
Educación superior;Hombres;Valor absoluto;2017T4;35,8
Educación superior;Hombres;Valor absoluto;2017T3;39,7
Educación superior;Hombres;Valor absoluto;2017T2;36
Educación superior;Hombres;Valor absoluto;2017T1;34,5
Educación superior;Hombres;Valor absoluto;2016T4;41,7
Educación superior;Hombres;Valor absoluto;2016T3;43,2
Educación superior;Hombres;Valor absoluto;2016T2;38,7
Educación superior;Hombres;Valor absoluto;2016T1;34
Educación superior;Hombres;Valor absoluto;2015T4;46,6
Educación superior;Hombres;Valor absoluto;2015T3;57,7
Educación superior;Hombres;Valor absoluto;2015T2;49,1
Educación superior;Hombres;Valor absoluto;2015T1;52,6
Educación superior;Hombres;Valor absoluto;2014T4;51
Educación superior;Hombres;Valor absoluto;2014T3;57,7
Educación superior;Hombres;Valor absoluto;2014T2;45,2
Educación superior;Hombres;Valor absoluto;2014T1;47,6
Educación superior;Hombres;Porcentaje;2025T4;21,4
Educación superior;Hombres;Porcentaje;2025T3;22,9
Educación superior;Hombres;Porcentaje;2025T2;14,7
Educación superior;Hombres;Porcentaje;2025T1;19,2
Educación superior;Hombres;Porcentaje;2024T4;22
Educación superior;Hombres;Porcentaje;2024T3;22,2
Educación superior;Hombres;Porcentaje;2024T2;12,1
Educación superior;Hombres;Porcentaje;2024T1;19,7
Educación superior;Hombres;Porcentaje;2023T4;22,2
Educación superior;Hombres;Porcentaje;2023T3;25,6
Educación superior;Hombres;Porcentaje;2023T2;21,2
Educación superior;Hombres;Porcentaje;2023T1;18,4
Educación superior;Hombres;Porcentaje;2022T4;19,1
Educación superior;Hombres;Porcentaje;2022T3;23,1
Educación superior;Hombres;Porcentaje;2022T2;20,3
Educación superior;Hombres;Porcentaje;2022T1;23,5
Educación superior;Hombres;Porcentaje;2021T4;24,7
Educación superior;Hombres;Porcentaje;2021T3;27
Educación superior;Hombres;Porcentaje;2021T2;26,8
Educación superior;Hombres;Porcentaje;2021T1;26,8
Educación superior;Hombres;Porcentaje;2020T4;25,4
Educación superior;Hombres;Porcentaje;2020T3;24,6
Educación superior;Hombres;Porcentaje;2020T2;20,5
Educación superior;Hombres;Porcentaje;2020T1;20,1
Educación superior;Hombres;Porcentaje;2019T4;23,2
Educación superior;Hombres;Porcentaje;2019T3;22
Educación superior;Hombres;Porcentaje;2019T2;18,6
Educación superior;Hombres;Porcentaje;2019T1;23,4
Educación superior;Hombres;Porcentaje;2018T4;22,9
Educación superior;Hombres;Porcentaje;2018T3;22,1
Educación superior;Hombres;Porcentaje;2018T2;19
Educación superior;Hombres;Porcentaje;2018T1;19,8
Educación superior;Hombres;Porcentaje;2017T4;19,3
Educación superior;Hombres;Porcentaje;2017T3;18,9
Educación superior;Hombres;Porcentaje;2017T2;18,2
Educación superior;Hombres;Porcentaje;2017T1;18,1
Educación superior;Hombres;Porcentaje;2016T4;22
Educación superior;Hombres;Porcentaje;2016T3;21,1
Educación superior;Hombres;Porcentaje;2016T2;19,5
Educación superior;Hombres;Porcentaje;2016T1;18,2
Educación superior;Hombres;Porcentaje;2015T4;22,5
Educación superior;Hombres;Porcentaje;2015T3;21,7
Educación superior;Hombres;Porcentaje;2015T2;19
Educación superior;Hombres;Porcentaje;2015T1;20
Educación superior;Hombres;Porcentaje;2014T4;20,3
Educación superior;Hombres;Porcentaje;2014T3;22
Educación superior;Hombres;Porcentaje;2014T2;18,5
Educación superior;Hombres;Porcentaje;2014T1;19,4
Educación superior;Mujeres;Valor absoluto;2025T4;38,7
Educación superior;Mujeres;Valor absoluto;2025T3;41,9
Educación superior;Mujeres;Valor absoluto;2025T2;28,2
Educación superior;Mujeres;Valor absoluto;2025T1;40,2
Educación superior;Mujeres;Valor absoluto;2024T4;36,2
Educación superior;Mujeres;Valor absoluto;2024T3;46,2
Educación superior;Mujeres;Valor absoluto;2024T2;29
Educación superior;Mujeres;Valor absoluto;2024T1;34,4
Educación superior;Mujeres;Valor absoluto;2023T4;46,3
Educación superior;Mujeres;Valor absoluto;2023T3;51,1
Educación superior;Mujeres;Valor absoluto;2023T2;30,5
Educación superior;Mujeres;Valor absoluto;2023T1;35,4
Educación superior;Mujeres;Valor absoluto;2022T4;48,6
Educación superior;Mujeres;Valor absoluto;2022T3;54,6
Educación superior;Mujeres;Valor absoluto;2022T2;44,8
Educación superior;Mujeres;Valor absoluto;2022T1;45,6
Educación superior;Mujeres;Valor absoluto;2021T4;48,1
Educación superior;Mujeres;Valor absoluto;2021T3;50,7
Educación superior;Mujeres;Valor absoluto;2021T2;47,2
Educación superior;Mujeres;Valor absoluto;2021T1;45,1
Educación superior;Mujeres;Valor absoluto;2020T4;47,6
Educación superior;Mujeres;Valor absoluto;2020T3;46,1
Educación superior;Mujeres;Valor absoluto;2020T2;36
Educación superior;Mujeres;Valor absoluto;2020T1;45,9
Educación superior;Mujeres;Valor absoluto;2019T4;43,2
Educación superior;Mujeres;Valor absoluto;2019T3;51,4
Educación superior;Mujeres;Valor absoluto;2019T2;43,4
Educación superior;Mujeres;Valor absoluto;2019T1;41,7
Educación superior;Mujeres;Valor absoluto;2018T4;43,3
Educación superior;Mujeres;Valor absoluto;2018T3;43,9
Educación superior;Mujeres;Valor absoluto;2018T2;37,9
Educación superior;Mujeres;Valor absoluto;2018T1;37,4
Educación superior;Mujeres;Valor absoluto;2017T4;47
Educación superior;Mujeres;Valor absoluto;2017T3;59,3
Educación superior;Mujeres;Valor absoluto;2017T2;49,7
Educación superior;Mujeres;Valor absoluto;2017T1;55,5
Educación superior;Mujeres;Valor absoluto;2016T4;69
Educación superior;Mujeres;Valor absoluto;2016T3;73,1
Educación superior;Mujeres;Valor absoluto;2016T2;60,2
Educación superior;Mujeres;Valor absoluto;2016T1;54,6
Educación superior;Mujeres;Valor absoluto;2015T4;65,5
Educación superior;Mujeres;Valor absoluto;2015T3;68,1
Educación superior;Mujeres;Valor absoluto;2015T2;65,3
Educación superior;Mujeres;Valor absoluto;2015T1;60,6
Educación superior;Mujeres;Valor absoluto;2014T4;70,6
Educación superior;Mujeres;Valor absoluto;2014T3;80,9
Educación superior;Mujeres;Valor absoluto;2014T2;63,2
Educación superior;Mujeres;Valor absoluto;2014T1;67,7
Educación superior;Mujeres;Porcentaje;2025T4;29,3
Educación superior;Mujeres;Porcentaje;2025T3;24
Educación superior;Mujeres;Porcentaje;2025T2;19,4
Educación superior;Mujeres;Porcentaje;2025T1;28,8
Educación superior;Mujeres;Porcentaje;2024T4;27
Educación superior;Mujeres;Porcentaje;2024T3;26,4
Educación superior;Mujeres;Porcentaje;2024T2;18,2
Educación superior;Mujeres;Porcentaje;2024T1;26,3
Educación superior;Mujeres;Porcentaje;2023T4;28,1
Educación superior;Mujeres;Porcentaje;2023T3;30,2
Educación superior;Mujeres;Porcentaje;2023T2;20,3
Educación superior;Mujeres;Porcentaje;2023T1;20,7
Educación superior;Mujeres;Porcentaje;2022T4;27,3
Educación superior;Mujeres;Porcentaje;2022T3;27,8
Educación superior;Mujeres;Porcentaje;2022T2;25,5
Educación superior;Mujeres;Porcentaje;2022T1;27,5
Educación superior;Mujeres;Porcentaje;2021T4;26,8
Educación superior;Mujeres;Porcentaje;2021T3;26,4
Educación superior;Mujeres;Porcentaje;2021T2;23,9
Educación superior;Mujeres;Porcentaje;2021T1;25,5
Educación superior;Mujeres;Porcentaje;2020T4;27,1
Educación superior;Mujeres;Porcentaje;2020T3;24,6
Educación superior;Mujeres;Porcentaje;2020T2;28,9
Educación superior;Mujeres;Porcentaje;2020T1;27,1
Educación superior;Mujeres;Porcentaje;2019T4;26,7
Educación superior;Mujeres;Porcentaje;2019T3;25,9
Educación superior;Mujeres;Porcentaje;2019T2;24,5
Educación superior;Mujeres;Porcentaje;2019T1;23,9
Educación superior;Mujeres;Porcentaje;2018T4;24,7
Educación superior;Mujeres;Porcentaje;2018T3;23,1
Educación superior;Mujeres;Porcentaje;2018T2;19,5
