fecha,año,trimestre,mes,periodo,USD_heur,CAD_heur,GBP_heur,CHF_heur,SEK_heur,DKK_heur,NOK_heur,JPY_heur
1998-12-29,1998,4,12,1998Q4,0.8562318725006348,0.5530152773608648,1.4369298301171205,0.6268195564426197,0.10597045406153416,0.1342901437781478,0.11256355758028158,0.007435781896997748
1998-12-30,1998,4,12,1998Q4,0.8538158471267959,0.5506713338220548,1.427151278074543,0.6241330407730838,0.10571202325859326,0.1342721118559944,0.1131044693912987,0.0074244826566747
1998-12-31,1998,4,12,1998Q4,0.8570852994176569,0.5536703875243879,1.417529086755534,0.6219754003486011,0.10539347840621029,0.1342480731142553,0.11271981513328407,0.007530140779044568
1999-01-04,1999,1,1,1999Q1,0.8482483671218932,0.555432126194179,1.4062719729995783,0.6185056902523504,0.10560108135507308,0.13422638622300373,0.1129305477131564,0.007477753682793689
1999-01-05,1999,1,1,1999Q1,0.8481764206955046,0.5566379070414695,1.4040999719180005,0.6202319667555666,0.10635469290082425,0.134237197127324,0.11396660778391932,0.0076359193646915085
1999-01-06,1999,1,1,1999Q1,0.8515711487694798,0.5646208570944611,1.4132278123233466,0.6205013651030032,0.10746910263299302,0.13431472626658786,0.114501631648251,0.007609191903819815
1999-01-07,1999,1,1,1999Q1,0.859697386519945,0.5681172594023407,1.4167316001983425,0.6186204763377667,0.10893246187363835,0.1343526218914162,0.11588156903644475,0.007726184037703778
1999-01-08,1999,1,1,1999Q1,0.8577064928381508,0.5667970299835629,1.40964195094446,0.6196554715578139,0.10911074740861976,0.13434901186301776,0.11641443538998836,0.0076869859328157425
1999-01-11,1999,1,1,1999Q1,0.8643789437289308,0.5726392945083891,1.4196479273140261,0.620963735717834,0.10990822663076331,0.13434901186301776,0.1168429047146112,0.00791577614185071
1999-01-12,1999,1,1,1999Q1,0.8680555555555556,0.5749770009199632,1.4152278516841212,0.6222000995520159,0.10994447803859052,0.13435442697836894,0.11614401858304298,0.007714263673532362
1999-01-13,1999,1,1,1999Q1,0.8514986376021798,0.5517850245544336,1.411631846414455,0.6277069863787584,0.10940919037199125,0.13435081685296646,0.11432491139819367,0.007582075972401244
1999-01-14,1999,1,1,1999Q1,0.8581481163648845,0.564748404585757,1.416029453412631,0.62758880381574,0.10946907498631636,0.13434179238819405,0.11461974898274972,0.007533524182612625
1999-01-15,1999,1,1,1999Q1,0.860141063134354,0.5618924537843456,1.4206563432305725,0.6256256256256256,0.10920607185759529,0.1343345736892304,0.11474469305794607,0.007590708972218005
1999-01-18,1999,1,1,1999Q1,0.861178091629349,0.5644296438448947,1.4259232853272494,0.6248437890527369,0.10997470581766194,0.1343526218914162,0.11550678602367888,0.007524454477050414
1999-01-19,1999,1,1,1999Q1,0.8608815426997245,0.563729635266926,1.4285714285714286,0.6249609399412537,0.11105558331945138,0.13444474321054048,0.11587485515643105,0.007567731194187983
1999-01-20,1999,1,1,1999Q1,0.8639308855291576,0.5673436968115284,1.42571998859424,0.6240639041437843,0.11155111829996096,0.13444835838554411,0.11627906976744186,0.007599361653621095
1999-01-21,1999,1,1,1999Q1,0.8641548565502938,0.5704831992697815,1.4238929232521713,0.6238303181534622,0.11181930001118194,0.1344357061235464,0.11621150493898895,0.007672241829062452
1999-01-22,1999,1,1,1999Q1,0.864528399757932,0.5709391949757351,1.4275517487508922,0.6256647688168679,0.11097547442015315,0.1344592050771796,0.11597564511452595,0.0075826508947528055
1999-01-25,1999,1,1,1999Q1,0.8632596685082872,0.5675368898978433,1.4308198597796538,0.6263309532757109,0.11185682326621925,0.13446824532386678,0.11611030478955006,0.007570595805889924
1999-01-26,1999,1,1,1999Q1,0.8634087376964256,0.5678914191606566,1.43348623853211,0.6241418050181001,0.11209505660800359,0.13448090371167296,0.11611030478955006,0.007586677793794097
1999-01-27,1999,1,1,1999Q1,0.8673779165582444,0.5705808513066302,1.4351320321469576,0.6218132073125233,0.11258725512272011,0.13448452083165227,0.11629935453858231,0.007580926389204761
1999-01-28,1999,1,1,1999Q1,0.8764241893076249,0.5755726948313572,1.443418013856813,0.62000124000248,0.11280315848843768,0.1344827122473406,0.11668611435239207,0.007561436672967864
1999-01-29,1999,1,1,1999Q1,0.8784258608573435,0.5793742757821553,1.4471780028943562,0.6202319667555666,0.1126126126126126,0.1344827122473406,0.11657049600746051,0.00757002271006813
1999-02-01,1999,1,2,1999Q1,0.8819897689186806,0.584009811364831,1.4484356894553883,0.6215426689042203,0.11286681715575622,0.1344754783965144,0.11710287487557819,0.007640586797066015
1999-02-02,1999,1,2,1999Q1,0.8820675663755845,0.585514374377891,1.4518002322880372,0.6249218847644045,0.11264432554210083,0.13446643717728055,0.11648902090977925,0.007830853563038372
1999-02-03,1999,1,2,1999Q1,0.8820675663755845,0.583056381552096,1.444043321299639,0.6259780907668232,0.11217049915872127,0.1344592050771796,0.11594202898550725,0.007882705344474224
1999-02-04,1999,1,2,1999Q1,0.8878629139660835,0.589935697009026,1.450536698578474,0.6243366423175376,0.1123721766490617,0.1344772867862618,0.11570726063060457,0.007833920877399137
1999-02-05,1999,1,2,1999Q1,0.8855827134254339,0.5964807634953773,1.4524328249818446,0.6245316012990257,0.1127141568981064,0.13448452083165227,0.11530700490054771,0.007815552950371238
