fecha,año,trimestre,pib_pm,demanda_nacional,consumo_privado_nacional,consumo_privado_interior,consumo_publico,fbcf,variacion_existencias,exportacion_bienes_servicios,exportacion_bienes,exportacion_servicios,importacion_bienes_servicios,importacion_bienes,importacion_servicios,tasa_inversion,apertura_comercial,saldo_comercial_pct_pib,consumo_publico_pct_pib,pib_index_base
1985-04-01,1985,2,155598.82355711408,153153.1165289134,100374.04846576037,106884.13131445502,22813.302375115883,29865.70537850387,100.0603095333005,35453.97842376237,23790.37505051377,4100.254108414001,33008.27139556171,29370.446063680625,2584.5589157411496,19.194043178315784,43.99920786945689,1.5718030331398618,14.66161623435542,113.04114749348014
1985-07-01,1985,3,157002.82468224972,153813.0147800511,100200.28275744346,106822.32934723565,23289.43845525639,30446.444260912736,-123.15069356149488,35901.7734201224,24075.366192143287,4108.024467403543,32711.96351792378,29052.908525760333,2562.718821380037,19.39229075816425,43.702230884641814,2.0316894989974346,14.833770349285585,114.06114169805849
1985-10-01,1985,4,157696.84796569744,153657.2798069853,99824.74200458889,106590.67674641965,23359.65107334058,30330.420168755605,142.46656030024553,35161.52374568817,23220.96114643456,4052.306295075669,31121.955586976022,27531.01733643711,2468.616688191711,19.233371218271365,42.03221572766142,2.5616036153055175,14.81301077014667,114.56534337873077
1986-01-01,1986,1,158719.87418325545,154239.74445529634,100345.64438946388,107360.92337708976,22678.287690603716,30508.50170593292,707.3106692958472,33430.173742907304,21292.569881989057,3982.865140082267,28950.04401494821,25473.65130157832,2336.93298015982,19.221601493149045,39.30208367342347,2.822664616522067,14.288247018404087,115.30856273543897
1986-04-01,1986,2,160177.7817720451,156332.4522151348,101358.58429912488,108556.07609137864,23113.646088771824,31170.616125494947,689.6057017431579,31971.754101650266,19668.654250347478,3943.387863804208,28126.424544739988,24697.46069454255,2266.7436549526046,19.460012356679403,37.519672192687864,2.400663509239195,14.42999511734137,116.36771950159373
1986-07-01,1986,3,161910.84566088443,158832.2400633516,102651.2380613073,110000.70730048552,23430.158882655887,31845.03000498756,905.8131144008404,31389.34463727658,18905.12802484496,3944.2297940869394,28310.73903974375,24860.405730139388,2259.815730437907,19.668250063794773,36.87219557981909,1.90142024455906,14.471024956369746,117.62677484787017
1986-10-01,1986,4,163835.26453261686,161452.64119735867,103247.48105616467,110598.46645729376,25251.99954349221,32032.952661489828,920.2079362119532,31296.51211928764,18818.2677430404,3918.510935019708,28913.888784029445,25429.974122728094,2275.1666212028954,19.551927817782236,36.75057447191426,1.4542799085747833,15.413042860784687,119.02484787018253
1987-01-01,1987,1,166349.70291126886,164933.65792477442,105863.62171905304,113226.81123646908,24918.31695007233,33114.45613510607,1037.263120543017,32077.13573041737,19532.42338380812,3945.1209235512624,30661.09074392296,27067.9808955753,2356.7079427057224,19.90653157509356,37.71466096804812,0.8512458764352163,14.97947787941875,120.85156476383652
1987-04-01,1987,2,169078.49077987767,168610.29495025644,107331.73873547593,114739.6763521028,25571.988068839382,34652.81964283662,1053.7485031045176,32934.017446415935,20290.645892165965,3965.748083938138,32465.82161679468,28753.33619541764,2442.799567692073,20.49510820861947,38.680164911309916,0.27691034351069277,15.124329505715432,122.83400463633724
1987-07-01,1987,3,171732.8306910983,172002.519887935,108466.8604527832,115937.1553774643,26033.453484704973,36254.90515866724,1247.3007917795749,33325.28342007689,20592.450921088534,3965.2748530085073,33594.97261691357,29773.288988194465,2524.420907420349,21.11122550811509,38.96765444771723,-0.1570399764281388,15.159275823929224,124.76235873659806
1987-10-01,1987,4,173849.62164881162,174291.38001896258,109003.14484912549,116519.99586591242,26194.79053343625,37585.47981939776,1507.9648170030875,33478.06965216854,20714.89727063854,3929.9163080973367,33919.828022319474,30011.288915029247,2592.13405064454,21.619535011311704,38.76792887742746,-0.2541037282458506,15.067499304859897,126.3001883512025
1988-01-01,1988,1,175781.12035576318,176466.95138419743,109906.60906979632,117457.58002297684,26062.49213403225,38643.96803222936,1853.882148139517,33504.77319501582,20761.303339547358,3864.9738530538207,34190.60422345009,30217.96309815279,2645.116076063169,21.984140250112116,38.511176445716885,-0.39016193948827993,14.826673126945833,127.7034048101999
1988-04-01,1988,2,178132.2239444314,179421.47032086508,111501.96084541715,119014.8090036754,26191.10329855413,39763.40582711593,1965.000349777816,33612.178622044004,20901.96491075302,3835.366711703348,34901.42499847768,30843.17626100168,2696.249896146566,22.322410256057985,38.46221761756852,-0.723758087046542,14.703180995890156,129.41146044624745
1988-07-01,1988,3,180112.0849060484,182418.8652102622,113037.229432528,120419.08580577974,26474.300054472675,41037.665004122,1869.6707191395212,33821.37185620553,21189.967512677333,3834.4853884824015,36128.1521604193,31978.42716477577,2734.662413849464,22.784515001049716,38.83666332168244,-1.2807471000166646,14.69879162649326,130.84981164879738
1988-10-01,1988,4,182135.3422660788,185759.41908822296,114569.1597437028,121734.82774806576,26925.51295285774,42471.158028769474,1793.5883628929566,34159.289484131026,21651.07932109047,3859.593427721337,37783.3663062752,33540.65588754366,2759.761687775292,23.31846060207469,39.499558347828106,-1.9897713299650632,14.783244491627915,132.31968994494346
1989-01-01,1989,1,184373.94627595597,189425.40149040776,116222.3582983597,123122.08733170488,27563.991783627767,43770.01776323062,1869.0336451896787,34420.902607344404,22061.834760085232,3910.348219223906,39472.35782179624,35150.46953987772,2772.897687228421,23.739806326930385,40.077929621652295,-2.7397879779018397,14.950047086572752,133.94601564763835
1989-04-01,1989,2,186586.9432198576,192604.58870629437,117751.22701369788,124352.70575894156,28185.072403360256,44761.65816283245,1906.631126403783,34214.30488173122,22057.35049354848,3928.779524569089,40231.95036816798,35801.85711865388,2803.3971311441346,23.989705490854877,39.898962899123276,-3.225116067926624,15.10559737834895,135.5537380469429
1989-07-01,1989,3,188611.2376261736,195167.31911516612,118856.2576420204,125160.08809259516,28741.64789353085,45689.659198542606,1879.7543810722689,33758.545298374345,21827.81144365895,3916.665818766563,40314.62678736689,35753.85002083635,2850.5391811564527,24.22425077825917,39.272936765599226,-3.4759760720019575,15.238565981151469,137.02436974789913
1989-10-01,1989,4,190519.64211007243,197333.6030892589,119561.89801308088,125632.89291506416,29245.366516493235,46709.4230918368,1816.9154678480195,33389.659692051944,21684.654287234607,3867.845593108735,40203.620671238416,35529.48452091296,2907.971240600124,24.516854311982435,38.62766040719936,-3.5765136359272165,15.350315690597807,138.41080846131553
1990-01-01,1990,1,192298.21637629188,199059.13622171988,120276.7777547532,126148.41320790348,29482.570312362222,47528.6134737676,1771.174680836886,33204.24262478058,21788.304228143643,3778.705711575457,39965.1624702086,35228.95219821022,2970.613040087158,24.716096888159864,38.04996555548401,-3.515851562657324,15.331692029150343,139.70292668791652
1990-04-01,1990,2,193890.142254299,200623.20276089865,121102.59944430258,126736.15960222806,30033.666512208296,47687.03452985692,1799.9022745308014,32944.681206220645,21762.163120538,3735.190026898402,39677.74171282025,34876.99551727638,2986.9782946850887,24.594873145903627,37.45544877871721,-3.4726162084964476,15.490043053770766,140.85944653723556
1990-07-01,1990,3,195491.74058323924,202076.72556160457,121951.56625350684,127410.63296081305,30686.71000450312,47627.0154831045,1811.433820490143,33093.46401047294,22049.718929442897,3736.181338831814,39678.44898883826,34869.31221979319,2960.6397341530687,24.362674014263632,37.22505758156332,-3.3684210692069985,15.697190026008744,142.02299333526508
1990-10-01,1990,4,196469.51568498847,202720.16391149996,122445.24506183468,127856.85411247412,31037.036965862208,47460.26369040988,1777.6181933931816,33526.81885611323,22547.75585382043,3771.637212742805,39777.46708262464,35094.07215011806,2887.578193596044,24.156553511592005,37.31076838213979,-3.1814850282083738,15.797380503357974,142.73333816285125
1991-01-01,1991,1,197213.0379853764,203143.50132023907,122736.37930274906,128150.63254497969,31280.90058305227,47436.49214778593,1689.7292866518592,33777.94480838541,22790.228763808,3836.1265171594914,39708.40814324812,35203.33426874466,2767.737589316177,24.053425996765696,37.26242123864175,-3.0071355299047022,15.861476960449131,143.27350043465657
1991-04-01,1991,2,198382.24784281003,204513.81413426815,123546.95175491885,128971.55661257876,31839.776670228664,47509.64009973519,1617.445609385473,33805.648889812655,22649.62860472758,3935.688395263802,39937.21518127076,35360.2687393162,2781.2194097932256,23.948534012670265,37.172108327714,-3.090783756173842,16.049710604880936,144.12292089249488
1991-07-01,1991,3,199767.9610555629,206197.662141838,124663.5857918462,130138.29060666024,32591.877031869783,47413.12336327427,1529.0759548477313,34107.02613759922,22648.75418724285,4062.55396614851,40536.7272238743,35698.83046244259,2916.883592037862,23.734097856706324,37.365227620615464,-3.2185847281520505,16.31486693845004,145.1296290930165
1991-10-01,1991,4,200433.6649981344,206961.6595853314,125524.14028271954,131123.7493159395,32938.02001767369,46984.0967130509,1515.4025718872542,34626.92048991202,22873.36030147188,4202.534546088489,41154.91507710904,36043.90248610505,3159.595981872297,23.441220173012464,37.808935723310974,-3.256935199612191,16.43337710657552,145.61325702694873
1992-01-01,1992,1,200834.86230828144,207374.07220161124,126381.5636975186,132094.94371624838,33170.089779850685,46151.404453252544,1671.014270989416,35071.28016036576,23082.823360627484,4350.430992197595,41610.4900536956,36186.45805756383,3499.386207320858,22.97977747628803,38.18150361581888,-3.2560133326315404,16.5161015366618,145.90472326861777
1992-04-01,1992,2,200939.9430174908,207139.45185608423,126756.99934742638,132519.023511918,33850.31366268626,44803.76178719645,1728.3770587751778,35368.31833155197,23156.85829820147,4455.195509426952,41567.82717014542,35785.82137431695,3787.765436396584,22.297090918999867,38.28812945119652,-3.0852546016964957,16.84598549912984,145.98106345986668
1992-07-01,1992,3,200322.14263603548,205746.9330035117,126482.73522369878,132256.00332091324,34622.6021279758,42910.66115328397,1730.9344985531166,35476.312740754685,23077.060777572937,4523.313797606127,40901.10310823087,34765.59079097092,4032.842248898809,21.420827767027323,38.1272957866447,-2.7080333187791745,17.283462363360137,145.5322370327441
1992-10-01,1992,4,199169.74489434744,203328.23280026333,125723.3010029709,131490.24469039205,35136.04728373893,40975.03781521364,1493.846698339862,35333.99632070971,22833.322866216487,4556.223773661416,39492.4842266256,33076.66615294473,4238.312080270232,20.572922778481974,37.56920037580414,-2.0879114486599475,17.641257361843472,144.69503042596347
1993-01-01,1993,1,198189.35723368629,200325.59197520532,124822.35148244044,130655.99118790663,35159.17293008303,39927.34037688148,416.7271858004071,36141.940910930665,23561.787802750965,4552.138965492841,38278.17565244968,31643.192312695464,4440.608902533595,20.146056748043694,37.55000652009337,-1.0778756091328197,17.740192218609714,143.98278759779768
1993-04-01,1993,2,197584.5598171968,198811.96475842773,124844.21928350422,130838.6619625262,34766.86072081625,39204.89618027384,-4.0114261665822,37321.603461004575,24602.795339059583,4574.188751495975,38549.00840223552,31952.825665156717,4446.0060456517685,19.84208493646761,38.39905908307553,-0.6212048868426406,17.595940063829985,143.54340770791075
1993-07-01,1993,3,197558.2746824961,198466.91704100836,125059.14181359102,131327.49824192433,34602.05188537537,38981.08422058715,-175.36087854519104,38930.99403892987,25996.57160315373,4650.618068532918,39839.636397442126,33331.90707003025,4492.281388501954,19.73143584253063,39.87209878349437,-0.4599363706595281,17.51485830749723,143.52431179368295
1993-10-01,1993,4,198612.85103897404,198784.13593440453,125259.023160742,131871.7152014419,34513.51624407441,39115.360200275776,-103.7636706876496,41362.62212207028,28063.806469995245,4800.467399808372,41533.90701750081,35177.13807285645,4471.112733077569,19.694274562626426,41.73774693124173,-0.08624059044241733,17.377282518995603,144.29045204288607
1994-01-01,1994,1,200188.124346818,199544.216479676,125706.7534151962,132628.67747043353,34262.44846539889,39366.46826556348,208.54633351745173,43558.53969204158,29766.85033590085,5023.773613632814,42914.63182489958,36682.769229721074,4385.870907907936,19.664737053713853,43.195954704650624,0.32165138129095733,17.115125373791184,145.43487394957978
1994-04-01,1994,2,201732.6253004562,200917.84523850447,126592.11578239375,133789.61618341264,34199.97329210959,39688.85386001743,436.9023039837238,44581.02844463057,30377.70658781009,5185.902143352952,43766.24838267887,37629.55582549252,4316.773244737688,19.673988677292883,43.794243343498316,0.4038910715300435,16.95311962612537,146.5569400173862
1994-07-01,1994,3,203163.11099227052,202893.3541824558,127766.58692557349,135146.64266198417,34240.91108667598,40294.47055105284,591.3856191534896,45339.31510965908,30848.7238724828,5315.497860011397,45069.55829984436,38986.92511513897,4287.595543951157,19.833556571490906,44.500634474406674,0.1327784401888722,16.85390173414833,147.5961750217328
1994-10-01,1994,4,204689.8824430644,205010.91755971056,128740.54222531363,136250.91182916157,34285.93308258885,41304.34564015721,680.0966116508712,46933.122817311865,32208.61303248829,5421.120191843172,47254.15793395806,41203.49948797752,4257.638456848042,20.17898742584223,46.01462447830983,-0.15683975818174067,16.750184558890286,148.70536076499562
1995-01-01,1995,1,219647.0533388352,224240.5783302364,140291.89440843544,141748.52535965608,37681.00785709521,48818.29125729958,-3159.0557835601394,48199.77714661529,36854.979240220426,11344.797906394862,52793.30213801652,43696.913832675935,9096.38830534058,22.225789290234996,45.97971051714333,-2.091321017776232,17.15525306818807,159.5716110531503
1995-04-01,1995,2,233688.2976375897,235496.19907567385,137596.93317569417,142750.05357182978,42517.7530000874,52180.60536483645,2603.618589879486,52587.483404671344,35955.59190442502,16631.891500246325,54395.38484275549,44908.91310611221,9486.47173664327,22.32914779744751,45.780156442980655,-0.773637985453551,18.194215726636475,169.77244889679173
1995-07-01,1995,3,225967.7435749343,225732.29552571964,138946.54706048602,146422.5257171744,37484.53686087063,49015.45414292295,-362.2277680225861,49802.29335012757,30298.34041860032,19503.95293152725,49566.845300912886,39601.55692731374,9965.288373599147,21.691349998664162,43.974921853431766,0.10419542430692326,16.588445885171303,164.16353572780707
1995-10-01,1995,4,242691.12287519145,246638.25529633652,145680.92207831398,148253.5003447588,44324.90865091948,51887.9317272141,4139.530333130574,51039.00073412359,37590.9817314282,13448.019002695395,54986.1331552687,44864.41619793026,10121.716957338438,21.380234724901108,43.687273202785306,-1.6264016476511152,18.263918402039952,176.31292055510224
1996-01-01,1996,1,224871.9164012361,228235.46832388997,142140.2046019503,144053.3462735638,38161.73244962358,50167.474138864745,-2842.4930120924023,50046.930659555765,37568.73630141005,12478.194358145718,53410.482582209566,44173.3524177424,9237.130164467171,22.309355006052225,46.00726266643612,-1.4957634445789392,16.970430572367288,163.36742713046982
1996-04-01,1996,2,238652.0709285901,238350.07036834888,139727.52843931023,144956.39711374362,43304.17007715659,51305.24902252241,3412.993510931515,55794.603504570165,38528.30224308509,17266.301261485074,55492.60294432892,45737.59766833124,9755.005275997675,21.497927431718814,46.63156955474258,0.12654428644434734,18.145315022266928,173.37858560068662
1996-07-01,1996,3,233029.09709204317,229881.49755269708,141801.10575776568,149846.69619557628,38273.801303651366,49890.03486871028,-733.5342946194908,55193.60425282423,34159.799439647875,21033.80481317635,52046.00471347816,41479.61785050692,10566.386862971236,21.409358527018806,46.01983627990639,1.3507324100830258,16.42447307279132,169.29354562237492
1996-10-01,1996,4,249481.5020211992,250996.52522744524,148518.35856819784,151498.48026159947,45204.91295493643,53895.654439688886,2772.74209102575,57242.53080025529,42422.56995639328,14819.960843862007,58757.55400650136,48002.61740550743,10754.936600993924,21.603066360851557,46.49646721980204,-0.6072687529824695,18.11954497175315,181.24607000336118
1997-01-01,1997,1,230670.42709453416,233531.53491124755,146857.57779527243,149055.9538212183,38309.684545165575,51017.09325328174,-3277.682085195809,54158.44194151966,40890.55149035442,13267.890451165242,57019.54975823304,47190.290541450006,9829.259216783044,22.116876400620587,48.19776557408001,-1.24034443979281,16.607973994631468,167.5799930582773
1997-04-01,1997,2,246543.73082054465,245177.4240232914,141753.85777145738,147636.72507415363,43973.15749002202,54606.91730764865,4236.873913474124,65303.03967618725,46055.68873562795,19247.350940559296,63936.732878934,53008.16827517804,10928.564603755956,22.148978246539222,52.42062822890957,0.5541843601968358,17.83584492035995,179.11180561752926
1997-07-01,1997,3,241567.34614371933,235766.9009072265,144214.54403782354,153708.94702407235,38990.93128653927,52859.90801555112,-954.3833198031456,66476.03019967489,42046.09860710432,24429.931592570563,60675.58496318206,48591.79934431992,12083.78561886214,21.882058506410203,52.63609390617253,2.401171072617523,16.14081203812282,175.49650685512685
1997-10-01,1997,4,261190.6624871565,263433.5817660973,157391.5757900225,160953.309157081,44806.00714694628,58458.0712818166,2179.316897386123,66099.71035977566,49080.4613190727,17019.249040702958,68342.6296387164,56312.4262334888,12030.2034052276,22.38137869292749,51.47287376902418,-0.8587287376902418,17.15452103849597,189.75266989273155
1998-01-01,1998,1,242081.68617641312,245228.3060096225,151832.76574175537,154509.43585961527,39930.86573465274,56089.334405897294,-3246.925306050751,62544.17733411604,47169.577358039336,15374.599976076695,65690.7971673254,54924.67641568344,10766.120751641964,23.169590104814084,52.97177846323834,-1.2998173810291134,16.494789988183477,175.8701702683094
1998-04-01,1998,2,257259.65944073012,255235.90330468857,147574.282596035,154331.1650266334,44915.98995487022,58330.49702192878,3804.882108634039,70912.3414826051,49386.26690569051,21526.0745769146,68888.58534656353,57255.20425209742,11633.381094466102,22.67378303646068,54.342343114769335,0.7866589501211024,17.4593988239413,186.8968314936366
1998-07-01,1998,3,252178.29349811983,249005.85556735625,149274.76600514777,159541.25610178793,39798.8350322906,58559.68954762833,708.4803075699419,68224.98878275351,41957.57267963818,26267.416103115334,65052.55085198994,52360.9493109002,12691.601541089742,23.221542479057554,52.85052007687455,1.2580138784971309,15.782022504878013,183.20526478473974
