fecha,año,trimestre,pib_pm,demanda_nacional,consumo_privado_nacional,consumo_privado_interior,consumo_publico,fbcf,variacion_existencias,exportacion_bienes_servicios,exportacion_bienes,exportacion_servicios,importacion_bienes_servicios,importacion_bienes,importacion_servicios,tasa_inversion,apertura_comercial,saldo_comercial_pct_pib,consumo_publico_pct_pib,pib_index_base
1981-07-01,1981,3,145222.37774165842,147904.29712052492,95375.93204955962,99998.36828890369,20446.81128093297,32018.007880075307,63.54590995700895,26553.496019351824,17381.971566683784,3676.297057020809,29235.415398218312,26234.088025035497,2128.5362168796555,22.04757171586417,38.41619472504103,-1.8467672961790065,14.079656041238062,105.502752825268
1981-10-01,1981,4,145318.10509109948,147832.27427054578,95704.39018922942,100434.12748621262,20465.333885578384,31516.484779213508,146.06541652446174,26915.76384570754,17744.60264976248,3564.7078883719746,29429.93302515383,26353.242148580703,2199.974865983223,21.687927157772886,38.774037712326646,-1.730114205570025,14.08312740711058,105.57229788467109
1982-01-01,1982,1,145407.8494812005,148155.91274854672,95935.06792577378,100738.1902747244,20346.47365024426,31279.324585533548,595.0465869951533,26732.79335870442,17649.765888996433,3388.2517480867136,29480.856626050667,26345.71637716771,2243.486876212305,21.511441574258058,38.65929534431554,-1.8899002200713637,13.992692776104096,105.63749637786148
1982-04-01,1982,2,146213.55467232945,149162.43292260743,96359.93742522824,101296.446706229,20499.932860258537,31503.795026643274,798.7676104774018,26659.35149295402,17463.240834621538,3351.910910880138,29608.22974323199,26371.272854216084,2329.2664225643275,21.546425772387906,38.48314977519284,-2.016829600296994,14.02054201212721,106.22283396117062
1982-07-01,1982,3,147452.0272557233,150194.45255993254,96238.04300856388,101327.6680515088,20843.92683772545,32064.63777055324,1047.8449430900037,26927.11729656831,17481.24393362945,3426.582705213209,29669.542600777564,26295.415395284414,2444.461590712449,21.74581005586592,38.383100558659216,-1.8598762968874725,14.13607342378292,107.12257316719791
1982-10-01,1982,4,147842.91393260763,150711.63426642955,96572.25253233692,101785.20252278128,21128.568516278287,32022.407084158163,988.4061336561828,27697.284964007555,17972.836338154884,3567.061609224911,30566.00529782948,27060.546091611515,2561.022180034558,21.659751037344396,39.40891633696806,-1.9403840586702703,14.291228408761942,107.40654882642708
1983-01-01,1983,1,148443.20418639437,151229.3749093389,97278.53488723902,102625.79279309104,21486.00262170085,31751.07544096605,713.7619594329531,29071.43428614588,18978.609665847944,3789.709731275444,31857.60500909041,28207.478103357364,2694.269922562604,21.38937623651498,41.045354436522445,-1.8769270969427772,14.474224495128594,107.84265430310056
1983-04-01,1983,2,149611.87557748734,151873.90293243807,97366.75897362625,102930.9598264349,21862.255900544995,31763.776990730024,881.1110675368108,30298.465369351467,19816.55408142107,3958.3654604995418,32560.49272430217,28834.396842869603,2766.750906810381,21.230785903943065,42.01468489785597,-1.5119303505951631,14.612647436013221,108.69168356997969
1983-07-01,1983,3,150772.5696894603,151689.84093313833,97192.97625121992,103036.05632929104,22077.082245317,31212.3356585722,1207.4467780292223,31626.416146091306,20763.3784625272,4065.016301537357,32543.68738976936,28814.430561070327,2774.31552474339,20.701600909806665,42.56086081707636,-0.6083807190971916,14.64263843933164,109.53491741524195
1983-10-01,1983,4,151131.54724986426,150495.12733583353,97120.45025134382,103234.81776414586,21915.771368924816,30143.11730434792,1315.7884112169745,33104.42594077566,21982.120932920167,4073.939786503569,32468.0060267449,28839.093181208587,2694.915136986419,19.94495381861777,43.38765344545194,0.42110328757408566,14.501122874558872,109.79571138800344
1984-01-01,1984,1,151099.63813338394,148521.4786806086,96486.99210973331,102865.93323911494,21427.95496799953,29023.447801641585,1583.083801234167,34156.83091349219,22891.73347735111,3992.71290222212,31578.671460716865,28147.13892815017,2538.0891280293617,19.208151760112752,43.50473845356315,1.7062644786081087,14.181341022857975,109.77252970153577
1984-04-01,1984,2,151749.7863816712,148245.25277776847,96707.93345948293,103295.46551828102,21432.775686405144,28342.874603359844,1761.6690285205786,34889.50040577543,23425.52205457258,3985.2060102387295,31384.96680187272,28022.697129337736,2471.029390368964,18.677373641946147,43.673515981735164,2.309415840025192,14.123760037789324,110.24485656331497
1984-07-01,1984,3,152619.30980576086,149056.62783429236,97308.0273350677,104067.24149383094,21882.68912149583,28219.89692450324,1646.0144532255754,35428.64268503536,23703.48058902658,4046.068914586783,31865.96071356686,28461.720791284668,2484.360899623431,18.490384316649582,44.09311212601361,2.334358591978131,14.338086805231926,110.87655751955951
1984-10-01,1984,4,153285.41261228832,150176.61226307377,98403.74789905858,105150.32511971408,22228.4179157863,28430.50172029605,1113.9447279328238,35392.91332685378,23604.841186643964,4083.373457666983,32284.112977639223,28806.73966020792,2519.251855543972,18.54742811842546,44.150989419763995,2.0281123273470145,14.501326340823855,111.36047522457258
1985-01-01,1985,1,154358.35665394022,151973.55602834566,100181.8877288491,106748.52408161748,22482.42093693017,29143.03009614305,166.2172664233037,35448.62832876595,23768.243971451317,4102.967330350502,33063.82770317138,29475.37294820288,2577.6740807727374,18.880111662162562,44.38532355299498,1.5449766875538302,14.56508181629198,112.13995943204864
