fecha,año,trimestre,pib_pm,demanda_nacional,consumo_privado_nacional,consumo_privado_interior,consumo_publico,fbcf,variacion_existencias,exportacion_bienes_servicios,exportacion_bienes,exportacion_servicios,importacion_bienes_servicios,importacion_bienes,importacion_servicios
2005-10-01,2005,4,246145.0,260239.0,140811.0,142986.0,44800.0,72685.0,1588.0,58472.0,41153.0,17319.0,72566.0,59855.0,12711.0
2006-01-01,2006,1,238537.0,255279.0,145368.0,146725.0,39568.0,70622.0,-753.0,58489.0,42122.0,16367.0,75231.0,62917.0,12314.0
2006-04-01,2006,2,254453.0,267472.0,144017.0,148914.0,45042.0,76687.0,1230.0,65568.0,43893.0,21675.0,78587.0,65585.0,13002.0
2006-07-01,2006,3,245333.0,255513.0,141566.0,149511.0,39662.0,72846.0,956.0,64591.0,39231.0,25360.0,74771.0,60596.0,14175.0
2006-10-01,2006,4,266653.0,284166.0,150559.0,152626.0,49283.0,81795.0,2228.0,64440.0,44850.0,19590.0,81953.0,67499.0,14454.0
2007-01-01,2007,1,256655.0,273567.0,155932.0,157101.0,42893.0,76645.0,-2008.0,65481.0,48037.0,17444.0,82393.0,69440.0,12953.0
2007-04-01,2007,2,273252.0,287007.0,153227.0,157856.0,49290.0,82211.0,2279.0,71785.0,49410.0,22375.0,85540.0,71920.0,13620.0
2007-07-01,2007,3,261431.0,272797.0,150657.0,158647.0,43636.0,76195.0,2244.0,72367.0,44998.0,27369.0,83733.0,68825.0,14908.0
2007-10-01,2007,4,286203.0,306460.0,162098.0,164037.0,53890.0,86873.0,3427.0,69699.0,48823.0,20876.0,89956.0,75123.0,14833.0
2008-01-01,2008,1,268484.0,287641.0,166320.0,167549.0,47223.0,78081.0,-4436.0,67790.0,49258.0,18532.0,86947.0,73846.0,13101.0
2008-04-01,2008,2,285886.0,299915.0,159854.0,164597.0,54625.0,81329.0,3504.0,75403.0,51383.0,24020.0,89432.0,75875.0,13557.0
2008-07-01,2008,3,270562.0,278210.0,154627.0,162871.0,47501.0,73359.0,2005.0,75713.0,47747.0,27966.0,83361.0,68870.0,14491.0
2008-10-01,2008,4,287500.0,299312.0,159193.0,160784.0,58925.0,77117.0,3398.0,65296.0,45088.0,20208.0,77108.0,62764.0,14344.0
2009-01-01,2009,1,258858.0,263767.0,158356.0,159351.0,49740.0,64121.0,-9057.0,56183.0,39465.0,16718.0,61092.0,49522.0,11570.0
2009-04-01,2009,2,273102.0,271659.0,149977.0,154503.0,57932.0,60781.0,2440.0,63148.0,41403.0,21745.0,61705.0,49903.0,11802.0
2009-07-01,2009,3,261523.0,260845.0,147806.0,155224.0,50362.0,59616.0,2562.0,64974.0,40020.0,24954.0,64296.0,51276.0,13020.0
2009-10-01,2009,4,279507.0,286010.0,155353.0,156811.0,62191.0,64010.0,3996.0,62326.0,43799.0,18527.0,68829.0,55897.0,12932.0
2010-01-01,2010,1,258497.0,264112.0,159314.0,160196.0,50960.0,57023.0,-3681.0,61697.0,44772.0,16925.0,67312.0,55741.0,11571.0
2010-04-01,2010,2,274672.0,277131.0,155119.0,159454.0,58827.0,60038.0,2641.0,70935.0,48347.0,22588.0,73394.0,61333.0,12061.0
2010-07-01,2010,3,262797.0,261235.0,152190.0,160210.0,50244.0,56677.0,1578.0,72877.0,46326.0,26551.0,71315.0,58460.0,12855.0
2010-10-01,2010,4,281179.0,285845.0,159782.0,161325.0,60619.0,61879.0,3054.0,72694.0,52571.0,20123.0,77360.0,64446.0,12914.0
2011-01-01,2011,1,259859.0,264532.0,161609.0,162957.0,51170.0,53143.0,-1929.0,74050.0,55597.0,18453.0,78723.0,67111.0,11612.0
