fecha,año,mes,ed_pasivo_total,ed_pasivo_depositos_total,ed_pasivo_depositos_esp,ed_pasivo_depositos_sector_publico,ed_pasivo_sector_privado,ed_pasivo_deposito_resto_mundo,ed_pasivo_deuda_emitida,ed_pasivo_patrimonio_ajustes,ec_efc_pasivo_obra_social,ed_pasivo_periodificacion_otros,depositos_share,crecimiento_depositos_yoy,deuda_emitida_share
2006-10-01,2006,12,3509156.9960361114,2556166.481896501,269598.5052663827,95380.43530809702,1655845.9169717524,535341.6243502689,475111.9755899189,252530.32261976792,3665.778594579141,221682.4373353443,72.84275068866701,11.301352448837566,13.539205459504888
2007-01-01,2007,3,3623652.396629412,2627619.0516126244,225144.5823782974,104569.97658067833,1743849.2052124587,554055.28744119,509749.8695823628,253573.78879938912,4029.2276125670896,228680.45902246772,72.5129997031928,12.480545096456463,14.067294922010548
2007-04-01,2007,6,3755302.96457428,2694888.924130508,249296.96590649177,97848.99487464962,1787702.142256195,560040.821093172,533076.9900868651,250748.78281699185,5187.987297903353,271400.2802420115,71.76222396841993,14.446490715650139,14.195312471873955
2007-07-01,2007,9,3882995.022526391,2775514.601612535,271629.28274465987,112007.9364599494,1810594.180602501,581283.2018054244,566200.3162958403,265235.05308631255,4801.456946205733,271243.59458549746,71.47870614077438,13.008576216413804,14.581535979601995
2007-10-01,2007,12,3946206.4527179305,2847065.620876769,309873.59854361904,103593.76111137934,1835354.6672930703,598243.5939287008,550744.2637739219,277068.26726544497,4164.25464591792,267164.04615587625,72.14689994021641,11.380289235482067,13.95629626510289
2008-01-01,2008,3,3953939.802596792,2866534.658266582,260971.42729969395,88121.12476374165,1853232.426454048,664209.6797490983,530547.9463698776,281263.25382171344,4576.4425080045885,271017.50163061405,72.49818665382702,9.092475049125937,13.418210009708154
2008-04-01,2008,6,4023837.247791961,2916740.141057949,285891.8359108745,84748.26684966903,1868774.787711056,677325.2505863495,545515.1827931347,262249.1544129832,5702.545168588512,293630.22435930494,72.48653366033828,8.232295399671052,13.557088649459681
2008-07-01,2008,9,4115626.5607095375,3001565.1277162866,315719.73584423057,98261.93067934724,1905519.6508025597,682063.8103901495,527629.8481287236,278684.109729272,5092.862159882783,302654.6129753737,72.93093975948133,8.144454580509851,12.820158494597717
2008-10-01,2008,12,4246046.280135386,3102260.7245391062,364428.14952041866,102930.3828515794,1959569.995002948,675332.1971641605,488029.1224374459,319192.1065194721,4300.734171841194,332263.59246751945,73.06233893522682,8.963442984631609,11.493730643507847
2009-01-01,2009,3,4308742.499163569,3122079.222250164,344974.4116705937,111525.73036185215,1961706.1263192925,703872.9538984256,507154.1494474087,337526.2208889405,4450.332066641155,337532.5745104144,72.45917394358644,8.914755774769233,11.770351780034652
2009-04-01,2009,6,4314466.887320211,3133081.135487166,373578.1116733445,114552.9947276208,1951418.340884545,693531.6882016555,531666.6848998058,335781.8045866857,5576.996160429249,308360.26618612494,72.6180364182416,7.4172186745009805,12.322882497077943
2009-07-01,2009,9,4262870.673623574,3066837.1023767525,335334.3720290123,110283.74827749105,1951630.04007848,669588.941991769,540669.546116674,354876.7991385418,5200.977264098664,295286.24872750737,71.94300125858251,2.1745979808249993,12.68322657457229
2009-10-01,2009,12,4248941.487213267,3085701.6586563545,368583.91610086407,105954.97866008374,1935842.1118320543,675320.652063352,531711.9162113074,353417.3364773801,4508.800369056564,273601.7754991682,72.62283248527763,-0.5337741522422168,12.513985372861388
2010-01-01,2010,3,4268618.020264016,3062773.772032049,366008.6121967116,98256.32886609166,1908165.5331198652,690343.2978493801,541850.5709462534,360859.13320013473,5198.5171759029645,297936.02690967656,71.75094509493297,-1.8995498190904958,12.69381725827835
2010-04-01,2010,6,4275218.137024227,3074265.0197307407,436236.2623633514,93412.66870284772,1903739.0631743171,640877.0254902241,505562.6655925778,361061.6100433535,5219.561225799596,329109.2804317554,71.90896279904418,-1.8772611755960678,11.825423858827367
2010-07-01,2010,9,4232858.87878668,3010086.4729357385,345929.6521999682,98818.09859120657,1902571.589254948,662767.1328896161,499955.7523321631,370598.9974840676,5003.410316602832,347214.2457181084,71.11237485428664,-1.8504611606867893,11.811302163597572
2010-10-01,2010,12,4121109.109953257,2965559.4814714952,311961.7338256643,99467.96363600832,1894713.3968116725,659416.38719815,498686.67959880136,356571.74554882746,4250.838625403856,296040.36470872845,71.96022726768163,-3.893512415493028,12.100788071696012
2011-01-01,2011,3,4089433.6837541633,2946600.937971586,298437.3771310626,111035.72317795068,1872944.7934131192,664183.0442494536,505408.8654901124,353784.7801045223,4204.121169858451,279434.9790180839,72.05400957294803,-3.7930595828299274,12.35889623294097
