fecha,año,mes,trimestre,periodo,ipi_corrientes_total_industria,ipi_corrientes_energia,ipi_corrientes_bienes_equipo,ipi_corrientes_bienes_intermedios,ipi_corrientes_bienes_consumo
2000-07-01,2000,7,3,2000T3,76.5856154,44.940764800000004,114.97297949999998,82.7267736,80.52804
2000-08-01,2000,8,3,2000T3,51.96713940000001,43.6932864,52.2761136,55.6107525,58.08155999999999
2000-09-01,2000,9,3,2000T3,75.4814915,46.3075695,109.84515379999999,82.874924,77.8553556
2000-10-01,2000,10,4,2000T4,76.9660605,47.6124012,112.30112720000001,84.4042261,78.9800965
2000-11-01,2000,11,4,2000T4,80.93209949999999,50.261897399999995,120.70114889999999,86.4105683,84.41577120000002
2000-12-01,2000,12,4,2000T4,67.9737825,47.9710703,98.001541,72.41383609999998,68.41099619999999
2001-01-01,2001,1,1,2001T1,74.9504133,49.4131214,109.15358639999998,81.72777219999999,74.9303576
2001-02-01,2001,2,1,2001T1,73.2974788,43.233664600000004,110.77244799999998,79.4690923,75.67731359999999
2001-03-01,2001,3,1,2001T1,79.80175419999999,45.278362800000004,119.97266819999999,86.8925362,83.85644400000001
2001-04-01,2001,4,2,2001T2,69.49278980000001,40.010523000000006,101.35297480000001,77.52875080000001,71.477112
2001-05-01,2001,5,2,2001T2,80.28834239999998,44.3178,121.20466499999999,88.55589599999999,83.45909250000001
2001-06-01,2001,6,2,2001T2,78.83379839999999,44.994009500000004,120.19728599999999,85.9180956,81.38003020000001
