fecha,año,trimestre,IPRI_total_industria_2021,IPRI_industrias_extractivas_2021,IPRI_industria_manufacturera_2021,IPRI_suministro_energia_electrica_gas_vapor_aire_acondicionado_2021,IPRI_energia_2021,IPRI_bienes_equipo_2021,IPRI_bienes_intermedios_2021,IPRI_bienes_consumo_2021,IPRI_bienes_consumo_duradero_2021,IPRI_bienes_consumo_no_duradero_2021,IPRI_total_industria_2025,IPRI_industrias_extractivas_2025,IPRI_industria_manufacturera_2025,IPRI_suministro_energia_electrica_gas_vapor_aire_acondicionado_2025,IPRI_energia_2025,IPRI_bienes_equipo_2025,IPRI_bienes_intermedios_2025,IPRI_bienes_consumo_2025,IPRI_bienes_consumo_duradero_2025,IPRI_bienes_consumo_no_duradero_2025,prima_energia,spread_equipo_consumo,ipri_yoy
1982-04-01,1982.0,2.0,30.929999999999996,39.39,33.70666666666667,19.44,25.436666666666667,35.60666666666666,34.70666666666667,31.669999999999998,36.87,30.653333333333336,24.651474797925122,32.61999240881958,28.35372051452806,14.64912556124211,19.119084007716786,31.488264121743622,30.4502317691959,25.483806075236373,32.784018494916864,24.53788015236113,-5.493333333333332,3.9366666666666674,12.33729262448504
1982-07-01,1982.0,3.0,31.41,39.876666666666665,34.28333333333333,19.44,25.47,36.46333333333333,35.24333333333333,32.300000000000004,37.79,31.25,25.034038907301266,33.02301507884476,28.83880691178017,14.64912556124211,19.1441385012402,32.2458454622499,30.921081492096448,25.990746328706503,33.602062894573045,25.015509615961893,-5.940000000000001,4.163333333333331,10.95491708352184
1982-10-01,1982.0,4.0,32.34666666666667,40.01,35.35333333333333,19.44,26.796666666666667,37.26666666666667,35.96666666666667,33.48,39.92333333333334,32.193333333333335,25.780570259625545,33.13343224871467,29.738880515930045,14.64912556124211,20.141307343472054,32.95626220568187,31.555705031658064,26.940253470126738,35.49897744450043,25.770644466235733,-5.550000000000002,3.7866666666666666,11.471119540979027
1983-01-01,1983.0,1.0,34.14333333333334,44.01,37.28,20.48,29.99,39.31666666666666,37.54333333333333,34.68666666666667,42.46,33.13333333333333,27.212528974582074,36.44594734481212,31.359573796922646,15.4328236365349,22.54152782301506,34.769151405726085,32.939008875955956,27.911218400053645,37.75452740152346,26.52311099548386,-4.153333333333332,4.629999999999998,13.310134573202314
1983-04-01,1983.0,2.0,35.056666666666665,44.95333333333334,38.376666666666665,20.58,30.13,40.39,38.943333333333335,35.63333333333333,44.10666666666666,33.99333333333333,27.940463460478345,37.22714882164177,32.28207914198591,15.508179220697668,22.646756695813394,35.718338921846794,34.167312500913916,28.6729698920405,39.218708319748664,27.211537820115137,-4.9266666666666685,4.756666666666668,13.341690947261357
1983-07-01,1983.0,3.0,35.9,45.52,39.27333333333333,20.58,30.13,41.276666666666664,40.13333333333333,36.68,45.10666666666666,34.98666666666667,28.61260734709059,37.696421793588904,33.03634643019873,15.508179220697668,22.646756695813394,36.50245034820738,35.21137058212818,29.51518809092738,40.107887015027124,28.00669748577451,-5.770000000000002,4.596666666666667,14.293963982281612
1983-10-01,1983.0,4.0,37.199999999999996,45.92666666666667,40.54666666666667,24.14,31.933333333333337,41.88333333333333,41.64666666666667,37.916666666666664,46.48666666666666,36.24,29.648718476650973,38.033194161692144,34.10746205881322,18.19083801689221,24.002204795430064,37.038947639927784,36.53910831005893,30.510293032924295,41.3349536145114,29.00998619143869,-5.266666666666666,3.9666666666666637,15.011927486161255
1984-01-01,1984.0,1.0,38.77,48.70666666666667,42.373333333333335,24.14,32.59,43.29666666666666,43.92666666666667,39.46666666666667,47.64666666666667,37.833333333333336,30.90002191773544,40.335392153479866,35.6440363113806,18.19083801689221,24.495778317841303,38.288809462397296,38.53948849927618,31.75752698987461,42.36640090103442,30.285443641724537,-6.179999999999997,3.8300000000000005,13.54951296583485
1984-04-01,1984.0,2.0,39.79666666666667,49.169999999999995,43.32,26.226666666666663,33.29333333333333,44.01666666666667,45.326666666666675,40.53666666666667,48.053333333333335,39.03666666666667,31.718284040567738,40.71909181877783,36.440363113806036,19.763257873088644,25.02442813118533,38.92553152290062,39.76779212423414,32.61852075370482,42.72800023711432,31.24870753200317,-6.503333333333333,3.479999999999999,13.522554685222987
1984-07-01,1984.0,3.0,40.276666666666664,50.43333333333334,43.86666666666667,26.213333333333335,33.31,44.68333333333334,45.86333333333334,41.300000000000004,48.72666666666667,39.85,32.10084814994388,41.76529450329526,36.90021380253058,19.753210461866942,25.03695537794704,39.515088986329644,40.23864184713469,33.232749949708314,43.32671389193516,31.899777862274608,-6.966666666666664,3.383333333333335,12.193617192983524
1984-10-01,1984.0,4.0,40.87,50.64666666666667,44.51666666666667,26.2,33.31,45.31666666666666,46.49333333333333,42.14,49.403333333333336,40.73666666666667,32.57373989625606,41.94196197508713,37.44698748729453,19.74316305064524,25.03695537794704,40.0751685765872,40.79137847836577,33.908670287668485,43.92839147574025,32.609551255111505,-7.559999999999998,3.1766666666666645,9.874680329417526
1985-01-01,1985.0,1.0,42.35,53.64666666666667,46.11666666666667,27.55333333333333,35.800000000000004,46.78333333333333,48.14000000000001,42.9,49.75333333333333,41.623333333333335,33.7533125668325,44.42634829716021,38.792891942098066,20.76297528964803,26.908526044146015,41.372194996131036,42.236097503911566,34.52021726010863,44.2396040190877,33.31932464794839,-6.550000000000002,3.883333333333333,9.238835841237059
1985-04-01,1985.0,2.0,42.99,54.99666666666667,46.76666666666667,28.25,36.01,47.78,48.86333333333334,43.69,50.4,42.41,34.26339804600068,45.5443221420931,39.339665626862015,21.28795252598198,27.06636935334352,42.253583403957414,42.87072104347317,35.15590424461879,44.81460624203444,33.94904841001421,-6.980000000000001,4.090000000000001,8.024857680674144
1985-07-01,1985.0,3.0,43.376666666666665,55.053333333333335,47.23666666666666,28.25,36.12,48.800000000000004,48.95666666666667,44.343333333333334,51.10333333333333,43.03666666666667,34.57157468966479,45.591249439287814,39.73502506046055,21.28795252598198,27.149049181970785,43.1556063230038,42.95260795180369,35.681620063032256,45.43999525771363,34.450692762846295,-7.25666666666667,4.456666666666666,7.696817248501412
1985-10-01,1985.0,4.0,43.78333333333333,55.81,47.68666666666667,28.25,36.01333333333333,49.74333333333333,49.47,44.79,50.453333333333326,43.74333333333333,34.89569150455291,46.21786687829958,40.11356068837405,21.28795252598198,27.068874802695863,43.98983013375585,43.40298594762161,36.04103802051901,44.86202910578263,35.01637682029524,-7.7700000000000005,4.953333333333333,7.129038601825809
1986-01-01,1986.0,1.0,43.60333333333333,56.02333333333333,47.39000000000001,29.33,33.89333333333334,50.38,49.306666666666665,45.39333333333334,50.64333333333334,44.39333333333334,34.75222996353687,46.39453435009145,39.86400757071256,22.101792834939875,25.47540901460677,44.552857511330565,43.259683858043196,36.52652048548247,45.03097305788554,35.53669942030725,-9.71,4.986666666666669,2.963116896015361
1986-04-01,1986.0,2.0,43.669999999999995,57.23666666666667,47.31333333333333,31.49,33.19,51.126666666666665,49.330000000000005,45.68,50.53333333333333,44.84,34.80536386761688,47.399330595907664,39.79951631558655,23.72947345285566,24.94675920126275,45.21316187037106,43.28015558512582,36.75719171192919,44.933163401404904,35.8942544377514,-10.479999999999999,5.44666666666667,1.5824602977853115
1986-07-01,1986.0,3.0,43.48666666666667,57.93666666666667,47.06666666666666,31.49,31.47666666666667,52.03666666666667,49.14333333333334,46.04666666666666,51.156666666666666,45.153333333333336,34.65924563139683,47.97902073772471,39.59202271213768,23.72947345285566,23.6589582341593,46.017907807951666,43.116381768464755,37.05223630389593,45.487418121461815,36.14507661416744,-12.01,5.989999999999999,0.255095646091034
1986-10-01,1986.0,4.0,43.35333333333333,57.883333333333326,46.94333333333333,31.44666666666667,29.583333333333332,52.56666666666666,49.07333333333333,46.68,52.45666666666667,45.57,34.552977823236795,47.93485386977675,39.488275910413236,23.69681936638513,22.23586300202942,46.48660599137773,43.05496658721686,37.56185878092939,46.64335042532381,36.478616742380275,-13.770000000000001,5.886666666666666,-0.9815505961819571
1987-01-01,1987.0,1.0,43.46666666666667,58.343333333333334,47.01666666666667,32.56,29.676666666666666,53.669999999999995,48.60666666666666,46.99333333333334,52.830000000000005,45.93666666666667,34.643305460172826,48.31579310582796,39.549963197925074,24.53577820339728,22.306015583894975,47.46232359335274,42.64553204556422,37.81398779588279,46.9753104715611,36.77213205520756,-13.790000000000001,6.676666666666665,-0.31312872091914246
1987-04-01,1987.0,2.0,43.76,58.94,47.26666666666667,33.14,29.820000000000004,54.60999999999999,48.723333333333336,47.336666666666666,53.806666666666665,46.116666666666674,34.87709463812491,48.80990994099582,39.76026076898812,24.97284059154134,22.41374990604565,48.29359961678765,42.74789068097738,38.09025682290619,47.84374166394972,36.9162213905955,-13.939999999999998,7.273333333333333,0.20605974825131193
1987-07-01,1987.0,3.0,44.04,58.830000000000005,47.59,33.14,29.820000000000004,55.19333333333333,49.12,47.52,54.21,46.223333333333336,35.10025703526099,48.71881577585314,40.03224562756301,24.97284059154134,22.41374990604565,48.80946239728804,43.095910041382126,38.23777911888956,48.20237707104538,37.00160766341798,-14.219999999999999,7.673333333333335,1.2739880602002114
1987-10-01,1987.0,4.0,44.26333333333334,58.830000000000005,47.839999999999996,33.14,29.820000000000004,55.52333333333333,49.49333333333333,47.75333333333333,53.85999999999999,46.64333333333334,35.278255613929055,48.71881577585314,40.24254319862606,24.97284059154134,22.41374990604565,49.1012933416854,43.42345767470425,38.42553476832294,47.89116452769792,37.33781611265652,-14.443333333333335,7.7700000000000005,2.099868523718077
