fecha,año,trimestre,pib_pm,vab_agricultura,vab_industria,vab_construccion,vab_servicios,impuestos_netos
2006-04-01,2006,2,345732.9620293725,9583.123724983256,54164.41856979051,39324.367907055916,207024.27753874927,35636.77428879354
2006-07-01,2006,3,336832.39127143146,7018.5714281387245,52977.03386661988,37549.08254854577,207914.19487875348,31373.50854937363
2006-10-01,2006,4,358997.75397923606,8959.696882209524,53842.99885953501,40646.46259515969,217577.25216136457,37971.343480967305
2007-01-01,2007,1,340968.92582197615,7256.3257011927835,55482.594335209484,35638.629304320326,201562.97907555295,41028.39740570061
2007-04-01,2007,2,357954.4174384305,10038.37007901385,54742.71789532948,40103.70110908652,216594.56943811927,36475.05891688133
2007-07-01,2007,3,348623.35532111756,7518.3833489542585,53792.84602934832,37591.91674477129,221108.213253531,28611.995944512695
2007-10-01,2007,4,371882.84096129256,10548.264354055593,55462.197054509605,40062.094920453565,231557.66124754117,34252.62338473263
2008-01-01,2008,1,348459.06645712926,7449.810943906981,55909.92262049215,35486.538471830085,214089.91540788018,35522.879013019876
2008-04-01,2008,2,364537.90168725786,10640.84561531578,56743.95095592181,40242.670775238585,229389.59900041495,27520.835340366742
2008-07-01,2008,3,351781.31450130837,7022.312370626942,56054.98115808912,37432.39643590995,229225.64628147954,22045.97825520282
2008-10-01,2008,4,365541.6998292613,8514.896569588045,53465.71832876615,39258.54283696731,237323.65747245424,26978.88462148555
2009-01-01,2009,1,332229.9171418992,6709.84866922347,49892.627614268014,33101.3211606623,214332.69090722667,28193.428790518738
2009-04-01,2009,2,347970.29004435067,9241.34028198869,50272.48340909221,37580.77093854356,232455.44773008392,18420.247684642287
2009-07-01,2009,3,339364.5530360983,6376.637670948204,49616.83312706055,34231.92954001091,230998.04674776204,18141.105950316625
2009-10-01,2009,4,356858.5902647323,8609.077676605915,50195.14887375969,36212.260142603234,240113.2153946678,21728.88817709567
2010-01-01,2010,1,332288.2021953059,7311.71075133135,50777.05456897673,27177.248365795956,216010.40547898583,31011.783030216036
2010-04-01,2010,2,348748.7874828347,9936.608066496274,49695.73725053209,29698.091320642452,231332.76811696333,28085.58272820056
2010-07-01,2010,3,339845.14909050404,6431.009206448614,49260.004563048584,27540.961807708856,228445.0169609425,28168.156552355464
2010-10-01,2010,4,356836.7759757379,9584.041952524096,52252.82618554385,30275.013879689464,240153.09572111987,24571.79823686064
2011-01-01,2011,1,333278.7072549535,7069.342352542354,52689.17317255896,22995.883233143035,218212.07859287167,32312.22990383746
2011-04-01,2011,2,347409.594647544,9428.880662812313,49859.39317122227,25716.282432078257,234854.23476549573,27550.80361593544
2011-07-01,2011,3,338310.650199061,6488.227685769937,49351.54421358594,22939.17505867131,232815.62428846565,26716.078952568194
2011-10-01,2011,4,349903.9222547362,9317.149472806714,50946.50493385234,25103.372474165877,243875.90915762162,20660.986216289657
2012-01-01,2012,1,326376.18902958435,6627.202259978065,50520.504752561115,19430.864302088816,218880.54724171627,30917.07047324007
2012-04-01,2012,2,336433.9396490199,8259.607265096056,47584.87650101272,21752.722051568402,233411.37492266818,25425.358908674567
2012-07-01,2012,3,328758.7184056809,6725.179721407871,46545.322808691315,19570.97056844588,228185.89050892935,27731.35479820645
2012-10-01,2012,4,338113.2990533157,10251.557962864143,49256.362195556576,21896.693084829403,234294.99991322806,22413.68589683753
2013-01-01,2013,1,316698.82507448696,6783.475944561915,48278.48219305847,16032.39364499604,212654.88479171818,32949.58850015233
2013-04-01,2013,2,332058.47046433465,9342.221981464938,46830.86565071181,18543.030265951475,228567.85022427718,28774.502341929237
2013-07-01,2013,3,325633.139810716,7125.965193228324,46923.565228228785,17145.64480802819,226060.47814580132,28377.486435429335
2013-10-01,2013,4,336312.2568182237,10927.140585013643,49502.795639091135,19235.684514470595,234248.03272964127,22398.603350007015
2014-01-01,2014,1,319218.37545332895,7286.7357906746065,48075.57278639397,15471.36319536599,213494.83552256157,34889.86815833279
