fecha,año,mes,ed_activo_total,ed_activo_creditos_esp,ed_activo_credito_sector_publico,ed_activo_credito_sector_privado,ed_activo_creditos_resto_mundo,ed_activo_renta_fija_esp,ed_activo_renta_fija_resto_mundo,ed_activo_acciones_esp,ed_activo_acciones_resto_mundo,ed_activo_efectivo,ed_activo_otros_residual
1980-04-01,1980,4,515872.80707847944,78712.29967100517,598.4340817010311,328722.281026031,40782.5292507732,,,13700.436768943302,694.6532279639176,6012.9092453608255,46649.26380670104
1980-05-01,1980,5,514867.3436504096,75429.71971927801,590.0043751920123,330853.28934190987,41997.46909523809,,,13554.230350998463,757.8723262928827,5891.663985279057,45793.10094713261
1980-06-01,1980,6,521932.8277291982,78865.74395272315,571.8985031517902,332889.773716465,41124.43179765507,,,13096.3293290469,758.546546394352,6818.5316780131125,47807.57220574887
1980-07-01,1980,7,528960.8561386126,80906.18295972153,662.5130523371457,337053.3877265042,42913.46521705619,,,12979.258481228244,753.0972877921432,6622.287552585778,47070.657557682745
1980-08-01,1980,8,526558.332192629,82151.78115945945,608.0105685503685,333138.81047371007,45879.21393918918,,,12785.115967076166,796.2182578624079,6704.462097788697,44494.707270270264
1980-09-01,1980,9,530927.464780627,86277.06074039862,619.6570421730676,332466.11521803593,44431.515731040345,,,12642.08460439961,856.9655556635877,6580.496611084102,47053.56927783178
1980-10-01,1980,10,536246.484918958,86205.88097648334,658.866895923782,336609.73595682584,45414.955261456824,,,12568.908955016885,856.1239749155812,5881.2414884225755,48050.76529474192
1980-11-01,1980,11,538278.6874158308,82548.2778239016,680.6397704154726,340334.4325956303,47445.24922039159,,,12531.857290114613,843.1007365090734,6206.219578557783,47688.91645415472
1980-12-01,1980,12,631209.5930136535,87588.64334392657,722.1808396892657,343378.0159256121,49280.561239759896,79353.14854072506,46.63062511770245,12004.04071433616,798.2592447033899,6888.130553672318,51149.98198611112
1981-01-01,1981,1,621571.3433221042,89897.09365124594,716.6370936778957,335882.15011605906,50146.684140055375,78888.56768181817,48.44893562528841,11786.271199007842,797.2605216889708,5930.384886825103,47477.85679591601
1981-02-01,1981,2,624751.7450065427,88507.25254683195,731.2470904499539,337479.97869134526,51687.736938360875,79921.53073484848,52.959480371900824,11792.404088613404,837.2009733700642,5514.805316115702,48226.64078696051
1981-03-01,1981,3,622188.9765461503,90995.64069473208,735.8508060558305,332353.8032681224,52454.49655132822,78393.98659736603,52.9329939216569,11701.547770598825,803.7379129896442,5935.898175934263,48761.07606742457
1981-04-01,1981,4,631504.6275949621,93175.7797497771,785.2916000891663,335526.8908518725,54224.34881531432,77866.61755427998,55.437468011591626,11591.46647391886,809.6108400579582,5618.507411502453,51850.67683013821
1981-05-01,1981,5,634870.2333165484,90995.35374090506,960.2047593167702,337490.3988035714,57547.79385880657,77726.77273857588,59.896800133096725,11784.55763542591,839.7981307675244,5634.489176464064,51830.96767258208
1981-06-01,1981,6,644577.3931925974,91496.6739183289,1070.4267928856382,342661.2621464982,59137.37027847961,78255.18482025708,62.512785350177296,11819.394875221631,842.0598617021276,6763.714801085992,52468.78729366134
1981-07-01,1981,7,651401.2363343479,95662.62466456523,1121.7325377173916,345639.3105442391,61301.643417173924,77572.75360054348,67.84265902173914,11676.962285652176,877.0988208695653,6099.214332173913,51382.05898402174
1981-08-01,1981,8,639724.739525773,94894.23530100942,1132.81572573024,338600.6428198023,59444.7766578608,77397.05309740118,70.20131486254293,11735.495867160647,872.2453472938142,6703.1092748066985,48874.16956518469
1981-09-01,1981,9,644432.3937100383,96414.58915718243,1170.5027940110826,338701.44295875955,60061.29594543904,77206.30852823955,73.65591613384483,11640.74719927536,877.9270784313725,6558.8942529838005,51727.035283141515
1981-10-01,1981,10,647049.8253257481,97360.07364422674,1231.829659713443,341365.35754867265,59696.28482132323,77587.1375507796,77.02207395701645,11517.51383196376,880.9726911083019,5934.123966392753,51399.509537610626
1981-11-01,1981,11,647622.4511671542,92266.5832788341,1382.76696427079,345379.9502299415,60955.116727434186,77644.76001190973,77.3371806310071,11483.752870768909,850.110377350606,6473.565413706644,51108.51870716674
1981-12-01,1981,12,674710.2750314947,99249.51147869497,2265.745953787568,350424.8876414164,64287.040197612216,78097.34946212437,84.6873702140799,11380.172636270074,867.9998791683826,6340.201621037468,61712.67879116924
1982-01-01,1982,1,664061.9082860887,101334.14669818548,2532.7533108870966,342162.37120241934,63464.196246572574,77481.1854171371,92.71918074596773,11193.053979133065,865.4488787298387,5989.421898286289,58946.601250806445
1982-02-01,1982,2,670228.7106486594,103393.84558263306,2685.6651084433774,342082.54007743095,66616.94012294918,78294.19001910764,107.56214765906363,11124.60142527011,892.0394107643057,5534.920657362945,59496.41116976791
1982-03-01,1982,3,687981.712366779,116676.26959419574,2765.7363705427897,341582.1405875595,70179.99976772981,77798.75665263472,141.65916551109353,11433.876026743266,1043.2804530507133,5822.917451465928,60537.07629734549
1982-04-01,1982,4,693385.4102138248,121479.9616380524,2823.573783633164,343086.15981658193,69779.04891220179,76609.61100117325,180.4738874657802,10646.437357254596,1177.2769321470473,5219.633221255378,62383.223748728975
1982-05-01,1982,5,682248.3662345796,116112.20292993444,2866.3040722821893,340929.7948810716,69781.5991894757,75294.8907625289,203.0137041249036,10523.129489591362,1168.24021501542,5826.359405936776,59542.841358519654
1982-06-01,1982,6,696755.293522146,116315.3671554983,3398.7339650630015,344749.879402921,74856.73634287897,75254.28967793052,236.1292752959145,10391.522587342499,1197.7278009736544,6534.813801832762,63820.09351240933
1982-07-01,1982,7,710273.4985279976,126406.64283144796,3513.534301093514,348893.7199630467,77830.97161595021,74917.58008983785,281.4267180429864,10643.852450791854,1254.7592464177976,5972.575237368023,60558.43607400075
1982-08-01,1982,8,702771.8724859601,122934.2662715275,3604.378286690378,344627.282604736,78487.18875280792,75850.87088328341,305.84142521527514,10748.27033657806,1196.2561553725195,6511.274289591913,58506.24348015724
1982-09-01,1982,9,711930.1579287583,125139.22503290948,3813.3740445961103,346931.491329095,78497.28992801048,77673.14473345176,343.7323992146596,10733.362506451009,1174.1164131451008,6209.417276178009,61415.00900645101
1982-10-01,1982,10,716392.3586305999,124001.9738244169,3973.581495742318,349140.7299829693,81396.15393104406,78491.50265355424,421.39281701221773,10668.632650129583,1250.7836178267312,5521.078973250649,61526.53337800815
1982-11-01,1982,11,720484.5737800737,119814.78911282287,4106.972300645756,354907.7093460331,79565.65411937269,78505.81233062729,532.7883658671585,10678.183179335792,1367.2927372693725,6484.962201014759,64520.414764852394
1982-12-01,1982,12,706649.0999976534,127668.91303032493,4898.332811552347,354471.507557852,58188.03070162456,77885.00467608303,466.78813953068595,10284.166748375452,1029.3475235559567,6143.130167779784,65613.8740645307
1983-01-01,1983,1,698272.3177282569,128147.91572337593,6091.671134717785,345228.06579206605,56793.518533102586,78288.41743707845,391.52122124600635,10144.4420599929,1258.2113133652822,6096.292725860844,65832.26178745119
1983-02-01,1983,2,705758.4299005653,131751.96585959024,6124.6255611974575,345859.2418655069,56134.62372509714,79141.2726540975,353.33250167785235,10111.01789164606,1296.8525708230306,5915.868908071353,69069.63284069233
1983-03-01,1983,3,712745.0965647823,134926.59547428018,6378.537329792837,348401.84142011934,56756.698517819525,79443.25156776684,236.26915967345505,10010.426204792837,1260.1659841116573,5529.493303897472,69801.81315142204
1983-04-01,1983,4,703328.4664177347,133040.45383676828,6398.4347805680645,347114.6235977659,53968.96005767233,77371.53589582612,195.5784973155525,10195.918367855907,1295.2108154658818,5825.07859490821,67922.67197358851
1983-05-01,1983,5,704625.9674979304,127858.57943299414,6758.308195153502,347187.0071719559,54505.45105018973,77025.66900198346,239.20970403587447,10222.57230432908,1341.8070947740603,6084.538276733357,73402.82089298034
1983-06-01,1983,6,722163.6859489027,135800.32342926957,7271.0942692901235,349717.1800725309,56887.81986505487,76865.1475769033,248.05739197530866,10137.656967849794,1379.7312098765435,6670.57019015775,77186.10062868657
1983-07-01,1983,7,723262.4831835269,140991.25540994533,7232.181188909774,354824.9446139781,56160.4676643028,76492.74858082707,260.51457766575527,10147.326792207792,1379.3135830485303,6526.069750598086,69247.6566895933
1983-08-01,1983,8,719897.5110092718,142096.81506026635,7519.163401635199,348019.78416385705,57354.06198314229,75356.22233926164,274.44351685772085,10025.249171274445,1372.8629616486853,6842.966067093729,71035.93807021242
1983-09-01,1983,9,727941.3327245733,148500.48796738038,7831.491727333556,347351.6824952325,56603.7669057377,76259.66366008698,269.5283169120107,9868.016492137838,1369.3349857811977,6102.063245817999,73785.30116928738
1983-10-01,1983,10,729877.6081202144,153557.90333688117,7781.2652772277215,348084.7867160065,55378.36982376237,76459.9640561056,247.22591122112206,9747.086135066005,1374.6910357260724,6130.103946617161,71116.21188160066
1983-11-01,1983,11,729755.4848911305,149704.67312806274,8041.341682130023,348312.151935887,56457.444645949035,75887.73010241751,245.44275253185234,9775.26514513231,1372.1950315256454,6576.802262659263,73382.43406345966
1983-12-01,1983,12,736631.7280618564,154015.76217141244,8349.24282311776,348827.16983083973,58385.11332657657,75153.12123914092,300.2448265765765,12518.372199967824,2190.695760939511,6450.6751794562415,70441.33070382882
1984-01-01,1984,1,750514.017796578,155887.4809342522,8676.106678311155,340058.48215518065,56639.73506685678,91339.89602962612,288.65313220849174,12536.486340304182,2153.059226473384,6236.499077867554,76697.62317221166
1984-02-01,1984,2,740428.8959791666,144318.1362535511,8415.665364267677,336216.204789457,54429.61086868686,98087.0934023832,328.1069422348484,12432.96265246212,2150.073636284722,5863.192948469065,78187.84511987057
1984-03-01,1984,3,746013.6519506105,141631.31085801503,8251.814122964934,332246.2465266906,55788.23749882592,109292.64378318722,333.1635645742016,12391.511218221665,2163.6997589229804,5573.63834791797,78341.38627128991
1984-04-01,1984,4,757822.5699110314,144190.62034847302,8420.893634309752,332304.2872178248,57614.11823808039,112805.8671710813,366.3181762231224,12463.244139217823,2167.072438298535,6060.391135634153,81429.76136226238
1984-05-01,1984,5,763098.3037430254,146456.63042885927,8369.291732563546,329980.6908685679,59435.36676712648,115298.26741607254,400.33538019218844,11903.425024876007,2166.018822380657,6044.39700216987,83043.88422977371
1984-06-01,1984,6,771568.8280544013,150789.76177000615,8594.727251308093,332010.79739281314,59002.6589572176,115012.70751446599,401.97666012619266,11671.755676208064,2152.2109357494614,6427.717019544475,85504.52268044013
1984-07-01,1984,7,798163.5473255531,171102.63670771444,8550.788732418914,322016.32517111243,60097.88567762958,133917.7672331767,581.9585058351015,11520.491297741739,2121.417031373143,6586.8800316004845,81667.4007795544
1984-08-01,1984,8,782462.1401596176,163913.6936034768,8273.914766631546,315321.5977959813,60511.31750918121,136601.31518452737,595.4294660596025,11491.802050948223,2129.1368640878986,6290.621583534015,77333.31133518965
1984-09-01,1984,9,797919.9941786572,167239.5913568639,8352.184693601683,313983.9167280715,63329.577742415146,140292.94870216283,632.0058638480024,11380.808398843497,2109.1880526434365,6033.264781616101,84566.5040506158
1984-10-01,1984,10,810695.3058265898,174508.00423156164,8453.204384517765,314393.03342154366,63459.06102358912,143303.5841469095,718.2785089578978,11724.861964914897,2097.000930501642,5984.2663220364275,86054.01089205731
1984-11-01,1984,11,803627.3963305111,162020.73956706774,8272.257276069518,315434.8810505793,64427.61219578134,145888.9236538176,786.9678193701723,11896.000039884137,2114.727450831848,6275.141894682115,86510.14538242722
1984-12-01,1984,12,807993.2612631305,163960.75159036583,8477.753303850692,319834.70174461487,65103.160930141625,145264.1014123635,809.4791267335495,11681.6382169519,2074.8349809678366,6780.149825022128,84006.68265100323
1985-01-01,1985,1,802761.3962502173,162779.22727831692,10360.242862905563,308563.50113716687,63776.91286457127,156259.39334212051,782.9655824884126,11688.249938731171,2010.219670770568,6428.485686993047,80112.19788615295
1985-02-01,1985,2,814065.4980182627,159721.24574748342,10446.52065882945,306463.7927580528,69733.98507125393,159274.60632880355,754.9429370865687,11550.4369866983,2057.9538764020704,6011.575895527752,88050.4377581248
1985-03-01,1985,3,807110.3946481136,160186.7497495713,10804.286422977992,306127.12945813086,66973.7012586453,160578.95006237496,843.1506050300085,11619.891634967133,2111.5538207344953,5894.974964132609,81970.006671549
1985-04-01,1985,4,825225.5919882602,171560.4357251768,10201.735592291372,307040.46338734083,68249.15119922206,160234.18813528997,845.3832310466761,11536.427029066477,2089.7918225601134,5986.284096110325,87481.72818408768
1985-05-01,1985,5,814827.9141297237,166126.73885765654,9649.269689297802,308378.9247320925,67097.75532945573,159934.453927806,873.054850888325,11682.26146496052,2095.6641118866332,5984.730854413424,83005.05673632263
1985-06-01,1985,6,826297.2613760594,168626.8017285311,10254.839007485876,313902.3424045198,67132.21484096046,160751.91510346046,899.9095908898306,11714.094077612996,2119.3628068502826,6687.311496257063,84208.47390049435
1985-07-01,1985,7,827392.1546997892,182318.8203077247,10209.768988764044,317596.7673981039,64165.88767057584,152522.6856134129,772.9755139044944,11061.927898665728,2114.7738925561794,6885.7542162921345,79742.79676067416
1985-08-01,1985,8,808469.8121998598,176646.03438373073,9962.780503225807,312443.1602954418,63705.03538366059,153303.2802871669,791.5092452314166,11114.462351753156,2119.929524403927,6540.203794740533,71843.41287461431
1985-09-01,1985,9,825960.6247938401,181430.88412874585,9956.021877011653,309133.3788591149,63399.14570886515,158502.13616807712,800.6155525110988,11047.94590850444,2092.9089135682575,6525.789704078801,83071.79797336293
1985-10-01,1985,10,829929.520118341,182279.04773240403,10200.025157673197,314842.18078477774,62442.454951214444,157047.3711949351,1162.4296333839357,10999.577136489095,2136.3560292575207,6087.723147115648,82732.35435109024
1985-11-01,1985,11,823458.3785293754,173593.5464935634,10555.937710901122,315593.36123979726,62538.15070713502,160199.36049732947,846.2971911804984,10977.19746726924,2029.9500949739793,6403.9496646124335,80720.62399048205
1985-12-01,1985,12,831563.2602736637,176768.5371177033,10985.527700354614,318945.02786190686,60913.63373942992,163021.34173847525,890.4085574195311,10725.86871665303,2076.6736487315884,6722.031686442992,80514.20950654669
1986-01-01,1986,1,798644.9920369929,165789.48129793158,15139.952450676214,304301.6119882657,56548.21511906656,167251.93988988333,857.6354195173693,10665.382418257757,2018.4875383850438,5896.561184301247,70175.72809234951
1986-02-01,1986,2,798407.6809195485,167693.62436048046,15010.620661628827,302999.8090156415,53278.98139004751,167958.34020043557,1325.3394876583948,10692.520702283526,2030.2879329461457,5622.362844178986,71795.79767080252
1986-03-01,1986,3,817260.0671724547,176478.13946704817,15939.917541633782,304591.66618705605,57292.5165956985,170403.30812970272,1673.9079738884507,10779.102891541701,2138.2785710339385,6348.083502828204,71615.14964713233
1986-04-01,1986,4,824206.5205942913,173962.33154980314,14916.369056824147,310352.4663329396,57082.72982211286,176969.10692440945,912.0672082677165,10861.362873687665,2172.8614946194225,5630.912533070867,71346.3161257874
1986-05-01,1986,5,820804.8420760926,167221.29843018844,15216.366501046845,311834.66327237635,58767.6281029835,178239.47103062025,890.5773522638051,10968.135766226118,2115.978824784088,5969.465318503009,69581.25415944778
1986-06-01,1986,6,837203.0619233013,171850.42172704873,16422.02609167531,313637.68426367996,57238.59681133299,183504.73726640298,1853.5834703708506,10961.466716091803,2103.650116830913,6633.405316001036,72997.49014386669
1986-07-01,1986,7,818260.5123476251,168608.43963318356,15345.773806418485,316557.2950120026,54913.679407894735,174182.69789679075,1481.6630964698331,10890.460858215662,2058.29086309371,6601.413494223362,67620.80153395378
1986-08-01,1986,8,810006.2071226957,168639.01620462106,14817.355222094211,310684.6320192012,55503.46223803123,174652.45942447515,987.8031269201227,10983.592511072708,2058.0927561443928,6485.799825588837,65193.99379454685
1986-09-01,1986,9,817305.5937429674,177443.2193322985,14147.734883552963,308627.05038038513,56546.667285922435,171576.47340325644,1160.5747740750123,11083.848577546882,1990.79588469336,6536.017932970095,68193.20807570957
1986-10-01,1986,10,819071.1503197427,166222.17376584202,13660.684706765971,309319.5168335017,58433.291902108074,182668.54628168396,1509.3685521333,11344.862348649334,1997.3162140242368,5735.587696541279,68179.80201849282
1986-11-01,1986,11,828559.7544555287,169296.93450803388,13580.189767396254,314860.11251973675,56616.938059084,183568.12904225706,2080.7704698886632,11931.490539473682,2004.5624166244936,6515.531939714067,68105.09519331982
1986-12-01,1986,12,841404.0301839255,169947.61820414467,12396.334796422276,321245.466266566,55661.86216452509,189755.88807035785,2488.335195263291,11810.665113693629,2020.8956094734197,6839.140161375663,69237.82460210382
1987-01-01,1987,1,825946.2823864716,168560.30386540387,12858.551522693173,314189.47330382594,53961.028844586144,188894.44169142283,2976.5066059639908,11955.94409883721,2011.7548942860717,6133.79717104276,64404.47721842961
1987-02-01,1987,2,843052.3945030504,179410.0212909612,12924.360134524404,314389.18282021914,54816.741744023915,192696.18963309267,2471.2970590139444,11971.716260893925,1997.2446897410364,5838.763954245518,66536.87691633467
1987-03-01,1987,3,829095.6316226788,166458.29126089378,12850.555492634314,315729.0563148056,53060.23039230007,191328.07548143103,2423.801504889824,11808.924615375092,2001.112397128002,6405.801249133448,67029.7891912602
1987-04-01,1987,4,843667.9450455781,173188.13945855977,13183.334600728756,320700.67109232955,52197.72379415762,191266.33739037797,2045.1092624752964,11670.833603137353,2180.454237339427,6083.302380373024,71152.03922609931
1987-05-01,1987,5,857251.309755936,183928.85017412808,13001.488639809546,323796.5468937669,51997.3978313752,192541.07918767,1730.2744718649512,11735.186980521887,2217.296205849616,6172.103573893147,70131.08579705663
1987-06-01,1987,6,868975.8649807122,185511.63159823196,14935.963771636993,328710.9706781034,51637.43081800197,190236.4105507542,1665.6979915306629,11634.090447205737,2271.251041666667,7407.40056274728,74965.01438612759
1987-07-01,1987,7,866811.1280308445,187306.09388427172,14047.070987698897,332383.7674545287,51636.033544981634,186212.8304828641,1609.3452207466337,11522.843012668298,2319.0663358629126,7274.75392252142,72499.3262879437
1987-08-01,1987,8,868473.2784880018,194892.5593642262,13833.304781280603,329156.7615314642,50303.637858533286,187215.69773402298,1611.9617482247793,11739.232324620467,2355.137768976493,7212.322685173847,70152.66889948578
1987-09-01,1987,9,869323.0874156152,190414.2102759039,13992.929487745692,331186.4551960082,51254.247391834506,186410.77819370298,1434.5337600703713,11647.71843320796,2337.0777550958505,7018.594454986654,73626.53939092453
1987-10-01,1987,10,873535.0599210082,193420.61623540762,14301.499022009164,337679.17239284853,50167.69693234442,184531.95492963097,1428.2379939097925,11763.745759708152,2340.68269603232,6303.622481789676,71597.83147732753
1987-11-01,1987,11,887575.7693568665,192678.4778076644,15397.800901595745,342805.0872720624,49509.99113829787,189564.91046778287,1737.69860801499,12054.372453638782,2356.897771941489,7157.99002605174,74312.54290981624
1987-12-01,1987,12,896521.638158757,190650.99368748497,14691.608097747532,349855.80189900025,47134.3461482173,195112.9898064924,1645.5191083473862,12351.946073295592,2390.85154107444,7573.507613105276,75114.06807618646
1988-01-01,1988,1,879872.055187874,210452.07726717737,16825.5404123773,342985.91733768256,46135.667440387835,171690.0082316854,1134.8255734977254,12836.08797665789,2358.6251186856593,6755.3936411299965,68697.91218859228
1988-02-01,1988,2,883308.6529114348,213558.97630508474,15959.398800489376,342216.74647368107,45511.178752566244,172836.5404861542,1237.991008414896,13009.277887383621,2369.1269100023874,6712.8914064215805,69896.52488123658
1988-03-01,1988,3,891523.6473643043,213287.81508123962,16691.019112052618,345957.51252956863,44624.33538919176,175543.83307827683,1439.119104823418,13502.337240400568,2362.6289056648498,6277.800626925812,71837.24329147903
1988-04-01,1988,4,900310.7607382851,212435.6738463368,17043.40187987631,350173.1942538059,44496.67103044719,181423.54282635587,1570.2796367150336,13898.331565057091,2396.358060299715,6410.533569814462,70462.77105417459
1988-05-01,1988,5,907884.2474121075,211989.57829014034,17039.542165318744,352819.32107701,44145.340512844916,180383.29547585634,1597.7167794957184,15559.534618220745,2432.386083372978,7112.597555423406,74804.93786982636
1988-06-01,1988,6,923246.2909689648,211732.32519089078,19219.541723229093,359029.4328940417,46402.10363877044,182037.72456023455,1525.1472706112297,16148.236392383322,2415.441940180052,8195.592454809286,76540.73889729922
1988-07-01,1988,7,927347.0954476147,214679.39455641957,17618.34044375585,367129.94262236904,46192.9356181595,178672.44991037186,1474.5823283442471,16284.180692703463,2387.349833138447,7571.770004618804,75336.15240236203
1988-08-01,1988,8,904519.2704635912,209973.56903745086,17062.465233155828,357226.2890568419,48216.06411924058,174948.65682872196,1441.3074380064834,16343.318694315816,2467.554776221348,7637.526144246356,69202.52500561475
1988-09-01,1988,9,915656.3867482208,214184.93328059,17457.747266069786,361009.61856054864,47410.29999357208,175646.62090874655,1397.3032082759412,16454.788182851236,2525.6358146235075,6461.757959079429,73107.68448404499
1988-10-01,1988,10,924575.9677721853,216288.2870983146,17228.139276714057,368006.6396826416,45593.39787818161,173759.60762628983,1355.1855615111213,18421.006626805778,2351.0211600550333,6495.894010720018,75076.78885095162
1988-11-01,1988,11,940242.7136651753,220712.31760386552,18593.2297313604,375656.3766091993,44083.60315158292,174479.9195360174,1326.3736744666205,18510.22450114705,2460.6243539229176,7123.923446834136,77296.11814860058
1988-12-01,1988,12,947549.710228209,219669.723043127,17192.765734638146,382457.9889070893,44016.68506924216,179766.19617176836,1391.5113261265365,17715.336913006377,2846.417942307693,6943.740300238964,75549.34770567821
1989-01-01,1989,1,937562.3598978063,223200.88050067486,17754.477111811022,375532.3944042182,41365.96065691788,177960.00383948255,1338.7475054555678,17894.908123453315,2820.5269665354326,6740.044026659167,72954.41676259841
1989-02-01,1989,2,953939.8128433003,232933.20075820593,17764.478682834982,378893.1121589478,42271.78567041367,176170.77549218747,1357.8999441321942,18914.7255959982,2895.500229485162,6425.758505339478,76312.57580575539
1989-03-01,1989,3,959300.3426819145,234883.1137335232,17295.607128016083,382235.90262622875,43431.650042560315,174439.55973564563,1312.7601615840033,18602.527374832436,2909.7616063449505,6384.080404714029,77805.37986846514
1989-04-01,1989,4,969699.4468719361,235906.4566721813,17597.984112522277,389552.07030046784,45580.66409430703,176190.28986307926,1289.6079241867199,18822.08137210338,2881.576672905525,5460.945049019607,76417.77646033866
1989-05-01,1989,5,980956.0390928253,228773.95686535037,17740.210574582867,394752.1675174638,49532.51814877641,179935.9215629588,1632.1195766963287,18927.315592213567,2960.6006738598435,6489.7430095105665,80211.48839160177
1989-06-01,1989,6,997091.3365579222,229337.2638992034,19492.953477096704,407690.392555488,47743.60560837575,181444.85585583095,1653.6636633657888,19131.263554270856,2910.8864459504316,6350.950762392123,81335.50073594823
1989-07-01,1989,7,1028816.4493395579,248641.73861198823,17830.718469131094,418006.2933207208,45703.808110736056,185575.1972266986,1574.7300679986934,18807.17053555096,3118.4639363022643,7221.079297854965,82337.24976257622
1989-08-01,1989,8,1009649.8114278188,237951.66648495547,15777.387210134697,408946.6480051597,46195.60548061047,189763.63833326095,1644.0420066804259,18878.288806104716,3212.342979578536,6834.996251466435,80445.1986238866
1989-09-01,1989,9,1012743.9442936368,240141.29149715166,14862.434795840494,410430.35235613695,43968.012994894656,191586.52406104893,1618.0296318787612,18790.5950144024,3281.6541435941517,6034.604426859413,82030.4453718293
1989-10-01,1989,10,1002506.804403212,230784.02320246256,14499.47934898287,412188.1881206103,45322.90739523555,187752.48315910067,1649.5111967344753,18982.48033286938,3309.1067888115635,6286.52247783726,81732.09966605996
1989-11-01,1989,11,1028771.8826052265,245771.98105092987,15721.505903911926,419102.9208246044,44364.60084998931,186199.6810222317,1924.0206414065835,19390.067386383067,3490.9054214942275,7109.011921440785,85697.1848729692
1989-12-01,1989,12,1024804.8477347209,241197.18299536838,14999.329821497016,426903.62053183554,43369.00009470826,182774.07796539605,1866.4138834114137,19956.989168547698,3358.63418616908,7045.840770070272,83333.75561823891
1990-01-01,1990,1,981704.3724318852,213167.10864608813,15482.60238343526,420128.76905662165,43617.34978859131,178707.2243822227,1853.96533097849,20060.069342102488,3346.3946708140024,6538.03514914593,78802.85635517714
1990-02-01,1990,2,985984.83199057,217550.91346207043,15510.983868241827,418674.98240271374,44426.37434372381,176744.94931841994,1907.3541121647108,20186.18361326488,3437.1976908528923,6135.9295339480295,81409.96895814124
1990-03-01,1990,3,1005009.0745931627,239631.5508079854,15943.977208507305,419189.94707129436,43816.37125203549,174330.77186012524,1880.0969966597077,19739.914873121084,3470.5024675365344,5720.554136951983,81285.38527244258
1990-04-01,1990,4,1035608.8737038539,254697.4210011458,16417.97320276041,427449.9082148437,46439.393240416655,175295.2821633333,1887.2432332812496,19502.173657968746,3437.575425416666,6197.435949895832,84284.46761479165
1990-05-01,1990,5,1041751.8920633851,252621.30475682285,16080.837677499998,429567.3057673436,48168.82942312499,176118.31487510414,1826.342013489583,20010.653946406248,3523.225358593749,6402.191872291665,87432.88637270831
1990-06-01,1990,6,1052082.597448027,242870.67550602285,19726.444691588786,435402.18211749743,48537.88301879543,183749.7071365005,1946.9039531152648,20331.255988317756,3678.4242632917967,6655.0883945482865,89184.03237834891
1990-07-01,1990,7,1060161.538119877,244239.3002820697,19247.85246567623,438886.1388655226,47222.52250455943,187423.1848253586,1981.0331293032787,20999.475385399594,3651.753446157787,7354.546397233607,89155.73081859632
1990-08-01,1990,8,1033953.0153195778,228230.37312614775,18036.630438022854,432630.9367671394,47011.22687487248,188175.82384809226,1998.335348959396,21139.10528019792,3703.2482949908185,6435.148704244032,86592.18146378291
1990-09-01,1990,9,1046572.5305022718,236471.9485842589,18509.8469476979,431712.75243396615,48781.08117235461,188411.08191079364,2037.0963826736674,20961.953297354605,3800.2551608441036,6272.421085016155,89614.09096738692
1990-10-01,1990,10,1045400.0662253302,234335.4049436049,18478.34735608487,433912.64321707364,48138.816304043234,188124.59646051843,2191.0224722778225,21102.78983927142,3761.784964421537,6366.78096802442,88987.8822373899
1990-11-01,1990,11,1059148.9240612101,238446.52561666,20169.989370617113,438394.60981722106,48102.25933480265,187964.19948457225,2291.464163143659,21391.971176367464,3784.343874724504,7004.820016830295,91598.73866634944
1990-12-01,1990,12,1062461.6962081834,231839.3858391287,21992.80338868905,443593.1301006195,50650.44862305156,189387.44794594328,2516.8339396982415,20781.806431804558,4145.758314848122,7090.840432104317,90463.24119229618
1991-01-01,1991,1,1056338.5341895989,237867.12801402604,21733.66180081983,441670.56410820805,49678.72574930856,180683.84890650923,2473.3661518668505,21068.09986996246,4109.801348281311,6376.800928881863,90676.53480743775
1991-02-01,1991,2,1084855.194761919,249176.35969307617,22653.424975173097,444747.3002444115,56279.03223461919,185223.89382393673,2796.6490391691395,21224.20981137488,4128.936593818003,6320.775508110782,92304.61033046489
1991-03-01,1991,3,1106167.637829373,251511.7047050878,23391.23859411359,450982.50832833763,61830.87187359496,190364.39738946952,3072.8232012423587,20901.033423190693,4149.756986146717,6505.692600916979,93457.60822742063
1991-04-01,1991,4,1085472.304233028,248353.0204851928,24895.83989059425,450957.50109572994,54899.74401539747,180170.7364662534,3122.960516332152,21033.71659051554,4150.026710448641,6159.852834710743,91728.90812229435
1991-05-01,1991,5,1093639.1051222289,259357.7568364234,25464.235651755935,453294.55249583087,51262.07352202276,177677.83536845204,3338.0616073180304,21439.920906562686,4548.846676083971,5965.625823474593,91290.19623430449
1991-06-01,1991,6,1108250.7906374978,260017.10270671107,29289.27991430249,461711.3111518783,53869.210450939165,174274.09063950306,3673.4448538446495,21382.683542848757,4772.0188048327145,6886.119236597536,92375.52933603994
1991-07-01,1991,7,1088602.6464919806,255155.54672772947,27384.021396376815,463207.9085346377,53462.17341864735,164324.58265120772,3650.8648061835747,21463.64354932367,4757.139670144928,7183.138922318841,88013.62436579709
1991-08-01,1991,8,1086447.8915623315,259525.71378889104,26907.246340825954,458855.78745798033,53073.21521019445,164543.4095846169,3664.6326713034273,21211.409767616482,4801.054251684636,6421.789186513284,87443.63330270504
1991-09-01,1991,9,1102390.3606501338,267643.3174407581,27865.343427678064,461647.47401174344,54444.86452009739,164370.43435535615,3869.1464632423144,21556.6015713672,4792.3004638151615,6621.734372111897,89579.14644457705
