fecha,año,trimestre,periodo,IPRI_total_industria_2021,IPRI_industrias_extractivas_2021,IPRI_industria_manufacturera_2021,IPRI_suministro_energia_electrica_gas_vapor_aire_acondicionado_2021,IPRI_energia_2021,IPRI_bienes_equipo_2021,IPRI_bienes_intermedios_2021,IPRI_bienes_consumo_2021,IPRI_bienes_consumo_duradero_2021,IPRI_bienes_consumo_no_duradero_2021,IPRI_total_industria_2025,IPRI_industrias_extractivas_2025,IPRI_industria_manufacturera_2025,IPRI_suministro_energia_electrica_gas_vapor_aire_acondicionado_2025,IPRI_energia_2025,IPRI_bienes_equipo_2025,IPRI_bienes_intermedios_2025,IPRI_bienes_consumo_2025,IPRI_bienes_consumo_duradero_2025,IPRI_bienes_consumo_no_duradero_2025
1983-07-01,1983,3,1983Q3,35.63,45.6,38.95,20.58,30.13,41.08,39.76,36.29,44.89,34.57,28.397415035566514,37.76267209551085,32.76436157162385,15.508179220697668,22.646756695813394,36.32853089649582,34.883822948806056,29.201367934017302,39.915231631050126,27.673157357561685
1983-08-01,1983,3,1983Q3,35.9,45.52,39.25,20.58,30.13,41.25,40.18,36.6,44.89,34.96,28.61260734709059,37.69642179358891,33.01671865689951,15.508179220697668,22.646756695813394,36.47886804967022,35.25231403629345,29.450814725407366,39.915231631050126,27.98535091756889
1983-09-01,1983,3,1983Q3,36.17,45.44,39.62,20.58,30.13,41.5,40.46,37.15,45.54,35.43,28.827799658614673,37.63017149166695,33.32795906207283,15.508179220697668,22.646756695813394,36.6999520984561,35.497974761285036,29.893381613357473,40.49319778298112,28.361584182192956
1983-10-01,1983,4,1983Q4,36.79,45.52,40.07,24.14,31.35,41.66,41.16,37.55,46.19,35.82,29.32194496655885,37.69642179358891,33.706494689986336,18.190838016892215,23.56375115877033,36.841445889679065,36.112126573764016,30.215248440957552,41.07116393491212,28.673777742200162
1983-11-01,1983,4,1983Q4,37.06,46.01,40.37,24.14,31.35,41.91,41.65,37.86,46.19,36.29,29.537137278082938,38.10220489286084,33.958851775262,18.190838016892215,23.56375115877033,37.06252993846494,36.5420328424993,30.464695232347616,41.07116393491212,29.050011006824228
1983-12-01,1983,4,1983Q4,37.75,46.25,41.2,24.14,33.1,42.08,42.13,38.34,47.08,36.61,30.087073185311137,38.30095579862669,34.65703971119134,18.190838016892215,24.879112068749535,37.21286709163934,36.96316551391347,30.850935425467718,41.86253297370995,29.30616982529168
1984-01-01,1984,1,1984Q1,38.22,47.95,41.72,24.14,32.68,42.91,42.76,38.97,47.16,37.39,30.461667209075273,39.708774714468106,35.094458659002484,18.190838016892215,24.563425450354522,37.94686613360847,37.515902145144544,31.35787567893784,41.933667269332226,29.930556945306087
1984-02-01,1984,1,1984Q1,38.91,48.6,42.55,24.14,32.52,43.49,44.3,39.52,47.81,37.86,31.011603116303476,40.247058417583936,35.792646594931824,18.190838016892215,24.44316388144214,38.45978112679171,38.8670361325983,31.800442566887956,42.511633421263234,30.306790209930153
1984-03-01,1984,1,1984Q1,39.18,49.57,42.85,24.14,32.57,43.49,44.72,39.91,47.97,38.25,31.226795427827557,41.05034332838757,36.04500368020749,18.190838016892215,24.48074562172726,38.45978112679171,39.235527220085686,32.11426272379803,42.653902012507785,30.61898376993736
1984-04-01,1984,2,1984Q2,39.59,49.17,43.07,26.2,33.26,43.66,45.14,40.22,47.73,38.72,31.553568937919678,40.71909181877783,36.230065542742985,19.743163050645236,24.999373637661915,38.6101182799661,39.60401830757307,32.36370951518809,42.440499125640955,30.995217034561424
1984-05-01,1984,2,1984Q2,39.8,49.17,43.37,26.24,33.31,44.07,45.35,40.54,48.05,39.04,31.720940735771734,40.71909181877783,36.48242262801865,19.773305284310343,25.03695537794704,38.97269611997495,39.78826385131677,32.621202977268155,42.72503630813006,31.251375853028872
1984-06-01,1984,2,1984Q2,40.0,49.17,43.52,26.24,33.31,44.32,45.49,40.85,48.38,39.35,31.8803424480118,40.71909181877783,36.608601170656485,19.773305284310343,25.03695537794704,39.193780168760824,39.91109421381257,32.870649768658225,43.018465277571956,31.499529708419217
1984-07-01,1984,3,1984Q3,40.14,49.98,43.74,26.2,33.31,44.49,45.7,41.17,48.7,39.67,31.99192364657984,41.38987612573755,36.79366303319197,19.743163050645236,25.03695537794704,39.34411732193523,40.09533975755626,33.12814323073829,43.303002460061066,31.755688526886665
1984-08-01,1984,3,1984Q3,40.28,50.7,43.82,26.24,33.31,44.74,45.84,41.25,48.7,39.82,32.10350484514788,41.9861288430351,36.86095825593215,19.773305284310343,25.03695537794704,39.56520137072111,40.21817012005206,33.1925165962583,43.303002460061066,31.87576297304328
1984-09-01,1984,3,1984Q3,40.41,50.62,44.04,26.2,33.31,44.82,46.05,41.48,48.78,40.06,32.20711595810391,41.91987854111314,37.04602011846763,19.743163050645236,25.03695537794704,39.63594826633259,40.40241566379575,33.377590022128345,43.37413675568334,32.067882086893874
1984-10-01,1984,4,1984Q4,40.69,50.62,44.34,26.2,33.31,45.15,46.26,41.88,49.51,40.45,32.43027835524,41.91987854111314,37.2983772037433,19.743163050645236,25.03695537794704,39.92777921072995,40.58666120753944,33.699456849728435,44.02323720323661,32.380075646901076
1984-11-01,1984,4,1984Q4,40.89,50.7,44.49,26.2,33.31,45.32,46.54,42.11,49.35,40.68,32.58968006748007,41.9861288430351,37.42455574638113,19.743163050645236,25.03695537794704,40.07811636390435,40.83232193253104,33.88453027559847,43.88096861199206,32.56418979767455
1984-12-01,1984,4,1984Q4,41.03,50.62,44.72,26.2,33.31,45.48,46.68,42.43,49.35,41.08,32.70126126604811,41.91987854111314,37.61802951175914,19.743163050645236,25.03695537794704,40.21961015512731,40.95515229502683,34.14202373767854,43.88096861199206,32.884388320758866
1985-01-01,1985,1,1985Q1,41.99,52.97,45.84,26.24,35.32,46.23,47.79,42.66,49.51,41.39,33.46638948480039,43.86598116007039,38.560162630121624,19.773305284310343,26.547741337408866,40.88286230148495,41.92902159767207,34.32709716354858,44.02323720323661,33.13254217614921
1985-02-01,1985,1,1985Q1,42.46,53.7,46.14,28.21,36.01,46.98,48.14,42.98,49.83,41.7,33.84098350856453,44.470515165108175,38.812519715397286,21.257810292316872,27.06636935334352,41.54611444784259,42.236097503911566,34.58459062562865,44.307774385725715,33.38069603153955
1985-03-01,1985,1,1985Q1,42.6,54.27,46.37,28.21,36.07,47.14,48.49,43.06,49.92,41.78,33.95256470713257,44.942548566302065,39.005993480775295,21.257810292316872,27.111467441685665,41.68760823906556,42.543173410151056,34.64896399114867,44.38780046830079,33.44473573615642
1985-04-01,1985,2,1985Q2,42.81,54.67,46.59,28.25,36.01,47.39,48.7,43.53,50.24,42.25,34.11993650498463,45.27380007591181,39.191055343310786,21.28795252598198,27.06636935334352,41.90869228785144,42.72741895389475,35.02715751357876,44.67233765078989,33.82096900078048
1985-05-01,1985,2,1985Q2,43.08,55.24,46.82,28.25,36.01,47.89,48.98,43.69,50.56,42.41,34.33512881650871,45.74583347710569,39.384529108688795,21.28795252598198,27.06636935334352,42.3508603854232,42.973079678886336,35.15590424461879,44.956874833278995,33.94904841001421
1985-06-01,1985,2,1985Q2,43.08,55.08,46.89,28.25,36.01,48.06,48.91,43.85,50.4,42.57,34.33512881650871,45.61333287326179,39.44341242858645,21.28795252598198,27.06636935334352,42.501197538597594,42.911664497638434,35.28465097565883,44.81460624203444,34.077127819247934
1985-07-01,1985,3,1985Q3,43.22,55.0,47.04,28.25,36.12,48.3,48.91,44.08,50.97,42.72,34.44671001507675,45.54708257133985,39.56959097122429,21.28795252598198,27.149049181970785,42.713438225432036,42.911664497638434,35.469724401528865,45.321438098343165,34.19720226540455
1985-08-01,1985,3,1985Q3,43.42,55.0,47.26,28.25,36.12,48.97,48.91,44.32,51.13,43.04,34.60611172731681,45.54708257133985,39.75465283375977,21.28795252598198,27.149049181970785,43.3059434761782,42.911664497638434,35.662844498088916,45.463706689587724,34.453361083872
1985-09-01,1985,3,1985Q3,43.49,55.16,47.41,28.25,36.12,49.13,49.05,44.63,51.21,43.35,34.66190232660083,45.679583175183744,39.8808313763976,21.28795252598198,27.149049181970785,43.44743726740117,43.03449486013423,35.91229128947898,45.53484098521,34.70151493926234
1985-10-01,1985,4,1985Q4,43.69,55.81,47.56,28.25,36.12,49.3,49.47,44.55,50.4,43.51,34.821304038840886,46.21786687829958,40.00700991903543,21.28795252598198,27.149049181970785,43.59777442057556,43.402985947621616,35.84791792395896,44.81460624203444,34.82959434849606
1985-11-01,1985,4,1985Q4,43.83,55.81,47.79,28.25,36.12,49.88,49.47,44.87,50.48,43.82,34.932885237408925,46.21786687829958,40.20048368441345,21.28795252598198,27.149049181970785,44.110689413758806,43.402985947621616,36.10541138603903,44.88574053765672,35.07774820388641
1985-12-01,1985,4,1985Q4,43.83,55.81,47.71,28.25,35.8,50.05,49.47,44.95,50.48,43.9,34.932885237408925,46.21786687829958,40.13318846167327,21.28795252598198,26.90852604414602,44.2610265669332,43.402985947621616,36.16978475155905,44.88574053765672,35.14178790850327
1986-01-01,1986,1,1986Q1,43.56,55.81,47.49,28.25,34.21,50.13,49.26,45.26,50.64,44.21,34.717692925884855,46.21786687829958,39.94812659913779,21.28795252598198,25.7134267030792,44.33177346254469,43.21874040387792,36.419231542949106,45.028009128901274,35.38994176389361
1986-02-01,1986,1,1986Q1,43.69,56.05,47.56,28.25,34.32,50.38,49.33,45.42,51.05,44.37,34.821304038840886,46.41661778406542,40.00700991903543,21.28795252598198,25.796106531706464,44.552857511330565,43.280155585125826,36.54797827398914,45.392572393965445,35.51802117312734
1986-03-01,1986,1,1986Q1,43.56,56.21,47.12,31.49,33.15,50.63,49.33,45.5,50.24,44.6,34.717692925884855,46.549118387909324,39.63688619396446,23.729473452855665,24.91669380903465,44.77394156011645,43.280155585125826,36.61235163950916,44.67233765078989,35.70213532390081
1986-04-01,1986,2,1986Q2,43.63,56.21,47.26,31.49,33.15,50.96,49.4,45.58,50.56,44.68,34.77348352516888,46.549118387909324,39.75465283375977,23.729473452855665,24.91669380903465,45.06577250451381,43.34157076637372,36.67672500502917,44.956874833278995,35.76617502851768
1986-05-01,1986,2,1986Q2,43.69,57.75,47.34,31.49,33.21,51.13,49.33,45.73,50.4,44.92,34.821304038840886,47.82443669990683,39.82194805649995,23.729473452855665,24.9617918973768,45.21610965768821,43.280155585125826,36.797425065379194,44.81460624203444,35.95829414236826
1986-06-01,1986,2,1986Q2,43.69,57.75,47.34,31.49,33.21,51.29,49.26,45.73,50.64,44.92,34.821304038840886,47.82443669990683,39.82194805649995,23.729473452855665,24.9617918973768,45.35760344891116,43.21874040387792,36.797425065379194,45.028009128901274,35.95829414236826
1986-07-01,1986,3,1986Q3,43.69,57.99,47.34,31.49,33.21,51.79,49.19,45.81,50.56,45.0,34.821304038840886,48.02318760567268,39.82194805649995,23.729473452855665,24.9617918973768,45.79977154648292,43.15732522263003,36.86179843089922,44.956874833278995,36.02233384698513
1986-08-01,1986,3,1986Q3,43.35,57.91,46.89,31.49,30.61,52.12,49.12,45.97,50.81,45.15,34.55032112803279,47.95693730375073,39.44341242858645,23.729473452855665,23.00754140255055,46.091602490880284,43.095910041382126,36.990545161939245,45.179169507098614,36.14240829314174
1986-09-01,1986,3,1986Q3,43.42,57.91,46.97,31.49,30.61,52.2,49.12,46.36,52.1,45.31,34.60611172731681,47.95693730375073,39.510707651326626,23.729473452855665,23.00754140255055,46.162349386491776,43.095910041382126,37.30436531884933,46.32621002400783,36.27048770237547
1986-10-01,1986,4,1986Q4,43.49,57.91,47.12,31.49,30.61,52.29,49.12,46.6,52.35,45.47,34.66190232660083,47.95693730375073,39.63688619396446,23.729473452855665,23.00754140255055,46.24193964405469,43.095910041382126,37.49748541540938,46.54850469782745,36.39856711160919
1986-11-01,1986,4,1986Q4,43.22,57.83,46.82,31.45,29.07,52.54,49.05,46.68,52.51,45.54,34.44671001507675,47.89068700182879,39.384529108688795,23.699331219190558,21.85002380176885,46.463023692840565,43.03449486013423,37.56185878092939,46.690773289072,36.45460185314895
1986-12-01,1986,4,1986Q4,43.35,57.91,46.89,31.4,29.07,52.87,49.05,46.76,52.51,45.7,34.55032112803279,47.95693730375073,39.44341242858645,23.661653427109172,21.85002380176885,46.754854637237926,43.03449486013423,37.626232146449404,46.690773289072,36.58268126238268
1987-01-01,1987,1,1987Q1,43.42,57.99,47.04,31.4,29.29,53.37,48.91,46.84,52.67,45.78,34.60611172731681,48.02318760567268,39.56959097122429,23.661653427109172,22.015383459023376,47.197022734809686,42.911664497638434,37.69060551196943,46.83304188031655,36.64672096699954
1987-02-01,1987,1,1987Q1,43.42,58.24,46.97,33.14,29.87,53.78,48.42,46.99,52.83,45.94,34.60611172731681,48.230219799178776,39.510707651326626,24.97284059154134,22.45133164633077,47.55960057481853,42.48175822890315,37.81130557231946,46.9753104715611,36.77480037623326
1987-03-01,1987,1,1987Q1,43.56,58.8,47.04,33.14,29.87,53.86,48.49,47.15,52.99,46.09,34.717692925884855,48.69397191263241,39.56959097122429,24.97284059154134,22.45133164633077,47.63034747043001,42.543173410151056,37.94005230335949,47.11757906280566,36.89487482238988
1987-04-01,1987,2,1987Q2,43.69,59.05,47.12,33.14,29.82,54.53,48.63,47.23,53.32,46.09,34.821304038840886,48.9010041061385,39.63688619396446,24.97284059154134,22.413749906045652,48.222852721176174,42.666003772646846,38.0044256688795,47.41100803224755,36.89487482238988
1987-05-01,1987,2,1987Q2,43.76,58.8,47.34,33.14,29.82,54.61,48.7,47.39,54.05,46.17,34.87709463812491,48.69397191263241,39.82194805649995,24.97284059154134,22.413749906045652,48.29359961678765,42.72741895389475,38.13317239991954,48.060108479800824,36.95891452700674
1987-06-01,1987,2,1987Q2,43.83,58.97,47.34,33.14,29.82,54.69,48.84,47.39,54.05,46.09,34.932885237408925,48.83475380421656,39.82194805649995,24.97284059154134,22.413749906045652,48.36434651239914,42.850249316390546,38.13317239991954,48.060108479800824,36.89487482238988
1987-07-01,1987,3,1987Q3,43.97,58.89,47.49,33.14,29.82,54.94,49.05,47.47,54.05,46.17,35.044466435976965,48.76850350229461,39.94812659913779,24.97284059154134,22.413749906045652,48.585430561185014,43.03449486013423,38.19754576543955,48.060108479800824,36.95891452700674
1987-08-01,1987,3,1987Q3,44.11,58.8,47.64,33.14,29.82,55.28,49.12,47.62,54.78,46.25,35.15604763454501,48.69397191263241,40.07430514177561,24.97284059154134,22.413749906045652,48.88610486753382,43.095910041382126,38.31824582578958,48.709208927354105,37.0229542316236
1987-09-01,1987,3,1987Q3,44.04,58.8,47.64,33.14,29.82,55.36,49.19,47.47,53.8,46.25,35.10025703526099,48.69397191263241,40.07430514177561,24.97284059154134,22.413749906045652,48.956851763145295,43.15732522263003,38.19754576543955,47.83781380598121,37.0229542316236
1987-10-01,1987,4,1987Q4,44.17,58.8,47.79,33.14,29.82,55.44,49.4,47.7,54.05,46.49,35.20386814821703,48.69397191263241,40.20048368441345,24.97284059154134,22.413749906045652,49.02759865875678,43.34157076637372,38.3826191913096,48.060108479800824,37.215073345474195
1987-11-01,1987,4,1987Q4,44.24,58.8,47.79,33.14,29.82,55.52,49.47,47.62,53.56,46.56,35.25965874750105,48.69397191263241,40.20048368441345,24.97284059154134,22.413749906045652,49.09834555436826,43.402985947621616,38.31824582578958,47.62441091911438,37.27110808701395
1987-12-01,1987,4,1987Q4,44.38,58.89,47.94,33.14,29.82,55.61,49.61,47.94,53.97,46.88,35.371239946069096,48.76850350229461,40.32666222705127,24.97284059154134,22.413749906045652,49.17793581193117,43.52581631011741,38.575739287869645,47.98897418417855,37.5272669054814
1988-01-01,1988,1,1988Q1,44.52,59.13,48.16,33.23,30.03,56.02,49.68,48.1,54.05,46.88,35.482821144637136,48.967254408060455,40.511724089586764,25.04066061728783,22.57159321524316,49.540513651940024,43.587231491365316,38.70448601890968,48.060108479800824,37.5272669054814
1988-02-01,1988,1,1988Q1,44.65,59.29,48.24,34.64,30.5,56.35,49.47,48.17,54.05,47.11,35.586432257593174,49.09975501190435,40.57901931232695,26.103174353982862,22.924861573923287,49.83234459633738,43.402985947621616,38.760812713739696,48.060108479800824,37.71138105625487
1988-03-01,1988,1,1988Q1,44.72,59.61,48.31,34.64,30.45,56.6,49.54,48.41,54.05,47.35,35.64222285687719,49.364756219592145,40.637902632224595,26.103174353982862,22.887279833638164,50.05342864512327,43.46440112886952,38.95393281029974,48.060108479800824,37.90350017010547
1988-04-01,1988,2,1988Q2,44.99,59.61,48.61,34.64,30.45,56.85,49.96,48.57,54.86,47.43,35.857415168401275,49.364756219592145,40.890259717500264,26.103174353982862,22.887279833638164,50.274512693909145,43.83289221635691,39.08267954133977,48.78034322297638,37.96753987472232
1988-05-01,1988,2,1988Q2,44.86,59.61,48.46,34.64,29.71,57.02,49.96,48.57,54.45,47.5,35.75380405544523,49.364756219592145,40.76408117486243,26.103174353982862,22.33107007741839,50.42484984708354,43.83289221635691,39.08267954133977,48.415779957912214,38.02357461626208
1988-06-01,1988,2,1988Q2,45.06,59.29,48.61,34.6,29.71,57.35,50.31,48.65,54.94,47.5,35.91320576768529,49.09975501190435,40.890259717500264,26.07303212031775,22.33107007741839,50.716680791480904,44.1399681225964,39.147052906859784,48.85147751859866,38.02357461626208
1988-07-01,1988,3,1988Q3,45.27,59.53,48.91,34.6,29.71,57.77,50.52,48.88,55.51,47.66,36.08057756553736,49.2985059176702,41.142616802775926,26.07303212031775,22.33107007741839,51.088101993441185,44.32421366634009,39.332126332729835,49.35830937490738,38.1516540254958
1988-08-01,1988,3,1988Q3,45.34,59.53,48.99,34.6,29.71,57.77,50.59,49.2,55.51,47.97,36.13636816482138,49.2985059176702,41.20991202551611,26.07303212031775,22.33107007741839,51.088101993441185,44.385628847587995,39.589619794809906,49.35830937490738,38.399807880886144
1988-09-01,1988,3,1988Q3,45.47,59.53,49.14,34.6,29.71,57.85,50.8,49.36,55.51,48.29,36.239979277777415,49.2985059176702,41.336090568153935,26.07303212031775,22.33107007741839,51.15884888905266,44.56987439133168,39.71836652584993,49.35830937490738,38.65596669935359
1988-10-01,1988,4,1988Q4,45.61,59.53,49.29,34.6,29.71,57.85,51.08,49.36,54.78,48.45,36.351560476345455,49.2985059176702,41.46226911079177,26.07303212031775,22.33107007741839,51.15884888905266,44.815535116323275,39.71836652584993,48.709208927354105,38.78404610858732
1988-11-01,1988,4,1988Q4,45.81,59.29,49.51,34.6,29.71,57.93,51.5,49.51,54.78,48.6,36.510962188585516,49.09975501190435,41.64733097332726,26.07303212031775,22.33107007741839,51.22959578466414,45.18402620381066,39.83906658619996,48.709208927354105,38.90412055474394
1988-12-01,1988,4,1988Q4,45.88,60.1,49.59,34.6,29.71,58.01,51.71,49.51,54.7,48.6,36.56675278786954,49.77053931886409,41.71462619606744,26.07303212031775,22.33107007741839,51.30034268027563,45.36827174755436,39.83906658619996,48.63807463173183,38.90412055474394
1989-01-01,1989,1,1989Q1,46.22,59.78,49.96,35.83,30.13,58.35,52.06,49.99,54.62,49.23,36.83773569867763,49.50553811117629,42.02586660124076,26.9999058055198,22.646756695813394,51.60101698662443,45.67534765379385,40.22530677932006,48.566940336109546,39.40843322860172
1989-02-01,1989,1,1989Q1,46.57,59.45,50.34,35.83,30.13,58.84,52.41,50.46,55.02,49.62,37.116688695097736,49.23225561574826,42.345518909256604,26.9999058055198,22.646756695813394,52.03434172224475,45.98242356003334,40.60350030175016,48.92261181422094,39.72062678860893
1989-03-01,1989,1,1989Q1,46.7,60.34,50.49,35.83,30.13,59.09,52.48,50.69,55.51,49.78,37.22029980805378,49.96929022462994,42.471697451894435,26.9999058055198,22.646756695813394,52.25542577103063,46.043838741281235,40.7885737276202,49.35830937490738,39.84870619784266
1989-04-01,1989,2,1989Q2,46.77,60.51,50.56,35.83,30.13,59.26,52.55,50.77,55.51,49.93,37.2760904073378,50.11007211621406,42.53058077179209,26.9999058055198,22.646756695813394,52.40576292420502,46.10525392252913,40.852947093140216,49.35830937490738,39.968780643999274
1989-05-01,1989,2,1989Q2,46.84,60.26,50.64,35.83,30.13,59.43,52.48,51.01,55.51,50.25,37.33188100662182,49.90303992270798,42.59787599453227,26.9999058055198,22.646756695813394,52.55610007737942,46.043838741281235,41.04606718970027,49.35830937490738,40.22493946246672
1989-06-01,1989,2,1989Q2,46.91,60.34,50.71,35.83,30.13,59.51,52.55,51.09,55.83,50.25,37.38767160590584,49.96929022462994,42.65675931442992,26.9999058055198,22.646756695813394,52.626846972990904,46.10525392252913,41.110440555220286,49.64284655739649,40.22493946246672
1989-07-01,1989,3,1989Q3,47.18,60.42,51.08,35.83,31.4,59.76,52.55,51.24,55.99,50.4,37.60286391742992,50.035540526551884,42.96799971960324,26.9999058055198,23.601332899055446,52.84793102177679,46.10525392252913,41.23114061557031,49.78511514864105,40.345013908623336
1989-08-01,1989,3,1989Q3,47.32,60.83,51.16,35.87,31.4,59.76,52.69,51.32,55.91,50.64,37.71444511599796,50.375073323901866,43.03529494234341,27.030048039184905,23.601332899055446,52.84793102177679,46.22808428502493,41.29551398109032,49.71398085301876,40.53713302247393
1989-09-01,1989,3,1989Q3,47.39,60.83,51.23,35.87,31.14,59.92,52.83,51.48,55.91,50.8,37.77023571528198,50.375073323901866,43.094178262241066,27.030048039184905,23.405907849572824,52.98942481299975,46.350914647520725,41.424260712130355,49.71398085301876,40.66521243170765
1989-10-01,1989,4,1989Q4,47.46,60.91,51.38,35.87,31.35,60.17,52.69,51.8,55.99,51.11,37.826026314566,50.44132362582382,43.220356804878904,27.030048039184905,23.56375115877033,53.210508861785634,46.22808428502493,41.681754174210425,49.78511514864105,40.91336628709799
1989-11-01,1989,4,1989Q4,47.52,60.83,51.38,35.87,31.78,60.26,52.55,51.8,56.07,51.11,37.87384682823802,50.375073323901866,43.220356804878904,27.030048039184905,23.886954125222363,53.29009911934855,46.10525392252913,41.681754174210425,49.85624944426332,40.91336628709799
1989-12-01,1989,4,1989Q4,47.52,60.83,51.38,35.87,31.83,60.34,52.41,51.95,56.8,51.19,37.87384682823802,50.375073323901866,43.220356804878904,27.030048039184905,23.92453586550748,53.36084601496003,45.98242356003334,41.80245423456046,50.5053498918166,40.97740599171485
1990-01-01,1990,1,1990Q1,47.8,60.67,51.61,37.65,32.68,60.84,52.41,52.11,56.8,51.35,38.097009225374094,50.24257272005798,43.41383057025692,28.371377437282174,24.563425450354522,53.80301411253179,45.98242356003334,41.93120096560048,50.5053498918166,41.10548540094858
1990-02-01,1990,1,1990Q1,47.93,61.4,51.68,37.65,32.52,61.33,52.41,52.27,57.53,51.42,38.20062033833014,50.84710672509575,43.472713890154566,28.371377437282174,24.44316388144214,54.23633884815211,45.98242356003334,42.05994769664052,51.15445033936987,41.16152014248834
1990-03-01,1990,1,1990Q1,47.8,61.15,51.61,37.65,31.78,61.42,52.48,52.35,57.61,51.5,38.097009225374094,50.64007453158966,43.41383057025692,28.371377437282174,23.886954125222363,54.315929105715036,46.043838741281235,42.12432106216053,51.22558463499215,41.2255598471052
1990-04-01,1990,2,1990Q2,47.8,61.48,51.61,37.65,31.62,61.5,52.48,52.43,57.05,51.66,38.097009225374094,50.9133570270177,43.41383057025692,28.371377437282174,23.766692556309977,54.38667600132651,46.043838741281235,42.18869442768055,50.72764456563621,41.35363925633892
1990-05-01,1990,2,1990Q2,47.93,61.48,51.68,37.65,31.19,61.75,52.69,52.58,56.97,51.89,38.20062033833014,50.9133570270177,43.472713890154566,28.371377437282174,23.443489589857943,54.6077600501124,46.22808428502493,42.30939448803058,50.65651027001393,41.537753407112405
1990-06-01,1990,2,1990Q2,47.8,61.4,51.61,37.65,31.03,61.83,52.48,52.58,56.72,51.97,38.097009225374094,50.84710672509575,43.41383057025692,28.371377437282174,23.32322802094556,54.67850694572387,46.043838741281235,42.30939448803058,50.43421559619432,41.601793111729265
1990-07-01,1990,3,1990Q3,47.73,61.4,51.46,37.65,30.56,62.0,52.34,52.66,56.32,52.13,38.04121862609008,50.84710672509575,43.28765202761908,28.371377437282174,22.96995966226543,54.82884409889828,45.921008378785444,42.37376785355059,50.07854411808294,41.729872520963
1990-08-01,1990,3,1990Q3,47.93,61.48,51.76,37.65,31.62,62.16,52.41,52.66,56.64,52.05,38.20062033833014,50.9133570270177,43.540009112894744,28.371377437282174,23.766692556309977,54.970337890121236,45.98242356003334,42.37376785355059,50.36308130057204,41.665832816346125
1990-09-01,1990,3,1990Q3,48.34,61.48,52.21,37.65,33.47,62.5,52.27,52.74,57.21,52.05,38.527393848422264,50.9133570270177,43.918544740808244,28.371377437282174,25.157216946859425,55.27101219647004,45.85959319753755,42.438141219070616,50.86991315688076,41.665832816346125
1990-10-01,1990,4,1990Q4,48.69,61.56,52.58,37.65,34.58,62.75,52.48,52.82,57.53,52.05,38.80634684484236,50.97960732893966,44.229785145981566,28.371377437282174,25.991531581189086,55.492096245255915,46.043838741281235,42.50251458459063,51.15445033936987,41.665832816346125
1990-11-01,1990,4,1990Q4,48.62,61.4,52.51,37.7,34.58,62.91,52.27,52.74,57.29,52.05,38.750556245558336,50.84710672509575,44.170901826083906,28.409055229363567,25.991531581189086,55.63359003647888,45.85959319753755,42.438141219070616,50.94104745250304,41.665832816346125
1990-12-01,1990,4,1990Q4,48.62,61.4,52.58,37.7,34.53,62.91,52.41,52.82,57.37,52.13,38.750556245558336,50.84710672509575,44.229785145981566,28.409055229363567,25.953949840903967,55.63359003647888,45.98242356003334,42.50251458459063,51.012181748125315,41.729872520963
1991-01-01,1991,1,1991Q1,48.89,61.48,52.73,39.85,35.75,63.49,52.2,53.06,57.29,52.36,38.96574855708243,50.9133570270177,44.35596368861939,30.029200288863077,26.8709443038609,56.14650502966212,45.79817801628965,42.69563468115068,50.94104745250304,41.91398667173647
1991-02-01,1991,1,1991Q1,48.82,61.4,52.58,39.85,34.79,63.99,51.99,53.37,57.94,52.6,38.909957957798404,50.84710672509575,44.229785145981566,30.029200288863077,26.14937489038659,56.58867312723388,45.613932472545955,42.945081472540735,51.519013604434036,42.10610578558706
1991-03-01,1991,1,1991Q1,48.62,62.13,52.36,39.85,33.1,63.99,51.92,53.68,58.59,52.83,38.750556245558336,51.45164073013354,44.044723283446075,30.029200288863077,24.879112068749535,56.58867312723388,45.55251729129805,43.194528263930806,52.096979756365045,42.29021993636054
1991-04-01,1991,2,1991Q2,48.62,62.37,52.36,39.85,32.94,64.07,51.85,53.84,58.99,52.99,38.750556245558336,51.65039163589938,44.044723283446075,30.029200288863077,24.758850499837145,56.65942002284535,45.49110211005015,43.32327499497083,52.452651234476434,42.41829934559427
1991-05-01,1991,2,1991Q2,48.69,62.85,52.43,39.85,33.05,64.07,51.85,54.08,59.23,53.15,38.80634684484236,52.04789344743108,44.10360660334373,30.029200288863077,24.84153032846441,56.65942002284535,45.49110211005015,43.51639509153088,52.66605412134325,42.546378754827984
1991-06-01,1991,2,1991Q2,48.69,63.02,52.43,39.85,32.99,64.32,51.57,54.31,59.96,53.38,38.80634684484236,52.18867533901522,44.10360660334373,30.029200288863077,24.796432240122268,56.880504071631236,45.24544138505856,43.70146851740093,53.31515456889654,42.730492905601466
1991-07-01,1991,3,1991Q3,48.75,62.94,52.51,39.85,33.15,64.41,51.64,54.39,60.04,53.46,38.85416735851438,52.122425037093265,44.170901826083906,30.029200288863077,24.91669380903465,56.960094329194156,45.30685656630646,43.765841882920945,53.386288864518804,42.79453261021833
1991-08-01,1991,3,1991Q3,48.75,62.94,52.58,39.85,33.26,64.49,51.5,54.47,59.88,53.46,38.85416735851438,52.122425037093265,44.229785145981566,30.029200288863077,24.999373637661915,57.03084122480563,45.18402620381066,43.830215248440965,53.24402027327426,42.79453261021833
