fecha,año,trimestre,periodo,parados_ambos_sexos_total,diferencia_parados_ambos_sexos_total,parados_ambos_sexos_menos_de_25,diferencia_parados_ambos_sexos_menos_de_25,parados_ambos_sexos_25_o_mas,diferencia_parados_ambos_sexos_25_o_mas,parados_hombres_total,diferencia_parados_hombres_total,parados_hombres_menos_de_25,diferencia_parados_hombres_menos_de_25,parados_hombres_25_o_mas,diferencia_parados_hombres_25_o_mas,parados_mujeres_total,diferencia_parados_mujeres_total,parados_mujeres_menos_de_25,diferencia_parados_mujeres_menos_de_25,parados_mujeres_25_o_mas,diferencia_parados_mujeres_25_o_mas,tasa_paro_ambos_sexos_total,tasa_paro_ambos_sexos_25_o_mas,tasa_paro_ambos_sexos_menos_de_25,tasa_paro_hombres_total,tasa_paro_hombres_25_o_mas,tasa_paro_hombres_menos_de_25,tasa_paro_mujeres_total,tasa_paro_mujeres_25_o_mas,tasa_paro_mujeres_menos_de_25,brecha_genero_paro,tasa_paro_juvenil_ratio,ratio_paro_juvenil,brecha_genero_parados,ratio_feminizacion_paro,indice_relativo_paro
1979-01-01,1979,1,1979Q1,1072.1382580412371,-15.661741958762832,560.680904742268,-8.019095257732033,511.45735329896905,-7.642646701030969,723.5546351546392,-10.445364845360814,305.92569412371137,-4.374305876288645,417.6289410309278,-6.171058969072192,348.58362288659794,-5.216377113402075,254.7552106185567,-3.744789381443297,93.82841226804123,-1.4715877319587491,8.02532439862059,4.859887552196234,19.775144812088204,7.59489530242942,5.247762336639026,19.502784843430227,9.0952646357147,3.656846725190889,20.1108476588906,1.5003693332852786,4.069053985241204,52.29557853542269,-374.97101226804125,32.5129357405312,36.80192398955555
1979-04-01,1979,2,1979Q2,1069.429454731959,-17.070545268041087,555.3215820927836,-8.278417907216408,514.1078726391753,-8.892127360824702,730.2164025463917,-11.483597453608354,309.11634880412373,-4.483651195876291,421.100053742268,-6.899946257731983,339.2130521855671,-5.586947814432904,246.20523328865983,-3.794766711340145,93.00781889690724,-1.892181103092767,8.051641556248788,4.899247988669845,19.91455205722364,7.688903247030321,5.288607089571619,20.142907316542534,8.961768050486674,3.6744442002174185,19.635075024204895,1.2728648034563523,4.064818131941609,51.926901735839046,-391.0033503608246,31.71906764720514,36.708942349600974
1979-07-01,1979,3,1979Q3,1149.3709444948454,-20.12905550515461,619.2438048659794,-10.15619513402055,530.127139628866,-9.97286037113406,768.2981765360823,-12.901823463917708,338.1736256082474,-5.12637439175262,430.124550927835,-7.675449072165009,381.0727679587629,-7.327232041237096,281.070179257732,-4.829820742267998,100.00258870103092,-2.397411298969089,8.579398497282341,5.036106710190429,21.573854804995836,8.036677403340986,5.391434177925528,21.378043108735444,9.931599492729534,3.9238204161128207,21.81594884629081,1.8949220893885477,4.283835916610286,53.87675822431203,-387.22540857731946,33.15489831929294,39.452992016516625
1979-10-01,1979,4,1979Q4,1256.1299454226803,-23.37005457731948,656.6364031752578,-11.46359682474224,599.4935422474227,-11.90645775257724,839.5834225670103,-15.416577432989698,357.9725956391752,-6.227404360824778,481.6108269278352,-9.189173072164865,416.54652285567016,-7.953477144329838,298.6638075360825,-5.236192463917462,117.88271531958765,-2.717284680412348,9.361159162231258,5.684993261106679,22.85354600302289,8.774833845896374,6.040362375735712,22.44380854052981,10.818135517091662,4.58298372885773,23.36297427816945,2.0433016711952874,4.019977676908286,52.2745600937253,-423.03689971134014,33.16110123586814,43.117572221428915
1980-01-01,1980,1,1980Q1,1400.922808701031,-27.277191298969,714.5098829072166,-13.09011709278343,686.4129257938146,-14.28707420618548,948.3792578969072,-18.120742103092653,391.8538427835052,-7.146157216494771,556.5254151134021,-11.074584886597904,452.54355080412375,-9.156449195876236,322.65604012371136,-5.943959876288659,129.8875106804124,-3.212489319587604,10.443562990412932,6.506399029271563,24.944400840498037,9.927575809535394,6.994490579590396,24.546803614682545,11.720150382896186,5.008990639360667,25.444935390413274,1.7925745733607918,3.8338258579401536,51.002801758201585,-495.8357070927835,32.303246688069336,48.087692360910985
1980-04-01,1980,2,1980Q2,1456.526611082474,-30.97338891752588,753.8441876288659,-14.65581237113406,702.6824234536083,-16.317576546391706,992.2771686082474,-20.82283139175263,421.4948187113402,-8.205181288659787,570.7823498969072,-12.717650103092751,464.2494424742269,-10.050557525773172,332.3493689175258,-6.450631082474217,131.90007355670102,-3.599926443298984,10.910943783614185,6.672398171440751,26.75061629403189,10.41194881325754,7.170017905617086,26.855445056990728,12.156151667244616,5.131100512815404,26.61884080768612,1.7442028539870744,4.009145678465364,51.75629349254509,-528.0277261340204,31.87373570395683,49.99633324134249
1980-07-01,1980,3,1980Q3,1508.033730474227,-33.566269525772896,807.9273507628867,-17.27264923711334,700.1063797113402,-16.29362028865978,1002.2799544742268,-21.52004552577307,434.4432115463918,-8.95678845360817,567.8367429278351,-12.563257072164902,505.753776,-12.046223999999938,373.4841392164949,-8.315860783505116,132.26963678350512,-3.73036321649488,11.261434325328198,6.640985335467413,28.359001521977724,10.475136956486123,7.116072588530993,27.350251390066997,13.229398146926483,5.161803085773702,29.632564199726247,2.75426119044036,4.270300277659284,53.57488592173731,-496.52617847422675,33.5372986545173,51.764352504305265
1980-10-01,1980,4,1980Q4,1635.8312201443298,-38.16877985567021,877.8200161546392,-19.37998384536081,758.0112039896906,-18.88879601030942,1086.920951185567,-25.07904881443301,473.85405473195874,-10.345945268041248,613.0668964536081,-14.633103546391908,548.9102689587629,-13.18973104123711,403.9659614226805,-8.93403857731954,144.94430753608245,-4.255692463917541,12.183754395169354,7.174120521696844,30.688500681613984,11.353527195009256,7.677859936849981,29.83114641058463,14.24627059473424,5.615723337754293,31.75918017262418,2.892743399724985,4.277667288805938,53.66201630979931,-538.0106822268041,33.55543421590477,56.151094107471
1981-01-01,1981,1,1981Q1,1755.5681816907218,-44.63181830927829,921.7281130515464,-22.07188694845354,833.8400686391753,-22.559931360824635,1190.5792277525777,-29.620772247422565,508.17984400000006,-12.120155999999897,682.3993837525774,-17.500616247422613,564.9889539381443,-15.011046061855724,413.5482690515464,-9.951730948453587,151.44068488659792,-5.059315113402079,13.09014977373773,7.903742231843136,32.21217086836325,12.420135904755297,8.546873029514067,31.72792901800418,14.769065098371732,5.902645907460407,32.82524405600673,2.348929193616435,4.075559389903261,52.503122502702496,-625.5902738144334,32.182683636589076,60.26115223152422
1981-04-01,1981,2,1981Q2,1782.1606606391751,-47.0393393608249,914.4191101958764,-22.78088980412372,867.7415504432989,-24.258449556701063,1210.4264347525773,-31.773565247422766,499.26298907216494,-12.237010927835058,711.1634456804123,-19.436554319587685,571.7342258865979,-15.26577411340213,415.1561211237113,-10.54387887628866,156.5781047628866,-4.821895237113409,13.33816746590179,8.233668877372216,32.39841690741726,12.6618591533269,8.895810786094229,31.89439079354318,15.038774199247564,6.153159587054198,33.02606098068189,2.376915045920663,3.9348700305953095,51.309577772181235,-638.6922088659794,32.08095872128298,61.17395837533519
1981-07-01,1981,3,1981Q3,1853.0421226804124,-51.95787731958762,985.7510484536084,-26.44895154639176,867.2910742268041,-25.60892577319589,1243.8361692783506,-33.4638307216494,543.1058874226804,-14.094112577319606,700.73028185567,-19.369718144330022,609.2059534020618,-18.494046597938222,442.6451610309278,-12.254838969072182,166.56079237113403,-6.139207628865961,13.777221705169843,8.205608653586468,34.22091925719552,12.928297403663615,8.749143255206416,33.69339932687181,15.90987454553975,6.505364121627682,34.89117167098363,2.9815771418761337,4.170430336357609,53.196364852609314,-634.6302158762887,32.87599056414593,63.607016013886366
1981-10-01,1981,4,1981Q4,1974.2102899381443,-57.68971006185575,1036.9875118144332,-28.912488185566872,937.2227781237112,-28.67722187628874,1298.5960597319588,-37.30394026804129,563.522274474227,-15.477725525773051,735.0737852577319,-21.82621474226812,675.6142302061855,-20.38576979381446,473.46523734020616,-13.334762659793851,202.1489928659794,-6.9510071340205855,14.628644990253225,8.840871279493577,35.826290753778004,13.490230737811483,9.18317208358476,34.7526693493586,17.460826131202683,7.785894478031525,37.19388585421915,3.970595393391198,4.05234841919678,52.52669976950246,-622.9818295257733,34.22199922923884,67.76620131291642
