fecha,año,trimestre,periodo,inactivos_estudiantes_ambos_sexos,inactivos_estudiantes_hombres,inactivos_estudiantes_mujeres,inactivos_incapacidad_permanente_ambos_sexos,inactivos_incapacidad_permanente_hombres,inactivos_incapacidad_permanente_mujeres,inactivos_labores_hogar_ambos_sexos,inactivos_labores_hogar_hombres,inactivos_labores_hogar_mujeres,inactivos_otra_causa_ambos_sexos,inactivos_otra_causa_hombres,inactivos_otra_causa_mujeres,inactivos_pensionistas_ambos_sexos,inactivos_pensionistas_hombres,inactivos_pensionistas_mujeres,inactivos_total_ambos_sexos,inactivos_total_hombres,inactivos_total_mujeres,share_labores_hogar,share_pensionistas,share_estudiantes,ratio_feminizacion_inactividad
1989-10-01,1989,4,1989Q4,2299.9,1080.5,1219.5,580.5,338.2,242.3,6331.5,23.6,6307.9,747.2226172379371,544.5601557278353,202.76246151010452,5190.6,2709.4,2481.2,15149.722617237938,4696.160155727835,10453.562461510104,41.792844397004174,34.26201344501143,15.181136038643277,69.00167564530612
1990-01-01,1990,1,1990Q1,2376.0,1110.0,1266.0,582.9,346.2,236.7,6263.4,19.3,6244.1,741.3971850416499,533.0321643381452,208.3650207035047,5192.4,2703.8,2488.6,15155.99718504165,4712.232164338146,10443.765020703504,41.326215118208914,34.25970549219082,15.6769625316704,68.90846503330756
1990-04-01,1990,2,1990Q2,2390.3,1127.9,1262.5,592.2,354.4,237.8,6229.2,19.2,6209.9,761.4326231088668,542.1933588725763,219.23926423628876,5236.5,2722.3,2514.2,15209.632623108866,4765.993358872576,10443.639264236288,40.955624335959435,34.428839471401076,15.715698460515611,68.66463854208202
1990-07-01,1990,3,1990Q3,2129.8,995.6,1134.3,567.8,338.7,229.1,6289.6,42.0,6247.6,903.3701172247428,608.2590474037106,295.01106982103084,5283.7,2750.5,2533.2,15174.270117224743,4735.059047403711,10439.21106982103,41.4491105760698,34.82012616871979,14.035600945197382,68.79547410963238
1990-10-01,1990,4,1990Q4,2387.9,1098.2,1289.8,576.6,342.7,233.9,6148.1,24.9,6123.3,731.543471672168,524.86735073608,206.77612093608116,5327.5,2766.4,2561.1,15171.743471672167,4756.96735073608,10414.876120936082,40.523358514988004,35.11461955540713,15.739127177166907,68.64608206894589
1991-01-01,1991,1,1991Q1,2463.8,1126.8,1337.0,599.6,360.6,239.0,6149.6,26.6,6123.0,757.5783081907241,547.2028587995877,210.475449391134,5298.9,2762.0,2536.8,15269.378308190724,4823.102858799588,10446.275449391134,40.27406929004609,34.702788109962476,16.13556197424476,68.41323358782458
1991-04-01,1991,2,1991Q2,2503.2,1154.0,1349.2,593.0,358.4,234.6,6146.6,25.3,6121.3,773.6387145612359,544.2757553600017,229.3629592012352,5324.0,2776.8,2547.2,15340.338714561236,4858.675755360002,10481.662959201236,40.068215665704784,34.705882960370324,16.31776225138974,68.32745452518537
1991-07-01,1991,3,1991Q3,2263.3,1042.7,1220.6,591.7,352.4,239.3,6158.7,37.7,6121.0,906.4195790705164,622.6628767861864,283.6567022843301,5361.4,2798.9,2562.6,15281.519579070517,4854.3628767861865,10427.15670228433,40.30162032076261,35.084207249539126,14.810699867176844,68.2337685616377
1991-10-01,1991,4,1991Q4,2522.5,1165.8,1356.8,589.9,355.0,234.9,6074.9,31.1,6043.7,801.1922287756668,567.8030356503089,233.38919312536163,5399.1,2815.9,2583.1,15387.492228775667,4935.603035650309,10451.889193125362,39.47946754208278,35.08758880087889,16.393184558577726,67.92457820761469
1992-01-01,1992,1,1992Q1,2582.2,1180.8,1401.4,565.4,321.4,244.0,5963.3,18.5,5944.7,902.4160831690718,654.6552886907206,247.8607944783489,5497.6,2890.1,2607.6,15510.916083169071,5065.45528869072,10445.46079447835,38.4458272356382,35.44342558828913,16.647630521332974,67.34264268125816
1992-04-01,1992,2,1992Q2,2664.2,1228.1,1436.1,553.3,309.7,243.7,5912.4,13.8,5898.6,911.453064421858,648.9354694218573,262.5175950000015,5512.3,2892.2,2620.1,15553.553064421858,5092.635469421857,10460.917595,38.01317921063569,35.44077663263431,17.129205069510792,67.25741412056476
