fecha,año,trimestre,periodo,inactivos_estudiantes_ambos_sexos,inactivos_estudiantes_hombres,inactivos_estudiantes_mujeres,inactivos_incapacidad_permanente_ambos_sexos,inactivos_incapacidad_permanente_hombres,inactivos_incapacidad_permanente_mujeres,inactivos_labores_hogar_ambos_sexos,inactivos_labores_hogar_hombres,inactivos_labores_hogar_mujeres,inactivos_otra_causa_ambos_sexos,inactivos_otra_causa_hombres,inactivos_otra_causa_mujeres,inactivos_pensionistas_ambos_sexos,inactivos_pensionistas_hombres,inactivos_pensionistas_mujeres,inactivos_total_ambos_sexos,inactivos_total_hombres,inactivos_total_mujeres,share_labores_hogar,share_pensionistas,share_estudiantes,ratio_feminizacion_inactividad
1986-10-01,1986,4,1986Q4,2170.5,1039.9,1130.6,359.0,230.2,128.8,7145.5,0.0,7145.5,603.7284682577316,486.1479699690725,117.48049828865916,4630.9,2522.1,2108.9,14909.728468257732,4278.347969969072,10631.38049828866,47.92508472043947,31.059586429484725,14.557609178603858,71.30499070403918
1987-01-01,1987,1,1987Q1,2186.3,1050.3,1136.0,351.1,223.9,127.2,7069.0,0.0,7069.0,600.8110188453641,476.22888146391614,124.5821373814415,4712.7,2565.3,2147.4,14919.911018845363,4315.728881463916,10604.182137381442,47.37963913505339,31.5866495051303,14.653572646904403,71.0740306962105
1987-04-01,1987,2,1987Q2,2048.2,986.4,1061.7,549.8,340.8,209.0,6571.7,26.4,6545.3,895.3114857628832,607.4189500515467,287.7925357113407,4728.7,2451.0,2277.7,14793.611485762884,4412.118950051547,10381.39253571134,44.42255365651917,31.964473344124382,13.845165543053175,70.17530993707801
1987-07-01,1987,3,1987Q3,1737.0,845.8,891.1,581.7,363.7,218.0,6601.8,53.4,6548.3,960.9924388453604,663.8477384329897,297.0447004123718,4786.6,2476.8,2309.8,14667.89243884536,4403.54773843299,10264.244700412371,45.00851112404044,32.63318176047926,11.842192102526317,69.97811526995105
1987-10-01,1987,4,1987Q4,1969.7,944.3,1025.3,550.5,338.3,212.2,6486.2,31.3,6454.9,798.4042537113397,588.2297158247422,210.07453788659805,4873.9,2529.5,2344.3,14678.70425371134,4431.829715824742,10246.774537886598,44.18782399243476,33.20388445572565,13.41875935338083,69.80755363913978
1988-01-01,1988,1,1988Q1,2054.4,1001.6,1052.9,549.1,322.9,226.2,6433.1,25.7,6407.4,786.7181567835036,574.2519894226789,212.4661673608265,4909.8,2571.9,2337.9,14733.218156783503,4496.351989422679,10236.866167360826,43.663915999493,33.32469490203957,13.94400040872339,69.48153525200836
1988-04-01,1988,2,1988Q2,2101.6,1027.7,1074.0,585.7,350.9,234.8,6472.8,21.7,6451.1,801.7362903402088,568.6837791443295,232.85251119587448,4915.1,2580.5,2334.6,14876.936290340209,4549.48377914433,10327.352511195875,43.50895825374257,33.038388442864004,14.126564495437119,69.41901026296571
1988-07-01,1988,3,1988Q3,1841.2,880.3,960.9,608.2,363.1,245.1,6470.9,32.0,6438.9,910.1442277002084,645.7773371265969,264.46689057360817,4995.3,2603.2,2392.1,14825.844227700209,4524.4773371265965,10301.466890573609,43.646081131150325,33.69319091230512,12.418854344631193,69.48270364680556
1988-10-01,1988,4,1988Q4,2103.4,1005.3,1098.0,593.3,356.3,237.0,6494.9,27.4,6467.6,784.7497984494843,577.7711100144337,206.97868843505057,5010.4,2618.0,2392.4,14986.749798449484,4584.771110014433,10401.97868843505,43.33761547598504,33.43219889157268,14.03506449555604,69.4078357771158
1989-01-01,1989,1,1989Q1,2176.4,1038.5,1137.9,595.4,361.6,233.8,6450.6,29.1,6421.5,784.0020125478371,581.2797234787628,202.82228906907292,5050.0,2635.7,2414.3,15056.402012547836,4646.179723478763,10410.322289069072,42.84290492923969,33.54054969966521,14.45498066660423,69.14170555945388
1989-04-01,1989,2,1989Q2,2291.8,1102.7,1189.1,568.3,343.1,225.2,6422.3,25.2,6397.1,789.0884761496909,574.5962544354632,214.29222171422697,5060.5,2652.7,2407.8,15131.98847614969,4698.396254435464,10433.392221714226,42.44187741830837,33.442399245651785,15.145398792843547,68.95015905197891
1989-07-01,1989,3,1989Q3,2102.4,1005.0,1097.4,571.0,342.9,228.1,6432.4,30.3,6402.1,836.4014376556704,592.3194686505154,244.28196900515545,5146.8,2684.6,2462.2,15089.10143765567,4655.119468650515,10434.081969005156,42.629443685411225,34.10938697221481,13.933235247218544,69.14933180603256
