fecha,año,mes,ed_pasivo_total,ed_pasivo_depositos_total,ed_pasivo_depositos_esp,ed_pasivo_depositos_sector_publico,ed_pasivo_sector_privado,ed_pasivo_deposito_resto_mundo,ed_pasivo_deuda_emitida,ed_pasivo_patrimonio_ajustes,ec_efc_pasivo_obra_social,ed_pasivo_periodificacion_otros
1979-07-01,1979,7,,504080.7019643879,63331.462032322655,5258.943935783753,389956.0264286327,45534.269567648735,12931.612142591532,,1371.1341049771165,
1979-08-01,1979,8,,499175.3438553825,62846.219888526924,4273.436568271955,383886.27827450435,48169.40912407933,12770.838059490088,,1325.2985497167142,
1979-09-01,1979,9,,499423.18304670026,62637.424068512315,4634.054025587249,384536.1374653244,47615.574577181214,12551.251592980985,,1277.8702832774052,15977.916080117453
1979-10-01,1979,10,,500991.0016590783,61793.027754966875,4010.2954592991164,386157.738312224,49029.933136589396,12357.809406318984,,1209.055525248344,
1979-11-01,1979,11,,508216.4261071821,61645.38176086956,4350.267111447441,389642.11823692895,52578.65899793615,12377.056839295541,,1151.4284350577875,
1979-12-01,1979,12,,524728.6852367063,63215.127902197484,4274.843592647855,403448.0581931632,53790.65554869776,12457.097620998367,,1044.487162778079,13244.53496052631
1980-01-01,1980,1,,507379.61656718585,61289.870830649415,3996.5361911298833,389518.75828128296,52574.45795723336,12081.678992080253,,1544.455170406547,
1980-02-01,1980,2,,509105.2319801152,60943.70448312401,4447.137898090005,389891.5227250131,53822.860240319205,11977.392740842492,,1499.498329277865,
1980-03-01,1980,3,,513853.45364679844,58748.03212024986,4254.636693388859,394470.0846328735,56380.70679932326,11958.431628839146,,1454.566325741801,12780.599044638207
1980-04-01,1980,4,,517533.2914338918,60849.56312448454,4555.461990979382,395973.51141881454,56154.76143402063,11774.152331185569,,1401.558469458763,
1980-05-01,1980,5,,517134.39831784426,61495.44001382488,4811.751579877112,393470.96250358416,57356.23772964669,11645.84397580645,,1353.802903609831,
1980-06-01,1980,6,,521403.92022138176,61940.26899810893,5334.367450201715,396067.96602798795,58061.32413779627,11537.549354387293,,1300.9362860564802,15671.416433434193
1980-07-01,1980,7,,527587.2662935107,63466.56176765291,4403.415043262058,400062.7102792143,59654.57920338141,11381.647581178517,,1240.9977220288413,
1980-08-01,1980,8,,527561.0039386977,65256.887759828,4771.553617444717,395082.793141769,62449.76941965601,11257.109734029484,,1188.0949109336607,
1980-09-01,1980,9,,529300.1632632473,65669.0777600875,5051.533887943607,397716.6568578026,60862.88859467671,11158.787762396692,,1141.610052017501,15288.727471803593
1980-10-01,1980,10,,532315.5794577906,65847.44853847081,4858.882698263386,399221.75746032316,62387.490760733235,11604.405800048238,,1101.0793896526773,
1980-11-01,1980,11,,534967.1921974688,66591.45205754536,5920.714226719197,398425.04014004295,64029.99182700572,11813.157000477553,,955.7809407831899,
1980-12-01,1980,12,,548522.6323047316,67412.24090619116,5300.970418314501,409531.3373837101,66278.08956485406,12170.014226930321,,924.238924081921,14746.01457733051
1981-01-01,1981,1,,537098.1144490078,67291.37719970003,5598.771168666359,397137.9142891093,67070.05179153207,12037.828930203044,,1441.294410821412,16631.87260036917
1981-02-01,1981,2,,540725.2928778696,68438.18208620294,5894.100893365472,396733.0056295913,69660.00426870982,12043.535278810834,,1443.8457387511478,14681.282920110192
1981-03-01,1981,3,,536789.4959858172,67651.19723953173,5721.808929761367,393994.1833670643,69422.30074178296,12097.900257541643,,1390.2987266996845,15601.962858509678
1981-04-01,1981,4,,541283.8417882301,68289.25097971466,5772.82126883638,395324.6069974365,71897.16254224253,12038.815021734285,,1315.8613444048149,19238.604290459207
1981-05-01,1981,5,,545821.3849771518,68671.66448025733,6220.274257653062,395756.14439174806,75173.30184749335,11990.878209405504,,1236.1237278172139,16842.760857031943
1981-06-01,1981,6,,555351.0150643839,67929.30888829786,7292.407200908688,403207.1452184175,76922.15375675976,12127.901792442373,,1242.6923623670211,17099.896211546984
1981-07-01,1981,7,,558457.9343820653,69624.93842054349,5489.898075978262,404407.52200880443,78935.57587673914,12585.99549326087,,1171.1883976086958,19888.624726195656
1981-08-01,1981,8,,549690.4968187284,68173.75909267609,6246.337874355668,400145.29479939846,75125.10505229808,12586.602407109103,,1123.4225153565287,15654.3759071091
1981-09-01,1981,9,,552141.2930377237,66635.03377568201,5965.491586849956,403865.2820788576,75675.48559633417,12437.966716751916,,1071.6770988917303,17958.92909835891
1981-10-01,1981,10,,551394.2163094186,67354.81539106616,5864.196171407502,402788.4208557733,75386.77854909399,12423.946864622842,,1020.0590219131902,20657.56810766962
1981-11-01,1981,11,,554216.4489661513,67500.2557179273,6787.967884454661,403484.9436665274,76443.28699467196,12744.350504283326,,969.8217005850398,17009.555082427916
1981-12-01,1981,12,,574781.0569890904,69913.8106116715,5404.387131123922,417479.7231944218,81983.13605187324,12212.198518834917,,1246.559260806917,36388.85877356939
1982-01-01,1982,1,,562808.4071865927,69682.1574563508,6239.215212399194,406170.4358051411,80716.59871270161,12184.738752217741,,1657.474839314516,38442.62774445565
1982-02-01,1982,2,,571151.0169045618,73214.69390686274,7489.701885554221,405766.1644576831,84680.4515817327,12508.162921368548,,1650.9095374149658,35516.20546218488
1982-03-01,1982,3,,586057.7845732964,82480.59583963947,7705.39473652932,408777.1323716324,87094.66664797941,12420.979994552301,,1610.3189138272585,38126.400436608565
1982-04-01,1982,4,,588314.9486710989,85280.8946990614,7154.357120649198,410030.0240931756,85849.67275821275,12281.207637074696,,1583.8748885412592,41626.58993644896
1982-05-01,1982,5,,581575.5798143792,80807.18051069774,7775.808004915187,407763.75159155735,85228.83482025827,12586.659064668464,,1579.96092077872,37447.999151117954
1982-06-01,1982,6,,592535.4190633831,82869.03769998094,8016.318807464683,411774.77051450947,89875.29688172968,12787.791359965639,,1552.8655727376863,42092.52155593739
1982-07-01,1982,7,,602425.0966687405,89645.86513838611,6865.095874528657,413796.9352368966,92117.20519900075,13172.735013857464,,1489.1309391968325,44992.935817213416
1982-08-01,1982,8,,600885.5911709097,87951.31523034444,7153.27502807937,412393.29632824776,93387.70458423809,13736.575659116434,,1451.836711063272,37901.60305672033
1982-09-01,1982,9,,607234.4393836013,88234.15274364247,7680.707239715781,418662.9096485601,92656.66501093865,13773.73450495512,,1422.057334985041,39959.799261219145
1982-10-01,1982,10,,606759.6146917809,91357.99088837468,6954.2228729174385,415260.77125453536,93186.63436930768,14177.407801462423,,1364.2923918918918,44252.267359866724
1982-11-01,1982,11,,611922.2901103321,94488.78970811806,7913.571115036899,416410.2717459409,93109.66221900369,14908.461432011067,,1318.0685895756458,42499.85687269372
1982-12-01,1982,12,,600597.0249824007,93714.92004548736,10641.788391696753,421849.12942734663,74391.18711787004,15689.14395063177,,1227.521279963899,40850.92298032491
1983-01-01,1983,1,,580479.6192216009,86314.55522168975,9900.325745740149,411002.24043397227,73262.4978201988,15937.25330085197,,1288.9064187078452,52421.73631656017
1983-02-01,1983,2,,589721.2681521546,96556.86136974567,11966.672886612505,409940.88479071,71256.84910508654,16642.63832541505,,1336.8172454079831,49022.958019427766
