fecha,interes_legal,interes_demora_efectos_tributarios,año,trimestre,periodo
2024-08-01,3.25,4.0625,2024,3,2024Q3
2024-09-01,3.25,4.0625,2024,3,2024Q3
2024-10-01,3.25,4.0625,2024,4,2024Q4
2024-11-01,3.25,4.0625,2024,4,2024Q4
2024-12-01,3.25,4.0625,2024,4,2024Q4
2025-01-01,3.25,4.0625,2025,1,2025Q1
2025-02-01,3.25,4.0625,2025,1,2025Q1
2025-03-01,3.25,4.0625,2025,1,2025Q1
2025-04-01,3.25,4.0625,2025,2,2025Q2
2025-05-01,3.25,4.0625,2025,2,2025Q2
2025-06-01,3.25,4.0625,2025,2,2025Q2
2025-07-01,3.25,4.0625,2025,3,2025Q3
2025-08-01,3.25,4.0625,2025,3,2025Q3
2025-09-01,3.25,4.0625,2025,3,2025Q3
2025-10-01,3.25,4.0625,2025,4,2025Q4
