fecha,año,mes,trimestre,periodo,ipi_constantes_2025_total_industria,ipi_constantes_2025_energia,ipi_constantes_2025_bienes_equipo,ipi_constantes_2025_bienes_intermedios,ipi_constantes_2025_bienes_consumo
1978-12-01,1978,12,4,1978T4,101.50079175833332,90.26724079999998,164.34473766666667,86.47764106666669,84.7928325
1979-01-01,1979,1,1,1979T1,103.66262549999999,85.9978802333333,209.41922429166664,82.75054956666668,81.4572915
1979-02-01,1979,2,1,1979T1,97.02028781666665,77.61215893333333,183.6620517083333,79.76887636666666,79.23276899999999
1979-03-01,1979,3,1,1979T1,105.98004100833332,84.3202038,202.39474645833332,86.32832945,84.65364449999997
1979-04-01,1979,4,2,1979T2,97.48326904166665,77.76382833333334,174.73558229166665,86.18015761666668,81.31810349999999
1979-05-01,1979,5,2,1979T2,109.68890957499997,70.90278363333333,238.54163287499998,89.4593142666667,87.57286425
1979-06-01,1979,6,2,1979T2,105.51705978333334,71.0544530333333,211.46821879166663,89.60862588333333,87.43491900000001
1979-07-01,1979,7,3,1979T3,101.03655584166667,64.95574663333332,199.3212547083333,81.25971296666667,82.985874
1979-08-01,1979,8,3,1979T3,66.43090498333333,72.58046006666667,65.41629791666666,64.85823080000002,73.11719625
1979-09-01,1979,9,3,1979T3,102.89099012499999,78.06849756666668,155.85701541666666,87.96847766666669,95.91420225
1979-10-01,1979,10,4,1979T4,109.3790007333333,75.93448249999999,213.95596045833332,87.37237098333334,91.048836
1979-11-01,1979,11,4,1979T4,111.54208916666664,85.69321099999998,217.0294522083333,89.31114243333334,91.32596925
1979-12-01,1979,12,4,1979T4,98.87346740833331,89.20023326666664,188.34579079166662,80.96108973333332,77.1474345
1980-01-01,1980,1,1,1980T1,105.98004100833332,96.51894703333332,192.8825269583333,90.80197903333335,84.51569924999998
1980-02-01,1980,2,1,1980T1,105.67138685833334,88.74256419999999,199.02837966666664,88.41641251666668,85.90509374999999
1980-03-01,1980,3,1,1980T1,107.06158522499997,91.64024799999999,196.394765875,92.73961070000001,87.57286424999998
1980-04-01,1980,4,2,1980T2,101.96377298333331,85.23554193333332,198.58963250000002,86.32832945,81.17891549999997
1980-05-01,1980,5,2,1980T2,107.37149406666666,83.25319626666666,186.4426684166666,93.78365223333331,92.43823049999997
1980-06-01,1980,6,2,1980T2,102.73666304999998,80.50851229999999,174.44270724999996,90.05656073333333,89.37982274999999
1980-07-01,1980,7,3,1980T3,102.27242713333332,76.08748233333333,172.68658779166662,83.34665625,87.15654300000001
1980-08-01,1980,8,3,1980T3,61.48741981666666,77.4591591,32.05002820833333,63.06877096666668,71.44818299999999
1980-09-01,1980,9,3,1980T3,104.58984264166666,71.20745286666666,193.0283990833333,78.12872814999999,88.40799224999998
1980-10-01,1980,10,4,1980T4,113.55085052499999,77.15448986666667,217.9069465416666,88.11778928333334,91.46515724999999
1980-11-01,1980,11,4,1980T4,108.29745651666666,81.27085059999999,206.19986041666658,85.2854277,83.54262600000003
1980-12-01,1980,12,4,1980T4,102.73666305,93.16492459999999,166.39373216666658,85.58291115000003,82.01280075
1981-01-01,1981,1,1,1981T1,100.41924754166665,93.4695938333333,180.88143499999993,81.11040135,79.78952099999998
1981-02-01,1981,2,1,1981T1,102.27242713333331,84.01553456666664,203.41924370833325,79.91704820000001,79.65033299999999
1981-03-01,1981,3,1,1981T1,107.83447529166665,84.93087269999998,187.0284185,91.39808571666667,89.51901074999999
1981-04-01,1981,4,2,1981T2,101.80944590833332,77.61215893333335,166.68660720833333,88.41641251666667,86.46184575
1981-05-01,1981,5,2,1981T2,105.36273270833333,78.2214974,157.32025983333327,93.93296385,95.35745025
1981-06-01,1981,6,2,1981T2,105.36273270833331,74.5614753,165.5162378333333,92.14350401666667,92.02190924999998
1981-07-01,1981,7,3,1981T3,107.52582114166665,74.56147529999998,145.17442654166666,88.41641251666664,97.86034875
1981-08-01,1981,8,3,1981T3,59.32433138333332,68.61576873333333,28.68366141666667,61.13113930000002,68.112642
1981-09-01,1981,9,3,1981T3,102.73666304999998,71.5121221,147.22229025,82.89986118333331,96.19133550000001
1981-10-01,1981,10,4,1981T4,109.53332780833333,79.44150476666667,158.78350424999996,89.7579375,100.6403805
1981-11-01,1981,11,4,1981T4,107.37149406666664,81.42385043333334,168.00397949999999,88.41641251666665,93.96805575
1981-12-01,1981,12,4,1981T4,102.27242713333332,91.02957909999998,158.19888495833334,83.94276293333333,86.04428174999997
1982-01-01,1982,1,1,1982T1,97.17461489166664,95.29893966666663,134.78358191666666,85.13611608333333,85.48877250000001
1982-02-01,1982,2,1,1982T1,99.64635747499996,85.84488039999998,149.4182876666666,86.47764106666665,88.68512549999997
1982-03-01,1982,3,1,1982T1,109.68890957499998,92.4025863,153.07639870833333,98.10799019999999,100.0836285
1982-04-01,1982,4,2,1982T2,100.57357461666665,85.8448804,135.515204125,87.96847766666669,93.41130374999999
1982-05-01,1982,5,2,1982T2,105.67138685833332,80.05084323333332,144.14992929166667,94.23044730000001,97.44278475
1982-06-01,1982,6,2,1982T2,102.58233597499998,80.05084323333332,141.95393187499997,88.71389596666667,96.05214750000002
1982-07-01,1982,7,3,1982T3,103.50829842499999,76.54382096666666,150.44278491666665,81.4078848,92.29904249999998
1982-08-01,1982,8,3,1982T3,58.39711424166666,76.54382096666666,27.659164166666663,57.254736183333314,69.91960049999999
1982-09-01,1982,9,3,1982T3,107.06158522499996,74.71447513333332,160.10087654166665,83.34665625000001,95.63582625
1982-10-01,1982,10,4,1982T4,104.43551556666665,81.8815195,145.02742362499998,90.35404418333334,94.523565
1982-11-01,1982,11,4,1982T4,107.83447529166665,85.69321099999998,160.39375158333328,89.45931426666667,92.85579449999999
