fecha,año,mes,ed_activo_total,ed_activo_creditos_esp,ed_activo_credito_sector_publico,ed_activo_credito_sector_privado,ed_activo_creditos_resto_mundo,ed_activo_renta_fija_esp,ed_activo_renta_fija_resto_mundo,ed_activo_acciones_esp,ed_activo_acciones_resto_mundo,ed_activo_efectivo,ed_activo_otros_residual,credito_privado_share,crecimiento_credito_yoy
1980-01-01,1980,3,511859.9307744664,76707.80613443519,594.7975973451327,328143.70526978135,40553.82071902655,,,13784.860286309213,688.3191491410722,5978.7406837584585,45407.89413274336,64.10810566345477,1.1825204607704531
1980-04-01,1980,6,521932.8277291982,78865.74395272315,571.8985031517902,332889.773716465,41124.43179765507,,,13096.3293290469,758.546546394352,6818.5316780131125,47807.57220574887,63.78019469761785,2.1370903551901854
1980-07-01,1980,9,530927.464780627,86277.06074039862,619.6570421730676,332466.11521803593,44431.515731040345,,,12642.08460439961,856.9655556635877,6580.496611084102,47053.56927783178,62.619875081317744,3.2234772588122906
1980-10-01,1980,12,631209.5930136535,87588.64334392657,722.1808396892657,343378.0159256121,49280.561239759896,79353.14854072506,46.63062511770245,12004.04071433616,798.2592447033899,6888.130553672318,51149.98198611112,54.39999957639817,3.559156108084971
1981-01-01,1981,3,622188.9765461503,90995.64069473208,735.8508060558305,332353.8032681224,52454.49655132822,78393.98659736603,52.9329939216569,11701.547770598823,803.7379129896442,5935.898175934263,48761.07606742457,53.41685818881916,1.2830043455746898
1981-04-01,1981,6,644577.3931925974,91496.6739183289,1070.4267928856382,342661.2621464982,59137.37027847961,78255.18482025708,62.512785350177296,11819.394875221633,842.0598617021276,6763.714801085992,52468.78729366134,53.16060813881387,2.9353525405547476
1981-07-01,1981,9,644432.3937100383,96414.58915718245,1170.5027940110826,338701.44295875955,60061.29594543904,77206.30852823955,73.65591613384483,11640.74719927536,877.9270784313725,6558.8942529838005,51727.03528314152,52.558103264926494,1.8754776668396422
1981-10-01,1981,12,674710.2750314947,99249.51147869496,2265.745953787568,350424.8876414164,64287.040197612216,78097.34946212437,84.6873702140799,11380.172636270074,867.9998791683826,6340.201621037468,61712.67879116924,51.937090720170076,2.052219824501189
1982-01-01,1982,3,687981.712366779,116676.26959419574,2765.7363705427897,341582.1405875595,70179.99976772981,77798.75665263472,141.65916551109353,11433.876026743266,1043.2804530507133,5822.917451465928,60537.07629734549,49.64988668266434,2.7766606636338675
1982-04-01,1982,6,696755.293522146,116315.3671554983,3398.733965063001,344749.879402921,74856.73634287897,75254.28967793052,236.1292752959145,10391.5225873425,1197.7278009736544,6534.813801832762,63820.09351240933,49.479334080145506,0.6095282680450342
1982-07-01,1982,9,711930.1579287583,125139.22503290948,3813.3740445961103,346931.491329095,78497.28992801048,77673.14473345176,343.7323992146596,10733.362506451009,1174.1164131451008,6209.417276178009,61415.00900645101,48.73111322302094,2.429882878100864
