fecha,año,mes,ed_activo_total,ed_activo_creditos_esp,ed_activo_credito_sector_publico,ed_activo_credito_sector_privado,ed_activo_creditos_resto_mundo,ed_activo_renta_fija_esp,ed_activo_renta_fija_resto_mundo,ed_activo_acciones_esp,ed_activo_acciones_resto_mundo,ed_activo_efectivo,ed_activo_otros_residual,credito_privado_share,crecimiento_credito_yoy
2004-01-01,2004,3,2370168.8229265017,234355.336967226,52470.94522479888,1261987.8922345713,188324.3560117207,226739.0528338361,117904.19236946956,109437.7119466126,40747.06585982277,9518.921543583458,128683.34793486046,53.24464147985737,13.570716008062767
2004-04-01,2004,6,2439175.120124292,226860.0260336573,55074.538180962336,1305452.1549265934,197843.1714870477,231193.4043826298,119223.71677325864,120490.30911703172,39984.58801175239,10441.060211327836,132612.14944000734,53.52023084181311,12.657130073070455
2004-07-01,2004,9,2481387.5062363194,238102.99572719983,53166.787883442186,1345243.3411375706,206669.1036822467,229621.87033087868,114437.2342931353,112802.8990634089,36681.555662866645,10377.150991465363,134284.56433944413,54.21335191527533,13.60561156731932
2004-10-01,2004,12,2555828.6720001525,261638.6301942144,52278.92935249696,1390246.9821295678,185040.48313206455,227577.9662631547,113680.08197436054,120071.64219406214,56356.25544394032,11700.529077527406,137237.17532688795,54.39515556579079,14.4725582237331
2005-01-01,2005,3,2670222.937214598,271313.7944084721,55612.749703719455,1454118.7574934058,217749.10641333417,230543.2954771484,114943.87200784002,114537.64588537742,57680.517618177946,11075.855370183544,142647.34283693935,54.45682969865607,15.22446185427604
2005-04-01,2005,6,2895762.8108425606,280493.3907680468,53930.78479960625,1567661.759434495,226005.51415729037,223861.1831319055,131020.20551801694,132198.56093312256,53257.654063536575,11270.036115588831,216063.72192095217,54.13640072884156,20.085730719303598
2005-07-01,2005,9,2946631.3262620894,271797.2733454913,54186.00654707736,1627053.908887698,221281.63699702988,220691.72307276947,144190.36676375198,127383.88644828922,54867.56748503031,9950.15834165974,215228.79837329223,55.21742385572463,20.948668477468303
2005-10-01,2005,12,3077279.1305496064,288663.00654552656,55317.59366006222,1708294.655317189,229732.1968021897,223396.2404611952,176320.57043991427,129158.52229141716,55541.43645790771,11387.397861688389,199467.51071251612,55.51315245855143,22.877062656912848
2006-01-01,2006,3,3156679.8064615903,274002.5562886438,54899.59698405687,1796624.4712246666,255392.3545113796,211938.9475474198,176703.99954022348,132701.1727971273,57716.12726720103,9754.54403855605,186946.0362623157,56.91500504888244,23.55417753648048
2006-04-01,2006,6,3216052.565774337,274165.03322356794,53896.38793241305,1881243.0461685515,269134.76173829066,199151.3728645391,134184.9602415337,131055.1767548215,61665.53012036506,10400.732746756974,201155.56398349788,58.49540726382997,20.00312151820143
2006-07-01,2006,9,3367295.114662328,285095.58144808374,52916.79765597944,1989973.7003427795,285939.1816263996,199544.92076165872,123147.29793832963,140692.32088828925,66072.37995024817,9988.184435876716,213924.7496146831,59.09709819248599,22.305332937811762
2006-10-01,2006,12,3509157.0163328294,293039.6688167601,55064.18628470953,2095343.4434443624,294847.4670216149,195096.56122704144,123309.95993046663,150039.2352491995,69855.32945905766,12108.599927464553,220452.5649721524,59.710734905617215,22.657027399954476
2007-01-01,2007,3,3623652.4342673584,276279.5634711945,54919.11908167753,2178660.758863909,341782.4037034944,188645.79582356976,126375.68318351037,150198.26983130642,74452.76180795365,10370.493496402878,221967.5850043394,60.12333683719856,21.26411466380773
2007-04-01,2007,6,3755302.808229118,288125.7573493945,55706.13229142842,2262336.685401699,334383.54216027586,195974.22322418436,122134.88767188026,155304.0411026741,79431.27468794148,10437.848904333448,251468.41543530667,60.24378860858215,20.257544074876698
2007-07-01,2007,9,3882994.9184901062,288219.56850635185,53478.39835328836,2342403.9734109608,363963.3706553119,215505.1732709106,119062.92621349072,146170.89411410905,90632.56450272624,10203.384248201235,253354.66521475549,60.32467264525289,17.71029803094755
2007-10-01,2007,12,3946206.5250531663,319699.0674477944,53910.962664408,2353584.260848376,345485.12798216834,244906.17289468343,112511.36856013388,141342.74111286076,113762.72500924504,11881.962428097226,249122.13610539888,59.64168995987017,12.324510247327902
2008-01-01,2008,3,3953939.7762763626,269459.2269247896,55152.10772085017,2389182.654823707,348706.7222732487,246325.6861449841,121267.35864348157,135925.31940389023,109496.95124669433,10675.823852639052,267747.9252420773,60.42536786115969,9.662903924040812
2008-04-01,2008,6,4023837.140866565,278143.93922320096,58047.20910516763,2390906.607452034,382089.411485773,264180.608730568,118402.94561029256,131218.10715046446,107385.77654588406,10347.4276409353,283115.1079222454,59.418572962849424,5.683058710048106
2008-07-01,2008,9,4115626.5538933487,303386.0160545489,57169.74183791268,2426236.4891303903,389962.7710555705,259987.3007982041,117867.64309111195,129788.3304000699,128283.85687278202,10168.859702683085,292775.5449500753,58.95181346896479,3.5789093884328826
2008-10-01,2008,12,4246047.399156155,327816.23503375164,65397.11657980853,2461720.2818973386,339260.5221615913,318258.8116560742,112849.0620632302,126150.73853753788,109253.40285701536,12351.696407832109,372989.5319619754,57.97674991538183,4.5945251609553095
2009-01-01,2009,3,4308743.569188826,298348.04585283186,68751.83385884539,2482053.771733436,332180.69072307565,359632.479758993,118677.87897436036,128447.538062459,112680.34444185982,10013.914529685107,397957.0726393232,57.60504731546865,3.8871501399118324
2009-04-01,2009,6,4314468.100033461,317848.4430478322,78727.11698061367,2453414.81076456,321874.46919777285,400454.4568537802,134706.4076576251,131018.1269329163,111812.91904330242,10465.700304492018,354145.65061777394,56.864826761508155,2.6144142610045495
2009-07-01,2009,9,4262870.165341411,262198.705289498,80516.71028121265,2454769.7076147725,315894.5903673259,414152.6237134087,132501.6445916549,133866.35740619907,114809.21303656416,9893.111739188307,344267.50130158645,57.58490435793443,1.1760279186390887
2009-10-01,2009,12,4248940.707587019,293423.96605323604,83306.65928528497,2417157.8825801224,314362.08613408287,424404.2111781958,127267.5071032253,134970.042994553,115134.7402971182,11588.405364226684,327325.20523636905,56.88848230487149,-1.8102137616898606
2010-01-01,2010,3,4268617.187903827,287942.4070624528,88917.82705768195,2416434.339539919,310911.39330288407,428797.0087128572,123953.90251301888,134398.15587927224,108070.24638555256,11642.964112722371,357548.94333746633,56.60930069783438,-2.643755463351183
2010-04-01,2010,6,4275217.260118026,267773.7435468866,96071.6921113856,2408787.289252577,311703.010253294,429408.057797232,107217.43123655827,129023.0428363617,107492.24905985018,9860.004706699609,407880.7379701679,56.343038088924565,-1.8189961728516613
2010-07-01,2010,9,4232858.141029233,254288.76017541764,98635.22376063943,2397651.580842484,289588.6791092936,418302.1944333175,98844.93974470692,130956.74169818602,106720.36022951914,10028.9897724492,427840.6712632196,56.643797192302955,-2.326822210454471
2010-10-01,2010,12,4121108.492960839,248965.73515489837,98417.55320164148,2354732.779757191,294860.5972558624,414740.1365898905,84404.680357556,135920.63140369984,102141.94800088588,10414.287687232933,376510.14355198015,57.13833508094365,-2.582582762707153
2011-01-01,2011,3,4089433.005584981,248418.36921097,104915.52470342422,2326466.4927962115,302108.7990473043,416666.6400504527,88043.34966795899,138758.91914040383,106388.73246378018,9159.222351035596,348506.9561534398,56.889707928187896,-3.7231653793182384
2011-04-01,2011,6,4163200.185018613,268850.0491516837,108199.9226264288,2295642.613794125,298915.141143806,416163.01412691793,82702.58309095356,202499.9187652662,116060.27650767172,9534.213568684996,364632.4522430748,55.14129784234388,-4.697163421746531
2011-07-01,2011,9,4191535.260862816,245140.9922477308,109198.51562702424,2260372.824586952,294824.62352142856,401009.9024783393,78844.67126263537,212777.9595003352,115865.71728442496,8973.657539685406,464526.3968142599,53.92708599382414,-5.725550674351732
2011-10-01,2011,12,4194471.797014558,257128.9444443907,107098.97196943396,2213284.0739534763,292895.53960177646,437442.33569357626,75288.9875490176,207010.7932258984,116315.58995818488,9661.008861116768,478345.5530482032,52.76669342558926,-6.006996081241123
2012-01-01,2012,3,4327079.852402896,292539.2169636401,110779.18697004904,2195249.816791058,314639.09332317946,507332.559302676,86704.74398508837,215748.70007708613,118009.73146307837,8872.54031751098,477204.26450426417,50.732824252642374,-5.640170465014627
2012-04-01,2012,6,4304893.558444569,253986.0117332239,136164.3731417383,2145765.4106978783,334095.15949391114,485756.5936768319,78322.27945747854,211833.71181071253,116427.35751346644,8758.659312481053,533784.0028879738,49.84479596455295,-6.52876899024527
2012-07-01,2012,9,4174885.7202401496,260740.35468730677,130844.21508411472,2065568.7783570327,295466.2204388778,469568.19786887785,75793.36515498754,211819.22361446387,115306.08677730674,8353.372547930176,541425.905709252,49.47605555627559,-8.61822634350229
2012-10-01,2012,12,4085145.028758239,287971.4497093765,121549.21528184068,1929109.0671744435,283865.62162399804,510148.4066650668,103883.48609811976,209485.0149277338,113114.99276526472,9325.644551360712,516692.1287065314,47.2225356405727,-12.839517987016713
2013-01-01,2013,3,4052393.31950344,243054.07823439525,122837.9817900339,1888259.5993597568,289482.2914825506,561060.8723344052,106839.4631906222,213506.2424767673,114167.19981488684,9141.523081762887,504044.06773825904,46.596158133809546,-13.984295321798468
2013-04-01,2013,6,3907574.8117097486,209668.7127148728,112662.26266254084,1833219.0481141696,275105.0468275077,571347.263173433,101594.5925361422,232159.35971336276,112603.69153354294,8041.27336768492,451173.56106649176,46.91449649589817,-14.565728435433101
2013-07-01,2013,9,3790594.124765085,197030.3035088718,110165.8845469682,1798047.3993297715,235114.23689888173,554008.8864670726,98789.40870427436,234333.69058986084,112385.66537939863,7938.315682231611,442780.3323976392,47.4344480086272,-12.951463143243746
2013-10-01,2013,12,3596408.4861311563,206536.63945767935,95881.5940207778,1742266.4069711033,218171.8150737341,487488.631817935,93557.31547443489,236139.64857689265,114216.54275039482,9109.37916321192,393040.51407627575,48.44461950553759,-9.685437872987023
2014-01-01,2014,3,3626524.9412901937,154362.50739097764,109685.5338025015,1756891.087579888,219335.79828887057,510230.26921522367,107004.36826403036,242695.69769432792,119748.34782654284,7589.978098861593,398981.35312896944,48.445581266424334,-6.9571213526154585
2014-04-01,2014,6,3567024.3958207853,143147.44622081518,113020.7673360457,1716927.930979076,234424.1948841512,504518.7275605461,106803.91380861693,214176.96076793133,120127.9142331569,7929.781186288088,405946.7588441581,48.13333861665402,-6.343547283927808
2014-07-01,2014,9,3557518.201930157,135091.50159834226,113403.14233071984,1685976.2020068695,229391.5831263192,506232.3916951164,116800.1225972471,212401.0287507467,123266.58149014336,8140.744056874751,426814.90427777776,47.39192061173801,-6.23293898507219
2014-10-01,2014,12,3514246.839390524,143542.7273651621,119745.67303985036,1679512.8104988032,207202.8684505736,491156.1606424938,102980.39107506236,198461.10177937656,131632.55719246884,9615.409081271822,430397.14026546135,47.79154360113421,-3.6018370222379525
2015-01-01,2015,3,3555272.1209432245,151317.94375414698,120599.4486762089,1688504.7766312207,225135.52561619083,468961.577770358,116365.97492517844,176250.9457484669,134364.81760922892,9177.53879169599,464593.5714205288,47.492982792643595,-3.892461600614594
2015-04-01,2015,6,3398795.7510411064,157006.9395648853,116906.60286167687,1638957.1877009342,210646.2558370081,439503.69709279214,112163.6796980176,171343.57047547953,135353.42492273086,8271.153223625666,408643.2396639559,48.221702854574154,-4.541293893080245
2015-07-01,2015,9,3416581.140488575,160541.09445334473,115664.84812422158,1641896.3690571266,223660.9946329601,433063.2188095872,108580.6916199528,172878.90182379974,136231.51768549118,9371.99155991362,414691.51272217766,48.056706442579426,-2.6144991191022315
2015-10-01,2015,12,3344594.079080857,171467.2666918071,108358.05992505237,1611494.1396794657,227599.61353331007,409264.1896611648,94316.8885784881,168654.17234845916,141743.08701675478,10060.831143512516,401635.8305028424,48.18205443102165,-4.049904853011299
2016-01-01,2016,3,3381954.560358172,169959.6830172851,116324.9513634682,1597686.4719237888,229832.5978516829,426302.266994627,99780.82232289133,171281.0645645783,142622.09814661904,9089.558749188973,419075.0454240421,47.241512072669096,-5.37862290734089
2016-04-01,2016,6,3352082.454729169,164647.63039260442,119873.4315204575,1575000.1301450217,237877.83652907907,410855.1631242899,93541.04332201237,170003.03101759197,140651.23378007577,8919.049466859364,430713.9054311772,46.985721604878414,-3.9023019048855745
2016-07-01,2016,9,3294556.8030264187,165753.77573120114,111802.70592924104,1558609.958532936,230488.3202516042,387455.89317635854,95154.85659396934,170185.53270636156,142448.3220051133,8587.466089607982,424069.9720100261,47.30863820897483,-5.072574134019103
2016-10-01,2016,12,3163127.3923591664,176026.26097785743,104394.67934799683,1521746.222541732,229627.27188560483,349164.087622987,89320.47261306952,161262.89601988412,141275.2872884181,9297.6803815544,381012.5336800618,48.10891354605742,-5.56923633340578
2017-01-01,2017,3,3170712.735402081,166945.81335200692,104980.66831543608,1524768.39639056,244170.94609947965,346378.5734678642,97697.31886954904,162601.1003966551,146188.94436214073,8315.85377242319,368665.1203759663,48.08913716357854,-4.563979029341558
2017-04-01,2017,6,3152899.317553535,209830.43133291608,103190.04067960236,1504808.5071984536,232899.15655760924,334265.74663279334,92419.3399251841,172287.0544136966,138686.23884850272,9096.199784364262,355416.6021804124,47.72776913048073,-4.456610612476908
2017-07-01,2017,9,3173035.165840475,233733.98892430065,96512.79783737197,1493857.16849244,230485.4406238426,337198.4807080871,90995.47715450158,181350.77343922385,138532.98372426617,10838.028119951734,359530.0268164893,47.0797545698409,-4.154521770247477
2017-10-01,2017,12,3139131.272923304,264434.55755132565,91520.2133560746,1476232.9833333257,236399.08592417696,304662.4748831456,87507.983201078,178982.67745892008,139143.00944862582,9937.190693454406,350311.09707317664,47.02679993240899,-2.9908560661571215
2018-01-01,2018,3,3128623.071842147,264954.24793049844,92325.63920074422,1453510.9052961469,250200.6919968665,310610.747311227,100307.47067415786,167152.01066490402,138737.45043008227,10219.527361413044,340604.3809761066,46.458485791332905,-4.673332111492757
2018-04-01,2018,6,3071673.7255871263,245836.58351915324,92185.35764319316,1429029.80993366,257293.5748329253,297997.8888553908,96571.1212544163,161730.5144342838,135602.65803276212,8770.183603782643,346656.03347755864,46.52283860846947,-5.035770126384587
2018-07-01,2018,9,3031857.1878083223,229728.97316853696,85588.8053847043,1412959.0997790892,270589.73313554714,295016.8840860625,98738.9591016182,152644.31826740995,135881.5008179301,9216.363559477944,341492.55050794646,46.603748536074455,-5.415381766048677
2018-10-01,2018,12,3012961.773460121,239672.85159710623,79985.43058494097,1399476.8013386123,279200.6687709233,284206.6953237355,99666.08435159324,153582.06265992418,132909.18279520588,10530.199901094156,333731.7961369853,46.44854155356364,-5.199462609309702
2019-01-01,2019,3,3091399.366844792,224436.5205263552,83131.20872837956,1402501.8421127405,317803.0834607933,303776.2442742294,99120.85199284957,154867.82474637646,138888.40348197892,8723.883585636293,358149.50393545267,45.36786340692665,-3.509369141816898
2019-04-01,2019,6,3080047.0164092584,202269.8437033028,86623.09019924003,1404235.8631672882,328827.2000031068,283525.1258311586,108065.2099484992,154455.72749517256,135946.31890280568,9607.298142409903,366491.3390162747,45.59137752398198,-1.7350195632044096
2019-07-01,2019,9,3099221.2737469687,206668.8380737248,81181.7947515881,1390083.1303873437,328067.0939007219,278242.94352177583,106391.68144915786,156268.59468217037,142316.49774723293,9463.24999920597,400537.44923404726,44.85265838107547,-1.6190114346071316
2019-10-01,2019,12,3039706.418589015,215121.60455682784,77001.58662163126,1370877.5540984904,340229.21204659075,265203.3803899628,106101.5750791353,158554.7469912627,143287.24400445193,11245.781414412912,352083.73338624893,45.09901172412666,-2.0435670825530328
2020-01-01,2020,3,3228196.291254446,232234.7422616217,85038.30862774234,1395356.5369232146,405718.43424954097,277244.9747382816,111422.47116089203,158590.83609517253,134398.40730943752,10869.34953517928,417322.2303533633,43.2240301094266,-0.5094685065626825
2020-04-01,2020,6,3378006.766737074,331603.6966232134,84523.1249894724,1443452.1068869063,411771.3748555636,301787.0528188729,118213.59389856111,163002.43036115108,126867.14715896882,9396.892344508393,387389.34679985605,42.73088263470778,2.7927105942989527
2020-07-01,2020,9,3352955.081824551,363978.2723472276,83080.84667815398,1430296.0631212085,382676.016934288,304567.476046078,117303.03991948416,161983.41230981934,131627.75272464257,9321.396001207497,368120.8057424411,42.657775848965315,2.892843733932615
2020-10-01,2020,12,3321246.454796358,382283.694235114,90235.93043234252,1425854.670993969,352435.1347005553,287212.8445568878,122633.2460608367,164527.72406033412,137774.63125141204,10427.350151182272,347861.228353724,42.93131179514937,4.010359403078301
2021-01-01,2021,3,3347500.164562559,433887.240724299,93585.71034877452,1414000.4597312603,357884.0834939681,283267.87465976056,131459.94662180523,165441.5332965144,139430.8817469483,9978.184728137516,318564.2492110909,42.2404896256678,1.3361404282489664
2021-04-01,2021,6,3332677.276901914,445526.3980343604,98634.71074344072,1401586.5197470586,369319.6182819094,281232.41332044813,128182.69165289449,159998.57272826796,130537.53822635388,8661.751038538749,308997.06312864146,42.0558729001803,-2.9003793710994152
2021-07-01,2021,9,3316087.34968898,484671.8228273427,98530.42614126496,1372074.5212076483,379076.308478174,251597.4917465171,117266.2234820052,155544.7056045091,131980.5641292607,8942.727162835516,316402.5589094223,41.3763081764519,-4.07059373333577
2021-10-01,2021,12,3241905.915525449,496483.1756798743,89886.3740385894,1336508.7388155886,383026.7836897349,238053.3260068733,112235.63691073676,147113.15071145553,126084.7846878257,9262.275929784366,303251.66905498656,41.2260186952084,-6.2661317451165655
2022-01-01,2022,3,3164178.738281241,465741.8937627224,87488.35068139383,1281551.1819209072,396171.96352236206,236948.8294721016,124193.98103784192,144756.78914311764,116878.79391993053,8162.9980297221,302283.95679114194,40.50185807825245,-9.366989727537
2022-04-01,2022,6,3198006.337386204,490489.8634580651,90159.75661648596,1270418.917118265,394541.1836834972,242002.41689819127,130297.15116547357,141008.94907075993,110483.8065290156,8093.483065592173,320510.8097808582,39.72534082457774,-9.358509145226733
2022-07-01,2022,9,3249825.243285191,479655.8587078144,87796.87566434909,1267857.4643075843,405425.1494828528,252449.85527599815,136987.78957166016,140690.9946280925,110103.17457650146,8333.01110881249,360525.0699615254,39.01309668657536,-7.595582841108084
2022-10-01,2022,12,3062737.3003704417,333699.6433367404,85996.56466491714,1257183.061194454,414648.99527717807,252071.7334685933,133101.83438695283,140352.10248191672,110076.95153850404,8405.765979303018,327200.64804188267,41.047694852653414,-5.935290605838672
2023-01-01,2023,3,3024221.7809689576,331200.73036933586,84941.42927322403,1227862.133585498,408729.55716727616,260007.1933094157,139119.14864499788,140747.370876839,113127.54186710804,8013.255558175704,310473.42031708703,40.60092885092879,-4.1893799555422495
2023-04-01,2023,6,3015724.687934382,314422.2533745219,86442.273439142,1215198.9610130112,434696.4433636722,249887.749998358,141538.07115831808,139960.34169770533,112922.42328417026,7786.461821437479,312869.70878404554,40.295421059982786,-4.346594289583727
2023-07-01,2023,9,2987437.455255418,326205.8473734547,80729.41994713202,1182173.1367965017,437949.3948319185,250254.69922960276,137074.01116890553,138431.50889304845,112417.69794282594,7567.684391771057,314634.0546802579,39.57147737827465,-6.758198766284618
2023-10-01,2023,12,3007906.0620294926,342295.09009655804,78554.98864400246,1177574.035816591,473898.8778642003,245302.2378158697,136517.83010055646,138690.9187164056,116258.1680432605,8056.577305688375,290757.33762636024,39.149295607392034,-6.332333598436035
2024-01-01,2024,3,2988211.7076726537,302751.3975977517,77812.3016934262,1157633.9573677909,504055.8063183854,247991.23293450635,143111.36652647442,139017.65092678805,122227.8841594371,7920.233273399316,285689.8768746945,38.74002482472721,-5.719548986548906
2024-04-01,2024,6,2954185.191931637,272263.05026018806,81661.4093228639,1160606.264672896,500985.2119664214,251024.6132423639,146284.5095662929,136151.41808003775,119377.37455716982,6885.7638104453,278945.57645295793,39.286848632330205,-4.492490373313506
2024-07-01,2024,9,3017954.5221937336,305708.64499299467,74652.77738941683,1159582.3491939774,534861.8273530499,258664.42057580003,144029.63701788904,135400.29570583577,120373.3759235908,7116.01309578054,277565.18094539875,38.42279069040059,-1.910954233297979
2024-10-01,2024,12,3018046.4478329453,289570.6937116032,75013.92581110219,1149109.0991422243,545046.1713401603,259040.23053717436,151844.7728553707,131536.15191609217,121390.29904887774,7852.724820501001,287642.3786498396,38.07459954658159,-2.4172524027015974
2025-01-01,2025,3,3021863.454707819,277489.55454228073,76062.81762457182,1149967.2156342112,558742.1325913527,271480.5417650363,165424.66997132162,131365.50153373697,120694.36930584324,6425.478299430415,264211.17344003427,38.05490330288271,-0.6622768522627109
2025-04-01,2025,6,3048817.992086601,278007.94853789784,84687.55387485265,1162176.5252485855,555546.8802385854,264470.3719991749,172474.08647697445,129074.67348104126,117102.49774414538,6887.41027259332,278390.0442127505,38.11892111188952,0.13529657933839534
2025-07-01,2025,9,3078678.3523715506,292900.9061207032,82367.68783634894,1157289.245064609,566486.847723569,267290.9677811613,183409.211860257,132431.55865038632,121768.51798354225,7021.559277928886,267711.8500730448,37.59045644288018,-0.19775259005644363
2025-10-01,2025,10,3103338.299790068,278844.329883456,81474.29308246555,1155072.9373671117,607556.4910752819,262860.6999705802,186359.23527151192,130073.41714686425,123241.34764662937,7090.9989675266215,270764.54937864083,37.22033583787011,0.2873242668611553
