Sexo;Grupos de edad (4);Relación con la actividad económica;Periodo;Total
Varones;Total;Inactivos;2001TI;5.600,0
Varones;Total;Inactivos;2000TIV;5.376,9
Varones;Total;Inactivos;2000TIII;5.334,2
Varones;Total;Inactivos;2000TII;5.414,7
Varones;Total;Inactivos;2000TI;5.433,4
Varones;Total;Inactivos;1999TIV;5.415,1
Varones;Total;Inactivos;1999TIII;5.368,8
Varones;Total;Inactivos;1999TII;5.448,3
Varones;Total;Inactivos;1999TI;5.427,8
Varones;Total;Inactivos;1998TIV;5.405,8
Varones;Total;Inactivos;1998TIII;5.352,5
Varones;Total;Inactivos;1998TII;5.423,0
Varones;Total;Inactivos;1998TI;5.427,8
Varones;Total;Inactivos;1997TIV;5.384,4
Varones;Total;Inactivos;1997TIII;5.374,7
Varones;Total;Inactivos;1997TII;5.395,4
Varones;Total;Inactivos;1997TI;5.382,7
Varones;Total;Inactivos;1996TIV;5.329,8
Varones;Total;Inactivos;1996TIII;5.280,5
Varones;Total;Inactivos;1996TII;5.313,7
Varones;Total;Inactivos;1996TI;5.276,6
Varones;De 16 a 19 años;Población de 16 y más años;2001TIV;1.038,1
Varones;De 16 a 19 años;Población de 16 y más años;2001TIII;1.048,2
Varones;De 16 a 19 años;Población de 16 y más años;2001TII;1.058,3
Varones;De 16 a 19 años;Población de 16 y más años;2001TI;1.067,4
Varones;De 16 a 19 años;Población de 16 y más años;2000TIV;1.077,7
Varones;De 16 a 19 años;Población de 16 y más años;2000TIII;1.089,4
Varones;De 16 a 19 años;Población de 16 y más años;2000TII;1.101,0
Varones;De 16 a 19 años;Población de 16 y más años;2000TI;1.112,2
Varones;De 16 a 19 años;Población de 16 y más años;1999TIV;1.123,8
Varones;De 16 a 19 años;Población de 16 y más años;1999TIII;1.135,2
Varones;De 16 a 19 años;Población de 16 y más años;1999TII;1.147,3
Varones;De 16 a 19 años;Población de 16 y más años;1999TI;1.159,5
Varones;De 16 a 19 años;Población de 16 y más años;1998TIV;1.171,8
Varones;De 16 a 19 años;Población de 16 y más años;1998TIII;1.183,4
Varones;De 16 a 19 años;Población de 16 y más años;1998TII;1.194,9
Varones;De 16 a 19 años;Población de 16 y más años;1998TI;1.207,0
Varones;De 16 a 19 años;Población de 16 y más años;1997TIV;1.219,0
Varones;De 16 a 19 años;Población de 16 y más años;1997TIII;1.230,2
Varones;De 16 a 19 años;Población de 16 y más años;1997TII;1.241,7
Varones;De 16 a 19 años;Población de 16 y más años;1997TI;1.253,2
Varones;De 16 a 19 años;Población de 16 y más años;1996TIV;1.260,9
Varones;De 16 a 19 años;Población de 16 y más años;1996TIII;1.268,2
Varones;De 16 a 19 años;Población de 16 y más años;1996TII;1.275,8
Varones;De 16 a 19 años;Población de 16 y más años;1996TI;1.283,5
Varones;De 16 a 19 años;Activos;2001TIV;316,5
Varones;De 16 a 19 años;Activos;2001TIII;349,2
Varones;De 16 a 19 años;Activos;2001TII;311,0
Varones;De 16 a 19 años;Activos;2001TI;313,1
Varones;De 16 a 19 años;Activos;2000TIV;333,2
Varones;De 16 a 19 años;Activos;2000TIII;365,4
Varones;De 16 a 19 años;Activos;2000TII;319,7
Varones;De 16 a 19 años;Activos;2000TI;310,4
Varones;De 16 a 19 años;Activos;1999TIV;323,0
Varones;De 16 a 19 años;Activos;1999TIII;341,9
Varones;De 16 a 19 años;Activos;1999TII;317,4
Varones;De 16 a 19 años;Activos;1999TI;325,5
Varones;De 16 a 19 años;Activos;1998TIV;336,7
Varones;De 16 a 19 años;Activos;1998TIII;350,3
Varones;De 16 a 19 años;Activos;1998TII;328,6
Varones;De 16 a 19 años;Activos;1998TI;322,6
Varones;De 16 a 19 años;Activos;1997TIV;321,8
Varones;De 16 a 19 años;Activos;1997TIII;334,4
Varones;De 16 a 19 años;Activos;1997TII;326,8
Varones;De 16 a 19 años;Activos;1997TI;326,6
Varones;De 16 a 19 años;Activos;1996TIV;341,5
Varones;De 16 a 19 años;Activos;1996TIII;349,8
Varones;De 16 a 19 años;Activos;1996TII;329,1
Varones;De 16 a 19 años;Activos;1996TI;329,7
Varones;De 16 a 19 años;Ocupados;2001TIV;241,1
Varones;De 16 a 19 años;Ocupados;2001TIII;268,2
Varones;De 16 a 19 años;Ocupados;2001TII;235,8
Varones;De 16 a 19 años;Ocupados;2001TI;238,8
Varones;De 16 a 19 años;Ocupados;2000TIV;246,0
Varones;De 16 a 19 años;Ocupados;2000TIII;266,5
Varones;De 16 a 19 años;Ocupados;2000TII;229,2
Varones;De 16 a 19 años;Ocupados;2000TI;212,6
Varones;De 16 a 19 años;Ocupados;1999TIV;219,6
Varones;De 16 a 19 años;Ocupados;1999TIII;240,6
Varones;De 16 a 19 años;Ocupados;1999TII;216,0
Varones;De 16 a 19 años;Ocupados;1999TI;211,1
Varones;De 16 a 19 años;Ocupados;1998TIV;213,3
Varones;De 16 a 19 años;Ocupados;1998TIII;221,8
Varones;De 16 a 19 años;Ocupados;1998TII;204,0
Varones;De 16 a 19 años;Ocupados;1998TI;190,1
Varones;De 16 a 19 años;Ocupados;1997TIV;181,1
Varones;De 16 a 19 años;Ocupados;1997TIII;187,6
Varones;De 16 a 19 años;Ocupados;1997TII;180,2
Varones;De 16 a 19 años;Ocupados;1997TI;177,1
Varones;De 16 a 19 años;Ocupados;1996TIV;185,8
Varones;De 16 a 19 años;Ocupados;1996TIII;198,9
Varones;De 16 a 19 años;Ocupados;1996TII;179,8
Varones;De 16 a 19 años;Ocupados;1996TI;187,6
Varones;De 16 a 19 años;Parados;2001TIV;75,4
Varones;De 16 a 19 años;Parados;2001TIII;81,0
Varones;De 16 a 19 años;Parados;2001TII;75,2
Varones;De 16 a 19 años;Parados;2001TI;74,3
Varones;De 16 a 19 años;Parados;2000TIV;87,2
Varones;De 16 a 19 años;Parados;2000TIII;98,8
Varones;De 16 a 19 años;Parados;2000TII;90,5
Varones;De 16 a 19 años;Parados;2000TI;97,8
Varones;De 16 a 19 años;Parados;1999TIV;103,4
Varones;De 16 a 19 años;Parados;1999TIII;101,3
Varones;De 16 a 19 años;Parados;1999TII;101,3
Varones;De 16 a 19 años;Parados;1999TI;114,4
Varones;De 16 a 19 años;Parados;1998TIV;123,4
Varones;De 16 a 19 años;Parados;1998TIII;128,5
Varones;De 16 a 19 años;Parados;1998TII;124,6
Varones;De 16 a 19 años;Parados;1998TI;132,5
Varones;De 16 a 19 años;Parados;1997TIV;140,7
Varones;De 16 a 19 años;Parados;1997TIII;146,8
Varones;De 16 a 19 años;Parados;1997TII;146,6
Varones;De 16 a 19 años;Parados;1997TI;149,5
Varones;De 16 a 19 años;Parados;1996TIV;155,7
Varones;De 16 a 19 años;Parados;1996TIII;150,9
Varones;De 16 a 19 años;Parados;1996TII;149,3
Varones;De 16 a 19 años;Parados;1996TI;142,1
Varones;De 16 a 19 años;Parados que buscan primer empleo;2001TIV;32,5
Varones;De 16 a 19 años;Parados que buscan primer empleo;2001TIII;39,2
Varones;De 16 a 19 años;Parados que buscan primer empleo;2001TII;33,5
Varones;De 16 a 19 años;Parados que buscan primer empleo;2001TI;27,4
Varones;De 16 a 19 años;Parados que buscan primer empleo;2000TIV;39,0
Varones;De 16 a 19 años;Parados que buscan primer empleo;2000TIII;52,6
Varones;De 16 a 19 años;Parados que buscan primer empleo;2000TII;52,9
Varones;De 16 a 19 años;Parados que buscan primer empleo;2000TI;50,3
Varones;De 16 a 19 años;Parados que buscan primer empleo;1999TIV;54,0
Varones;De 16 a 19 años;Parados que buscan primer empleo;1999TIII;55,0
Varones;De 16 a 19 años;Parados que buscan primer empleo;1999TII;56,7
Varones;De 16 a 19 años;Parados que buscan primer empleo;1999TI;63,5
Varones;De 16 a 19 años;Parados que buscan primer empleo;1998TIV;72,8
Varones;De 16 a 19 años;Parados que buscan primer empleo;1998TIII;81,4
Varones;De 16 a 19 años;Parados que buscan primer empleo;1998TII;80,0
Varones;De 16 a 19 años;Parados que buscan primer empleo;1998TI;79,3
Varones;De 16 a 19 años;Parados que buscan primer empleo;1997TIV;88,2
Varones;De 16 a 19 años;Parados que buscan primer empleo;1997TIII;96,6
Varones;De 16 a 19 años;Parados que buscan primer empleo;1997TII;91,9
Varones;De 16 a 19 años;Parados que buscan primer empleo;1997TI;91,3
Varones;De 16 a 19 años;Parados que buscan primer empleo;1996TIV;96,2
Varones;De 16 a 19 años;Parados que buscan primer empleo;1996TIII;96,3
Varones;De 16 a 19 años;Parados que buscan primer empleo;1996TII;88,4
Varones;De 16 a 19 años;Parados que buscan primer empleo;1996TI;86,7
Varones;De 16 a 19 años;Inactivos;2001TIV;710,8
Varones;De 16 a 19 años;Inactivos;2001TIII;685,6
Varones;De 16 a 19 años;Inactivos;2001TII;726,0
Varones;De 16 a 19 años;Inactivos;2001TI;730,6
Varones;De 16 a 19 años;Inactivos;2000TIV;721,0
Varones;De 16 a 19 años;Inactivos;2000TIII;699,3
Varones;De 16 a 19 años;Inactivos;2000TII;749,4
Varones;De 16 a 19 años;Inactivos;2000TI;763,8
Varones;De 16 a 19 años;Inactivos;1999TIV;757,9
Varones;De 16 a 19 años;Inactivos;1999TIII;747,8
Varones;De 16 a 19 años;Inactivos;1999TII;784,1
Varones;De 16 a 19 años;Inactivos;1999TI;791,4
Varones;De 16 a 19 años;Inactivos;1998TIV;793,0
Varones;De 16 a 19 años;Inactivos;1998TIII;783,1
Varones;De 16 a 19 años;Inactivos;1998TII;814,1
Varones;De 16 a 19 años;Inactivos;1998TI;832,4
Varones;De 16 a 19 años;Inactivos;1997TIV;828,8
Varones;De 16 a 19 años;Inactivos;1997TIII;822,8
Varones;De 16 a 19 años;Inactivos;1997TII;845,8
Varones;De 16 a 19 años;Inactivos;1997TI;858,2
Varones;De 16 a 19 años;Inactivos;1996TIV;852,6
Varones;De 16 a 19 años;Inactivos;1996TIII;845,7
Varones;De 16 a 19 años;Inactivos;1996TII;870,2
Varones;De 16 a 19 años;Inactivos;1996TI;871,9
Varones;De 20 a 24 años;Población de 16 y más años;2001TIV;1.614,9
Varones;De 20 a 24 años;Población de 16 y más años;2001TIII;1.621,6
Varones;De 20 a 24 años;Población de 16 y más años;2001TII;1.628,3
Varones;De 20 a 24 años;Población de 16 y más años;2001TI;1.636,0
Varones;De 20 a 24 años;Población de 16 y más años;2000TIV;1.641,8
Varones;De 20 a 24 años;Población de 16 y más años;2000TIII;1.645,5
Varones;De 20 a 24 años;Población de 16 y más años;2000TII;1.649,2
Varones;De 20 a 24 años;Población de 16 y más años;2000TI;1.653,4
Varones;De 20 a 24 años;Población de 16 y más años;1999TIV;1.657,8
Varones;De 20 a 24 años;Población de 16 y más años;1999TIII;1.663,4
Varones;De 20 a 24 años;Población de 16 y más años;1999TII;1.668,2
Varones;De 20 a 24 años;Población de 16 y más años;1999TI;1.673,0
Varones;De 20 a 24 años;Población de 16 y más años;1998TIV;1.676,6
Varones;De 20 a 24 años;Población de 16 y más años;1998TIII;1.679,9
Varones;De 20 a 24 años;Población de 16 y más años;1998TII;1.683,4
Varones;De 20 a 24 años;Población de 16 y más años;1998TI;1.686,2
Varones;De 20 a 24 años;Población de 16 y más años;1997TIV;1.688,0
Varones;De 20 a 24 años;Población de 16 y más años;1997TIII;1.689,3
Varones;De 20 a 24 años;Población de 16 y más años;1997TII;1.690,4
Varones;De 20 a 24 años;Población de 16 y más años;1997TI;1.691,4
Varones;De 20 a 24 años;Población de 16 y más años;1996TIV;1.690,6
Varones;De 20 a 24 años;Población de 16 y más años;1996TIII;1.690,3
Varones;De 20 a 24 años;Población de 16 y más años;1996TII;1.689,7
Varones;De 20 a 24 años;Población de 16 y más años;1996TI;1.689,0
Varones;De 20 a 24 años;Activos;2001TIV;1.080,5
Varones;De 20 a 24 años;Activos;2001TIII;1.094,6
Varones;De 20 a 24 años;Activos;2001TII;1.055,3
Varones;De 20 a 24 años;Activos;2001TI;1.040,9
Varones;De 20 a 24 años;Activos;2000TIV;1.091,4
Varones;De 20 a 24 años;Activos;2000TIII;1.109,9
Varones;De 20 a 24 años;Activos;2000TII;1.048,8
Varones;De 20 a 24 años;Activos;2000TI;1.048,5
Varones;De 20 a 24 años;Activos;1999TIV;1.058,5
Varones;De 20 a 24 años;Activos;1999TIII;1.090,8
Varones;De 20 a 24 años;Activos;1999TII;1.053,6
Varones;De 20 a 24 años;Activos;1999TI;1.062,3
Varones;De 20 a 24 años;Activos;1998TIV;1.055,3
Varones;De 20 a 24 años;Activos;1998TIII;1.080,0
Varones;De 20 a 24 años;Activos;1998TII;1.040,2
Varones;De 20 a 24 años;Activos;1998TI;1.043,9
Varones;De 20 a 24 años;Activos;1997TIV;1.055,5
Varones;De 20 a 24 años;Activos;1997TIII;1.057,6
Varones;De 20 a 24 años;Activos;1997TII;1.042,4
Varones;De 20 a 24 años;Activos;1997TI;1.055,1
Varones;De 20 a 24 años;Activos;1996TIV;1.060,5
Varones;De 20 a 24 años;Activos;1996TIII;1.083,3
Varones;De 20 a 24 años;Activos;1996TII;1.058,5
Varones;De 20 a 24 años;Activos;1996TI;1.079,1
Varones;De 20 a 24 años;Ocupados;2001TIV;920,5
Varones;De 20 a 24 años;Ocupados;2001TIII;940,0
Varones;De 20 a 24 años;Ocupados;2001TII;906,2
Varones;De 20 a 24 años;Ocupados;2001TI;883,4
Varones;De 20 a 24 años;Ocupados;2000TIV;892,5
Varones;De 20 a 24 años;Ocupados;2000TIII;912,6
Varones;De 20 a 24 años;Ocupados;2000TII;872,5
Varones;De 20 a 24 años;Ocupados;2000TI;851,0
Varones;De 20 a 24 años;Ocupados;1999TIV;853,8
Varones;De 20 a 24 años;Ocupados;1999TIII;881,4
Varones;De 20 a 24 años;Ocupados;1999TII;842,2
Varones;De 20 a 24 años;Ocupados;1999TI;816,6
Varones;De 20 a 24 años;Ocupados;1998TIV;799,9
Varones;De 20 a 24 años;Ocupados;1998TIII;804,7
Varones;De 20 a 24 años;Ocupados;1998TII;763,2
Varones;De 20 a 24 años;Ocupados;1998TI;751,0
Varones;De 20 a 24 años;Ocupados;1997TIV;759,9
Varones;De 20 a 24 años;Ocupados;1997TIII;755,7
Varones;De 20 a 24 años;Ocupados;1997TII;727,9
Varones;De 20 a 24 años;Ocupados;1997TI;717,2
Varones;De 20 a 24 años;Ocupados;1996TIV;715,0
Varones;De 20 a 24 años;Ocupados;1996TIII;730,0
Varones;De 20 a 24 años;Ocupados;1996TII;701,2
Varones;De 20 a 24 años;Ocupados;1996TI;692,9
Varones;De 20 a 24 años;Parados;2001TIV;159,9
Varones;De 20 a 24 años;Parados;2001TIII;154,6
Varones;De 20 a 24 años;Parados;2001TII;149,1
Varones;De 20 a 24 años;Parados;2001TI;157,4
Varones;De 20 a 24 años;Parados;2000TIV;198,8
Varones;De 20 a 24 años;Parados;2000TIII;197,3
Varones;De 20 a 24 años;Parados;2000TII;176,2
Varones;De 20 a 24 años;Parados;2000TI;197,6
Varones;De 20 a 24 años;Parados;1999TIV;204,7
Varones;De 20 a 24 años;Parados;1999TIII;209,4
Varones;De 20 a 24 años;Parados;1999TII;211,4
Varones;De 20 a 24 años;Parados;1999TI;245,7
Varones;De 20 a 24 años;Parados;1998TIV;255,4
Varones;De 20 a 24 años;Parados;1998TIII;275,4
Varones;De 20 a 24 años;Parados;1998TII;277,0
Varones;De 20 a 24 años;Parados;1998TI;292,9
Varones;De 20 a 24 años;Parados;1997TIV;295,7
Varones;De 20 a 24 años;Parados;1997TIII;301,9
Varones;De 20 a 24 años;Parados;1997TII;314,5
Varones;De 20 a 24 años;Parados;1997TI;337,9
Varones;De 20 a 24 años;Parados;1996TIV;345,5
Varones;De 20 a 24 años;Parados;1996TIII;353,3
Varones;De 20 a 24 años;Parados;1996TII;357,3
Varones;De 20 a 24 años;Parados;1996TI;386,3
Varones;De 20 a 24 años;Parados que buscan primer empleo;2001TIV;37,6
Varones;De 20 a 24 años;Parados que buscan primer empleo;2001TIII;37,6
Varones;De 20 a 24 años;Parados que buscan primer empleo;2001TII;38,1
Varones;De 20 a 24 años;Parados que buscan primer empleo;2001TI;37,3
Varones;De 20 a 24 años;Parados que buscan primer empleo;2000TIV;63,0
Varones;De 20 a 24 años;Parados que buscan primer empleo;2000TIII;63,7
Varones;De 20 a 24 años;Parados que buscan primer empleo;2000TII;58,8
Varones;De 20 a 24 años;Parados que buscan primer empleo;2000TI;64,6
Varones;De 20 a 24 años;Parados que buscan primer empleo;1999TIV;69,0
Varones;De 20 a 24 años;Parados que buscan primer empleo;1999TIII;81,7
Varones;De 20 a 24 años;Parados que buscan primer empleo;1999TII;77,8
Varones;De 20 a 24 años;Parados que buscan primer empleo;1999TI;90,9
Varones;De 20 a 24 años;Parados que buscan primer empleo;1998TIV;102,9
Varones;De 20 a 24 años;Parados que buscan primer empleo;1998TIII;108,0
Varones;De 20 a 24 años;Parados que buscan primer empleo;1998TII;104,5
Varones;De 20 a 24 años;Parados que buscan primer empleo;1998TI;103,2
Varones;De 20 a 24 años;Parados que buscan primer empleo;1997TIV;108,8
Varones;De 20 a 24 años;Parados que buscan primer empleo;1997TIII;106,8
Varones;De 20 a 24 años;Parados que buscan primer empleo;1997TII;107,7
Varones;De 20 a 24 años;Parados que buscan primer empleo;1997TI;123,3
Varones;De 20 a 24 años;Parados que buscan primer empleo;1996TIV;128,2
Varones;De 20 a 24 años;Parados que buscan primer empleo;1996TIII;128,0
Varones;De 20 a 24 años;Parados que buscan primer empleo;1996TII;120,5
Varones;De 20 a 24 años;Parados que buscan primer empleo;1996TI;121,2
Varones;De 20 a 24 años;Inactivos;2001TIV;526,8
Varones;De 20 a 24 años;Inactivos;2001TIII;514,1
Varones;De 20 a 24 años;Inactivos;2001TII;556,4
Varones;De 20 a 24 años;Inactivos;2001TI;573,8
Varones;De 20 a 24 años;Inactivos;2000TIV;524,5
Varones;De 20 a 24 años;Inactivos;2000TIII;506,4
Varones;De 20 a 24 años;Inactivos;2000TII;561,1
Varones;De 20 a 24 años;Inactivos;2000TI;559,9
Varones;De 20 a 24 años;Inactivos;1999TIV;551,2
Varones;De 20 a 24 años;Inactivos;1999TIII;520,4
Varones;De 20 a 24 años;Inactivos;1999TII;557,2
Varones;De 20 a 24 años;Inactivos;1999TI;552,3
Varones;De 20 a 24 años;Inactivos;1998TIV;576,1
Varones;De 20 a 24 años;Inactivos;1998TIII;551,9
Varones;De 20 a 24 años;Inactivos;1998TII;585,4
Varones;De 20 a 24 años;Inactivos;1998TI;582,0
Varones;De 20 a 24 años;Inactivos;1997TIV;577,7
Varones;De 20 a 24 años;Inactivos;1997TIII;573,2
Varones;De 20 a 24 años;Inactivos;1997TII;585,1
Varones;De 20 a 24 años;Inactivos;1997TI;572,5
Varones;De 20 a 24 años;Inactivos;1996TIV;568,1
Varones;De 20 a 24 años;Inactivos;1996TIII;547,4
Varones;De 20 a 24 años;Inactivos;1996TII;571,5
Varones;De 20 a 24 años;Inactivos;1996TI;544,5
Varones;De 25 a 54 años;Población de 16 y más años;2001TIV;9.156,2
Varones;De 25 a 54 años;Población de 16 y más años;2001TIII;9.099,1
Varones;De 25 a 54 años;Población de 16 y más años;2001TII;9.042,0
Varones;De 25 a 54 años;Población de 16 y más años;2001TI;8.984,9
Varones;De 25 a 54 años;Población de 16 y más años;2000TIV;8.927,5
Varones;De 25 a 54 años;Población de 16 y más años;2000TIII;8.870,0
Varones;De 25 a 54 años;Población de 16 y más años;2000TII;8.812,5
Varones;De 25 a 54 años;Población de 16 y más años;2000TI;8.754,9
Varones;De 25 a 54 años;Población de 16 y más años;1999TIV;8.706,1
Varones;De 25 a 54 años;Población de 16 y más años;1999TIII;8.666,1
Varones;De 25 a 54 años;Población de 16 y más años;1999TII;8.626,1
Varones;De 25 a 54 años;Población de 16 y más años;1999TI;8.586,1
Varones;De 25 a 54 años;Población de 16 y más años;1998TIV;8.548,1
Varones;De 25 a 54 años;Población de 16 y más años;1998TIII;8.512,1
Varones;De 25 a 54 años;Población de 16 y más años;1998TII;8.476,2
Varones;De 25 a 54 años;Población de 16 y más años;1998TI;8.440,3
Varones;De 25 a 54 años;Población de 16 y más años;1997TIV;8.406,6
Varones;De 25 a 54 años;Población de 16 y más años;1997TIII;8.375,0
Varones;De 25 a 54 años;Población de 16 y más años;1997TII;8.343,5
Varones;De 25 a 54 años;Población de 16 y más años;1997TI;8.312,0
Varones;De 25 a 54 años;Población de 16 y más años;1996TIV;8.269,8
Varones;De 25 a 54 años;Población de 16 y más años;1996TIII;8.227,6
Varones;De 25 a 54 años;Población de 16 y más años;1996TII;8.185,4
Varones;De 25 a 54 años;Población de 16 y más años;1996TI;8.143,2
Varones;De 25 a 54 años;Activos;2001TIV;8.402,4
Varones;De 25 a 54 años;Activos;2001TIII;8.339,4
Varones;De 25 a 54 años;Activos;2001TII;8.291,9
Varones;De 25 a 54 años;Activos;2001TI;8.221,2
Varones;De 25 a 54 años;Activos;2000TIV;8.298,0
Varones;De 25 a 54 años;Activos;2000TIII;8.233,8
Varones;De 25 a 54 años;Activos;2000TII;8.190,1
Varones;De 25 a 54 años;Activos;2000TI;8.139,0
Varones;De 25 a 54 años;Activos;1999TIV;8.086,6
Varones;De 25 a 54 años;Activos;1999TIII;8.048,4
Varones;De 25 a 54 años;Activos;1999TII;7.989,5
Varones;De 25 a 54 años;Activos;1999TI;7.949,2
Varones;De 25 a 54 años;Activos;1998TIV;7.951,2
Varones;De 25 a 54 años;Activos;1998TIII;7.901,9
Varones;De 25 a 54 años;Activos;1998TII;7.846,9
Varones;De 25 a 54 años;Activos;1998TI;7.812,0
Varones;De 25 a 54 años;Activos;1997TIV;7.790,1
Varones;De 25 a 54 años;Activos;1997TIII;7.756,6
Varones;De 25 a 54 años;Activos;1997TII;7.728,0
Varones;De 25 a 54 años;Activos;1997TI;7.701,3
Varones;De 25 a 54 años;Activos;1996TIV;7.672,0
Varones;De 25 a 54 años;Activos;1996TIII;7.635,8
Varones;De 25 a 54 años;Activos;1996TII;7.591,2
Varones;De 25 a 54 años;Activos;1996TI;7.544,4
Varones;De 25 a 54 años;Ocupados;2001TIV;7.861,8
Varones;De 25 a 54 años;Ocupados;2001TIII;7.833,9
Varones;De 25 a 54 años;Ocupados;2001TII;7.780,9
Varones;De 25 a 54 años;Ocupados;2001TI;7.666,2
Varones;De 25 a 54 años;Ocupados;2000TIV;7.656,4
Varones;De 25 a 54 años;Ocupados;2000TIII;7.619,1
Varones;De 25 a 54 años;Ocupados;2000TII;7.545,1
Varones;De 25 a 54 años;Ocupados;2000TI;7.441,2
Varones;De 25 a 54 años;Ocupados;1999TIV;7.380,1
Varones;De 25 a 54 años;Ocupados;1999TIII;7.360,6
Varones;De 25 a 54 años;Ocupados;1999TII;7.274,1
Varones;De 25 a 54 años;Ocupados;1999TI;7.137,1
Varones;De 25 a 54 años;Ocupados;1998TIV;7.092,4
Varones;De 25 a 54 años;Ocupados;1998TIII;7.033,2
Varones;De 25 a 54 años;Ocupados;1998TII;6.936,0
Varones;De 25 a 54 años;Ocupados;1998TI;6.826,7
Varones;De 25 a 54 años;Ocupados;1997TIV;6.772,5
Varones;De 25 a 54 años;Ocupados;1997TIII;6.748,4
Varones;De 25 a 54 años;Ocupados;1997TII;6.655,9
Varones;De 25 a 54 años;Ocupados;1997TI;6.599,1
Varones;De 25 a 54 años;Ocupados;1996TIV;6.564,5
Varones;De 25 a 54 años;Ocupados;1996TIII;6.543,5
Varones;De 25 a 54 años;Ocupados;1996TII;6.439,3
Varones;De 25 a 54 años;Ocupados;1996TI;6.346,0
Varones;De 25 a 54 años;Parados;2001TIV;540,6
Varones;De 25 a 54 años;Parados;2001TIII;505,4
Varones;De 25 a 54 años;Parados;2001TII;511,0
Varones;De 25 a 54 años;Parados;2001TI;555,0
Varones;De 25 a 54 años;Parados;2000TIV;641,6
Varones;De 25 a 54 años;Parados;2000TIII;614,6
Varones;De 25 a 54 años;Parados;2000TII;645,0
Varones;De 25 a 54 años;Parados;2000TI;697,8
Varones;De 25 a 54 años;Parados;1999TIV;706,5
Varones;De 25 a 54 años;Parados;1999TIII;687,7
Varones;De 25 a 54 años;Parados;1999TII;715,4
Varones;De 25 a 54 años;Parados;1999TI;812,1
Varones;De 25 a 54 años;Parados;1998TIV;858,8
Varones;De 25 a 54 años;Parados;1998TIII;868,7
Varones;De 25 a 54 años;Parados;1998TII;910,9
Varones;De 25 a 54 años;Parados;1998TI;985,3
Varones;De 25 a 54 años;Parados;1997TIV;1.017,6
Varones;De 25 a 54 años;Parados;1997TIII;1.008,2
Varones;De 25 a 54 años;Parados;1997TII;1.072,1
Varones;De 25 a 54 años;Parados;1997TI;1.102,3
Varones;De 25 a 54 años;Parados;1996TIV;1.107,5
Varones;De 25 a 54 años;Parados;1996TIII;1.092,3
Varones;De 25 a 54 años;Parados;1996TII;1.151,9
Varones;De 25 a 54 años;Parados;1996TI;1.198,4
Varones;De 25 a 54 años;Parados que buscan primer empleo;2001TIV;38,7
Varones;De 25 a 54 años;Parados que buscan primer empleo;2001TIII;39,9
Varones;De 25 a 54 años;Parados que buscan primer empleo;2001TII;37,1
Varones;De 25 a 54 años;Parados que buscan primer empleo;2001TI;41,2
Varones;De 25 a 54 años;Parados que buscan primer empleo;2000TIV;59,4
Varones;De 25 a 54 años;Parados que buscan primer empleo;2000TIII;56,1
Varones;De 25 a 54 años;Parados que buscan primer empleo;2000TII;58,5
Varones;De 25 a 54 años;Parados que buscan primer empleo;2000TI;70,5
Varones;De 25 a 54 años;Parados que buscan primer empleo;1999TIV;72,1
Varones;De 25 a 54 años;Parados que buscan primer empleo;1999TIII;65,8
Varones;De 25 a 54 años;Parados que buscan primer empleo;1999TII;68,2
Varones;De 25 a 54 años;Parados que buscan primer empleo;1999TI;75,5
Varones;De 25 a 54 años;Parados que buscan primer empleo;1998TIV;90,6
Varones;De 25 a 54 años;Parados que buscan primer empleo;1998TIII;94,1
Varones;De 25 a 54 años;Parados que buscan primer empleo;1998TII;79,9
Varones;De 25 a 54 años;Parados que buscan primer empleo;1998TI;88,7
Varones;De 25 a 54 años;Parados que buscan primer empleo;1997TIV;87,6
Varones;De 25 a 54 años;Parados que buscan primer empleo;1997TIII;89,4
Varones;De 25 a 54 años;Parados que buscan primer empleo;1997TII;87,8
Varones;De 25 a 54 años;Parados que buscan primer empleo;1997TI;83,5
Varones;De 25 a 54 años;Parados que buscan primer empleo;1996TIV;84,1
Varones;De 25 a 54 años;Parados que buscan primer empleo;1996TIII;86,9
Varones;De 25 a 54 años;Parados que buscan primer empleo;1996TII;82,8
Varones;De 25 a 54 años;Parados que buscan primer empleo;1996TI;88,4
Varones;De 25 a 54 años;Inactivos;2001TIV;749,5
Varones;De 25 a 54 años;Inactivos;2001TIII;753,0
Varones;De 25 a 54 años;Inactivos;2001TII;741,8
Varones;De 25 a 54 años;Inactivos;2001TI;752,6
Varones;De 25 a 54 años;Inactivos;2000TIV;616,4
Varones;De 25 a 54 años;Inactivos;2000TIII;619,4
Varones;De 25 a 54 años;Inactivos;2000TII;603,1
Varones;De 25 a 54 años;Inactivos;2000TI;595,9
Varones;De 25 a 54 años;Inactivos;1999TIV;602,2
Varones;De 25 a 54 años;Inactivos;1999TIII;601,3
Varones;De 25 a 54 años;Inactivos;1999TII;615,5
Varones;De 25 a 54 años;Inactivos;1999TI;616,6
Varones;De 25 a 54 años;Inactivos;1998TIV;587,4
Varones;De 25 a 54 años;Inactivos;1998TIII;600,0
Varones;De 25 a 54 años;Inactivos;1998TII;613,4
Varones;De 25 a 54 años;Inactivos;1998TI;613,0
Varones;De 25 a 54 años;Inactivos;1997TIV;599,5
Varones;De 25 a 54 años;Inactivos;1997TIII;602,9
Varones;De 25 a 54 años;Inactivos;1997TII;600,7
Varones;De 25 a 54 años;Inactivos;1997TI;594,0
