Sexo;Grupos de edad (4);Relación con la actividad económica;Periodo;Total
Ambos sexos;De 20 a 24 años;Inactivos;2000TIV;1.190,2
Ambos sexos;De 20 a 24 años;Inactivos;2000TIII;1.165,4
Ambos sexos;De 20 a 24 años;Inactivos;2000TII;1.247,3
Ambos sexos;De 20 a 24 años;Inactivos;2000TI;1.239,6
Ambos sexos;De 20 a 24 años;Inactivos;1999TIV;1.223,8
Ambos sexos;De 20 a 24 años;Inactivos;1999TIII;1.199,4
Ambos sexos;De 20 a 24 años;Inactivos;1999TII;1.276,2
Ambos sexos;De 20 a 24 años;Inactivos;1999TI;1.266,0
Ambos sexos;De 20 a 24 años;Inactivos;1998TIV;1.272,9
Ambos sexos;De 20 a 24 años;Inactivos;1998TIII;1.246,0
Ambos sexos;De 20 a 24 años;Inactivos;1998TII;1.310,2
Ambos sexos;De 20 a 24 años;Inactivos;1998TI;1.301,8
Ambos sexos;De 20 a 24 años;Inactivos;1997TIV;1.273,3
Ambos sexos;De 20 a 24 años;Inactivos;1997TIII;1.268,6
Ambos sexos;De 20 a 24 años;Inactivos;1997TII;1.315,0
Ambos sexos;De 20 a 24 años;Inactivos;1997TI;1.285,5
Ambos sexos;De 20 a 24 años;Inactivos;1996TIV;1.271,7
Ambos sexos;De 20 a 24 años;Inactivos;1996TIII;1.238,2
Ambos sexos;De 20 a 24 años;Inactivos;1996TII;1.290,1
Ambos sexos;De 20 a 24 años;Inactivos;1996TI;1.241,1
Ambos sexos;De 25 a 54 años;Población de 16 y más años;2001TIV;18.198,5
Ambos sexos;De 25 a 54 años;Población de 16 y más años;2001TIII;18.091,8
Ambos sexos;De 25 a 54 años;Población de 16 y más años;2001TII;17.985,0
Ambos sexos;De 25 a 54 años;Población de 16 y más años;2001TI;17.878,3
Ambos sexos;De 25 a 54 años;Población de 16 y más años;2000TIV;17.771,3
Ambos sexos;De 25 a 54 años;Población de 16 y más años;2000TIII;17.664,0
Ambos sexos;De 25 a 54 años;Población de 16 y más años;2000TII;17.556,7
Ambos sexos;De 25 a 54 años;Población de 16 y más años;2000TI;17.449,4
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1999TIV;17.356,6
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1999TIII;17.278,3
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1999TII;17.200,0
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1999TI;17.121,7
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1998TIV;17.047,1
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1998TIII;16.976,1
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1998TII;16.905,1
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1998TI;16.834,2
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1997TIV;16.767,7
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1997TIII;16.705,7
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1997TII;16.643,7
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1997TI;16.581,8
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1996TIV;16.498,2
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1996TIII;16.414,5
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1996TII;16.330,9
Ambos sexos;De 25 a 54 años;Población de 16 y más años;1996TI;16.247,3
Ambos sexos;De 25 a 54 años;Activos;2001TIV;14.012,2
Ambos sexos;De 25 a 54 años;Activos;2001TIII;13.836,5
Ambos sexos;De 25 a 54 años;Activos;2001TII;13.733,8
Ambos sexos;De 25 a 54 años;Activos;2001TI;13.652,2
Ambos sexos;De 25 a 54 años;Activos;2000TIV;13.904,6
Ambos sexos;De 25 a 54 años;Activos;2000TIII;13.751,4
Ambos sexos;De 25 a 54 años;Activos;2000TII;13.667,3
Ambos sexos;De 25 a 54 años;Activos;2000TI;13.569,4
Ambos sexos;De 25 a 54 años;Activos;1999TIV;13.428,4
Ambos sexos;De 25 a 54 años;Activos;1999TIII;13.263,3
Ambos sexos;De 25 a 54 años;Activos;1999TII;13.167,0
Ambos sexos;De 25 a 54 años;Activos;1999TI;13.059,3
Ambos sexos;De 25 a 54 años;Activos;1998TIV;13.044,8
Ambos sexos;De 25 a 54 años;Activos;1998TIII;12.942,4
Ambos sexos;De 25 a 54 años;Activos;1998TII;12.843,0
Ambos sexos;De 25 a 54 años;Activos;1998TI;12.786,4
Ambos sexos;De 25 a 54 años;Activos;1997TIV;12.748,8
Ambos sexos;De 25 a 54 años;Activos;1997TIII;12.659,9
Ambos sexos;De 25 a 54 años;Activos;1997TII;12.605,1
Ambos sexos;De 25 a 54 años;Activos;1997TI;12.523,4
Ambos sexos;De 25 a 54 años;Activos;1996TIV;12.453,6
Ambos sexos;De 25 a 54 años;Activos;1996TIII;12.346,1
Ambos sexos;De 25 a 54 años;Activos;1996TII;12.253,4
Ambos sexos;De 25 a 54 años;Activos;1996TI;12.142,2
Ambos sexos;De 25 a 54 años;Ocupados;2001TIV;12.704,1
Ambos sexos;De 25 a 54 años;Ocupados;2001TIII;12.600,8
Ambos sexos;De 25 a 54 años;Ocupados;2001TII;12.484,1
Ambos sexos;De 25 a 54 años;Ocupados;2001TI;12.326,9
Ambos sexos;De 25 a 54 años;Ocupados;2000TIV;12.259,9
Ambos sexos;De 25 a 54 años;Ocupados;2000TIII;12.104,6
Ambos sexos;De 25 a 54 años;Ocupados;2000TII;11.996,5
Ambos sexos;De 25 a 54 años;Ocupados;2000TI;11.798,6
Ambos sexos;De 25 a 54 años;Ocupados;1999TIV;11.629,7
Ambos sexos;De 25 a 54 años;Ocupados;1999TIII;11.487,9
Ambos sexos;De 25 a 54 años;Ocupados;1999TII;11.371,6
Ambos sexos;De 25 a 54 años;Ocupados;1999TI;11.115,7
Ambos sexos;De 25 a 54 años;Ocupados;1998TIV;10.972,1
Ambos sexos;De 25 a 54 años;Ocupados;1998TIII;10.841,4
Ambos sexos;De 25 a 54 años;Ocupados;1998TII;10.711,0
Ambos sexos;De 25 a 54 años;Ocupados;1998TI;10.588,8
Ambos sexos;De 25 a 54 años;Ocupados;1997TIV;10.479,5
Ambos sexos;De 25 a 54 años;Ocupados;1997TIII;10.398,5
Ambos sexos;De 25 a 54 años;Ocupados;1997TII;10.295,6
Ambos sexos;De 25 a 54 años;Ocupados;1997TI;10.178,5
Ambos sexos;De 25 a 54 años;Ocupados;1996TIV;10.100,8
Ambos sexos;De 25 a 54 años;Ocupados;1996TIII;10.017,4
Ambos sexos;De 25 a 54 años;Ocupados;1996TII;9.855,2
Ambos sexos;De 25 a 54 años;Ocupados;1996TI;9.701,9
Ambos sexos;De 25 a 54 años;Parados;2001TIV;1.308,1
Ambos sexos;De 25 a 54 años;Parados;2001TIII;1.235,8
Ambos sexos;De 25 a 54 años;Parados;2001TII;1.249,6
Ambos sexos;De 25 a 54 años;Parados;2001TI;1.325,3
Ambos sexos;De 25 a 54 años;Parados;2000TIV;1.644,8
Ambos sexos;De 25 a 54 años;Parados;2000TIII;1.646,7
Ambos sexos;De 25 a 54 años;Parados;2000TII;1.670,8
Ambos sexos;De 25 a 54 años;Parados;2000TI;1.770,8
Ambos sexos;De 25 a 54 años;Parados;1999TIV;1.798,7
Ambos sexos;De 25 a 54 años;Parados;1999TIII;1.775,4
Ambos sexos;De 25 a 54 años;Parados;1999TII;1.795,4
Ambos sexos;De 25 a 54 años;Parados;1999TI;1.943,6
Ambos sexos;De 25 a 54 años;Parados;1998TIV;2.072,7
Ambos sexos;De 25 a 54 años;Parados;1998TIII;2.101,0
Ambos sexos;De 25 a 54 años;Parados;1998TII;2.132,0
Ambos sexos;De 25 a 54 años;Parados;1998TI;2.197,6
Ambos sexos;De 25 a 54 años;Parados;1997TIV;2.269,3
Ambos sexos;De 25 a 54 años;Parados;1997TIII;2.261,4
Ambos sexos;De 25 a 54 años;Parados;1997TII;2.309,5
Ambos sexos;De 25 a 54 años;Parados;1997TI;2.344,9
Ambos sexos;De 25 a 54 años;Parados;1996TIV;2.352,9
Ambos sexos;De 25 a 54 años;Parados;1996TIII;2.328,8
Ambos sexos;De 25 a 54 años;Parados;1996TII;2.398,2
Ambos sexos;De 25 a 54 años;Parados;1996TI;2.440,4
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;2001TIV;145,2
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;2001TIII;143,8
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;2001TII;136,5
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;2001TI;139,2
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;2000TIV;215,4
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;2000TIII;232,7
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;2000TII;230,3
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;2000TI;247,8
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1999TIV;267,6
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1999TIII;262,6
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1999TII;263,7
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1999TI;284,3
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1998TIV;321,6
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1998TIII;330,4
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1998TII;297,9
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1998TI;306,2
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1997TIV;317,6
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1997TIII;313,2
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1997TII;310,5
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1997TI;296,0
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1996TIV;300,7
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1996TIII;299,2
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1996TII;289,1
Ambos sexos;De 25 a 54 años;Parados que buscan primer empleo;1996TI;300,8
Ambos sexos;De 25 a 54 años;Inactivos;2001TIV;4.182,1
Ambos sexos;De 25 a 54 años;Inactivos;2001TIII;4.248,5
Ambos sexos;De 25 a 54 años;Inactivos;2001TII;4.243,0
Ambos sexos;De 25 a 54 años;Inactivos;2001TI;4.215,1
Ambos sexos;De 25 a 54 años;Inactivos;2000TIV;3.853,5
Ambos sexos;De 25 a 54 años;Inactivos;2000TIII;3.895,7
Ambos sexos;De 25 a 54 años;Inactivos;2000TII;3.870,2
Ambos sexos;De 25 a 54 años;Inactivos;2000TI;3.859,8
Ambos sexos;De 25 a 54 años;Inactivos;1999TIV;3.910,8
Ambos sexos;De 25 a 54 años;Inactivos;1999TIII;3.998,5
Ambos sexos;De 25 a 54 años;Inactivos;1999TII;4.011,9
Ambos sexos;De 25 a 54 años;Inactivos;1999TI;4.042,1
Ambos sexos;De 25 a 54 años;Inactivos;1998TIV;3.992,8
Ambos sexos;De 25 a 54 años;Inactivos;1998TIII;4.023,5
Ambos sexos;De 25 a 54 años;Inactivos;1998TII;4.046,2
Ambos sexos;De 25 a 54 años;Inactivos;1998TI;4.032,5
Ambos sexos;De 25 a 54 años;Inactivos;1997TIV;4.001,9
Ambos sexos;De 25 a 54 años;Inactivos;1997TIII;4.030,2
Ambos sexos;De 25 a 54 años;Inactivos;1997TII;4.023,8
Ambos sexos;De 25 a 54 años;Inactivos;1997TI;4.041,8
Ambos sexos;De 25 a 54 años;Inactivos;1996TIV;4.028,0
Ambos sexos;De 25 a 54 años;Inactivos;1996TIII;4.048,8
Ambos sexos;De 25 a 54 años;Inactivos;1996TII;4.059,7
Ambos sexos;De 25 a 54 años;Inactivos;1996TI;4.089,7
Ambos sexos;De 55 y más años;Población de 16 y más años;2001TIV;10.864,9
Ambos sexos;De 55 y más años;Población de 16 y más años;2001TIII;10.818,9
Ambos sexos;De 55 y más años;Población de 16 y más años;2001TII;10.773,0
Ambos sexos;De 55 y más años;Población de 16 y más años;2001TI;10.727,0
Ambos sexos;De 55 y más años;Población de 16 y más años;2000TIV;10.683,4
Ambos sexos;De 55 y más años;Población de 16 y más años;2000TIII;10.642,3
Ambos sexos;De 55 y más años;Población de 16 y más años;2000TII;10.601,1
Ambos sexos;De 55 y más años;Población de 16 y más años;2000TI;10.559,9
Ambos sexos;De 55 y más años;Población de 16 y más años;1999TIV;10.519,9
Ambos sexos;De 55 y más años;Población de 16 y más años;1999TIII;10.481,0
Ambos sexos;De 55 y más años;Población de 16 y más años;1999TII;10.442,1
Ambos sexos;De 55 y más años;Población de 16 y más años;1999TI;10.403,1
Ambos sexos;De 55 y más años;Población de 16 y más años;1998TIV;10.367,1
Ambos sexos;De 55 y más años;Población de 16 y más años;1998TIII;10.333,8
Ambos sexos;De 55 y más años;Población de 16 y más años;1998TII;10.300,6
Ambos sexos;De 55 y más años;Población de 16 y más años;1998TI;10.267,4
Ambos sexos;De 55 y más años;Población de 16 y más años;1997TIV;10.234,6
Ambos sexos;De 55 y más años;Población de 16 y más años;1997TIII;10.202,4
Ambos sexos;De 55 y más años;Población de 16 y más años;1997TII;10.170,1
Ambos sexos;De 55 y más años;Población de 16 y más años;1997TI;10.137,9
Ambos sexos;De 55 y más años;Población de 16 y más años;1996TIV;10.102,0
Ambos sexos;De 55 y más años;Población de 16 y más años;1996TIII;10.066,1
Ambos sexos;De 55 y más años;Población de 16 y más años;1996TII;10.030,2
Ambos sexos;De 55 y más años;Población de 16 y más años;1996TI;9.994,3
Ambos sexos;De 55 y más años;Activos;2001TIV;1.834,4
Ambos sexos;De 55 y más años;Activos;2001TIII;1.806,0
Ambos sexos;De 55 y más años;Activos;2001TII;1.793,8
Ambos sexos;De 55 y más años;Activos;2001TI;1.774,0
Ambos sexos;De 55 y más años;Activos;2000TIV;1.781,6
Ambos sexos;De 55 y más años;Activos;2000TIII;1.758,0
Ambos sexos;De 55 y más años;Activos;2000TII;1.736,7
Ambos sexos;De 55 y más años;Activos;2000TI;1.683,6
Ambos sexos;De 55 y más años;Activos;1999TIV;1.671,3
Ambos sexos;De 55 y más años;Activos;1999TIII;1.651,1
Ambos sexos;De 55 y más años;Activos;1999TII;1.645,1
Ambos sexos;De 55 y más años;Activos;1999TI;1.646,4
Ambos sexos;De 55 y más años;Activos;1998TIV;1.646,2
Ambos sexos;De 55 y más años;Activos;1998TIII;1.668,7
Ambos sexos;De 55 y más años;Activos;1998TII;1.661,8
Ambos sexos;De 55 y más años;Activos;1998TI;1.642,3
Ambos sexos;De 55 y más años;Activos;1997TIV;1.651,5
Ambos sexos;De 55 y más años;Activos;1997TIII;1.635,1
Ambos sexos;De 55 y más años;Activos;1997TII;1.632,2
Ambos sexos;De 55 y más años;Activos;1997TI;1.615,0
Ambos sexos;De 55 y más años;Activos;1996TIV;1.626,0
Ambos sexos;De 55 y más años;Activos;1996TIII;1.624,1
Ambos sexos;De 55 y más años;Activos;1996TII;1.628,4
Ambos sexos;De 55 y más años;Activos;1996TI;1.622,6
Ambos sexos;De 55 y más años;Ocupados;2001TIV;1.719,6
Ambos sexos;De 55 y más años;Ocupados;2001TIII;1.694,5
Ambos sexos;De 55 y más años;Ocupados;2001TII;1.685,3
Ambos sexos;De 55 y más años;Ocupados;2001TI;1.666,5
Ambos sexos;De 55 y más años;Ocupados;2000TIV;1.630,4
Ambos sexos;De 55 y más años;Ocupados;2000TIII;1.611,2
Ambos sexos;De 55 y más años;Ocupados;2000TII;1.575,1
Ambos sexos;De 55 y más años;Ocupados;2000TI;1.519,8
Ambos sexos;De 55 y más años;Ocupados;1999TIV;1.511,2
Ambos sexos;De 55 y más años;Ocupados;1999TIII;1.497,0
Ambos sexos;De 55 y más años;Ocupados;1999TII;1.496,4
Ambos sexos;De 55 y más años;Ocupados;1999TI;1.496,0
Ambos sexos;De 55 y más años;Ocupados;1998TIV;1.479,3
Ambos sexos;De 55 y más años;Ocupados;1998TIII;1.509,8
Ambos sexos;De 55 y más años;Ocupados;1998TII;1.499,7
Ambos sexos;De 55 y más años;Ocupados;1998TI;1.477,8
Ambos sexos;De 55 y más años;Ocupados;1997TIV;1.477,3
Ambos sexos;De 55 y más años;Ocupados;1997TIII;1.454,7
Ambos sexos;De 55 y más años;Ocupados;1997TII;1.453,7
Ambos sexos;De 55 y más años;Ocupados;1997TI;1.436,2
Ambos sexos;De 55 y más años;Ocupados;1996TIV;1.446,3
Ambos sexos;De 55 y más años;Ocupados;1996TIII;1.440,1
Ambos sexos;De 55 y más años;Ocupados;1996TII;1.451,0
Ambos sexos;De 55 y más años;Ocupados;1996TI;1.449,3
Ambos sexos;De 55 y más años;Parados;2001TIV;114,8
Ambos sexos;De 55 y más años;Parados;2001TIII;111,5
Ambos sexos;De 55 y más años;Parados;2001TII;108,4
Ambos sexos;De 55 y más años;Parados;2001TI;107,5
Ambos sexos;De 55 y más años;Parados;2000TIV;151,2
Ambos sexos;De 55 y más años;Parados;2000TIII;146,8
Ambos sexos;De 55 y más años;Parados;2000TII;161,6
Ambos sexos;De 55 y más años;Parados;2000TI;163,8
Ambos sexos;De 55 y más años;Parados;1999TIV;160,1
Ambos sexos;De 55 y más años;Parados;1999TIII;154,1
Ambos sexos;De 55 y más años;Parados;1999TII;148,8
Ambos sexos;De 55 y más años;Parados;1999TI;150,4
Ambos sexos;De 55 y más años;Parados;1998TIV;166,9
Ambos sexos;De 55 y más años;Parados;1998TIII;159,0
Ambos sexos;De 55 y más años;Parados;1998TII;162,1
Ambos sexos;De 55 y más años;Parados;1998TI;164,5
Ambos sexos;De 55 y más años;Parados;1997TIV;174,3
Ambos sexos;De 55 y más años;Parados;1997TIII;180,4
Ambos sexos;De 55 y más años;Parados;1997TII;178,4
Ambos sexos;De 55 y más años;Parados;1997TI;178,8
Ambos sexos;De 55 y más años;Parados;1996TIV;179,6
Ambos sexos;De 55 y más años;Parados;1996TIII;183,9
Ambos sexos;De 55 y más años;Parados;1996TII;177,4
Ambos sexos;De 55 y más años;Parados;1996TI;173,2
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;2001TIV;2,5
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;2001TIII;2,6
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;2001TII;2,9
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;2001TI;1,0
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;2000TIV;3,3
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;2000TIII;2,4
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;2000TII;4,8
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;2000TI;4,0
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;1999TIV;4,8
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;1999TIII;4,0
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;1999TII;4,9
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;1999TI;4,1
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;1998TIV;5,0
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;1998TIII;4,9
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;1998TII;3,8
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;1998TI;4,5
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;1997TIV;3,6
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;1997TIII;3,2
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;1997TII;4,1
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;1997TI;3,4
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;1996TIV;3,7
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;1996TIII;4,8
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;1996TII;4,5
Ambos sexos;De 55 y más años;Parados que buscan primer empleo;1996TI;4,7
Ambos sexos;De 55 y más años;Inactivos;2001TIV;9.030,5
Ambos sexos;De 55 y más años;Inactivos;2001TIII;9.012,9
Ambos sexos;De 55 y más años;Inactivos;2001TII;8.979,2
Ambos sexos;De 55 y más años;Inactivos;2001TI;8.953,0
Ambos sexos;De 55 y más años;Inactivos;2000TIV;8.901,8
Ambos sexos;De 55 y más años;Inactivos;2000TIII;8.884,3
Ambos sexos;De 55 y más años;Inactivos;2000TII;8.864,4
Ambos sexos;De 55 y más años;Inactivos;2000TI;8.876,4
Ambos sexos;De 55 y más años;Inactivos;1999TIV;8.848,7
Ambos sexos;De 55 y más años;Inactivos;1999TIII;8.829,9
Ambos sexos;De 55 y más años;Inactivos;1999TII;8.797,0
Ambos sexos;De 55 y más años;Inactivos;1999TI;8.756,7
Ambos sexos;De 55 y más años;Inactivos;1998TIV;8.720,8
Ambos sexos;De 55 y más años;Inactivos;1998TIII;8.665,1
Ambos sexos;De 55 y más años;Inactivos;1998TII;8.638,8
Ambos sexos;De 55 y más años;Inactivos;1998TI;8.625,0
Ambos sexos;De 55 y más años;Inactivos;1997TIV;8.583,1
Ambos sexos;De 55 y más años;Inactivos;1997TIII;8.567,3
Ambos sexos;De 55 y más años;Inactivos;1997TII;8.538,0
Ambos sexos;De 55 y más años;Inactivos;1997TI;8.522,9
Ambos sexos;De 55 y más años;Inactivos;1996TIV;8.476,0
Ambos sexos;De 55 y más años;Inactivos;1996TIII;8.442,0
Ambos sexos;De 55 y más años;Inactivos;1996TII;8.401,9
Ambos sexos;De 55 y más años;Inactivos;1996TI;8.371,8
Varones;Total;Población de 16 y más años;2001TIV;16.670,2
Varones;Total;Población de 16 y más años;2001TIII;16.608,1
Varones;Total;Población de 16 y más años;2001TII;16.546,1
Varones;Total;Población de 16 y más años;2001TI;16.484,1
Varones;Total;Población de 16 y más años;2000TIV;16.422,3
Varones;Total;Población de 16 y más años;2000TIII;16.360,8
Varones;Total;Población de 16 y más años;2000TII;16.299,3
Varones;Total;Población de 16 y más años;2000TI;16.237,8
Varones;Total;Población de 16 y más años;1999TIV;16.186,3
Varones;Total;Población de 16 y más años;1999TIII;16.144,8
Varones;Total;Población de 16 y más años;1999TII;16.103,3
Varones;Total;Población de 16 y más años;1999TI;16.061,8
Varones;Total;Población de 16 y más años;1998TIV;16.022,7
Varones;Total;Población de 16 y más años;1998TIII;15.985,9
Varones;Total;Población de 16 y más años;1998TII;15.949,2
Varones;Total;Población de 16 y más años;1998TI;15.912,4
Varones;Total;Población de 16 y más años;1997TIV;15.876,8
Varones;Total;Población de 16 y más años;1997TIII;15.842,4
Varones;Total;Población de 16 y más años;1997TII;15.808,0
Varones;Total;Población de 16 y más años;1997TI;15.773,6
Varones;Total;Población de 16 y más años;1996TIV;15.718,9
Varones;Total;Población de 16 y más años;1996TIII;15.664,3
Varones;Total;Población de 16 y más años;1996TII;15.609,6
Varones;Total;Población de 16 y más años;1996TI;15.554,9
Varones;Total;Activos;2001TIV;11.093,1
Varones;Total;Activos;2001TIII;11.060,1
Varones;Total;Activos;2001TII;10.933,2
Varones;Total;Activos;2001TI;10.828,0
Varones;Total;Activos;2000TIV;10.982,9
Varones;Total;Activos;2000TIII;10.955,9
Varones;Total;Activos;2000TII;10.794,1
Varones;Total;Activos;2000TI;10.701,4
Varones;Total;Activos;1999TIV;10.662,8
Varones;Total;Activos;1999TIII;10.661,8
Varones;Total;Activos;1999TII;10.530,7
Varones;Total;Activos;1999TI;10.512,9
Varones;Total;Activos;1998TIV;10.520,1
Varones;Total;Activos;1998TIII;10.525,1
Varones;Total;Activos;1998TII;10.400,2
Varones;Total;Activos;1998TI;10.356,9
Varones;Total;Activos;1997TIV;10.352,3
Varones;Total;Activos;1997TIII;10.320,6
Varones;Total;Activos;1997TII;10.265,8
Varones;Total;Activos;1997TI;10.242,1
Varones;Total;Activos;1996TIV;10.243,8
Varones;Total;Activos;1996TIII;10.231,9
Varones;Total;Activos;1996TII;10.142,0
Varones;Total;Activos;1996TI;10.115,6
Varones;Total;Ocupados;2001TIV;10.247,4
Varones;Total;Ocupados;2001TIII;10.254,0
Varones;Total;Ocupados;2001TII;10.129,9
Varones;Total;Ocupados;2001TI;9.970,8
Varones;Total;Ocupados;2000TIV;9.962,9
Varones;Total;Ocupados;2000TIII;9.952,1
Varones;Total;Ocupados;2000TII;9.774,5
Varones;Total;Ocupados;2000TI;9.595,0
Varones;Total;Ocupados;1999TIV;9.539,6
Varones;Total;Ocupados;1999TIII;9.560,1
Varones;Total;Ocupados;1999TII;9.402,7
Varones;Total;Ocupados;1999TI;9.232,7
Varones;Total;Ocupados;1998TIV;9.167,0
Varones;Total;Ocupados;1998TIII;9.147,5
Varones;Total;Ocupados;1998TII;8.979,6
Varones;Total;Ocupados;1998TI;8.837,4
Varones;Total;Ocupados;1997TIV;8.780,5
Varones;Total;Ocupados;1997TIII;8.743,5
Varones;Total;Ocupados;1997TII;8.611,9
Varones;Total;Ocupados;1997TI;8.526,0
Varones;Total;Ocupados;1996TIV;8.508,0
Varones;Total;Ocupados;1996TIII;8.506,0
Varones;Total;Ocupados;1996TII;8.359,5
Varones;Total;Ocupados;1996TI;8.262,9
Varones;Total;Parados;2001TIV;845,7
Varones;Total;Parados;2001TIII;806,1
Varones;Total;Parados;2001TII;803,3
Varones;Total;Parados;2001TI;857,2
Varones;Total;Parados;2000TIV;1.020,0
Varones;Total;Parados;2000TIII;1.003,7
Varones;Total;Parados;2000TII;1.019,6
Varones;Total;Parados;2000TI;1.106,4
Varones;Total;Parados;1999TIV;1.123,2
Varones;Total;Parados;1999TIII;1.101,7
Varones;Total;Parados;1999TII;1.128,0
Varones;Total;Parados;1999TI;1.280,2
Varones;Total;Parados;1998TIV;1.353,1
Varones;Total;Parados;1998TIII;1.377,6
Varones;Total;Parados;1998TII;1.420,6
Varones;Total;Parados;1998TI;1.519,5
Varones;Total;Parados;1997TIV;1.571,7
Varones;Total;Parados;1997TIII;1.577,1
Varones;Total;Parados;1997TII;1.653,9
Varones;Total;Parados;1997TI;1.716,0
Varones;Total;Parados;1996TIV;1.735,7
Varones;Total;Parados;1996TIII;1.725,9
Varones;Total;Parados;1996TII;1.782,4
Varones;Total;Parados;1996TI;1.852,7
Varones;Total;Parados que buscan primer empleo;2001TIV;109,2
Varones;Total;Parados que buscan primer empleo;2001TIII;117,2
Varones;Total;Parados que buscan primer empleo;2001TII;109,2
Varones;Total;Parados que buscan primer empleo;2001TI;105,9
Varones;Total;Parados que buscan primer empleo;2000TIV;161,9
Varones;Total;Parados que buscan primer empleo;2000TIII;172,4
Varones;Total;Parados que buscan primer empleo;2000TII;171,3
Varones;Total;Parados que buscan primer empleo;2000TI;186,2
Varones;Total;Parados que buscan primer empleo;1999TIV;195,7
Varones;Total;Parados que buscan primer empleo;1999TIII;202,7
Varones;Total;Parados que buscan primer empleo;1999TII;202,8
Varones;Total;Parados que buscan primer empleo;1999TI;230,3
Varones;Total;Parados que buscan primer empleo;1998TIV;266,3
Varones;Total;Parados que buscan primer empleo;1998TIII;283,6
Varones;Total;Parados que buscan primer empleo;1998TII;264,6
Varones;Total;Parados que buscan primer empleo;1998TI;271,2
Varones;Total;Parados que buscan primer empleo;1997TIV;284,6
Varones;Total;Parados que buscan primer empleo;1997TIII;292,9
Varones;Total;Parados que buscan primer empleo;1997TII;287,4
Varones;Total;Parados que buscan primer empleo;1997TI;298,1
Varones;Total;Parados que buscan primer empleo;1996TIV;308,5
Varones;Total;Parados que buscan primer empleo;1996TIII;311,2
Varones;Total;Parados que buscan primer empleo;1996TII;291,7
Varones;Total;Parados que buscan primer empleo;1996TI;296,3
Varones;Total;Inactivos;2001TIV;5.554,3
Varones;Total;Inactivos;2001TIII;5.515,1
Varones;Total;Inactivos;2001TII;5.566,7
