Sexo;Ocupación;Situación profesional;Periodo;Total
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Asalariado sector privado;2002T3;149,1
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Asalariado sector privado;2002T2;149,5
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Asalariado sector privado;2002T1;150,2
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2010T4;0,1
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2010T3;..
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2010T2;..
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2010T1;..
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2009T4;0,2
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2009T3;..
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2009T2;0,1
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2009T1;..
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2008T4;..
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2008T3;..
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2008T2;..
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2008T1;0,1
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2007T4;..
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2007T3;..
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2007T2;..
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2007T1;..
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2006T4;..
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2006T3;..
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2006T2;0,4
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2006T1;1,8
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2005T4;2,3
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2005T3;0,4
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2005T2;..
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2005T1;..
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2004T4;..
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2004T3;0,1
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2004T2;0,5
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2004T1;0,9
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2003T4;0,6
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2003T3;1,2
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2003T2;0,3
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2003T1;0,4
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2002T4;0,7
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2002T3;1,3
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2002T2;0,7
Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria;Otra situación;2002T1;1,3
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2010T4;206,8
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2010T3;210,4
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2010T2;210,3
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2010T1;202,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2009T4;202,0
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2009T3;208,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2009T2;214,7
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2009T1;229,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2008T4;236,1
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2008T3;252,0
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2008T2;259,5
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2008T1;276,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2007T4;260,3
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2007T3;235,7
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2007T2;253,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2007T1;259,0
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2006T4;243,1
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2006T3;220,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2006T2;229,0
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2006T1;222,1
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2005T4;239,3
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2005T3;228,1
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2005T2;231,0
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2005T1;219,8
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2004T4;231,4
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2004T3;231,8
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2004T2;223,1
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2004T1;223,1
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2003T4;224,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2003T3;229,0
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2003T2;228,8
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2003T1;222,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2002T4;239,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2002T3;253,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2002T2;239,8
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2002T1;229,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2010T4;15,2
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2010T3;13,3
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2010T2;13,4
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2010T1;12,3
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2009T4;11,5
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2009T3;11,2
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2009T2;7,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2009T1;9,5
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2008T4;15,3
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2008T3;13,0
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2008T2;15,0
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2008T1;17,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2007T4;19,7
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2007T3;18,7
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2007T2;23,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2007T1;29,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2006T4;14,1
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2006T3;16,8
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2006T2;22,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2006T1;19,1
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2005T4;18,5
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2005T3;21,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2005T2;21,0
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2005T1;21,7
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2004T4;20,2
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2004T3;20,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2004T2;17,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2004T1;17,5
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2003T4;18,5
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2003T3;17,1
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2003T2;21,8
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2003T1;20,7
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2002T4;21,0
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2002T3;20,8
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2002T2;16,5
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Trabajador por cuenta propia;2002T1;19,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2010T4;2,5
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2010T3;2,7
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2010T2;2,1
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2010T1;2,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2009T4;1,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2009T3;1,7
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2009T2;2,7
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2009T1;2,1
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2008T4;1,3
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2008T3;1,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2008T2;3,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2008T1;2,4
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2007T4;3,0
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2007T3;3,2
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2007T2;3,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2007T1;5,5
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2006T4;1,7
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2006T3;2,4
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2006T2;1,2
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2006T1;2,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2005T4;3,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2005T3;4,1
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2005T2;3,4
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2005T1;3,3
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2004T4;1,8
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2004T3;1,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2004T2;1,8
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2004T1;1,3
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2003T4;1,4
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2003T3;1,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2003T2;1,2
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2003T1;1,1
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2002T4;0,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2002T3;3,4
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2002T2;1,2
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empleador;2002T1;1,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2010T4;8,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2010T3;7,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2010T2;8,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2010T1;6,3
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2009T4;5,8
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2009T3;5,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2009T2;3,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2009T1;4,5
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2008T4;10,0
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2008T3;8,2
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2008T2;8,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2008T1;11,2
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2007T4;12,7
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2007T3;12,0
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2007T2;13,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2007T1;16,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2006T4;7,3
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2006T3;7,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2006T2;12,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2006T1;10,3
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2005T4;9,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2005T3;10,8
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2005T2;10,0
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2005T1;12,5
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2004T4;12,3
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2004T3;12,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2004T2;9,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2004T1;10,5
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2003T4;10,5
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2003T3;9,7
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2003T2;13,1
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2003T1;12,7
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2002T4;12,7
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2002T3;10,8
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2002T2;9,5
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Empresario sin asalariados o trabajador independiente;2002T1;10,2
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2010T4;2,4
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2010T3;1,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2010T2;1,8
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2010T1;1,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2009T4;3,0
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2009T3;2,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2009T2;0,5
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2009T1;1,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2008T4;3,1
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2008T3;2,7
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2008T2;2,2
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2008T1;3,0
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2007T4;1,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2007T3;2,1
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2007T2;4,1
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2007T1;4,3
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2006T4;3,3
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2006T3;4,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2006T2;6,0
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2006T1;4,2
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2005T4;3,3
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2005T3;4,2
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2005T2;5,5
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2005T1;4,4
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2004T4;4,4
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2004T3;5,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2004T2;5,1
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2004T1;5,1
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2003T4;5,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2003T3;5,2
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2003T2;6,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2003T1;5,1
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2002T4;5,0
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2002T3;5,3
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2002T2;4,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Miembro de una cooperativa;2002T1;6,4
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2010T4;1,7
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2010T3;1,2
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2010T2;0,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2010T1;1,2
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2009T4;0,8
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2009T3;0,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2009T2;0,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2009T1;1,3
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2008T4;1,0
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2008T3;0,4
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2008T2;0,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2008T1;1,2
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2007T4;2,0
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2007T3;1,4
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2007T2;2,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2007T1;2,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2006T4;1,9
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2006T3;1,7
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2006T2;2,5
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2006T1;1,7
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2005T4;1,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2005T3;2,5
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2005T2;2,2
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2005T1;1,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2004T4;1,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2004T3;0,8
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2004T2;1,1
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2004T1;0,6
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2003T4;0,7
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2003T3;0,5
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2003T2;0,8
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2003T1;1,7
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2002T4;2,3
Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2002T3;1,2
