Sexo;Situación profesional;Periodo;Total
mujeres;empresario con o sin asalariados;1987TII;632,8
mujeres;empresario con o sin asalariados;1987TI;566,0
mujeres;empresario con o sin asalariados;1986TIV;555,6
mujeres;empresario con o sin asalariados;1986TIII;549,3
mujeres;empresario con o sin asalariados;1986TII;546,8
mujeres;empresario con o sin asalariados;1986TI;528,5
mujeres;empresario con o sin asalariados;1985TIV;533,8
mujeres;empresario con o sin asalariados;1985TIII;534,5
mujeres;empresario con o sin asalariados;1985TII;539,7
mujeres;empresario con o sin asalariados;1985TI;525,5
mujeres;empresario con o sin asalariados;1984TIV;517,1
mujeres;empresario con o sin asalariados;1984TIII;543,6
mujeres;empresario con o sin asalariados;1984TII;541,7
mujeres;empresario con o sin asalariados;1984TI;531,1
mujeres;empresario con o sin asalariados;1983TIV;536,2
mujeres;empresario con o sin asalariados;1983TIII;555,5
mujeres;empresario con o sin asalariados;1983TII;540,3
mujeres;empresario con o sin asalariados;1983TI;508,1
mujeres;empresario con o sin asalariados;1982TIV;501,8
mujeres;empresario con o sin asalariados;1982TIII;509,5
mujeres;empresario con o sin asalariados;1982TII;495,2
mujeres;empresario con o sin asalariados;1982TI;493,5
mujeres;empresario con o sin asalariados;1981TIV;495,1
mujeres;empresario con o sin asalariados;1981TIII;499,2
mujeres;empresario con o sin asalariados;1981TII;507,8
mujeres;empresario con o sin asalariados;1981TI;515,6
mujeres;empresario con o sin asalariados;1980TIV;519,5
mujeres;empresario con o sin asalariados;1980TIII;524,0
mujeres;empresario con o sin asalariados;1980TII;521,9
mujeres;empresario con o sin asalariados;1980TI;511,5
mujeres;empresario con o sin asalariados;1979TIV;508,8
mujeres;empresario con o sin asalariados;1979TIII;509,3
mujeres;empresario con o sin asalariados;1979TII;508,7
mujeres;empresario con o sin asalariados;1979TI;502,3
mujeres;empresario con o sin asalariados;1978TIV;507,7
mujeres;empresario con o sin asalariados;1978TIII;517,4
mujeres;empresario con o sin asalariados;1978TII;528,2
mujeres;empresario con o sin asalariados;1978TI;537,8
mujeres;empresario con o sin asalariados;1977TIV;547,1
mujeres;empresario con o sin asalariados;1977TIII;553,6
mujeres;empresario con o sin asalariados;1977TII;555,0
mujeres;empresario con o sin asalariados;1977TI;555,2
mujeres;empresario con o sin asalariados;1976TIV;558,8
mujeres;empresario con o sin asalariados;1976TIII;577,3
mujeres;miembro de cooperativa;1995TIV;26,5
mujeres;miembro de cooperativa;1995TIII;26,1
mujeres;miembro de cooperativa;1995TII;29,9
mujeres;miembro de cooperativa;1995TI;34,6
mujeres;miembro de cooperativa;1994TIV;33,2
mujeres;miembro de cooperativa;1994TIII;31,9
mujeres;miembro de cooperativa;1994TII;32,1
mujeres;miembro de cooperativa;1994TI;35,6
mujeres;miembro de cooperativa;1993TIV;43,7
mujeres;miembro de cooperativa;1993TIII;44,7
mujeres;miembro de cooperativa;1993TII;41,5
mujeres;miembro de cooperativa;1993TI;38,6
mujeres;miembro de cooperativa;1992TIV;25,5
mujeres;miembro de cooperativa;1992TIII;22,6
mujeres;miembro de cooperativa;1992TII;24,1
mujeres;miembro de cooperativa;1992TI;26,4
mujeres;miembro de cooperativa;1991TIV;24,4
mujeres;miembro de cooperativa;1991TIII;24,0
mujeres;miembro de cooperativa;1991TII;26,4
mujeres;miembro de cooperativa;1991TI;26,8
mujeres;miembro de cooperativa;1990TIV;20,8
mujeres;miembro de cooperativa;1990TIII;21,0
mujeres;miembro de cooperativa;1990TII;23,3
mujeres;miembro de cooperativa;1990TI;25,2
mujeres;miembro de cooperativa;1989TIV;24,9
mujeres;miembro de cooperativa;1989TIII;24,6
mujeres;miembro de cooperativa;1989TII;24,5
mujeres;miembro de cooperativa;1989TI;26,6
mujeres;miembro de cooperativa;1988TIV;21,1
mujeres;miembro de cooperativa;1988TIII;29,3
mujeres;miembro de cooperativa;1988TII;27,8
mujeres;miembro de cooperativa;1988TI;22,1
mujeres;miembro de cooperativa;1987TIV;18,5
mujeres;miembro de cooperativa;1987TIII;21,4
mujeres;miembro de cooperativa;1987TII;22,2
mujeres;miembro de cooperativa;1987TI;0,0
mujeres;miembro de cooperativa;1986TIV;0,0
mujeres;miembro de cooperativa;1986TIII;0,0
mujeres;miembro de cooperativa;1986TII;0,0
mujeres;miembro de cooperativa;1986TI;0,0
mujeres;miembro de cooperativa;1985TIV;0,0
mujeres;miembro de cooperativa;1985TIII;0,0
mujeres;miembro de cooperativa;1985TII;0,0
mujeres;miembro de cooperativa;1985TI;0,0
mujeres;miembro de cooperativa;1984TIV;0,0
mujeres;miembro de cooperativa;1984TIII;0,0
mujeres;miembro de cooperativa;1984TII;0,0
mujeres;miembro de cooperativa;1984TI;0,0
mujeres;miembro de cooperativa;1983TIV;0,0
mujeres;miembro de cooperativa;1983TIII;0,0
mujeres;miembro de cooperativa;1983TII;0,0
mujeres;miembro de cooperativa;1983TI;0,0
mujeres;miembro de cooperativa;1982TIV;0,0
mujeres;miembro de cooperativa;1982TIII;0,0
mujeres;miembro de cooperativa;1982TII;0,0
mujeres;miembro de cooperativa;1982TI;0,0
mujeres;miembro de cooperativa;1981TIV;0,0
mujeres;miembro de cooperativa;1981TIII;0,0
mujeres;miembro de cooperativa;1981TII;0,0
mujeres;miembro de cooperativa;1981TI;0,0
mujeres;miembro de cooperativa;1980TIV;0,0
mujeres;miembro de cooperativa;1980TIII;0,0
mujeres;miembro de cooperativa;1980TII;0,0
mujeres;miembro de cooperativa;1980TI;0,0
mujeres;miembro de cooperativa;1979TIV;0,0
mujeres;miembro de cooperativa;1979TIII;0,0
mujeres;miembro de cooperativa;1979TII;0,0
mujeres;miembro de cooperativa;1979TI;0,0
mujeres;miembro de cooperativa;1978TIV;0,0
mujeres;miembro de cooperativa;1978TIII;0,0
mujeres;miembro de cooperativa;1978TII;0,0
mujeres;miembro de cooperativa;1978TI;0,0
mujeres;miembro de cooperativa;1977TIV;0,0
mujeres;miembro de cooperativa;1977TIII;0,0
mujeres;miembro de cooperativa;1977TII;0,0
mujeres;miembro de cooperativa;1977TI;0,0
mujeres;miembro de cooperativa;1976TIV;0,0
mujeres;miembro de cooperativa;1976TIII;0,0
mujeres;ayuda familiar;1995TIV;284,6
mujeres;ayuda familiar;1995TIII;279,3
mujeres;ayuda familiar;1995TII;275,0
mujeres;ayuda familiar;1995TI;274,5
mujeres;ayuda familiar;1994TIV;292,2
mujeres;ayuda familiar;1994TIII;304,7
mujeres;ayuda familiar;1994TII;307,5
mujeres;ayuda familiar;1994TI;325,7
mujeres;ayuda familiar;1993TIV;328,6
mujeres;ayuda familiar;1993TIII;343,9
mujeres;ayuda familiar;1993TII;343,4
mujeres;ayuda familiar;1993TI;330,8
mujeres;ayuda familiar;1992TIV;352,3
mujeres;ayuda familiar;1992TIII;363,2
mujeres;ayuda familiar;1992TII;363,7
mujeres;ayuda familiar;1992TI;378,2
mujeres;ayuda familiar;1991TIV;381,3
mujeres;ayuda familiar;1991TIII;398,0
mujeres;ayuda familiar;1991TII;392,3
mujeres;ayuda familiar;1991TI;406,3
mujeres;ayuda familiar;1990TIV;418,7
mujeres;ayuda familiar;1990TIII;430,6
mujeres;ayuda familiar;1990TII;420,8
mujeres;ayuda familiar;1990TI;439,8
mujeres;ayuda familiar;1989TIV;445,5
mujeres;ayuda familiar;1989TIII;452,8
mujeres;ayuda familiar;1989TII;451,3
mujeres;ayuda familiar;1989TI;441,5
mujeres;ayuda familiar;1988TIV;450,0
mujeres;ayuda familiar;1988TIII;485,6
mujeres;ayuda familiar;1988TII;455,4
mujeres;ayuda familiar;1988TI;466,3
mujeres;ayuda familiar;1987TIV;471,1
mujeres;ayuda familiar;1987TIII;475,2
mujeres;ayuda familiar;1987TII;454,7
mujeres;ayuda familiar;1987TI;429,5
mujeres;ayuda familiar;1986TIV;442,7
mujeres;ayuda familiar;1986TIII;445,5
mujeres;ayuda familiar;1986TII;456,1
mujeres;ayuda familiar;1986TI;466,4
mujeres;ayuda familiar;1985TIV;505,3
mujeres;ayuda familiar;1985TIII;512,0
mujeres;ayuda familiar;1985TII;514,3
mujeres;ayuda familiar;1985TI;515,5
mujeres;ayuda familiar;1984TIV;532,5
mujeres;ayuda familiar;1984TIII;538,4
mujeres;ayuda familiar;1984TII;530,0
mujeres;ayuda familiar;1984TI;568,1
mujeres;ayuda familiar;1983TIV;595,8
mujeres;ayuda familiar;1983TIII;597,3
mujeres;ayuda familiar;1983TII;572,1
mujeres;ayuda familiar;1983TI;581,1
mujeres;ayuda familiar;1982TIV;591,7
mujeres;ayuda familiar;1982TIII;611,7
mujeres;ayuda familiar;1982TII;591,9
mujeres;ayuda familiar;1982TI;595,2
mujeres;ayuda familiar;1981TIV;617,5
mujeres;ayuda familiar;1981TIII;645,5
mujeres;ayuda familiar;1981TII;630,5
mujeres;ayuda familiar;1981TI;625,5
mujeres;ayuda familiar;1980TIV;649,4
mujeres;ayuda familiar;1980TIII;661,9
mujeres;ayuda familiar;1980TII;649,3
mujeres;ayuda familiar;1980TI;660,2
mujeres;ayuda familiar;1979TIV;687,2
mujeres;ayuda familiar;1979TIII;713,6
mujeres;ayuda familiar;1979TII;698,4
mujeres;ayuda familiar;1979TI;702,0
mujeres;ayuda familiar;1978TIV;706,7
mujeres;ayuda familiar;1978TIII;714,5
mujeres;ayuda familiar;1978TII;716,5
mujeres;ayuda familiar;1978TI;724,2
mujeres;ayuda familiar;1977TIV;735,9
mujeres;ayuda familiar;1977TIII;749,7
mujeres;ayuda familiar;1977TII;730,5
mujeres;ayuda familiar;1977TI;756,7
mujeres;ayuda familiar;1976TIV;780,7
mujeres;ayuda familiar;1976TIII;800,5
mujeres;asalariados sector público;1995TIV;960,5
mujeres;asalariados sector público;1995TIII;971,5
mujeres;asalariados sector público;1995TII;953,0
mujeres;asalariados sector público;1995TI;940,0
mujeres;asalariados sector público;1994TIV;929,3
mujeres;asalariados sector público;1994TIII;926,6
mujeres;asalariados sector público;1994TII;920,6
mujeres;asalariados sector público;1994TI;930,7
mujeres;asalariados sector público;1993TIV;933,4
mujeres;asalariados sector público;1993TIII;945,8
mujeres;asalariados sector público;1993TII;925,4
mujeres;asalariados sector público;1993TI;910,6
mujeres;asalariados sector público;1992TIV;920,4
mujeres;asalariados sector público;1992TIII;938,9
mujeres;asalariados sector público;1992TII;941,0
mujeres;asalariados sector público;1992TI;931,5
mujeres;asalariados sector público;1991TIV;932,9
mujeres;asalariados sector público;1991TIII;918,2
mujeres;asalariados sector público;1991TII;896,0
mujeres;asalariados sector público;1991TI;865,3
mujeres;asalariados sector público;1990TIV;852,4
mujeres;asalariados sector público;1990TIII;835,2
mujeres;asalariados sector público;1990TII;828,8
mujeres;asalariados sector público;1990TI;824,3
mujeres;asalariados sector público;1989TIV;817,4
mujeres;asalariados sector público;1989TIII;790,2
mujeres;asalariados sector público;1989TII;760,3
mujeres;asalariados sector público;1989TI;734,1
mujeres;asalariados sector público;1988TIV;716,7
mujeres;asalariados sector público;1988TIII;691,9
mujeres;asalariados sector público;1988TII;692,8
mujeres;asalariados sector público;1988TI;680,2
mujeres;asalariados sector público;1987TIV;671,0
mujeres;asalariados sector público;1987TIII;656,4
mujeres;asalariados sector público;1987TII;634,9
mujeres;asalariados sector público;1987TI;659,8
mujeres;asalariados sector público;1986TIV;676,2
mujeres;asalariados sector público;1986TIII;676,4
mujeres;asalariados sector público;1986TII;641,3
mujeres;asalariados sector público;1986TI;628,4
mujeres;asalariados sector público;1985TIV;613,4
mujeres;asalariados sector público;1985TIII;598,1
mujeres;asalariados sector público;1985TII;574,6
mujeres;asalariados sector público;1985TI;571,1
mujeres;asalariados sector público;1984TIV;575,3
mujeres;asalariados sector público;1984TIII;569,4
mujeres;asalariados sector público;1984TII;555,0
mujeres;asalariados sector público;1984TI;559,7
mujeres;asalariados sector público;1983TIV;562,3
mujeres;asalariados sector público;1983TIII;555,5
mujeres;asalariados sector público;1983TII;540,3
mujeres;asalariados sector público;1983TI;523,0
mujeres;asalariados sector público;1982TIV;517,5
mujeres;asalariados sector público;1982TIII;511,6
mujeres;asalariados sector público;1982TII;489,9
mujeres;asalariados sector público;1982TI;482,4
mujeres;asalariados sector público;1981TIV;460,2
mujeres;asalariados sector público;1981TIII;463,7
mujeres;asalariados sector público;1981TII;464,3
mujeres;asalariados sector público;1981TI;476,1
mujeres;asalariados sector público;1980TIV;469,1
mujeres;asalariados sector público;1980TIII;460,5
mujeres;asalariados sector público;1980TII;460,2
mujeres;asalariados sector público;1980TI;458,6
mujeres;asalariados sector público;1979TIV;441,3
mujeres;asalariados sector público;1979TIII;429,9
mujeres;asalariados sector público;1979TII;416,7
mujeres;asalariados sector público;1979TI;417,0
mujeres;asalariados sector público;1978TIV;422,1
mujeres;asalariados sector público;1978TIII;414,3
mujeres;asalariados sector público;1978TII;414,4
mujeres;asalariados sector público;1978TI;392,3
mujeres;asalariados sector público;1977TIV;381,2
mujeres;asalariados sector público;1977TIII;366,1
mujeres;asalariados sector público;1977TII;374,1
mujeres;asalariados sector público;1977TI;351,6
mujeres;asalariados sector público;1976TIV;354,3
mujeres;asalariados sector público;1976TIII;343,3
mujeres;asalariados sector privado;1995TIV;2.357,2
mujeres;asalariados sector privado;1995TIII;2.319,8
mujeres;asalariados sector privado;1995TII;2.313,2
mujeres;asalariados sector privado;1995TI;2.262,7
mujeres;asalariados sector privado;1994TIV;2.251,1
mujeres;asalariados sector privado;1994TIII;2.227,8
mujeres;asalariados sector privado;1994TII;2.203,0
mujeres;asalariados sector privado;1994TI;2.153,3
mujeres;asalariados sector privado;1993TIV;2.167,8
mujeres;asalariados sector privado;1993TIII;2.155,1
mujeres;asalariados sector privado;1993TII;2.151,3
mujeres;asalariados sector privado;1993TI;2.127,8
mujeres;asalariados sector privado;1992TIV;2.168,5
mujeres;asalariados sector privado;1992TIII;2.194,1
mujeres;asalariados sector privado;1992TII;2.189,0
mujeres;asalariados sector privado;1992TI;2.182,8
mujeres;asalariados sector privado;1991TIV;2.221,4
mujeres;asalariados sector privado;1991TIII;2.217,4
mujeres;asalariados sector privado;1991TII;2.222,4
mujeres;asalariados sector privado;1991TI;2.229,0
mujeres;asalariados sector privado;1990TIV;2.223,0
mujeres;asalariados sector privado;1990TIII;2.176,8
mujeres;asalariados sector privado;1990TII;2.155,1
mujeres;asalariados sector privado;1990TI;2.102,6
mujeres;asalariados sector privado;1989TIV;2.077,8
mujeres;asalariados sector privado;1989TIII;2.052,1
mujeres;asalariados sector privado;1989TII;2.025,1
mujeres;asalariados sector privado;1989TI;1.971,4
mujeres;asalariados sector privado;1988TIV;1.944,4
mujeres;asalariados sector privado;1988TIII;1.924,1
mujeres;asalariados sector privado;1988TII;1.866,5
mujeres;asalariados sector privado;1988TI;1.861,5
mujeres;asalariados sector privado;1987TIV;1.840,9
mujeres;asalariados sector privado;1987TIII;1.815,5
mujeres;asalariados sector privado;1987TII;1.714,0
mujeres;asalariados sector privado;1987TI;1.659,3
mujeres;asalariados sector privado;1986TIV;1.604,1
mujeres;asalariados sector privado;1986TIII;1.568,7
mujeres;asalariados sector privado;1986TII;1.556,3
mujeres;asalariados sector privado;1986TI;1.557,8
mujeres;asalariados sector privado;1985TIV;1.527,4
mujeres;asalariados sector privado;1985TIII;1.495,2
mujeres;asalariados sector privado;1985TII;1.516,7
mujeres;asalariados sector privado;1985TI;1.553,0
mujeres;asalariados sector privado;1984TIV;1.524,8
mujeres;asalariados sector privado;1984TIII;1.517,5
mujeres;asalariados sector privado;1984TII;1.549,3
mujeres;asalariados sector privado;1984TI;1.575,9
mujeres;asalariados sector privado;1983TIV;1.588,9
mujeres;asalariados sector privado;1983TIII;1.570,7
mujeres;asalariados sector privado;1983TII;1.587,5
mujeres;asalariados sector privado;1983TI;1.595,8
mujeres;asalariados sector privado;1982TIV;1.624,8
mujeres;asalariados sector privado;1982TIII;1.594,2
mujeres;asalariados sector privado;1982TII;1.610,2
mujeres;asalariados sector privado;1982TI;1.605,7
mujeres;asalariados sector privado;1981TIV;1.598,1
mujeres;asalariados sector privado;1981TIII;1.594,5
mujeres;asalariados sector privado;1981TII;1.614,6
mujeres;asalariados sector privado;1981TI;1.631,5
mujeres;asalariados sector privado;1980TIV;1.643,9
mujeres;asalariados sector privado;1980TIII;1.660,4
mujeres;asalariados sector privado;1980TII;1.711,1
mujeres;asalariados sector privado;1980TI;1.769,0
mujeres;asalariados sector privado;1979TIV;1.783,3
mujeres;asalariados sector privado;1979TIII;1.789,8
mujeres;asalariados sector privado;1979TII;1.814,9
mujeres;asalariados sector privado;1979TI;1.854,3
mujeres;asalariados sector privado;1978TIV;1.818,2
mujeres;asalariados sector privado;1978TIII;1.802,1
mujeres;asalariados sector privado;1978TII;1.823,0
mujeres;asalariados sector privado;1978TI;1.861,9
mujeres;asalariados sector privado;1977TIV;1.885,6
mujeres;asalariados sector privado;1977TIII;1.839,5
mujeres;asalariados sector privado;1977TII;1.847,2
mujeres;asalariados sector privado;1977TI;1.896,4
mujeres;asalariados sector privado;1976TIV;1.876,4
mujeres;asalariados sector privado;1976TIII;1.884,2
mujeres;otra situación;1995TIV;13,9
mujeres;otra situación;1995TIII;16,1
mujeres;otra situación;1995TII;13,7
mujeres;otra situación;1995TI;14,4
mujeres;otra situación;1994TIV;13,6
mujeres;otra situación;1994TIII;13,5
mujeres;otra situación;1994TII;13,2
mujeres;otra situación;1994TI;16,0
mujeres;otra situación;1993TIV;15,8
mujeres;otra situación;1993TIII;20,6
mujeres;otra situación;1993TII;37,1
mujeres;otra situación;1993TI;49,6
mujeres;otra situación;1992TIV;58,5
mujeres;otra situación;1992TIII;61,4
mujeres;otra situación;1992TII;56,8
mujeres;otra situación;1992TI;52,5
mujeres;otra situación;1991TIV;14,5
mujeres;otra situación;1991TIII;18,2
mujeres;otra situación;1991TII;15,7
mujeres;otra situación;1991TI;11,7
mujeres;otra situación;1990TIV;12,7
mujeres;otra situación;1990TIII;10,9
mujeres;otra situación;1990TII;10,8
mujeres;otra situación;1990TI;9,2
mujeres;otra situación;1989TIV;12,1
mujeres;otra situación;1989TIII;12,3
mujeres;otra situación;1989TII;10,3
mujeres;otra situación;1989TI;11,6
mujeres;otra situación;1988TIV;11,5
mujeres;otra situación;1988TIII;8,2
mujeres;otra situación;1988TII;12,4
mujeres;otra situación;1988TI;10,6
mujeres;otra situación;1987TIV;12,5
mujeres;otra situación;1987TIII;15,7
mujeres;otra situación;1987TII;17,8
mujeres;otra situación;1987TI;9,3
mujeres;otra situación;1986TIV;11,7
mujeres;otra situación;1986TIII;12,2
mujeres;otra situación;1986TII;11,8
mujeres;otra situación;1986TI;11,9
mujeres;otra situación;1985TIV;11,1
mujeres;otra situación;1985TIII;8,6
mujeres;otra situación;1985TII;11,1
mujeres;otra situación;1985TI;12,3
mujeres;otra situación;1984TIV;13,8
mujeres;otra situación;1984TIII;7,2
mujeres;otra situación;1984TII;8,8
mujeres;otra situación;1984TI;7,7
mujeres;otra situación;1983TIV;8,4
mujeres;otra situación;1983TIII;12,7
mujeres;otra situación;1983TII;7,2
mujeres;otra situación;1983TI;7,0
mujeres;otra situación;1982TIV;7,9
mujeres;otra situación;1982TIII;10,6
mujeres;otra situación;1982TII;9,2
mujeres;otra situación;1982TI;11,8
mujeres;otra situación;1981TIV;17,6
mujeres;otra situación;1981TIII;9,9
mujeres;otra situación;1981TII;9,2
mujeres;otra situación;1981TI;9,5
mujeres;otra situación;1980TIV;18,9
mujeres;otra situación;1980TIII;9,4
mujeres;otra situación;1980TII;11,2
mujeres;otra situación;1980TI;7,3
mujeres;otra situación;1979TIV;11,5
mujeres;otra situación;1979TIII;10,5
mujeres;otra situación;1979TII;5,8
mujeres;otra situación;1979TI;6,6
mujeres;otra situación;1978TIV;11,5
mujeres;otra situación;1978TIII;7,7
mujeres;otra situación;1978TII;5,5
mujeres;otra situación;1978TI;8,6
mujeres;otra situación;1977TIV;11,9
mujeres;otra situación;1977TIII;13,0
mujeres;otra situación;1977TII;10,3
mujeres;otra situación;1977TI;12,5
mujeres;otra situación;1976TIV;18,6
mujeres;otra situación;1976TIII;19,5
