Comunidades y Ciudades Autónomas;Proporción de parados;Periodo;Total
06 Cantabria;Todos los activos son ocupados (Porcentaje);2018T1;81,93
06 Cantabria;Todos los activos son ocupados (Porcentaje);2017T4;80,01
06 Cantabria;Todos los activos son ocupados (Porcentaje);2017T3;81,21
06 Cantabria;Todos los activos son ocupados (Porcentaje);2017T2;79,25
06 Cantabria;Todos los activos son ocupados (Porcentaje);2017T1;79,9
06 Cantabria;Todos los activos son ocupados (Porcentaje);2016T4;81,4
06 Cantabria;Todos los activos son ocupados (Porcentaje);2016T3;82,06
06 Cantabria;Todos los activos son ocupados (Porcentaje);2016T2;78,17
06 Cantabria;Todos los activos son ocupados (Porcentaje);2016T1;73,21
06 Cantabria;Todos los activos son ocupados (Porcentaje);2015T4;75,62
06 Cantabria;Todos los activos son ocupados (Porcentaje);2015T3;77,16
06 Cantabria;Todos los activos son ocupados (Porcentaje);2015T2;74,88
06 Cantabria;Todos los activos son ocupados (Porcentaje);2015T1;74,74
06 Cantabria;Todos los activos son ocupados (Porcentaje);2014T4;75,67
06 Cantabria;Todos los activos son ocupados (Porcentaje);2014T3;73,71
06 Cantabria;Todos los activos son ocupados (Porcentaje);2014T2;73,26
06 Cantabria;Todos los activos son ocupados (Porcentaje);2014T1;71,2
06 Cantabria;Todos los activos son ocupados (Porcentaje);2013T4;72,19
06 Cantabria;Todos los activos son ocupados (Porcentaje);2013T3;72,87
06 Cantabria;Todos los activos son ocupados (Porcentaje);2013T2;69,73
06 Cantabria;Todos los activos son ocupados (Porcentaje);2013T1;72,31
06 Cantabria;Todos los activos son ocupados (Porcentaje);2012T4;72,94
06 Cantabria;Todos los activos son ocupados (Porcentaje);2012T3;76,82
06 Cantabria;Todos los activos son ocupados (Porcentaje);2012T2;76,17
06 Cantabria;Todos los activos son ocupados (Porcentaje);2012T1;73,1
06 Cantabria;Todos los activos son ocupados (Porcentaje);2011T4;77,06
06 Cantabria;Todos los activos son ocupados (Porcentaje);2011T3;79,55
06 Cantabria;Todos los activos son ocupados (Porcentaje);2011T2;79,42
06 Cantabria;Todos los activos son ocupados (Porcentaje);2011T1;77,75
06 Cantabria;Todos los activos son ocupados (Porcentaje);2010T4;79,79
06 Cantabria;Todos los activos son ocupados (Porcentaje);2010T3;82,57
06 Cantabria;Todos los activos son ocupados (Porcentaje);2010T2;79,78
06 Cantabria;Todos los activos son ocupados (Porcentaje);2010T1;79,36
06 Cantabria;Todos los activos son ocupados (Porcentaje);2009T4;81,98
06 Cantabria;Todos los activos son ocupados (Porcentaje);2009T3;83,21
06 Cantabria;Todos los activos son ocupados (Porcentaje);2009T2;82,17
06 Cantabria;Todos los activos son ocupados (Porcentaje);2009T1;80,92
06 Cantabria;Todos los activos son ocupados (Porcentaje);2008T4;85,71
06 Cantabria;Todos los activos son ocupados (Porcentaje);2008T3;89,68
06 Cantabria;Todos los activos son ocupados (Porcentaje);2008T2;88,48
06 Cantabria;Todos los activos son ocupados (Porcentaje);2008T1;89,52
06 Cantabria;Todos los activos son ocupados (Porcentaje);2007T4;92,18
06 Cantabria;Todos los activos son ocupados (Porcentaje);2007T3;90,65
06 Cantabria;Todos los activos son ocupados (Porcentaje);2007T2;89,74
06 Cantabria;Todos los activos son ocupados (Porcentaje);2007T1;88,19
06 Cantabria;Todos los activos son ocupados (Porcentaje);2006T4;90,75
06 Cantabria;Todos los activos son ocupados (Porcentaje);2006T3;89,75
06 Cantabria;Todos los activos son ocupados (Porcentaje);2006T2;89,23
06 Cantabria;Todos los activos son ocupados (Porcentaje);2006T1;88,38
06 Cantabria;Todos los activos son ocupados (Porcentaje);2005T4;86,61
06 Cantabria;Todos los activos son ocupados (Porcentaje);2005T3;87,71
06 Cantabria;Todos los activos son ocupados (Porcentaje);2005T2;85,44
06 Cantabria;Todos los activos son ocupados (Porcentaje);2005T1;83,79
06 Cantabria;Todos los activos son ocupados (Porcentaje);2004T4;81,96
06 Cantabria;Todos los activos son ocupados (Porcentaje);2004T3;85,52
06 Cantabria;Todos los activos son ocupados (Porcentaje);2004T2;83,16
06 Cantabria;Todos los activos son ocupados (Porcentaje);2004T1;82,05
06 Cantabria;Todos los activos son ocupados (Porcentaje);2003T4;83,7
06 Cantabria;Todos los activos son ocupados (Porcentaje);2003T3;82,36
06 Cantabria;Todos los activos son ocupados (Porcentaje);2003T2;83,32
06 Cantabria;Todos los activos son ocupados (Porcentaje);2003T1;84,1
06 Cantabria;Todos los activos son ocupados (Porcentaje);2002T4;82,79
06 Cantabria;Todos los activos son ocupados (Porcentaje);2002T3;83,1
06 Cantabria;Todos los activos son ocupados (Porcentaje);2002T2;84,46
06 Cantabria;Todos los activos son ocupados (Porcentaje);2002T1;84,62
07 Castilla y León;Todos los activos son parados (Porcentaje);2025T4;4,14
07 Castilla y León;Todos los activos son parados (Porcentaje);2025T3;4,37
07 Castilla y León;Todos los activos son parados (Porcentaje);2025T2;4,2
07 Castilla y León;Todos los activos son parados (Porcentaje);2025T1;5,01
07 Castilla y León;Todos los activos son parados (Porcentaje);2024T4;4,87
07 Castilla y León;Todos los activos son parados (Porcentaje);2024T3;5,12
07 Castilla y León;Todos los activos son parados (Porcentaje);2024T2;5,48
07 Castilla y León;Todos los activos son parados (Porcentaje);2024T1;6,3
07 Castilla y León;Todos los activos son parados (Porcentaje);2023T4;5,43
07 Castilla y León;Todos los activos son parados (Porcentaje);2023T3;5,46
07 Castilla y León;Todos los activos son parados (Porcentaje);2023T2;5,39
07 Castilla y León;Todos los activos son parados (Porcentaje);2023T1;6,36
07 Castilla y León;Todos los activos son parados (Porcentaje);2022T4;5,27
07 Castilla y León;Todos los activos son parados (Porcentaje);2022T3;5,25
07 Castilla y León;Todos los activos son parados (Porcentaje);2022T2;6,44
07 Castilla y León;Todos los activos son parados (Porcentaje);2022T1;6,35
07 Castilla y León;Todos los activos son parados (Porcentaje);2021T4;5,86
07 Castilla y León;Todos los activos son parados (Porcentaje);2021T3;5,06
07 Castilla y León;Todos los activos son parados (Porcentaje);2021T2;7,03
07 Castilla y León;Todos los activos son parados (Porcentaje);2021T1;8,04
07 Castilla y León;Todos los activos son parados (Porcentaje);2020T4;6,71
07 Castilla y León;Todos los activos son parados (Porcentaje);2020T3;7,33
07 Castilla y León;Todos los activos son parados (Porcentaje);2020T2;7
07 Castilla y León;Todos los activos son parados (Porcentaje);2020T1;6,89
07 Castilla y León;Todos los activos son parados (Porcentaje);2019T4;6,43
07 Castilla y León;Todos los activos son parados (Porcentaje);2019T3;6
07 Castilla y León;Todos los activos son parados (Porcentaje);2019T2;6,67
07 Castilla y León;Todos los activos son parados (Porcentaje);2019T1;7,12
07 Castilla y León;Todos los activos son parados (Porcentaje);2018T4;6,45
07 Castilla y León;Todos los activos son parados (Porcentaje);2018T3;6,27
07 Castilla y León;Todos los activos son parados (Porcentaje);2018T2;6,34
07 Castilla y León;Todos los activos son parados (Porcentaje);2018T1;8,18
07 Castilla y León;Todos los activos son parados (Porcentaje);2017T4;7,96
07 Castilla y León;Todos los activos son parados (Porcentaje);2017T3;7,33
07 Castilla y León;Todos los activos son parados (Porcentaje);2017T2;8,58
07 Castilla y León;Todos los activos son parados (Porcentaje);2017T1;9,18
07 Castilla y León;Todos los activos son parados (Porcentaje);2016T4;8,84
07 Castilla y León;Todos los activos son parados (Porcentaje);2016T3;7,99
07 Castilla y León;Todos los activos son parados (Porcentaje);2016T2;9,97
07 Castilla y León;Todos los activos son parados (Porcentaje);2016T1;10,36
07 Castilla y León;Todos los activos son parados (Porcentaje);2015T4;9,39
07 Castilla y León;Todos los activos son parados (Porcentaje);2015T3;8,9
07 Castilla y León;Todos los activos son parados (Porcentaje);2015T2;10,04
07 Castilla y León;Todos los activos son parados (Porcentaje);2015T1;11,42
07 Castilla y León;Todos los activos son parados (Porcentaje);2014T4;11,36
07 Castilla y León;Todos los activos son parados (Porcentaje);2014T3;10,87
07 Castilla y León;Todos los activos son parados (Porcentaje);2014T2;12,21
07 Castilla y León;Todos los activos son parados (Porcentaje);2014T1;13,21
07 Castilla y León;Todos los activos son parados (Porcentaje);2013T4;12,48
07 Castilla y León;Todos los activos son parados (Porcentaje);2013T3;11,06
07 Castilla y León;Todos los activos son parados (Porcentaje);2013T2;11,61
07 Castilla y León;Todos los activos son parados (Porcentaje);2013T1;12,91
07 Castilla y León;Todos los activos son parados (Porcentaje);2012T4;11,41
07 Castilla y León;Todos los activos son parados (Porcentaje);2012T3;9,89
07 Castilla y León;Todos los activos son parados (Porcentaje);2012T2;10,51
07 Castilla y León;Todos los activos son parados (Porcentaje);2012T1;10,08
07 Castilla y León;Todos los activos son parados (Porcentaje);2011T4;8,8
07 Castilla y León;Todos los activos son parados (Porcentaje);2011T3;8,13
07 Castilla y León;Todos los activos son parados (Porcentaje);2011T2;8,16
07 Castilla y León;Todos los activos son parados (Porcentaje);2011T1;8,46
07 Castilla y León;Todos los activos son parados (Porcentaje);2010T4;7,86
07 Castilla y León;Todos los activos son parados (Porcentaje);2010T3;7,31
07 Castilla y León;Todos los activos son parados (Porcentaje);2010T2;7,33
07 Castilla y León;Todos los activos son parados (Porcentaje);2010T1;7,26
07 Castilla y León;Todos los activos son parados (Porcentaje);2009T4;6,6
07 Castilla y León;Todos los activos son parados (Porcentaje);2009T3;6,05
07 Castilla y León;Todos los activos son parados (Porcentaje);2009T2;7,13
07 Castilla y León;Todos los activos son parados (Porcentaje);2009T1;6,72
07 Castilla y León;Todos los activos son parados (Porcentaje);2008T4;5,34
07 Castilla y León;Todos los activos son parados (Porcentaje);2008T3;4,76
07 Castilla y León;Todos los activos son parados (Porcentaje);2008T2;3,93
07 Castilla y León;Todos los activos son parados (Porcentaje);2008T1;3,64
07 Castilla y León;Todos los activos son parados (Porcentaje);2007T4;2,79
07 Castilla y León;Todos los activos son parados (Porcentaje);2007T3;2,59
07 Castilla y León;Todos los activos son parados (Porcentaje);2007T2;2,42
07 Castilla y León;Todos los activos son parados (Porcentaje);2007T1;2,57
07 Castilla y León;Todos los activos son parados (Porcentaje);2006T4;3,01
07 Castilla y León;Todos los activos son parados (Porcentaje);2006T3;2,94
07 Castilla y León;Todos los activos son parados (Porcentaje);2006T2;3,28
07 Castilla y León;Todos los activos son parados (Porcentaje);2006T1;3,66
07 Castilla y León;Todos los activos son parados (Porcentaje);2005T4;3,82
07 Castilla y León;Todos los activos son parados (Porcentaje);2005T3;2,74
07 Castilla y León;Todos los activos son parados (Porcentaje);2005T2;3,33
07 Castilla y León;Todos los activos son parados (Porcentaje);2005T1;4,05
07 Castilla y León;Todos los activos son parados (Porcentaje);2004T4;3,88
07 Castilla y León;Todos los activos son parados (Porcentaje);2004T3;4,03
07 Castilla y León;Todos los activos son parados (Porcentaje);2004T2;4,55
07 Castilla y León;Todos los activos son parados (Porcentaje);2004T1;4,24
07 Castilla y León;Todos los activos son parados (Porcentaje);2003T4;4,21
07 Castilla y León;Todos los activos son parados (Porcentaje);2003T3;4,34
07 Castilla y León;Todos los activos son parados (Porcentaje);2003T2;4,56
07 Castilla y León;Todos los activos son parados (Porcentaje);2003T1;4,75
07 Castilla y León;Todos los activos son parados (Porcentaje);2002T4;3,78
07 Castilla y León;Todos los activos son parados (Porcentaje);2002T3;3,96
07 Castilla y León;Todos los activos son parados (Porcentaje);2002T2;4,08
07 Castilla y León;Todos los activos son parados (Porcentaje);2002T1;4,49
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2025T4;9,57
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2025T3;9,29
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2025T2;9,5
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2025T1;10,08
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2024T4;9,86
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2024T3;10,28
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2024T2;11,48
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2024T1;12,42
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2023T4;11,82
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2023T3;11,76
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2023T2;11,31
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2023T1;12,84
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2022T4;11,16
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2022T3;10,89
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2022T2;12,09
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2022T1;13,58
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2021T4;12,24
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2021T3;11,48
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2021T2;14,7
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2021T1;15,52
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2020T4;14,22
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2020T3;14,64
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2020T2;15,03
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2020T1;14,57
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2019T4;13,49
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2019T3;13,65
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2019T2;14,59
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2019T1;14,88
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2018T4;14,06
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2018T3;14,22
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2018T2;15,36
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2018T1;17,88
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2017T4;17,2
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2017T3;16,25
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2017T2;17,48
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2017T1;18,57
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2016T4;18,19
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2016T3;16,84
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2016T2;19,59
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2016T1;22,04
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2015T4;20,94
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2015T3;19,45
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2015T2;21,97
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2015T1;24,6
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2014T4;24,23
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2014T3;23,48
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2014T2;26,02
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2014T1;26,58
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2013T4;26,65
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2013T3;25,17
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2013T2;25,79
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2013T1;27,46
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2012T4;24,57
07 Castilla y León;Al menos la mitad de los activos son parados (Porcentaje);2012T3;22,8
