Tipo de dato;Agregados macroeconómicos: Nivel 1;Agregados macroeconómicos: Nivel 2;Niveles y tasas;Periodo;Total
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2005T4;111,2993
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2005T3;109,2412
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2005T2;109,2412
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2005T1;100,2387
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2004T4;109,0559
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2004T3;107,4932
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2004T2;106,8024
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2004T1;98,8146
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2003T4;105,2080
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2003T3;104,7909
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2003T2;103,2273
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2003T1;96,2735
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2002T4;104,5536
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2002T3;102,9696
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2002T2;101,2837
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2002T1;94,8929
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2001T4;103,5828
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2001T3;101,4202
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2001T2;98,8890
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2001T1;92,9020
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2000T4;101,0747
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2000T3;98,7896
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2000T2;95,8485
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;2000T1;89,9548
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;1999T4;97,9851
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;1999T3;96,1530
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;1999T2;91,2811
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;1999T1;85,1547
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;1998T4;94,5768
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;1998T3;91,9606
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;1998T2;87,7416
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;1998T1;80,7471
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;1997T4;91,4949
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;1997T3;89,1296
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;1997T2;84,4914
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;1997T1;78,9734
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;1996T4;88,0928
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;1996T3;87,0353
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;1996T2;83,2234
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;1996T1;77,6701
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;1995T4;87,2847
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;1995T3;86,2407
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;1995T2;83,9166
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Dato base;1995T1;77,2118
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2026T1;-7,7399
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2025T4;-2,3480
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2025T3;4,1149
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2025T2;11,8360
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2025T1;-8,3185
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2024T4;-1,3639
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2024T3;3,4594
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2024T2;10,2802
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2024T1;-6,9551
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2023T4;-0,8191
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2023T3;3,5108
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2023T2;8,1309
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2023T1;-7,0231
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2022T4;-0,9325
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2022T3;4,5128
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2022T2;13,8133
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2022T1;-8,6070
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2021T4;2,7702
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2021T3;11,6376
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2021T2;12,7193
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2021T1;-5,3981
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2020T4;-2,2591
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2020T3;37,8437
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2020T2;-31,5437
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2020T1;-16,6716
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2019T4;-1,2564
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2019T3;1,2870
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2019T2;9,0125
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2019T1;-6,4938
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2018T4;-1,3145
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2018T3;1,1821
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2018T2;10,1225
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2018T1;-5,8345
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2017T4;-2,6134
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2017T3;1,5552
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2017T2;10,8272
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2017T1;-6,1884
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2016T4;-2,1908
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2016T3;2,7003
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2016T2;8,5490
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2016T1;-6,4839
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2015T4;-1,2873
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2015T3;2,6462
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2015T2;9,1612
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2015T1;-4,4217
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2014T4;-0,0975
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2014T3;1,8670
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2014T2;8,7416
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2014T1;-6,7351
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2013T4;-1,3872
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2013T3;0,9982
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2013T2;8,4853
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2013T1;-7,7742
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2012T4;-1,6666
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2012T3;0,1473
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2012T2;6,6052
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2012T1;-7,3562
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2011T4;-0,6131
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2011T3;0,4057
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2011T2;7,8904
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2011T1;-8,3966
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2010T4;1,6963
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2010T3;0,4933
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2010T2;8,4453
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2010T1;-8,7195
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2009T4;2,3918
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2009T3;0,9715
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2009T2;7,8853
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2009T1;-11,1122
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2008T4;0,6823
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2008T3;-0,7375
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2008T2;7,1662
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2008T1;-8,3242
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2007T4;3,1321
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2007T3;-0,3720
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2007T2;8,8040
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2007T1;-6,7621
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2006T4;1,5161
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2006T3;0,5298
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2006T2;8,3738
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2006T1;-7,3084
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2005T4;1,8840
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2005T3;0,0000
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2005T2;8,9811
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2005T1;-8,0851
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2004T4;1,4538
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2004T3;0,6468
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2004T2;8,0836
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2004T1;-6,0769
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2003T4;0,3981
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2003T3;1,5147
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2003T2;7,2229
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2003T1;-7,9195
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2002T4;1,5383
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2002T3;1,6646
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2002T2;6,7348
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2002T1;-8,3894
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2001T4;2,1323
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2001T3;2,5597
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2001T2;6,4444
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2001T1;-8,0857
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2000T4;2,3130
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2000T3;3,0685
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2000T2;6,5519
Datos no ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009);Variación trimestral;2000T1;-8,1954
