Tipo de dato;Agregados macroeconómicos: Nivel 1;Agregados macroeconómicos: Nivel 2;Niveles y tasas;Periodo;Total
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2007T4;-0,0371
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2007T3;-0,0109
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2007T2;-0,0556
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2007T1;0,0466
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2006T4;0,1378
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2006T3;0,1528
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2006T2;0,3105
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2006T1;0,5740
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2005T4;0,3864
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2005T3;0,6080
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2005T2;0,5724
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2005T1;0,5439
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2004T4;0,5855
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2004T3;0,5200
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2004T2;0,5588
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2004T1;0,6261
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2003T4;0,5171
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2003T3;0,5430
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2003T2;0,5761
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2003T1;0,4075
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2002T4;0,4305
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2002T3;0,3186
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2002T2;0,1765
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2002T1;0,3323
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2001T4;0,3400
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2001T3;0,3060
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2001T2;0,2926
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2001T1;0,2998
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2000T4;0,1257
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2000T3;0,5361
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2000T2;0,4212
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;2000T1;0,4498
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;1999T4;0,3773
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;1999T3;0,4448
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;1999T2;0,4945
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;1999T1;0,5107
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;1998T4;0,7216
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;1998T3;0,8946
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;1998T2;0,6477
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;1998T1;0,7832
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;1997T4;0,5587
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;1997T3;0,3823
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;1997T2;0,4717
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;1997T1;0,4201
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;1996T4;""
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;1996T3;""
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;1996T2;""
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;1996T1;""
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;1995T4;""
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;1995T3;""
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;1995T2;""
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Aportación anual;1995T1;""
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2026T1;125,7489
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2025T4;124,9817
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2025T3;124,0398
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2025T2;123,3079
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2025T1;122,4200
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2024T4;121,7577
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2024T3;120,7749
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2024T2;119,8579
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2024T1;118,7664
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2023T4;117,4591
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2023T3;116,5403
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2023T2;115,6271
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2023T1;115,4608
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2022T4;114,8748
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2022T3;114,2624
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2022T2;113,3378
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2022T1;111,4419
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2021T4;109,7174
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2021T3;107,5329
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2021T2;105,4542
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2021T1;104,0281
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2020T4;102,7928
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2020T3;102,0523
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2020T2;88,0503
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2020T1;107,1046
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2019T4;112,9526
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2019T3;112,3117
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2019T2;112,0969
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2019T1;111,7746
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2018T4;111,0935
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2018T3;110,4471
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2018T2;109,8339
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2018T1;109,1224
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2017T4;108,6577
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2017T3;108,0003
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2017T2;107,3223
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2017T1;106,2117
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2016T4;105,4650
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2016T3;104,8690
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2016T2;104,0465
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2016T1;103,7035
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2015T4;102,9879
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2015T3;102,0763
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2015T2;101,1486
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2015T1;100,0285
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2014T4;98,8254
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2014T3;97,8791
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2014T2;97,1027
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2014T1;96,5811
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2013T4;96,2174
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2013T3;96,0347
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2013T2;96,0953
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2013T1;96,1940
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2012T4;96,4591
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2012T3;97,2656
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2012T2;97,7143
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2012T1;98,6707
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2011T4;99,6082
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2011T3;100,1722
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2011T2;100,7872
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2011T1;101,0488
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2010T4;101,1283
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2010T3;101,0240
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2010T2;101,0876
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2010T1;100,9631
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2009T4;101,0532
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2009T3;101,0778
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2009T2;100,8790
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2009T1;100,8130
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2008T4;103,5829
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2008T3;105,2145
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2008T2;105,4375
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2008T1;105,4004
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2007T4;105,2036
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2007T3;104,5653
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2007T2;103,7872
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2007T1;102,8843
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2006T4;101,9575
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2006T3;101,0174
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2006T2;100,0727
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2006T1;99,1800
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2005T4;98,0397
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2005T3;97,0812
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2005T2;96,1605
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2005T1;95,3145
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2004T4;94,4704
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2004T3;93,8046
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2004T2;93,0202
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2004T1;92,0428
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2003T4;91,5074
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2003T3;90,7465
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2003T2;90,0757
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2003T1;89,7318
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2002T4;88,8751
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2002T3;88,1866
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2002T2;87,6954
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2002T1;86,9663
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2001T4;86,5571
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2001T3;86,0098
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2001T2;85,1909
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2001T1;84,5337
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2000T4;83,6841
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2000T3;82,7977
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2000T2;81,9619
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;2000T1;80,9388
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;1999T4;79,6803
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;1999T3;78,8054
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;1999T2;77,7474
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;1999T1;76,8665
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;1998T4;76,1168
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;1998T3;75,3312
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;1998T2;74,6204
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;1998T1;73,8099
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;1997T4;73,1935
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;1997T3;72,1797
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;1997T2;71,3873
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;1997T1;70,7492
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;1996T4;70,0506
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;1996T3;69,7039
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;1996T2;69,1367
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;1996T1;68,6618
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;1995T4;68,2696
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;1995T3;67,7565
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;1995T2;67,4578
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Dato base;1995T1;67,0160
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2026T1;0,6139
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2025T4;0,7593
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2025T3;0,5935
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2025T2;0,7253
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2025T1;0,5440
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2024T4;0,8137
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2024T3;0,7650
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2024T2;0,9190
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2024T1;1,1130
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2023T4;0,7884
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2023T3;0,7898
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2023T2;0,1440
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2023T1;0,5101
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2022T4;0,5360
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2022T3;0,8158
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2022T2;1,7012
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2022T1;1,5718
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2021T4;2,0315
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2021T3;1,9711
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2021T2;1,3709
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2021T1;1,2018
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2020T4;0,7256
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2020T3;15,9023
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2020T2;-17,7904
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2020T1;-5,1774
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2019T4;0,5707
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2019T3;0,1916
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2019T2;0,2884
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2019T1;0,6131
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2018T4;0,5852
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2018T3;0,5584
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2018T2;0,6520
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2018T1;0,4276
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2017T4;0,6088
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2017T3;0,6317
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2017T2;1,0456
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2017T1;0,7080
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2016T4;0,5684
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2016T3;0,7905
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2016T2;0,3308
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2016T1;0,6948
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2015T4;0,8930
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2015T3;0,9172
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2015T2;1,1198
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2015T1;1,2174
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2014T4;0,9668
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2014T3;0,7996
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2014T2;0,5400
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2014T1;0,3781
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2013T4;0,1902
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2013T3;-0,0631
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2013T2;-0,1026
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2013T1;-0,2748
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2012T4;-0,8291
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2012T3;-0,4592
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2012T2;-0,9693
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2012T1;-0,9412
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2011T4;-0,5630
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2011T3;-0,6102
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2011T2;-0,2588
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2011T1;-0,0786
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2010T4;0,1032
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2010T3;-0,0629
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2010T2;0,1234
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2010T1;-0,0892
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2009T4;-0,0243
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2009T3;0,1971
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2009T2;0,0655
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2009T1;-2,6741
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2008T4;-1,5508
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2008T3;-0,2115
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2008T2;0,0352
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2008T1;0,1871
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2007T4;0,6105
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2007T3;0,7497
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2007T2;0,8776
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2007T1;0,9090
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2006T4;0,9307
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2006T3;0,9440
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2006T2;0,9000
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2006T1;1,1632
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2005T4;0,9873
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2005T3;0,9575
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2005T2;0,8876
Datos ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación trimestral;2005T1;0,8935
