Sexo;Edad;Clase principal de la inactividad;Periodo;Total
Mujeres;De 30 a 34 años;Incapacitado permanente;2005T2;12,4
Mujeres;De 30 a 34 años;Incapacitado permanente;2005T1;18,9
Mujeres;De 30 a 34 años;Incapacitado permanente;2004T4;16,7
Mujeres;De 30 a 34 años;Incapacitado permanente;2004T3;16,4
Mujeres;De 30 a 34 años;Incapacitado permanente;2004T2;13,4
Mujeres;De 30 a 34 años;Incapacitado permanente;2004T1;15,8
Mujeres;De 30 a 34 años;Incapacitado permanente;2003T4;17,2
Mujeres;De 30 a 34 años;Incapacitado permanente;2003T3;20,6
Mujeres;De 30 a 34 años;Incapacitado permanente;2003T2;21,6
Mujeres;De 30 a 34 años;Incapacitado permanente;2003T1;21,6
Mujeres;De 30 a 34 años;Incapacitado permanente;2002T4;24,7
Mujeres;De 30 a 34 años;Incapacitado permanente;2002T3;19,9
Mujeres;De 30 a 34 años;Incapacitado permanente;2002T2;18,1
Mujeres;De 30 a 34 años;Incapacitado permanente;2002T1;17,5
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2026T1;12
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2025T4;7,5
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2025T3;6,3
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2025T2;12,7
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2025T1;11,3
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2024T4;14,4
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2024T3;9,8
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2024T2;10,7
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2024T1;9
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2023T4;9,3
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2023T3;5,8
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2023T2;11,1
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2023T1;6
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2022T4;5,9
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2022T3;8,5
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2022T2;9,4
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2022T1;9,5
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2021T4;13,1
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2021T3;9,1
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2021T2;5,7
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2021T1;4,5
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2020T4;5
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2020T3;5,7
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2020T2;6,5
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2020T1;3,5
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2019T4;4,9
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2019T3;5,6
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2019T2;3,5
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2019T1;5,6
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2018T4;4,7
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2018T3;7,5
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2018T2;6,2
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2018T1;9,1
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2017T4;4,2
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2017T3;7,1
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2017T2;6,8
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2017T1;6,2
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2016T4;6,8
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2016T3;4,4
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2016T2;3,2
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2016T1;6,1
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2015T4;4,3
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2015T3;8,6
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2015T2;4,2
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2015T1;3,2
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2014T4;4,9
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2014T3;5,1
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2014T2;6,6
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2014T1;2,6
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2013T4;3,7
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2013T3;3,8
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2013T2;5
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2013T1;3,4
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2012T4;4,1
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2012T3;6
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2012T2;9,3
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2012T1;6,9
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2011T4;5,1
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2011T3;6,6
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2011T2;6,5
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2011T1;7
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2010T4;6,9
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2010T3;7,1
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2010T2;8,4
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2010T1;6,8
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2009T4;6,1
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2009T3;9,3
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2009T2;8,5
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2009T1;10,1
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2008T4;9,5
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2008T3;11
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2008T2;9,2
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2008T1;13,5
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2007T4;9,3
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2007T3;9
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2007T2;11,1
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2007T1;15,3
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2006T4;10
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2006T3;12,5
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2006T2;9,2
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2006T1;14,5
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2005T4;13,7
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2005T3;18,6
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2005T2;13,5
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2005T1;13,7
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2004T4;7,8
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2004T3;4,9
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2004T2;8,6
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2004T1;7,2
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2003T4;8
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2003T3;8,1
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2003T2;7
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2003T1;9,6
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2002T4;6
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2002T3;7,7
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2002T2;6,7
Mujeres;De 30 a 34 años;Perceptor de pensión distinta de la de jubilación o prejubilación;2002T1;7,4
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2026T1;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2025T4;0,1
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2025T3;0,1
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2025T2;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2025T1;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2024T4;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2024T3;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2024T2;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2024T1;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2023T4;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2023T3;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2023T2;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2023T1;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2022T4;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2022T3;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2022T2;0,4
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2022T1;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2021T4;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2021T3;0,6
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2021T2;0,7
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2021T1;0,6
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2020T4;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2020T3;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2020T2;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2020T1;0,5
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2019T4;0,3
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2019T3;0,8
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2019T2;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2019T1;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2018T4;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2018T3;0,7
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2018T2;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2018T1;0,8
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2017T4;0,5
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2017T3;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2017T2;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2017T1;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2016T4;0,2
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2016T3;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2016T2;1,8
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2016T1;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2015T4;0,2
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2015T3;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2015T2;0,1
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2015T1;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2014T4;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2014T3;0,2
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2014T2;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2014T1;0,2
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2013T4;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2013T3;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2013T2;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2013T1;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2012T4;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2012T3;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2012T2;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2012T1;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2011T4;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2011T3;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2011T2;0,6
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2011T1;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2010T4;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2010T3;0,1
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2010T2;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2010T1;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2009T4;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2009T3;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2009T2;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2009T1;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2008T4;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2008T3;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2008T2;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2008T1;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2007T4;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2007T3;0,7
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2007T2;0,2
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2007T1;1
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2006T4;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2006T3;0,1
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2006T2;0,7
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2006T1;0,7
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2005T4;1,5
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2005T3;0,5
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2005T2;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2005T1;0,9
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2004T4;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2004T3;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2004T2;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2004T1;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2003T4;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2003T3;0,8
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2003T2;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2003T1;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2002T4;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2002T3;1,3
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2002T2;..
Mujeres;De 30 a 34 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2002T1;0,6
Mujeres;De 30 a 34 años;Otras;2026T1;10,9
Mujeres;De 30 a 34 años;Otras;2025T4;10,8
Mujeres;De 30 a 34 años;Otras;2025T3;13,1
Mujeres;De 30 a 34 años;Otras;2025T2;10
Mujeres;De 30 a 34 años;Otras;2025T1;13
Mujeres;De 30 a 34 años;Otras;2024T4;16,4
Mujeres;De 30 a 34 años;Otras;2024T3;15,1
Mujeres;De 30 a 34 años;Otras;2024T2;10,7
Mujeres;De 30 a 34 años;Otras;2024T1;10,2
Mujeres;De 30 a 34 años;Otras;2023T4;10,8
Mujeres;De 30 a 34 años;Otras;2023T3;6,9
Mujeres;De 30 a 34 años;Otras;2023T2;16
Mujeres;De 30 a 34 años;Otras;2023T1;8,3
Mujeres;De 30 a 34 años;Otras;2022T4;13,9
Mujeres;De 30 a 34 años;Otras;2022T3;11,6
Mujeres;De 30 a 34 años;Otras;2022T2;13
Mujeres;De 30 a 34 años;Otras;2022T1;9,4
Mujeres;De 30 a 34 años;Otras;2021T4;8,6
Mujeres;De 30 a 34 años;Otras;2021T3;11,9
Mujeres;De 30 a 34 años;Otras;2021T2;7,9
Mujeres;De 30 a 34 años;Otras;2021T1;18,9
Mujeres;De 30 a 34 años;Otras;2020T4;11
Mujeres;De 30 a 34 años;Otras;2020T3;17,4
Mujeres;De 30 a 34 años;Otras;2020T2;27
Mujeres;De 30 a 34 años;Otras;2020T1;16,2
Mujeres;De 30 a 34 años;Otras;2019T4;16,6
Mujeres;De 30 a 34 años;Otras;2019T3;12,6
Mujeres;De 30 a 34 años;Otras;2019T2;10
Mujeres;De 30 a 34 años;Otras;2019T1;9,5
Mujeres;De 30 a 34 años;Otras;2018T4;18,6
Mujeres;De 30 a 34 años;Otras;2018T3;14,6
Mujeres;De 30 a 34 años;Otras;2018T2;8,9
Mujeres;De 30 a 34 años;Otras;2018T1;12,6
Mujeres;De 30 a 34 años;Otras;2017T4;14,1
Mujeres;De 30 a 34 años;Otras;2017T3;13,6
Mujeres;De 30 a 34 años;Otras;2017T2;10,8
Mujeres;De 30 a 34 años;Otras;2017T1;8,3
Mujeres;De 30 a 34 años;Otras;2016T4;5,1
Mujeres;De 30 a 34 años;Otras;2016T3;9,4
Mujeres;De 30 a 34 años;Otras;2016T2;5,7
Mujeres;De 30 a 34 años;Otras;2016T1;5,9
Mujeres;De 30 a 34 años;Otras;2015T4;6,4
Mujeres;De 30 a 34 años;Otras;2015T3;12,3
Mujeres;De 30 a 34 años;Otras;2015T2;7,8
Mujeres;De 30 a 34 años;Otras;2015T1;5,7
Mujeres;De 30 a 34 años;Otras;2014T4;4,7
Mujeres;De 30 a 34 años;Otras;2014T3;7,4
Mujeres;De 30 a 34 años;Otras;2014T2;8,6
Mujeres;De 30 a 34 años;Otras;2014T1;11,5
Mujeres;De 30 a 34 años;Otras;2013T4;7,6
Mujeres;De 30 a 34 años;Otras;2013T3;12,3
Mujeres;De 30 a 34 años;Otras;2013T2;9,4
Mujeres;De 30 a 34 años;Otras;2013T1;8,5
Mujeres;De 30 a 34 años;Otras;2012T4;8,7
Mujeres;De 30 a 34 años;Otras;2012T3;11,8
Mujeres;De 30 a 34 años;Otras;2012T2;9,3
Mujeres;De 30 a 34 años;Otras;2012T1;15,8
Mujeres;De 30 a 34 años;Otras;2011T4;2,7
Mujeres;De 30 a 34 años;Otras;2011T3;8,8
Mujeres;De 30 a 34 años;Otras;2011T2;9
Mujeres;De 30 a 34 años;Otras;2011T1;12,7
Mujeres;De 30 a 34 años;Otras;2010T4;8,2
Mujeres;De 30 a 34 años;Otras;2010T3;8,1
Mujeres;De 30 a 34 años;Otras;2010T2;6,4
Mujeres;De 30 a 34 años;Otras;2010T1;9,8
Mujeres;De 30 a 34 años;Otras;2009T4;11,7
Mujeres;De 30 a 34 años;Otras;2009T3;13,5
Mujeres;De 30 a 34 años;Otras;2009T2;9,7
Mujeres;De 30 a 34 años;Otras;2009T1;11,4
Mujeres;De 30 a 34 años;Otras;2008T4;9,3
Mujeres;De 30 a 34 años;Otras;2008T3;11,6
Mujeres;De 30 a 34 años;Otras;2008T2;9
Mujeres;De 30 a 34 años;Otras;2008T1;13,6
Mujeres;De 30 a 34 años;Otras;2007T4;12,8
Mujeres;De 30 a 34 años;Otras;2007T3;17,8
Mujeres;De 30 a 34 años;Otras;2007T2;15,1
Mujeres;De 30 a 34 años;Otras;2007T1;19,7
Mujeres;De 30 a 34 años;Otras;2006T4;10,6
Mujeres;De 30 a 34 años;Otras;2006T3;13,2
Mujeres;De 30 a 34 años;Otras;2006T2;13,2
Mujeres;De 30 a 34 años;Otras;2006T1;13,9
Mujeres;De 30 a 34 años;Otras;2005T4;13
Mujeres;De 30 a 34 años;Otras;2005T3;16
Mujeres;De 30 a 34 años;Otras;2005T2;12,8
Mujeres;De 30 a 34 años;Otras;2005T1;19
Mujeres;De 30 a 34 años;Otras;2004T4;13,4
Mujeres;De 30 a 34 años;Otras;2004T3;16,9
Mujeres;De 30 a 34 años;Otras;2004T2;19,7
Mujeres;De 30 a 34 años;Otras;2004T1;20,2
Mujeres;De 30 a 34 años;Otras;2003T4;20,6
Mujeres;De 30 a 34 años;Otras;2003T3;21,2
Mujeres;De 30 a 34 años;Otras;2003T2;23,2
Mujeres;De 30 a 34 años;Otras;2003T1;14,4
Mujeres;De 30 a 34 años;Otras;2002T4;21,8
Mujeres;De 30 a 34 años;Otras;2002T3;17,5
Mujeres;De 30 a 34 años;Otras;2002T2;19,2
Mujeres;De 30 a 34 años;Otras;2002T1;16,8
Mujeres;De 35 a 39 años;Total;2026T1;218,9
Mujeres;De 35 a 39 años;Total;2025T4;229,4
Mujeres;De 35 a 39 años;Total;2025T3;237,8
Mujeres;De 35 a 39 años;Total;2025T2;234,3
Mujeres;De 35 a 39 años;Total;2025T1;230,7
Mujeres;De 35 a 39 años;Total;2024T4;247,2
Mujeres;De 35 a 39 años;Total;2024T3;239,7
Mujeres;De 35 a 39 años;Total;2024T2;240,8
Mujeres;De 35 a 39 años;Total;2024T1;249,2
Mujeres;De 35 a 39 años;Total;2023T4;221,6
Mujeres;De 35 a 39 años;Total;2023T3;227,5
Mujeres;De 35 a 39 años;Total;2023T2;224,2
Mujeres;De 35 a 39 años;Total;2023T1;228,8
Mujeres;De 35 a 39 años;Total;2022T4;216,7
Mujeres;De 35 a 39 años;Total;2022T3;242,3
Mujeres;De 35 a 39 años;Total;2022T2;254,9
Mujeres;De 35 a 39 años;Total;2022T1;243,5
Mujeres;De 35 a 39 años;Total;2021T4;231
Mujeres;De 35 a 39 años;Total;2021T3;247,6
Mujeres;De 35 a 39 años;Total;2021T2;248
