Sexo;Sector económico;Periodo;Total
varones;construcción;1979TIII;1.161,5
varones;construcción;1979TII;1.164,5
varones;construcción;1979TI;1.144,5
varones;construcción;1978TIV;1.186,0
varones;construcción;1978TIII;1.205,7
varones;construcción;1978TII;1.203,8
varones;construcción;1978TI;1.204,3
varones;construcción;1977TIV;1.249,5
varones;construcción;1977TIII;1.271,7
varones;construcción;1977TII;1.240,1
varones;construcción;1977TI;1.191,3
varones;construcción;1976TIV;1.234,4
varones;construcción;1976TIII;1.228,6
varones;servicios;1995TIV;4.295,8
varones;servicios;1995TIII;4.311,7
varones;servicios;1995TII;4.233,8
varones;servicios;1995TI;4.199,0
varones;servicios;1994TIV;4.164,4
varones;servicios;1994TIII;4.199,2
varones;servicios;1994TII;4.127,6
varones;servicios;1994TI;4.096,5
varones;servicios;1993TIV;4.132,5
varones;servicios;1993TIII;4.178,5
varones;servicios;1993TII;4.137,4
varones;servicios;1993TI;4.116,3
varones;servicios;1992TIV;4.180,8
varones;servicios;1992TIII;4.266,4
varones;servicios;1992TII;4.231,1
varones;servicios;1992TI;4.217,8
varones;servicios;1991TIV;4.272,7
varones;servicios;1991TIII;4.319,5
varones;servicios;1991TII;4.252,0
varones;servicios;1991TI;4.219,3
varones;servicios;1990TIV;4.206,2
varones;servicios;1990TIII;4.229,1
varones;servicios;1990TII;4.133,1
varones;servicios;1990TI;4.095,5
varones;servicios;1989TIV;4.109,1
varones;servicios;1989TIII;4.111,4
varones;servicios;1989TII;4.040,5
varones;servicios;1989TI;3.972,7
varones;servicios;1988TIV;3.940,8
varones;servicios;1988TIII;3.902,5
varones;servicios;1988TII;3.864,4
varones;servicios;1988TI;3.809,7
varones;servicios;1987TIV;3.801,5
varones;servicios;1987TIII;3.808,1
varones;servicios;1987TII;3.729,8
varones;servicios;1987TI;3.635,6
varones;servicios;1986TIV;3.643,6
varones;servicios;1986TIII;3.615,7
varones;servicios;1986TII;3.574,4
varones;servicios;1986TI;3.511,3
varones;servicios;1985TIV;3.458,8
varones;servicios;1985TIII;3.449,0
varones;servicios;1985TII;3.365,6
varones;servicios;1985TI;3.304,1
varones;servicios;1984TIV;3.328,4
varones;servicios;1984TIII;3.356,9
varones;servicios;1984TII;3.330,5
varones;servicios;1984TI;3.316,7
varones;servicios;1983TIV;3.379,1
varones;servicios;1983TIII;3.383,7
varones;servicios;1983TII;3.385,1
varones;servicios;1983TI;3.354,0
varones;servicios;1982TIV;3.402,2
varones;servicios;1982TIII;3.425,3
varones;servicios;1982TII;3.398,7
varones;servicios;1982TI;3.383,8
varones;servicios;1981TIV;3.382,2
varones;servicios;1981TIII;3.369,2
varones;servicios;1981TII;3.314,3
varones;servicios;1981TI;3.283,2
varones;servicios;1980TIV;3.303,3
varones;servicios;1980TIII;3.318,8
varones;servicios;1980TII;3.310,7
varones;servicios;1980TI;3.303,5
varones;servicios;1979TIV;3.365,5
varones;servicios;1979TIII;3.358,7
varones;servicios;1979TII;3.307,2
varones;servicios;1979TI;3.304,9
varones;servicios;1978TIV;3.298,6
varones;servicios;1978TIII;3.294,9
varones;servicios;1978TII;3.253,6
varones;servicios;1978TI;3.250,7
varones;servicios;1977TIV;3.271,2
varones;servicios;1977TIII;3.259,2
varones;servicios;1977TII;3.272,9
varones;servicios;1977TI;3.293,6
varones;servicios;1976TIV;3.272,8
varones;servicios;1976TIII;3.284,6
mujeres;total;1995TIV;4.335,2
mujeres;total;1995TIII;4.311,0
mujeres;total;1995TII;4.264,9
mujeres;total;1995TI;4.187,2
mujeres;total;1994TIV;4.147,6
mujeres;total;1994TIII;4.147,3
mujeres;total;1994TII;4.113,2
mujeres;total;1994TI;4.074,9
mujeres;total;1993TIV;4.105,7
mujeres;total;1993TIII;4.126,8
mujeres;total;1993TII;4.109,1
mujeres;total;1993TI;4.079,2
mujeres;total;1992TIV;4.158,1
mujeres;total;1992TIII;4.219,3
mujeres;total;1992TII;4.211,4
mujeres;total;1992TI;4.202,6
mujeres;total;1991TIV;4.185,9
mujeres;total;1991TIII;4.197,8
mujeres;total;1991TII;4.162,3
mujeres;total;1991TI;4.134,6
mujeres;total;1990TIV;4.121,0
mujeres;total;1990TIII;4.079,9
mujeres;total;1990TII;4.048,2
mujeres;total;1990TI;3.998,6
mujeres;total;1989TIV;3.971,9
mujeres;total;1989TIII;3.937,4
mujeres;total;1989TII;3.882,6
mujeres;total;1989TI;3.793,6
mujeres;total;1988TIV;3.751,8
mujeres;total;1988TIII;3.767,4
mujeres;total;1988TII;3.686,5
mujeres;total;1988TI;3.668,2
mujeres;total;1987TIV;3.645,9
mujeres;total;1987TIII;3.604,7
mujeres;total;1987TII;3.476,4
mujeres;total;1987TI;3.329,8
mujeres;total;1986TIV;3.296,7
mujeres;total;1986TIII;3.260,0
mujeres;total;1986TII;3.219,6
mujeres;total;1986TI;3.197,7
mujeres;total;1985TIV;3.199,7
mujeres;total;1985TIII;3.157,6
mujeres;total;1985TII;3.159,8
mujeres;total;1985TI;3.184,3
mujeres;total;1984TIV;3.173,8
mujeres;total;1984TIII;3.186,9
mujeres;total;1984TII;3.193,1
mujeres;total;1984TI;3.247,4
mujeres;total;1983TIV;3.297,8
mujeres;total;1983TIII;3.296,7
mujeres;total;1983TII;3.252,1
mujeres;total;1983TI;3.221,0
mujeres;total;1982TIV;3.248,9
mujeres;total;1982TIII;3.243,2
mujeres;total;1982TII;3.200,2
mujeres;total;1982TI;3.193,6
mujeres;total;1981TIV;3.193,7
mujeres;total;1981TIII;3.219,9
mujeres;total;1981TII;3.230,0
mujeres;total;1981TI;3.260,5
mujeres;total;1980TIV;3.304,1
mujeres;total;1980TIII;3.317,2
mujeres;total;1980TII;3.354,8
mujeres;total;1980TI;3.408,7
mujeres;total;1979TIV;3.433,9
mujeres;total;1979TIII;3.455,9
mujeres;total;1979TII;3.445,9
mujeres;total;1979TI;3.484,0
mujeres;total;1978TIV;3.468,1
mujeres;total;1978TIII;3.458,4
mujeres;total;1978TII;3.489,6
mujeres;total;1978TI;3.525,1
mujeres;total;1977TIV;3.563,9
mujeres;total;1977TIII;3.523,8
mujeres;total;1977TII;3.519,2
mujeres;total;1977TI;3.575,6
mujeres;total;1976TIV;3.593,3
mujeres;total;1976TIII;3.628,2
mujeres;agricultura;1995TIV;285,5
mujeres;agricultura;1995TIII;302,9
mujeres;agricultura;1995TII;304,3
mujeres;agricultura;1995TI;306,5
mujeres;agricultura;1994TIV;290,6
mujeres;agricultura;1994TIII;297,0
mujeres;agricultura;1994TII;305,8
mujeres;agricultura;1994TI;319,1
mujeres;agricultura;1993TIV;309,9
mujeres;agricultura;1993TIII;315,2
mujeres;agricultura;1993TII;331,7
mujeres;agricultura;1993TI;326,9
mujeres;agricultura;1992TIV;340,0
mujeres;agricultura;1992TIII;326,3
mujeres;agricultura;1992TII;341,9
mujeres;agricultura;1992TI;353,3
mujeres;agricultura;1991TIV;327,1
mujeres;agricultura;1991TIII;342,2
mujeres;agricultura;1991TII;367,4
mujeres;agricultura;1991TI;386,4
mujeres;agricultura;1990TIV;385,0
mujeres;agricultura;1990TIII;387,9
mujeres;agricultura;1990TII;396,1
mujeres;agricultura;1990TI;429,0
mujeres;agricultura;1989TIV;411,9
mujeres;agricultura;1989TIII;419,6
mujeres;agricultura;1989TII;420,5
mujeres;agricultura;1989TI;432,4
mujeres;agricultura;1988TIV;440,5
mujeres;agricultura;1988TIII;434,7
mujeres;agricultura;1988TII;437,2
mujeres;agricultura;1988TI;468,5
mujeres;agricultura;1987TIV;437,7
mujeres;agricultura;1987TIII;436,9
mujeres;agricultura;1987TII;434,2
mujeres;agricultura;1987TI;422,2
mujeres;agricultura;1986TIV;420,3
mujeres;agricultura;1986TIII;422,9
mujeres;agricultura;1986TII;432,4
mujeres;agricultura;1986TI;465,0
mujeres;agricultura;1985TIV;484,0
mujeres;agricultura;1985TIII;489,1
mujeres;agricultura;1985TII;496,1
mujeres;agricultura;1985TI;543,9
mujeres;agricultura;1984TIV;518,5
mujeres;agricultura;1984TIII;513,0
mujeres;agricultura;1984TII;493,4
mujeres;agricultura;1984TI;529,5
mujeres;agricultura;1983TIV;550,1
mujeres;agricultura;1983TIII;544,3
mujeres;agricultura;1983TII;521,2
mujeres;agricultura;1983TI;545,6
mujeres;agricultura;1982TIV;544,6
mujeres;agricultura;1982TIII;528,4
mujeres;agricultura;1982TII;491,1
mujeres;agricultura;1982TI;511,9
mujeres;agricultura;1981TIV;540,4
mujeres;agricultura;1981TIII;537,4
mujeres;agricultura;1981TII;531,5
mujeres;agricultura;1981TI;568,5
mujeres;agricultura;1980TIV;595,0
mujeres;agricultura;1980TIII;576,0
mujeres;agricultura;1980TII;581,8
mujeres;agricultura;1980TI;623,1
mujeres;agricultura;1979TIV;643,7
mujeres;agricultura;1979TIII;635,0
mujeres;agricultura;1979TII;631,6
mujeres;agricultura;1979TI;684,6
mujeres;agricultura;1978TIV;661,1
mujeres;agricultura;1978TIII;662,7
mujeres;agricultura;1978TII;657,2
mujeres;agricultura;1978TI;705,8
mujeres;agricultura;1977TIV;707,8
mujeres;agricultura;1977TIII;693,0
mujeres;agricultura;1977TII;667,6
mujeres;agricultura;1977TI;758,1
mujeres;agricultura;1976TIV;761,5
mujeres;agricultura;1976TIII;779,4
mujeres;industria;1995TIV;559,3
mujeres;industria;1995TIII;550,6
mujeres;industria;1995TII;554,0
mujeres;industria;1995TI;557,2
mujeres;industria;1994TIV;562,5
mujeres;industria;1994TIII;561,5
mujeres;industria;1994TII;549,9
mujeres;industria;1994TI;550,4
mujeres;industria;1993TIV;555,9
mujeres;industria;1993TIII;575,8
mujeres;industria;1993TII;573,8
mujeres;industria;1993TI;579,0
mujeres;industria;1992TIV;609,4
mujeres;industria;1992TIII;625,4
mujeres;industria;1992TII;649,5
mujeres;industria;1992TI;645,4
mujeres;industria;1991TIV;657,1
mujeres;industria;1991TIII;661,6
mujeres;industria;1991TII;648,8
mujeres;industria;1991TI;646,1
mujeres;industria;1990TIV;657,1
mujeres;industria;1990TIII;672,6
mujeres;industria;1990TII;678,7
mujeres;industria;1990TI;651,3
mujeres;industria;1989TIV;647,3
mujeres;industria;1989TIII;638,3
mujeres;industria;1989TII;634,4
mujeres;industria;1989TI;614,6
mujeres;industria;1988TIV;612,4
mujeres;industria;1988TIII;614,7
mujeres;industria;1988TII;629,2
mujeres;industria;1988TI;617,8
mujeres;industria;1987TIV;632,6
mujeres;industria;1987TIII;620,8
mujeres;industria;1987TII;584,4
mujeres;industria;1987TI;557,2
mujeres;industria;1986TIV;554,8
mujeres;industria;1986TIII;532,5
mujeres;industria;1986TII;533,9
mujeres;industria;1986TI;533,3
mujeres;industria;1985TIV;527,3
mujeres;industria;1985TIII;524,0
mujeres;industria;1985TII;528,1
mujeres;industria;1985TI;532,1
mujeres;industria;1984TIV;538,7
mujeres;industria;1984TIII;540,1
mujeres;industria;1984TII;560,0
mujeres;industria;1984TI;574,8
mujeres;industria;1983TIV;575,4
mujeres;industria;1983TIII;585,2
mujeres;industria;1983TII;595,5
mujeres;industria;1983TI;576,0
mujeres;industria;1982TIV;587,0
mujeres;industria;1982TIII;598,3
mujeres;industria;1982TII;611,3
mujeres;industria;1982TI;599,9
mujeres;industria;1981TIV;610,1
mujeres;industria;1981TIII;624,9
mujeres;industria;1981TII;643,6
mujeres;industria;1981TI;646,0
mujeres;industria;1980TIV;673,2
mujeres;industria;1980TIII;695,9
mujeres;industria;1980TII;706,7
mujeres;industria;1980TI;723,9
mujeres;industria;1979TIV;747,0
mujeres;industria;1979TIII;762,3
mujeres;industria;1979TII;782,1
mujeres;industria;1979TI;776,2
mujeres;industria;1978TIV;792,7
mujeres;industria;1978TIII;782,6
mujeres;industria;1978TII;788,9
mujeres;industria;1978TI;793,0
mujeres;industria;1977TIV;810,5
mujeres;industria;1977TIII;814,7
mujeres;industria;1977TII;822,8
mujeres;industria;1977TI;817,0
mujeres;industria;1976TIV;841,1
mujeres;industria;1976TIII;866,1
mujeres;construcción;1995TIV;47,3
mujeres;construcción;1995TIII;41,6
mujeres;construcción;1995TII;42,6
mujeres;construcción;1995TI;40,7
mujeres;construcción;1994TIV;39,5
mujeres;construcción;1994TIII;43,1
mujeres;construcción;1994TII;42,9
mujeres;construcción;1994TI;40,0
mujeres;construcción;1993TIV;39,5
mujeres;construcción;1993TIII;42,7
mujeres;construcción;1993TII;47,8
mujeres;construcción;1993TI;46,4
mujeres;construcción;1992TIV;45,3
mujeres;construcción;1992TIII;44,5
mujeres;construcción;1992TII;45,3
mujeres;construcción;1992TI;44,9
mujeres;construcción;1991TIV;42,9
mujeres;construcción;1991TIII;45,2
mujeres;construcción;1991TII;49,4
mujeres;construcción;1991TI;50,1
mujeres;construcción;1990TIV;44,0
mujeres;construcción;1990TIII;39,6
mujeres;construcción;1990TII;41,3
mujeres;construcción;1990TI;37,0
mujeres;construcción;1989TIV;31,5
mujeres;construcción;1989TIII;31,5
mujeres;construcción;1989TII;26,7
mujeres;construcción;1989TI;26,4
mujeres;construcción;1988TIV;22,3
mujeres;construcción;1988TIII;21,8
mujeres;construcción;1988TII;19,1
mujeres;construcción;1988TI;18,6
mujeres;construcción;1987TIV;21,0
mujeres;construcción;1987TIII;19,3
mujeres;construcción;1987TII;19,4
mujeres;construcción;1987TI;21,0
mujeres;construcción;1986TIV;20,8
mujeres;construcción;1986TIII;19,1
mujeres;construcción;1986TII;19,3
mujeres;construcción;1986TI;16,4
mujeres;construcción;1985TIV;19,7
mujeres;construcción;1985TIII;14,0
mujeres;construcción;1985TII;12,9
mujeres;construcción;1985TI;14,2
mujeres;construcción;1984TIV;13,8
mujeres;construcción;1984TIII;17,7
mujeres;construcción;1984TII;19,3
mujeres;construcción;1984TI;18,8
mujeres;construcción;1983TIV;23,4
mujeres;construcción;1983TIII;20,9
mujeres;construcción;1983TII;19,9
mujeres;construcción;1983TI;14,3
mujeres;construcción;1982TIV;18,2
mujeres;construcción;1982TIII;20,1
mujeres;construcción;1982TII;19,1
mujeres;construcción;1982TI;24,0
mujeres;construcción;1981TIV;23,3
mujeres;construcción;1981TIII;24,5
mujeres;construcción;1981TII;23,4
mujeres;construcción;1981TI;20,6
mujeres;construcción;1980TIV;20,6
mujeres;construcción;1980TIII;22,2
mujeres;construcción;1980TII;24,5
mujeres;construcción;1980TI;21,4
mujeres;construcción;1979TIV;20,7
mujeres;construcción;1979TIII;23,8
mujeres;construcción;1979TII;27,0
mujeres;construcción;1979TI;26,1
mujeres;construcción;1978TIV;27,6
mujeres;construcción;1978TIII;29,1
mujeres;construcción;1978TII;28,6
mujeres;construcción;1978TI;29,8
mujeres;construcción;1977TIV;31,8
mujeres;construcción;1977TIII;32,0
mujeres;construcción;1977TII;28,3
mujeres;construcción;1977TI;26,1
mujeres;construcción;1976TIV;26,9
mujeres;construcción;1976TIII;34,0
mujeres;servicios;1995TIV;3.443,1
mujeres;servicios;1995TIII;3.415,8
mujeres;servicios;1995TII;3.364,0
mujeres;servicios;1995TI;3.282,9
mujeres;servicios;1994TIV;3.254,9
mujeres;servicios;1994TIII;3.245,8
mujeres;servicios;1994TII;3.214,6
mujeres;servicios;1994TI;3.165,3
mujeres;servicios;1993TIV;3.200,3
mujeres;servicios;1993TIII;3.193,0
mujeres;servicios;1993TII;3.155,9
mujeres;servicios;1993TI;3.127,0
mujeres;servicios;1992TIV;3.163,4
mujeres;servicios;1992TIII;3.223,1
mujeres;servicios;1992TII;3.174,7
mujeres;servicios;1992TI;3.159,1
mujeres;servicios;1991TIV;3.158,8
mujeres;servicios;1991TIII;3.148,8
mujeres;servicios;1991TII;3.096,7
mujeres;servicios;1991TI;3.052,1
mujeres;servicios;1990TIV;3.034,9
mujeres;servicios;1990TIII;2.979,8
mujeres;servicios;1990TII;2.932,0
mujeres;servicios;1990TI;2.881,2
mujeres;servicios;1989TIV;2.881,2
mujeres;servicios;1989TIII;2.848,0
mujeres;servicios;1989TII;2.800,9
mujeres;servicios;1989TI;2.720,1
mujeres;servicios;1988TIV;2.676,6
mujeres;servicios;1988TIII;2.696,1
mujeres;servicios;1988TII;2.601,1
mujeres;servicios;1988TI;2.563,4
mujeres;servicios;1987TIV;2.554,5
mujeres;servicios;1987TIII;2.527,7
mujeres;servicios;1987TII;2.438,3
mujeres;servicios;1987TI;2.323,4
mujeres;servicios;1986TIV;2.294,4
mujeres;servicios;1986TIII;2.277,5
mujeres;servicios;1986TII;2.226,6
mujeres;servicios;1986TI;2.178,3
mujeres;servicios;1985TIV;2.160,1
mujeres;servicios;1985TIII;2.121,2
mujeres;servicios;1985TII;2.119,4
mujeres;servicios;1985TI;2.087,3
mujeres;servicios;1984TIV;2.092,4
mujeres;servicios;1984TIII;2.105,3
mujeres;servicios;1984TII;2.112,1
mujeres;servicios;1984TI;2.119,4
mujeres;servicios;1983TIV;2.142,7
mujeres;servicios;1983TIII;2.141,2
mujeres;servicios;1983TII;2.110,8
mujeres;servicios;1983TI;2.079,1
mujeres;servicios;1982TIV;2.093,8
mujeres;servicios;1982TIII;2.090,8
mujeres;servicios;1982TII;2.075,0
mujeres;servicios;1982TI;2.052,7
mujeres;servicios;1981TIV;2.014,7
mujeres;servicios;1981TIII;2.026,0
mujeres;servicios;1981TII;2.028,0
mujeres;servicios;1981TI;2.023,2
mujeres;servicios;1980TIV;2.012,0
mujeres;servicios;1980TIII;2.022,1
mujeres;servicios;1980TII;2.040,6
mujeres;servicios;1980TI;2.038,2
mujeres;servicios;1979TIV;2.020,6
mujeres;servicios;1979TIII;2.032,0
mujeres;servicios;1979TII;2.003,7
mujeres;servicios;1979TI;1.995,3
mujeres;servicios;1978TIV;1.985,0
mujeres;servicios;1978TIII;1.981,5
mujeres;servicios;1978TII;2.013,1
mujeres;servicios;1978TI;1.996,2
mujeres;servicios;1977TIV;2.011,6
mujeres;servicios;1977TIII;1.982,1
mujeres;servicios;1977TII;1.998,5
mujeres;servicios;1977TI;1.971,2
mujeres;servicios;1976TIV;1.959,3
mujeres;servicios;1976TIII;1.945,4
