Sexo;Edad;Motivos de la jornada parcial;Periodo;Total
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2021T2;0,1
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2021T1;0,1
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2020T4;1,3
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2020T3;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2020T2;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2020T1;0,2
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2019T4;0,1
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2019T3;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2019T2;0,2
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2019T1;0,1
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2018T4;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2018T3;0,1
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2018T2;0,1
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2018T1;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2017T4;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2017T3;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2017T2;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2017T1;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2016T4;0,3
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2016T3;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2016T2;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2016T1;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2015T4;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2015T3;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2015T2;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2015T1;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2014T4;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2014T3;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2014T2;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2014T1;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2013T4;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2013T3;0,2
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2013T2;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2013T1;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2012T4;0,6
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2012T3;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2012T2;0,3
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2012T1;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2011T4;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2011T3;0,3
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2011T2;0,7
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2011T1;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2010T4;0,2
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2010T3;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2010T2;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2010T1;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2009T4;0,1
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2009T3;0,3
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2009T2;0,2
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2009T1;0,2
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2008T4;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2008T3;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2008T2;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2008T1;0,1
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2007T4;0,1
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2007T3;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2007T2;0,2
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2007T1;0,9
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2006T4;0,2
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2006T3;0,1
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2006T2;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2006T1;0,7
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2005T4;0,3
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2005T3;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2005T2;..
Ambos sexos;De 60 a 64 años;Seguir cursos de enseñanza o formación;2005T1;0,3
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2025T4;6,2
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2025T3;8,7
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2025T2;11,6
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2025T1;9,8
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2024T4;9,1
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2024T3;9,1
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2024T2;7
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2024T1;6
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2023T4;10,6
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2023T3;9
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2023T2;10,7
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2023T1;8,1
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2022T4;7,1
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2022T3;5
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2022T2;5,6
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2022T1;8,7
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2021T4;8,3
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2021T3;5,7
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2021T2;5,9
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2021T1;4,9
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2020T4;4,7
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2020T3;5,8
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2020T2;6,5
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2020T1;6,6
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2019T4;5,5
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2019T3;3,8
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2019T2;4,7
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2019T1;6,1
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2018T4;4,5
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2018T3;4,5
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2018T2;5,4
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2018T1;2,5
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2017T4;1,9
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2017T3;3,8
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2017T2;4,2
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2017T1;3,4
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2016T4;3,2
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2016T3;3,8
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2016T2;2
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2016T1;4,2
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2015T4;4,3
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2015T3;4,2
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2015T2;1,7
Ambos sexos;De 60 a 64 años;Enfermedad o incapacidad propia;2015T1;1,6
