Sexo;Ocupación CNO-11;Tiempo que llevan trabajando en el empleo actual;Periodo;Total
Ambos sexos;Total;6 años o más;2021T2;10.714,5
Ambos sexos;Total;6 años o más;2021T1;10.746,1
Ambos sexos;Total;6 años o más;2020T4;10.515,6
Ambos sexos;Total;6 años o más;2020T3;10.485,1
Ambos sexos;Total;6 años o más;2020T2;10.474,3
Ambos sexos;Total;6 años o más;2020T1;10.640,5
Ambos sexos;Total;6 años o más;2019T4;10.536,6
Ambos sexos;Total;6 años o más;2019T3;10.476,7
Ambos sexos;Total;6 años o más;2019T2;10.538,8
Ambos sexos;Total;6 años o más;2019T1;10.592,7
Ambos sexos;Total;6 años o más;2018T4;10.440,3
Ambos sexos;Total;6 años o más;2018T3;10.458,7
Ambos sexos;Total;6 años o más;2018T2;10.537,9
Ambos sexos;Total;6 años o más;2018T1;10.529,5
Ambos sexos;Total;6 años o más;2017T4;10.568,3
Ambos sexos;Total;6 años o más;2017T3;10.579,4
Ambos sexos;Total;6 años o más;2017T2;10.602,3
Ambos sexos;Total;6 años o más;2017T1;10.688,6
Ambos sexos;Total;6 años o más;2016T4;10.636,9
Ambos sexos;Total;6 años o más;2016T3;10.592,8
Ambos sexos;Total;6 años o más;2016T2;10.588,1
Ambos sexos;Total;6 años o más;2016T1;10.611,3
Ambos sexos;Total;6 años o más;2015T4;10.470
Ambos sexos;Total;6 años o más;2015T3;10.389,1
Ambos sexos;Total;6 años o más;2015T2;10.387,3
Ambos sexos;Total;6 años o más;2015T1;10.364,7
Ambos sexos;Total;6 años o más;2014T4;10.273,5
Ambos sexos;Total;6 años o más;2014T3;10.219,5
Ambos sexos;Total;6 años o más;2014T2;10.180,5
Ambos sexos;Total;6 años o más;2014T1;10.066,7
Ambos sexos;Total;6 años o más;2013T4;9.974,3
Ambos sexos;Total;6 años o más;2013T3;10.016,2
Ambos sexos;Total;6 años o más;2013T2;10.075,3
Ambos sexos;Total;6 años o más;2013T1;10.065
Ambos sexos;Total;6 años o más;2012T4;9.925,1
Ambos sexos;Total;6 años o más;2012T3;9.930,5
Ambos sexos;Total;6 años o más;2012T2;9.949
Ambos sexos;Total;6 años o más;2012T1;9.909,4
Ambos sexos;Total;6 años o más;2011T4;9.764,3
Ambos sexos;Total;6 años o más;2011T3;9.743,6
Ambos sexos;Total;6 años o más;2011T2;9.849,3
Ambos sexos;Total;6 años o más;2011T1;9.736,6
Ambos sexos;1 Directores y gerentes;Total;2025T4;939,8
Ambos sexos;1 Directores y gerentes;Total;2025T3;949,8
Ambos sexos;1 Directores y gerentes;Total;2025T2;970,5
Ambos sexos;1 Directores y gerentes;Total;2025T1;908,9
Ambos sexos;1 Directores y gerentes;Total;2024T4;905,3
Ambos sexos;1 Directores y gerentes;Total;2024T3;861
Ambos sexos;1 Directores y gerentes;Total;2024T2;861
Ambos sexos;1 Directores y gerentes;Total;2024T1;831,6
Ambos sexos;1 Directores y gerentes;Total;2023T4;857,6
Ambos sexos;1 Directores y gerentes;Total;2023T3;884,5
Ambos sexos;1 Directores y gerentes;Total;2023T2;870,6
Ambos sexos;1 Directores y gerentes;Total;2023T1;871,5
Ambos sexos;1 Directores y gerentes;Total;2022T4;875,6
Ambos sexos;1 Directores y gerentes;Total;2022T3;920
Ambos sexos;1 Directores y gerentes;Total;2022T2;905,5
Ambos sexos;1 Directores y gerentes;Total;2022T1;875,1
Ambos sexos;1 Directores y gerentes;Total;2021T4;844
Ambos sexos;1 Directores y gerentes;Total;2021T3;843
Ambos sexos;1 Directores y gerentes;Total;2021T2;812,6
Ambos sexos;1 Directores y gerentes;Total;2021T1;772,5
Ambos sexos;1 Directores y gerentes;Total;2020T4;760,7
Ambos sexos;1 Directores y gerentes;Total;2020T3;784,3
Ambos sexos;1 Directores y gerentes;Total;2020T2;753
Ambos sexos;1 Directores y gerentes;Total;2020T1;749,4
Ambos sexos;1 Directores y gerentes;Total;2019T4;768,8
Ambos sexos;1 Directores y gerentes;Total;2019T3;784,2
Ambos sexos;1 Directores y gerentes;Total;2019T2;784,3
Ambos sexos;1 Directores y gerentes;Total;2019T1;787,9
Ambos sexos;1 Directores y gerentes;Total;2018T4;807,1
Ambos sexos;1 Directores y gerentes;Total;2018T3;812,2
Ambos sexos;1 Directores y gerentes;Total;2018T2;799,9
Ambos sexos;1 Directores y gerentes;Total;2018T1;778,9
Ambos sexos;1 Directores y gerentes;Total;2017T4;760,1
Ambos sexos;1 Directores y gerentes;Total;2017T3;782,9
Ambos sexos;1 Directores y gerentes;Total;2017T2;789,9
Ambos sexos;1 Directores y gerentes;Total;2017T1;755,1
Ambos sexos;1 Directores y gerentes;Total;2016T4;753,8
Ambos sexos;1 Directores y gerentes;Total;2016T3;745,6
Ambos sexos;1 Directores y gerentes;Total;2016T2;744,6
Ambos sexos;1 Directores y gerentes;Total;2016T1;757
Ambos sexos;1 Directores y gerentes;Total;2015T4;764,4
Ambos sexos;1 Directores y gerentes;Total;2015T3;775,4
Ambos sexos;1 Directores y gerentes;Total;2015T2;783,4
Ambos sexos;1 Directores y gerentes;Total;2015T1;770,1
Ambos sexos;1 Directores y gerentes;Total;2014T4;779,4
Ambos sexos;1 Directores y gerentes;Total;2014T3;782,2
Ambos sexos;1 Directores y gerentes;Total;2014T2;770,1
Ambos sexos;1 Directores y gerentes;Total;2014T1;780,5
Ambos sexos;1 Directores y gerentes;Total;2013T4;780,5
Ambos sexos;1 Directores y gerentes;Total;2013T3;796,8
Ambos sexos;1 Directores y gerentes;Total;2013T2;804,8
Ambos sexos;1 Directores y gerentes;Total;2013T1;827
Ambos sexos;1 Directores y gerentes;Total;2012T4;841,9
Ambos sexos;1 Directores y gerentes;Total;2012T3;860
Ambos sexos;1 Directores y gerentes;Total;2012T2;881,9
Ambos sexos;1 Directores y gerentes;Total;2012T1;873,9
Ambos sexos;1 Directores y gerentes;Total;2011T4;917,2
Ambos sexos;1 Directores y gerentes;Total;2011T3;904,6
Ambos sexos;1 Directores y gerentes;Total;2011T2;932,7
Ambos sexos;1 Directores y gerentes;Total;2011T1;902,6
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2025T4;16,3
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2025T3;14,7
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2025T2;24
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2025T1;12,1
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2024T4;17,3
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2024T3;10,9
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2024T2;12,4
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2024T1;12,6
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2023T4;9,1
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2023T3;17,5
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2023T2;17,8
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2023T1;14,7
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2022T4;16,5
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2022T3;15,9
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2022T2;18,7
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2022T1;11,1
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2021T4;12,3
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2021T3;10,4
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2021T2;12,6
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2021T1;7,2
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2020T4;5,6
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2020T3;9,2
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2020T2;7,7
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2020T1;11
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2019T4;10,4
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2019T3;14,4
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2019T2;17,2
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2019T1;9,6
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2018T4;14,6
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2018T3;10,5
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2018T2;12,8
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2018T1;13,8
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2017T4;9,9
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2017T3;8,3
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2017T2;7,5
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2017T1;7,3
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2016T4;9,8
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2016T3;10,5
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2016T2;9,6
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2016T1;12,5
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2015T4;15,4
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2015T3;17,4
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2015T2;9,8
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2015T1;7,4
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2014T4;8,8
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2014T3;14,5
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2014T2;4,8
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2014T1;5,9
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2013T4;7,2
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2013T3;8,7
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2013T2;9,7
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2013T1;7,8
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2012T4;11,2
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2012T3;9
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2012T2;4
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2012T1;12,6
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2011T4;10,2
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2011T3;11,9
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2011T2;13,9
Ambos sexos;1 Directores y gerentes;Menos de 3 meses;2011T1;8,9
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2025T4;14,1
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2025T3;20
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2025T2;14,7
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2025T1;13,4
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2024T4;11,8
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2024T3;14,5
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2024T2;21,2
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2024T1;13,7
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2023T4;17,7
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2023T3;20,9
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2023T2;19,8
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2023T1;17,8
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2022T4;13,6
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2022T3;18,6
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2022T2;11,9
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2022T1;13,5
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2021T4;11
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2021T3;10,3
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2021T2;12,6
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2021T1;10,6
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2020T4;10,9
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2020T3;8,7
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2020T2;13,6
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2020T1;14
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2019T4;18,2
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2019T3;20,7
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2019T2;10,5
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2019T1;10,9
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2018T4;12,1
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2018T3;13,6
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2018T2;12,9
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2018T1;10,4
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2017T4;7,4
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2017T3;7,9
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2017T2;9
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2017T1;10,4
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2016T4;12,5
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2016T3;9,7
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2016T2;14
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2016T1;13,3
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2015T4;15,8
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2015T3;14,7
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2015T2;13,4
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2015T1;10,8
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2014T4;11,2
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2014T3;10,8
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2014T2;7,8
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2014T1;15,1
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2013T4;9,2
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2013T3;11
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2013T2;8,9
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2013T1;12,9
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2012T4;11,3
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2012T3;4,9
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2012T2;15,9
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2012T1;10,1
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2011T4;11,2
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2011T3;15,3
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2011T2;12,3
Ambos sexos;1 Directores y gerentes;De 3 a 5 meses;2011T1;13,5
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2025T4;33,8
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2025T3;31,7
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2025T2;25
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2025T1;25,6
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2024T4;28,6
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2024T3;27,3
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2024T2;28,9
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2024T1;29,8
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2023T4;26,5
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2023T3;38,4
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2023T2;31,7
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2023T1;19,1
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2022T4;25,9
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2022T3;29,6
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2022T2;25,7
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2022T1;18,5
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2021T4;17,4
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2021T3;18,9
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2021T2;20,8
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2021T1;19,4
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2020T4;24,6
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2020T3;25,9
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2020T2;27,6
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2020T1;30,1
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2019T4;28,1
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2019T3;23,8
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2019T2;20,7
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2019T1;18,9
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2018T4;22
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2018T3;20,5
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2018T2;22,8
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2018T1;21,8
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2017T4;22,3
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2017T3;20,6
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2017T2;23,5
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2017T1;26,7
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2016T4;21,5
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2016T3;27,6
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2016T2;24,8
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2016T1;26,2
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2015T4;25,2
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2015T3;19,5
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2015T2;23,2
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2015T1;26,3
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2014T4;22,3
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2014T3;23,6
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2014T2;21,1
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2014T1;19,2
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2013T4;21,2
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2013T3;17,6
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2013T2;16,4
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2013T1;11,5
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2012T4;18,6
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2012T3;24,1
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2012T2;20
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2012T1;21
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2011T4;19,7
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2011T3;18,1
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2011T2;19,9
Ambos sexos;1 Directores y gerentes;De 6 a 11 meses;2011T1;23,4
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2025T4;57,5
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2025T3;50,6
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2025T2;68,1
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2025T1;59,4
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2024T4;53,7
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2024T3;51,9
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2024T2;38,7
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2024T1;48,5
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2023T4;48,8
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2023T3;49,7
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2023T2;44,2
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2023T1;53,1
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2022T4;43
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2022T3;34
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2022T2;37,2
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2022T1;41,4
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2021T4;40,7
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2021T3;47,6
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2021T2;47,6
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2021T1;54,1
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2020T4;54,5
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2020T3;50,8
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2020T2;51,1
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2020T1;42
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2019T4;41,6
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2019T3;35,1
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2019T2;38,8
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2019T1;33,2
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2018T4;36,9
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2018T3;46,4
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2018T2;48,4
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2018T1;47,2
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2017T4;47,5
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2017T3;49,9
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2017T2;47,2
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2017T1;47
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2016T4;49,7
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2016T3;45,3
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2016T2;39,9
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2016T1;35,5
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2015T4;35,6
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2015T3;35,4
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2015T2;38,4
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2015T1;38,4
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2014T4;40,7
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2014T3;32,2
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2014T2;37,8
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2014T1;35,7
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2013T4;37,4
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2013T3;34,2
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2013T2;40,8
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2013T1;44,5
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2012T4;44,2
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2012T3;40
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2012T2;39,6
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2012T1;41,7
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2011T4;46,8
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2011T3;44
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2011T2;47,8
Ambos sexos;1 Directores y gerentes;De 1 a menos de 2 años;2011T1;37
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2025T4;42,1
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2025T3;45
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2025T2;50,9
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2025T1;46,8
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2024T4;48,9
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2024T3;40,5
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2024T2;41,9
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2024T1;42,4
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2023T4;42,5
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2023T3;44,2
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2023T2;44,6
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2023T1;38,3
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2022T4;38,2
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2022T3;39
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2022T2;31,8
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2022T1;39,6
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2021T4;40,5
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2021T3;42,9
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2021T2;36,1
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2021T1;37,5
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2020T4;40,6
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2020T3;41,8
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2020T2;31,8
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2020T1;34,6
Ambos sexos;1 Directores y gerentes;De 2 a menos de 3 años;2019T4;36,6
