Sexo;Edad;Tipo de administración;Periodo;Total
Ambos sexos;Total;Empresa e Institución Pública;2015T4;153,9
Ambos sexos;Total;Empresa e Institución Pública;2015T3;149,4
Ambos sexos;Total;Empresa e Institución Pública;2015T2;145,9
Ambos sexos;Total;Empresa e Institución Pública;2015T1;147,1
Ambos sexos;Total;Empresa e Institución Pública;2014T4;150,6
Ambos sexos;Total;Empresa e Institución Pública;2014T3;146,5
Ambos sexos;Total;Empresa e Institución Pública;2014T2;149,5
Ambos sexos;Total;Empresa e Institución Pública;2014T1;157,7
Ambos sexos;Total;Empresa e Institución Pública;2013T4;164,7
Ambos sexos;Total;Empresa e Institución Pública;2013T3;162,9
Ambos sexos;Total;Empresa e Institución Pública;2013T2;165,8
Ambos sexos;Total;Empresa e Institución Pública;2013T1;168,4
Ambos sexos;Total;Empresa e Institución Pública;2012T4;163,5
Ambos sexos;Total;Empresa e Institución Pública;2012T3;160,8
Ambos sexos;Total;Empresa e Institución Pública;2012T2;148
Ambos sexos;Total;Empresa e Institución Pública;2012T1;153,7
Ambos sexos;Total;Empresa e Institución Pública;2011T4;164,1
Ambos sexos;Total;Empresa e Institución Pública;2011T3;161,1
Ambos sexos;Total;Empresa e Institución Pública;2011T2;152,2
Ambos sexos;Total;Empresa e Institución Pública;2011T1;151,5
Ambos sexos;Total;Empresa e Institución Pública;2010T4;155,3
Ambos sexos;Total;Empresa e Institución Pública;2010T3;157
Ambos sexos;Total;Empresa e Institución Pública;2010T2;134,9
Ambos sexos;Total;Empresa e Institución Pública;2010T1;146,3
Ambos sexos;Total;Empresa e Institución Pública;2009T4;157,2
Ambos sexos;Total;Empresa e Institución Pública;2009T3;149,3
Ambos sexos;Total;Empresa e Institución Pública;2009T2;148,7
Ambos sexos;Total;Empresa e Institución Pública;2009T1;145,1
Ambos sexos;Total;Empresa e Institución Pública;2008T4;151,7
Ambos sexos;Total;Empresa e Institución Pública;2008T3;151,4
Ambos sexos;Total;Empresa e Institución Pública;2008T2;138,7
Ambos sexos;Total;Empresa e Institución Pública;2008T1;145,6
Ambos sexos;Total;Empresa e Institución Pública;2007T4;160
Ambos sexos;Total;Empresa e Institución Pública;2007T3;158,8
Ambos sexos;Total;Empresa e Institución Pública;2007T2;151
Ambos sexos;Total;Empresa e Institución Pública;2007T1;168,1
Ambos sexos;Total;Empresa e Institución Pública;2006T4;172,5
Ambos sexos;Total;Empresa e Institución Pública;2006T3;182,6
Ambos sexos;Total;Empresa e Institución Pública;2006T2;170,2
Ambos sexos;Total;Empresa e Institución Pública;2006T1;164,6
Ambos sexos;Total;Empresa e Institución Pública;2005T4;163,2
Ambos sexos;Total;Empresa e Institución Pública;2005T3;165,4
Ambos sexos;Total;Empresa e Institución Pública;2005T2;134,9
Ambos sexos;Total;Empresa e Institución Pública;2005T1;146,1
Ambos sexos;Total;Empresa e Institución Pública;2004T4;201,3
Ambos sexos;Total;Empresa e Institución Pública;2004T3;206
Ambos sexos;Total;Empresa e Institución Pública;2004T2;206,6
Ambos sexos;Total;Empresa e Institución Pública;2004T1;212,3
Ambos sexos;Total;Empresa e Institución Pública;2003T4;212,3
Ambos sexos;Total;Empresa e Institución Pública;2003T3;193,3
Ambos sexos;Total;Empresa e Institución Pública;2003T2;200
Ambos sexos;Total;Empresa e Institución Pública;2003T1;204,8
Ambos sexos;Total;Empresa e Institución Pública;2002T4;197,7
Ambos sexos;Total;Empresa e Institución Pública;2002T3;201,7
Ambos sexos;Total;Empresa e Institución Pública;2002T2;200,8
Ambos sexos;Total;Empresa e Institución Pública;2002T1;192,1
Ambos sexos;Total;Otro tipo;2025T4;39,4
Ambos sexos;Total;Otro tipo;2025T3;25,1
Ambos sexos;Total;Otro tipo;2025T2;23,9
Ambos sexos;Total;Otro tipo;2025T1;31,5
Ambos sexos;Total;Otro tipo;2024T4;17,3
Ambos sexos;Total;Otro tipo;2024T3;15,3
Ambos sexos;Total;Otro tipo;2024T2;12,2
Ambos sexos;Total;Otro tipo;2024T1;14,9
Ambos sexos;Total;Otro tipo;2023T4;8,6
Ambos sexos;Total;Otro tipo;2023T3;17,7
Ambos sexos;Total;Otro tipo;2023T2;14
Ambos sexos;Total;Otro tipo;2023T1;15,5
Ambos sexos;Total;Otro tipo;2022T4;17,3
Ambos sexos;Total;Otro tipo;2022T3;15,3
Ambos sexos;Total;Otro tipo;2022T2;13,4
Ambos sexos;Total;Otro tipo;2022T1;10,7
Ambos sexos;Total;Otro tipo;2021T4;14,7
Ambos sexos;Total;Otro tipo;2021T3;16,2
Ambos sexos;Total;Otro tipo;2021T2;23,5
Ambos sexos;Total;Otro tipo;2021T1;18,3
Ambos sexos;Total;Otro tipo;2020T4;12
Ambos sexos;Total;Otro tipo;2020T3;11,7
Ambos sexos;Total;Otro tipo;2020T2;12
Ambos sexos;Total;Otro tipo;2020T1;11,6
Ambos sexos;Total;Otro tipo;2019T4;9,2
Ambos sexos;Total;Otro tipo;2019T3;11,6
Ambos sexos;Total;Otro tipo;2019T2;9,2
Ambos sexos;Total;Otro tipo;2019T1;12,4
Ambos sexos;Total;Otro tipo;2018T4;12,2
Ambos sexos;Total;Otro tipo;2018T3;13,4
Ambos sexos;Total;Otro tipo;2018T2;12,8
Ambos sexos;Total;Otro tipo;2018T1;8,3
Ambos sexos;Total;Otro tipo;2017T4;7,6
Ambos sexos;Total;Otro tipo;2017T3;6,8
Ambos sexos;Total;Otro tipo;2017T2;3,9
Ambos sexos;Total;Otro tipo;2017T1;7,1
Ambos sexos;Total;Otro tipo;2016T4;8,5
Ambos sexos;Total;Otro tipo;2016T3;6,1
Ambos sexos;Total;Otro tipo;2016T2;6
Ambos sexos;Total;Otro tipo;2016T1;5,8
Ambos sexos;Total;Otro tipo;2015T4;6,5
Ambos sexos;Total;Otro tipo;2015T3;8,3
Ambos sexos;Total;Otro tipo;2015T2;8,5
Ambos sexos;Total;Otro tipo;2015T1;9,2
Ambos sexos;Total;Otro tipo;2014T4;7,4
Ambos sexos;Total;Otro tipo;2014T3;7,4
Ambos sexos;Total;Otro tipo;2014T2;6,6
Ambos sexos;Total;Otro tipo;2014T1;6,3
Ambos sexos;Total;Otro tipo;2013T4;7
Ambos sexos;Total;Otro tipo;2013T3;5,9
Ambos sexos;Total;Otro tipo;2013T2;6
Ambos sexos;Total;Otro tipo;2013T1;3,9
Ambos sexos;Total;Otro tipo;2012T4;7,1
Ambos sexos;Total;Otro tipo;2012T3;10,4
Ambos sexos;Total;Otro tipo;2012T2;12,3
Ambos sexos;Total;Otro tipo;2012T1;9,3
Ambos sexos;Total;Otro tipo;2011T4;10,8
Ambos sexos;Total;Otro tipo;2011T3;9,6
Ambos sexos;Total;Otro tipo;2011T2;8,4
Ambos sexos;Total;Otro tipo;2011T1;9,3
Ambos sexos;Total;Otro tipo;2010T4;5,7
Ambos sexos;Total;Otro tipo;2010T3;9,6
Ambos sexos;Total;Otro tipo;2010T2;10,3
Ambos sexos;Total;Otro tipo;2010T1;5,9
Ambos sexos;Total;Otro tipo;2009T4;8,9
Ambos sexos;Total;Otro tipo;2009T3;11,4
Ambos sexos;Total;Otro tipo;2009T2;7,7
Ambos sexos;Total;Otro tipo;2009T1;9,9
Ambos sexos;Total;Otro tipo;2008T4;8,1
Ambos sexos;Total;Otro tipo;2008T3;11
Ambos sexos;Total;Otro tipo;2008T2;7,3
Ambos sexos;Total;Otro tipo;2008T1;5,9
Ambos sexos;Total;Otro tipo;2007T4;6
Ambos sexos;Total;Otro tipo;2007T3;7,3
Ambos sexos;Total;Otro tipo;2007T2;9,4
Ambos sexos;Total;Otro tipo;2007T1;17,1
Ambos sexos;Total;Otro tipo;2006T4;15,5
Ambos sexos;Total;Otro tipo;2006T3;10,3
Ambos sexos;Total;Otro tipo;2006T2;6,9
Ambos sexos;Total;Otro tipo;2006T1;13,3
Ambos sexos;Total;Otro tipo;2005T4;14,6
Ambos sexos;Total;Otro tipo;2005T3;11,8
Ambos sexos;Total;Otro tipo;2005T2;13,8
Ambos sexos;Total;Otro tipo;2005T1;26,7
Ambos sexos;Total;Otro tipo;2004T4;23,5
Ambos sexos;Total;Otro tipo;2004T3;18,4
Ambos sexos;Total;Otro tipo;2004T2;20,4
Ambos sexos;Total;Otro tipo;2004T1;21,7
Ambos sexos;Total;Otro tipo;2003T4;20
Ambos sexos;Total;Otro tipo;2003T3;18,8
Ambos sexos;Total;Otro tipo;2003T2;21,8
Ambos sexos;Total;Otro tipo;2003T1;22,6
Ambos sexos;Total;Otro tipo;2002T4;27,7
Ambos sexos;Total;Otro tipo;2002T3;26,8
Ambos sexos;Total;Otro tipo;2002T2;25,1
Ambos sexos;Total;Otro tipo;2002T1;25,7
Ambos sexos;Total;No sabe;2025T4;5,7
Ambos sexos;Total;No sabe;2025T3;3
Ambos sexos;Total;No sabe;2025T2;1,6
Ambos sexos;Total;No sabe;2025T1;2,5
Ambos sexos;Total;No sabe;2024T4;1,3
Ambos sexos;Total;No sabe;2024T3;6,4
Ambos sexos;Total;No sabe;2024T2;5,1
Ambos sexos;Total;No sabe;2024T1;5,5
Ambos sexos;Total;No sabe;2023T4;1,7
Ambos sexos;Total;No sabe;2023T3;4,7
Ambos sexos;Total;No sabe;2023T2;1,7
Ambos sexos;Total;No sabe;2023T1;2,6
Ambos sexos;Total;No sabe;2022T4;3,4
Ambos sexos;Total;No sabe;2022T3;1,3
Ambos sexos;Total;No sabe;2022T2;0,6
Ambos sexos;Total;No sabe;2022T1;1,9
Ambos sexos;Total;No sabe;2021T4;2,6
Ambos sexos;Total;No sabe;2021T3;1,9
Ambos sexos;Total;No sabe;2021T2;1,8
Ambos sexos;Total;No sabe;2021T1;3,3
Ambos sexos;Total;No sabe;2020T4;1,4
Ambos sexos;Total;No sabe;2020T3;1,2
Ambos sexos;Total;No sabe;2020T2;3,6
Ambos sexos;Total;No sabe;2020T1;2,5
Ambos sexos;Total;No sabe;2019T4;1,7
Ambos sexos;Total;No sabe;2019T3;2,9
Ambos sexos;Total;No sabe;2019T2;3,7
Ambos sexos;Total;No sabe;2019T1;2,2
Ambos sexos;Total;No sabe;2018T4;1,8
Ambos sexos;Total;No sabe;2018T3;2
Ambos sexos;Total;No sabe;2018T2;1,2
Ambos sexos;Total;No sabe;2018T1;1,7
Ambos sexos;Total;No sabe;2017T4;3
Ambos sexos;Total;No sabe;2017T3;0,9
Ambos sexos;Total;No sabe;2017T2;1,4
Ambos sexos;Total;No sabe;2017T1;1,5
Ambos sexos;Total;No sabe;2016T4;0,2
Ambos sexos;Total;No sabe;2016T3;1
Ambos sexos;Total;No sabe;2016T2;2
Ambos sexos;Total;No sabe;2016T1;0,6
Ambos sexos;Total;No sabe;2015T4;1,5
Ambos sexos;Total;No sabe;2015T3;0,6
Ambos sexos;Total;No sabe;2015T2;0,3
Ambos sexos;Total;No sabe;2015T1;2,5
Ambos sexos;Total;No sabe;2014T4;1,6
Ambos sexos;Total;No sabe;2014T3;1,2
Ambos sexos;Total;No sabe;2014T2;0,6
Ambos sexos;Total;No sabe;2014T1;1,5
Ambos sexos;Total;No sabe;2013T4;1,3
Ambos sexos;Total;No sabe;2013T3;1
Ambos sexos;Total;No sabe;2013T2;2
Ambos sexos;Total;No sabe;2013T1;1,6
Ambos sexos;Total;No sabe;2012T4;1,9
Ambos sexos;Total;No sabe;2012T3;2,9
Ambos sexos;Total;No sabe;2012T2;1,5
Ambos sexos;Total;No sabe;2012T1;0,8
Ambos sexos;Total;No sabe;2011T4;3,4
Ambos sexos;Total;No sabe;2011T3;2,8
Ambos sexos;Total;No sabe;2011T2;2
Ambos sexos;Total;No sabe;2011T1;1,5
Ambos sexos;Total;No sabe;2010T4;1,6
Ambos sexos;Total;No sabe;2010T3;1,7
Ambos sexos;Total;No sabe;2010T2;1,1
Ambos sexos;Total;No sabe;2010T1;0,4
Ambos sexos;Total;No sabe;2009T4;3,4
Ambos sexos;Total;No sabe;2009T3;4,6
Ambos sexos;Total;No sabe;2009T2;7
Ambos sexos;Total;No sabe;2009T1;2,2
Ambos sexos;Total;No sabe;2008T4;7,6
Ambos sexos;Total;No sabe;2008T3;5,1
Ambos sexos;Total;No sabe;2008T2;3,7
Ambos sexos;Total;No sabe;2008T1;7,2
Ambos sexos;Total;No sabe;2007T4;6,5
Ambos sexos;Total;No sabe;2007T3;7,4
Ambos sexos;Total;No sabe;2007T2;8,9
Ambos sexos;Total;No sabe;2007T1;21
Ambos sexos;Total;No sabe;2006T4;17,5
Ambos sexos;Total;No sabe;2006T3;23
Ambos sexos;Total;No sabe;2006T2;15,2
Ambos sexos;Total;No sabe;2006T1;14,2
Ambos sexos;Total;No sabe;2005T4;14,4
Ambos sexos;Total;No sabe;2005T3;25,2
Ambos sexos;Total;No sabe;2005T2;16,4
Ambos sexos;Total;No sabe;2005T1;9,6
Ambos sexos;Total;No sabe;2004T4;..
Ambos sexos;Total;No sabe;2004T3;..
Ambos sexos;Total;No sabe;2004T2;..
Ambos sexos;Total;No sabe;2004T1;..
Ambos sexos;Total;No sabe;2003T4;..
Ambos sexos;Total;No sabe;2003T3;..
Ambos sexos;Total;No sabe;2003T2;..
Ambos sexos;Total;No sabe;2003T1;..
Ambos sexos;Total;No sabe;2002T4;..
Ambos sexos;Total;No sabe;2002T3;..
Ambos sexos;Total;No sabe;2002T2;..
Ambos sexos;Total;No sabe;2002T1;..
Ambos sexos;De 16 a 19 años;Total;2025T4;5,9
Ambos sexos;De 16 a 19 años;Total;2025T3;7,4
Ambos sexos;De 16 a 19 años;Total;2025T2;4,3
Ambos sexos;De 16 a 19 años;Total;2025T1;5
Ambos sexos;De 16 a 19 años;Total;2024T4;2,4
Ambos sexos;De 16 a 19 años;Total;2024T3;8,7
Ambos sexos;De 16 a 19 años;Total;2024T2;2,4
Ambos sexos;De 16 a 19 años;Total;2024T1;2,7
Ambos sexos;De 16 a 19 años;Total;2023T4;4
Ambos sexos;De 16 a 19 años;Total;2023T3;6
Ambos sexos;De 16 a 19 años;Total;2023T2;9,8
Ambos sexos;De 16 a 19 años;Total;2023T1;9,4
Ambos sexos;De 16 a 19 años;Total;2022T4;4,5
Ambos sexos;De 16 a 19 años;Total;2022T3;9,5
Ambos sexos;De 16 a 19 años;Total;2022T2;10,1
Ambos sexos;De 16 a 19 años;Total;2022T1;6,6
Ambos sexos;De 16 a 19 años;Total;2021T4;4,2
Ambos sexos;De 16 a 19 años;Total;2021T3;6,7
Ambos sexos;De 16 a 19 años;Total;2021T2;4,3
Ambos sexos;De 16 a 19 años;Total;2021T1;4,1
Ambos sexos;De 16 a 19 años;Total;2020T4;6
Ambos sexos;De 16 a 19 años;Total;2020T3;4,4
Ambos sexos;De 16 a 19 años;Total;2020T2;2,4
Ambos sexos;De 16 a 19 años;Total;2020T1;3,8
Ambos sexos;De 16 a 19 años;Total;2019T4;2,6
Ambos sexos;De 16 a 19 años;Total;2019T3;7
Ambos sexos;De 16 a 19 años;Total;2019T2;3,1
Ambos sexos;De 16 a 19 años;Total;2019T1;3,1
Ambos sexos;De 16 a 19 años;Total;2018T4;4,3
Ambos sexos;De 16 a 19 años;Total;2018T3;5,2
Ambos sexos;De 16 a 19 años;Total;2018T2;5
Ambos sexos;De 16 a 19 años;Total;2018T1;5,1
Ambos sexos;De 16 a 19 años;Total;2017T4;4,7
Ambos sexos;De 16 a 19 años;Total;2017T3;5,5
Ambos sexos;De 16 a 19 años;Total;2017T2;3,3
Ambos sexos;De 16 a 19 años;Total;2017T1;2,4
Ambos sexos;De 16 a 19 años;Total;2016T4;4
Ambos sexos;De 16 a 19 años;Total;2016T3;4,6
Ambos sexos;De 16 a 19 años;Total;2016T2;2,6
Ambos sexos;De 16 a 19 años;Total;2016T1;3,4
Ambos sexos;De 16 a 19 años;Total;2015T4;1,3
Ambos sexos;De 16 a 19 años;Total;2015T3;1,8
Ambos sexos;De 16 a 19 años;Total;2015T2;1,7
Ambos sexos;De 16 a 19 años;Total;2015T1;3,2
Ambos sexos;De 16 a 19 años;Total;2014T4;3,3
Ambos sexos;De 16 a 19 años;Total;2014T3;2,6
Ambos sexos;De 16 a 19 años;Total;2014T2;2,3
Ambos sexos;De 16 a 19 años;Total;2014T1;2,3
Ambos sexos;De 16 a 19 años;Total;2013T4;2,3
Ambos sexos;De 16 a 19 años;Total;2013T3;2,4
Ambos sexos;De 16 a 19 años;Total;2013T2;2,8
Ambos sexos;De 16 a 19 años;Total;2013T1;3,5
Ambos sexos;De 16 a 19 años;Total;2012T4;3,2
Ambos sexos;De 16 a 19 años;Total;2012T3;3,2
Ambos sexos;De 16 a 19 años;Total;2012T2;3
Ambos sexos;De 16 a 19 años;Total;2012T1;3,4
Ambos sexos;De 16 a 19 años;Total;2011T4;6,2
Ambos sexos;De 16 a 19 años;Total;2011T3;11,7
Ambos sexos;De 16 a 19 años;Total;2011T2;7,8
Ambos sexos;De 16 a 19 años;Total;2011T1;8,5
Ambos sexos;De 16 a 19 años;Total;2010T4;5,9
Ambos sexos;De 16 a 19 años;Total;2010T3;11,1
Ambos sexos;De 16 a 19 años;Total;2010T2;9,4
Ambos sexos;De 16 a 19 años;Total;2010T1;12,2
Ambos sexos;De 16 a 19 años;Total;2009T4;11,3
Ambos sexos;De 16 a 19 años;Total;2009T3;20,3
Ambos sexos;De 16 a 19 años;Total;2009T2;16,1
Ambos sexos;De 16 a 19 años;Total;2009T1;17,3
Ambos sexos;De 16 a 19 años;Total;2008T4;16,5
Ambos sexos;De 16 a 19 años;Total;2008T3;16,3
Ambos sexos;De 16 a 19 años;Total;2008T2;12,6
Ambos sexos;De 16 a 19 años;Total;2008T1;16,5
Ambos sexos;De 16 a 19 años;Total;2007T4;14
Ambos sexos;De 16 a 19 años;Total;2007T3;19,7
Ambos sexos;De 16 a 19 años;Total;2007T2;15,3
Ambos sexos;De 16 a 19 años;Total;2007T1;16,3
Ambos sexos;De 16 a 19 años;Total;2006T4;15,7
Ambos sexos;De 16 a 19 años;Total;2006T3;14,2
Ambos sexos;De 16 a 19 años;Total;2006T2;16,4
Ambos sexos;De 16 a 19 años;Total;2006T1;11,5
Ambos sexos;De 16 a 19 años;Total;2005T4;12,3
Ambos sexos;De 16 a 19 años;Total;2005T3;18
Ambos sexos;De 16 a 19 años;Total;2005T2;11,8
Ambos sexos;De 16 a 19 años;Total;2005T1;12,9
Ambos sexos;De 16 a 19 años;Total;2004T4;11,4
Ambos sexos;De 16 a 19 años;Total;2004T3;13,8
Ambos sexos;De 16 a 19 años;Total;2004T2;14,2
Ambos sexos;De 16 a 19 años;Total;2004T1;14,1
Ambos sexos;De 16 a 19 años;Total;2003T4;16,3
Ambos sexos;De 16 a 19 años;Total;2003T3;17
Ambos sexos;De 16 a 19 años;Total;2003T2;13,9
Ambos sexos;De 16 a 19 años;Total;2003T1;14
Ambos sexos;De 16 a 19 años;Total;2002T4;15,6
Ambos sexos;De 16 a 19 años;Total;2002T3;17,3
Ambos sexos;De 16 a 19 años;Total;2002T2;16,1
Ambos sexos;De 16 a 19 años;Total;2002T1;16,2
Ambos sexos;De 16 a 19 años;Central;2025T4;1,1
Ambos sexos;De 16 a 19 años;Central;2025T3;1
Ambos sexos;De 16 a 19 años;Central;2025T2;1
Ambos sexos;De 16 a 19 años;Central;2025T1;0,4
Ambos sexos;De 16 a 19 años;Central;2024T4;0,7
Ambos sexos;De 16 a 19 años;Central;2024T3;2,4
Ambos sexos;De 16 a 19 años;Central;2024T2;1
Ambos sexos;De 16 a 19 años;Central;2024T1;1,2
Ambos sexos;De 16 a 19 años;Central;2023T4;0,1
Ambos sexos;De 16 a 19 años;Central;2023T3;0,3
Ambos sexos;De 16 a 19 años;Central;2023T2;1,1
Ambos sexos;De 16 a 19 años;Central;2023T1;1,6
Ambos sexos;De 16 a 19 años;Central;2022T4;0,6
Ambos sexos;De 16 a 19 años;Central;2022T3;0,2
Ambos sexos;De 16 a 19 años;Central;2022T2;1,2
Ambos sexos;De 16 a 19 años;Central;2022T1;1
Ambos sexos;De 16 a 19 años;Central;2021T4;2,5
Ambos sexos;De 16 a 19 años;Central;2021T3;1,5
Ambos sexos;De 16 a 19 años;Central;2021T2;1,1
Ambos sexos;De 16 a 19 años;Central;2021T1;1,6
Ambos sexos;De 16 a 19 años;Central;2020T4;0,4
Ambos sexos;De 16 a 19 años;Central;2020T3;0,5
Ambos sexos;De 16 a 19 años;Central;2020T2;0,2
Ambos sexos;De 16 a 19 años;Central;2020T1;0,2
Ambos sexos;De 16 a 19 años;Central;2019T4;..
Ambos sexos;De 16 a 19 años;Central;2019T3;0,3
Ambos sexos;De 16 a 19 años;Central;2019T2;0,4
Ambos sexos;De 16 a 19 años;Central;2019T1;0,2
Ambos sexos;De 16 a 19 años;Central;2018T4;2,4
Ambos sexos;De 16 a 19 años;Central;2018T3;0,8
Ambos sexos;De 16 a 19 años;Central;2018T2;0,3
Ambos sexos;De 16 a 19 años;Central;2018T1;0,4
Ambos sexos;De 16 a 19 años;Central;2017T4;0,2
Ambos sexos;De 16 a 19 años;Central;2017T3;0,6
Ambos sexos;De 16 a 19 años;Central;2017T2;0,5
Ambos sexos;De 16 a 19 años;Central;2017T1;0,5
Ambos sexos;De 16 a 19 años;Central;2016T4;0,8
Ambos sexos;De 16 a 19 años;Central;2016T3;0,9
Ambos sexos;De 16 a 19 años;Central;2016T2;0,1
Ambos sexos;De 16 a 19 años;Central;2016T1;..
Ambos sexos;De 16 a 19 años;Central;2015T4;..
Ambos sexos;De 16 a 19 años;Central;2015T3;..
Ambos sexos;De 16 a 19 años;Central;2015T2;..
Ambos sexos;De 16 a 19 años;Central;2015T1;0,1
Ambos sexos;De 16 a 19 años;Central;2014T4;0,1
Ambos sexos;De 16 a 19 años;Central;2014T3;..
Ambos sexos;De 16 a 19 años;Central;2014T2;0,4
Ambos sexos;De 16 a 19 años;Central;2014T1;0,6
Ambos sexos;De 16 a 19 años;Central;2013T4;0,4
Ambos sexos;De 16 a 19 años;Central;2013T3;0,7
Ambos sexos;De 16 a 19 años;Central;2013T2;0,1
Ambos sexos;De 16 a 19 años;Central;2013T1;0,3
Ambos sexos;De 16 a 19 años;Central;2012T4;0,3
Ambos sexos;De 16 a 19 años;Central;2012T3;0,5
Ambos sexos;De 16 a 19 años;Central;2012T2;0,4
Ambos sexos;De 16 a 19 años;Central;2012T1;0,6
Ambos sexos;De 16 a 19 años;Central;2011T4;1
Ambos sexos;De 16 a 19 años;Central;2011T3;4
Ambos sexos;De 16 a 19 años;Central;2011T2;0,5
Ambos sexos;De 16 a 19 años;Central;2011T1;0,1
Ambos sexos;De 16 a 19 años;Central;2010T4;0,1
Ambos sexos;De 16 a 19 años;Central;2010T3;1,2
Ambos sexos;De 16 a 19 años;Central;2010T2;1,3
Ambos sexos;De 16 a 19 años;Central;2010T1;4,9
Ambos sexos;De 16 a 19 años;Central;2009T4;3,7
Ambos sexos;De 16 a 19 años;Central;2009T3;4,8
Ambos sexos;De 16 a 19 años;Central;2009T2;5,8
Ambos sexos;De 16 a 19 años;Central;2009T1;5,8
Ambos sexos;De 16 a 19 años;Central;2008T4;5,2
Ambos sexos;De 16 a 19 años;Central;2008T3;3,7
Ambos sexos;De 16 a 19 años;Central;2008T2;4,6
Ambos sexos;De 16 a 19 años;Central;2008T1;5,8
Ambos sexos;De 16 a 19 años;Central;2007T4;4,3
Ambos sexos;De 16 a 19 años;Central;2007T3;4,7
Ambos sexos;De 16 a 19 años;Central;2007T2;4,3
Ambos sexos;De 16 a 19 años;Central;2007T1;4,1
Ambos sexos;De 16 a 19 años;Central;2006T4;3,3
Ambos sexos;De 16 a 19 años;Central;2006T3;2,9
Ambos sexos;De 16 a 19 años;Central;2006T2;2,8
Ambos sexos;De 16 a 19 años;Central;2006T1;2,8
Ambos sexos;De 16 a 19 años;Central;2005T4;4,1
Ambos sexos;De 16 a 19 años;Central;2005T3;3,7
Ambos sexos;De 16 a 19 años;Central;2005T2;3,4
Ambos sexos;De 16 a 19 años;Central;2005T1;2,7
Ambos sexos;De 16 a 19 años;Central;2004T4;2,6
Ambos sexos;De 16 a 19 años;Central;2004T3;3,5
Ambos sexos;De 16 a 19 años;Central;2004T2;5,3
Ambos sexos;De 16 a 19 años;Central;2004T1;4,7
Ambos sexos;De 16 a 19 años;Central;2003T4;5,7
Ambos sexos;De 16 a 19 años;Central;2003T3;4,3
Ambos sexos;De 16 a 19 años;Central;2003T2;3,8
Ambos sexos;De 16 a 19 años;Central;2003T1;4,1
Ambos sexos;De 16 a 19 años;Central;2002T4;5,7
Ambos sexos;De 16 a 19 años;Central;2002T3;6,1
Ambos sexos;De 16 a 19 años;Central;2002T2;6,2
Ambos sexos;De 16 a 19 años;Central;2002T1;3,8
Ambos sexos;De 16 a 19 años;Seguridad Social;2025T4;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2025T3;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2025T2;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2025T1;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2024T4;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2024T3;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2024T2;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2024T1;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2023T4;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2023T3;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2023T2;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2023T1;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2022T4;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2022T3;0,4
Ambos sexos;De 16 a 19 años;Seguridad Social;2022T2;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2022T1;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2021T4;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2021T3;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2021T2;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2021T1;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2020T4;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2020T3;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2020T2;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2020T1;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2019T4;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2019T3;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2019T2;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2019T1;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2018T4;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2018T3;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2018T2;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2018T1;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2017T4;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2017T3;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2017T2;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2017T1;..
Ambos sexos;De 16 a 19 años;Seguridad Social;2016T4;..
