Sexo;Motivos de no trabajar;Sector económico;Periodo;Total
Ambos sexos;Total;Total;2025T4;2.133,2
Ambos sexos;Total;Total;2025T3;4.410,5
Ambos sexos;Total;Total;2025T2;1.959,2
Ambos sexos;Total;Total;2025T1;2.004,9
Ambos sexos;Total;Total;2024T4;2.144,1
Ambos sexos;Total;Total;2024T3;4.316,4
Ambos sexos;Total;Total;2024T2;1.664,6
Ambos sexos;Total;Total;2024T1;2.087,5
Ambos sexos;Total;Total;2023T4;2.093,4
Ambos sexos;Total;Total;2023T3;4.107,2
Ambos sexos;Total;Total;2023T2;1.678,3
Ambos sexos;Total;Total;2023T1;1.660,1
Ambos sexos;Total;Total;2022T4;1.959,2
Ambos sexos;Total;Total;2022T3;3.896,2
Ambos sexos;Total;Total;2022T2;1.637,9
Ambos sexos;Total;Total;2022T1;1.811,9
Ambos sexos;Total;Total;2021T4;1.941,1
Ambos sexos;Total;Total;2021T3;3.798,8
Ambos sexos;Total;Total;2021T2;1.493,6
Ambos sexos;Total;Total;2021T1;1.948,1
Ambos sexos;Total;Total;2020T4;1.889,1
Ambos sexos;Total;Total;2020T3;3.592,8
Ambos sexos;Total;Total;2020T2;4.706,2
Ambos sexos;Total;Total;2020T1;1.966,9
Ambos sexos;Total;Total;2019T4;1.457,1
Ambos sexos;Total;Total;2019T3;3.136,8
Ambos sexos;Total;Total;2019T2;1.094,1
Ambos sexos;Total;Total;2019T1;1.135,4
Ambos sexos;Total;Total;2018T4;1.337,7
Ambos sexos;Total;Total;2018T3;3.005,9
Ambos sexos;Total;Total;2018T2;958,4
Ambos sexos;Total;Total;2018T1;1.127,2
Ambos sexos;Total;Total;2017T4;1.286,5
Ambos sexos;Total;Total;2017T3;2.969,4
Ambos sexos;Total;Total;2017T2;997,7
Ambos sexos;Total;Total;2017T1;969,2
Ambos sexos;Total;Total;2016T4;1.213,7
Ambos sexos;Total;Total;2016T3;2.776,8
Ambos sexos;Total;Total;2016T2;829,6
Ambos sexos;Total;Total;2016T1;965,4
Ambos sexos;Total;Total;2015T4;1.013,1
Ambos sexos;Total;Total;2015T3;2.640,4
Ambos sexos;Total;Total;2015T2;845,5
Ambos sexos;Total;Total;2015T1;1.004,4
Ambos sexos;Total;Total;2014T4;965,5
Ambos sexos;Total;Total;2014T3;2.735,0
Ambos sexos;Total;Total;2014T2;836,9
Ambos sexos;Total;Total;2014T1;915,4
Ambos sexos;Total;Total;2013T4;1.038,7
Ambos sexos;Total;Total;2013T3;2.749,9
Ambos sexos;Total;Total;2013T2;773,3
Ambos sexos;Total;Total;2013T1;1.011,2
Ambos sexos;Total;Total;2012T4;1.105,4
Ambos sexos;Total;Total;2012T3;2.759,3
Ambos sexos;Total;Total;2012T2;900,9
Ambos sexos;Total;Total;2012T1;994,3
Ambos sexos;Total;Total;2011T4;1.203,2
Ambos sexos;Total;Total;2011T3;2.888,2
Ambos sexos;Total;Total;2011T2;983,4
Ambos sexos;Total;Total;2011T1;951,9
Ambos sexos;Total;Total;2010T4;1.336,1
Ambos sexos;Total;Total;2010T3;3.097,8
Ambos sexos;Total;Total;2010T2;959,8
Ambos sexos;Total;Total;2010T1;1.170,5
Ambos sexos;Total;Total;2009T4;1.257,5
Ambos sexos;Total;Total;2009T3;3.210,6
Ambos sexos;Total;Total;2009T2;1.097,1
Ambos sexos;Total;Total;2009T1;1.296,3
Ambos sexos;Total;Total;2008T4;1.387,4
Ambos sexos;Total;Total;2008T3;3.463,7
Ambos sexos;Total;Total;2008T2;1.037,3
Ambos sexos;Total;Total;2008T1;1.497,6
Ambos sexos;Total;Agricultura;2025T4;56,1
Ambos sexos;Total;Agricultura;2025T3;102,6
Ambos sexos;Total;Agricultura;2025T2;57,5
Ambos sexos;Total;Agricultura;2025T1;69,9
Ambos sexos;Total;Agricultura;2024T4;63,1
Ambos sexos;Total;Agricultura;2024T3;92,8
Ambos sexos;Total;Agricultura;2024T2;58,9
Ambos sexos;Total;Agricultura;2024T1;75,2
Ambos sexos;Total;Agricultura;2023T4;61,6
Ambos sexos;Total;Agricultura;2023T3;76,6
Ambos sexos;Total;Agricultura;2023T2;56,3
Ambos sexos;Total;Agricultura;2023T1;48,9
Ambos sexos;Total;Agricultura;2022T4;57,5
Ambos sexos;Total;Agricultura;2022T3;76,3
Ambos sexos;Total;Agricultura;2022T2;41,8
Ambos sexos;Total;Agricultura;2022T1;75,1
Ambos sexos;Total;Agricultura;2021T4;58,3
Ambos sexos;Total;Agricultura;2021T3;74,7
Ambos sexos;Total;Agricultura;2021T2;45,1
Ambos sexos;Total;Agricultura;2021T1;58,2
Ambos sexos;Total;Agricultura;2020T4;50,0
Ambos sexos;Total;Agricultura;2020T3;51,5
Ambos sexos;Total;Agricultura;2020T2;62,2
Ambos sexos;Total;Agricultura;2020T1;48,5
Ambos sexos;Total;Agricultura;2019T4;48,3
Ambos sexos;Total;Agricultura;2019T3;50,6
Ambos sexos;Total;Agricultura;2019T2;36,3
Ambos sexos;Total;Agricultura;2019T1;32,1
Ambos sexos;Total;Agricultura;2018T4;42,7
Ambos sexos;Total;Agricultura;2018T3;52,3
Ambos sexos;Total;Agricultura;2018T2;39,6
Ambos sexos;Total;Agricultura;2018T1;51,9
Ambos sexos;Total;Agricultura;2017T4;42,9
Ambos sexos;Total;Agricultura;2017T3;53,8
Ambos sexos;Total;Agricultura;2017T2;41,8
Ambos sexos;Total;Agricultura;2017T1;36,8
Ambos sexos;Total;Agricultura;2016T4;40,5
Ambos sexos;Total;Agricultura;2016T3;45,3
Ambos sexos;Total;Agricultura;2016T2;35,3
Ambos sexos;Total;Agricultura;2016T1;29,3
Ambos sexos;Total;Agricultura;2015T4;29,5
Ambos sexos;Total;Agricultura;2015T3;40,1
Ambos sexos;Total;Agricultura;2015T2;36,8
Ambos sexos;Total;Agricultura;2015T1;36,0
Ambos sexos;Total;Agricultura;2014T4;29,6
Ambos sexos;Total;Agricultura;2014T3;39,7
Ambos sexos;Total;Agricultura;2014T2;30,0
Ambos sexos;Total;Agricultura;2014T1;43,0
Ambos sexos;Total;Agricultura;2013T4;33,1
Ambos sexos;Total;Agricultura;2013T3;41,1
Ambos sexos;Total;Agricultura;2013T2;29,8
Ambos sexos;Total;Agricultura;2013T1;44,3
Ambos sexos;Total;Agricultura;2012T4;34,4
Ambos sexos;Total;Agricultura;2012T3;38,7
Ambos sexos;Total;Agricultura;2012T2;26,8
Ambos sexos;Total;Agricultura;2012T1;39,3
Ambos sexos;Total;Agricultura;2011T4;39,4
Ambos sexos;Total;Agricultura;2011T3;46,5
Ambos sexos;Total;Agricultura;2011T2;38,0
Ambos sexos;Total;Agricultura;2011T1;35,2
Ambos sexos;Total;Agricultura;2010T4;45,3
Ambos sexos;Total;Agricultura;2010T3;53,9
Ambos sexos;Total;Agricultura;2010T2;45,9
Ambos sexos;Total;Agricultura;2010T1;77,0
Ambos sexos;Total;Agricultura;2009T4;50,4
Ambos sexos;Total;Agricultura;2009T3;57,1
Ambos sexos;Total;Agricultura;2009T2;36,2
Ambos sexos;Total;Agricultura;2009T1;56,5
Ambos sexos;Total;Agricultura;2008T4;48,1
Ambos sexos;Total;Agricultura;2008T3;59,1
Ambos sexos;Total;Agricultura;2008T2;50,9
Ambos sexos;Total;Agricultura;2008T1;44,1
Ambos sexos;Total;Industria;2025T4;290,7
Ambos sexos;Total;Industria;2025T3;616,4
Ambos sexos;Total;Industria;2025T2;281,6
Ambos sexos;Total;Industria;2025T1;280,5
Ambos sexos;Total;Industria;2024T4;314,4
Ambos sexos;Total;Industria;2024T3;623,1
Ambos sexos;Total;Industria;2024T2;208,5
Ambos sexos;Total;Industria;2024T1;266,6
Ambos sexos;Total;Industria;2023T4;313,2
Ambos sexos;Total;Industria;2023T3;543,4
Ambos sexos;Total;Industria;2023T2;217,5
Ambos sexos;Total;Industria;2023T1;211,3
Ambos sexos;Total;Industria;2022T4;296,3
Ambos sexos;Total;Industria;2022T3;537,8
Ambos sexos;Total;Industria;2022T2;213,6
Ambos sexos;Total;Industria;2022T1;243,7
Ambos sexos;Total;Industria;2021T4;291,2
Ambos sexos;Total;Industria;2021T3;552,9
Ambos sexos;Total;Industria;2021T2;187,7
Ambos sexos;Total;Industria;2021T1;219,3
Ambos sexos;Total;Industria;2020T4;232,0
Ambos sexos;Total;Industria;2020T3;493,6
Ambos sexos;Total;Industria;2020T2;586,5
Ambos sexos;Total;Industria;2020T1;256,9
Ambos sexos;Total;Industria;2019T4;204,3
Ambos sexos;Total;Industria;2019T3;444,8
Ambos sexos;Total;Industria;2019T2;136,2
Ambos sexos;Total;Industria;2019T1;162,4
Ambos sexos;Total;Industria;2018T4;206,5
Ambos sexos;Total;Industria;2018T3;433,1
Ambos sexos;Total;Industria;2018T2;117,5
Ambos sexos;Total;Industria;2018T1;140,9
Ambos sexos;Total;Industria;2017T4;180,0
Ambos sexos;Total;Industria;2017T3;446,5
Ambos sexos;Total;Industria;2017T2;119,8
Ambos sexos;Total;Industria;2017T1;120,7
Ambos sexos;Total;Industria;2016T4;175,1
Ambos sexos;Total;Industria;2016T3;378,5
Ambos sexos;Total;Industria;2016T2;96,4
Ambos sexos;Total;Industria;2016T1;127,2
Ambos sexos;Total;Industria;2015T4;141,3
Ambos sexos;Total;Industria;2015T3;368,1
Ambos sexos;Total;Industria;2015T2;104,8
Ambos sexos;Total;Industria;2015T1;133,5
Ambos sexos;Total;Industria;2014T4;128,1
Ambos sexos;Total;Industria;2014T3;394,5
Ambos sexos;Total;Industria;2014T2;111,1
Ambos sexos;Total;Industria;2014T1;124,4
Ambos sexos;Total;Industria;2013T4;159,8
Ambos sexos;Total;Industria;2013T3;381,2
Ambos sexos;Total;Industria;2013T2;104,8
Ambos sexos;Total;Industria;2013T1;134,7
Ambos sexos;Total;Industria;2012T4;161,8
Ambos sexos;Total;Industria;2012T3;414,0
Ambos sexos;Total;Industria;2012T2;130,3
Ambos sexos;Total;Industria;2012T1;129,0
Ambos sexos;Total;Industria;2011T4;177,8
Ambos sexos;Total;Industria;2011T3;431,9
Ambos sexos;Total;Industria;2011T2;132,9
Ambos sexos;Total;Industria;2011T1;122,6
Ambos sexos;Total;Industria;2010T4;193,8
Ambos sexos;Total;Industria;2010T3;480,6
Ambos sexos;Total;Industria;2010T2;133,7
Ambos sexos;Total;Industria;2010T1;160,4
Ambos sexos;Total;Industria;2009T4;199,4
Ambos sexos;Total;Industria;2009T3;501,0
Ambos sexos;Total;Industria;2009T2;196,9
Ambos sexos;Total;Industria;2009T1;228,6
Ambos sexos;Total;Industria;2008T4;225,9
Ambos sexos;Total;Industria;2008T3;607,6
Ambos sexos;Total;Industria;2008T2;155,0
Ambos sexos;Total;Industria;2008T1;226,9
Ambos sexos;Total;Construcción;2025T4;139,7
Ambos sexos;Total;Construcción;2025T3;242,1
Ambos sexos;Total;Construcción;2025T2;102,3
Ambos sexos;Total;Construcción;2025T1;113,4
Ambos sexos;Total;Construcción;2024T4;114,8
Ambos sexos;Total;Construcción;2024T3;223,2
Ambos sexos;Total;Construcción;2024T2;93,1
Ambos sexos;Total;Construcción;2024T1;113,3
Ambos sexos;Total;Construcción;2023T4;107,1
Ambos sexos;Total;Construcción;2023T3;233,6
Ambos sexos;Total;Construcción;2023T2;81,3
Ambos sexos;Total;Construcción;2023T1;90,7
Ambos sexos;Total;Construcción;2022T4;107,0
Ambos sexos;Total;Construcción;2022T3;191,8
Ambos sexos;Total;Construcción;2022T2;90,0
Ambos sexos;Total;Construcción;2022T1;108,2
Ambos sexos;Total;Construcción;2021T4;106,1
Ambos sexos;Total;Construcción;2021T3;168,4
Ambos sexos;Total;Construcción;2021T2;77,3
Ambos sexos;Total;Construcción;2021T1;95,7
Ambos sexos;Total;Construcción;2020T4;96,9
Ambos sexos;Total;Construcción;2020T3;141,8
Ambos sexos;Total;Construcción;2020T2;299,4
Ambos sexos;Total;Construcción;2020T1;141,5
Ambos sexos;Total;Construcción;2019T4;80,1
Ambos sexos;Total;Construcción;2019T3;149,5
Ambos sexos;Total;Construcción;2019T2;55,9
Ambos sexos;Total;Construcción;2019T1;68,5
Ambos sexos;Total;Construcción;2018T4;71,4
Ambos sexos;Total;Construcción;2018T3;136,1
Ambos sexos;Total;Construcción;2018T2;58,1
Ambos sexos;Total;Construcción;2018T1;62,9
Ambos sexos;Total;Construcción;2017T4;73,0
Ambos sexos;Total;Construcción;2017T3;136,8
Ambos sexos;Total;Construcción;2017T2;48,8
Ambos sexos;Total;Construcción;2017T1;59,0
Ambos sexos;Total;Construcción;2016T4;69,0
Ambos sexos;Total;Construcción;2016T3;133,6
Ambos sexos;Total;Construcción;2016T2;49,5
Ambos sexos;Total;Construcción;2016T1;51,5
Ambos sexos;Total;Construcción;2015T4;57,7
Ambos sexos;Total;Construcción;2015T3;110,8
Ambos sexos;Total;Construcción;2015T2;51,1
Ambos sexos;Total;Construcción;2015T1;76,2
Ambos sexos;Total;Construcción;2014T4;54,7
Ambos sexos;Total;Construcción;2014T3;133,1
Ambos sexos;Total;Construcción;2014T2;53,4
Ambos sexos;Total;Construcción;2014T1;59,2
Ambos sexos;Total;Construcción;2013T4;61,0
Ambos sexos;Total;Construcción;2013T3;139,5
Ambos sexos;Total;Construcción;2013T2;53,9
Ambos sexos;Total;Construcción;2013T1;79,6
Ambos sexos;Total;Construcción;2012T4;83,8
Ambos sexos;Total;Construcción;2012T3;152,4
Ambos sexos;Total;Construcción;2012T2;74,6
Ambos sexos;Total;Construcción;2012T1;83,3
Ambos sexos;Total;Construcción;2011T4;85,8
Ambos sexos;Total;Construcción;2011T3;149,5
Ambos sexos;Total;Construcción;2011T2;71,7
Ambos sexos;Total;Construcción;2011T1;79,0
Ambos sexos;Total;Construcción;2010T4;110,6
Ambos sexos;Total;Construcción;2010T3;196,3
Ambos sexos;Total;Construcción;2010T2;83,6
Ambos sexos;Total;Construcción;2010T1;98,3
Ambos sexos;Total;Construcción;2009T4;117,3
Ambos sexos;Total;Construcción;2009T3;213,6
Ambos sexos;Total;Construcción;2009T2;89,5
Ambos sexos;Total;Construcción;2009T1;153,3
Ambos sexos;Total;Construcción;2008T4;134,6
Ambos sexos;Total;Construcción;2008T3;277,7
Ambos sexos;Total;Construcción;2008T2;106,9
Ambos sexos;Total;Construcción;2008T1;164,0
Ambos sexos;Total;Servicios;2025T4;1.646,7
Ambos sexos;Total;Servicios;2025T3;3.449,5
Ambos sexos;Total;Servicios;2025T2;1.517,9
Ambos sexos;Total;Servicios;2025T1;1.541,1
Ambos sexos;Total;Servicios;2024T4;1.651,8
Ambos sexos;Total;Servicios;2024T3;3.377,3
Ambos sexos;Total;Servicios;2024T2;1.304,0
Ambos sexos;Total;Servicios;2024T1;1.632,3
Ambos sexos;Total;Servicios;2023T4;1.611,6
Ambos sexos;Total;Servicios;2023T3;3.253,6
Ambos sexos;Total;Servicios;2023T2;1.323,1
Ambos sexos;Total;Servicios;2023T1;1.309,2
Ambos sexos;Total;Servicios;2022T4;1.498,5
Ambos sexos;Total;Servicios;2022T3;3.090,3
Ambos sexos;Total;Servicios;2022T2;1.292,5
Ambos sexos;Total;Servicios;2022T1;1.384,9
Ambos sexos;Total;Servicios;2021T4;1.485,6
Ambos sexos;Total;Servicios;2021T3;3.002,8
Ambos sexos;Total;Servicios;2021T2;1.183,5
Ambos sexos;Total;Servicios;2021T1;1.574,9
Ambos sexos;Total;Servicios;2020T4;1.510,1
Ambos sexos;Total;Servicios;2020T3;2.905,9
Ambos sexos;Total;Servicios;2020T2;3.758,1
Ambos sexos;Total;Servicios;2020T1;1.520,0
Ambos sexos;Total;Servicios;2019T4;1.124,4
Ambos sexos;Total;Servicios;2019T3;2.492,0
Ambos sexos;Total;Servicios;2019T2;865,7
Ambos sexos;Total;Servicios;2019T1;872,3
Ambos sexos;Total;Servicios;2018T4;1.017,2
Ambos sexos;Total;Servicios;2018T3;2.384,4
Ambos sexos;Total;Servicios;2018T2;743,2
Ambos sexos;Total;Servicios;2018T1;871,5
Ambos sexos;Total;Servicios;2017T4;990,7
Ambos sexos;Total;Servicios;2017T3;2.332,3
Ambos sexos;Total;Servicios;2017T2;787,3
Ambos sexos;Total;Servicios;2017T1;752,8
Ambos sexos;Total;Servicios;2016T4;929,2
Ambos sexos;Total;Servicios;2016T3;2.219,4
Ambos sexos;Total;Servicios;2016T2;648,4
Ambos sexos;Total;Servicios;2016T1;757,4
Ambos sexos;Total;Servicios;2015T4;784,7
Ambos sexos;Total;Servicios;2015T3;2.121,4
Ambos sexos;Total;Servicios;2015T2;652,9
Ambos sexos;Total;Servicios;2015T1;758,7
Ambos sexos;Total;Servicios;2014T4;753,1
Ambos sexos;Total;Servicios;2014T3;2.167,8
Ambos sexos;Total;Servicios;2014T2;642,4
Ambos sexos;Total;Servicios;2014T1;688,8
Ambos sexos;Total;Servicios;2013T4;784,9
Ambos sexos;Total;Servicios;2013T3;2.188,2
Ambos sexos;Total;Servicios;2013T2;584,8
Ambos sexos;Total;Servicios;2013T1;752,6
Ambos sexos;Total;Servicios;2012T4;825,4
Ambos sexos;Total;Servicios;2012T3;2.154,2
Ambos sexos;Total;Servicios;2012T2;669,3
Ambos sexos;Total;Servicios;2012T1;742,6
Ambos sexos;Total;Servicios;2011T4;900,2
Ambos sexos;Total;Servicios;2011T3;2.260,3
Ambos sexos;Total;Servicios;2011T2;740,8
Ambos sexos;Total;Servicios;2011T1;715,0
Ambos sexos;Total;Servicios;2010T4;986,4
Ambos sexos;Total;Servicios;2010T3;2.366,9
Ambos sexos;Total;Servicios;2010T2;696,5
Ambos sexos;Total;Servicios;2010T1;834,8
Ambos sexos;Total;Servicios;2009T4;890,4
Ambos sexos;Total;Servicios;2009T3;2.438,9
Ambos sexos;Total;Servicios;2009T2;774,4
Ambos sexos;Total;Servicios;2009T1;857,9
Ambos sexos;Total;Servicios;2008T4;978,8
Ambos sexos;Total;Servicios;2008T3;2.519,4
Ambos sexos;Total;Servicios;2008T2;724,5
Ambos sexos;Total;Servicios;2008T1;1.062,6
Ambos sexos;Vacaciones o días de permiso;Total;2025T4;843,7
Ambos sexos;Vacaciones o días de permiso;Total;2025T3;3.222,5
Ambos sexos;Vacaciones o días de permiso;Total;2025T2;709,2
Ambos sexos;Vacaciones o días de permiso;Total;2025T1;764,8
Ambos sexos;Vacaciones o días de permiso;Total;2024T4;942,5
Ambos sexos;Vacaciones o días de permiso;Total;2024T3;3.162,6
Ambos sexos;Vacaciones o días de permiso;Total;2024T2;480,6
Ambos sexos;Vacaciones o días de permiso;Total;2024T1;884,8
Ambos sexos;Vacaciones o días de permiso;Total;2023T4;985,0
Ambos sexos;Vacaciones o días de permiso;Total;2023T3;3.030,4
Ambos sexos;Vacaciones o días de permiso;Total;2023T2;603,9
Ambos sexos;Vacaciones o días de permiso;Total;2023T1;585,8
Ambos sexos;Vacaciones o días de permiso;Total;2022T4;922,3
Ambos sexos;Vacaciones o días de permiso;Total;2022T3;2.898,7
Ambos sexos;Vacaciones o días de permiso;Total;2022T2;607,4
Ambos sexos;Vacaciones o días de permiso;Total;2022T1;557,7
Ambos sexos;Vacaciones o días de permiso;Total;2021T4;840,4
Ambos sexos;Vacaciones o días de permiso;Total;2021T3;2.809,4
Ambos sexos;Vacaciones o días de permiso;Total;2021T2;353,0
Ambos sexos;Vacaciones o días de permiso;Total;2021T1;500,5
Ambos sexos;Vacaciones o días de permiso;Total;2020T4;452,1
Ambos sexos;Vacaciones o días de permiso;Total;2020T3;2.228,1
Ambos sexos;Vacaciones o días de permiso;Total;2020T2;236,6
Ambos sexos;Vacaciones o días de permiso;Total;2020T1;572,7
Ambos sexos;Vacaciones o días de permiso;Total;2019T4;711,3
Ambos sexos;Vacaciones o días de permiso;Total;2019T3;2.446,7
Ambos sexos;Vacaciones o días de permiso;Total;2019T2;429,6
Ambos sexos;Vacaciones o días de permiso;Total;2019T1;444,1
Ambos sexos;Vacaciones o días de permiso;Total;2018T4;665,4
Ambos sexos;Vacaciones o días de permiso;Total;2018T3;2.358,7
Ambos sexos;Vacaciones o días de permiso;Total;2018T2;287,8
Ambos sexos;Vacaciones o días de permiso;Total;2018T1;467,2
Ambos sexos;Vacaciones o días de permiso;Total;2017T4;644,0
Ambos sexos;Vacaciones o días de permiso;Total;2017T3;2.349,1
Ambos sexos;Vacaciones o días de permiso;Total;2017T2;378,3
Ambos sexos;Vacaciones o días de permiso;Total;2017T1;330,7
Ambos sexos;Vacaciones o días de permiso;Total;2016T4;642,3
Ambos sexos;Vacaciones o días de permiso;Total;2016T3;2.198,9
Ambos sexos;Vacaciones o días de permiso;Total;2016T2;241,9
Ambos sexos;Vacaciones o días de permiso;Total;2016T1;400,7
Ambos sexos;Vacaciones o días de permiso;Total;2015T4;460,8
Ambos sexos;Vacaciones o días de permiso;Total;2015T3;2.099,3
Ambos sexos;Vacaciones o días de permiso;Total;2015T2;288,7
Ambos sexos;Vacaciones o días de permiso;Total;2015T1;435,5
Ambos sexos;Vacaciones o días de permiso;Total;2014T4;434,9
Ambos sexos;Vacaciones o días de permiso;Total;2014T3;2.209,4
Ambos sexos;Vacaciones o días de permiso;Total;2014T2;325,2
Ambos sexos;Vacaciones o días de permiso;Total;2014T1;346,3
Ambos sexos;Vacaciones o días de permiso;Total;2013T4;515,2
Ambos sexos;Vacaciones o días de permiso;Total;2013T3;2.217,4
Ambos sexos;Vacaciones o días de permiso;Total;2013T2;245,6
Ambos sexos;Vacaciones o días de permiso;Total;2013T1;423,0
Ambos sexos;Vacaciones o días de permiso;Total;2012T4;555,7
Ambos sexos;Vacaciones o días de permiso;Total;2012T3;2.228,6
Ambos sexos;Vacaciones o días de permiso;Total;2012T2;361,7
Ambos sexos;Vacaciones o días de permiso;Total;2012T1;373,8
Ambos sexos;Vacaciones o días de permiso;Total;2011T4;584,6
Ambos sexos;Vacaciones o días de permiso;Total;2011T3;2.324,5
Ambos sexos;Vacaciones o días de permiso;Total;2011T2;387,5
Ambos sexos;Vacaciones o días de permiso;Total;2011T1;343,6
Ambos sexos;Vacaciones o días de permiso;Total;2010T4;672,4
Ambos sexos;Vacaciones o días de permiso;Total;2010T3;2.491,9
Ambos sexos;Vacaciones o días de permiso;Total;2010T2;324,5
Ambos sexos;Vacaciones o días de permiso;Total;2010T1;463,1
Ambos sexos;Vacaciones o días de permiso;Total;2009T4;583,4
Ambos sexos;Vacaciones o días de permiso;Total;2009T3;2.580,5
Ambos sexos;Vacaciones o días de permiso;Total;2009T2;443,4
Ambos sexos;Vacaciones o días de permiso;Total;2009T1;563,1
Ambos sexos;Vacaciones o días de permiso;Total;2008T4;671,6
Ambos sexos;Vacaciones o días de permiso;Total;2008T3;2.798,4
Ambos sexos;Vacaciones o días de permiso;Total;2008T2;310,1
Ambos sexos;Vacaciones o días de permiso;Total;2008T1;764,4
Ambos sexos;Vacaciones o días de permiso;Agricultura;2025T4;11,0
Ambos sexos;Vacaciones o días de permiso;Agricultura;2025T3;56,4
Ambos sexos;Vacaciones o días de permiso;Agricultura;2025T2;16,5
Ambos sexos;Vacaciones o días de permiso;Agricultura;2025T1;7,7
Ambos sexos;Vacaciones o días de permiso;Agricultura;2024T4;13,2
Ambos sexos;Vacaciones o días de permiso;Agricultura;2024T3;41,8
Ambos sexos;Vacaciones o días de permiso;Agricultura;2024T2;13,2
Ambos sexos;Vacaciones o días de permiso;Agricultura;2024T1;13,0
Ambos sexos;Vacaciones o días de permiso;Agricultura;2023T4;14,0
Ambos sexos;Vacaciones o días de permiso;Agricultura;2023T3;28,3
Ambos sexos;Vacaciones o días de permiso;Agricultura;2023T2;12,6
Ambos sexos;Vacaciones o días de permiso;Agricultura;2023T1;6,5
Ambos sexos;Vacaciones o días de permiso;Agricultura;2022T4;12,1
Ambos sexos;Vacaciones o días de permiso;Agricultura;2022T3;36,0
Ambos sexos;Vacaciones o días de permiso;Agricultura;2022T2;7,3
Ambos sexos;Vacaciones o días de permiso;Agricultura;2022T1;13,1
Ambos sexos;Vacaciones o días de permiso;Agricultura;2021T4;17,8
Ambos sexos;Vacaciones o días de permiso;Agricultura;2021T3;30,5
Ambos sexos;Vacaciones o días de permiso;Agricultura;2021T2;6,6
Ambos sexos;Vacaciones o días de permiso;Agricultura;2021T1;6,6
Ambos sexos;Vacaciones o días de permiso;Agricultura;2020T4;9,1
Ambos sexos;Vacaciones o días de permiso;Agricultura;2020T3;17,2
Ambos sexos;Vacaciones o días de permiso;Agricultura;2020T2;4,6
Ambos sexos;Vacaciones o días de permiso;Agricultura;2020T1;7,9
Ambos sexos;Vacaciones o días de permiso;Agricultura;2019T4;13,0
Ambos sexos;Vacaciones o días de permiso;Agricultura;2019T3;21,3
Ambos sexos;Vacaciones o días de permiso;Agricultura;2019T2;7,4
Ambos sexos;Vacaciones o días de permiso;Agricultura;2019T1;5,1
Ambos sexos;Vacaciones o días de permiso;Agricultura;2018T4;12,9
Ambos sexos;Vacaciones o días de permiso;Agricultura;2018T3;21,7
Ambos sexos;Vacaciones o días de permiso;Agricultura;2018T2;5,4
Ambos sexos;Vacaciones o días de permiso;Agricultura;2018T1;9,7
Ambos sexos;Vacaciones o días de permiso;Agricultura;2017T4;9,9
Ambos sexos;Vacaciones o días de permiso;Agricultura;2017T3;23,3
Ambos sexos;Vacaciones o días de permiso;Agricultura;2017T2;7,7
Ambos sexos;Vacaciones o días de permiso;Agricultura;2017T1;4,8
Ambos sexos;Vacaciones o días de permiso;Agricultura;2016T4;8,7
Ambos sexos;Vacaciones o días de permiso;Agricultura;2016T3;25,8
Ambos sexos;Vacaciones o días de permiso;Agricultura;2016T2;4,3
Ambos sexos;Vacaciones o días de permiso;Agricultura;2016T1;4,8
Ambos sexos;Vacaciones o días de permiso;Agricultura;2015T4;7,8
Ambos sexos;Vacaciones o días de permiso;Agricultura;2015T3;14,7
Ambos sexos;Vacaciones o días de permiso;Agricultura;2015T2;6,1
Ambos sexos;Vacaciones o días de permiso;Agricultura;2015T1;6,6
Ambos sexos;Vacaciones o días de permiso;Agricultura;2014T4;8,7
Ambos sexos;Vacaciones o días de permiso;Agricultura;2014T3;14,4
Ambos sexos;Vacaciones o días de permiso;Agricultura;2014T2;4,8
Ambos sexos;Vacaciones o días de permiso;Agricultura;2014T1;4,1
Ambos sexos;Vacaciones o días de permiso;Agricultura;2013T4;5,7
Ambos sexos;Vacaciones o días de permiso;Agricultura;2013T3;17,9
Ambos sexos;Vacaciones o días de permiso;Agricultura;2013T2;4,3
Ambos sexos;Vacaciones o días de permiso;Agricultura;2013T1;4,0
Ambos sexos;Vacaciones o días de permiso;Agricultura;2012T4;9,4
Ambos sexos;Vacaciones o días de permiso;Agricultura;2012T3;16,6
Ambos sexos;Vacaciones o días de permiso;Agricultura;2012T2;6,1
Ambos sexos;Vacaciones o días de permiso;Agricultura;2012T1;4,5
Ambos sexos;Vacaciones o días de permiso;Agricultura;2011T4;9,8
Ambos sexos;Vacaciones o días de permiso;Agricultura;2011T3;22,3
Ambos sexos;Vacaciones o días de permiso;Agricultura;2011T2;5,1
Ambos sexos;Vacaciones o días de permiso;Agricultura;2011T1;4,2
Ambos sexos;Vacaciones o días de permiso;Agricultura;2010T4;10,0
Ambos sexos;Vacaciones o días de permiso;Agricultura;2010T3;24,4
Ambos sexos;Vacaciones o días de permiso;Agricultura;2010T2;7,3
Ambos sexos;Vacaciones o días de permiso;Agricultura;2010T1;7,7
Ambos sexos;Vacaciones o días de permiso;Agricultura;2009T4;11,5
Ambos sexos;Vacaciones o días de permiso;Agricultura;2009T3;26,1
Ambos sexos;Vacaciones o días de permiso;Agricultura;2009T2;5,1
Ambos sexos;Vacaciones o días de permiso;Agricultura;2009T1;9,8
Ambos sexos;Vacaciones o días de permiso;Agricultura;2008T4;14,8
