Sexo;Motivos de no trabajar;Sector económico;Periodo;Total
Ambos sexos;Huelga o conflicto laboral;Servicios;2009T4;..
Ambos sexos;Huelga o conflicto laboral;Servicios;2009T3;..
Ambos sexos;Huelga o conflicto laboral;Servicios;2009T2;..
Ambos sexos;Huelga o conflicto laboral;Servicios;2009T1;..
Ambos sexos;Huelga o conflicto laboral;Servicios;2008T4;0,2
Ambos sexos;Huelga o conflicto laboral;Servicios;2008T3;0,4
Ambos sexos;Huelga o conflicto laboral;Servicios;2008T2;8,9
Ambos sexos;Huelga o conflicto laboral;Servicios;2008T1;1,5
Ambos sexos;Otros motivos;Total;2025T4;75,3
Ambos sexos;Otros motivos;Total;2025T3;70,2
Ambos sexos;Otros motivos;Total;2025T2;73,7
Ambos sexos;Otros motivos;Total;2025T1;93,8
Ambos sexos;Otros motivos;Total;2024T4;80,5
Ambos sexos;Otros motivos;Total;2024T3;77,7
Ambos sexos;Otros motivos;Total;2024T2;78,1
Ambos sexos;Otros motivos;Total;2024T1;88,8
Ambos sexos;Otros motivos;Total;2023T4;65,0
Ambos sexos;Otros motivos;Total;2023T3;78,8
Ambos sexos;Otros motivos;Total;2023T2;72,5
Ambos sexos;Otros motivos;Total;2023T1;73,8
Ambos sexos;Otros motivos;Total;2022T4;75,5
Ambos sexos;Otros motivos;Total;2022T3;74,2
Ambos sexos;Otros motivos;Total;2022T2;68,8
Ambos sexos;Otros motivos;Total;2022T1;76,7
Ambos sexos;Otros motivos;Total;2021T4;70,2
Ambos sexos;Otros motivos;Total;2021T3;57,3
Ambos sexos;Otros motivos;Total;2021T2;63,5
Ambos sexos;Otros motivos;Total;2021T1;95,8
Ambos sexos;Otros motivos;Total;2020T4;80,1
Ambos sexos;Otros motivos;Total;2020T3;82,0
Ambos sexos;Otros motivos;Total;2020T2;129,9
Ambos sexos;Otros motivos;Total;2020T1;96,3
Ambos sexos;Otros motivos;Total;2019T4;63,2
Ambos sexos;Otros motivos;Total;2019T3;61,5
Ambos sexos;Otros motivos;Total;2019T2;51,7
Ambos sexos;Otros motivos;Total;2019T1;49,4
Ambos sexos;Otros motivos;Total;2018T4;63,1
Ambos sexos;Otros motivos;Total;2018T3;74,9
Ambos sexos;Otros motivos;Total;2018T2;60,8
Ambos sexos;Otros motivos;Total;2018T1;75,1
Ambos sexos;Otros motivos;Total;2017T4;64,4
Ambos sexos;Otros motivos;Total;2017T3;67,0
Ambos sexos;Otros motivos;Total;2017T2;64,8
Ambos sexos;Otros motivos;Total;2017T1;63,8
Ambos sexos;Otros motivos;Total;2016T4;62,5
Ambos sexos;Otros motivos;Total;2016T3;51,7
Ambos sexos;Otros motivos;Total;2016T2;56,2
Ambos sexos;Otros motivos;Total;2016T1;56,0
Ambos sexos;Otros motivos;Total;2015T4;68,0
Ambos sexos;Otros motivos;Total;2015T3;64,3
Ambos sexos;Otros motivos;Total;2015T2;59,7
Ambos sexos;Otros motivos;Total;2015T1;69,5
Ambos sexos;Otros motivos;Total;2014T4;62,2
Ambos sexos;Otros motivos;Total;2014T3;58,2
Ambos sexos;Otros motivos;Total;2014T2;64,2
Ambos sexos;Otros motivos;Total;2014T1;84,9
Ambos sexos;Otros motivos;Total;2013T4;65,2
Ambos sexos;Otros motivos;Total;2013T3;72,6
Ambos sexos;Otros motivos;Total;2013T2;64,8
Ambos sexos;Otros motivos;Total;2013T1;81,4
Ambos sexos;Otros motivos;Total;2012T4;62,2
Ambos sexos;Otros motivos;Total;2012T3;64,1
Ambos sexos;Otros motivos;Total;2012T2;49,0
Ambos sexos;Otros motivos;Total;2012T1;74,9
Ambos sexos;Otros motivos;Total;2011T4;73,9
Ambos sexos;Otros motivos;Total;2011T3;67,8
Ambos sexos;Otros motivos;Total;2011T2;70,2
Ambos sexos;Otros motivos;Total;2011T1;70,8
Ambos sexos;Otros motivos;Total;2010T4;75,2
Ambos sexos;Otros motivos;Total;2010T3;64,5
Ambos sexos;Otros motivos;Total;2010T2;70,1
Ambos sexos;Otros motivos;Total;2010T1;114,8
Ambos sexos;Otros motivos;Total;2009T4;81,8
Ambos sexos;Otros motivos;Total;2009T3;76,1
Ambos sexos;Otros motivos;Total;2009T2;64,8
Ambos sexos;Otros motivos;Total;2009T1;98,8
Ambos sexos;Otros motivos;Total;2008T4;86,0
Ambos sexos;Otros motivos;Total;2008T3;79,3
Ambos sexos;Otros motivos;Total;2008T2;79,1
Ambos sexos;Otros motivos;Total;2008T1;70,9
Ambos sexos;Otros motivos;Agricultura;2025T4;3,2
Ambos sexos;Otros motivos;Agricultura;2025T3;1,7
Ambos sexos;Otros motivos;Agricultura;2025T2;3,0
Ambos sexos;Otros motivos;Agricultura;2025T1;16,7
Ambos sexos;Otros motivos;Agricultura;2024T4;5,6
Ambos sexos;Otros motivos;Agricultura;2024T3;1,9
Ambos sexos;Otros motivos;Agricultura;2024T2;3,7
Ambos sexos;Otros motivos;Agricultura;2024T1;13,2
Ambos sexos;Otros motivos;Agricultura;2023T4;7,2
Ambos sexos;Otros motivos;Agricultura;2023T3;7,5
Ambos sexos;Otros motivos;Agricultura;2023T2;6,3
Ambos sexos;Otros motivos;Agricultura;2023T1;6,5
Ambos sexos;Otros motivos;Agricultura;2022T4;10,1
Ambos sexos;Otros motivos;Agricultura;2022T3;4,0
Ambos sexos;Otros motivos;Agricultura;2022T2;4,8
Ambos sexos;Otros motivos;Agricultura;2022T1;14,8
Ambos sexos;Otros motivos;Agricultura;2021T4;5,5
Ambos sexos;Otros motivos;Agricultura;2021T3;6,0
Ambos sexos;Otros motivos;Agricultura;2021T2;5,6
Ambos sexos;Otros motivos;Agricultura;2021T1;9,6
Ambos sexos;Otros motivos;Agricultura;2020T4;8,5
Ambos sexos;Otros motivos;Agricultura;2020T3;2,9
Ambos sexos;Otros motivos;Agricultura;2020T2;9,2
Ambos sexos;Otros motivos;Agricultura;2020T1;6,7
Ambos sexos;Otros motivos;Agricultura;2019T4;8,2
Ambos sexos;Otros motivos;Agricultura;2019T3;1,5
Ambos sexos;Otros motivos;Agricultura;2019T2;3,4
Ambos sexos;Otros motivos;Agricultura;2019T1;3,6
Ambos sexos;Otros motivos;Agricultura;2018T4;7,4
Ambos sexos;Otros motivos;Agricultura;2018T3;5,9
Ambos sexos;Otros motivos;Agricultura;2018T2;6,1
Ambos sexos;Otros motivos;Agricultura;2018T1;13,0
Ambos sexos;Otros motivos;Agricultura;2017T4;6,3
Ambos sexos;Otros motivos;Agricultura;2017T3;4,9
Ambos sexos;Otros motivos;Agricultura;2017T2;5,3
Ambos sexos;Otros motivos;Agricultura;2017T1;5,2
Ambos sexos;Otros motivos;Agricultura;2016T4;8,7
Ambos sexos;Otros motivos;Agricultura;2016T3;2,3
Ambos sexos;Otros motivos;Agricultura;2016T2;7,1
Ambos sexos;Otros motivos;Agricultura;2016T1;4,3
Ambos sexos;Otros motivos;Agricultura;2015T4;2,9
Ambos sexos;Otros motivos;Agricultura;2015T3;3,0
Ambos sexos;Otros motivos;Agricultura;2015T2;5,8
Ambos sexos;Otros motivos;Agricultura;2015T1;7,4
Ambos sexos;Otros motivos;Agricultura;2014T4;5,2
Ambos sexos;Otros motivos;Agricultura;2014T3;4,0
Ambos sexos;Otros motivos;Agricultura;2014T2;5,8
Ambos sexos;Otros motivos;Agricultura;2014T1;16,8
Ambos sexos;Otros motivos;Agricultura;2013T4;4,3
Ambos sexos;Otros motivos;Agricultura;2013T3;4,9
Ambos sexos;Otros motivos;Agricultura;2013T2;5,8
Ambos sexos;Otros motivos;Agricultura;2013T1;16,8
Ambos sexos;Otros motivos;Agricultura;2012T4;7,2
Ambos sexos;Otros motivos;Agricultura;2012T3;5,1
Ambos sexos;Otros motivos;Agricultura;2012T2;4,2
Ambos sexos;Otros motivos;Agricultura;2012T1;9,6
Ambos sexos;Otros motivos;Agricultura;2011T4;8,3
Ambos sexos;Otros motivos;Agricultura;2011T3;5,0
Ambos sexos;Otros motivos;Agricultura;2011T2;7,3
Ambos sexos;Otros motivos;Agricultura;2011T1;10,5
Ambos sexos;Otros motivos;Agricultura;2010T4;11,6
Ambos sexos;Otros motivos;Agricultura;2010T3;3,7
Ambos sexos;Otros motivos;Agricultura;2010T2;9,7
Ambos sexos;Otros motivos;Agricultura;2010T1;43,6
Ambos sexos;Otros motivos;Agricultura;2009T4;14,9
Ambos sexos;Otros motivos;Agricultura;2009T3;7,7
Ambos sexos;Otros motivos;Agricultura;2009T2;4,7
Ambos sexos;Otros motivos;Agricultura;2009T1;16,8
Ambos sexos;Otros motivos;Agricultura;2008T4;9,9
Ambos sexos;Otros motivos;Agricultura;2008T3;5,6
Ambos sexos;Otros motivos;Agricultura;2008T2;10,4
Ambos sexos;Otros motivos;Agricultura;2008T1;7,2
Ambos sexos;Otros motivos;Industria;2025T4;7,3
Ambos sexos;Otros motivos;Industria;2025T3;4,9
Ambos sexos;Otros motivos;Industria;2025T2;8,0
Ambos sexos;Otros motivos;Industria;2025T1;5,9
Ambos sexos;Otros motivos;Industria;2024T4;8,4
Ambos sexos;Otros motivos;Industria;2024T3;5,5
Ambos sexos;Otros motivos;Industria;2024T2;7,5
Ambos sexos;Otros motivos;Industria;2024T1;7,1
Ambos sexos;Otros motivos;Industria;2023T4;4,8
Ambos sexos;Otros motivos;Industria;2023T3;6,9
Ambos sexos;Otros motivos;Industria;2023T2;6,0
Ambos sexos;Otros motivos;Industria;2023T1;3,7
Ambos sexos;Otros motivos;Industria;2022T4;5,3
Ambos sexos;Otros motivos;Industria;2022T3;3,1
Ambos sexos;Otros motivos;Industria;2022T2;4,3
Ambos sexos;Otros motivos;Industria;2022T1;4,5
Ambos sexos;Otros motivos;Industria;2021T4;5,8
Ambos sexos;Otros motivos;Industria;2021T3;4,3
Ambos sexos;Otros motivos;Industria;2021T2;6,3
Ambos sexos;Otros motivos;Industria;2021T1;8,1
Ambos sexos;Otros motivos;Industria;2020T4;8,1
Ambos sexos;Otros motivos;Industria;2020T3;5,2
Ambos sexos;Otros motivos;Industria;2020T2;8,9
Ambos sexos;Otros motivos;Industria;2020T1;8,6
Ambos sexos;Otros motivos;Industria;2019T4;2,5
Ambos sexos;Otros motivos;Industria;2019T3;3,5
Ambos sexos;Otros motivos;Industria;2019T2;2,4
Ambos sexos;Otros motivos;Industria;2019T1;2,4
Ambos sexos;Otros motivos;Industria;2018T4;6,6
Ambos sexos;Otros motivos;Industria;2018T3;8,6
Ambos sexos;Otros motivos;Industria;2018T2;6,2
Ambos sexos;Otros motivos;Industria;2018T1;7,2
Ambos sexos;Otros motivos;Industria;2017T4;6,0
Ambos sexos;Otros motivos;Industria;2017T3;6,4
Ambos sexos;Otros motivos;Industria;2017T2;6,0
Ambos sexos;Otros motivos;Industria;2017T1;6,9
Ambos sexos;Otros motivos;Industria;2016T4;5,8
Ambos sexos;Otros motivos;Industria;2016T3;5,7
Ambos sexos;Otros motivos;Industria;2016T2;5,8
Ambos sexos;Otros motivos;Industria;2016T1;6,8
Ambos sexos;Otros motivos;Industria;2015T4;6,1
Ambos sexos;Otros motivos;Industria;2015T3;5,6
Ambos sexos;Otros motivos;Industria;2015T2;5,9
Ambos sexos;Otros motivos;Industria;2015T1;6,2
Ambos sexos;Otros motivos;Industria;2014T4;7,3
Ambos sexos;Otros motivos;Industria;2014T3;8,1
Ambos sexos;Otros motivos;Industria;2014T2;4,1
Ambos sexos;Otros motivos;Industria;2014T1;6,7
Ambos sexos;Otros motivos;Industria;2013T4;6,4
Ambos sexos;Otros motivos;Industria;2013T3;6,9
Ambos sexos;Otros motivos;Industria;2013T2;5,4
Ambos sexos;Otros motivos;Industria;2013T1;4,2
Ambos sexos;Otros motivos;Industria;2012T4;6,5
Ambos sexos;Otros motivos;Industria;2012T3;6,0
Ambos sexos;Otros motivos;Industria;2012T2;6,7
Ambos sexos;Otros motivos;Industria;2012T1;8,1
Ambos sexos;Otros motivos;Industria;2011T4;8,9
Ambos sexos;Otros motivos;Industria;2011T3;8,8
Ambos sexos;Otros motivos;Industria;2011T2;7,7
Ambos sexos;Otros motivos;Industria;2011T1;9,4
Ambos sexos;Otros motivos;Industria;2010T4;8,7
Ambos sexos;Otros motivos;Industria;2010T3;3,1
Ambos sexos;Otros motivos;Industria;2010T2;7,4
Ambos sexos;Otros motivos;Industria;2010T1;7,4
Ambos sexos;Otros motivos;Industria;2009T4;8,2
Ambos sexos;Otros motivos;Industria;2009T3;8,1
Ambos sexos;Otros motivos;Industria;2009T2;10,5
Ambos sexos;Otros motivos;Industria;2009T1;8,0
Ambos sexos;Otros motivos;Industria;2008T4;9,1
Ambos sexos;Otros motivos;Industria;2008T3;11,3
Ambos sexos;Otros motivos;Industria;2008T2;5,3
Ambos sexos;Otros motivos;Industria;2008T1;5,5
Ambos sexos;Otros motivos;Construcción;2025T4;5,5
Ambos sexos;Otros motivos;Construcción;2025T3;4,6
Ambos sexos;Otros motivos;Construcción;2025T2;2,0
Ambos sexos;Otros motivos;Construcción;2025T1;3,8
Ambos sexos;Otros motivos;Construcción;2024T4;8,4
Ambos sexos;Otros motivos;Construcción;2024T3;4,6
Ambos sexos;Otros motivos;Construcción;2024T2;5,2
Ambos sexos;Otros motivos;Construcción;2024T1;3,7
Ambos sexos;Otros motivos;Construcción;2023T4;2,4
Ambos sexos;Otros motivos;Construcción;2023T3;6,2
Ambos sexos;Otros motivos;Construcción;2023T2;1,3
Ambos sexos;Otros motivos;Construcción;2023T1;6,0
Ambos sexos;Otros motivos;Construcción;2022T4;4,9
Ambos sexos;Otros motivos;Construcción;2022T3;3,0
Ambos sexos;Otros motivos;Construcción;2022T2;6,7
Ambos sexos;Otros motivos;Construcción;2022T1;3,5
Ambos sexos;Otros motivos;Construcción;2021T4;2,8
Ambos sexos;Otros motivos;Construcción;2021T3;5,1
Ambos sexos;Otros motivos;Construcción;2021T2;3,1
Ambos sexos;Otros motivos;Construcción;2021T1;5,4
Ambos sexos;Otros motivos;Construcción;2020T4;4,9
Ambos sexos;Otros motivos;Construcción;2020T3;3,4
Ambos sexos;Otros motivos;Construcción;2020T2;8,2
Ambos sexos;Otros motivos;Construcción;2020T1;7,4
Ambos sexos;Otros motivos;Construcción;2019T4;2,4
Ambos sexos;Otros motivos;Construcción;2019T3;1,0
Ambos sexos;Otros motivos;Construcción;2019T2;2,4
Ambos sexos;Otros motivos;Construcción;2019T1;5,3
Ambos sexos;Otros motivos;Construcción;2018T4;3,7
Ambos sexos;Otros motivos;Construcción;2018T3;2,3
Ambos sexos;Otros motivos;Construcción;2018T2;4,0
Ambos sexos;Otros motivos;Construcción;2018T1;6,9
Ambos sexos;Otros motivos;Construcción;2017T4;5,4
Ambos sexos;Otros motivos;Construcción;2017T3;3,7
Ambos sexos;Otros motivos;Construcción;2017T2;2,2
Ambos sexos;Otros motivos;Construcción;2017T1;1,8
Ambos sexos;Otros motivos;Construcción;2016T4;2,1
Ambos sexos;Otros motivos;Construcción;2016T3;2,2
Ambos sexos;Otros motivos;Construcción;2016T2;4,9
Ambos sexos;Otros motivos;Construcción;2016T1;4,4
Ambos sexos;Otros motivos;Construcción;2015T4;3,8
Ambos sexos;Otros motivos;Construcción;2015T3;4,9
Ambos sexos;Otros motivos;Construcción;2015T2;4,1
Ambos sexos;Otros motivos;Construcción;2015T1;7,2
Ambos sexos;Otros motivos;Construcción;2014T4;3,9
Ambos sexos;Otros motivos;Construcción;2014T3;3,7
Ambos sexos;Otros motivos;Construcción;2014T2;7,9
Ambos sexos;Otros motivos;Construcción;2014T1;8,0
Ambos sexos;Otros motivos;Construcción;2013T4;3,7
Ambos sexos;Otros motivos;Construcción;2013T3;8,4
Ambos sexos;Otros motivos;Construcción;2013T2;5,5
Ambos sexos;Otros motivos;Construcción;2013T1;10,2
Ambos sexos;Otros motivos;Construcción;2012T4;4,1
Ambos sexos;Otros motivos;Construcción;2012T3;4,2
Ambos sexos;Otros motivos;Construcción;2012T2;8,0
Ambos sexos;Otros motivos;Construcción;2012T1;7,5
Ambos sexos;Otros motivos;Construcción;2011T4;5,1
Ambos sexos;Otros motivos;Construcción;2011T3;2,9
Ambos sexos;Otros motivos;Construcción;2011T2;6,9
Ambos sexos;Otros motivos;Construcción;2011T1;7,4
Ambos sexos;Otros motivos;Construcción;2010T4;7,6
Ambos sexos;Otros motivos;Construcción;2010T3;7,8
Ambos sexos;Otros motivos;Construcción;2010T2;7,5
Ambos sexos;Otros motivos;Construcción;2010T1;12,5
Ambos sexos;Otros motivos;Construcción;2009T4;7,6
Ambos sexos;Otros motivos;Construcción;2009T3;6,4
Ambos sexos;Otros motivos;Construcción;2009T2;5,4
Ambos sexos;Otros motivos;Construcción;2009T1;12,5
Ambos sexos;Otros motivos;Construcción;2008T4;6,0
Ambos sexos;Otros motivos;Construcción;2008T3;4,7
Ambos sexos;Otros motivos;Construcción;2008T2;9,2
Ambos sexos;Otros motivos;Construcción;2008T1;7,4
Ambos sexos;Otros motivos;Servicios;2025T4;59,4
Ambos sexos;Otros motivos;Servicios;2025T3;59,0
Ambos sexos;Otros motivos;Servicios;2025T2;60,7
Ambos sexos;Otros motivos;Servicios;2025T1;67,3
Ambos sexos;Otros motivos;Servicios;2024T4;58,1
Ambos sexos;Otros motivos;Servicios;2024T3;65,7
Ambos sexos;Otros motivos;Servicios;2024T2;61,8
Ambos sexos;Otros motivos;Servicios;2024T1;64,8
Ambos sexos;Otros motivos;Servicios;2023T4;50,6
Ambos sexos;Otros motivos;Servicios;2023T3;58,2
Ambos sexos;Otros motivos;Servicios;2023T2;59,0
Ambos sexos;Otros motivos;Servicios;2023T1;57,6
Ambos sexos;Otros motivos;Servicios;2022T4;55,1
Ambos sexos;Otros motivos;Servicios;2022T3;64,0
Ambos sexos;Otros motivos;Servicios;2022T2;53,1
Ambos sexos;Otros motivos;Servicios;2022T1;54,0
Ambos sexos;Otros motivos;Servicios;2021T4;56,1
Ambos sexos;Otros motivos;Servicios;2021T3;41,9
Ambos sexos;Otros motivos;Servicios;2021T2;48,6
Ambos sexos;Otros motivos;Servicios;2021T1;72,8
Ambos sexos;Otros motivos;Servicios;2020T4;58,7
Ambos sexos;Otros motivos;Servicios;2020T3;70,5
Ambos sexos;Otros motivos;Servicios;2020T2;103,6
Ambos sexos;Otros motivos;Servicios;2020T1;73,7
Ambos sexos;Otros motivos;Servicios;2019T4;50,1
Ambos sexos;Otros motivos;Servicios;2019T3;55,5
Ambos sexos;Otros motivos;Servicios;2019T2;43,5
Ambos sexos;Otros motivos;Servicios;2019T1;38,1
Ambos sexos;Otros motivos;Servicios;2018T4;45,4
Ambos sexos;Otros motivos;Servicios;2018T3;58,1
Ambos sexos;Otros motivos;Servicios;2018T2;44,6
Ambos sexos;Otros motivos;Servicios;2018T1;48,0
Ambos sexos;Otros motivos;Servicios;2017T4;46,7
Ambos sexos;Otros motivos;Servicios;2017T3;52,0
Ambos sexos;Otros motivos;Servicios;2017T2;51,2
Ambos sexos;Otros motivos;Servicios;2017T1;49,8
Ambos sexos;Otros motivos;Servicios;2016T4;45,9
Ambos sexos;Otros motivos;Servicios;2016T3;41,4
Ambos sexos;Otros motivos;Servicios;2016T2;38,3
Ambos sexos;Otros motivos;Servicios;2016T1;40,5
Ambos sexos;Otros motivos;Servicios;2015T4;55,2
Ambos sexos;Otros motivos;Servicios;2015T3;50,7
Ambos sexos;Otros motivos;Servicios;2015T2;43,9
Ambos sexos;Otros motivos;Servicios;2015T1;48,7
Ambos sexos;Otros motivos;Servicios;2014T4;45,8
Ambos sexos;Otros motivos;Servicios;2014T3;42,4
Ambos sexos;Otros motivos;Servicios;2014T2;46,5
Ambos sexos;Otros motivos;Servicios;2014T1;53,4
Ambos sexos;Otros motivos;Servicios;2013T4;50,7
Ambos sexos;Otros motivos;Servicios;2013T3;52,4
Ambos sexos;Otros motivos;Servicios;2013T2;48,1
Ambos sexos;Otros motivos;Servicios;2013T1;50,2
Ambos sexos;Otros motivos;Servicios;2012T4;44,4
Ambos sexos;Otros motivos;Servicios;2012T3;48,8
Ambos sexos;Otros motivos;Servicios;2012T2;30,2
Ambos sexos;Otros motivos;Servicios;2012T1;49,6
Ambos sexos;Otros motivos;Servicios;2011T4;51,6
Ambos sexos;Otros motivos;Servicios;2011T3;51,1
Ambos sexos;Otros motivos;Servicios;2011T2;48,3
Ambos sexos;Otros motivos;Servicios;2011T1;43,5
Ambos sexos;Otros motivos;Servicios;2010T4;47,3
Ambos sexos;Otros motivos;Servicios;2010T3;49,9
Ambos sexos;Otros motivos;Servicios;2010T2;45,5
Ambos sexos;Otros motivos;Servicios;2010T1;51,3
Ambos sexos;Otros motivos;Servicios;2009T4;51,0
Ambos sexos;Otros motivos;Servicios;2009T3;54,0
Ambos sexos;Otros motivos;Servicios;2009T2;44,3
Ambos sexos;Otros motivos;Servicios;2009T1;61,5
Ambos sexos;Otros motivos;Servicios;2008T4;61,0
Ambos sexos;Otros motivos;Servicios;2008T3;57,6
Ambos sexos;Otros motivos;Servicios;2008T2;54,2
Ambos sexos;Otros motivos;Servicios;2008T1;50,8
Ambos sexos;No sabe;Total;2025T4;0,4
Ambos sexos;No sabe;Total;2025T3;0,3
Ambos sexos;No sabe;Total;2025T2;0,6
Ambos sexos;No sabe;Total;2025T1;1,6
Ambos sexos;No sabe;Total;2024T4;0,4
Ambos sexos;No sabe;Total;2024T3;0,7
Ambos sexos;No sabe;Total;2024T2;1,0
Ambos sexos;No sabe;Total;2024T1;0,9
Ambos sexos;No sabe;Total;2023T4;..
Ambos sexos;No sabe;Total;2023T3;1,1
Ambos sexos;No sabe;Total;2023T2;..
Ambos sexos;No sabe;Total;2023T1;..
Ambos sexos;No sabe;Total;2022T4;0,1
Ambos sexos;No sabe;Total;2022T3;2,7
Ambos sexos;No sabe;Total;2022T2;..
Ambos sexos;No sabe;Total;2022T1;..
Ambos sexos;No sabe;Total;2021T4;0,9
Ambos sexos;No sabe;Total;2021T3;..
Ambos sexos;No sabe;Total;2021T2;0,5
Ambos sexos;No sabe;Total;2021T1;0,6
Ambos sexos;No sabe;Total;2020T4;..
Ambos sexos;No sabe;Total;2020T3;1,1
Ambos sexos;No sabe;Total;2020T2;3,6
Ambos sexos;No sabe;Total;2020T1;1,5
Ambos sexos;No sabe;Total;2019T4;1,5
Ambos sexos;No sabe;Total;2019T3;0,7
Ambos sexos;No sabe;Total;2019T2;0,7
Ambos sexos;No sabe;Total;2019T1;0,2
Ambos sexos;No sabe;Total;2018T4;0,4
Ambos sexos;No sabe;Total;2018T3;..
Ambos sexos;No sabe;Total;2018T2;..
Ambos sexos;No sabe;Total;2018T1;0,5
Ambos sexos;No sabe;Total;2017T4;0,4
Ambos sexos;No sabe;Total;2017T3;0,3
Ambos sexos;No sabe;Total;2017T2;0,9
Ambos sexos;No sabe;Total;2017T1;..
Ambos sexos;No sabe;Total;2016T4;0,3
Ambos sexos;No sabe;Total;2016T3;0,5
Ambos sexos;No sabe;Total;2016T2;0,8
Ambos sexos;No sabe;Total;2016T1;..
Ambos sexos;No sabe;Total;2015T4;0,6
Ambos sexos;No sabe;Total;2015T3;..
Ambos sexos;No sabe;Total;2015T2;0,2
Ambos sexos;No sabe;Total;2015T1;0,2
Ambos sexos;No sabe;Total;2014T4;0,5
Ambos sexos;No sabe;Total;2014T3;0,1
Ambos sexos;No sabe;Total;2014T2;..
Ambos sexos;No sabe;Total;2014T1;..
Ambos sexos;No sabe;Total;2013T4;..
Ambos sexos;No sabe;Total;2013T3;0,1
Ambos sexos;No sabe;Total;2013T2;..
Ambos sexos;No sabe;Total;2013T1;0,3
Ambos sexos;No sabe;Total;2012T4;0,3
Ambos sexos;No sabe;Total;2012T3;..
Ambos sexos;No sabe;Total;2012T2;1,1
Ambos sexos;No sabe;Total;2012T1;0,4
Ambos sexos;No sabe;Total;2011T4;0,6
Ambos sexos;No sabe;Total;2011T3;0,9
Ambos sexos;No sabe;Total;2011T2;..
Ambos sexos;No sabe;Total;2011T1;0,3
Ambos sexos;No sabe;Total;2010T4;..
Ambos sexos;No sabe;Total;2010T3;..
Ambos sexos;No sabe;Total;2010T2;0,8
Ambos sexos;No sabe;Total;2010T1;1,0
Ambos sexos;No sabe;Total;2009T4;1,8
Ambos sexos;No sabe;Total;2009T3;0,6
Ambos sexos;No sabe;Total;2009T2;1,1
Ambos sexos;No sabe;Total;2009T1;0,6
Ambos sexos;No sabe;Total;2008T4;0,7
Ambos sexos;No sabe;Total;2008T3;0,8
Ambos sexos;No sabe;Total;2008T2;0,2
Ambos sexos;No sabe;Total;2008T1;..
Ambos sexos;No sabe;Agricultura;2025T4;..
Ambos sexos;No sabe;Agricultura;2025T3;..
Ambos sexos;No sabe;Agricultura;2025T2;..
Ambos sexos;No sabe;Agricultura;2025T1;..
Ambos sexos;No sabe;Agricultura;2024T4;..
Ambos sexos;No sabe;Agricultura;2024T3;..
Ambos sexos;No sabe;Agricultura;2024T2;..
Ambos sexos;No sabe;Agricultura;2024T1;..
Ambos sexos;No sabe;Agricultura;2023T4;..
Ambos sexos;No sabe;Agricultura;2023T3;..
Ambos sexos;No sabe;Agricultura;2023T2;..
Ambos sexos;No sabe;Agricultura;2023T1;..
Ambos sexos;No sabe;Agricultura;2022T4;..
Ambos sexos;No sabe;Agricultura;2022T3;2,2
Ambos sexos;No sabe;Agricultura;2022T2;..
Ambos sexos;No sabe;Agricultura;2022T1;..
Ambos sexos;No sabe;Agricultura;2021T4;..
Ambos sexos;No sabe;Agricultura;2021T3;..
Ambos sexos;No sabe;Agricultura;2021T2;..
Ambos sexos;No sabe;Agricultura;2021T1;..
Ambos sexos;No sabe;Agricultura;2020T4;..
Ambos sexos;No sabe;Agricultura;2020T3;..
Ambos sexos;No sabe;Agricultura;2020T2;..
Ambos sexos;No sabe;Agricultura;2020T1;0,3
Ambos sexos;No sabe;Agricultura;2019T4;0,7
Ambos sexos;No sabe;Agricultura;2019T3;..
Ambos sexos;No sabe;Agricultura;2019T2;..
Ambos sexos;No sabe;Agricultura;2019T1;..
Ambos sexos;No sabe;Agricultura;2018T4;..
Ambos sexos;No sabe;Agricultura;2018T3;..
Ambos sexos;No sabe;Agricultura;2018T2;..
Ambos sexos;No sabe;Agricultura;2018T1;..
Ambos sexos;No sabe;Agricultura;2017T4;..
Ambos sexos;No sabe;Agricultura;2017T3;..
Ambos sexos;No sabe;Agricultura;2017T2;..
Ambos sexos;No sabe;Agricultura;2017T1;..
Ambos sexos;No sabe;Agricultura;2016T4;..
Ambos sexos;No sabe;Agricultura;2016T3;..
Ambos sexos;No sabe;Agricultura;2016T2;0,5
Ambos sexos;No sabe;Agricultura;2016T1;..
Ambos sexos;No sabe;Agricultura;2015T4;0,2
Ambos sexos;No sabe;Agricultura;2015T3;..
Ambos sexos;No sabe;Agricultura;2015T2;..
Ambos sexos;No sabe;Agricultura;2015T1;0,2
Ambos sexos;No sabe;Agricultura;2014T4;..
Ambos sexos;No sabe;Agricultura;2014T3;..
Ambos sexos;No sabe;Agricultura;2014T2;..
Ambos sexos;No sabe;Agricultura;2014T1;..
Ambos sexos;No sabe;Agricultura;2013T4;..
Ambos sexos;No sabe;Agricultura;2013T3;..
Ambos sexos;No sabe;Agricultura;2013T2;..
Ambos sexos;No sabe;Agricultura;2013T1;0,1
Ambos sexos;No sabe;Agricultura;2012T4;..
Ambos sexos;No sabe;Agricultura;2012T3;..
Ambos sexos;No sabe;Agricultura;2012T2;..
Ambos sexos;No sabe;Agricultura;2012T1;..
Ambos sexos;No sabe;Agricultura;2011T4;..
Ambos sexos;No sabe;Agricultura;2011T3;..
Ambos sexos;No sabe;Agricultura;2011T2;..
Ambos sexos;No sabe;Agricultura;2011T1;..
Ambos sexos;No sabe;Agricultura;2010T4;..
Ambos sexos;No sabe;Agricultura;2010T3;..
